global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	a_comp_cor_47	a_comp_cor_48	a_comp_cor_49	a_comp_cor_50	a_comp_cor_51	a_comp_cor_52	a_comp_cor_53	a_comp_cor_54	a_comp_cor_55	a_comp_cor_56	a_comp_cor_57	a_comp_cor_58	a_comp_cor_59	a_comp_cor_60	a_comp_cor_61	a_comp_cor_62	a_comp_cor_63	a_comp_cor_64	a_comp_cor_65	a_comp_cor_66	a_comp_cor_67	cosine00	cosine01	cosine02	non_steady_state_outlier00	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07
758.7911258606441	n/a	n/a	575763.9726848638	1156.5596809547756	n/a	1337630.2956102123	n/a	805.516625612099	n/a	648857.0341375024	n/a	835.8052462526367	767.5166189020883	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	n/a	n/a	0.0	-0.00681159	n/a	n/a	4.63977583281e-05	0.0	n/a	0.0	n/a	0.0	n/a	n/a	0.0	-0.0	n/a	n/a	0.0	0.0	n/a	0.0	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
749.7822988908611	-9.008826969783057	81.1589633714906	562173.4957300646	1112.7182627470263	-43.841418207749264	1238141.9322507605	1922.069950466768	805.5510357878122	0.03441017571321936	648912.4712588171	0.0011840601926146315	831.4713084206827	717.8895735379608	1.466015	34.824432	0.14378335070999998	0.07939359999999998	-0.0152140375	0.0679005224	-0.0079824719	0.028865914399999998	-0.0722125181	0.0242042093	-0.057283368700000004	-0.08894693529999999	0.020891113200000002	-0.1351476226	-0.1453876215	-0.0076939938	-0.047882224800000005	0.046081889400000006	-0.0635790613	0.007890108100000001	-0.0317705317	0.1474054744	-0.1089178193	0.0341277809	-0.07804904139999999	0.043592111100000004	-0.0151985459	0.0838614332	-0.1513913817	0.027096527599999996	-0.025645794500000003	0.025565486499999998	-0.095553314	0.0107043874	-0.0279758667	0.0088423806	-0.0838732567	0.0013223306	-0.1129113897	0.0763079274	-0.0889266826	0.102692238	-0.0092529424	0.10041909939999999	-0.0576134494	-0.0108254952	0.1430245382	-0.0832764311	-0.0070741774	0.1065921608	0.009951693499999999	-0.0095003247	-0.043679707400000004	0.0194678362	-0.0191393856	0.1384455294	-0.026432828399999997	0.0897663643	-0.09264060019999999	0.08218491530000001	-0.0095964692	0.025213862400000002	-0.0526028324	0.07265258320000001	-0.0254778986	0.132779288	-0.057756715300000004	0.0278423509	-0.0611226241	0.0959252962	-0.2206209608	0.11823981859999999	-0.0291315971	0.06767030519999999	-0.1129417167	0.1530583727	-0.1356363559	0.0719752643	0.1128608806	0.1128439341	0.1128156919	0.0	-2.01071e-06	-2.01071e-06	4.042954704100001e-12	4.042954704100001e-12	-0.0238708	-0.01705921	0.00029101664582410004	0.00056981509264	0.0683954	0.0683954	0.004677930741159999	0.004677930741159999	0.00108994	0.00108994	1.1879692036e-06	1.1879692036e-06	-7.659460000000001e-05	-7.659460000000001e-05	5.86673274916e-09	5.86673274916e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
750.5467481280515	0.7644492371904335	0.5843826362410356	563320.4211255928	1107.8961451385292	-4.8221176084971376	1227433.868412813	23.252818230178157	805.1593825455287	-0.3916532422834962	648281.6313010971	0.15339226219117494	830.199391182751	725.0806310110222	0.834939	19.83354	0.16305335070999996	0.08858539999999998	0.021848046	-0.0415388752	-0.024478253	-0.0031360233	-0.1320715124	0.0103835461	-0.009194627	-0.1190262369	0.014289814199999999	-0.046349344	-0.1517912641	0.0032611459000000003	-0.0016113270999999999	0.0266611217	0.0443458711	-0.0031367782	-0.0805274649	0.1684682255	0.011908106100000001	0.0279040235	0.060846058499999994	-0.0135104119	-0.0428851631	0.1066000545	-0.193536252	-0.08495926179999999	-0.0529112972	-0.0072465939	-0.0706572808	0.1547413517	0.1028460235	-0.005930339399999999	0.0407620493	0.0467917133	-0.1918360847	-0.0162675599	-0.1326154728	0.0020381605	-0.0123111376	-0.020929259199999998	0.172746307	-0.075510803	0.0834868091	-0.0004154045	0.09512911560000001	0.0376419727	-0.0688957411	0.0250607	-0.0325805289	0.0045004243	0.0716641123	0.11613468869999999	0.012111218	0.0579685875	0.0739676379	0.08123641870000001	-0.0158290762	-0.047492750300000004	-0.0153683838	0.0207122634	0.1046976036	0.0810476579	-0.062141764400000014	0.043318083	0.0034833531	0.0238733614	-0.19061353039999998	-0.0140848506	-0.14389970259999998	0.0046425769	-0.109617145	0.06602102730000001	-0.046891578600000004	0.0273015434	0.1128156919	0.1126632248	0.11240926539999999	0.0	0.00202827	0.0020302807100000004	4.122039761398104e-06	4.1138791929e-06	0.0467903	0.0706611	0.00499299105321	0.0021893321740900002	0.0220072	-0.04638819999999999	0.0004843168518400001	0.0021518650992399992	0.000365239	-0.0007247009999999999	5.251915394009999e-07	1.33399527121e-07	-0.000231369	-0.00015477440000000002	2.3955114895360007e-08	5.353161416100001e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
748.961695630474	-1.5850524975775215	2.5123914200767388	560943.6215216747	1097.1728870312054	-10.723258107323772	1203788.34403639	114.98826443628502	804.3076251439371	-0.8517574015916125	646910.75586468	0.7254906711660954	828.8511279855977	723.4532021677783	0.952515	22.626501	0.07652736302999999	0.0497892	0.0486731412	0.019242501000000002	0.013269651499999998	0.0254342923	-0.0234077298	0.15407436089999998	-0.0160535652	0.0042442121	0.0608843311	-0.0806979253	-0.0224272589	-0.051607667999999995	-0.013893113600000001	-0.0012767242	-0.0293298252	0.0415722026	-0.08369789009999999	-0.0732850054	0.0152371272	0.09931450789999999	-0.0197732821	0.10429436369999999	0.0542244546	0.06937271769999999	-0.022382987200000003	0.08546793720000001	0.2114129912	0.0513077142	-0.11302194289999999	-0.1059339642	0.08860778949999999	-0.0128478623	-0.125314441	-0.17909600850000001	0.0127607981	0.0083360348	-0.0017261792	-0.094244447	0.0440433724	-0.0066967303	0.058048326799999994	-0.0333661312	0.1064803085	0.0097512746	-0.0001516844	0.0178953389	0.0257581025	-0.03275497	0.0064042461	0.0013526538	-0.0737011944	0.0339213466	-0.032472400400000004	-0.11985309599999999	0.1365756225	-0.0516147196	-0.142732944	0.1871136138	0.0459938695	0.03185578	-0.031935264500000005	0.0374014	-0.012450939	0.0424769165	-0.114992022	-0.005766028100000001	0.0697071005	-0.037842196200000004	-0.010093805	-0.09699669679999999	-0.0947676474	-0.0358287103	0.1264214759	-0.0127738613	0.1127253327	0.1123020954	0.1115978766	0.0	7.14197e-06	-0.00202112803	4.0849585136516805e-06	5.100773548090001e-11	0.0612337	0.014443400000000004	0.00020861180356000005	0.00374956601569	0.06881219999999999	0.04680499999999999	0.004735118868839999	0.0021907080249999986	0.000365239	0.0	0.0	1.33399527121e-07	-0.0	0.000231369	5.353161416100001e-08	0.0	3.37877e-05	3.37877e-05	1.1416086712900004e-09	1.1416086712900004e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
747.2248888736293	-1.7368067568446577	3.016497710621258	558345.0345522077	1088.7502079446472	-8.422679086558219	1185377.0152995123	70.94152299514519	804.7171695665378	0.4095444226006748	647569.7229951799	0.16772663408332011	828.1315109463375	720.6754423293366	0.931284	22.122166	0.12479228133	0.0784687	-0.0157042142	0.026554320899999997	-0.0855164907	0.002639293	0.0058304601000000005	-0.07091098950000001	-0.0016987648999999998	0.0469336604	-0.0961673641	0.0554592738	0.0466582126	-0.0308223576	0.007977645	0.061407101299999996	0.055717813	0.04843973099999999	0.10843427470000001	0.014708973899999997	0.033623315200000004	0.202927054	-0.010532043500000001	0.0590393695	-0.005953665	-0.0530997102	0.0654324141	-0.15939825230000002	0.08540078849999999	0.022179217299999998	0.1266920829	0.115161838	-0.0688385826	-0.0425951676	0.1435721632	-0.0186411014	-0.09706817279999999	0.0334258022	-0.031025156	-0.0733777101	0.0592581032	-0.0352514125	-0.0114199745	0.0286651827	0.0122245879	0.0002906017	-0.019173096599999998	0.0572392302	-0.1130421594	-0.0007176484	-0.076839129	-0.0580255979	0.0144049333	-0.0702180307	0.0493339077	-0.04232011769999999	0.0818415349	0.10884777949999999	-0.0641605858	-0.0029166279999999997	0.09011087029999999	0.117052202	0.0823182244	-0.029981091499999998	0.1618634195	-0.0412047658	0.0190137726	-0.108775787	0.0606884201	0.0965268483	0.0498553327	0.1156261288	-0.0088719043	0.12177449300000001	0.0061147923	0.0562771965	0.1125898391	0.1117611244	0.1103844485	0.0	4.29633e-05	3.5821330000000004e-05	1.2831676829689006e-09	1.84584514689e-09	-0.00731399	-0.06854769000000001	0.004698785804336101	5.349444972010001e-05	0.0482174	-0.02059479999999999	0.00232491766276	0.0004241457870399996	0.000838355	0.000473116	2.2383874945600004e-07	7.028391060250001e-07	-0.000210327	-0.000210327	4.4237446929000006e-08	4.4237446929000006e-08	6.26241e-05	2.8836399999999994e-05	3.921777900809999e-09	8.315379649599998e-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
748.8569619774781	1.6320731038488248	2.6636626163067367	560786.7495021381	1097.8593376898957	9.109129745248538	1205295.1253528965	82.97624471577168	804.8676876971118	0.15051813057402794	647811.9946988955	0.02265570763150013	829.9888116319365	721.8255199197548	1.122748	26.670301	0.2415422657	0.153955	0.0206869462	-0.1118630752	0.0750987412	-0.1437854363	0.1110473134	-0.0277434644	0.033351315	0.022501184599999998	0.06470445	0.1267623962	-0.0034866856	-0.0752897075	-0.01095616	-0.05771042	0.1032484383	0.0657727143	-0.037761518	-0.1457984832	-0.0973043319	0.038521404599999996	-0.0051846955	-0.07128716339999999	-0.09432823289999999	-0.0537402203	0.1448209126	0.0243388178	0.0171680312	-0.1291521776	-0.0779094974	0.0674215269	-0.042154816799999995	-0.11798620130000001	0.066736078	-0.0345878434	0.10985356380000001	0.0374664165	0.0297484531	0.034558117	0.022404059	0.0203077709	-0.0012713407000000002	0.09244189130000001	0.051620043399999996	0.0832321803	0.0596443965	-0.0887728261	0.0202357517	-0.0553322167	0.0751337143	-0.0313616779	0.1250946897	-0.056396549299999994	-0.023295492999999997	-0.1318314298	-0.0752855192	0.0019619076	0.0096162646	0.0401451067	-0.0491025777	0.059962334400000004	0.1093485761	0.0314439358	0.1036486456	-0.037674696	0.0310334688	0.0135251133	0.13522878289999998	-0.0341079657	-0.051079645099999994	0.0017399582999999999	0.0070436143999999985	-0.051921099500000005	0.12244994949999999	0.0898060309	0.11240926539999999	0.111041178	0.1087733526	0.0	0.00012039400000000005	7.743070000000003e-05	5.995513302490007e-09	1.4494715236000014e-08	0.12491	0.13222399	0.017483183531520098	0.0156025081	0.08303499999999997	0.03481759999999997	0.006894811224999995	0.001212265269759998	-0.000236784	-0.001075139	1.1559238693210002e-06	5.606666265599999e-08	-0.000496073	-0.000285746	8.165077651599997e-08	2.46088421329e-07	0.000190204	0.00012757990000000004	3.6177561616000016e-08	1.627663088401001e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
746.1728207262935	-2.684141251184656	7.204614256311128	556773.8783906333	1095.9777667412834	-1.8815709486123071	1201167.265191211	3.5403092346618164	804.8202945409915	-0.04739315612027895	647735.7065050483	0.002246111247041133	829.6194196005475	714.4012033474357	1.302536	30.941086	0.225561044	0.161136	-0.0020813935	0.045912636	-0.0901520997	0.1301512352	-0.1023935743	0.1077748146	0.0804216241	-0.0584326379	-0.0071084141	-0.1605005351	-0.1107962274	0.0200164287	0.040907167700000004	0.0231751059	-0.0930277519	0.014023538200000001	-0.14728372439999998	0.08139187440000001	0.0786163934	0.061238866100000004	-0.1146034959	0.1143120104	-0.0813146341	-0.0318350691	-0.0535759459	0.095904512	-0.0118585353	0.0881935706	-0.011193211699999999	0.0503301309	-0.023138327799999997	-0.062205973	0.0343662529	-0.1141988305	-0.0681312543	0.06683148629999999	0.0532892283	0.12576753470000002	-0.1686355779	0.1270416594	0.0810558199	-0.0196833559	-0.0689581825	0.0211848656	-0.0200771363	0.0416618635	-0.1199915408	0.050961724900000005	0.0326434448	-0.0035419175	-0.06737530480000001	0.1978747655	0.057182165300000004	0.0630750231	0.0144041098	-0.0384252796	0.0285757327	0.0589239207	0.081821351	0.12479208230000001	0.0085412931	-0.04867279	0.043344378600000004	0.0425490653	0.08245150820000001	0.0786604136	-0.0128769627	0.0208147773	-0.11713798550000001	0.0961202772	0.1057633664	-0.0122870425	-0.052717994299999994	0.19856135170000005	0.11218368390000001	0.1101434092	0.1067703929	0.0	-0.0160421	-0.016162494	0.000261226212300036	0.00025734897241	-0.0235224	-0.1484324	0.02203217736976	0.0005533033017600001	0.0862268	0.0031918000000000363	0.007435061038240001	1.0187587240000231e-05	0.000850567	0.001087351	1.1823321972010002e-06	7.23464221489e-07	-0.000470528	2.554499999999997e-05	6.525470249999986e-10	2.2139659878400002e-07	0.000147613	-4.2591000000000026e-05	2.1789597769e-08	1.8139932810000024e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
747.1402335155068	0.9674127892133128	0.9358875047334816	558218.528537606	1090.0896238640432	-5.8881428772401705	1188295.3880560512	34.670226542794154	805.5326696204071	0.7123750794155512	648882.8818257799	0.5074782537723129	830.2905231315433	723.7993530961711	1.034606	24.57653	0.2363034	0.12986099999999998	-0.0315394601	-0.0675704976	-0.0394942462	-0.0033631501	-0.018583519399999998	-0.0112605091	0.0374356129	0.0724645976	-0.030161733	0.033295614700000004	0.054922796100000004	0.029726573	0.039674977	-0.0111506873	0.0734587622	0.0163125483	0.0763306983	0.1594961728	-0.0121127253	0.0638113213	-0.0223584558	-0.036606856	0.0245627176	0.0157830436	0.056306300999999996	0.06510908259999999	0.0165563105	-0.0771253129	0.059863812	0.0631257158	-0.0058613858	-0.0604177517	-0.0152982184	-0.08691651140000001	0.0391291468	0.0600929583	-0.1395225485	-0.0978220013	0.0031736559000000004	-0.07638693469999999	0.1549329595	0.12817286519999999	-0.0045791428999999995	-0.09879570050000001	-0.0030661407	-0.1795567572	0.04544254	0.0381867794	-0.0197790371	-0.048583315099999996	-0.0158644885	-0.0625337373	-0.0468898832	0.09357508310000001	0.0952259463	0.1352020534	-0.1149163475	-0.0733724767	0.0493266576	-0.07022803820000001	0.025673252400000002	0.08274300400000001	0.0869450165	-0.0239866082	0.12130437710000001	-0.07579967559999999	-0.11554619960000001	0.0052383811	0.0013672295000000001	-0.0263157379	0.0233622628	-0.0378590654	0.0503889453	0.157348725	0.11191318480000001	0.10906925560000001	0.1043827854	0.0	0.0168016	0.032843699999999997	0.0010787086296900003	0.00028229376256	0.08749189999999997	0.11101429999999997	0.012324174804489992	0.007654832565609995	0.06918389999999999	-0.017042900000000014	0.004786412019209999	0.00029046044041000044	-0.000118582	-0.000969149	9.39249784201e-07	1.4061690724000005e-08	-0.000107522	0.000363006	1.3177335603600006e-07	1.1560980484e-08	0.000323508	0.00017589499999999994	1.0465742606399998e-07	3.093905102499999e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
745.4668063294702	-1.6734271860366334	2.8003585469664856	555720.7593390598	1093.8430726197457	3.753448755702493	1196492.6675182064	14.088377561684592	805.1313583073329	-0.40131131307418855	648236.5041298107	0.16105077000132936	828.8732586497266	712.010392606839	1.074815	25.531672	0.1758293	0.0956784	-0.0036199398	0.045702743399999995	-0.009426222199999999	-0.0609622407	0.1411831433	-0.0191634295	-0.023100757599999997	0.0485204288	-0.0060080201	0.0035446919	0.09003181460000001	-0.023962356400000002	-0.013366909599999999	0.031535631099999996	-0.0686297508	0.0300643602	-0.0133039022	0.012155285600000001	-0.0395299039	-0.008551190799999999	-0.0715146162	-0.0933115829	0.021018492200000002	0.12780490460000002	-0.1816985836	-0.1061671443	0.06404064799999999	-0.11599711289999999	0.11867114710000001	-0.056776684	0.0125074744	0.015086587	-0.0412997582	0.08094954509999999	0.0776664703	0.0904882015	0.0191467291	-0.1290196995	0.0830723406	0.1568663646	-0.1602717229	-0.0163271704	0.0535029387	0.0299079891	-0.0621128367	0.0325878723	0.177547409	-0.0322076648	0.0078376995	-0.0006725522	-0.046865205199999996	-0.040317375	0.0452797444	-0.0570998859	-0.1255293452	0.1486631857	-0.0327541671	0.043474908	0.0335568288	0.0027326389	0.059265315599999986	0.1129441182	-0.048546343799999996	0.0479936446	0.0451272624	0.10183146300000001	0.0010693543	0.0091011517	0.1593986239	-0.1447752914	-0.0498117724	0.09317097949999999	-0.1353519833	-0.0616009967	0.1115978766	0.1078204375	0.1016191316	0.0	0.016819099999999997	1.7499999999996685e-05	3.06249999999884e-10	0.0002828821248099999	0.010443700000000002	-0.07704819999999997	0.005936425123239995	0.00010907086969000004	0.117152	0.0479681	0.013724591103999996	0.0023009386176100002	0.000649507	0.0007680889999999999	5.899607119210001e-07	4.21859343049e-07	-0.0	0.000107522	1.1560980484e-08	0.0	0.000183209	-0.00014029899999999995	3.3565537681e-08	1.9683809400999987e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
746.8424156231288	1.3756092936586128	1.892300928799948	557773.5937737903	1091.1869315440615	-2.6561410756842183	1190688.9195725443	7.055085413936914	804.6678236857217	-0.4635346216111884	647490.3064751157	0.21486434543222765	829.2877495599805	705.9741007126108	0.943534	22.41316	0.13500695	0.0714224	-0.0454067517	0.0064804931999999996	0.0562739005	-0.0157445761	-0.0278159221	-0.1096260167	-0.0362714967	0.0486778869	-0.0635086557	0.07977835	-0.0529030342	-0.0755224823	-0.0294359108	0.0494585515	0.1332142032	0.000613436	0.0809909314	-0.0417228139	-0.0903449607	0.0327771827	-0.0374647369	-0.030468841200000006	-0.0722266723	0.0193145857	-0.0656331397	0.000671006	-0.0653278425	0.0227692754	0.11483646539999999	-0.0605580627	0.08595396849999999	0.0341928154	-0.0539358953	-0.00047233199999999995	0.0461175749	0.1125086708	0.0298611875	-0.0775869092	-0.0094502078	0.005623791600000001	-0.037311668900000004	0.0012625684	-0.0791718441	0.045602153	0.052025829	-0.0453237628	-0.0985421353	-0.0511803635	-0.0791223767	-0.0671258517	0.0809866491	-0.025170302599999996	-0.0725109171	0.023295968599999998	-0.0268176775	-0.0101502621	-0.0116215777	0.032540602599999996	-0.0072956923	0.09642374769999999	-0.085833121	0.0087984211	0.1076274826	-0.0023491751000000003	0.0811032926	-0.0323956091	0.0483238846	-0.014490621	-0.041779403300000004	-0.1566982949	-0.0510163268	-0.0181665939	-0.09399280480000001	-0.07171454320000001	0.11123788539999999	0.1063989547	0.09848938759999999	0.0	0.0168543	3.520000000000259e-05	1.2390400000001825e-09	0.00028406742849000004	0.0499547	0.039511000000000004	0.001561119121	0.00249547205209	0.057619900000000016	-0.05953209999999999	0.003320052876010001	0.0035440709304099976	0.000299582	-0.000349925	1.22447505625e-07	8.974937472400002e-08	-0.000158905	-0.000158905	2.5250799025000003e-08	2.5250799025000003e-08	0.000392952	0.00020974299999999995	1.5441127430399995e-07	4.3992126048999984e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
