trans_x,trans_y,trans_z,rot_x,rot_y,rot_z,trans_x_der,trans_y_der,trans_z_der,rot_x_der,rot_y_der,rot_z_der,trans_x_2,trans_y_2,trans_z_2,rot_x_2,rot_y_2,rot_z_2,trans_x_der_2,trans_y_der_2,trans_z_der_2,rot_x_der_2,rot_y_der_2,rot_z_der_2,a_comp_cor_00,a_comp_cor_01,a_comp_cor_02,a_comp_cor_03,a_comp_cor_04,0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,0.10,0.11,0.12,0.13,0.14,initdum_1.0,initdum_2.0
0.00371181,-3.03244e-06,0.00274341,-0.000136927,-0,8.75698e-05,0,0,0,0,0,0,1.3777533e-05,9.1956924e-12,7.5262984e-06,1.8749003e-08,0,7.6684699e-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
-2.49208e-06,0.0105575,2.72193e-08,0,-0.000111242,0,-0.0037143021,0.010560532,-0.0027433828,0.000136927,-0.000111242,-8.75698e-05,6.2104627e-12,0.00011146081,7.4089029e-16,0,1.2374783e-08,0,1.379604e-05,0.00011152485,7.5261491e-06,1.8749003e-08,1.2374783e-08,7.6684699e-09,0,0,0,0,0,0.3363319,0,0,-0.97995338,0,0,1.8664935,0,0,-2.4948258,0,0,3.0341856,0,0,0,1
0,0.00381941,0.0355534,0.000327612,-0,0,2.49208e-06,-0.00673809,0.035553373,0.000327612,0.000111242,0,0,1.4587893e-05,0.0012640443,1.0732962e-07,0,0,6.2104627e-12,4.5401857e-05,0.0012640423,1.0732962e-07,1.2374783e-08,0,0.020593871,0.1398937,-0.11786516,0.05839797,-0.096808992,8.0267167,0,0,-15.986889,0,0,22.771621,0,0,-24.455368,0,0,23.756792,0,0,0,0
-7.40534e-07,0.0548784,0.0106963,0,-0.000240651,0,-7.40534e-07,0.05105899,-0.0248571,-0.000327612,-0.000240651,0,5.4839061e-13,0.0030116388,0.00011441083,0,5.7912904e-08,0,5.4839061e-13,0.0026070205,0.00061787542,1.0732962e-07,5.7912904e-08,0,0.11202817,0.12378012,-0.032718814,-0.042802779,-0.0036081251,35.646218,0,0,-46.531439,0,0,44.872643,0,0,-31.42687,0,0,20.803266,0,0,0,0
-7.93778e-06,0.00127762,0.0106977,0,0.000166442,-0.000226779,-7.197246e-06,-0.05360078,1.4e-06,0,0.000407093,-0.000226779,6.3008351e-11,1.6323129e-06,0.00011444079,0,2.7702939e-08,5.1428715e-08,5.180035e-11,0.0028730436,1.96e-12,0,1.6572471e-07,5.1428715e-08,-0.060359442,-0.016785473,-0.096959827,-0.047013671,0.10422733,75.67187,0,0,-56.365318,0,0,32.609345,0,0,-10.80615,0,0,14.182407,0,0,0,0
2.21442e-05,0.023281,0.027653,0,0.000458464,0,3.008198e-05,0.02200338,0.0169553,0,0.000292022,0.000226779,4.9036559e-10,0.00054200496,0.00076468841,0,2.1018924e-07,0,9.0492552e-10,0.00048414873,0.0002874822,0,8.5276848e-08,5.1428715e-08,-0.071554596,0.01865449,-0.014265897,0.085287443,-0.0072145619,108.81782,0,0,-29.662492,0,0,19.656091,0,0,-20.011735,0,0,32.98514,0,0,0,0
2.21442e-05,0.0819095,-0.00549876,0,0.000458464,0,0,0.0586285,-0.03315176,0,0,0,4.9036559e-10,0.0067091662,3.0236362e-05,0,2.1018924e-07,0,0,0.003437301,0.0010990392,0,0,0,0.067502232,0.0036494921,0.097369195,-0.0064887619,-0.054875065,123.57823,0,0,4.580444,0,0,45.727178,0,0,-27.022416,0,0,21.330641,0,0,0,0
-0.000543915,0.0143893,-0.00554606,0.000271039,0.000212255,0,-0.0005660592,-0.0675202,-4.73e-05,0.000271039,-0.000246209,0,2.9584353e-07,0.00020705195,3.0758782e-05,7.346214e-08,4.5052185e-08,0,3.2042302e-07,0.0045589774,2.23729e-09,7.346214e-08,6.0618872e-08,0,-0.023772389,-0.028285691,-0.019252484,0.043817407,0.016277963,123.83761,0,0,19.263492,0,0,77.170796,0,0,3.3965724,0,0,26.995908,0,0,0,0
-0.0007554,0.0332865,0.0117361,0.000127138,-5.39852e-05,0,-0.000211485,0.0188972,0.01728216,-0.000143901,-0.0002662402,0,5.7062916e-07,0.0011079911,0.00013773604,1.6164071e-08,2.9144018e-09,0,4.4725905e-08,0.00035710417,0.00029867305,2.0707498e-08,7.0883844e-08,0,-0.001299295,-0.015362777,-0.014416426,0.025684894,-0.095596283,120.1169,0,0,19.264761,0,0,87.359357,0,0,28.093393,0,0,58.74355,0,0,0,0
-0.00356907,0.0682484,-0.0175378,0.000156189,0.000214346,0,-0.00281367,0.0349619,-0.0292739,2.9051e-05,0.0002683312,0,1.2738261e-05,0.0046578441,0.00030757443,2.4395004e-08,4.5944208e-08,0,7.9167389e-06,0.0012223345,0.00085696122,8.439606e-10,7.2001633e-08,0,0.037177924,-0.030804268,0.098778914,0.042171958,-0.040923941,117.32428,0.3363319,0,17.141225,-0.97995338,0,83.676309,1.8664935,0,36.948335,-2.4948258,0,78.558444,3.0341856,0,0,0
-0.00354361,0.0117496,-0.017513,6.60489e-05,0.000402444,0,2.546e-05,-0.0564988,2.48e-05,-9.01401e-05,0.000188098,0,1.2557172e-05,0.0001380531,0.00030670517,4.3624572e-09,1.6196117e-07,0,6.482116e-10,0.0031921144,6.1504e-10,8.1252376e-09,3.5380858e-08,0,0.023171453,-0.011015125,-0.0056738662,0.043977885,0.036285735,108.76135,7.6903848,0.3363319,30.376245,-15.006936,-0.97995338,59.877961,20.905128,1.8664935,57.933023,-21.960542,-2.4948258,65.638584,20.722606,3.0341856,0,0
-0.00355375,0.0123179,-0.00648917,6.60489e-05,0.000230019,0,-1.014e-05,0.0005683,0.01102383,0,-0.000172425,0,1.2629139e-05,0.00015173066,4.2109327e-05,4.3624572e-09,5.290874e-08,0,1.028196e-10,3.2296489e-07,0.00012152483,0,2.9730381e-08,0,-0.037773805,0.0065500596,-0.11288406,0.0086521519,0.0026791222,80.959628,27.619502,7.6903848,60.421968,-30.544549,-15.006936,36.666862,22.101022,20.905128,63.803235,-6.971502,-21.960542,69.627005,-2.9535262,20.722606,0,0
0.00161914,0.0990354,-0.0524754,0.000747048,0.000402444,0.000379764,0.00517289,0.0867175,-0.04598623,0.0006809991,0.000172425,0.000379764,2.6216143e-06,0.0098080105,0.0027536676,5.5808071e-07,1.6196117e-07,1.442207e-07,2.6758791e-05,0.0075199248,0.0021147333,4.6375977e-07,2.9730381e-08,1.442207e-07,0.04736104,-0.024405162,-0.015911645,-0.051060007,-0.03230954,40.928501,40.025651,27.619502,70.238375,-9.8338796,-30.544549,48.885453,-12.263298,22.101022,43.127014,20.620719,-6.971502,76.255341,-6.6208587,-2.9535262,0,0
0.00322597,0.0471065,-0.0580565,0.000181009,0.000495923,9.81197e-05,0.00160683,-0.0519289,-0.0055811,-0.000566039,9.3479e-05,-0.0002816443,1.0406882e-05,0.0022190223,0.0033705572,3.2764258e-08,2.4593962e-07,9.6274755e-09,2.5819026e-06,0.0026966107,3.1148677e-05,3.2040015e-07,8.7383234e-09,7.9323512e-08,0.011488378,-0.090380325,0.058366796,-0.033071134,0.0093949319,7.7825467,33.145954,40.025651,43.535548,26.702826,-9.8338796,61.838707,-12.953254,-12.263298,52.332599,-9.2055843,20.620719,57.452607,18.802733,-6.6208587,0,0
