global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15
754.2428104427496	n/a	n/a	568882.2171045775	1432.6937791364526	n/a	2052611.4647762903	n/a	766.3499612424132	n/a	n/a	587292.2630962483	989.3523076391521	600.7519290459626	n/a	n/a	n/a	n/a	-0.08328512589999999	0.022605225899999998	-0.0376034143	-0.4692916677	-0.5218595432	-0.0074304941000000015	0.053009399699999994	0.1416191825	-0.0074174783	0.1180005809	-0.1606257561	0.1037442165	-0.108372345	0.082347035	-0.1710006934	0.0058393045	-0.0498985678	0.0218663879	-0.0828316038	0.0352015267	-0.0254469107	-0.012726527	0.13415453730000002	-0.050835731399999994	0.0001988574	-0.024126663399999998	0.0752446412	-0.0988729071	0.0974891559	-0.0474197534	0.0385463038	-0.1330823238	-0.0433295555	0.6338121129	0.0443192989	-0.2142034868	0.3289845613	-0.0875602511	0.17047296420000002	-0.024372362	0.1421311889	0.11250323	0.1124865505	0.11245875300000001	-0.0762283	n/a	0.005810753720890001	n/a	-0.0475978	n/a	0.00226555056484	n/a	-0.0991867	n/a	0.009838001456889999	n/a	-0.000449567	n/a	2.0211048748899995e-07	n/a	0.000651599	n/a	n/a	4.24581256801e-07	-0.000894048	n/a	7.993218263040002e-07	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
750.8352453842236	-3.407565058525962	11.611499628087035	563753.5657111873	1381.0260895582358	-51.66768957821682	1907233.060040512	2669.550146350976	766.5062015050548	0.1562402626416315	0.024411019670325988	587531.7569457077	973.9127172581447	607.2724398740012	1.266285	20.302944	0.10432381	0.0570284	-0.1463041744	0.0067285381000000005	0.040634004	-0.1595763791	-0.255752297	0.0107816434	0.0677135137	0.1214615401	-0.0650567031	0.07693653269999999	-0.0131813388	-0.1223106075	0.023475363	-0.0942951048	-0.0337968079	-0.026059260299999998	0.0159533764	-0.0500588263	-0.0336511796	0.0119765861	0.021605702999999997	-0.13794522210000001	-0.0028789766	-0.0696740316	0.025700857599999998	0.1975223159	-0.0043445181	0.0797365136	-0.028932926299999998	0.1607032457	-0.08985905529999999	-0.1480915371	-0.057521713700000004	0.2541835456	-0.009523480400000001	-0.1782090596	0.1468763777	0.0618305383	0.10960178949999999	0.0802192599	0.1349364939	0.11245875300000001	0.1123086861	0.11205872300000001	-0.07400839999999999	0.0022199000000000108	0.0054772432705599994	4.927956010000048e-06	-0.008302689999999998	0.039295110000000015	6.893466123609996e-05	0.0015441056699121009	-0.10363	-0.004443299999999997	0.0107391769	1.9742914889999976e-05	0.0	0.000449567	0.0	2.0211048748899995e-07	-0.0	-0.000651599	4.24581256801e-07	0.0	-0.0008279039999999999	6.61440000000002e-05	6.854250332159998e-07	4.3750287360000256e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
748.6589551106916	-2.176290273532004	4.736239354670005	560490.2310674326	1357.7088699416252	-23.317219616610604	1843373.3755181646	543.6927306492502	767.1620263123457	0.6558248072908555	0.4301061778580877	588537.5746156642	966.3804200500464	604.8867990709522	1.1451870000000002	18.361328	0.07789238999999999	0.0403782	-0.1271011585	-0.0023782468	0.1174046668	-0.0310862145	-0.062058002599999995	0.0032945506	0.1048246499	0.059315071799999994	-0.0988623175	-0.015109988100000001	0.0532295578	0.0043296715	-0.0972411067	-0.1289560408	-0.0725076464	-0.0104906335	-0.0227321992	0.0180988573	0.1656912506	0.1452879707	-0.0305835323	-0.0698745223	0.0168422682	-0.1407701699	0.0293552313	-0.0043093492	-0.0401727113	0.11719332519999999	0.0127095303	-0.1112339099	-0.0332480859	0.0625637543	-0.0409689952	0.0652582004	-0.0152744903	-0.12484326039999999	-0.0356809917	-0.0435687004	0.0937826531	-0.0095061812	-0.0064588514	0.1123698164	0.11195323859999999	0.1112600859	-0.07221439999999997	0.001794000000000004	0.005214919567359998	3.2184360000000137e-06	0.0104657	0.01876839	0.00010953087649000004	0.0003522524631921	-0.08875049999999997	0.014879500000000032	0.007876651250249994	0.00022139952025000093	-0.000251752	-0.000251752	6.3379069504e-08	6.3379069504e-08	0.000518355	0.000518355	2.6869190602499995e-07	2.6869190602499995e-07	-0.000749001	7.890299999999985e-05	5.61002498001e-07	6.2256834089999755e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
749.2712901275087	0.6123350168170418	0.3749541728203269	561407.4662093413	1350.674499352932	-7.034370588693264	1824321.603202293	49.48236957907282	767.189107157254	0.027080844908368814	0.0007333721609511253	588579.1261407447	963.1855825924353	597.5882245379464	1.107215	17.752499	0.06282135	0.0384897	-0.1210083885	0.0309400819	-0.0447546188	-0.0241318808	-0.0042372714	0.0045708915	0.1286892091	0.0369635944	-0.0251396861	-0.0086013262	-0.1094011898	0.0159180753	0.0055914799	-0.0397625934	-0.0115764973	0.09719162769999999	0.0053550638000000005	-0.0539574113	-0.0472114221	-0.11552354849999999	-0.0895685344	0.015483418300000001	-0.1515639687	0.0700204346	-0.1079234859	-0.0129319455	0.0074275877	-0.009129983199999999	0.040173235	-0.0288353152	0.0103738639	0.08920988980000001	0.0008143169	0.013208436100000002	-0.0222231219	-0.1326428419	-0.07514700980000001	-0.0375083134	-0.07075896400000001	-0.0655506611	0.0738273517	0.11223645550000001	0.1114207701	0.1100656827	-0.0688425	0.003371899999999983	0.004739289806250001	1.1369709609999886e-05	-0.0239015	-0.034367199999999994	0.00057128170225	0.00118110443584	-0.08172949999999997	0.007021	0.006679711170249995	4.9294440999999985e-05	-0.000499119	-0.000247367	2.491197761610001e-07	6.119043268900001e-08	0.000418172	-0.000100183	1.0036633489e-08	1.7486782158399998e-07	-0.0007626760000000001	-1.3675000000000102e-05	5.816746809760002e-07	1.8700562500000283e-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
748.7222248465057	-0.5490652810029815	0.30147268280288303	560584.9699791014	1342.0814661922232	-8.593033160708728	1801182.6618966674	73.84021890103983	767.2753335281816	0.08622637092753394	0.0074349870433326705	588711.4374407823	962.04404438143	597.0426773183615	0.956454	15.335273	0.06914270999999997	0.030916500000000006	-0.1211277759	0.034030105899999996	-0.0980630567	0.0391986868	0.0242834748	-0.0147242336	0.1090501535	0.0367556165	0.013155519099999999	0.0064732339	-0.0697131479	-0.0352550285	-0.0338418069	0.0019877523000000003	-0.0451521916	0.04943228190000002	-0.062057208499999995	0.1518246097	0.0605491139	-0.03364363	-0.1085957568	0.0067569935999999995	0.0394011635	0.006267303399999999	-0.039463491499999996	-0.0617170479	0.00030222580000000004	-0.0268222534	-0.06425062349999999	-0.0417819177	0.18668802920000002	-0.062615479	-0.027403632200000003	-0.0200097879	-0.031704057599999995	-0.0834056012	-0.0870487756	0.0174762725	-0.0890003817	-0.08900222990000001	-0.0086901331	0.11205872300000001	0.1107121224	0.1084797619	-0.07714809999999997	-0.008305599999999969	0.005951829333609995	6.898299135999947e-05	-0.00827249	0.01562901	6.843409080010001e-05	0.00024426595358009994	-0.0572437	0.024485799999999967	0.00327684118969	0.0005995544016399984	-0.000112957	0.00038616199999999995	1.2759283849000002e-08	1.49121090244e-07	0.000442925	2.4753000000000025e-05	6.127110090000013e-10	1.96182555625e-07	-0.0007662069999999998	-3.530999999999652e-06	5.870731668489997e-07	1.2467960999997539e-11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
748.4826589619846	-0.23956588452108465	0.05739181302636965	560226.2907668026	1343.4188999283974	1.337433736174262	1804774.3406848256	1.7887289986570452	766.4986356814218	-0.7766978467598165	0.6032595451613353	587520.1585014809	960.4531662799178	598.9885586816657	1.024799	16.431079999999998	0.06461219	0.033328500000000004	-0.1127440159	-0.0326794511	0.040952376	0.014522486999999999	0.0673769353	-0.012191416799999999	0.0678560838	0.1089669624	-0.0116268248	0.022974836600000003	0.0414836731	-0.0963327684	-0.0002127672	-0.0437375403	0.0412459468	-0.09881030269999999	0.08245640280000001	-0.0457322176	-0.052436091	-0.10154354039999999	0.0212498472	0.1221214158	0.125783446	0.0892739675	-0.0264840723	0.0792766005	0.091963689	-0.0058909496	-0.0298392106	-0.0378768838	-0.1213455731	0.09516724230000001	0.0048294466	-0.0540222392	-0.0150492774	-0.1088868152	-0.027442190699999997	0.155479836	-0.010445552700000001	0.0213880152	0.0094518303	0.1118366891	0.10982841609999999	0.1065079649	-0.0691222	0.008025899999999975	0.004777878532839999	6.44150708099996e-05	0.0127244	0.02099689	0.00016191035536000003	0.0004408693896721	-0.0573163	-7.259999999999905e-05	0.00328515824569	5.270759999999863e-09	-0.000499119	-0.00038616199999999995	2.491197761610001e-07	1.49121090244e-07	0.000675347	0.000232422	5.401998608399999e-08	4.56093570409e-07	-0.0008579589999999999	-9.175200000000016e-05	7.360936456809998e-07	8.41842950400003e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
747.0555785346937	-1.427080427290889	2.0365585459567463	558092.0374198059	1339.5199423759734	-3.898957552424008	1794313.6760229312	15.201869995604213	765.9251942870226	-0.5734413943991967	0.3288350328104951	586641.4032436133	958.3334489506333	598.8506975874601	1.040446	16.681953	0.07774654999999997	0.0520658	-0.09850090730000001	-0.0116248271	0.0889871888	0.0588247924	0.0640286354	0.0329387523	0.0721730785	0.0943429008	-0.0118708709	0.0324543411	0.10121757880000001	-0.034943627799999995	0.0521230008	0.0173902977	0.0034879331	-0.1077497959	-0.0407778803	0.1182519749	0.0042609037	0.008408989300000001	-0.024232331	-0.1110095985	-0.0507458729	0.08434426800000001	0.060368291500000004	-0.1946163816	-0.029752631800000002	-0.12039149980000001	-0.2004426711	0.015490714899999999	-0.055499546100000005	-0.044376915499999996	-0.0099583161	-0.1012069169	-0.0125637553	-0.11284991220000001	-0.0307526167	0.0457079478	0.0480466243	-0.013404121599999999	-0.1079712957	0.1115704417	0.1087710484	0.1041573055	-0.0688286	0.0002935999999999911	0.004737376177960001	8.620095999999476e-08	-0.0312918	-0.044016200000000005	0.00097917674724	0.0019374258624400005	-0.0372491	0.0200672	0.0013874954508099999	0.00040269251583999996	-0.0007665099999999998	-0.0002673909999999997	5.875375800999996e-07	7.149794688099988e-08	0.000675347	0.0	0.0	4.56093570409e-07	-0.0008579589999999999	0.0	7.360936456809998e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
747.2718501127762	0.2162715780824556	0.04677339548627568	558415.2179709715	1342.87797562441	3.3580332484366413	1803321.2574171138	11.276387297605936	766.7678829288028	0.8426886417802281	0.7101241469854054	587932.9862911182	960.017991725869	593.8963634066899	0.985357	15.798695	0.15592245	0.0764404	-0.0795827699	0.0021757156	0.0431493029	0.0406034985	0.0286808977	-0.0024524654999999998	0.044026532199999996	0.0765073337	-0.10118227699999999	0.0016793247	0.031386189	0.1468939426	-0.10153870039999999	-0.1277548485	0.05927672990000001	-0.0076960053	-0.0046716746	-0.0789986746	0.0823667954	-0.0036579645000000003	0.0171964172	0.13713391490000001	-0.058722712300000014	-0.1594715441	0.0031580490999999996	0.027465744700000003	0.037643779599999996	-0.0008981871000000002	-0.0707088267	-0.0520104992	0.17792916949999998	-0.0237897932	-0.0035991872	-0.0688884755	-0.048154174699999996	-0.0746409084	-0.0259061752	-0.0317867851	0.0491854262	-0.0741341353	-0.0366144466	0.1112600859	0.1075416914	0.1014361455	-0.0409669	0.027861700000000003	0.0016782868956099998	0.0007762743268900003	0.0281361	0.05942790000000001	0.0007916401232100001	0.003531675298410001	-0.0563389	-0.019089800000000004	0.0031740716532100005	0.0003644204640400002	-0.00109056	-0.0003240500000000002	1.1893211135999998e-06	1.0500840250000012e-07	0.0010813	0.00040595299999999986	1.6479783820899994e-07	1.1692096899999995e-06	-0.000597101	0.000260858	3.5652960420099994e-07	6.8046896164e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
747.5700287991568	0.2981786863806519	0.08891052901169118	558860.9479587722	1341.8776830749314	-1.0002925494786723	1800635.716334546	1.000585184542542	766.3449774062102	-0.4229055225924867	0.17884908103922428	587284.624395725	959.4005950545247	597.950839533007	1.014684	16.268906	0.1629588	0.101285	-0.10301941880000001	0.0349104093	-0.0278756931	0.0255620354	0.0651466954	0.0156704512	0.0624605561	0.057923724800000014	0.010396275	0.045836337000000005	-0.0732532738	0.1227224891	0.04379274650000002	0.033655875099999996	-0.0655778421	-0.1075326432	0.0268452344	-0.08673715679999999	0.009355855500000001	-0.070665172	-0.009900016	-0.1512609787	-0.0080963305	0.0860118458	-0.1048917989	0.015634911799999998	0.0009304167	0.043318099000000006	0.0015355992000000002	-0.048725652800000005	-0.0740407646	-0.15215379999999998	0.0093876437	-0.0714472644	-0.026632975099999998	-0.1130521941	-0.0464224875	-0.0219934535	-0.09919815470000001	-0.1013242609	-0.0183286916	0.11090574460000001	0.1061422889	0.09835416429999999	-0.0493655	-0.008398599999999999	0.00243695259025	7.053648195999999e-05	-0.061817	-0.08995310000000001	0.003821341489	0.00809156019961	-0.055698	0.0006408999999999997	0.003102267204000001	4.1075280999999976e-07	-0.000487603	0.0006029569999999999	2.37756685609e-07	3.6355714384899994e-07	0.00066579	-0.00041550999999999985	1.726485600999999e-07	4.432763241e-07	-0.000857958	-0.0002608570000000001	7.360919297640001e-07	6.804637444900005e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
746.9332057300447	-0.6368230691120971	0.4055436213533508	557909.2138221613	1341.0321543844884	-0.8455286904429613	1798367.2390931025	0.7149187663621891	767.1739154637689	0.8289380575586165	0.6871383032690522	588555.81656801	961.138354204312	589.3250435710178	1.014112	16.259729	0.1141518732	0.0704349	-0.0826210004	0.0208800911	-0.1005081766	0.052387047199999995	-0.0013797927	-0.015042429599999999	0.09863765390000001	-0.012174840800000001	-0.0008634783	-0.0019731376	-0.13884213310000001	-0.0995380455	-0.000359646	-0.007904415	-0.1028352901	-0.0069303433999999995	0.0088261526	-0.0555603338	0.057292500999999996	-0.016390336000000002	-0.0417480672	-0.0279213564	0.0401620275	-0.0198827058	0.10610731890000001	-0.05959070690000001	0.0354073564	0.07251331849999999	-0.0167573747	0.0349072417	0.0169288641	0.113717665	-0.0181206622	-0.026363555099999998	-0.05715208030000001	-0.0519851153	-0.0720237819	0.012204089599999999	-0.1328415835	-0.1224376302	0.0700255591	0.1105075577	0.1045750536	0.09492232490000001	-0.0439574	0.005408099999999999	0.00193225301476	2.9247545609999986e-05	-1.48768e-05	0.0618021232	2.2131917824000004e-10	0.0038195024320279783	-0.0269061	0.028791900000000006	0.0007239382172099999	0.0008289735056100004	-0.000470539	1.7064000000000008e-05	2.21406950521e-07	2.911800960000004e-10	0.000755483	8.969300000000006e-05	8.044834249000011e-09	5.70754563289e-07	-0.00060172	0.000256238	3.620669584e-07	6.5657912644e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
