global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19
739.7456168409152	n/a	n/a	547223.5776353461	1432.0759918638582	n/a	2050841.6464728531	n/a	760.2056732174536	n/a	n/a	577912.6655920019	984.0085702751967	588.4518149558078	n/a	n/a	n/a	n/a	-0.0093570108	-0.3431295251	0.25604672	-0.022311527	0.009451251899999999	-0.014064345700000001	0.011165630900000001	-0.10883684060000001	0.0099999476	-0.050170150999999996	0.0911062785	0.031826228	-0.02819056	0.0058872267	-0.0758242575	0.0175073278	-0.09379738789999999	-0.2440896217	-0.011099906699999999	0.2122511002	-0.010961088400000001	0.2600088068	-0.20357240399999998	0.107516234	0.10750293820000001	0.1074807797	0.10744976029999999	-0.0219923	n/a	0.00048366125929000004	n/a	0.0309741	n/a	0.00095939487081	n/a	0.159782	n/a	0.025530287524	n/a	-0.000958363	n/a	9.18459639769e-07	n/a	-7.55511e-05	n/a	n/a	5.70796871121e-09	0.0	n/a	0.0	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
734.3794726497828	-5.366144191132435	28.795503480024372	539313.2098493731	1383.26196205758	-48.81402980627831	1913413.6556753856	2382.809505928228	758.8729004341182	-1.3327727833354857	1.7762832919998175	575888.079013291	966.6052153684523	581.0970411771979	1.158397	23.414865	0.154163095	0.0812765	0.0122443217	-0.1297411201	0.0689572546	-0.020034162299999998	0.046900572599999996	0.015658601	0.0299960543	-0.0083815349	-0.0379241927	-0.0871712664	0.0774176703	0.1596496476	0.0654288954	0.0587796746	-0.0202359987	0.048987063600000005	0.08720460740000001	-0.0916423923	-0.0090590877	0.0664430911	-0.024733618	0.11222026210000001	-0.110887141	0.1074807797	0.10736115	0.1071618658	0.1068830749	-0.0317745	-0.009782199999999998	0.00100961885025	9.569143683999997e-05	0.0720923	0.041118199999999994	0.00519729971929	0.00169070637124	0.197553	0.037771	0.039027187809	0.001426648441	-0.00176008	-0.000801717	3.0978816064e-06	6.42750148089e-07	-0.000269404	-0.0001938529	3.7578946838409984e-08	7.2578515216e-08	0.000314264	0.000314264	9.876186169600002e-08	9.876186169600002e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
730.7055191458899	-3.673953503892904	13.497934348766945	533930.5557102644	1359.6102917329638	-23.651670324616127	1848540.1453861946	559.4015091443275	759.8664479147035	0.9935474805853346	0.987136596177466	577397.0186665088	960.1301364069724	564.3845559449608	1.182742	23.906971	0.137767865	0.0844774	0.0036711628000000002	-0.0290490358	0.0097814639	-0.0045933406	-0.0159431135	0.021212501499999998	0.0063953698	0.0032104268	-0.08978436	0.1540263957	-0.0129069505	-0.0385022528	-0.076421563	0.027619341000000002	0.1383707398	-0.0758040493	-0.0722405585	-0.0295883378	0.0007902442999999999	0.0311351746	7.805e-05	0.0320074333	0.0145353293	0.1074098827	0.1070777606	0.1065249843	0.10575269279999999	-0.0352312	-0.0034567	0.0012412374534399998	1.194877489e-05	0.0451794	-0.0269129	0.00204117818436	0.0007243041864099997	0.17418599999999998	-0.023367000000000027	0.030340762595999993	0.0005460166890000011	-0.0005416630000000001	0.001218417	2.933988055690001e-07	1.4845399858889996e-06	-0.00013550299999999998	0.00013390100000000002	1.7929477801000006e-08	1.8361063008999998e-08	-1.40433e-05	-0.0003283073	1.9721427489e-10	1.0778568323329001e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
730.072542222686	-0.6329769232038416	0.400659785308602	533005.9169074957	1351.8357853157995	-7.774506417164275	1827459.9904603844	60.442950030528486	757.839524056035	-2.0269238586685105	4.108420328839643	574320.7442214778	955.9121169174333	567.5537746601702	0.8633049999999999	17.450119	0.06796233500000003	0.0359538	0.0141185801	0.0160795891	-0.0118410215	0.011366178000000001	0.0803484267	0.0225221402	0.0266161046	0.0063199815	-0.0321447733	-0.0029435998999999997	0.06035459980000001	-0.0595207078	0.042895223899999994	0.0374574947	0.1366234185	-0.0129387972	-0.08352526	0.0100442198	0.0137960165	-0.0236896714	-0.0387459252	0.053220021799999996	-0.055194268899999996	0.10730356630000001	0.1066531437	0.1055720249	0.1040645756	-0.0398945	-0.004663300000000002	0.00159157113025	2.174636689000002e-05	0.0411158	-0.0040636000000000005	0.00169050900964	1.6512844960000006e-05	0.162759	-0.011426999999999993	0.026490492081	0.00013057632899999983	-0.0012003	-0.000658637	1.44072009e-06	4.3380269776899995e-07	-0.0	0.00013550299999999998	1.8361063008999998e-08	0.0	-0.00017607200000000002	-0.0001620287	3.1001349184000004e-08	2.6253299623690003e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
729.398165340618	-0.6743768820680316	0.4547841790677998	532021.6836022595	1348.240012817146	-3.5957724986535595	1817751.1321611782	12.929579862073266	757.3638881777249	-0.4756358783100722	0.2262294887357939	573600.0591156814	952.7759304263667	570.5936293273787	0.7848159999999998	15.863612	0.106250935	0.0655027	0.0177237011	0.0244416067	-0.06540319809999999	0.0045176226	0.10677716609999999	0.0133727661	0.0619896403	-0.0215465567	-0.0473185728	-0.056853831500000014	0.034801942	0.044725884900000006	0.0096200452	0.064157305	0.07092681370000001	0.0293988234	0.0139806133	0.0397088143	-0.0142333842	-0.053288300700000006	-0.055155842999999996	0.0101599175	-0.0848326762	0.1071618658	0.10608785949999999	0.1043058152	0.10182762640000001	-0.0398365	5.7999999999995555e-05	0.0015869467322500005	3.363999999999484e-09	0.0586453	0.017529499999999996	0.00343927121209	0.0003072833702499999	0.208633	0.045874	0.04352772868899999	0.002104423876	-0.00172377	-0.0005234699999999998	2.9713830129e-06	2.740208408999998e-07	-0.00017029	-0.00017029	2.89986841e-08	2.89986841e-08	-1.40433e-05	0.0001620287	1.9721427489e-10	2.6253299623690003e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
729.965532867412	0.567367526793987	0.32190591046032563	532849.6791744047	1353.074529655522	4.8345168383759765	1830810.6828025118	23.372553060540838	760.0147527855913	2.6508646078664237	7.027083169238812	577622.4244517435	953.5581386491168	560.9675676584761	1.021551	20.648777	0.214905225	0.107018	0.0099240005	-0.0063486663	-0.06501449150000001	-0.0165824144	-0.0016206589000000002	-0.0164423501	0.017972701599999998	-0.047640069800000004	-0.047477193499999994	-0.04272543400000002	-0.0262739959	0.1137284139	-0.014401371100000001	0.0145851405	0.14674919820000001	-0.1392837277	-0.0643302177	0.0294435	-0.062100927199999996	-0.0346678717	0.0014626686999999999	-0.0577886982	-0.007842104300000001	0.1069848277	0.1053826534	0.1027301122	0.09905364259999999	-0.00797037	0.031866130000000006	6.352679793689999e-05	0.0010154502411769005	0.00789952	-0.05074578	6.24024162304e-05	0.0025751341878084	0.142228	-0.06640499999999999	0.020228803984	0.0044096240249999995	-0.00136172	0.00036204999999999983	1.8542813584e-06	1.310802024999999e-07	0.000155024	0.000325314	1.0582919859600001e-07	2.4032440575999998e-08	0.000616359	0.0006304023000000001	3.79898416881e-07	3.974070598452901e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
732.1235450481482	2.1580121807362502	4.657016572206026	536004.8852138679	1352.22247916344	-0.8520504920818439	1828505.63315492	0.7259900410569123	760.963577715744	0.948824930152682	0.9002687480792421	579065.566609945	957.8544588314937	567.0653852868022	0.896012	18.111235	0.15868685	0.07950839999999999	0.0060339642	0.030733928900000002	0.0267842969	0.003713845	-0.0640811026	0.005342078199999999	0.0019281462	0.0124926628	-0.0179757529	0.05723551950000001	0.0079219854	0.0741277392	-0.0228912169	0.008944885	0.1193144114	0.0655041053	-0.1241272471	-0.006532375	0.0307677861	-0.0006617328999999999	0.0400195334	-0.0490872751	0.0386836084	0.10677251060000001	0.10453845560000001	0.1008495915	0.0957572542	-0.0219731	-0.01400273	0.00048281712361	0.0001960764474529	-0.030085	-0.03798452	0.000905107225	0.0014428237596304	0.102583	-0.039645	0.010523271889	0.0015717260250000002	-0.0007809619999999997	0.0005807580000000003	6.099016454439995e-07	3.3727985456400034e-07	0.000419684	0.00026466	7.00449156e-08	1.7613465985600005e-07	0.000120685	-0.000495674	1.4564869225e-08	2.4569271427600004e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
734.519486842109	2.3959417939607874	5.740537080048036	539518.8765507953	1348.6264470515955	-3.5960321118445786	1818793.29368701	12.931446949417383	761.3691392027225	0.4055614869785131	0.16448011972022267	579682.9661302947	955.9657403606112	584.0059281098597	0.9291140000000002	18.780342	0.20273609000000006	0.0905478	-0.0206110316	0.0303289139	-0.0429731222	-0.0198556163	-0.061595409299999994	0.016975811599999998	0.0016096901999999998	-0.0652215233	-0.0579325843	0.0615957849	-0.002690741	0.0518780092	0.0121933449	-0.037147408	-0.0223436877	-0.00023877900000000005	-0.08926693050000001	0.0181270454	-0.0212489994	0.0050903627	0.003333767	-0.1021227235	0.0112006428	0.1065249843	0.10355637949999999	0.0986698327	0.0919558462	0.00569879	0.02767189	3.24762074641e-05	0.0007657334961720997	0.024580900000000003	0.054665899999999996	0.0006042206448100001	0.0029883606228100004	0.121349	0.018766	0.014725579801	0.00035216275600000017	-0.00011412	0.0006668419999999997	1.30233744e-08	4.4467825296399967e-07	0.00115021	0.000730526	5.33668236676e-07	1.3229830441e-06	0.000755963	0.0006352780000000001	5.71480057369e-07	4.03578137284e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
734.9711419858983	0.4516551437892531	0.20399236891129088	540182.5795520555	1352.485077905896	3.8586308543006003	1829215.8859581181	14.889032069760574	762.4205269423022	1.0513877395796951	1.1054161789385013	581285.0599029778	953.809345339012	579.6673546219126	0.963919	19.483864	0.23179646	0.102109	-0.027142237599999997	-0.034997505	-0.1023654826	-0.055504077400000004	-0.08264684950000001	0.0195839097	-0.0652713149	-0.1601362644	-0.1498329073	0.0681155076	-0.0658248291	0.037256939100000004	-0.0032390696999999996	-0.0210581237	-0.0085198957	-0.021443335600000002	0.0230716565	0.0242618325	-0.142040398	0.010607008400000001	-0.0332705509	-0.1767042664	0.0750499127	0.10624233050000001	0.10243772039999999	0.09619730359999999	0.08766946710000001	0.0324421	0.026743310000000003	0.00105248985241	0.0007152046297561001	0.0549057	0.0303248	0.0030146358924899993	0.00091959349504	0.180384	0.05903499999999999	0.032538387456000004	0.003485131224999999	0.00126381	0.00137793	1.5972157160999996e-06	1.8986910849e-06	0.00126258	0.00011236999999999987	1.2627016899999972e-08	1.5941082564e-06	0.00157953	0.000823567	2.4949150209e-06	6.782626034890001e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
732.846974020523	-2.12416796537525	4.512089545126429	537064.6873310371	1352.314122619779	-0.17095528611707778	1828753.486236903	0.029225709851371923	760.0424155181537	-2.3781114241485284	5.6554139456657415	577664.4733866698	958.651594586962	573.6529955142238	1.160265	23.452623000000006	0.24259769999999994	0.13281700000000002	-0.0201433618	0.057027058600000013	0.12634104359999998	0.0108275563	-0.0591916466	0.051436332300000005	0.0724187133	-0.0857039533	-0.0969417224	0.0377211643	-0.0835515461	-0.1128598934	0.0157213642	-0.0179960258	0.0135984749	-0.0387956168	-0.09508254449999999	-0.022716654500000003	0.0961315062	-0.0126768549	0.0357088156	-0.0360574118	0.033718648	0.1059246424	0.1011839538	0.0934393406	0.0829207229	0.0360403	0.0035982000000000032	0.0012989032240900006	1.294704324000002e-05	-0.0382959	-0.09320160000000001	0.00146657595681	0.008686538242559999	0.08671339999999997	-0.09367060000000002	0.007519213739559993	0.008774181304360003	0.00102935	-0.0002344599999999999	1.0595614225000002e-06	5.497149159999996e-08	0.0008706339999999999	-0.000391946	1.5362166691600001e-07	7.580035619559998e-07	0.00116339	-0.00041614	1.3534762921e-06	1.7317249959999996e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
