global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15
731.4220707874481	n/a	n/a	534978.2456349988	1366.276160992744	n/a	1866710.548097071	n/a	758.8292421059634	n/a	n/a	575821.8186751108	963.4924057673262	551.7432823284677	n/a	n/a	n/a	n/a	-0.0192044422	-0.01095221	-0.3917200102	-0.0775207459	-0.0179569118	0.031133161800000007	-0.022779621400000002	-0.0662789465	0.058022761299999996	-0.0779560664	0.0489131393	-0.0946128492	-0.0226242143	0.0669319697	-0.019302391999999998	0.0111966793	-0.0724229723	0.0419373887	-0.0593908237	0.1028725085	-0.053471310599999995	0.06142836910000001	-0.0846695475	-0.2869598813	0.06455842690000001	0.07604957080000001	-0.1311728193	0.23834012559999998	-0.1551567546	0.107516234	0.10750293820000001	0.1074807797	0.10744976029999999	-0.000456334	n/a	2.0824071955600005e-07	n/a	-0.10608900000000003	n/a	0.011254875921000005	n/a	-0.184584	n/a	0.034071253056	n/a	0.00174658	n/a	3.0505416964e-06	n/a	-0.00126762	n/a	n/a	1.6068604643999996e-06	0.00106804	n/a	1.1407094415999998e-06	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
727.8141116036886	-3.6079591837594758	13.017369471674344	529713.3810494666	1336.8714288751207	-29.404732117623325	1787225.217342607	864.6382709091887	757.9443387647566	-0.8849033412068366	0.783053923279023	574479.6206655441	952.918643258192	543.2035736641209	0.8436889999999999	17.414194000000002	0.06440238000000001	0.0416837	-0.011514907	-0.0031881665000000003	-0.154771444	-0.018247688999999997	-0.0076663843000000014	0.0244856184	-0.020853028	-0.0403372058	0.035534887700000004	0.0940993566	-0.032170489	-0.036645507599999995	-0.0873224397	-0.0475208878	-0.0468415198	0.0483185479	-0.027107740800000002	0.1021404706	-0.0547927395	-0.0038325779999999997	-0.1265973014	0.0888696926	-0.0413206024	-0.09869620650000001	-0.0034376095	0.0170667782	-0.0516689785	0.09996533070000001	0.0353602746	0.1074807797	0.10736115	0.1071618658	0.1068830749	-0.000462714	-6.3800000000000024e-06	2.14104245796e-07	4.0704400000000045e-11	-0.140849	-0.03475999999999998	0.019838440800999998	0.001208257599999999	-0.19822	-0.01363600000000001	0.0392911684	0.00018594049600000024	0.00200866	0.0002620799999999998	4.034714995599998e-06	6.868592639999992e-08	-0.00126762	0.0	0.0	1.6068604643999996e-06	0.00112596	5.7920000000000143e-05	1.2677859216e-06	3.354726400000017e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
726.6231149585876	-1.1909966451009952	1.4184730086418256	527981.151192121	1321.2132555657995	-15.658173309321228	1745604.4666827787	245.17839138473968	757.920927650667	-0.02341111408964025	0.0005480802629181524	574444.1325708475	950.3848074555832	540.5966441180283	0.8251620000000001	17.031773	0.086743752	0.0570022	-0.0117108824	0.0014301273	-0.0576116809	0.0065168656	0.0089935296	-0.0030377909	0.0208839326	0.0783119608	0.0397823922	0.1225695575	-0.0705625412	-0.0255857414	0.1461319066	0.0290032243	-0.1299901024	0.0008693046000000001	-0.1051246883	0.0341949784	-0.17779681149999998	-0.0201482663	0.0602884184	0.11090906980000001	-0.0440516716	-0.0437922628	-0.0206574347	0.0099489316	-0.0100242424	-0.0488526488	0.0105229278	0.1074098827	0.1070777606	0.1065249843	0.10575269279999999	-0.000463966	-1.2519999999999806e-06	2.15264449156e-07	1.5675039999999514e-12	-0.109101	0.031748	0.011903028201	0.001007935504	-0.18084	0.01738000000000001	0.0327031056	0.00030206440000000024	0.00128533	-0.0007233299999999999	1.6520732088999997e-06	5.232062888999999e-07	-0.00126762	0.0	0.0	1.6068604643999996e-06	0.001097	-2.895999999999997e-05	1.2034090000000002e-06	8.386815999999982e-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
725.5056202111276	-1.1174947474600003	1.24879451060069	526358.404957933	1310.010248931994	-11.203006633805444	1716126.852306865	125.50735763708879	758.2480091058939	0.327081455226903	0.10698227835334856	574940.0433130517	945.9361199737573	537.4735857577308	0.80138	16.540915	0.06885757	0.0385216	-0.0157036626	-0.0071780575	0.011224094399999999	0.0058744159999999995	0.0088406224	0.023414669500000002	-0.0150651725	0.0774823748	0.0169245397	-0.0017949914999999999	0.008620119	-0.10409136699999999	0.0196427284	0.0628235788	0.0739114865	-0.0463960028	-0.04338466	0.1548404268	-0.14768438650000001	0.0459704304	0.0435245888	-0.083102934	-0.0022776431	0.0155420019	0.003007333	0.0010612010000000001	-0.0321144369	-0.020478621000000002	-0.0888775486	0.10730356630000001	0.1066531437	0.1055720249	0.1040645756	-0.000451396	1.257000000000005e-05	2.03758348816e-07	1.5800490000000127e-10	-0.131049	-0.021947999999999995	0.017173840401	0.0004817147039999998	-0.184252	-0.0034119999999999984	0.033948799504	1.164174399999999e-05	0.00177123	0.0004859000000000001	3.1372557129e-06	2.3609881000000005e-07	-0.00141652	-0.0001489000000000002	2.217121000000006e-08	2.0065289104e-06	0.0008620999999999998	-0.00023490000000000034	7.432164099999995e-07	5.517801000000017e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
725.3352110170447	-0.17040919408293576	0.029039293427995667	526111.1683411407	1306.510099432959	-3.5001494990351603	1706968.63992032	12.251046515596087	757.5505785343214	-0.697430571572454	0.4864094021638799	573882.8790376851	943.4116458768336	535.3884965893509	0.7371229999999999	15.214609	0.06903730400000001	0.0341397	-0.0045669227	0.0137180516	0.0646152772	0.00047936839999999996	-0.0241219336	0.0671437379	-0.0341846972	-0.0054924026	0.0396548	-0.0065189543	0.0158971823	-0.1042183955	0.0455015421	-0.014455321399999999	0.0116884292	-0.08797955310000001	-0.013389293799999999	0.0897548675	-0.044119708099999995	-9.22005e-05	-0.1163470893	0.063900213	0.0187538056	0.0741373855	-0.023034948700000002	-0.0362715506	-0.0728418939	0.0272994034	0.01692135	0.1071618658	0.10608785949999999	0.1043058152	0.10182762640000001	-0.009081100000000002	-0.008629704000000002	8.246637721000003e-05	7.447179112761604e-05	-0.14092000000000002	-0.00987100000000002	0.019858446400000004	9.743664100000036e-05	-0.180046	0.004205999999999988	0.032416562116000004	1.7690435999999896e-05	0.00222347	0.00045224	4.9438188409e-06	2.045210176e-07	-0.00126762	0.0001489000000000002	2.217121000000006e-08	1.6068604643999996e-06	0.000536628	-0.0003254719999999997	2.87969610384e-07	1.059320227839998e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
728.9130275171533	3.577816500108497	12.800770908448616	531314.2016842221	1307.92858618993	1.418486756971106	1710677.186572789	2.0121046797024054	758.9801273491281	1.4295488148067081	2.043609813915263	576050.8337108989	943.42350239063	545.1490058925317	0.7915220000000001	16.337429	0.134298396	0.0673693	-0.0144046047	-0.0205473482	0.0525379648	0.0054003322999999995	0.0111525024	0.0340941334	-0.0275232621	-0.0763115643	0.0365334101	-0.0390465182	-0.058865929500000004	-0.029778141	-0.0116613036	-0.10637180289999999	-0.133008074	-0.0288398362	0.0234450193	-0.0741025863	-0.10438371980000001	-0.0254142816	0.0521920165	-0.0051077719	0.0104816974	0.0727993094	0.0034547558	-0.029371718999999998	-0.0116726276	0.0323240027	0.10067239630000001	0.1069848277	0.1053826534	0.1027301122	0.09905364259999999	-0.000226854	0.008854246000000001	5.146273731600001e-08	7.839767222851602e-05	-0.0976778	0.043242200000000015	0.00954095261284	0.001869887860840002	-0.221991	-0.04194499999999998	0.049280004080999994	0.0017593830249999984	0.0020486	-0.00017486999999999969	4.196761960000001e-06	3.057951689999991e-08	-0.0007378159999999998	0.0005298040000000001	2.806922784160002e-07	5.443724498559997e-07	0.000637093	0.000100465	4.0588749064899997e-07	1.0093216225e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
730.555489828455	1.6424623113018697	2.6976824440470804	533711.3237184939	1309.0878071154855	1.1592209255554735	1713710.8867384302	1.343793154245689	759.5913903122971	0.6112629631689971	0.37364241014214256	576979.0802365685	944.7017086811118	556.245836812595	0.914748	18.880875	0.09306660400000002	0.0365894	-0.050933528	-0.045913713499999995	0.039664163599999996	0.0250813247	0.0296367679	0.0046502789	0.0009976358	-0.13478518779999998	0.0924917109	0.074337586	-0.07845139849999999	0.0501489313	0.1396374662	0.0614390151	-0.0055741212	0.0642634816	0.0516870937	-0.048644546100000005	-0.042280287300000004	-0.0877810509	-0.047981311799999996	-0.0424575933	-0.0047550319	0.057966606500000004	0.0127744401	-0.0238216633	0.0074197794999999985	0.0284584365	0.08413984349999999	0.10677251060000001	0.10453845560000001	0.1008495915	0.0957572542	0.019927	0.020153854	0.00039708532899999997	0.00040617783105331603	-0.10963	-0.011952199999999996	0.012018736899999998	0.0001428550848399999	-0.238799	-0.01680799999999999	0.057024962401	0.00028250886399999964	0.00157868	-0.0004699200000000002	2.4922305424000004e-06	2.2082480640000014e-07	-0.000520844	0.00021697199999999974	4.707684878399988e-08	2.71278472336e-07	0.000440934	-0.000196159	1.9442279235600004e-07	3.8478353281e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
729.5060339167259	-1.0494559117291828	1.1013577106633303	532179.0535209111	1316.070481385213	6.982674269727568	1732041.5119735063	48.75773995711542	760.764091014146	1.1727007018488391	1.3752269361167604	578762.0021765798	947.9935215303074	548.5990359099955	0.8435799999999999	17.411938	0.08463395	0.0675681	-0.0671941504	-0.014725216499999999	-0.0240464641	-0.0263070659	0.0823900192	-0.0923571256	0.0682345021	-0.0119697627	0.0697696367	0.010720158899999999	0.0664995976	-0.0040620762	0.0236264402	0.1019904517	-0.06425429490000001	0.024577674100000002	-0.0184250606	0.0325258862	-0.0379900505	0.0352771318	0.1148608	0.191950128	-0.040451688199999995	-0.0080397517	0.0901489656	0.0323481947	0.070705388	-0.11199527880000001	0.0701602779	0.1065249843	0.10355637949999999	0.0986698327	0.0919558462	0.017048400000000002	-0.0028785999999999985	0.00029064794256000005	8.286337959999992e-06	-0.119056	-0.009426000000000006	0.014174331136	8.884947600000008e-05	-0.243795	-0.004996	0.05943600202499999	2.4960016000000005e-05	0.00280427	0.00122559	7.863930232900001e-06	1.5020708481000004e-06	-0.000441617	7.922700000000002e-05	6.2769175290000026e-09	1.95025574689e-07	0.000399084	-4.1850000000000014e-05	1.5926803905600002e-07	1.7514225000000011e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
727.323027065476	-2.183006851249843	4.765518912603754	528998.7856996872	1312.3058394111847	-3.764641974028336	1722146.616152694	14.172529192615967	759.0295848597833	-1.7345061543626343	3.0085115995218548	576125.910692415	947.4906077367694	547.4612678933419	0.725195	14.968398	0.06229569999999999	0.0336173	-0.0616542382	0.009781752	0.0062481313	0.04370337690000002	0.07126545150000001	-0.0079256374	0.0577476103	0.027200866299999998	0.0390523176	0.10983145820000001	0.044491502800000006	0.0325305891	-0.022663428700000002	-0.014968805900000003	-0.1173402141	0.0093677779	0.0373639979	-0.0894895619	-0.0237307059	-0.0681980812	0.0766568238	0.0319632402	-0.057746905700000004	0.0290477048	0.0039853792	-0.0038178966999999997	0.0404917345	-0.0930730951	0.08852769560000001	0.10624233050000001	0.10243772039999999	0.09619730359999999	0.08766946710000001	0.0216598	0.004611399999999997	0.00046914693604	2.1265009959999978e-05	-0.14131300000000002	-0.022257000000000027	0.01996936396900001	0.0004953740490000011	-0.25284	-0.009045000000000024	0.0639280656	8.181202500000045e-05	0.0031511	0.0003468299999999998	9.929431210000001e-06	1.202910488999999e-07	-0.000307346	0.00013427100000000002	1.8028701441e-08	9.4461563716e-08	0.000445629	4.6545e-05	1.9858520564100002e-07	2.166437025e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
727.1170821650909	-0.20594490038513413	0.04241330199464282	528699.2511762754	1308.7372573462394	-3.5685820649453035	1712793.2087661568	12.734777954249287	759.1980590813347	0.16847422155137792	0.028383563327342775	576381.6929128658	948.5590772384038	544.6668393860679	0.7252699999999999	14.96995	0.10908605	0.06616760000000001	-0.0533932416	-0.031175735	0.0176185055	0.087547095	0.0764498069	-0.0327489657	0.0312542714	0.1070805658	0.0412696303	0.0193701352	-0.041989582000000004	-0.0359011708	-0.0235184359	-0.0462831525	-0.0722679511	0.09610204730000001	-0.0563725826	-0.0355985814	0.002512824	0.016842532099999998	-0.0299003175	-0.018789301499999998	-0.0783430284	0.0103247019	-0.025232866899999998	0.012345743999999999	0.0322628604	-0.1626805867	0.0145378802	0.1059246424	0.1011839538	0.0934393406	0.0829207229	0.0238515	0.0021916999999999983	0.0005688940522499999	4.8035488899999915e-06	-0.0956041	0.04570890000000001	0.009140143936810004	0.002089303539210001	-0.237381	0.015459000000000028	0.056349739161	0.00023898068100000088	0.00242229	-0.0007288099999999999	5.8674888441000015e-06	5.311640160999998e-07	-0.000121628	0.00018571800000000005	3.449117552400001e-08	1.4793370384e-08	0.0004456280000000001	-9.999999999615353e-10	1.9858431438400008e-07	9.999999999230703e-19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
