trans_x,trans_y,trans_z,rot_x,rot_y,rot_z,trans_x_der,trans_y_der,trans_z_der,rot_x_der,rot_y_der,rot_z_der,trans_x_2,trans_y_2,trans_z_2,rot_x_2,rot_y_2,rot_z_2,trans_x_der_2,trans_y_der_2,trans_z_der_2,rot_x_der_2,rot_y_der_2,rot_z_der_2,a_comp_cor_00,a_comp_cor_01,a_comp_cor_02,a_comp_cor_03,a_comp_cor_04,0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,0.10,0.11,0.12,0.13,0.14,initdum_1.0,initdum_2.0
1.01446e-06,-0.0183188,-0.0237991,0,5.41157e-05,0,0,0,0,0,0,0,1.0291291e-12,0.00033557843,0.00056639716,0,2.928509e-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
-0.00849466,0.0133524,0.0256038,0,-0,0,-0.0084956745,0.0316712,0.0494029,0,-5.41157e-05,0,7.2159249e-05,0.00017828659,0.00065555457,0,0,0,7.2176485e-05,0.0010030649,0.0024406465,0,2.928509e-09,0,0,0,0,0,0,0.3363319,0,0,-0.97995338,0,0,1.8664935,0,0,-2.4948258,0,0,3.0341856,0,0,0,1
-0.0020201,0.0119314,0.0726798,0.000367561,-0,0,0.00647456,-0.001421,0.047076,0.000367561,0,0,4.080804e-06,0.00014235831,0.0052823533,1.3510109e-07,0,0,4.1919927e-05,2.019241e-06,0.0022161498,1.3510109e-07,0,0,-0.015203988,0.014840729,-0.043154574,-0.054774394,-0.025689653,8.0267167,0,0,-15.986889,0,0,22.771621,0,0,-24.455368,0,0,23.756792,0,0,0,0
0.0142713,0.0374968,0.0401902,0.000472376,0.000534227,0,0.0162914,0.0255654,-0.0324896,0.000104815,0.000534227,0,0.00020367,0.00140601,0.0016152522,2.2313909e-07,2.8539849e-07,0,0.00026540971,0.00065358968,0.0010555741,1.0986184e-08,2.8539849e-07,0,-0.064781744,0.02945988,-0.07074154,0.11913411,-0.007398917,35.646218,0,0,-46.531439,0,0,44.872643,0,0,-31.42687,0,0,20.803266,0,0,0,0
0.00330739,0.0405378,0.0599595,0.000479308,-0,0,-0.01096391,0.003041,0.0197693,6.932e-06,-0.000534227,0,1.0938829e-05,0.0016433132,0.0035951416,2.2973616e-07,0,0,0.00012020732,9.247681e-06,0.00039082522,4.8052624e-11,2.8539849e-07,0,0.059862634,-0.013509726,0.033220659,-0.093737581,-0.063566068,75.67187,0,0,-56.365318,0,0,32.609345,0,0,-10.80615,0,0,14.182407,0,0,0,0
0.0145788,0.029757,0.059922,0.000803657,0.000163713,0,0.01127141,-0.0107808,-3.75e-05,0.000324349,0.000163713,0,0.00021254141,0.00088547905,0.0035906461,6.4586457e-07,2.6801946e-08,0,0.00012704468,0.00011622565,1.40625e-09,1.0520227e-07,2.6801946e-08,0,-0.049471103,-0.0087347927,-0.055699831,0.090293448,0.001477279,108.81782,0,0,-29.662492,0,0,19.656091,0,0,-20.011735,0,0,32.98514,0,0,0,0
0.00763901,0.0209247,0.0494078,0.00103984,0.00037053,0,-0.00693979,-0.0088323,-0.0105142,0.000236183,0.000206817,0,5.8354474e-05,0.00043784307,0.0024411307,1.0812672e-06,1.3729248e-07,0,4.8160685e-05,7.8009523e-05,0.0001105484,5.5782409e-08,4.2773271e-08,0,0.050468753,-0.016637053,0.027730685,-0.056466059,-0.0039003936,123.2419,0.3363319,0.3363319,5.5603974,-0.97995338,-0.97995338,43.860684,1.8664935,1.8664935,-24.52759,-2.4948258,-2.4948258,18.296456,3.0341856,3.0341856,0,0
0.014582,0.0546629,0.0582723,0.000803657,0.000319927,0,0.00694299,0.0337382,0.0088645,-0.000236183,-5.0603e-05,0,0.00021263472,0.0029880326,0.0033956609,6.4586457e-07,1.0235329e-07,0,4.820511e-05,0.0011382661,7.857936e-05,5.5782409e-08,2.5606636e-09,0,-0.086054797,0.066097103,0.0022406933,0.08012545,0.11473063,115.81089,8.0267167,7.6903848,35.250382,-15.986889,-15.006936,54.399174,22.771621,20.905128,27.85194,-24.455368,-21.960542,3.2391158,23.756792,20.722606,0,0
0.0145843,0.0757399,0.067802,0.000803657,-0,0,2.3e-06,0.021077,0.0095297,0,-0.000319927,0,0.00021270181,0.0057365325,0.0045971112,6.4586457e-07,0,0,5.29e-12,0.00044423993,9.0815182e-05,0,1.0235329e-07,0,0.092418252,0.019972207,0.057758997,-0.11217609,-0.030992682,84.470679,35.309886,27.955833,65.7962,-45.551485,-31.524503,42.486714,43.00615,23.967515,59.520262,-28.932044,-9.4663278,37.940285,17.76908,0.080659337,0,0
0.0233811,0.0642658,0.0624406,0.000418127,0.000438275,-0.000130058,0.0087968,-0.0114741,-0.0053614,-0.00038553,0.000438275,-0.000130058,0.00054667584,0.004130093,0.0038988285,1.7483019e-07,1.9208498e-07,1.6915083e-08,7.738369e-05,0.00013165497,2.874461e-05,1.4863338e-07,1.9208498e-07,1.6915083e-08,-0.054313877,-0.016953711,-0.016477593,0.039108259,0.013480656,41.988743,67.645153,47.716036,72.52659,-40.378429,-24.840816,52.933458,9.8377235,8.6418294,45.259659,13.649217,-1.3398226,67.410223,-9.5743849,14.101748,0,0
