global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28	motion_outlier29	motion_outlier30	motion_outlier31	motion_outlier32	motion_outlier33	motion_outlier34	motion_outlier35	motion_outlier36	motion_outlier37	motion_outlier38	motion_outlier39	motion_outlier40	motion_outlier41	motion_outlier42	motion_outlier43	motion_outlier44	motion_outlier45	motion_outlier46	motion_outlier47	motion_outlier48	motion_outlier49	motion_outlier50
712.6613662440539	n/a	507886.2229368415	n/a	974.1615474188852	n/a	948990.720469557	n/a	740.2238433092001	n/a	547931.3382034432	n/a	750.2610310226693	603.5234242066088	n/a	n/a	n/a	n/a	-0.31266797	0.059919623099999986	-0.0367033009	-0.5140414381	-0.010848143700000002	-0.021812011699999998	-0.24273210920000002	0.1206003981	-0.1517057733	0.4220516894	0.11042745699999999	-0.29637687890000003	0.17807297530000002	-0.4337684985	0.1951542623	-0.201131991	0.3570716486	-0.3156033401	0.3730310328	-0.0617935751	0.3252800411	-0.09479366210000001	0.5279731089999999	-0.2469326271	0.3294228072	0.107516234	0.10750293820000001	0.1074807797	0.10744976029999999	-1.54199	n/a	n/a	2.3777331601	0.743097	n/a	0.552193151409	n/a	3.0750900000000003	n/a	n/a	9.456178508100002	-0.08344759999999997	n/a	n/a	0.006963501945759995	0.0135916	n/a	n/a	0.00018473159056	-0.017122400000000003	n/a	n/a	0.00029317658176000017	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
692.9176563124498	-19.74370993160403	480134.87842953845	389.8140818633197	888.1460240488193	-86.01552337006592	788803.360033726	7398.670260626357	744.5947012402252	4.370857931025057	554421.2691150203	19.10439905320464	740.4760186555885	551.4581478588432	2.969577	117.000587	4.2152595	2.33356	-0.2319834243	0.1591656762	0.009746685699999999	-0.0711081345	0.11073865109999999	-0.3141924464	0.0546986925	0.41983463229999995	-0.0845793012	0.4739604535	0.0089940209	-0.036229466200000005	0.0992162377	0.0731509509	-0.18020287059999998	0.334818716	0.0804081526	-0.2375733293	0.3459159861	-0.0371425809	0.1459272657	0.08575133230000001	-0.19966792100000005	0.267580676	-0.2838570787	0.1074807797	0.10736115	0.1071618658	0.1068830749	-0.970601	0.5713889999999999	0.3264853893209999	0.942066301201	1.12818	0.385083	1.2727901123999998	0.14828891688899998	1.55534	-1.5197500000000004	2.309640062500001	2.4190825156	-0.0567281	0.02671949999999997	0.0007139316802499986	0.00321807732961	0.00755765	-0.006033949999999999	3.640855260249999e-05	5.71180735225e-05	-0.0150951	0.0020273000000000027	4.109945290000012e-06	0.00022786204401	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
705.0215654653363	12.103909152886445	497055.4077711934	146.50461678132825	925.4847921228313	37.33876807401202	856522.1004506403	1394.1836012848596	746.4222689287152	1.827567688490035	557146.2035526914	3.340003656012809	747.8587365737886	591.8220042800239	2.983972	117.567757	10.233386799999998	5.5377	-0.2626041518	0.07081517080000001	-0.0305466949	-0.2606402745	0.22759749710000002	-0.0267469587	0.06444642540000001	-0.1422068137	0.023296811299999998	0.23120767039999998	-0.0082049561	0.38797368600000004	-0.07364093440000001	-0.1144621704	0.0226550664	-0.056914935300000004	-0.17885433239999998	-0.1541296435	0.19906989960000002	-0.1316442537	-0.3397823464	-0.20575705519999998	-0.0372670486	-0.0442803998	-0.1299377149	0.1074098827	0.1070777606	0.1065249843	0.10575269279999999	-0.178565	0.7920360000000001	0.6273210252960001	0.031885459224999996	-0.551117	-1.679297	0.303729947689	2.8200384142090003	-1.90299	-3.45833	11.9600463889	3.6213709401000007	0.00452272	0.06125082	0.0037516629506724	2.04549961984e-05	-0.000429896	-0.007987546	6.3800891102116e-05	1.8481057081600002e-07	0.00174101	0.01683611	0.0002834545999321	3.0311158201e-06	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
712.7671388654699	7.745573400133594	508036.99424646795	59.99390729685709	905.6797737913156	-19.805018331515726	820255.8526546886	392.238751111674	741.9294471886521	-4.49282174006305	550459.304605659	20.18544718798317	743.252919697431	630.220094948136	2.513811	99.043518	2.32146795	1.44923	-0.0850467017	-0.1148253091	0.0023917484	-0.0277509902	0.0327075325	0.1153642198	0.04577817940000002	-0.0508336292	0.049210746900000005	0.0026281054999999997	-0.0540620003	0.18006590460000002	-0.1170293816	-0.0692790332	-0.0381084902	-0.24514105190000002	-0.0594019991	0.0360280956	-0.0186214557	-0.09317084560000001	-0.1414848818	-0.1350491864	-0.0151814638	0.0300164072	0.0936786675	0.10730356630000001	0.1066531437	0.1055720249	0.1040645756	-0.015927200000000002	0.1626378	0.02645105398884	0.0002536756998400001	0.039595	0.590712	0.0015677640249999998	0.348940666944	-0.6613680000000001	1.241622	1.541625190884	0.4374076314240001	-0.000367987	-0.004890707	2.3919014959849e-05	1.3541443216899994e-07	0.000413204	0.0008431000000000001	7.108176100000002e-07	1.7073754561600002e-07	0.000944894	-0.0007961160000000001	6.338006854560002e-07	8.928246712359999e-07	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
708.3533780894313	-4.413760776038544	501764.5082507088	19.481284188096367	897.6264524399303	-8.053321351385307	805733.2481198944	64.85598478867847	741.4294994911858	-0.4999476974663821	549717.7027157502	0.2499477002019372	742.4051561616667	603.314576007803	1.641012	64.655472	0.7309100399999999	0.529721	0.1169489782	0.0009326546000000001	0.034136888399999996	-0.0231197539	-0.09375496119999999	-0.002465658	0.0525390672	-0.0922510974	0.1079248868	-0.036923530499999996	0.0318034842	0.0075314439	-0.011368688100000001	0.0184535048	-0.045777484900000005	-0.15185499189999999	-0.0155151777	0.1209137957	0.0293732684	0.0436780979	-0.0400173829	0.0030457942999999998	0.0122760526	0.0378815546	0.0671031205	0.1071618658	0.10608785949999999	0.1043058152	0.10182762640000001	0.00922853	0.02515573	0.0006328107518329	8.51657659609e-05	0.177579	0.137984	0.031534301241	0.019039584256	-0.150547	0.5108210000000001	0.2609380940410001	0.022664399209000003	-0.000226299	0.00014168799999999995	2.0075489343999985e-08	5.1211237400999996e-08	8.48068e-05	-0.00032839720000000003	1.0784472096784003e-07	7.192193326240002e-09	0.000275993	-0.0006689010000000001	4.4742854780100004e-07	7.617213604899999e-08	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
700.448759024546	-7.90461906488531	490628.46401902655	62.483002560948314	871.477817247307	-26.148635192623264	759473.5859541306	683.7511224368958	738.010403290721	-3.4190962004647645	544659.3553653327	11.69021882803259	734.3775962175205	583.8457606264384	0.923264	36.376366	0.302829115	0.185842	0.0872729585	0.0185204849	0.0332620038	0.10823001900000001	-0.0541155218	-0.0498650907	0.0057828951	-0.015070628999999999	0.051024419800000005	-0.0919592482	0.030091836	-0.0327375413	0.010755904699999999	0.05620433019999999	-0.0216174306	-0.1007393649	-0.0677111747	0.0832446055	-0.0630953447	0.071413024	0.0046268662	0.0853677238	-0.0179467157	-0.0067887191	-0.0343709136	0.1069848277	0.1053826534	0.1027301122	0.09905364259999999	0.0136481	0.004419569999999999	1.9532598984899995e-05	0.00018627063361000002	0.00704197	-0.17053702999999998	4.95893414809e-05	0.02908287860122089	-0.127548	0.02299900000000002	0.0005289540010000009	0.016268492303999998	0.000412929	0.000639228	4.086124359840001e-07	1.7051035904100006e-07	0.00128613	0.0012013232	1.4431774308582397e-06	1.6541303769e-06	1.90739e-05	-0.0002569191	6.600742394480999e-08	3.6381366121e-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
699.6750841834405	-0.7736748411055032	489545.22342710453	0.5985727597596256	877.5688916329747	6.091074385667639	770127.1595619277	37.101187171736406	738.396086676002	0.3856833852810269	545228.7808184339	0.148751673681833	738.2631310632878	577.0932514949512	0.684593	26.972795	0.04597561999999999	0.0275465	0.116825135	0.042342295099999996	0.0508042121	0.0759566626	-0.0581495844	-0.0270330415	-0.0339062496	-0.0577829605	0.048570751100000004	-0.0841019385	0.0549580897	-0.048237248200000006	0.0360386115	0.0470362409	-0.0167987656	0.0121415151	-0.021392221200000002	0.0864929726	-0.0299076092	0.07954756240000001	0.0076026222	0.0656509428	0.014458288400000003	0.015074859	-0.0132145749	0.10677251060000001	0.10453845560000001	0.1008495915	0.0957572542	0.0220133	0.0083652	6.997657103999999e-05	0.00048458537688999995	0.00698425	-5.771999999999982e-05	4.87797480625e-05	3.331598399999979e-09	-0.106842	0.020705999999999992	0.0004287384359999995	0.011415212964	0.000439	2.607099999999996e-05	6.79697040999998e-10	1.9272099999999997e-07	0.000975267	-0.000310863	9.663580476900001e-08	9.511457212889999e-07	1.90739e-05	0.0	0.0	3.6381366121e-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
702.1162989700682	2.441214786627711	492967.2972794262	5.9595296344497815	876.778990407877	-0.7899012250976511	768741.3980206561	0.6239439454107701	739.0180926548605	0.6220059788585104	546147.7412712282	0.3868914377357337	738.4627963773363	588.0365605620095	0.6412640000000001	25.26565	0.20949715	0.127098	0.0905062862	0.0471821824	0.0931449505	0.07230059259999999	-0.0709204761	-0.0993923529	-0.0299524573	-0.0433040126	0.0613475239	-0.0779810353	0.07529784490000001	-0.053294708200000006	0.0517901901	0.0450417333	0.0032738186999999998	0.0376282107	-0.022551702000000003	0.089284695	-0.016459541499999997	0.0958937051	0.0073596974	0.0666361242	0.0403752525	-0.00035506370000000005	-0.0284442153	0.1065249843	0.10355637949999999	0.0986698327	0.0919558462	0.0220308	1.7500000000000154e-05	3.062500000000054e-10	0.00048535614863999993	0.0541949	0.047210650000000014	0.0029370871860100005	0.002228845473422501	-0.0263797	0.0804623	0.00647418172129	0.0006958885720900001	-0.0009062190000000002	-0.001345219	1.8096141579610004e-06	8.212328759610005e-07	0.0006843519999999999	-0.000290915	8.4631537225e-08	4.68337659904e-07	1.90739e-05	0.0	0.0	3.6381366121e-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
700.5213549765358	-1.5949439935324108	490730.1687781617	2.5438463425051148	878.5365004625952	1.757510054718182	771826.3826450636	3.0888415924355064	738.4382213458944	-0.579871308966176	545291.006744488	0.3362507349621464	736.9682313349858	576.4736248782616	0.6406430000000001	25.241192	0.156888355	0.08652999999999998	0.11917582609999999	0.0631511966	0.0752182975	0.0726569445	-0.0774029245	-0.068670492	-0.035265604900000004	-0.0716205946	0.053032431500000005	-0.0762924592	0.0593918103	-0.0656805208	0.0688568907	0.0677440401	0.0215827483	0.0345813549	-0.0137522656	0.08146667070000001	-0.0299304519	0.0756483438	0.0130242294	0.0829348536	0.021641794199999998	-0.0378454621	-0.0749025495	0.10624233050000001	0.10243772039999999	0.09619730359999999	0.08766946710000001	0.027839	0.0058082	3.3735187239999995e-05	0.0007750099209999999	0.031768700000000004	-0.0224262	0.0010092502996900002	0.00050293444644	-0.0999201	-0.07354039999999999	0.005408190432159999	0.009984026384010001	-0.00106404	-0.00015782099999999983	2.4907468040999948e-08	1.1321811216e-06	0.00141513	0.0007307780000000001	5.34036485284e-07	2.0025929169e-06	0.000232746	0.0002136721	4.5655766318409995e-08	5.4170700515999984e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
706.7789970440132	6.257642067477378	499536.5506625412	39.15808424466255	888.6265002281305	10.089999765535255	789657.0569076955	101.80809526850149	740.2049016022194	1.7666802563250033	547903.2963559512	3.1211591280885784	741.0235205991481	625.83154051098	1.261813	49.715115	0.590155133	0.410465	-0.0158124253	-0.0768975799	0.0681905421	0.0248514029	0.0050661407	0.010966762	-0.0798712767	-0.08504620119999999	0.0521193319	-0.0395114369	-0.025176983700000002	0.0470355363	0.030292772000000006	0.0318648973	0.017505211899999998	0.0680085278	-0.014342097199999999	0.054620594800000005	-0.021368098199999998	-0.0277348248	-0.048196481900000004	0.003252814	-0.0080964769	-0.0268249971	-0.028463353599999998	0.1059246424	0.1011839538	0.0934393406	0.0829207229	0.0319553	0.004116300000000001	1.6943925690000002e-05	0.0010211411980899998	-0.000973628	-0.032742328	9.47951482384e-07	0.001072060042859584	-0.516085	-0.41616490000000006	0.17319322399201	0.266343727225	-0.0033058	-0.00224176	5.025487897599998e-06	1.0928313639999996e-05	0.00112793	-0.0002871999999999998	8.248383999999991e-08	1.2722260849e-06	1.90739e-05	-0.0002136721	4.5655766318409995e-08	3.6381366121e-10	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
