global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22
685.3596362980775	n/a	469717.831066633	n/a	895.2564002434348	n/a	801484.0221768331	n/a	731.8677927579869	n/a	535630.4660764476	n/a	735.6602589376796	524.4988222751053	n/a	n/a	n/a	n/a	-0.0519786113	-0.0347952412	0.1403762982	0.0383403973	-0.0317103929	-0.1539421867	0.0907853888	0.0784082583	-0.025287257999999996	-0.1036091481	0.033683503999999996	-0.1199641434	0.0260383009	-0.042471717699999995	0.0536521637	-0.0687747776	0.0533192829	-0.0349558319	0.0259810623	-0.1222293473	0.0503338067	-0.018805823200000002	0.0265084684	-0.043274359299999995	0.0036419681	-0.0745702107	0.0733925525	-0.1278829824	0.0079251266	-0.1214294445	-0.11592384160000001	0.0810271191	-0.0714608353	0.0062113837	-0.0068254123	0.0038747088	-0.09418276140000001	0.0116473944	-0.0403734029	0.0675262734	-0.073811482	0.0189670777	-0.1081878082	0.0794142634	-0.08887716640000001	0.107516234	0.10750293820000001	0.1074807797	0.10744976029999999	-0.102932	n/a	n/a	0.010594996624	-0.16158599999999998	n/a	0.026110035395999997	n/a	-0.440559	n/a	n/a	0.194092232481	0.00578592	n/a	n/a	3.34768702464e-05	-0.00196696	n/a	n/a	3.8689316415999986e-06	0.00110181	n/a	n/a	1.2139852761e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
683.1683321562945	-2.1913041417830077	466718.97006121295	4.8018138417953615	882.3213194586484	-12.93508078478635	778490.9107712503	167.3163149089491	732.129536056486	0.261743298499141	536013.6575662855	0.06850955430921044	734.9761574310246	522.4377944944863	0.8835370000000001	24.110542	0.06615429999999997	0.0449318	-0.0605042245	-0.039576805699999995	0.1148165766	0.0591079637	-0.045581000499999996	-0.049821811699999996	0.0167566446	0.11675742929999999	0.1096192595	-0.0925978151	-0.010915180600000001	-0.1054699231	0.0439640712	-0.0277409298	-0.006912604399999999	0.019034305300000002	0.1272007192	0.11155782970000001	-0.0496216723	-0.10889398980000001	0.0654766495	0.0222915684	0.0791798416	-0.0623040155	0.0428966	-0.0165668106	0.0668163318	-0.1030247542	0.0114919103	-0.07959483980000001	-0.1045302384	0.0703012915	-0.0059123071999999995	0.0262435104	-0.0647393071	-0.0314941227	0.10543639269999999	0.0735535819	-0.061006769100000004	0.0907103554	-0.0371120179	0.0379575235	-0.0995828955	-0.0187938422	-0.0665089712	0.1074807797	0.10736115	0.1071618658	0.1068830749	-0.0948192	0.008112799999999991	6.581752383999983e-05	0.008990680688640002	-0.166249	-0.004663000000000028	0.027638730001	2.1743569000000266e-05	-0.402237	0.038322000000000016	0.0014685756840000018	0.16179460416900002	0.00548479	-0.0003011300000000001	9.067927690000008e-08	3.00829213441e-05	-0.00196696	0.0	0.0	3.8689316415999986e-06	0.00110181	0.0	0.0	1.2139852761e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
682.1762183145265	-0.9921138417679458	465364.3928339086	0.9842898750275526	881.3493371033264	-0.971982355321984	776776.654012473	0.9447496990572716	732.5120413956648	0.382505339178806	536573.8907896442	0.14631033450029346	735.710585533985	511.8104922730709	0.81801	22.322388	0.12391680000000002	0.06978839999999999	-0.0585551807	-0.0223126773	0.0663428672	0.079007202	-0.0761387876	-0.0278896726	-0.0287196115	0.08664753900000001	-0.0500203367	-0.0992073009	0.0192892621	-0.0672491006	-0.029988963900000002	0.0139143776	0.0823863027	-0.179420465	0.0674196331	0.012229071999999999	-0.0073343965000000014	0.0054932706999999996	0.0392723367	-0.0629221316	-0.0334986602	-0.0612713499	0.0372784469	0.0772578692	-0.0104508339	-0.0766229432	0.0215369015	-0.1229961906	-0.1113840124	0.0267766902	-0.0473627795	-0.08730946199999999	0.0214059779	0.050590347699999996	0.0077423849	0.09864582640000001	0.07832723559999999	0.0393761452	-0.1087941055	0.0910416811	-0.0505221257	-0.002452391	0.061003649699999996	0.1074098827	0.1070777606	0.1065249843	0.10575269279999999	-0.105569	-0.010749800000000006	0.00011555820004000007	0.011144813761000004	-0.147573	0.018676	0.021777790329000003	0.00034879297599999995	-0.351875	0.05036200000000002	0.0025363310440000017	0.123816015625	0.00490193	-0.0005828600000000001	3.3972577960000016e-07	2.40289177249e-05	-0.00226668	-0.0002997200000000003	8.983207840000015e-08	5.1378382224e-06	0.00110181	0.0	0.0	1.2139852761e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
683.4844062553963	1.3081879408697432	467150.93359429156	1.7113556886370187	876.4784623420743	-4.870874761252138	768214.4949495271	23.725420939803087	731.8417894364412	-0.6702519592236058	535592.4047655325	0.4492376888430821	733.412777553838	519.2357436678794	0.8691540000000001	23.718044	0.11953649999999998	0.0682682	-0.057165125199999986	-0.0105871005	0.0706374727	0.0273256168	-0.007713951899999998	-0.006147566700000001	0.0916551938	0.11257608710000001	0.0551019455	-0.0472275162	0.0286360061	-0.0398525269	0.0529639396	-0.0692521812	-0.0099420154	0.0462112197	0.0544780484	0.0231934716	-0.0196569356	-0.0777068232	-0.0024095435000000003	0.0378137574	-0.0429306289	0.054439735999999996	-0.0165358107	-0.06546454730000001	0.008893522099999999	-0.0280770079	-0.09356231960000001	-0.10125382699999999	-0.0435553452	0.0325781636	-0.0373044177	0.0871670868	-0.0388961402	-0.049894462800000004	0.00039224839999999996	0.0139094977	-0.061298741799999994	0.0699612246	-0.0117547584	0.0055619852	-0.08391581099999999	0.0772061096	-0.013318863799999999	0.10730356630000001	0.1066531437	0.1055720249	0.1040645756	-0.11167	-0.006100999999999995	3.7222200999999946e-05	0.012470188900000002	-0.135305	0.012268	0.018307443024999998	0.00015050382400000006	-0.324125	0.02775	0.0007700624999999997	0.105057015625	0.00392474	-0.0009771899999999993	9.549002960999986e-07	1.5403584067600008e-05	-0.00177552	0.00049116	2.412381456e-07	3.1524712704000008e-06	0.00110181	0.0	0.0	1.2139852761e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
682.4101306189567	-1.0742756364395518	465683.58637138153	1.1540681430476039	876.6362879511635	0.15782560908917276	768491.1813527951	0.02490892288436837	731.9255332089241	0.08374377248287601	535714.9861631679	0.007013019429663701	733.6085703026346	517.7567572089973	0.811207	22.136736	0.12504920000000005	0.0654482	-0.0463024234	-0.0408206896	0.050105771699999996	0.0344114727	-0.0474943908	0.0121995943	0.0019286956	0.053501365099999997	-0.0094281526	-0.0556786094	0.030513315299999996	-0.030927328799999997	0.0281869552	-0.054577960700000004	0.0121345154	-0.0361109616	0.0769521891	0.1039228722	-0.0632990579	0.0538281913	-0.0769043908	-0.0188928118	0.005572151	0.013161993600000001	-0.0752241585	-0.0978912968	0.1342276795	-0.1047786467	-0.014167271399999999	0.0266282618	-0.0448143693	0.0018140641	-0.0441995217	0.0044006508	0.010801461299999999	-0.026168322799999998	0.0583990862	0.0891954428	0.11501952039999999	0.0625899643	-0.0317495565	-0.0529127077	-0.0301601128	0.0586534633	-0.0411495956	0.1071618658	0.10608785949999999	0.1043058152	0.10182762640000001	-0.101689	0.009981000000000005	9.962036100000009e-05	0.010340652721	-0.152232	-0.016926999999999998	0.023174581824000003	0.00028652332899999994	-0.307167	0.016957999999999973	0.00028757376399999907	0.094351565889	0.00290764	-0.0010171000000000004	1.0344924100000008e-06	8.4543703696e-06	-0.00128614	0.00048938	2.394927844e-07	1.6541560996e-06	0.0009846260000000002	-0.00011718399999999978	1.3732089855999946e-08	9.694883598760004e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
683.3214058266003	0.9112752076435982	466928.1436608414	0.8304225040658829	874.1454151010277	-2.4908728501358155	764130.2067421479	6.2044475555437195	732.5294943020024	0.6039610930782828	536599.4600223473	0.3647690019523142	733.8180298310805	517.6606145485785	0.7731409999999999	21.097973	0.09267659999999996	0.0564388	-0.0382272215	-0.0443592304	0.055795046200000004	0.0314400083	-0.0510238516	0.0183257495	-0.0002853161	0.1080099575	-0.0720410679	-0.0559726213	0.0510052323	-0.0719439006	0.0121208374	-0.073880849	0.0076523454000000015	-0.051541061	-0.0051490777	-0.1072420448	-0.06316920179999999	-0.0638338827	-0.1755921865	0.0211615619	0.0655033974	-0.0116583295	-0.0019164838000000001	0.0756586055	-0.0066576334	0.0639583643	0.021261864	0.0502935495	-0.07725595519999999	0.0341869969	-0.054468160599999996	-0.0011764003	-0.0370937979	0.0238634802	-0.102966105	0.0602261086	0.0287569604	0.0033523563	-0.0443597665	-0.0060946735999999994	0.0109835052	-0.08532352439999999	-0.1664801863	0.1069848277	0.1053826534	0.1027301122	0.09905364259999999	-0.0953446	0.006344399999999999	4.0251411359999996e-05	0.00909059274916	-0.140138	0.012093999999999994	0.019638659044000004	0.00014626483599999984	-0.350627	-0.043460000000000006	0.0018887716	0.122939293129	0.00340602	0.0004983800000000001	2.483826244000001e-07	1.16009722404e-05	-0.00128614	0.0	0.0	1.6541560996e-06	0.00110181	0.00011718399999999978	1.3732089855999946e-08	1.2139852761e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
683.5332935556086	0.2118877290082537	467217.7633989778	0.044896409704275164	874.4188691707735	0.2734540697458669	764608.3587618944	0.07477712826057746	731.4460058054091	-1.0834884965933045	535013.2594086864	1.1739473222500187	733.0844229080133	521.7126982624177	0.7669	20.927664	0.057682799999999985	0.0345196	-0.024562965099999997	-0.0538814402	0.073315015	0.0080833854	-0.039698090299999995	0.0159095088	0.0085157587	0.1085857181	0.0183680452	-0.06333358759999999	0.0557758262	-0.0730257103	0.1042853514	-0.0764806425	-0.06082876860000001	-0.06288002320000001	0.0588029028	-0.018558503	-0.0738701865	-0.013657391000000001	-0.07826310410000001	0.0459383034	0.046941116799999995	0.028533980499999997	-0.0408794992	0.0133067325	-0.061851732300000004	-0.0227306279	-0.0217280192	0.0995428234	-0.0808375134	0.0503279996	-0.03157606	0.09061757699999999	-0.1077085306	0.0074490087	-0.056637071500000004	0.0643128119	0.0198278615	0.0105247629	0.0359739674	0.0168495635	-0.0113395223	0.0046624981	-0.1650705671	0.10677251060000001	0.10453845560000001	0.1008495915	0.0957572542	-0.08775430000000001	0.007590299999999993	5.761265408999991e-05	0.007700817168490002	-0.139895	0.00024300000000002095	0.019570611025	5.904900000001018e-08	-0.362216	-0.011588999999999959	0.00013430492099999908	0.13120043065599998	0.00275823	-0.0006477900000000001	4.196318841000001e-07	7.6078327329e-06	-0.0014035600000000005	-0.00011742000000000046	1.3787456400000107e-08	1.9699806736000016e-06	0.00110181	0.0	0.0	1.2139852761e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
684.562569515899	1.0292759602904198	468625.9115822101	1.0594090024317655	882.9869587902991	8.568089619525608	779665.9693937416	73.41215972822249	731.7806288194205	0.33462301401141303	535502.8887153465	0.11197256150608233	733.9986894075612	522.020647596044	0.7262649999999999	19.818787	0.10403699999999996	0.061297	-0.0228891094	-0.042100050599999994	0.042276073399999996	-0.0084202896	-0.0677964333	-0.0144723421	-0.055355343700000004	-0.004430697	0.0852705241	-0.0601122498	0.0412429015	-0.051028777000000004	0.0435139938	-0.0357835279	-0.0338830804	-0.054638231100000004	0.0777315282	0.0801025881	-0.025870128399999998	0.06346835	-0.0560510845	-0.0416681721	-0.07730570519999999	0.043628438	-0.031504858399999995	0.1518940308	-0.04994845	-0.027850173199999998	-0.0795138865	-0.0028109210999999997	-0.0686249288	0.036442025600000004	-0.0239138489	0.0170423871	-0.050656424500000005	-0.014902721	0.08437028960000001	0.0943287142	0.1269446565	-0.00464352	-0.0053036026	0.0307386096	-0.0187046804	0.0098804436	-0.0346771527	0.1065249843	0.10355637949999999	0.0986698327	0.0919558462	-0.0828663	0.004888000000000004	2.3892544000000033e-05	0.006866823675690001	-0.13248	0.007415000000000005	0.017550950399999998	5.498222500000007e-05	-0.32632	0.035895999999999983	0.0012885228159999988	0.1064847424	0.00202587	-0.00073236	5.363511696000001e-07	4.1041492569e-06	-0.00138549	1.8070000000000452e-05	3.265249000000165e-10	1.9195825401000003e-06	0.00146814	0.00036633	1.341976689e-07	2.1554350596e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
683.6193417525886	-0.9432277633103467	467335.4044182426	0.8896786134794396	879.8163808923683	-3.1705778979307984	774076.864086545	10.052564206847276	733.4840224186279	1.7033935992074019	537998.8111434103	2.901549753820748	734.5585581275324	517.9909524332032	0.735176	20.061958	0.15494010000000005	0.07813599999999997	-0.0024800059	-0.0326934054	0.0199445654	-0.0359634753	-0.0278005965	0.0165186347	-0.0118403625	-0.0008108289	-0.0803433567	-0.0357396185	0.022516692999999997	-0.0371427873	-0.023789211400000003	-0.0004761548	-0.017251191000000003	-0.09199916699999999	0.0014439978	-0.046255202300000006	0.0568257138	0.0313938736	0.0039156257	-0.0084968172	-0.13035594849999999	-0.0022517251	-0.1179405132	0.11203251300000001	0.052532561	-0.0631678266	0.1413482368	0.024457741499999998	-0.0361941067	0.0087491701	-0.032531404900000005	-0.0552481082	0.013519329699999999	0.0454750346	-0.0682931285	0.0284907992	0.1205489342	0.0144584208	-0.0351684399	0.038482154	-0.0117480544	0.0142013247	0.0733312838	0.10624233050000001	0.10243772039999999	0.09619730359999999	0.08766946710000001	-0.0939034	-0.011037099999999994	0.00012181757640999988	0.008817848531559999	-0.0891785	0.043301499999999986	0.00795280486225	0.0018750199022499997	-0.29330900000000004	0.033010999999999964	0.0010897261209999972	0.08603016948100002	0.00119653	-0.00082934	6.878048356e-07	1.4316840408999995e-06	-0.00122935	0.00015614000000000014	2.4379699600000044e-08	1.5113014225e-06	0.00110181	-0.00036633	1.341976689e-07	1.2139852761e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
685.3373417148248	1.7179999622361493	469687.2719487425	2.9515238702434097	876.4755664593387	-3.340814433029664	768209.4186002186	11.161041075939313	733.8783474494186	0.3943250307906965	538577.4288550896	0.15549222990808373	734.5088474161469	523.7435899553166	0.7753609999999999	21.158554	0.0799221000000001	0.0591238	-0.009538034499999999	-0.0261643136	0.0348228635	-0.0629336008	0.022622496699999998	0.023915742400000002	0.049398870899999996	0.0317269663	-0.0354314509	-0.0223356919	-0.0190762677	-0.0062127024	-0.0469399206	0.010580348799999998	0.021340298900000002	-0.0641574018	-0.0290174557	-0.132005885	0.027524153	-0.0165986737	-0.0441208585	0.0082230165	-0.1136485807	0.06124311950000001	-0.016270174199999998	-0.0304632148	-0.0483535345	0.0607947249	0.0079349654	-0.037924092400000005	-0.015527493	0.0116214351	-0.0103369763	0.0008166628999999999	0.018621589299999998	-0.0040361897	-0.13485428929999999	-0.07084523599999999	0.0369097744	0.0588170598	-0.058142861399999995	-0.0409661299	-0.0070887503	0.0396482346	0.013592573899999998	0.1059246424	0.1011839538	0.0934393406	0.0829207229	-0.101443	-0.0075395999999999935	5.684556815999991e-05	0.010290682248999998	-0.1466	-0.057421500000000014	0.021491560000000003	0.003297228662250001	-0.303891	-0.010581999999999923	0.00011197872399999839	0.09234973988099998	0.00122732	3.079000000000016e-05	9.480241000000098e-10	1.5063143824000005e-06	-0.00128614	-5.679000000000013e-05	3.225104100000016e-09	1.6541560996e-06	0.00110181	0.0	0.0	1.2139852761e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
