global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28	motion_outlier29	motion_outlier30	motion_outlier31	motion_outlier32
679.6695711380507	n/a	461950.7259309818	n/a	916.7762752619127	n/a	840478.7388831063	n/a	734.9944444743719	n/a	540216.8334081905	n/a	741.1742191218002	563.650099143393	n/a	n/a	n/a	n/a	-0.06896795509999999	-0.0630950402	0.0715716506	-0.14542677	0.06932984519999999	-0.0641237854	0.2731840753	-0.0332142753	-0.0578208563	-0.0421132522	0.0185330054	-0.09857852980000001	0.0093730208	-0.0670496519	0.0660543704	-0.144217311	0.0826032763	0.0163641208	-0.0945878574	0.0177564277	-0.032178757599999996	0.0642360296	-0.008066058000000001	0.0059673719999999994	-0.0913274751	0.090159721	-0.042955529400000005	0.1101648415	-0.07064873	0.11250323	0.1124865505	0.11245875300000001	0.0720636	n/a	n/a	0.005193162444960001	-0.018090400000000003	n/a	0.0003272625721600001	n/a	-0.07707739999999999	n/a	n/a	0.00594092559076	0.00194747	n/a	n/a	3.7926394009e-06	-0.00297609	n/a	n/a	8.857111688099999e-06	0.00244505	n/a	n/a	5.978269502499998e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
677.1116879455569	-2.5578831924938186	458480.2379524813	6.542766426442371	895.6006066954654	-21.175668566447253	802100.4467132858	448.4089392360223	734.9391752517301	-0.055269222641754816	540135.5913196935	0.003054686971423864	738.9477877569908	559.8377766873925	0.8171629999999999	20.451708	0.0925704	0.049941	-0.0713786047	-0.0704584839	-0.0166372771	-0.0639266304	0.059164935099999996	-0.0274291091	0.0875359328	-0.0155619069	-0.0643389717	-0.0287691908	-0.021567227400000003	-0.0771746622	0.0092120932	-0.0371404453	0.0073868499	-0.1113002033	0.07905532950000001	-0.054282354500000005	-0.0584590651	0.033744345	-0.0528363897	0.0367703549	0.030266712999999997	0.010151391800000001	-0.0915148792	0.0333598187	-0.043897716399999995	0.0674417084	-0.0524793532	0.11245875300000001	0.1123086861	0.11205872300000001	0.0665175	-0.005546100000000012	3.0759225210000125e-05	0.004424577806249999	0.0118851	0.0299755	0.00014125560200999994	0.0008985306002500002	-0.0438246	0.033252799999999985	0.0011057487078399994	0.0019205955651600002	0.00178201	-0.00016545999999999987	2.7377011599999958e-08	3.1755596401000006e-06	-0.00266563	0.0003104599999999998	9.638541159999989e-08	7.1055832969e-06	0.00244505	0.0	0.0	5.978269502499998e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
675.4473473483292	-1.6643405972276923	456229.1190398946	2.7700296235802315	880.6273630102693	-14.973243685196168	775504.5524824206	224.1980264562669	735.7832204663794	0.8440452146492134	541376.9475198765	0.7124123243722368	737.3170594068291	559.9536784603919	0.7699199999999999	19.269333	0.0907917	0.0462741	-0.0700246699	-0.0688393045	-0.0748547719	-0.020755993400000002	0.069352236	-0.0026669917	0.0960236395	-0.075460933	-0.0689665924	-0.038217102200000005	0.011725444299999999	-0.0681648084	-0.0216013755	-0.058955011200000004	-0.010190725500000001	-0.0863885118	0.06690894900000001	-0.027202880800000002	-0.0595394541	0.0032035877	-0.0528028708	0.037406181000000004	-0.0139880277	-0.0060081302000000005	-0.0749642626	0.0422093556	-0.0398382831	-0.0181582921	-0.0341653473	0.1123698164	0.11195323859999999	0.1112600859	0.0745327	0.0080152	6.424343104e-05	0.005555123369289999	-0.0204179	-0.032303	0.00041689064041000004	0.0010434838089999998	-0.0385896	0.0052350000000000035	2.7405225000000032e-05	0.0014891572281599994	0.00224578	0.0004637700000000001	2.1508261290000005e-07	5.0435278084000005e-06	-0.00222464	0.0004409900000000001	1.9447218010000004e-07	4.9490231296e-06	0.00244506	1.0000000000374291e-08	1.0000000000748586e-16	5.978318403600002e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
676.0401842521475	0.5928369038182382	457030.3307236775	0.35145559452879493	887.5995145755942	6.972151565324907	787832.8982748304	48.61089744986256	736.2391000478389	0.4558795814594987	542048.0124392515	0.2078261927916877	739.3558228639798	556.6384620138622	0.8306529999999999	20.789356	0.16104010000000002	0.0908864	-0.063289065	-0.0675311179	-0.020169732	-0.0178262284	0.0691215571	-0.038771714900000004	0.0023984605	0.025689919199999998	-0.054206457	-0.05950152230000001	0.0148400247	-0.014184137099999999	0.0297539625	-0.10667733789999999	-0.0703762803	-0.0081509658	0.1079886868	-0.057592328099999986	-0.0251996339	-0.0260990546	-0.039348713199999996	0.053945460300000005	-0.0163409614	-0.0238685585	-0.036297759900000004	0.0405261719	-0.07948560730000001	-0.016772285300000002	0.0342665661	0.11223645550000001	0.1114207701	0.1100656827	0.066852	-0.007680699999999999	5.899315248999997e-05	0.004469189903999999	0.063576	0.0839939	0.004041907776	0.00705497523721	-0.0651411	-0.0265515	0.0007049821522500001	0.00424336290921	0.0018755	-0.0003702800000000002	1.3710727840000013e-07	3.51750025e-06	-0.00239947	-0.00017482999999999995	3.056552889999998e-08	5.7574562809e-06	0.00213389	-0.00031117000000000037	9.682676890000024e-08	4.5534865320999986e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
675.3338456957806	-0.7063385563668589	456075.8031422525	0.4989141562104184	880.0663025925016	-7.533211983092543	774516.6969588365	56.74928278220907	736.2570808462648	0.01798079842592415	542074.4890962633	0.0003233091120337164	737.9882670517792	556.9689137098134	0.893107	22.352425	0.14120192999999995	0.0824295	-0.06457923730000001	-0.0571809004	-0.0762685691	-0.0074018839000000005	0.08588775300000001	-0.0111661581	0.0413916422	-0.0443061383	-0.0533705704	-0.040839343300000004	0.0102311989	-0.0316687852	0.022767214700000003	-0.043293250199999994	-0.1149920356	0.006578004399999999	0.1438953647	-0.0518159794	-0.051484441799999996	-0.0362124006	-0.044768373300000004	0.0421885351	-0.014387467099999999	-0.0213289165	-0.0508068114	-0.0347429547	-0.0735636687	-0.1082849931	-0.0172651827	0.11205872300000001	0.1107121224	0.1084797619	0.0745798	0.007727800000000006	5.971889284000011e-05	0.00556214656804	-0.00271133	-0.06628732999999999	7.3513103689e-06	0.0043940101185289	-0.015815799999999998	0.0493253	0.0024329852200899995	0.00025013952964	0.00204466	0.0001691599999999998	2.8615105599999933e-08	4.1806345155999985e-06	-0.00239947	0.0	0.0	5.7574562809e-06	0.00194582	-0.00018806999999999982	3.537032489999993e-08	3.7862154724e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
673.8517517538653	-1.4820939419153092	454076.1833417529	2.19660245266206	885.0467706228728	4.980468030371184	783307.7861899759	24.80506180154943	734.9105340817188	-1.3465467645460194	540093.4931042771	1.813188189109353	737.8636996400708	557.0103112014741	0.852294	21.330969	0.0452834	0.0287025	-0.0625913281	-0.0464924552	-0.057802621799999995	-0.0096619155	0.1271459858	-0.07060570740000001	0.0420506698	-0.0510561951	-0.057716558499999994	-0.026705928700000003	0.0097926933	-0.0753906922	0.0186297256	-0.0579601079	-0.0095313352	-0.0037296028999999997	0.0769102404	-0.0792963408	-0.029969608	-0.0297981737	-0.0449105771	0.0250509277	-0.0340474531	-0.0290886325	-0.07371817559999999	0.046313952900000004	-0.0576452078	0.0207045073	-0.051591419699999995	0.1118366891	0.10982841609999999	0.1065079649	0.07453179999999998	-4.800000000002025e-05	2.3040000000019438e-09	0.0055549892112399975	0.00530797	0.0080193	2.8174545520900007e-05	6.430917249e-05	-0.0157562	5.959999999999646e-05	3.5521599999995784e-09	0.00024825783844000004	0.00196425	-8.040999999999994e-05	6.465768099999991e-09	3.8582780625e-06	-0.00188267	0.0005167999999999999	2.6708223999999995e-07	3.5444463289e-06	0.00209174	0.0001459199999999999	2.1292646399999968e-08	4.3753762276e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
674.5746246425496	0.7228728886842646	455050.9242116367	0.5225452131947331	882.1562031803895	-2.8905674424833023	778199.5668096406	8.35538013954446	734.978522545995	0.06798846427625449	540193.4286038937	0.0046224312746435325	737.4975561743164	549.3595617818763	0.870983	21.798721	0.13965513	0.0794551	-0.0558980916	-0.0444241316	-0.0366842448	0.0200428926	0.12242648310000001	-0.065096638	-0.0372233058	-0.08272906769999999	-0.0464657871	-0.0213511264	-0.004029537	-0.078908851	0.0374245594	-0.0352242723	-0.004966812100000001	-0.0011186145	0.10962124179999999	-0.0931860576	0.0190239032	0.0143824455	-0.032128546099999995	0.0348911108	-0.0134498346	-0.0481229434	-0.06790113730000001	-0.0123947053	-0.0142533503	-0.0850407911	-0.12082579859999999	0.1115704417	0.1087710484	0.1041573055	0.058903599999999987	-0.015628199999999988	0.0002442406352399996	0.0034696340929599987	0.074116	0.06880803	0.0054931814560000005	0.004734544992480901	-0.0460776	-0.0303214	0.00091938729796	0.0021231452217600004	0.00212869	0.00016444000000000007	2.7040513600000024e-08	4.5313211161e-06	-0.00206116	-0.0001784899999999999	3.1858680099999973e-08	4.248380545599998e-06	0.00193672	-0.00015501999999999983	2.4031200399999957e-08	3.7508843584e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
674.4141893534414	-0.1604352891081362	454834.4988012596	0.025739481991211247	875.2185894798323	-6.937613700557223	766007.5793710672	48.13048385815927	734.5908601921504	-0.3876623538445756	539623.7318778435	0.15028210058831692	736.2502761648409	547.1799474340617	0.8853700000000001	22.158791	0.15558029999999998	0.08096239999999999	-0.0448464332	-0.038349517400000005	-0.0868868173	0.0203911504	0.052944749900000004	0.0100791126	0.09796741070000001	-0.0333812209	-0.0380301671	-0.0218694867	-0.0189852407	-0.1165516348	-0.0044110868	-0.0297791717	0.0611203797	-0.0547986941	0.0364026875	-0.0177288016	-0.08677367009999999	0.0359182002	-0.026253703	0.0118959538	0.0082673289	-0.0065007358999999995	-0.1078841411	0.06029114400000001	0.035963659700000004	0.0217712929	-0.0360071456	0.1112600859	0.1075416914	0.1014361455	0.0465768	-0.012326799999999992	0.0001519499982399998	0.0021693982982400003	0.0190028	-0.055113199999999994	0.00036110640784	0.0030374648142399998	-0.046075300000000007	2.299999999996749e-06	5.289999999985046e-12	0.0021229332700900007	0.00159271	-0.0005359799999999999	2.872745603999999e-07	2.5367251441e-06	-0.00162132	0.0004398399999999997	1.9345922559999974e-07	2.6286785424000005e-06	0.00114978	-0.0007869400000000001	6.192745636000001e-07	1.3219940484e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
674.7253526567828	0.31116330334134545	455254.3015178199	0.09682260134629816	877.0041251344528	1.7855356546205032	769136.235502847	3.188137573921068	734.9274625687863	0.33660237663582393	540118.3752377947	0.11330115995688507	737.238038425941	553.4523676489002	0.860275	21.53072	0.1308152	0.0648773	-0.033203190099999995	-0.0274068943	-0.060626309800000014	0.022601252599999996	0.055267003700000004	-0.0379185434	0.0105505223	-0.07469374179999999	-0.0315521535	-0.016692779799999998	-0.0187904564	-0.0721623547	0.0274766488	-0.0085342379	0.0045169521	-0.0168902618	-0.1478631957	0.019532785900000002	0.0915619658	0.0723518505	-0.030899044599999998	0.0089684042	0.0018950904	-0.0059433766	-0.0724897902	0.0044837709000000005	-0.021359772200000002	0.0329534228	-0.0262171235	0.11090574460000001	0.1061422889	0.09835416429999999	0.0445037	-0.0020731000000000013	4.297743610000006e-06	0.00198057931369	-0.019536900000000003	-0.038539699999999996	0.0003816904616100001	0.0014853084760900002	-0.017274900000000003	0.028800400000000007	0.0008294630401600003	0.0002984221700100001	0.00118284	-0.00040986999999999984	1.6799341689999992e-07	1.3991104656000005e-06	-0.00100686	0.00061446	3.775610916000001e-07	1.0137670596e-06	0.00094607	-0.00020371	4.149776409999999e-08	8.950484449e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
673.7069086698771	-1.0184439869057087	453880.9987895221	1.037228154464395	877.3334940427346	0.32936890828182186	769714.0597692331	0.10848387774275918	735.0845314771714	0.15706890838509935	540349.2684170125	0.024670641981286733	736.4705049251712	540.4789875558862	0.909097	22.752611	0.1003431	0.0619679	-0.026494637799999998	0.0030583427	-0.0565448387	0.039393772599999995	0.0544895288	0.0126560722	0.0088200374	-0.0564046742	-0.0216553715	0.0081809085	0.0128056928	-0.060292234800000004	0.0027041183000000002	0.0401784452	0.0349603763	0.0058620033999999994	-0.1759731832	0.0457504834	0.061112374500000004	0.0937962157	-0.0149217425	-0.0036041684999999998	-0.0235223371	-0.013280987	-0.04542194769999999	0.0049863912	0.0434794759	-0.0341033764	-0.030580664100000002	0.1105075577	0.1045750536	0.09492232490000001	0.0445281	2.440000000000081e-05	5.953600000000395e-10	0.00198275168961	0.0123317	0.031868600000000004	0.00015207082489000006	0.0010156076659600002	-0.0112346	0.006040300000000002	3.6485224090000015e-05	0.00012621623716	0.000247883	-0.000934957	8.741445918490004e-07	6.1445981689e-08	-0.0006936210000000001	0.00031323900000000004	9.8118671121e-08	4.81110091641e-07	0.00094607	0.0	0.0	8.950484449e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
