global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	cosine00	cosine01	cosine02	cosine03	non_steady_state_outlier00	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28	motion_outlier29	motion_outlier30	motion_outlier31	motion_outlier32
700.0723728870081	n/a	490101.32727964607	n/a	914.4389769723199	n/a	836198.642606183	n/a	732.0547533077776	n/a	535904.161840511	n/a	731.6775482102321	560.3416604635718	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	n/a	n/a	0.0	0.0	n/a	0.0	n/a	0.0	n/a	n/a	0.0	0.0	n/a	n/a	0.0	-0.0	n/a	n/a	0.0	0.0	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
691.8247800510095	-8.247592835998603	478621.52629262774	68.02278758841548	895.5691803865035	-18.869796585816406	802044.1568581536	356.06922319008834	732.1862274481038	0.13147414032619054	536096.6716646863	0.01728544957451084	730.7858787911838	537.0649496700971	1.477502	52.103733	0.52557405	0.302942	-0.0669608866	-0.0103590965	0.0534574459	0.04306174769999999	0.0045044016	0.0019162303	-0.0764795496	0.008574298900000001	0.0210087558	-0.0447357945	0.0663947506	0.1292219353	0.0667512114	-0.1625511725	0.0421041416	-0.08703841150000001	0.0367560347	-0.17320858620000001	0.07520701269999999	-0.018937076599999998	0.024185548799999998	0.1065785649	0.0357032301	-0.10489901380000001	0.1243812616	-0.0900918399	0.0002126157	-0.11892875859999999	0.1078282764	0.10781478650000001	0.10779230449999999	0.1077608324	0.0	0.107018	0.107018	0.011452852324000002	0.011452852324000002	0.0386184	0.0386184	0.0014913808185600002	0.0014913808185600002	0.108635	0.108635	0.011801563225	0.011801563225	-0.000132273	-0.000132273	1.7496146528999998e-08	1.7496146528999998e-08	0.00529378	0.00529378	2.8024106688399995e-05	2.8024106688399995e-05	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
690.7218448103063	-1.102935240703232	477096.6668981528	1.2164661451850964	893.1179782809477	-2.4512021055558084	797659.7231286473	6.008391762281227	732.3130935134133	0.12686606530951394	536282.4669311851	0.016094998527117856	729.3651975002873	545.481083682137	1.1352890000000002	40.035664	0.55117995	0.344514	-0.0313860877	-0.030171462200000002	0.07283174719999999	0.055016834699999996	-0.0169012041	-0.0116508001	-0.032956303799999996	0.0195381105	-0.0317069157	-0.036063980499999995	0.0404313113	0.0477089074	0.0365876454	-0.1312978923	0.1300461059	-0.0957300144	-0.1193739351	-0.0823399197	0.0393090152	-0.0032854553999999998	0.0144488607	0.0515985712	0.0040663957	-0.047508570199999996	0.15788137859999998	-0.0721961243	0.1207108934	-0.0427848242	0.10779230449999999	0.1076709289	0.1074687374	0.1071858817	0.0	0.0306161	-0.0764019	0.00583725032361	0.00093734557921	0.042772500000000005	0.004154100000000001	0.0018294867562500003	1.725654681000001e-05	0.122561	0.013925999999999994	0.00019393347599999983	0.015021198720999997	-0.00260188	-0.002469607	6.0989587344489994e-06	6.7697795344e-06	-0.000836342	-0.006130121999999999	3.7578395734884e-05	6.99467940964e-07	0.00053423	0.00053423	2.8540169290000003e-07	2.8540169290000003e-07	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
686.4436713726158	-4.278173437690498	471204.9139675157	18.30276796296053	894.0385727039569	0.9205944230092199	799304.9694825284	0.8474940916756787	730.6579785690581	-1.655114944355205	533861.0816466222	2.739405479027933	728.6205137454166	537.1590181016828	0.965241	34.038975	0.4704788	0.298268	-0.09280442359999999	0.0100137823	0.02442866	0.0405217212	-0.012645134399999999	0.015582075800000001	-0.0573682351	-0.0279300509	-0.030739577599999998	-0.0131476747	0.044454626799999994	0.0602901206	0.0164125067	-0.059631520999999986	0.0702038878	-0.02716001	-0.0413210292	-0.1002610798	-0.0359658024	-0.0061304612	0.0120561824	0.0726531463	0.039367820299999995	-0.0220042401	0.07638526179999999	-0.0254736356	0.028684431200000002	-0.0956267918	0.1077203727	0.10738340560000001	0.1068225743	0.10603904800000001	0.0	0.0210103	-0.0096058	9.227139364000003e-05	0.00044143270609	0.013195600000000002	-0.029576900000000007	0.00017412385936000006	0.0008747930136100003	0.26166500000000004	0.13910400000000006	0.019349922816000016	0.06846857222500002	-0.00250861	9.32699999999999e-05	8.699292899999982e-09	6.293124132100001e-06	0.004379999999999999	0.0052163420000000005	2.7210223860963995e-05	1.9184399999999995e-05	0.0	-0.00053423	2.8540169290000003e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
685.4831689186967	-0.960502453919048	469887.1748708185	0.9225649639845132	885.7303274905922	-8.308245213364671	784518.2130365919	69.02693852539697	729.0043036481458	-1.6536749209122945	531447.2747375179	2.734640744054284	727.0676079280568	514.7093482587388	0.73841	26.039837	0.12382960499999998	0.0625044	-0.07653284610000001	0.0161188432	-0.012086785800000001	-0.015398862900000001	-0.025853118799999998	-0.0375255757	-0.020582216100000002	0.0531378541	-0.0552565587	0.0288157444	0.0056912433	0.067604463	0.009037195	-0.0196868168	-0.0160628822	-0.007792110899999999	0.0127934049	0.0484136219	0.0272998027	0.018228298700000003	-0.0160735707	0.0616673998	0.0242233598	-0.0215903108	-0.0146425119	-0.0002438131	0.014092116699999999	0.0527037004	0.107612505	0.10695260029999999	0.105855755	0.1043264501	0.0	0.00449041	-0.01651989	0.0002729067656121	2.0163781968100006e-05	0.0200507	0.006855099999999999	0.00040203057049000013	4.6992396009999986e-05	0.207682	-0.05398300000000003	0.0029141642890000035	0.043131813124	-0.00334395	-0.00083534	6.977929156e-07	1.11820016025e-05	0.00440074	2.0740000000000865e-05	4.301476000000357e-10	1.93665125476e-05	-7.335229999999999e-05	-7.335229999999999e-05	5.380559915289999e-09	5.380559915289999e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
689.3140219204123	3.8308530017155817	475153.82081609464	14.675434720753284	893.5806645783252	7.85033708773301	798486.4041082414	61.627792391036394	728.7666517793048	-0.2376518688409988	531100.8327456184	0.05647841076361927	727.260981676266	537.8256533451744	0.7860010000000001	27.718121000000004	0.16559736500000002	0.08170919999999998	-0.0879611466	-0.0035739610999999997	0.0538988489	0.0508721884	0.0094989018	-0.032551409100000005	-0.04468975360000002	0.0513134483	-0.011842746699999998	0.0208182295	0.0025355543	0.0784490208	0.0502171303	-0.0025177772	-0.0859725808	0.0311702547	0.050314986799999996	0.060319318	0.1325228605	0.0075925067	-0.0200092895	0.0601716757	0.011427293600000001	-0.0730136398	-0.0758069954	0.0044497056	-0.1527603209	-0.0477713286	0.1074687374	0.1063790877	0.1045711815	0.10205722539999999	0.0	-0.00993884	-0.01442925	0.0002082032555625	9.878054054559998e-05	0.00528852	-0.01476218	2.79684437904e-05	0.00021792195835240006	0.150566	-0.057116	0.003262237456	0.022670120356	-0.00297111	0.00037284000000000015	1.390096656000001e-07	8.827494632099999e-06	0.00362134	-0.0007794000000000004	6.074643600000006e-07	1.31141033956e-05	-0.000506911	-0.00043355870000000003	1.8797314634568999e-07	2.56958761921e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
688.8480016441597	-0.4660202762526069	474511.5693691522	0.21717489787855604	894.3300411804463	0.7493766021210604	799826.2225578187	0.5615652918065059	729.7914684627533	1.0248166834485346	532595.5874410218	1.050249234674454	727.7875760207428	531.7047407306549	0.705997	24.896801	0.17197842000000002	0.0975411	-0.0340019089	-0.0069168172	0.026110051800000002	0.0157628199	-0.0180459478	0.034935500099999996	-0.07291292070000001	0.0143995841	0.018651124499999998	0.0119907425	0.0033493063	0.0160431602	0.052470179299999996	-0.0323152346	-0.0034329955	0.0281012338	-0.0490927128	-0.0115238971	0.0647626744	0.012850070600000001	-0.0107645668	0.039621817999999996	-0.029003912599999997	-0.0371233735	0.0242673514	0.0240725549	0.0263669938	-0.0338977219	0.1072891178	0.1056636333	0.10297271	0.0992434813	0.0	-0.034794900000000004	-0.02485606000000001	0.0006178237187236003	0.0012106850660100002	0.00176878	-0.003519739999999999	3.1285826884e-06	1.2388569667599995e-05	0.157317	0.006751000000000007	4.5576001000000096e-05	0.024748638489000004	-0.00244019	0.0005309199999999998	2.818760463999998e-07	5.9545272361e-06	0.00183747	-0.00178387	3.1821921769e-06	3.3762960009e-06	-8.466859999999997e-05	0.0004222424	1.7828864435776e-07	7.168771825959995e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
688.1446824252814	-0.7033192188782778	473543.1039501914	0.4946579236435508	893.1249464480769	-1.205094732369389	797672.1699678801	1.4522533139844491	729.026096002913	-0.7653724598402505	531479.0486532486	0.5857950022819158	726.6073675995491	532.0726769852192	0.567357	20.007704	0.12567972	0.06771150000000001	-0.0414022677	-0.0064942654	0.0410530909	0.0086213308	-0.0126421152	-0.0042548795	-0.0555474433	0.057701774299999994	0.012004357700000001	0.021737407799999997	-0.001108487	0.0234904876	0.0221972852	-0.0185357315	-0.0359807049	0.016739168500000002	0.0326866423	0.0189289843	0.0259808387	0.0194335898	-0.014089744199999999	0.0245824446	-0.014475654499999999	-0.0338944823	-0.0243412646	-0.0003174985	-0.0399668105	0.0312127731	0.1070737061	0.1048071914	0.1010651385	0.09590023019999999	0.0	-0.056613	-0.021818099999999997	0.00047602948760999973	0.003205031769	0.035843400000000004	0.034074620000000014	0.0012847493235600006	0.0011610797281444007	0.173682	0.01636499999999999	0.0002678132249999997	0.030165437124	-0.00336869	-0.0009285	8.621122500000001e-07	1.13480723161e-05	0.00169753	-0.00013993999999999986	1.958320359999996e-08	2.8816081009000007e-06	-8.466859999999997e-05	0.0	0.0	7.168771825959995e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
688.5843945692102	0.43971214392877295	474148.4684442458	0.19334676951843802	897.0402600127179	3.915313564640997	804681.2280836846	15.329680309461784	730.2603400957237	1.2342440928106269	533280.1643167221	1.5233584806379283	728.5685795691803	535.4300802040034	0.5711390000000001	20.141054	0.09220482	0.047234500000000006	-0.028983766299999998	-0.006039049499999999	0.026305293700000003	0.0208856873	0.014719656499999999	-0.0006072734	-0.050386667999999996	0.0399275086	0.0129595911	-0.014780171200000001	0.0066002426	0.014173648300000001	0.019732178	-0.0160247854	-0.0199056029	-0.0024199932	-0.041245737000000005	-0.0315697961	0.0289959767	-0.0220197459	-0.0009330032	0.0093977783	0.0011657708999999999	-0.0340909404	-0.0127068287	-0.0064826793	-0.020699533	-0.0818398848	0.1068225743	0.103810905	0.0988541933	0.09204531	0.0	-0.0830333	-0.026420300000000008	0.0006980322520900004	0.006894528908890001	0.0128044	-0.023039000000000004	0.00016395265935999998	0.0005307955210000002	0.186471	0.012788999999999995	0.00016355852099999988	0.034771433841	-0.00327116	9.75300000000002e-05	9.512100900000037e-09	1.07004877456e-05	0.00177988	8.234999999999991e-05	6.781522499999987e-09	3.1679728144e-06	-0.000503919	-0.0004192504000000001	1.7577089790016006e-07	2.53934358561e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
689.191670431857	0.6072758626468158	474985.15859265346	0.3687839733534343	890.2853187976918	-6.754941215026065	792607.948866708	45.62923081845781	729.9894236853545	-0.2709164103691819	532884.558692476	0.07339570140732297	727.7168420140068	535.5095882682082	0.597549	21.072424	0.16618329999999998	0.0813426	-0.0618306508	-0.0020902301000000002	0.0617324455	0.025428326600000002	-0.015425883799999996	-0.0162286241	-0.0318046045	0.0574441054	-0.015168253999999999	-0.0036683042	0.015533376699999999	0.033145709700000005	0.025118840299999997	-0.036072009700000005	0.0021166983	-0.0043860962	-0.0008854927	0.0519566681	0.0510229635	0.0019098170999999999	0.0040910317	0.033662059700000004	0.0098483349	-0.0479405034	0.017647151	-0.006041415	0.0146173942	0.0197053998	0.10653580609999999	0.1026761034	0.096346511	0.0876992882	0.0	-0.05841	0.0246233	0.00060630690289	0.003411728100000001	-0.0206041	-0.0334085	0.00042452893681	0.0011161278722499998	0.137835	-0.04863600000000001	0.0023654604960000013	0.018998487225	-0.00280756	0.00046359999999999983	2.149249599999998e-07	7.882393153600001e-06	0.00250659	0.00072671	5.281074241e-07	6.2829934281e-06	-0.000503919	0.0	0.0	2.53934358561e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
