global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	t_comp_cor_06	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	a_comp_cor_47	a_comp_cor_48	a_comp_cor_49	a_comp_cor_50	a_comp_cor_51	a_comp_cor_52	a_comp_cor_53	a_comp_cor_54	a_comp_cor_55	a_comp_cor_56	a_comp_cor_57	a_comp_cor_58	a_comp_cor_59	a_comp_cor_60	a_comp_cor_61	a_comp_cor_62	a_comp_cor_63	a_comp_cor_64	a_comp_cor_65	a_comp_cor_66	a_comp_cor_67	a_comp_cor_68	cosine00	cosine01	cosine02	cosine03	non_steady_state_outlier00	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00
700.5867410523905	n/a	n/a	490821.7817384093	1035.6388918275482	n/a	n/a	1072547.9142657921	721.9031832463701	n/a	n/a	521144.2059812422	758.9603900522101	655.6133751608431	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	n/a	0.0	n/a	0.0	n/a	0.0	n/a	0.0	n/a	n/a	0.0	0.0	n/a	0.0	n/a	-0.0	n/a	n/a	0.0	0.0	n/a	0.0	n/a	0.0
694.0704728136911	-6.516268238699354	42.46175175868198	481733.8212318208	1012.6817812994124	-22.957110528135786	527.028923801043	1025524.3901757508	720.6809279591016	-1.222255287268467	1.4939079872557235	519380.9999239918	754.3777761713395	632.8532022200525	1.455447	22.380438	0.1151875	0.0714428	-0.043800020700000004	-0.0307924885	-0.0556970543	0.0102233155	-0.00427591	0.077228859	-0.0627987221	-0.069382933	0.0909083979	0.1274909689	-0.14017649470000001	0.2248807152	-0.1599600222	-0.0453295842	0.10509174859999999	-0.0964879036	0.0134633441	-0.107406683	0.0375588795	-0.1663990234	0.08594561960000001	-0.0558880236	0.0924289024	-0.0139773823	0.0018824331	-0.0913406866	0.029790906800000006	0.0172300749	-0.09590755699999999	0.0089836347	-0.0481684386	0.0519150201	-0.0031117413	0.0499322278	-0.06927785730000001	0.055066895899999996	-0.0316187421	0.0393004481	-0.0886647649	0.045507123200000006	-0.059193626799999996	0.0106080003	-0.0566683254	0.0708956546	-0.026948234300000002	0.007007216899999999	-0.053073130499999996	-0.0082773826	-0.0563133846	-0.1009825779	-0.0110488989	0.0504217324	-0.1833162323	0.0554435034	-0.0418012815	0.06505716889999999	0.1769519356	-0.21455483190000002	0.06303580980000001	-0.08852146570000001	0.13343739	-0.0380705988	0.065837214	-0.0417471929	0.1620928778	-0.022836438100000002	0.09394303470000001	-0.0405409693	0.013822663300000001	-0.0723114123	0.052478440999999994	-0.10587903050000001	0.0422803313	-0.056673117	0.0246433631	-0.1305783935	0.1078282764	0.10781478650000001	0.10779230449999999	0.1077608324	0.0	0.0188839	0.0188839	0.00035660167921000016	0.00035660167921000016	0.040725800000000006	0.040725800000000006	0.0016585907856400007	0.0016585907856400007	0.0555778	0.0555778	0.0030888918528400003	0.0030888918528400003	0.0	0.0	0.0	0.0	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
692.2937392297812	-1.7767335839099587	3.1567822281935265	479270.6213767523	998.964797199238	-13.716984100174384	188.15565280443693	997930.6660433145	720.6732668637891	-0.007661095312528231	5.8692381387642055e-05	519369.9575721262	753.2516090306402	624.346517726779	1.109943	17.067610000000002	0.17960537	0.0831229	-0.0593456142	-0.040010093999999996	0.0731635018	-0.1107113009	-0.0093144149	0.0250484652	-0.013827833000000001	0.0440637015	-0.0632251358	-0.1307438828	-0.0740084775	0.1627219415	-0.0102553967	-0.027909782400000003	-0.0439676961	-0.2514541589	0.0410642125	-0.1035133585	-0.0390180124	-0.1828601011	0.1190178559	0.0136615643	0.0041716884999999995	-0.053536451299999996	-0.0215082254	-0.17168982170000002	0.1078449717	0.0190455042	0.0562137581	-0.062062577	-0.0398417753	-0.026000068199999997	-0.0469893891	-0.023714565099999998	0.1293127876	0.057297805599999994	0.0671029135	0.0241483788	0.0606375045	0.019847948600000002	-0.0033718353	0.1190511343	-0.1255792525	-0.023994889900000003	0.0569777096	0.018354268400000002	0.0366347725	0.0416418491	0.005640091999999999	0.036231662799999995	-0.17854650460000002	0.111248427	-0.1776157968	0.0270982013	0.058108136399999996	-0.055877329	0.1324301342	-0.20432432260000002	-0.0251786507	-0.0278353963	0.049627365300000004	-0.1201180058	-0.0456714325	0.052363161799999995	-0.0531900716	-0.1025738057	-0.0859777553	0.0349652245	0.0358687885	-0.039262987799999996	-0.0470550242	0.1190708599	0.0304115573	-0.0666900471	-0.0233788811	0.0377767043	0.10779230449999999	0.1076709289	0.1074687374	0.1071858817	0.0	-0.00739902	-0.02628292	5.47454969604e-05	0.0006907918837264001	0.0282254	-0.012500400000000005	0.0007966732051600001	0.00015626000016000013	0.118511	0.0629332	0.00396058766224	0.014044857120999996	0.00103244	0.00103244	1.0659323535999998e-06	1.0659323535999998e-06	-0.000525337	-0.000525337	2.7597896356899995e-07	2.7597896356899995e-07	0.0	0.0	0.0	0.0	0.0
691.5851158037826	-0.7086234259985531	0.5021471598739269	478289.9724013314	997.6348552096173	-1.3299419896206928	1.7687456957562468	995275.304329114	721.3830569916489	0.7097901278598329	0.5038020256072779	520393.51491461653	753.0449072124188	616.2546311840415	1.104851	16.989310999999994	0.13646367499999998	0.076438	-0.11694363320000001	0.0931941645	0.0307227631	-0.1127846889	0.0809288083	-0.0339226859	-0.0149277376	0.0735760132	0.0020539186	-0.0835305492	0.0478481199	-0.0330488278	0.08761286730000001	-0.0874172286	-0.0106785379	-0.001014335	-0.1112814935	-0.1039275591	-0.0599523118	-0.0721013209	0.0245307458	-0.008923723199999999	0.027508775	0.1342805202	-0.0475379199	0.0044816855	-0.1186206565	0.0839945938	0.09563767150000001	-0.1037862284	-0.0715582041	0.1296311555	-0.0062338829	0.19830388399999999	0.0335719346	-0.06544098849999999	-0.0243716715	0.008872319200000001	0.0021658657999999997	0.0792076211	0.08482306490000001	-0.0028811708	0.016285485500000002	0.0461808032	-0.039577074	0.10956681859999999	0.016471738700000002	0.0226765509	0.0797328357	-0.0132050516	0.0746553917	0.0685912308	-0.1352299855	-0.0873079467	0.021353772799999997	-0.0904749535	0.0827908895	0.0187838332	-0.0412300906	0.0071075022	-0.0009557616000000001	0.0474361547	-0.0971486384	0.0201851297	0.21479354	-0.0060286097	-0.0312475985	-0.0419844179	0.029227042400000007	0.1520090894	0.1329759684	-0.0478765871	0.1001837681	-0.0155935864	-0.008493757900000001	0.0187303538	0.1077203727	0.10738340560000001	0.1068225743	0.10603904800000001	0.0	-0.00741784	-1.8820000000000118e-05	5.502435026560001e-05	3.541924000000046e-10	0.07089089999999999	0.0426655	0.005025519702809999	0.00182034489025	0.0993909	-0.019120099999999987	0.0003655782240099995	0.009878551002810002	-0.000210512	-0.001242952	4.431530214400001e-08	1.5449296743039998e-06	-0.000350366	0.00017497099999999998	3.0614850841e-08	1.2275633395599996e-07	-7.52621e-05	-7.52621e-05	5.664383696410001e-09	5.664383696410001e-09	0.0
692.8388365465457	1.2537207427631074	1.5718157008344775	480025.6534271711	1001.016555855982	3.3817006463647203	11.435899261623568	1002034.1450977724	722.7583271285347	1.3752701368857745	1.8913679494098163	522379.599433638	755.0958459066354	623.4714712314308	1.178724	18.125269	0.044679855	0.0250002	-0.0867000367	-0.045302181799999994	-0.0708822079	-0.07467609809999999	0.0182332494	0.12431899960000001	-0.0408537592	-0.00044499919999999997	0.0712459204	-0.0907569994	-0.2008559698	0.1095859983	0.043379531500000006	0.048508355999999996	0.1101075362	-0.064998976	-0.0294298633	0.0011576788000000001	-0.2098921143	-0.009623436899999999	0.0371651048	0.055704616500000005	-0.0374344183	-0.11754930849999999	-0.0037881246	-0.011086059099999998	-0.09235550960000001	0.1739809069	-0.0144111458	-0.0855737681	-0.1648401994	-0.0322473804	0.0639866071	0.1203941791	-0.0498829626	0.0772891634	0.053057292199999995	-0.0908008525	-0.079417994	0.10093772349999999	0.1188929356	-0.0458046103	0.052146818399999996	-0.010223197600000001	-0.025138684799999998	0.004472826	-0.0269855408	0.10799981939999999	-0.0797302905	-0.08989768710000001	-0.1272720464	-0.0135391126	-0.092298225	-0.1509070209	-0.1619262814	0.0362922267	0.1446760355	0.1122511361	-3.0573000000000008e-06	-0.1378600908	-0.12002462259999999	0.0329491755	-0.054601952999999995	-0.0093744866	-0.0753127888	-0.1074416761	-0.0186073314	-0.0009317549	-0.0228918771	0.1130891852	0.0630955434	0.0004708454	0.10700641699999999	-0.0110452501	-0.0645632842	0.07600098059999999	0.107612505	0.10695260029999999	0.105855755	0.1043264501	0.0	-0.007412969999999999	4.8700000000014365e-06	5.495212422089998e-05	2.3716900000013985e-11	0.054462	-0.01642889999999999	0.002966109444000001	0.00026990875520999964	0.0993832	-7.699999999999374e-06	5.928999999999035e-11	0.009877020442240002	9.87268e-05	0.00030923880000000004	9.74698103824e-09	9.562863542544002e-08	-0.000525337	-0.00017497099999999998	3.0614850841e-08	2.7597896356899995e-07	-0.00015582	-8.05579e-05	2.42798724e-08	6.4895752524100014e-09	0.0
694.0130503718167	1.1742138252709535	1.3787781074574461	481654.11408639385	1004.4584237081	3.44186785211798	11.846454311443233	1008936.7249581608	722.551891668361	-0.20643546017367956	0.042615599217118834	522081.2361535269	754.474976676291	625.5888806581497	1.157292	17.795711999999995	0.030232160000000008	0.020869	0.0012197919	-0.011648157	0.1274835114	-0.081222455	0.049002481900000006	0.0711863126	-0.0765181904	0.0953447108	-0.103214242	0.000734895	-0.1200431889	-0.1486681518	-0.0466911401	0.0680931892	-0.1014398105	-0.0164979645	-0.026168149300000002	-0.09857294300000001	-0.0852061302	0.0066010724	0.1067584774	0.09039556730000001	0.1383089791	-0.0946397012	-0.05847763	0.0370714344	0.0067471911	0.1289719932	0.0174234546	0.0565431492	0.0806326788	-0.0453574622	0.0160297324	-0.1122163798	0.050782740599999994	-0.11968669470000001	0.11756552640000001	0.1343925583	0.0414120256	-0.1759745247	-0.0554432842	-0.051770068899999994	-0.0195530552	0.024690393999999997	0.0367493741	-0.030853620499999998	-0.0735723073	-0.1241211429	0.0277263973	0.1040371794	-0.0960615556	-0.030730414900000006	-0.0045254396	-0.1681280037	0.0565924014	-0.1300551405	0.028278396600000002	-0.0262386417	0.0563751384	-0.1002317939	-0.1007435394	0.0100816621	-0.1429078539	0.0780317408	-0.073635639	0.0249243598	0.0002407261	-0.036908217400000005	0.0941899537	-0.1628728265	0.054335198200000004	0.0207509895	-0.1079939969	-0.1160428942	0.0817582953	0.06566443400000001	0.1074687374	0.1063790877	0.1045711815	0.10205722539999999	0.0	-0.00742297	-1.0000000000001327e-05	5.510048362090001e-05	1.0000000000002656e-10	0.0361184	-0.018343599999999998	0.0013045388185600002	0.0003364876609600001	0.0993631	-2.0099999999995122e-05	4.0400999999980384e-10	0.009873025641610002	0.000278001	0.00017927419999999998	7.7284556001e-08	3.213923878564e-08	-0.000525337	0.0	0.0	2.7597896356899995e-07	-0.000213715	-5.7895e-05	4.5674101225000014e-08	3.351831025e-09	0.0
694.9860465013942	0.9729961295774956	0.9467214681727866	483005.6048316381	1002.4079936647322	-2.0504300433677827	4.204263362745207	1004821.7857629538	721.6429130623793	-0.9089786059817015	0.8262421061324374	520768.4939731567	752.7929416354813	628.4620725400746	1.11808	17.192743	0.1133371	0.070173	0.029523485099999996	0.11379075529999999	0.0018470231	0.0095245667	0.0957449651	-0.046569616200000004	-0.0038168695000000002	0.0911155051	0.0162100471	0.0338794243	0.0338967389	-0.05908626650000001	0.06042667	-0.0769674332	-0.0210959475	0.0363878738	-0.0202189583	-0.1046165208	-0.0857136359	-0.060554207199999995	-0.0541920267	-0.0377467383	-0.0428188415	0.069417052	-0.0509165458	0.014844923999999999	-0.0570931872	0.089926887	0.1652748126	-0.0035491171999999997	-0.0825718912	-0.0710044782	-0.0092532107	-0.0227096611	-0.004704456599999999	-0.0744498966	0.1266120309	-0.0760688372	-0.0671231659	-0.0709791771	-0.1524029861	0.0837326863	-0.0693122475	-0.0009122936999999999	-0.0726512182	-0.0576037573	0.029540004300000002	-0.1143052632	0.0997886103	-0.006064829	-0.0100106603	-0.015305284399999999	-0.048312202	-0.1067340056	0.0043823201	0.029000036099999998	0.045183332300000004	-0.0371980517	-0.063216123	0.0552218473	-0.09485907619999999	0.0324695958	-0.1665282926	0.0143874674	0.15946760599999998	0.090383617	-0.0364442693	0.037112402	0.12252660779999999	-0.083504123	0.0013827638	0.047004847300000006	0.038055162000000003	0.012267816	0.1406604484	0.0680360178	0.1072891178	0.1056636333	0.10297271	0.0992434813	0.0	-0.007426269999999999	-3.2999999999986165e-06	5.514948611289998e-05	1.088999999999087e-11	0.075159	0.0390406	0.0056488752809999996	0.0015241684483600002	0.08475639999999998	-0.014606700000000028	0.0002133556848900008	0.007183647340959997	-0.0008773289999999999	-0.00115533	7.697061742409999e-07	1.3347874089e-06	-0.000525337	0.0	0.0	2.7597896356899995e-07	-0.000175315	3.840000000000001e-05	3.0735349225e-08	1.474560000000001e-09	0.0
694.1244728280961	-0.8615736732980395	0.7423091945202769	481808.7837788824	1004.1431627341079	1.7351690693757291	3.010811699318234	1008303.4912656572	721.7077217875895	0.06480872521024139	0.004200170863376578	520862.0356878328	753.3166505595944	637.086410343647	1.092188	16.794602999999995	0.04139995	0.027047900000000003	0.0671569878	0.0070717031999999996	-0.1126549177	-0.0521283268	0.0154682877	0.0643921501	0.004625757	-0.0314704804	0.1266127738	-0.0008115991	-0.10687806890000001	-0.0161175294	-0.0148324098	0.0017900745000000004	0.118321779	0.0105374323	0.052589706900000005	-0.1381479265	-0.025750784300000003	-0.0888235975	0.0049872397999999995	-0.0043574235	0.029669087200000006	-0.0263739118	-0.0682045307	0.1334591981	-0.07344514490000001	0.0827052394	0.0804452653	-0.0154791347	0.0104941828	0.073212702	-0.0785503491	-0.1041179951	-0.0573402079	0.0402929801	-0.1731085042	-0.0122539891	0.0921016146	0.0109909824	-0.2019580789	0.0755078244	0.0228266744	-0.0652062794	0.21825088210000002	-0.09466882130000001	0.10776601289999999	0.0273187602	-0.04875499269999999	-0.1146366357	-0.015381402800000001	-0.0327344762	-0.06308038099999999	-0.0825331439	0.0099185186	0.0742361598	-0.0101732187	-0.1172852989	0.0581039658	-0.0652017781	0.045739129	0.1858741431	0.011182871799999999	0.0164276327	0.0723173711	0.107287705	0.11385213570000001	0.0494286545	0.1033993884	-0.0130172333	-0.0381754942	0.051366208600000005	0.0485391252	0.011859035	0.018956563899999997	-0.1530114951	0.1070737061	0.1048071914	0.1010651385	0.09590023019999999	0.0	-0.00742487	1.3999999999986246e-06	5.51286945169e-05	1.9599999999961494e-12	0.0544424	-0.02071660000000001	0.00296397491776	0.00042917751556000033	0.07841820000000001	-0.006338199999999974	4.017277923999968e-05	0.0061494140912400005	-0.000591364	0.00028596499999999984	3.4971138049600005e-07	8.177598122499994e-08	-0.000525337	0.0	0.0	2.7597896356899995e-07	-0.000174405	9.099999999999895e-07	3.0417104025000006e-08	8.280999999999811e-13	0.0
693.901947716137	-0.2225251119591576	0.04951742545243562	481499.91304424853	997.8075749485288	-6.335587785579151	40.139672588779725	995619.956624664	722.67778209944	0.9700603118504888	0.9410170086274674	522263.1767401658	755.0775152903169	634.0985064841808	1.135345	17.45822	0.206760295	0.1108	0.07259471519999999	-0.0451142938	0.0285942816	-0.10486108699999999	-0.0332762675	-0.0581182399	0.0398431281	-0.0357364725	-0.1151798239	-0.0282918969	0.0414610174	0.0246661967	0.1270240424	0.0563883286	-0.0809690034	-0.0387992745	0.12163758640000001	-0.0785887339	0.0099373954	-0.0714733496	0.047773692	0.022183270699999997	-0.08948572169999999	-0.0261314444	0.0867086524	-0.1162832816	0.047236332199999995	-0.1021399392	0.1716410569	-0.0789918533	0.10057392050000001	-0.0017704389000000001	-0.049577206299999996	0.0474358925	-0.0415620929	-0.1069999098	-0.138483624	-0.142388233	-0.009332137800000001	0.0087819046	-0.021039379599999998	0.0877707221	-0.11545922800000001	-0.0602809442	-0.0449551671	0.0045266698	-0.06213597780000001	-0.0696792349	-0.0367544448	0.1236698119	-0.0208555449	-0.0403073336	-0.0766028504	0.0697599888	0.0822392441	-0.046344954800000004	0.0268196947	-0.1880470329	-0.1300031082	0.0104456538	-0.0007833526	-0.090581989	-0.0751708942	-0.0667201781	-0.0842250234	0.0636418539	-0.0569794962	-0.057010095199999986	-0.1666543887	0.0438264603	0.102219257	0.065673207	-0.030122065099999998	0.0794396603	-0.06443756070000001	-0.0982116214	0.1068225743	0.103810905	0.0988541933	0.09204531	0.0	-0.00748153	-5.666000000000005e-05	5.59732911409e-05	3.210355600000005e-09	-0.013142	-0.06758439999999999	0.00017271216400000002	0.004567651123359997	0.0282392	-0.050179000000000015	0.002517932041000001	0.00079745241664	0.000453594	0.001044958	2.0574751683600004e-07	1.0919372217640005e-06	3.41047e-05	0.0005594417	3.1297501569889e-07	1.16313056209e-09	0.0	0.000174405	0.0	3.0417104025000006e-08	0.0
693.2124632339172	-0.6894844822197683	0.475388851221862	480543.519182835	999.51408392936	1.7065089808311311	2.9121729016573066	999028.4039731476	720.9948948291553	-1.6828872702847093	2.8321095644863203	519833.6383697048	752.2292751836917	625.5687115192412	1.150493	17.691151	0.127076245	0.076698	0.0016269733	0.1000998053	0.028350979199999998	-0.0410180821	0.0377460732	-0.08574458789999999	0.0129179927	0.0623718766	0.0318923345	-0.036016549700000004	0.1101787263	-0.0707947239	0.0383812422	-0.0907118464	-0.06181387660000001	-0.0072936869	-0.05192795309999999	-0.0812714014	0.055005682	-0.036019385	0.0189103031	0.0380831665	-0.0410438811	0.061401082300000014	-0.0330113973	0.0336607874	0.0024801358	-0.035744629900000005	0.059978428499999986	-0.16666466230000002	-0.1142816515	-0.147323552	0.044634235099999996	0.0242254489	0.0424450543	0.0237799192	0.0038441552	0.09846744589999999	0.0676846686	0.0298377427	0.031135599	0.0467105784	0.06696673610000001	0.0169197148	-0.0181228329	-0.0828307971	0.08563057619999999	0.0088833619	0.0933225241	-0.0007683385000000001	0.0276583764	0.0562325434	-0.039764336000000004	-0.0229969356	0.0510250545	0.054677200499999995	0.0320994144	-0.0457577491	-0.13792274470000002	-0.021198497799999997	-0.0297993187	0.0433598089	0.027983450400000002	0.053054713899999995	0.1424954328	0.061621189000000014	-0.1443106819	-0.060401895	0.0557625625	-0.015073456399999999	-0.0528087409	0.0722642706	-0.0040301002	0.0753931562	0.0116339338	0.1144360312	0.10653580609999999	0.1026761034	0.096346511	0.0876992882	0.0	-0.00739899	8.253999999999987e-05	5.47450530201e-05	6.8128515999999795e-09	0.051742599999999986	0.06488459999999999	0.0026772966547599997	0.0042100113171599975	0.048903	0.0206638	0.0004269926304399999	0.002391503409	-6.02664e-05	-0.0005138604	3.63203896896e-09	2.6405251068816004e-07	-0.000280941	-0.0003150457	9.925379308849e-08	7.892784548099999e-08	0.0	0.0	0.0	0.0	0.0
