global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	cosine00	cosine01	cosine02	non_steady_state_outlier00	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16
818.1952343076705	n/a	n/a	669443.4414437838	1390.4805924471882	n/a	1933436.2779722838	n/a	825.8393010550003	n/a	n/a	682010.5511670114	1009.0970692877536	770.1436000088338	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	n/a	0.0	n/a	2.42157e-09	n/a	n/a	5.8640012649e-18	-1.1102200000000002e-08	n/a	1.2325884484000004e-16	n/a	-0.00017029	n/a	n/a	2.89986841e-08	-0.0	n/a	n/a	0.0	0.0	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
814.7920193743387	-3.4032149333318102	11.581871882452635	663886.0348361128	1347.831496634831	-42.64909581235725	1816649.7433208884	1818.9453736116284	826.9901240253374	1.1508229703371171	1.3243935090555452	683912.6652354429	993.5195093481597	769.1388398758845	1.091143	30.972534000000003	0.21041020868063004	0.140204	-0.1649736292	-0.08452138220000001	-0.0770950443	-0.0516471536	-0.1489463456	0.0632120902	-0.1340856462	0.0709145191	-0.1173873871	-0.074992976	-0.1163224813	0.059800563499999994	-0.050545548200000005	0.1128608806	0.1128439341	0.1128156919	0.0	-0.0165375	-0.0165375	0.00027348890625	0.00027348890625	0.036800699999999985	0.036800697578429985	0.0013542913422590632	0.0013542915204899995	0.102332	0.1023320111022	0.010471838224000002	0.010471840496220786	-0.00126509	-0.0010948	1.1985870399999998e-06	1.6004527081e-06	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
811.3442357616485	-3.4477836126901598	11.887211839934807	658279.4689036534	1327.3228539615045	-20.50864267332645	1761785.958648513	420.60442430218666	827.0797050898312	0.08958106449381376	0.00802476711584482	684060.8385714822	986.100919793347	733.2345267593756	0.987694	28.03611	0.1863065427	0.097339	-0.11731266189999999	-0.0934145455	-0.024502263700000002	-0.048449545499999996	-0.1217628181	0.0704409975	-0.1018939035	0.0497802819	-0.0775045761	-0.0437262048	-0.11643175380000001	0.0419379565	0.0050564028	0.1128156919	0.1126632248	0.11240926539999999	0.0	2.38277e-05	0.0165613277	5.677592872899999e-10	0.00027427757518678727	-0.0238658	-0.060666499999999984	0.003680424222249999	0.00056957640964	0.180981	0.078649	0.032754122361000004	0.006185665201	-0.0007881989999999997	0.0004768910000000002	2.2742502588100018e-07	6.212576636009997e-07	-2.43713e-05	-2.43713e-05	5.939602636900001e-10	5.939602636900001e-10	0.000107332	0.000107332	1.1520158224e-08	1.1520158224e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
811.9391535241635	0.5949177625150242	0.3539271441558827	659245.1890255352	1322.3660720450182	-4.956781916486307	1748652.0284957704	24.569686967605662	827.0774288496679	-0.0022762401633826808	5.181269281396415e-06	684057.0733125774	984.8690543847864	741.7556591371365	0.801006	22.736883	0.21801559	0.139289	-0.1158716311	-0.08689538470000001	-0.0099133277	-0.0409346815	-0.09584912050000001	0.0739481624	-0.0380152853	0.0785233346	-0.020435694	-0.0329939594	-0.0996040929	0.0386378693	0.0156844183	0.1127253327	0.1123020954	0.1115978766	0.0	-5.31473e-05	-7.6975e-05	2.82463549729e-09	5.925150625e-09	0.0914014	0.1152672	0.013286527395839996	0.00835421592196	0.213808	0.032826999999999995	0.045713860864000005	0.0010776119289999998	-0.00191704	-0.0011288410000000002	1.2742820032810005e-06	3.6750423616e-06	0.000136344	0.00016071530000000002	2.5829407654089995e-08	1.8589686336000003e-08	0.0	-0.000107332	1.1520158224e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
809.9911345157814	-1.9480190083821756	3.7947780570182736	656085.6379941626	1318.1806347647475	-4.185437280270662	1737600.1858687927	17.51788522707948	826.2736223635914	-0.8038064860764962	0.6461048670586444	682728.0990138508	980.8215324797524	721.1372067189781	0.8584149999999999	24.366457	0.28062844730000003	0.179844	-0.0818665654	-0.0691697218	-0.0017088727	-0.0340480979	-0.0906126913	0.0540308525	-0.0024463217000000002	0.0688427419	-0.011921721399999998	-0.014609181399999999	-0.0823203605	0.030468803	0.0300267481	0.1125898391	0.1117611244	0.1103844485	0.0	0.0126168	0.0126699473	0.00015918364223999998	0.00016052756458477728	-0.0154486	-0.10685	0.0114169225	0.00023865924196	0.355209	0.141401	0.126173433681	0.019994242801	-0.00195011	-3.3069999999999844e-05	1.0936248999999898e-09	3.8029290121e-06	0.000497424	0.00036108	1.303787664e-07	2.4743063577600004e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
809.8349994084167	-0.15613510736466196	0.024378171751774518	655832.7262668303	1318.649902478771	0.4692677140235446	1738837.5653072726	0.22021218742488324	825.7715278398139	-0.5020945237774868	0.2520989108073412	681898.6161909004	982.5139077348273	707.1336094189415	0.8562569999999999	24.305202	0.25231575	0.158164	-0.0602626054	-0.0762286348	0.001162518	-0.0275014241	-0.0806401649	0.0378202766	0.0303175771	0.0405424621	0.020897496499999998	-0.0169084494	-0.0800527239	0.0214196991	0.0106391556	0.11240926539999999	0.111041178	0.1087733526	0.0	-0.012646700000000002	-0.025263499999999998	0.00015993902089000004	0.0006382444322500001	0.124223	0.1396716	0.01950815584656	0.015431353729000001	0.379772	0.024562999999999998	0.144226771984	0.0006033409690000001	-0.00304555	-0.0010954400000000005	1.1999887936000003e-06	9.2753748025e-06	0.000336511	-0.000160913	2.5892993569e-08	1.13239653121e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
807.9317045297148	-1.9032948787018995	3.6225313952928784	652753.6391842904	1316.5020675521755	-2.1478349265955785	1733177.6938691528	4.6131948719038345	825.6847370051978	-0.08679083461606751	0.007532648973353583	681755.2849233425	979.4927258884276	700.5908435121988	0.75302	21.374781	0.21753112	0.146559	-0.0562623369	-0.0584018879	0.0012388336	-0.015624771	-0.0549507398	0.0287376414	0.0394358661	0.0499532845	-0.0888844465	-0.00034414360000000003	-0.0528398326	0.0184436473	0.0180016178	0.11218368390000001	0.1101434092	0.1067703929	0.0	-0.0126468	-9.99999999976714e-08	0.00015994155024000003	9.999999999534279e-15	-0.00996852	-0.13419152	0.018007364039910403	9.93713909904e-05	0.4432350000000001	0.06346300000000005	0.19645726522500004	0.004027552369000006	-0.00264825	0.00039730000000000017	1.5784729000000012e-07	7.0132280625e-06	0.000336741	2.2999999999998933e-07	5.289999999999509e-14	1.13394501081e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
808.7838563925636	0.8521518628488138	0.7261627973567036	654131.3263612271	1315.996102876216	-0.5059646759596035	1731845.7427853881	0.2560002533189066	825.3273672995492	-0.35736970564857984	0.1277131065153526	681165.263213605	981.1003364511598	700.4794268221211	0.662254	18.798346	0.21809102	0.113719	-0.0489094211	-0.0753570917	0.0056225001	-0.011183753500000001	-0.0833122645	0.0396060099	-0.0106032045	0.0279113354	-0.055254911	-0.0081840259	-0.077189891	0.022325326200000002	0.0022939233	0.11191318480000001	0.10906925560000001	0.1043827854	0.0	-0.0125108	0.0001360000000000007	0.00015652011664	1.849600000000019e-08	0.08812119999999997	0.09808971999999996	0.009621593169678392	0.0077653458894399955	0.398628	-0.044607000000000015	0.15890428238400006	0.0019897844490000013	-0.00339905	-0.0007507999999999997	5.637006399999998e-07	1.1553540902499997e-05	-0.000164445	-0.000501186	2.5118740659600004e-07	2.7042158025e-08	-0.00025318	-0.00025318	6.410011239999999e-08	6.410011239999999e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
807.6710679434564	-1.1127884491072564	1.238298132466533	652332.5539929232	1315.5476631676158	-0.44843970860006266	1730665.6540657748	0.20109817224930912	824.9135321524287	-0.4138351471204942	0.17125952899224106	680482.3355281961	978.8879497365826	705.1886746546878	0.686351	19.482347	0.2212013	0.111199	-0.0511115721	-0.0458832225	0.0046620764	-0.005370775699999999	-0.057731270999999994	0.0028736936	0.025873303599999998	0.0358321181	-0.0702041447	0.0024470847	-0.0434268482	0.0052977360999999995	0.0083701785	0.1115978766	0.1078204375	0.1016191316	0.0	-0.012682	-0.00017119999999999982	0.00016083312399999998	2.9309439999999933e-08	0.0271024	-0.06101879999999998	0.003723293953439997	0.0007345400857599999	0.490713	0.09208499999999996	0.240799248369	0.008479647224999994	-0.00282701	0.0005720399999999997	3.272297615999997e-07	7.9919855401e-06	0.000368861	0.000533306	2.84415289636e-07	1.36058437321e-07	0.0	0.00025318	6.410011239999999e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
807.8051693077815	0.1341013643251472	0.01798317591386586	652549.1915603735	1316.7263582500318	1.1786950824159703	1733768.3025103912	1.389322097311591	824.8141118562611	-0.09942029616763648	0.009884395290060551	680318.3191172328	980.1270017851086	693.6226440624655	0.6221939999999999	17.661242999999995	0.10070325	0.045536	-0.0317631023	-0.0765870509	0.0042939835	0.002277485	-0.0527148146	0.0115757002	0.0207256759	0.0322855738	-0.0463696947	0.0016381682	-0.045883529699999995	0.006377756	-0.0011098505999999999	0.11123788539999999	0.1063989547	0.09848938759999999	0.0	-0.0216098	-0.0089278	0.00046698345604	7.970561283999999e-05	0.043385400000000005	0.016283000000000006	0.0002651360890000002	0.0018822929331600005	0.47069	-0.02002300000000007	0.22154907609999994	0.00040092052900000274	-0.00301309	-0.00018607999999999995	3.462576639999997e-08	9.0787113481e-06	-0.000164445	-0.000533306	2.84415289636e-07	2.7042158025e-08	-0.000390003	-0.000390003	1.5210234000900005e-07	1.5210234000900005e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
