global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	a_comp_cor_47	a_comp_cor_48	a_comp_cor_49	a_comp_cor_50	a_comp_cor_51	cosine00	cosine01	cosine02	cosine03	non_steady_state_outlier00	non_steady_state_outlier01	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21
818.8876652031618	n/a	n/a	670577.0082218854	1377.9277480821713	n/a	1898684.8789348041	n/a	825.3900227002008	n/a	n/a	681268.689573038	1006.172937890444	784.3837685425011	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	-8.84289e-06	n/a	7.819670355210002e-11	n/a	-0.0363611	n/a	n/a	0.00132212959321	-1.37852e-06	n/a	1.9003173904000005e-12	n/a	0.0	n/a	n/a	0.0	-0.00025	n/a	n/a	6.25e-08	0.0	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
813.4221484359717	-5.4655167671900236	29.871873532435288	661655.591566192	1335.3873645590954	-42.54038352307589	1783259.4134240863	1809.6842302903863	825.9868602141858	0.5968375139849513	0.3562150180997371	682254.2932464888	992.5972701559483	786.5426644910199	1.313083	23.867071	0.09045509141	0.07178810000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	8.84289e-06	0.0	7.819670355210002e-11	0.033810400000000004	0.0701715	0.0049240394122500005	0.0011431431481600002	0.00777337	0.007774748520000001	6.04252811569e-05	6.044671454924219e-05	0.0	0.0	0.0	0.0	-0.0	0.00025	6.25e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
806.2840617440512	-7.1380866919205355	50.95228162137305	650093.988222485	1316.1976820907084	-19.189682468386987	1732376.3383409537	368.24391323751917	824.9616980653308	-1.0251621488549745	1.0509574314449488	680561.803274834	984.4685943608928	762.8661979351367	1.37729	25.034117	0.19322704	0.113755	-0.017310127800000002	-0.027986826200000002	-0.0534166438	0.0473142517	-0.0125506178	-0.24557463370000002	0.0891636707	-0.067478791	-0.0407473023	0.0277066102	0.0630875593	-0.1389481458	0.0136220975	-0.0332515435	0.014486292	-0.0342918383	0.055004455599999995	-0.050234328700000004	0.0064938156	-0.0045724261	0.14715678699999998	-0.0313147377	0.0339892106	0.056118340700000005	-0.0215449998	0.0124459509	-0.0217397697	0.061353362	-0.0716120917	0.0062566836	-0.08100677070000001	0.034006728300000004	-0.0046682294000000004	0.0226002	-0.027861901499999998	0.011226141299999999	-0.09629064609999999	0.0525107625	-0.040459976099999996	0.0798273714	-0.0010673205	-0.0935100016	0.08220891429999999	-0.029361706600000002	0.170504157	-0.0379474186	0.1133295198	-0.01635972	0.1160650547	0.10126912460000001	-0.0199661217	0.011854078600000002	-0.0043598451	0.0633657275	-0.0356128224	0.0161924847	0.10814305130000001	0.1081293633	0.1081065512	0.108074617	0.0	0.0	-0.00668479	-0.00668479	4.468641734410001e-05	4.468641734410001e-05	-0.0427671	-0.07657749999999999	0.005864113506250001	0.0018290248424099999	0.0936737	0.08590033	0.008774762071690001	0.007378866694108898	0.000196121	0.000196121	3.8463446640999986e-08	3.8463446640999986e-08	-7.35314e-05	-7.35314e-05	5.40686678596e-09	5.40686678596e-09	-0.000211636	-0.000211636	4.4789796495999995e-08	4.4789796495999995e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
803.442231172721	-2.8418305713302057	8.076000996146966	645519.4188318001	1307.938154626459	-8.259527464249459	1710702.2163276668	68.2197939326911	824.0638053948303	-0.8978926705004824	0.8062112477384878	679081.1553618087	981.950879580193	755.7046962846562	1.14829	20.871735	0.22750538	0.133517	0.0188005188	-0.1046931075	0.0266682858	0.1014431636	-0.0026005683	-0.1134540581	0.063620808	-0.1723651773	-0.0044338916999999995	0.13865372210000002	0.0339520577	-0.0190314728	-0.0579246483	0.0364185343	0.0837557621	-0.0034066682	-0.0030138913	-0.013451231299999998	-0.0955708955	-0.061952954299999995	0.0375793997	-0.1419391764	0.0207505227	-0.0204941087	-0.0156980687	-0.1266076219	-0.0886705992	-0.0808312435	0.0010217924	-0.11809712189999999	-0.0515080762	-0.11440295630000001	0.1043323395	0.1944425143	-0.0032395984000000004	-0.0654467744	0.0185149215	-0.0701465952	-0.051178090700000005	0.07938520980000001	0.0001494942	-0.1732116177	0.0269367001	0.0203117954	0.041219688399999996	0.0489593246	0.016699661	-0.1106540353	0.1018015917	0.0508999944	-0.1064005852	-0.0080996649	-0.0386630415	-0.0773671672	0.036142147799999996	0.12038353789999999	0.1081065512	0.10798339369999999	0.10777823519999999	0.1074912313	0.0	0.0	-0.0250202	-0.01833541	0.00062601040804	0.0003361872598681	0.0651411	0.10790819999999998	0.01164417962724	0.00424336290921	0.141226	0.047552299999999985	0.019944783076	0.0022612212352899987	-0.0006950410000000001	-0.0008911619999999999	7.941697102440001e-07	4.830819916810001e-07	-1.10741e-23	7.35314e-05	5.40686678596e-09	1.2263569081e-46	-0.00010214	0.00010949600000000001	1.1989374016e-08	1.0432579599999998e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
800.8194715571345	-2.6227596155864603	6.878868001151237	641311.8260250482	1304.0598927209246	-3.878261905534373	1700572.2038033097	15.040915407919107	824.0746399134189	0.010834518588580977	0.00011738679304630672	679099.012148431	982.0630769379367	736.2407436178759	1.0967650000000002	19.9352	0.17054204	0.122984	0.0708518195	0.0074891333	0.0768636644	0.0140658047	-0.0646692145	-0.1442497135	0.04851816900000002	0.0525704762	0.0170709001	0.0473049529	0.0201933179	0.0146253779	0.056002560599999994	0.0086835611	-0.0463125807	-0.1252974908	0.054432234100000004	-0.059076953200000004	-0.0029475848	-0.0022693507999999997	0.078248483	0.0119532698	0.1208303131	0.1559014576	-0.028221092799999997	-0.034478280800000004	0.1198005659	-0.0499460544	-0.136598647	-0.085561018	-0.0915027099	-0.0613128979	-0.047124512800000004	-0.1498456126	-0.040121198399999995	0.028891427200000007	-0.097595314	-0.08488439210000001	0.0067626658	0.0953208558	-0.0188652938	-0.0930049822	-0.0009013063	0.0116299093	0.1365829926	-0.0822260818	0.024839473900000002	-0.098763128	-0.07937048049999999	0.0408428163	0.1530114949	0.1140282428	0.0986772945	0.0010575559	-0.0579112191	0.0312093559	0.1080335633	0.10769165160000001	0.1071226002	0.1063276091	0.0	0.0	-0.0264201	-0.0013998999999999956	0.0006980216840099997	1.959720009999988e-06	-0.0540987	-0.1192398	0.01421812990404	0.0029266693416900003	0.168766	0.02754000000000001	0.028481962756	0.0007584516000000005	-0.000289893	0.00040514800000000014	1.6414490190400007e-07	8.4037951449e-08	-0.0	1.10741e-23	1.2263569081e-46	0.0	-6.00412e-05	4.2098800000000004e-05	1.7723089614399996e-09	3.60494569744e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
801.4744129717682	0.6549414146336403	0.428948256602314	642361.2346484404	1296.8740692471886	-7.185823473736036	1681882.3514857616	51.63605899569585	822.8616072122372	-1.2130327011816462	1.4714483341360411	677101.2246239062	978.7630474820244	731.6388531254182	0.990787	18.008898000000006	0.16346903999999998	0.110524	0.09003354029999999	-0.0347708998	0.028927795899999997	0.0787695404	0.0232333631	0.0638634651	-0.0558539327	-0.0111051909	0.06690095559999999	0.0378161208	0.0131483994	0.1162551028	0.0311951283	0.1281170276	0.0070704322999999986	0.0252186408	-0.0214759191	0.0640921201	0.08461150449999999	-0.0333268627	0.030499909500000002	0.0276666885	0.021358489900000003	-0.0825269506	0.0378875825	-0.0642274743	-0.120267796	-0.042025342400000006	0.1075770332	-0.0263010965	0.0061980764	-0.110939905	-0.0906398809	-0.0008675730000000001	0.04938369	-0.0266480892	-0.030206527200000007	-0.07949129320000001	0.0226490361	0.044115334900000004	-0.0195221407	-0.0317751272	-0.0172252652	0.0970380659	-0.08546208529999999	0.015722929899999998	-0.05927921980000001	-0.1004091395	0.052367459000000005	0.0091395168	-0.0421431843	0.0675608514	-0.1155868423	-0.0651263633	0.0699411573	-0.08820761640000001	0.1079241123	0.10725453089999999	0.10614163730000001	0.1045900315	0.0	0.0	-0.0418338	-0.01541370000000001	0.0017500668224400006	0.0002375821476900003	0.0499469	0.10404560000000002	0.01082548687936	0.0024946928196100003	0.162521	-0.0062450000000000006	0.026413075441	3.9000025000000015e-05	-0.000666022	-0.000376129	1.4147302464099993e-07	4.43585304484e-07	5.29396e-23	5.29396e-23	2.80260124816e-45	2.80260124816e-45	-0.000439207	-0.0003791658	1.4376670388963995e-07	1.92902788849e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
801.6217709240277	0.14735795225954007	0.02171436609412489	642597.4636193743	1292.7791513524867	-4.094917894701894	1671277.9341716557	16.76835256434979	822.8693358354973	0.007728623260049972	5.973161749578545e-05	677113.9438583524	980.02655066283	742.4886323270537	0.919093	16.705769	0.0918411	0.0788962	0.0518529313	-0.0255678058	0.0330437418	-0.0621256809	0.0283217583	0.1009963912	-0.09822982	0.006547983100000001	0.0546079646	-0.0186966443	-0.0255447657	0.1541828926	0.0015477059	0.0666932433	0.0426487657	-0.0152654453	0.0824483174	-0.0213241577	0.1050558493	0.10312706449999999	-0.0193144805	0.1314618866	-0.0594039742	-0.0175048672	-0.1029799885	0.06491110209999999	0.0020563460999999997	-0.0589013454	0.0290200587	-0.1135970505	0.026264964900000003	0.06396133030000001	0.053556553099999994	0.050703954800000006	-0.0810712001	-0.0001540193	0.050106198600000006	-0.08624482050000001	-0.06305436269999999	-0.1077506023	0.0177642692	0.0280524458	-0.0562824656	0.09146454009999999	-0.1052106267	-0.0663919902	-0.016934211299999998	-0.051954090700000004	-0.0475550261	-0.013744805300000001	0.0974298993	-0.0653295767	0.0242155517	0.1011963225	-0.0614324754	-0.0143370727	0.10777823519999999	0.1066726216	0.1048383259	0.10228787810000001	0.0	0.0	-0.0418338	0.0	0.0017500668224400006	0.0	-0.028489	-0.07843589999999999	0.006152190408810001	0.0008116231209999999	0.170534	0.008012999999999992	0.029081845156	6.420816899999986e-05	-0.000558178	0.00010784399999999997	1.163032833599999e-08	3.11562679684e-07	-4.7618899999999986e-23	-1.0055849999999998e-22	1.0112011922249996e-44	2.2675596372099988e-45	-0.000439207	0.0	0.0	1.92902788849e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
800.9698792387213	-0.6518916853063956	0.4249627693716128	641552.7474476919	1296.9251410089075	4.145989656420852	1682014.8213809747	17.189230231148695	822.7459667838349	-0.12336905166239374	0.015219922908078382	676910.9258590671	975.9887210990804	745.2031199768945	1.17893	21.428659	0.28749425	0.183915	0.057782944100000004	-0.0675937581	0.0024419326999999998	-0.148757723	-0.0119250237	0.0362904136	-0.042083889699999995	0.057722855499999996	0.07464057	-0.014820138200000001	0.0160917187	0.0962290468	-0.023946725800000002	-0.0755412043	0.0155499081	0.054282837199999996	-0.0314290935	-0.0800555563	0.0758678066	-0.014266496100000001	-0.0244378657	0.0716078627	-0.0393496111	-0.0741189281	-0.0557146714	-0.0482435501	-0.0051420929999999995	0.1655613902	-0.055664103099999994	-0.0135808657	-0.058398234699999996	-0.06233659730000001	0.0920646725	-0.0846658644	0.0550948823	0.14985055519999999	-0.0028608948	0.1158226983	0.0577281626	0.1166880517	-0.0682320946	0.067663784	-0.016568636100000003	0.0529557095	-0.082118268	-0.0113318232	0.0297457584	0.0884582201	0.2120227385	0.0520103979	0.0147589822	0.10977977779999999	-0.11421688710000001	0.09437145640000001	0.1653362707	0.0362140675	0.107595981	0.1059467092	0.1032166238	0.0994335757	0.0	0.0	-0.032073500000000005	0.0097603	0.0010287094022500003	9.526345609e-05	0.0259096	0.0543986	0.0029592076819600003	0.0006713073721600001	0.0383951	-0.13213889999999998	0.0014741837040099994	0.017460688893209998	0.000989347	0.001547525	2.3948336256250004e-06	9.78807486409e-07	0.000214663	0.000214663	4.6080203569e-08	4.6080203569e-08	-0.000500948	-6.174100000000003e-05	3.8119510810000036e-09	2.50948898704e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
810.0969015424762	9.12702230375487	83.30253613323886	656256.9898887203	1335.1403847114075	38.215243702499954	1782599.8468873254	1460.404851241462	826.2799700570697	3.5340032732348163	12.489179135234394	682738.588917512	1005.2814015925508	786.5436146535463	3.137978	57.037025	0.8327609	0.454458	-0.2770960169	0.19879130190000002	0.10299462529999999	0.0298368948	0.5513818622	-0.3550258961	0.2187510534	0.0644456702	-0.28668465120000003	0.0117158822	-0.2913180876	0.022863553999999998	0.0346250992	-0.0094706264	-0.1795993193	0.1624248284	-0.1719548456	-0.1731739793	-0.1823427583	0.1432059806	-0.0599329137	-0.0712530759	-0.19004762719999999	0.0177516281	0.026693026600000003	0.0802291814	-0.0336614353	0.0326903378	0.08503739310000001	-0.0348949867	0.2479188614	-0.0318102071	-0.047564286399999996	0.0489199121	0.0396968336	-0.08709481869999999	-0.0056816713	0.106571283	-0.0731689298	-0.0371573761	0.5820399556	0.011461331399999998	0.11258296289999999	0.0316002544	0.3083523219	-0.28085987079999997	0.0768394595	-0.0299220133	0.08774573449999999	0.15278126849999998	-0.17462338239999994	-0.118021495	-0.051192809000000006	-0.004552181	0.0802442055	-0.169060359	0.10737741140000001	0.10507777380000001	0.1012814563	0.09604253189999999	0.0	0.0	0.0392727	0.0713462	0.00154234496529	0.005090280254439999	-0.206299	-0.23220860000000001	0.053920833913959985	0.04255927740099999	-0.261938	-0.30033309999999996	0.068611515844	0.09019997095561	0.00362133	0.002631983	6.927334512289e-06	1.31140309689e-05	0.000573982	0.00035931900000000003	1.2911014376099998e-07	3.2945533632399996e-07	0.00108521	0.0015861579999999998	2.515897200964e-06	1.1776807441000003e-06	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
811.6393167262604	1.5424151837842146	2.3790445991680924	658758.3804558709	1300.7069783643215	-34.43340634708602	1691838.643565643	1185.6594726635435	828.7812992485617	2.5013291914920046	6.256647724210046	686878.441984134	981.1368945818064	786.2417796909652	2.715343	49.355061	0.7220098172	0.414282	-0.129963689	-0.0168848199	-0.0318149562	-0.030086132	-0.2193295898	-0.1212548549	0.19895912100000002	0.1192298506	-0.21959956690000002	-0.0621721155	0.0828600388	-0.0387270295	0.0035551969	-0.1205923215	-0.0167879068	0.0600064502	-0.0486100308	0.1385408184	-0.0436814036	-0.08908517369999999	0.0630390771	-0.1722430003	0.0354066033	-0.047963908	0.0415423116	0.1673917992	0.0521658319	-0.027310116800000003	0.031124084500000006	0.0408889582	-0.09701863529999999	0.0200426578	-0.049400408	-0.1772484295	-0.0309289318	-0.1741189865	-0.0382056585	0.0977604944	-0.0146735151	0.0344534305	-0.1040272183	0.0175895107	0.1519420395	-0.3257730445	0.043972950499999996	-0.077778238	0.13848939359999998	-0.1036251133	-0.284164412	0.0571262575	-0.1629092613	0.0830932603	0.1867463239	0.0432645233	0.0329872068	-0.0482567899	0.1071226002	0.1040669883	0.09903870029999999	0.09213305150000001	0.0	0.0	-9.48172e-05	-0.0393675172	8.990301415839999e-09	0.0015498014104922961	0.0100768	0.2163758	0.046818486825639986	0.00010154189823999997	0.0202145	0.28215250000000003	0.00040862601025000005	0.07961003325625003	0.00116953	-0.0024518	6.0113232399999974e-06	1.3678004209e-06	0.000270931	-0.00030305100000000004	9.183990860100003e-08	7.340360676099997e-08	0.000157781	-0.0009274289999999999	8.60124550041e-07	2.4894843961000005e-08	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
