global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	a_comp_cor_47	a_comp_cor_48	a_comp_cor_49	a_comp_cor_50	a_comp_cor_51	a_comp_cor_52	a_comp_cor_53	a_comp_cor_54	a_comp_cor_55	a_comp_cor_56	a_comp_cor_57	a_comp_cor_58	a_comp_cor_59	a_comp_cor_60	a_comp_cor_61	a_comp_cor_62	a_comp_cor_63	a_comp_cor_64	a_comp_cor_65	a_comp_cor_66	a_comp_cor_67	a_comp_cor_68	a_comp_cor_69	a_comp_cor_70	a_comp_cor_71	a_comp_cor_72	a_comp_cor_73	a_comp_cor_74	a_comp_cor_75	a_comp_cor_76	cosine00	cosine01	cosine02	cosine03	non_steady_state_outlier00	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11
740.3552441818389	n/a	n/a	548125.8875875503	986.0320422547301	n/a	n/a	972259.1883530336	769.6333341280448	n/a	n/a	592335.4690010507	781.0453775497572	651.6187026964183	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	n/a	0.0	n/a	0.0	n/a	0.0	n/a	0.0	n/a	0.0	n/a	0.0	n/a	n/a	0.0	-0.0	n/a	0.0	n/a	0.0	n/a	0.0	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
733.5782489060887	-6.7769952757502105	45.92766496754066	538137.0472681235	953.1057777819886	-32.92626447274142	1084.138892128914	908410.6236414096	768.0723618504883	-1.560972277556516	2.4366344512999767	589935.1530385874	778.0919127813862	642.0861364403693	1.389616	24.213926	0.130324675	0.0752209	-0.0957986324	-0.145811315	-0.0263406316	0.047734623899999995	0.0757576904	0.2094545004	-0.0730480925	-0.0624613545	-0.0850533948	-0.0625873748	-0.14123104279999998	0.077256166	-0.0725851988	0.1622846537	0.0016465054999999999	-0.16617124560000002	0.027106639300000002	-0.0536759407	0.026950568199999997	-0.0099416946	0.0484047305	-0.1601019938	0.0766328125	0.0351271145	-0.10375138240000001	0.042463761600000004	-0.10697947390000001	0.1218251058	-0.0330555274	0.0670767439	-0.0624707907	0.036869810499999996	-0.022859832000000004	0.049161502	-0.0567826459	0.0333889913	-0.07282459200000001	0.058489437699999994	-0.0599382293	0.1859716992	-0.1759130777	0.0014842123	0.14894571980000001	-0.0702990486	0.0563501227	-0.10632120800000001	0.0508715624	0.10047853539999999	-0.0310356079	0.0105558471	-0.13962309550000002	0.1241942884	-0.1226423253	0.0891691984	-0.0348352595	0.0711494687	-0.13127971859999998	0.008745386899999999	-0.1461920035	0.0879000583	-0.0557013045	0.0167698012	-0.0456390909	0.062436583399999995	-0.042010226500000004	0.2202694207	-0.0774747468	0.0519335911	-0.051434959100000004	0.1747396346	-0.1035551295	0.0813951861	-0.05038501	0.1344579753	-0.0766875064	0.0019339545	-0.0642621512	0.0588128611	-0.0162544877	0.0581520119	-0.0532101919	0.1078282764	0.10781478650000001	0.10779230449999999	0.1077608324	0.0	0.0201976	0.0201976	0.00040794304576000003	0.00040794304576000003	-0.02944	-0.02944	0.0008667135999999997	0.0008667135999999997	0.0687307	0.0687307	0.004723909122490001	0.004723909122490001	7.767350000000001e-05	7.767350000000001e-05	6.0331726022500005e-09	6.0331726022500005e-09	0.000161454	0.000161454	2.6067394116e-08	2.6067394116e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
732.1844447969758	-1.3938041091129207	1.9426898945800624	536094.0612026557	941.2382431519884	-11.86753463000025	140.83837819425517	885929.4303718415	768.1930943121216	0.12073246163333805	0.014576327292045447	590120.6301488322	777.6673849499309	639.3367247239413	0.937037	16.327772	0.218470525	0.13404700000000005	-0.11513828820000001	-0.1472682119	-0.012868806299999999	0.0462527291	0.084958274	0.0788516234	-0.0510775946	-0.1206393058	-0.0099407373	-0.036779068399999996	-0.058973841799999996	0.0300142082	-0.06782667190000001	0.0753460176	0.040520077200000004	-0.1865755775	0.011846102800000001	0.0644465434	-0.0881181835	-0.0473407659	0.05434444099999999	-0.046084715199999994	-0.0712911227	-0.043310613600000006	-0.12144978769999999	-0.0482484922	-0.0586647934	0.14017231859999998	-0.0219527242	-0.0986750381	0.0104450614	-0.12342895949999999	-0.0748553063	-0.0298321776	0.06401606480000001	-0.0035026371000000003	-0.0083608911	0.056978191799999994	-0.1279428071	-0.0472172268	-0.0532338108	-0.048100233	0.09946029349999999	0.18641302629999998	0.19285908570000002	0.053755277000000004	-0.0563668204	0.0349431484	-0.0139726237	0.0352316466	-0.0673813161	0.0480858333	-0.1153261416	-0.043008592199999994	0.0350919571	0.0150758773	-0.1880476675	-0.0799971107	-0.1567517483	0.1085017886	-0.1370887415	-0.0421896765	-0.017632181299999997	-0.0203006996	0.033366839	0.17287569449999998	-0.075109059	0.0044828337	0.06786284349999999	-0.031556526099999996	-0.0325545739	0.026866397	0.0566829796	-0.159889817	0.0242229566	0.0126130076	0.0689221442	0.2493713689	-0.0228906766	-0.0100291912	0.050811139000000005	0.10779230449999999	0.1076709289	0.1074687374	0.1071858817	0.0	0.0204816	0.0002839999999999996	0.00041949593856	8.065599999999974e-08	0.0882627	0.11770270000000001	0.00779030421129	0.013853925587290001	0.092941	0.02421029999999999	0.008638029480999999	0.0005861386260899997	-0.0011355	-0.0012131735	1.4717899411022499e-06	1.28936025e-06	-0.000150843	-0.000312297	2.2753610649e-08	9.7529416209e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
730.1821948550984	-2.0022499418773805	4.0090048297479735	533166.0376834088	933.5006022422102	-7.737640909778179	59.87108684867289	871423.374386569	768.4364246296452	0.24333031752360054	0.05920964342613628	590494.5386975924	776.338914926126	628.6950977408112	1.009416	17.58897	0.26081095000000004	0.12379200000000005	-0.07853491809999999	-0.0816059849	-0.0566265381	0.0418768837	-0.0595596122	0.014838315	-0.0847608434	-0.07483257780000001	-0.0894665064	-0.029212867400000002	-0.0701952758	0.0530807839	-0.0322403293	0.0549297921	-0.0086743202	-0.24199186379999998	0.11082299720000001	-0.026783042599999998	-0.14558157630000002	0.1002882728	-0.006258026999999999	-0.1113414329	0.1535105218	-0.0971661178	-0.075975997	-0.0666271604	-0.023422532599999997	-0.0406392482	-0.0631135578	-0.103445317	-0.09964257800000001	0.0609690797	0.08374742	-0.0854325741	0.0669214929	-0.0105639587	0.09772221519999999	-0.015416396200000003	0.0822399976	0.0678680002	0.0296740626	0.0486228561	0.1428989265	-0.0859068032	0.0916650105	0.1438291174	-0.0699581167	-0.0618817771	-0.0602884845	-0.0534341651	-0.024973533399999998	0.1342696216	-0.0049655503000000005	0.0224434158	-0.07158335	0.1137815759	-0.1293647889	0.0734269555	-0.19128192859999998	0.0063773497999999994	-0.07880802860000001	0.0100330059	-0.0401782019	0.028722150499999998	-0.10353352689999999	0.024845836899999998	-0.10508542779999999	0.0223870987	-0.0289780963	-0.0193549278	-0.1050108116	0.0452483941	-0.0193750595	0.0415852714	0.0362522563	-0.0971737058	-0.08278190860000001	0.0668455438	0.0924049675	0.035140730099999996	0.0748808608	0.1077203727	0.10738340560000001	0.1068225743	0.10603904800000001	0.0	0.0239561	0.0034744999999999984	0.0005738947272099999	1.207215024999999e-05	-0.0213333	-0.109596	0.00045510968889	0.012011283215999998	0.13247799999999998	0.03953699999999999	0.017550420483999997	0.001563174368999999	0.000417837	0.0015533370000000001	2.4128558355689997e-06	1.7458775856899994e-07	0.000233662	0.0003845050000000001	5.4597930244000004e-08	1.4784409502500006e-07	0.000226227	0.000226227	5.1178655529000005e-08	5.1178655529000005e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
729.6082153806392	-0.5739794744591791	0.3294524371004354	532328.1479509212	933.4512409626857	-0.04936127952453262	0.002436535916299043	871331.219254778	768.4226414387465	-0.013783190898720932	0.00018997635135058349	590473.3558757004	777.0620294052081	621.9616862523965	0.789354	13.754416	0.1268415	0.0933543	-0.0716997231	-0.0586138878	-0.060508632	0.0339330575	0.0233778972	-0.0039857534	-0.0237424437	-0.1378718977	-0.022077359900000003	-0.0244453961	-0.0167273052	0.0914459941	0.0383096012	0.0424409739	-0.039456183799999996	-0.16338400460000002	0.035602631	-0.0345864524	-0.000887416	-0.014236566899999999	-0.0320290651	-0.1289267649	-0.0403978459	-0.0044926066999999995	-0.0455501372	0.1350116203	-0.025537400099999996	-0.0065696725	0.0322923361	-0.1008144165	0.0382773819	0.021022822400000002	0.0520909025	-0.0612509906	-0.0701783992	-0.1609455262	-0.0120585779	-0.0648718876	-0.0280291048	-0.0047946761999999995	0.1576267446	-0.036688773	0.1515962612	-0.0708488674	-0.0170409269	-0.0657007738	0.122523848	0.0524282596	-0.0194696363	0.0328835564	-0.0535505524	0.0939710986	-0.0597815582	-0.0429098486	0.0206848729	0.042043367000000005	-0.0763417058	3.10247e-05	-0.06270730620000001	-0.007858425300000001	-0.0907740458	-0.0393169343	-0.16005075859999998	-0.0015362926	0.023801648199999997	0.09433690210000001	-0.0668896155	-0.052631558200000005	-0.0094946414	-0.0050736413	-0.1050666249	0.0308704245	-0.0588175307	0.0365508159	0.0185099291	-0.051247841100000004	0.0893575259	0.0834741351	-0.044777861399999994	0.053036104	0.0601193842	0.107612505	0.10695260029999999	0.105855755	0.1043264501	0.0	0.0411607	0.017204599999999997	0.0016942032244899993	0.00029599826115999983	0.0715422	0.0928755	0.005118286380840001	0.008625858500250001	0.129588	-0.0028899999999999764	0.016793049743999998	8.35209999999986e-06	0.000281537	-0.00013629999999999995	1.8577689999999987e-08	7.926308236900001e-08	0.000369943	0.000136281	1.36857823249e-07	1.8572510961000002e-08	0.000231074	4.8469999999999885e-06	5.3395193476e-08	2.3493408999999895e-11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
729.9965189430037	0.3883035623645128	0.15077965654497108	532894.9176689031	935.0314267337953	1.5801857711096543	2.4969870712174136	874283.7689798368	768.9972346864087	0.5745932476621647	0.3301574002589537	591356.7469553435	776.2263599024287	623.0480301652511	1.111399	19.366018	0.16898914999999998	0.07626439999999997	-0.04807894769999999	-0.051915574400000004	-0.0230295986	0.015283196499999999	-0.1194974681	0.0326683738	-0.0976965032	0.007143742700000001	-0.0225080289	0.0103557328	-0.0859964494	0.0357329682	0.1228946811	-0.1168112992	-0.011998734099999998	-0.0487691767	0.032655783	-0.08496178720000001	0.014157782800000001	0.10369646800000001	-0.0249523881	-0.1169627664	-0.09703912869999999	0.0293665379	-0.0029610124	-0.0514634474	0.2164455036	-0.09593558029999999	-0.1268422869	0.12818867550000002	-0.09083970539999996	-0.020444870100000002	0.135309012	-0.0320578268	0.050186087000000004	0.0059685515000000005	-0.042648211	-0.045618015199999994	-0.1986506264	-0.1158212165	-0.057355920899999996	-0.0375110416	0.0110617609	-0.09673601289999999	-0.0273138937	-0.0387484364	0.09080528449999999	0.0408395131	-0.0407882043	-0.121218063	0.0223100976	0.1121701932	0.0802137857	-0.021738625600000002	-0.0027417771999999996	0.1073952214	-0.0048885548	0.0606667172	0.0300186656	-0.1199840925	-0.0485004121	0.025440959300000003	-0.0242487056	0.0515736792	-0.0422715878	0.0089529928	0.0864493972	-0.049104456399999996	0.0039670415	-0.0972561245	0.0631642957	-0.0552718855	0.1816506653	0.2685814077	0.112028591	-0.025053155499999997	0.0158016984	0.0645869275	0.1103264212	0.1311893036	0.0026515501	0.1074687374	0.1063790877	0.1045711815	0.10205722539999999	0.0	0.0412432	8.249999999999924e-05	0.0017010015462399994	6.806249999999874e-09	0.0454762	-0.02606600000000001	0.00206808476644	0.0006794363560000003	0.16868	0.03909199999999999	0.028452942400000004	0.0015281844639999992	0.0016932099999999995	0.0014116729999999994	1.9928206589289986e-06	2.866960104099998e-06	0.0007464499999999997	0.0003765069999999997	5.571876024999996e-07	1.417575210489998e-07	0.000517867	0.000286793	2.68186229689e-07	8.225022484899999e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
730.4336515911937	0.4371326481899587	0.1910849521135662	533533.3193768453	936.5743312009598	1.5429044671644758	2.380554194796096	877171.4778645252	768.0098711428788	-0.9873635435299092	0.9748867670919392	589839.1621729012	776.4115405724136	624.5276396859101	0.943173	16.4347	0.08827124999999998	0.0518013	-0.027759757700000002	-0.0591884217	0.0161623602	0.0033117771999999998	-0.034927844900000005	0.015146752	0.0007005380999999999	-0.0700919084	-0.0020724653	-0.052316974800000006	-0.0638652911	-0.0217737257	0.1182906665	-0.0280479165	-0.0653214859	0.1427196721	0.11220296449999999	-0.2515810729	-0.1084788289	0.0879444787	-0.09862526960000001	-0.0592909666	0.0019442648999999999	0.026329359700000003	-0.0007581071000000001	-0.011908233600000002	-0.1637458202	-0.0501445991	-0.0764109766	0.010252684599999999	-0.1274823863	0.0233438575	0.017474846699999998	-0.1963757208	-0.04558707519999999	0.0164562849	0.0133623047	0.0032996777000000002	-0.0607389717	-0.010790102	-0.1265463499	0.1381286348	-0.038660882599999995	0.0778169911	-0.20404664120000002	0.0206160256	0.054480547000000004	-0.0850818408	-0.048806191500000005	-0.0378263671	-0.0231846051	0.1112173829	-0.0226563911	0.0766962471	-0.010855476000000001	0.1316308561	0.05350465099999999	0.0540361925	0.21909014940000002	-0.1085081368	-0.027523536499999997	-0.09466801470000001	0.0299256121	0.12294353890000001	-0.1230536918	0.1598158894	-0.0670178557	-0.0331030011	0.1069572857	0.0634516534	-0.05009264099999999	0.0195347547	-0.0180411388	0.0377732	0.13674697289999999	0.0518218368	0.0745707768	-0.12918708369999998	0.033381243399999996	0.0462517902	0.1961070044	0.1072891178	0.1056636333	0.10297271	0.0992434813	0.0	0.0496223	0.008379100000000006	0.00246237265729	7.020931681000014e-05	0.07192430000000001	0.026448100000000016	0.005173104930490002	0.0006995019936100009	0.18177	0.013090000000000018	0.033040332900000004	0.00017134810000000048	0.00243443	0.0007412200000000006	5.494070884000008e-07	5.9264494249e-06	0.000686832	-5.961799999999978e-05	4.7173819622399996e-07	3.5543059239999732e-09	0.00052411	6.243000000000069e-06	2.7469129210000003e-07	3.897504900000086e-11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
731.4264386422328	0.9927870510391584	0.9856261287110288	534984.63514486	946.7033907246667	10.129059523706927	102.597846834798	896247.3100095809	769.1956400922431	1.1857689493643877	1.4060480012767234	591661.9327369157	778.9331462138048	628.6076780221068	1.0114280000000002	17.624029	0.262532185	0.12206	-0.0421842444	-0.0879557954	0.0246995866	-0.0078584907	0.0330597181	0.0694644353	0.0448772137	0.016687699	0.1096792043	0.0225034746	-0.08760376449999999	0.0668027553	0.2218106219	-0.006365960699999999	0.08602016289999999	0.1575292158	-0.0507959867	-0.057932608499999996	0.0362545358	-0.1634086166	0.027333467799999997	0.0216045528	0.08251353360000001	-0.1541197304	0.13524350470000002	-0.18667874739999998	-0.1084630807	0.17982497239999998	0.0952270633	-0.0763738838	-0.0641042137	-0.048907287800000004	-0.051529205300000006	-0.0714749829	0.092963967	-0.017122785800000002	-0.007104759	-0.053534449000000005	0.0129707725	-0.0915809107	-0.0586892687	0.0939897008	-0.0418725698	-0.0214324966	0.019719460600000002	0.003773285	-0.0604861093	-0.08645724119999999	0.0106930996	-0.0189520647	-0.0809377505	0.0263866798	-0.0550614287	-0.0341463596	0.2197573336	0.0790029416	0.08954058039999999	-0.0735619795	0.1955129218	0.015059174199999999	-0.1557745321	-0.0322282188	0.1564902487	0.0405475769	-0.1591533585	-0.0318703779	-0.15555824	-0.1639110533	0.0106484593	-0.0237626292	0.1361743307	0.022982573399999998	-0.0610424083	-0.1941030676	0.0356546539	0.14794448640000002	0.0592427225	0.010740133	0.0660849071	-0.0724557129	0.0455837871	0.1070737061	0.1048071914	0.1010651385	0.09590023019999999	0.0	0.0209502	-0.0286721	0.00043891088004000017	0.00082208931841	0.185113	0.1131887	0.034266822769	0.012811681807689998	0.145122	-0.03664800000000002	0.021060394884	0.001343075904000001	0.00137863	-0.0010558	1.11471364e-06	1.9006206769e-06	6.21643e-05	-0.0006246677	3.8644001944899995e-09	3.9020973542329e-07	0.00052411	0.0	2.7469129210000003e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
732.3138189649942	0.8873803227613735	0.7874438372240793	536283.5294470943	938.686244173024	-8.017146551642783	64.27463883051774	881131.864999658	768.602030186461	-0.5936099057821593	0.35237272024270405	590749.0808067495	776.6437855413451	628.1623299621732	1.293134	22.532732	0.156172185	0.11958599999999997	-0.056648665999999986	-0.0845136548	0.062217671399999994	-0.037912835299999996	-0.1515123853	0.0439459457	0.0089213514	0.06833128969999999	-0.0166391391	-0.037927023	-0.2151947875	0.0198818623	0.057405414	-0.17967744300000002	0.1448458156	0.040794837	-0.1077595093	-0.051514988399999996	0.041448586600000004	0.0051468997	-0.0057245276	0.0692123	0.0661285601	-0.055908911900000004	0.0771811896	-0.1349784108	-0.0803853258	-0.0147633954	-0.0131911023	0.2561474844	0.029836549900000002	0.0191480077	-0.1364874582	0.0289543102	0.1363895628	-0.0130370477	0.0375640988	0.10161618800000001	-0.1180656368	0.141658789	0.07066987599999999	0.0084017006	-0.1148552022	0.0155907069	0.0408880625	0.020434134399999998	0.0945010438	0.0758822453	-0.0888992324	-0.1960498614	-0.012037582199999999	-0.0088381557	0.1049103679	0.0275529581	0.070593242	0.1664898122	-0.0521642016	-0.0771546452	0.1187609273	0.12378545310000001	-0.0888899347	0.0834740809	0.1765105648	-0.0260676206	-0.06016152740000001	-0.1096302478	-0.025052965	-0.0362246721	0.0743645705	0.0015077445	0.1508727727	0.044669807	0.1466041516	0.0689494885	0.0012611737	-0.087795054	-0.07111887480000001	-0.1704282023	-0.0734768303	0.0527470971	-0.3074626253	0.1068225743	0.103810905	0.0988541933	0.09204531	0.0	0.0224946	0.001544399999999998	0.00050600702916	2.385171359999994e-06	0.0631781	-0.1219349	0.00399147231961	0.01486811983801	0.155299	0.010176999999999992	0.024117779401	0.00010357132899999984	0.00176507	0.0003864400000000001	1.4933587360000005e-07	3.1154721049e-06	0.000126042	6.38777e-05	1.5886585764000003e-08	4.080360557290001e-09	0.00052411	0.0	2.7469129210000003e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
732.3224592645872	0.008640299593025702	7.465477705724011e-05	536296.184343333	940.2226921015164	1.5364479284924073	2.3606722369686097	884018.7107426228	768.5396431118659	-0.06238707459510806	0.0038921470765355772	590653.1830345142	777.3685037413231	631.7978821229867	1.281644	22.332512	0.07569265000000001	0.0372537	-0.0422959898	-0.08729049130000001	0.0310501572	-0.0093320391	0.06596933940000001	0.0399759565	0.0668927795	-0.0849736518	-0.0044254025	-0.0294471002	-0.1021103597	0.059797983799999996	-0.1264340711	0.023154196800000002	0.050758068600000004	0.025057330099999997	-0.041525219	-0.16456563289999998	0.0278001017	-0.1161347311	0.0369859153	-0.08173637519999999	-0.0177469208	-0.1028187655	0.17433403170000006	-0.1002530837	-0.0036349193	-0.017968602	-0.008865439499999999	0.0510821491	0.0386235434	0.17733522219999998	-0.024536405	0.061361973	-0.1238917248	0.0098979382	0.018986396699999998	-0.044427282900000004	0.173370025	-0.0376006872	0.0099365323	-0.0022062126	-0.10229642929999999	-0.015500423999999999	0.06311621099999999	0.0107756017	-0.1433797748	0.0012152438	-0.0340983954	0.0199757177	-0.1075080538	0.050273015	-0.0079061638	0.1747214709	0.0320704026	0.082829945	0.0070629095999999985	0.0013142439000000002	0.0798915854	0.132183151	-0.0740579976	-0.0755617962	-0.0018879759	-0.1562575082	-0.0371436483	-0.0011972392	0.0699018349	-0.0066238980000000005	0.0160521533	0.13633597449999998	0.11740991460000001	-0.0430356973	-0.08328325	0.044920402000000005	-0.0998666406	0.0192645335	0.014791916899999999	-0.12011998310000001	0.0551764551	-0.10536012789999999	-0.0116832979	0.10653580609999999	0.1026761034	0.096346511	0.0876992882	0.0	0.0225293	3.470000000000209e-05	0.0005075693584900001	1.2040900000001449e-09	0.0301496	-0.0330285	0.00090899838016	0.0010908818122500005	0.162409	0.007110000000000004	0.026376683281	5.055210000000008e-05	0.00216377	0.00039870000000000015	1.5896169000000008e-07	4.6819006129000014e-06	0.000206524	8.048199999999999e-05	4.2652162576e-08	6.477352323999999e-09	0.0007553169999999999	0.0002312069999999999	5.705037704889997e-07	5.345667684899994e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
