global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	a_comp_cor_47	a_comp_cor_48	a_comp_cor_49	a_comp_cor_50	a_comp_cor_51	a_comp_cor_52	a_comp_cor_53	a_comp_cor_54	a_comp_cor_55	a_comp_cor_56	a_comp_cor_57	a_comp_cor_58	a_comp_cor_59	a_comp_cor_60	a_comp_cor_61	a_comp_cor_62	a_comp_cor_63	a_comp_cor_64	a_comp_cor_65	a_comp_cor_66	a_comp_cor_67	a_comp_cor_68	cosine00	cosine01	cosine02	cosine03	non_steady_state_outlier00	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04
674.2227722765814	n/a	n/a	454576.3466563189	1111.8455483252803	n/a	1236200.5233307432	n/a	671.6308761017663	n/a	451088.03373322607	n/a	760.5175470766942	622.0595282531109	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.24199e-09	n/a	n/a	1.5425391600999999e-18	0.0	n/a	0.0	n/a	3.82997e-10	n/a	1.4668670200899998e-19	n/a	0.0	n/a	0.0	n/a	-9.15721e-05	n/a	8.385449498409998e-09	n/a	0.0	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0
667.7456512014923	-6.477121075089143	41.95309742136396	445884.2546985049	1079.081693231563	-32.76385509371744	1164417.3006674969	1073.470200602114	670.3900214702562	-1.2408546315100466	449422.7808868906	1.5397202165399335	753.0071483200078	592.9842338695818	1.574941	27.202888	0.145214605858993	0.140128	-0.0475800008	-0.1024338032	0.024026374399999998	-0.07571682219999999	0.0279548922	-0.1104281603	0.033614026899999996	0.10482461800000001	0.1970049283	-0.050042853600000006	-0.0294757083	0.068212855	-0.1127762714	0.13872458599999998	-0.0089235201	0.0706582624	0.0176692955	-0.0021036879000000002	0.0601263722	-0.11098242289999999	0.1268129039	-0.0024641889000000003	0.0218726235	-0.0570897896	0.09879262949999999	-0.0418637009	0.0797346726	-0.0848350024	0.0404146404	-0.0120766403	0.0638126768	-0.0793326512	0.1121790452	-0.0226948979	0.10629558800000001	-0.0490256842	0.0038583431	-0.024851155	0.1640028237	-0.0134041596	-0.07084439990000001	0.0797599916	-0.1221129239	0.017317605700000002	-0.1479547117	0.1741587993	-0.055424748499999996	-0.0142944401	-0.012344133	0.05672286150000001	0.0884273035	-0.0732397129	0.0923947059	-0.10419232310000001	0.02944934	-0.0690765955	0.3555806717	-0.2165853869	-0.21567141210000002	0.012522106100000001	-0.2893501066	0.1228364686	-0.1634736986	0.11997935859999999	-0.0187464891	0.0800551746	-0.11768644560000001	0.0314101413	-0.0204717822	0.0282816248	-0.0797626107	0.1169036905	-0.1503637087	0.1469467853	0.1078282764	0.10781478650000001	0.10779230449999999	0.1077608324	0.0	0.0	-1.24199e-09	1.5425391600999999e-18	0.0	0.0	0.0	0.0	0.0	0.14063599999999998	0.14063599961700302	0.019778484496	0.019778484388273662	0.0	0.0	0.0	0.0	-0.0	9.15721e-05	0.0	8.385449498409998e-09	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
666.3260890221156	-1.4195621793766122	2.015156781116477	443990.45691150846	1070.633295126756	-8.448398104806984	1146255.6526339753	71.37543053730623	669.2402191533182	-1.1498023169380076	447882.4709323814	1.3220453680360105	748.9190779160635	601.2338471554574	1.148749	19.84156	0.09506699999999996	0.054261	-0.021089508700000002	-0.12033487470000001	0.045874682800000004	0.09698210480000001	0.028573676699999998	-0.0559683505	-0.0114398906	0.0513025409	-0.013432558	0.001564713	-0.0928097439	0.0589022405	-0.0271203017	-0.0032260694	-0.0054943126	0.09425211929999999	-0.1350192683	0.015100726	0.0561122323	-0.024887469300000003	0.1321886567	0.1426600847	-0.0769297405	-0.0062794723	0.12463244220000001	0.09247406359999999	0.021463168900000003	0.00021011419999999997	-0.0432641788	-0.1506936935	-0.032145076	-0.00031607689999999997	0.008734715	0.0035117222999999998	-0.1591792477	-0.072691344	-0.0700184239	0.1277756423	0.0966348597	-0.0706373565	0.0077553508	-0.0685271116	-0.0414683444	0.0724690032	-0.0980601613	0.0802256509	0.1411874277	0.046380204	-0.0716228723	-0.026134516899999998	0.07756516150000001	0.0334281006	-0.0146251101	0.044599424400000004	-0.0348427472	-0.0568047925	0.0822443754	-0.0753107239	-0.0826466018	-0.0970298011	-0.0636667334	0.10224255039999999	0.0021607729	0.1833764724	-0.0562082603	-0.014427998700000003	-0.2550719707	0.0888743692	-0.041266144399999996	0.0579540454	-0.0629288204	0.0523619378	-0.049593858	-0.0009451832000000001	0.10779230449999999	0.1076709289	0.1074687374	0.1071858817	0.0	0.0117315	0.0117315	0.00013762809225	0.00013762809225	0.0482244	0.0482244	0.0023255927553600003	0.0023255927553600003	0.1493	0.008664000000000005	0.02229049	7.506489600000009e-05	-0.000342664	-0.000342664	1.17418616896e-07	1.17418616896e-07	-1.00981e-23	-1.00981e-23	1.0197162361000002e-46	1.0197162361000002e-46	0.000186278	0.000186278	3.469949328399998e-08	3.469949328399998e-08	0.0	0.0	0.0	0.0	0.0
665.8771338680061	-0.4489551541095125	0.2015607304014961	443392.3574082705	1067.8595109298826	-2.7737841968732937	1140323.935083408	7.693878770824022	670.9432037280018	1.702984574683569	450164.7826287949	2.9001564616101763	752.528786786162	593.6965621016464	1.121796	19.376009	0.06932225	0.048013699999999986	-0.0557128743	-0.0745006287	0.0146815478	0.0110980098	0.11374561679999999	0.12117018439999999	-0.0095229513	-0.027901608900000003	0.058430944299999996	-0.10507604949999999	0.0098602495	0.0077435216	-0.0584917525	-0.1086774752	-0.1610561501	0.13425346789999998	-0.0259758856	0.0142706805	-0.011639775	-0.1321055368	-0.0309033055	0.1309934801	-0.0270276072	0.1590665798	-0.0018734032000000001	-0.1085153062	-0.1163935691	-0.0432270571	-0.0117972167	0.039043539700000005	0.0375675729	-0.0157610957	0.041793221400000004	-0.0538640219	0.0180679357	0.0724959831	0.09755495230000001	-0.09120799689999999	-0.048449038099999994	0.071173371	0.0257990854	-0.15970900429999998	0.0687654815	-0.0440095891	0.0178196249	0.011348723	0.1775486293	0.0686655106	0.10462997560000001	-0.13047819759999998	0.0787755569	0.0142958645	0.0383187536	-0.1414430844	-0.0771082691	0.0252494339	0.0421575529	-0.0593648353	-0.0913129616	0.010645141100000002	-0.0213876258	-0.16222341769999998	-0.027288759300000003	0.17864295289999998	0.1222718785	-0.143508095	0.0401561371	0.08692593369999999	-0.0095569659	0.1270693302	-0.08891437529999999	-0.0634153022	-0.0006286958	0.015350305	0.1077203727	0.10738340560000001	0.1068225743	0.10603904800000001	0.0	0.0119678	0.00023629999999999834	5.583768999999921e-08	0.00014322823683999994	0.0343411	-0.0138833	0.00117931114921	0.00019274601889000004	0.104236	-0.045063999999999986	0.010865143696000001	0.0020307640959999988	-0.000203115	0.00013954900000000002	4.1255703225e-08	1.9473923401000003e-08	-0.0	1.00981e-23	0.0	1.0197162361000002e-46	0.000249502	6.322400000000003e-05	3.997274176000005e-09	6.225124800400001e-08	0.0	0.0	0.0	0.0	0.0
667.8485227639605	1.9713888959544192	3.886374179092384	446021.6493580043	1069.4743262812494	1.6148153513668149	1143775.3345747322	2.6076286190099296	672.097832467323	1.154628739321197	451715.4964072738	1.3331675256664566	751.0769846673506	588.33898464271	1.221343	21.095425	0.08984070000000001	0.0550428	-0.048302431500000007	0.0381184678	0.0250913602	-0.0717455597	0.14451122119999998	-0.1423432519	-0.0160222538	0.0368255242	0.1402075691	0.0499293108	0.1220501558	0.0237062579	-0.0889970865	0.091586279	-0.051270178	-0.039175624	-0.0800099425	-0.1161249324	-0.0923927833	0.0753938996	0.0201504439	-0.0917827965	-0.05980853940000001	-0.0042507329	-0.0092790346	-0.0701227611	0.14565058449999999	-0.1191186308	-0.030664809100000006	-0.051464116	-0.12035975800000001	-0.0022399948	0.0869930941	-0.0250017054	-0.0178329078	0.06039098110000001	0.08558565439999999	0.1558290488	0.10245328810000001	0.1264301376	-0.0029645957000000002	-0.08140397469999999	0.0196048423	0.0385406342	0.0284739275	-0.0068207222	-0.1766399737	-0.011168623300000001	-0.015043871399999999	0.14871534220000002	-0.0721498543	-0.09958986560000001	0.099038658	0.0655746447	-0.11472767589999999	0.00380934	0.09292328150000001	0.04452568269999999	-0.1223783418	-0.0507732052	0.0622103767	0.0245465568	0.1394294157	-0.081155671	0.0433418181	0.1182921693	-0.0706088656	-0.0106594001	0.1616034305	0.09202501960000001	-0.028048066099999998	-0.1191875684	0.0827676271	0.0510693757	0.107612505	0.10695260029999999	0.105855755	0.1043264501	0.0	0.0209963	0.0090285	8.151381225e-05	0.00044084461369	0.0104495	-0.0238916	0.00010919205025	0.00057080855056	0.152895	0.048659000000000015	0.023376881025	0.002367698281000001	-0.000182379	2.0735999999999986e-05	3.3262099641000003e-08	4.299816959999993e-10	-0.0	0.0	0.0	0.0	0.000393998	0.00014449599999999998	2.0879094015999997e-08	1.55234424004e-07	0.0	0.0	0.0	0.0	0.0
668.5643633149608	0.7158405510002694	0.5124276944563694	446978.3078947389	1070.2221974457304	0.7478711644810119	1145375.551905568	0.5593112786621847	671.5361111545923	-0.5617213127306968	450960.748584633	0.3155308331758973	751.2592176326252	603.1056769571337	1.206795	20.844141	0.09911844999999997	0.0556923	0.0154666382	0.0680511032	-0.0511043012	-0.0133435872	0.0309530729	-0.047043758	0.1342325965	-0.0056299862	-0.054155402400000004	-0.0483465416	0.0090369335	-0.1560274657	0.0928466085	-0.0294333463	-0.0201154624	-0.0175284603	-0.0609065217	0.0806499306	-0.0121112404	-0.0883274014	0.0483090431	-0.036073260499999996	0.1253291963	-0.0215745111	-0.19158665170000005	0.0485902035	0.016868524699999998	-0.037199391899999996	-0.1880687268	0.1963496286	0.059103354800000014	-0.0157410925	-0.0454132117	0.008225867900000001	0.1280137434	-0.0140927776	0.0091809888	0.0577920362	-0.0605161755	0.1434883885	0.0221462313	0.18496420730000002	0.09561194960000001	0.1798206677	0.0007973636	0.0374372281	-0.0522068674	-0.1200037452	0.0244598268	-0.0104159817	-0.13873293039999998	0.1043053426	0.043804995199999995	-0.12278229269999999	0.0181233823	-0.0391559257	-0.1603484121	-0.1111294255	-0.0398212089	0.030170629900000002	0.0030403792	-0.0323017452	0.2573522259	0.09080543460000001	-0.0315167474	-0.0397989272	0.056390135099999995	-0.1044933191	0.008197914	0.0554743825	0.10541689289999999	0.106341394	0.11786304130000001	0.1006514699	0.1074687374	0.1063790877	0.1045711815	0.10205722539999999	0.0	0.0241886	0.003192300000000002	1.0190779290000014e-05	0.00058508836996	0.06133540000000001	0.050885900000000005	0.003762031293160001	0.0025893748188100005	0.131285	-0.021610000000000015	0.017235751225	0.0004669921000000008	-0.000471685	-0.00028930599999999997	2.22486739225e-07	8.369796163600001e-08	-0.000134256	-0.000134256	1.8024673536e-08	1.8024673536e-08	0.000348955	-4.504299999999998e-05	2.0288718489999982e-09	1.21769592025e-07	0.0	0.0	0.0	0.0	0.0
669.4331983001002	0.8688349851394149	0.7548742314022076	448140.8069863013	1069.6070296928287	-0.6151677529016979	1144059.1979683158	0.3784313642101245	670.6519477003499	-0.8841634542424117	449774.0349542728	0.7817450138178733	749.2107564980223	616.8939414125723	1.149143	19.84836	0.030396094999999995	0.0158336	0.0845170641	-0.0204780592	-0.028290625	0.0385112264	-0.0113628726	-0.0852651736	0.1336792082	-0.09261777060000001	0.0205776901	0.0103724954	-0.0750660405	-0.0993597756	0.0270500852	0.0677805938	0.11584037550000001	-0.049085861200000004	-0.0784122464	-0.0593096458	-0.0297558452	-0.0764519957	-0.09751491609999999	-0.0571833326	-0.0175798818	0.0682857772	-0.0793226681	0.1417394809	0.050994942800000005	0.029702182999999997	0.0427559786	0.06931070240000001	-0.1191580211	0.1745586665	0.0328593656	-0.0772101361	-0.025050687599999996	-0.0984367015	-0.10022981	0.054170177	0.0826257974	-0.0196997757	0.0108649477	-0.0403275262	-0.0450800313	0.0037493726	0.068640949	0.1333812507	-0.047373400700000005	0.060723510999999994	-0.10327488439999999	-0.023452530099999997	-0.1195812642	-0.0132958224	0.0053878364	-0.0285639144	0.0857621031	-0.1163306001	0.0436120605	0.0361845115	0.0621741799	0.1210052854	-0.0580347996	-0.006021342	0.097068849	-0.061392345599999995	0.0201446829	-0.012275120300000001	-0.08547384359999999	-0.098127331	0.1535645028	-0.0238539441	-0.0631874072	0.10068626800000001	0.0879131734	0.0012279397	0.1072891178	0.1056636333	0.10297271	0.0992434813	0.0	0.0239217	-0.00026690000000000047	7.123561000000026e-08	0.00057224773089	0.0543117	-0.007023700000000008	0.0029497607568899995	4.933236169000011e-05	0.132495	0.0012100000000000164	0.017554925025	1.4641000000000401e-06	-0.000394765	7.692000000000003e-05	1.55839405225e-07	5.916686400000003e-09	8.491290000000001e-05	0.00021916889999999998	7.210200586410002e-09	4.8035006727209994e-08	0.000207134	-0.000141821	2.0113196041000004e-08	4.2904493956e-08	0.0	0.0	0.0	0.0	0.0
667.8663337644763	-1.5668645356239497	2.4550644729960553	446045.4397760029	1063.4302773912748	-6.176752301553961	1130883.9548724836	38.152268994752156	670.2825871643267	-0.3693605360231231	449278.7466557033	0.13642720557128885	748.8822031621346	611.7103521712377	1.159842	20.033163	0.07267089	0.0326882	0.08443353960000001	-0.0936769587	0.0326773952	0.0427994796	-0.0251159267	0.0767340404	0.0215096496	-0.078904776	-0.0758998153	0.052527796200000004	-0.04882321	0.0139054521	-0.007246625	0.0454705591	0.0525544075	0.053257275300000004	0.0214521649	0.077005924	0.0763238096	0.0391051829	0.11885875650000001	-0.0237507937	0.0285391742	0.0010278567	0.0376429354	0.0389351248	0.01756643	-0.019950623400000003	-0.0672751246	0.1509596923	-0.1179200009	-0.009379672700000001	-0.0423401941	0.1474165075	0.049522718099999995	-0.0623978161	-0.12919412630000002	-0.0350791569	-0.0953820375	0.0359232766	0.09737089689999999	0.0183107906	-0.0037656039	-0.009790185	-0.0330393708	-0.0721406091	-0.0070604130000000015	0.0057769410999999994	-0.0260410608	-0.059708070700000004	-0.0085027938	-0.0268645123	-0.1489235634	-0.038315592	-0.053953555800000004	0.0085240339	-0.08181630549999999	-0.0122988911	-0.0159056296	-0.0010770337	0.0333409128	0.0056495327	0.014085902800000001	0.1418099435	0.027173946	0.1625461098	-0.0617017157	-0.012139393100000001	0.00045137709999999996	0.0293464859	-0.0039223181	0.0625758835	0.0359957639	-0.0654476782	0.1070737061	0.1048071914	0.1010651385	0.09590023019999999	0.0	0.0269724	0.0030507	9.30677049e-06	0.0007275103617599999	0.0368397	-0.017472	0.0013571634960899998	0.00030527078400000013	0.142124	0.009629	0.020199231376	9.271764099999996e-05	8.037989999999999e-05	0.0004751449	6.460928324009999e-09	2.2576267599601002e-07	-0.000116288	-0.0002012009	1.3522898944e-08	4.048180216081e-08	0.000381172	0.00017403799999999998	3.028922544399999e-08	1.45292093584e-07	0.0	0.0	0.0	0.0	0.0
668.1197642034705	0.2534304389942008	0.06422698740879335	446384.019319301	1062.063380816579	-1.3668965746958293	1127978.6248715415	1.8684062459151909	670.5830783655769	0.3004912012501109	449681.66499025346	0.09029496202873463	749.5168674689944	615.6835817485845	1.093183	18.881798	0.11120256	0.057997300000000016	0.09228733609999999	-0.0570620754	0.0177448266	-0.047090953899999996	0.0541154698	0.0648215618	-0.0026302869	-0.13285306449999998	-0.0396204843	0.036214346	-0.0634103092	-0.0204080521	-0.0940009058	-0.0311095554	0.0652041448	-0.0375980172	-0.0181806682	-0.1299590808	0.07058501889999999	-0.065713588	0.0770893104	-0.0334128578	-0.0323281537	0.048493043799999996	-0.07886093129999999	-0.1345426914	0.0951177303	0.1470766496	0.08892043220000001	0.057861025	0.1653805068	0.1049616116	-0.0824126057	-0.11916131890000001	0.041545871	0.053938343300000004	-0.0818368613	-0.011410956000000002	-0.018037391	-0.0894947833	0.08986079599999999	0.0690295599	-0.12201907810000001	-0.0010254562	0.1361563928	-0.064655949	-0.0466680962	0.1296715362	-0.0400053708	-0.1248549607	-0.0401596085	-0.07772251200000001	-0.0198681078	0.0572767876	0.033864238	0.023400754300000003	0.060457597099999996	0.0337504596	-0.0044485315	0.1426144876	0.0234249011	-0.1297639447	0.0062831935	0.0836641349	0.1010498965	0.0403629316	0.0668420594	-0.031372857999999997	0.0181826181	-0.0987252166	-0.014836762199999999	-0.0266777013	0.0716425759	-0.054579441900000004	0.1068225743	0.103810905	0.0988541933	0.09204531	0.0	0.0210647	-0.0059076999999999975	3.490091928999998e-05	0.0004437215860900001	0.08042519999999999	0.043585499999999985	0.0064682127950399975	0.0018996958102499995	0.111578	-0.030546000000000007	0.012449650084	0.0009330581160000004	-0.000471685	-0.0005520649	2.22486739225e-07	3.0477565381201e-07	-6.41587e-05	5.21293e-05	4.11633878569e-09	2.7174639184899995e-09	0.000400245	1.9072999999999985e-05	3.6377932899999936e-10	1.60196060025e-07	0.0	0.0	0.0	0.0	0.0
667.7569481102826	-0.3628160931879165	0.13163551747614294	445899.3417495586	1063.4610100612044	1.3976292446254774	1130949.3199203971	1.9533675054323827	670.8777685783858	0.29469021280897323	450076.9803727142	0.08684232152539792	749.7946187955556	615.7765329200395	1.036804	17.908003	0.16042931499999996	0.0760345	0.088941771	0.021969974399999998	0.0447599025	-0.026690568199999997	0.0317715842	0.061509618099999996	-0.041263765	-0.045679783200000004	0.0085109326	0.1135315151	0.0494841505	0.08734722689999999	-0.10829548789999999	-0.0011916485	-0.0529348398	-0.08650649980000001	0.1417718084	0.09074253410000001	0.12651056800000002	0.1329168678	0.045399235999999996	-0.0329742317	-0.0012889197	0.0905465272	0.010537309199999999	-0.10228212869999999	0.0476483663	-0.1031628577	0.064352804	0.054394561699999996	-0.1732899459	0.0911785086	-0.0531811543	-0.0557441828	-0.0208260762	-0.0231731806	0.0359758544	0.0594906694	-0.031399466800000005	0.0966263668	0.0294739019	0.0386776301	0.04787668269999999	0.0479993187	-0.0637342976	-0.0479561183	-0.0634811329	0.0735074007	0.027506458799999998	0.016641591	0.027365393999999998	-0.1231831872	-0.0737146108	-0.0099758524	-0.0026764098999999997	0.1773071493	-0.0645866943	-0.0044115084	0.11300444359999999	-0.028446969300000007	-0.018257186499999998	-0.011056046299999999	0.0501658641	-0.0035488098	0.1346014408	0.1856560462	0.0325014935	0.0765302193	-0.0064822929000000005	0.0288947169	-0.0519344645	-0.0319213016	0.0284704864	0.057275579000000014	0.10653580609999999	0.1026761034	0.096346511	0.0876992882	0.0	0.0241534	0.0030887	9.540067689999996e-06	0.0005833867315599999	0.0362883	-0.04413689999999999	0.0013168407168900002	0.0019480659416099984	0.155746	0.044168	0.024256816516	0.001950812224	0.000390468	0.000862153	1.5246525902400004e-07	7.433077954090001e-07	-0.000438764	-0.00037460529999999996	1.92513847696e-07	1.4032913078809002e-07	0.000544201	0.00014395600000000004	2.0723329936000013e-08	2.96154728401e-07	0.0	0.0	0.0	0.0	0.0
