global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	a_comp_cor_47	a_comp_cor_48	a_comp_cor_49	cosine00	cosine01	cosine02	cosine03	non_steady_state_outlier00	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16
694.9878977434835	n/a	n/a	483008.17800990655	1180.7144077362716	n/a	1394086.512636015	n/a	696.7910474072838	n/a	485517.7637469397	n/a	794.8193055790442	633.9447962306313	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	n/a	n/a	0.0	0.0	n/a	0.0	n/a	0.0	n/a	0.0	n/a	0.0	n/a	0.0	n/a	-0.0	n/a	0.0	n/a	0.0	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
689.0882957664536	-5.899601977029874	34.8053034873748	474842.6793623154	1133.5205542304218	-47.1938535058498	1284868.8468628426	2227.2598087316114	697.2802525237092	0.4892051164254098	486199.7505595277	0.23932164593679886	787.7661130734027	626.6584728816954	1.227245	30.183449	0.06888836	0.037203	-0.0544576329	-0.06158694	0.038232495	-0.1358569311	-0.0474261341	0.1162461234	0.0420634883	-0.076574545	-0.0445416321	0.027099748700000002	-0.0415229177	0.0155444928	-0.0063171285	0.0584516664	-0.0581374266	0.059507411399999995	0.0356102312	-0.039063272	0.0944882674	-0.0108647347	0.027358854	-0.1132509832	0.0956432634	-0.0502758705	0.0897317046	-0.0761638842	0.10486115650000001	-0.3050228089	0.0107167767	-0.1624825091	0.0728913118	-0.0252332816	0.1319952931	-0.0130856922	0.028259344300000006	-0.09078321119999999	0.1166567322	-0.0405841576	-0.0006275428	0.07172108469999999	-0.1085855935	0.0992807709	-0.0852038905	0.005366869	-0.1058973609	0.0282139027	-0.0100486976	0.06209780230000001	0.1551102023	-0.0793613688	0.09818588710000001	-0.0044213295000000005	0.2673326654	0.1078282764	0.10781478650000001	0.10779230449999999	0.1077608324	0.0	-0.00672901	-0.00672901	4.52795755801e-05	4.52795755801e-05	0.0079539	0.0079539	6.326452521e-05	6.326452521e-05	0.014118899999999997	0.014118899999999997	0.00019934333721	0.00019934333721	0.000646091	0.000646091	4.17433580281e-07	4.17433580281e-07	1.3234899999999996e-23	1.3234899999999996e-23	1.751625780099999e-46	1.751625780099999e-46	-0.00015564	-0.00015564	2.42238096e-08	2.42238096e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
686.2900720258863	-2.798223740567323	7.8300561022745825	470994.0629612962	1122.3993064243346	-11.121247806087242	1259780.2030618272	123.68215276440023	697.0610611936603	-0.2191913300489432	485894.1230324318	0.04804483916862475	784.8481739223836	618.4118589850572	0.9976640000000002	24.537008	0.13573251	0.0790921	-0.0649450059	-0.0076234293999999985	0.014405443799999999	-0.0914723142	0.010867470300000001	0.0405804977	0.0607602639	0.0036863919	-0.0538746224	0.0389485717	-0.0407464197	-0.08502605380000001	-0.0254207932	0.0294519887	0.1080502265	-0.019190493200000002	-0.0241253997	0.018175416	0.0445108288	0.0316722151	0.0514978293	-0.0118728799	0.0647474482	-0.129368081	0.014194403500000001	0.0277152988	0.0191973706	-0.2657411576	0.078434717	-0.0922878903	0.15123683300000001	0.0065202494	0.0712560357	0.0221882388	0.0264475856	-0.0164471269	-0.027331656200000002	-0.060881182699999994	0.039468766	0.0356197397	0.005680885300000001	-0.0295926192	0.0015666063	0.0078378359	-0.0751248197	0.0316671885	-0.0521672292	0.011466470900000001	0.12016979109999999	-0.0288697491	0.048232629400000004	-0.0451741962	0.21944518899999998	0.10779230449999999	0.1076709289	0.1074687374	0.1071858817	0.0	-0.019293900000000003	-0.012564890000000002	0.00015787646071210005	0.00037225457721000015	0.00173338	-0.00622052	3.004606224400001e-06	3.86948690704e-05	0.0821695	0.0680506	0.006751826730250001	0.0046308841603600005	0.000384196	-0.000261895	1.47606566416e-07	6.8588991025e-08	-0.000444626	-0.000444626	1.97692279876e-07	1.97692279876e-07	-0.000427049	-0.000271409	7.3662845281e-08	1.8237084840100005e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
686.7388358504022	0.448763824515936	0.2013889701941698	471610.2286651657	1121.2849293878526	-1.114377036481983	1257279.8928723214	1.2418361794383668	696.9623783260063	-0.0986828676540199	485756.5568018431	0.009738308368420807	786.8121919953421	620.9020502615306	1.1056860000000002	27.193748	0.27484962	0.168499	-0.0256770621	-0.0255574513	-0.0119869828	0.0204186054	0.0193738858	0.15149339550000002	-0.105057	-0.0087356135	-0.0316665192	0.0387098451	0.0629216471	-0.0209691	-0.0410950172	-0.0016768901000000001	-0.0599618403	-0.0114541485	0.038663225	0.045476469000000005	-0.0866298344	-0.0892140332	0.08690808039999999	0.0668933584	-0.013107538200000001	-0.1078647647	-0.10696308269999999	0.0812278855	0.09645591619999999	-0.0861525435	0.08455152279999999	-0.1473453616	-0.052404520999999996	-0.0730456157	-0.20090834649999997	-0.1857875461	0.10248555949999999	0.0680780537	0.0823387335	0.0048683573	-0.0862967614	0.10774246720000001	0.0242802397	0.0325345217	0.0387367543	0.005366469699999999	-0.0341948858	-0.1258310423	0.0284598865	-0.029389441699999998	0.0991220998	-0.06970918150000001	0.0633048174	-0.0762252015	-0.08660748970000001	0.1077203727	0.10738340560000001	0.1068225743	0.10603904800000001	0.0	-0.0226741	-0.0033801999999999964	1.1425752039999976e-05	0.00051411481081	0.0519649	0.05023152	0.00270035083201	0.0025232056015104	0.0424884	-0.0396811	0.0018052641345600003	0.0015745896972100006	0.00331084	0.0029266440000000004	1.09616615056e-05	8.565245102736e-06	-0.0	0.000444626	0.0	1.97692279876e-07	-0.000167183	0.00025986600000000004	6.753033795600003e-08	2.7950155488999997e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
685.5427170563079	-1.196118794094332	1.4307001695856787	469968.816908945	1112.3623589458614	-8.922570441991184	1237350.0175996013	79.61226329229473	696.3339570945495	-0.6284212314567412	484880.979802954	0.3949132441456071	782.2541353218485	617.0456434657493	0.866799	21.318449	0.16947199349999995	0.08662319999999997	-0.0346570698	-0.025675433900000003	0.0063562313	-0.038840482999999995	0.0214885018	-0.0713719116	-0.014268418799999997	0.0190329027	-0.0421613817	-0.0179023157	-0.042934634299999996	-0.040869753599999996	0.0291213752	0.0027597871999999997	-0.03628872	0.0363594302	0.037930989	0.02492889	-0.0202824476	-0.008611858	-0.0502914325	0.0390609157	0.0584509267	0.0713256809	-0.025736421800000003	0.0360161882	-0.0893204904	-0.0901534478	0.0031484688	0.0031620405	0.0984986683	-0.0480514067	-0.1989248608	0.0600949779	-0.046997123099999996	-0.1039345417	0.0523768184	-0.0547598122	0.0348700271	-0.0389369902	-0.016156510500000002	0.0307688064	-0.0200208596	0.0049354637	0.0078088562	-0.0497565131	-0.06253653070000001	0.0015554039000000002	-0.11877999480000001	0.022281444100000002	-0.0405390546	0.008247045500000001	-0.013782251200000002	0.107612505	0.10695260029999999	0.105855755	0.1043264501	0.0	-0.0339931	-0.011319	0.000128119761	0.00115553084761	0.00640484	-0.04556006	4.102197542560001e-05	0.0020757190672036	0.104914	0.06242560000000001	0.011006947396	0.00389695553536	0.00292052	-0.00039032	8.5294370704e-06	1.523497024e-07	-0.000439171	-0.000439171	1.9287116724100002e-07	1.9287116724100002e-07	6.672669999999998e-06	0.00017385567	3.02257939911489e-08	4.4524524928899994e-11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
687.8213965391119	2.278679482804023	5.192380185352009	473098.2735370142	1111.1973411251456	-1.1650178207157749	1234759.530923593	1.3572665225853338	696.9254826777525	0.5915255832029516	485705.1284056183	0.349902515583592	782.5511912171663	611.7269502479551	0.7974989999999998	19.614069	0.1034034885	0.0572505	-0.0265947107	-0.032055766299999996	0.0024847144	-0.0230316565	0.0379501862	-0.08240595349999999	0.0253661369	-0.0297694743	-0.0359205788	-0.0047560638	-0.08564696179999999	0.0575597651	0.095788815	0.0611887949	-0.0398654593	0.009961188499999999	-0.0248989203	-0.0450519493	0.0565202167	-0.0164277504	-0.0461622571	-0.0660225914	0.070245433	0.078383853	-0.0046637906	-0.012678219499999999	-0.1052332968	-0.0201674341	-0.028347712799999997	-0.1381813822	-0.1541132095	0.0605542025	0.0019031713	-0.0908285489	0.153238698	-0.0727454843	-0.1295776628	-0.0437023936	0.0360308072	-0.0682635769	-0.0860349618	0.0104277203	-0.0040391181	-0.0592218921	0.0262196488	0.0478086705	-0.0222525137	0.02433472	-0.0642107426	0.030309008300000002	0.0377068585	0.1086288356	0.0052027641	0.1074687374	0.1063790877	0.1045711815	0.10205722539999999	0.0	-0.033999800000000004	-6.700000000005312e-06	4.489000000007119e-11	0.0011559864000400002	0.0534589	0.04705406	0.0028578539892100004	0.0022140845624836003	0.0907044	-0.014209600000000003	0.00822728817936	0.00020191273216000008	0.00329943	0.00037891000000000015	1.08862383249e-05	1.4357278810000008e-07	-0.000884181	-0.0004450100000000001	7.817760407610001e-07	1.9803390010000007e-07	-1.20699e-05	-1.874257e-05	3.512839302048999e-10	1.4568248600999998e-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
688.6744366065367	0.8530400674247858	0.7276773566320831	474272.47963533073	1114.105968710199	2.9086275850534093	1241232.109515691	8.460114428533627	696.5056517731848	-0.4198309045676751	485120.122951989	0.17625798843011234	782.4615931698927	630.7345813373661	0.8951	22.014507	0.07389290000000001	0.0443519	-0.0164425138	0.0323082966	0.0208292141	-0.039940587400000005	0.039598929500000005	-0.0423694964	0.0635996462	0.010809288	-0.026829784300000003	-0.0183123491	-0.1083456801	0.0951096475	0.0284089284	0.009234899	0.10973126779999999	-0.07565533320000001	-0.10964424269999999	0.038375566	-0.0072313523	0.0904962483	0.1225221557	-0.056298624400000004	0.0080290254	-0.1433942382	-0.0019083454	0.1255011314	0.0173852883	0.0141845948	-0.0353514968	-0.005301088000000001	0.1084546525	0.0606780804	-0.0978576649	0.1869664677	-0.0694498541	-0.043872376100000006	0.054294353899999995	-0.047174382300000005	0.0587608918	-0.061288989	-0.07206797919999999	-0.0901164235	0.055339239400000004	-0.0436702145	0.0541055111	0.0754750176	0.0321835418	-0.001492865	0.0149148146	0.0782791731	-0.0165431228	-0.0544760804	-0.0480079831	0.1072891178	0.1056636333	0.10297271	0.0992434813	0.0	-0.034031900000000004	-3.2100000000000184e-05	1.0304100000000115e-09	0.0011581702176100006	0.019935	-0.03352390000000001	0.0003974042249999999	0.0011238518712100006	0.0648605	-0.025843900000000003	0.004206884460250001	0.0006679071672100001	0.00349974	0.00020031	1.22481800676e-05	4.01240961e-08	-0.0007946309999999999	8.955000000000021e-05	6.314384261609996e-07	8.019202500000034e-09	-1.20699e-05	0.0	0.0	1.4568248600999998e-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
686.7308550754608	-1.9435815310758928	3.777509167939311	471599.2673126736	1118.9977005971816	4.891731886982598	1252155.8539417798	23.929040854122327	696.6449718196194	0.13932004643459095	485314.21676155826	0.01941007533853658	784.0685024635657	618.9723821859075	0.8319799999999999	20.462114	0.06302159500000001	0.0337145	-0.0079456341	0.0177975227	-0.0034701157	0.0166119724	0.052038329800000005	0.1122891807	-0.0356573506	0.0246567992	-0.0322144758	0.0051943183	0.062920357	-0.012787490600000001	-0.0476501753	-0.0496462492	0.0329772089	-0.1185582836	-0.013944206	0.0763093887	0.0344477549	-0.0313729697	-0.0163872088	-0.1245313566	0.053654850899999995	-0.10221194460000001	-0.0638233603	0.212799127	-0.0450668799	0.13213569990000001	-0.0056475466	0.11840902449999999	-0.0104518984	0.031499715	-0.038187288300000004	-0.0132910423	-0.0707852028	-0.0889800742	0.0193797075	-0.015581338899999997	-0.020668061	0.041838814700000004	0.0807990938	-0.09120404789999999	0.12756590240000001	0.038219629	0.06253729940000001	0.0502175116	0.0196658394	-0.0212365623	-0.0511994792	-0.013233266799999999	0.0135088581	-0.0561000671	0.0201596668	0.1070737061	0.1048071914	0.1010651385	0.09590023019999999	0.0	-0.028632	0.005399900000000006	2.915892001000007e-05	0.0008197914239999999	0.0340085	0.014073500000000001	0.0011565780722499995	0.00019806340225	0.0647693	-9.11999999999996e-05	0.004195062222490001	8.317439999999928e-09	0.00401913	0.0005193900000000002	1.6153405956900002e-05	2.6976597210000025e-07	-0.00102544	-0.00023080900000000025	1.0515271936e-06	5.32727944810001e-08	0.000106871	0.0001189409	1.414693769281e-08	1.1421410641e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
687.2020584682306	0.4712033927697803	0.22203263735775186	472246.6691629734	1105.8874730390608	-13.110227558120869	1222987.1030247193	171.87806662571185	696.9939734726801	0.3490016530606681	485800.59905723506	0.12180215383907896	784.4741669139491	624.373276705021	0.781732	19.226282	0.092928245	0.0583364	-0.0069180171	0.016466069099999998	0.0034136365000000004	0.059965485	0.0318500967	-0.0493295826	-0.0853268923	-0.055057023499999996	-0.0208952732	-0.0067330202	0.0276212966	0.0650626082	-0.0106295729	0.0688890563	-0.054778905	-0.0592384519	0.0261033481	0.0101664707	-0.0828151374	-0.021518313900000002	0.00045861400000000004	0.0807844684	0.042477187	0.0329042132	-0.0100961436	-0.0812582907	0.18920411	0.1223199657	-0.025544768199999998	-0.0183852756	0.0134174672	-0.0054222441	0.0020312633	0.1246903252	0.1012197235	-0.070097847	0.10311265929999999	0.0030685985	-0.0675804513	0.0043591515	-0.029664494500000006	0.07517841730000001	0.0590287975	-0.0577748984	0.0428067392	-0.014809054399999999	0.0953905861	-0.0171054568	0.024454257200000003	-0.023695174	0.036887798	-0.0326896234	-0.0903107771	0.1068225743	0.103810905	0.0988541933	0.09204531	0.0	-0.033974800000000006	-0.0053428000000000095	2.854551184000009e-05	0.0011542870350400006	0.06961239999999999	0.035603899999999994	0.004845886233759999	0.0012676376952099994	0.0187348	-0.046034500000000006	0.00035099273104	0.0021191751902500007	0.00401913	0.0	1.6153405956900002e-05	0.0	-0.00102544	0.0	1.0515271936e-06	0.0	-1.20699e-05	-0.0001189409	1.414693769281e-08	1.4568248600999998e-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
687.1185087950768	-0.08354967315381145	0.006980547884108722	472131.84512877	1107.9100267916915	2.0225537526307558	1227464.6274655666	4.090723682280754	695.7991780576755	-1.1947954150045916	484136.4961857368	1.4275360837159945	781.4547849126297	626.1196508243935	0.758729	18.660536	0.187536495	0.0910904	-0.0045129441	0.0449289084	-0.014096382900000001	0.0188383899	0.0322914827	-0.0738959103	0.0044591823	0.0148240015	-0.0249839642	-0.0708346586	-0.0335119619	0.0331148598	0.0042148782	0.001056101	-0.1297856012	0.0212347736	-0.0107636923	0.0657447707	-0.008985430899999999	-0.028857725	-0.0006189966999999999	-0.0143610577	0.036214070099999995	0.042957662800000004	0.0116511798	-0.0098764673	-0.002156998	0.1242069288	-0.0763948527	-0.0637978593	-0.044137172800000006	0.07096266309999999	0.024179161600000002	0.1337374747	-0.0564038781	0.0184075452	0.121049349	-0.0286567704	0.0019737559	-0.08380489519999999	-0.0372660099	0.0214867903	0.0057448494999999995	-0.02898455	0.0529180025	-0.027924309100000003	0.0358432547	-0.0007714671000000001	-0.1250079885	0.0227521786	-0.0549918356	-0.0384063006	-0.0480222496	0.10653580609999999	0.1026761034	0.096346511	0.0876992882	0.0	-0.0535145	-0.019539699999999997	0.00038179987608999975	0.00286380171025	-0.0047699	-0.07438229999999997	2.275194601e-05	0.005532726553289998	0.054151300000000006	0.035416500000000004	0.002932363291690001	0.0012543284722500007	0.00475118	0.0007320499999999997	2.25737113924e-05	5.358972024999996e-07	-0.000716355	0.0003090850000000001	5.13164486025e-07	9.553353722500004e-08	0.000110755	0.0001228249	1.5085956060010004e-08	1.2266670025e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
