trans_x,trans_y,trans_z,rot_x,rot_y,rot_z,trans_x_der,trans_y_der,trans_z_der,rot_x_der,rot_y_der,rot_z_der,trans_x_2,trans_y_2,trans_z_2,rot_x_2,rot_y_2,rot_z_2,trans_x_der_2,trans_y_der_2,trans_z_der_2,rot_x_der_2,rot_y_der_2,rot_z_der_2,a_comp_cor_00,a_comp_cor_01,a_comp_cor_02,a_comp_cor_03,a_comp_cor_04,0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,0.10,0.11,0.12,0.13,0.14,initdum_1.0,initdum_2.0
0.096964,0.365025,0.495131,0.000538056,0.00116306,0,0,0,0,0,0,0,0.0094020173,0.13324325,0.24515471,2.8950426e-07,1.3527086e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
-0.0857245,-0.366072,-0.537625,-0.000152115,-0.000954143,0.000398844,-0.1826885,-0.731097,-1.032756,-0.000690171,-0.002117203,0.000398844,0.0073486899,0.13400871,0.28904064,2.3138973e-08,9.1038886e-07,1.5907654e-07,0.033375088,0.53450282,1.066585,4.7633601e-07,4.4825485e-06,1.5907654e-07,0,0,0,0,0,0.3363319,0,0,-0.97995338,0,0,1.8664935,0,0,-2.4948258,0,0,3.0341856,0,0,0,1
-0.0742207,-0.228334,-0.451923,-0.00209536,-0.000127181,0,0.0115038,0.137738,0.085702,-0.001943245,0.000826962,-0.000398844,0.0055087123,0.052136416,0.2042344,4.3905335e-06,1.6175007e-08,0,0.00013233741,0.018971757,0.0073448328,3.7762011e-06,6.8386615e-07,1.5907654e-07,-0.072212253,-0.042699293,0.13373453,-0.026170766,-0.063907147,8.0267167,0,0,-15.986889,0,0,22.771621,0,0,-24.455368,0,0,23.756792,0,0,0,0
-0.0815453,-0.154546,-0.339351,-0.00308712,0.000543489,-0.0005349,-0.0073246,0.073788,0.112572,-0.00099176,0.00067067,-0.0005349,0.006649636,0.023884466,0.1151591,9.5303099e-06,2.9538029e-07,2.8611801e-07,5.3649765e-05,0.0054446689,0.012672455,9.835879e-07,4.4979825e-07,2.8611801e-07,-0.039766055,0.042395209,0.046523871,0.010328197,-0.02011202,35.646218,0,0,-46.531439,0,0,44.872643,0,0,-31.42687,0,0,20.803266,0,0,0,0
-0.0941867,0.0171217,-0.212638,-0.00367605,0.00085797,-0.000822854,-0.0126414,0.1716677,0.126713,-0.00058893,0.000314481,-0.000287954,0.0088711345,0.00029315261,0.045214919,1.3513344e-05,7.3611252e-07,6.7708871e-07,0.00015980499,0.029469799,0.016056184,3.4683854e-07,9.8898299e-08,8.2917506e-08,-0.0043080437,0.040098601,-0.075823378,0.02566332,0.013242942,75.67187,0,0,-56.365318,0,0,32.609345,0,0,-10.80615,0,0,14.182407,0,0,0,0
-0.0955719,0.0707775,-0.212659,-0.00343159,0.000429301,-0.000419413,-0.0013852,0.0536558,-2.1e-05,0.00024446,-0.000428669,0.000403441,0.0091339881,0.0050094545,0.04522385,1.177581e-05,1.8429935e-07,1.7590726e-07,1.918779e-06,0.0028789449,4.41e-10,5.9760692e-08,1.8375711e-07,1.6276464e-07,-0.016573576,0.027914154,-0.089744395,0.037623154,-0.0039546691,108.81782,0,0,-29.662492,0,0,19.656091,0,0,-20.011735,0,0,32.98514,0,0,0,0
-0.117617,-0.0616773,-0.186072,-0.00310408,0.000429301,-0.000709542,-0.0220451,-0.1324548,0.026587,0.00032751,0,-0.000290129,0.013833759,0.0038040893,0.034622789,9.6353126e-06,1.8429935e-07,5.0344985e-07,0.00048598643,0.017544274,0.00070686857,1.072628e-07,0,8.4174837e-08,-0.032985816,0.052971733,-0.11706058,0.079669834,0.027743175,123.2419,0.3363319,0.3363319,5.5603974,-0.97995338,-0.97995338,43.860684,1.8664935,1.8664935,-24.52759,-2.4948258,-2.4948258,18.296456,3.0341856,3.0341856,0,0
-0.118853,0.00593678,-0.325271,-0.00340861,4.68746e-05,-0.000567419,-0.001236,0.06761408,-0.139199,-0.00030453,-0.0003824264,0.000142123,0.014126036,3.5245357e-05,0.10580122,1.1618622e-05,2.1972281e-09,3.2196432e-07,1.527696e-06,0.0045716638,0.019376362,9.2738521e-08,1.4624995e-07,2.0198947e-08,-0.036338967,0.0033025786,-0.045391907,0.075333436,0.022134284,115.81089,8.0267167,7.6903848,35.250382,-15.986889,-15.006936,54.399174,22.771621,20.905128,27.85194,-24.455368,-21.960542,3.2391158,23.756792,20.722606,0,0
-0.109228,-0.102291,-0.290337,-0.00177144,0.000885748,-0.000567419,0.009625,-0.10822778,0.034934,0.00163717,0.0008388734,0,0.011930756,0.010463449,0.084295574,3.1379997e-06,7.8454952e-07,3.2196432e-07,9.2640625e-05,0.011713252,0.0012203844,2.6803256e-06,7.0370858e-07,0,-0.0002003924,0.060704411,0.0009889349,-0.025019865,0.033794751,84.470679,35.646218,27.619502,65.7962,-46.531439,-30.544549,42.486714,44.872643,22.101022,59.520262,-31.42687,-6.971502,37.940285,20.803266,-2.9535262,0,0
-0.108564,-0.0411832,-0.366838,-0.00409863,0.00041781,-0.000567419,0.000664,0.0611078,-0.076501,-0.00232719,-0.000467938,0,0.011786142,0.001696056,0.13457012,1.6798768e-05,1.745652e-07,3.2196432e-07,4.40896e-07,0.0037341632,0.005852403,5.4158133e-06,2.1896597e-07,0,0.022334705,-0.025699173,-0.0049208828,-0.070748706,0.0014945001,41.988743,75.335538,40.025651,72.52659,-55.385365,-9.8338796,52.933458,30.742851,-12.263298,45.259659,-8.3113246,20.620719,67.410223,11.148221,-6.6208587,0,0
-0.10834,-0.0201848,-0.199988,-0.00384175,0.000919324,-0.000773047,0.000224,0.0209984,0.16685,0.00025688,0.000501514,-0.000205628,0.011737556,0.00040742615,0.0399952,1.4759043e-05,8.4515662e-07,5.9760166e-07,5.0176e-08,0.0004409328,0.027838922,6.5987334e-08,2.5151629e-07,4.2282874e-08,0.07077731,0.025106511,-0.046829248,-0.014643191,0.081974537,7.9702447,100.79111,33.145954,44.051848,-13.675603,26.702826,62.993492,-3.1155306,-12.953254,53.48939,4.4436331,-9.2055843,56.410236,9.2283483,18.802733,0,0
-0.1285,0.0650945,-0.167296,-0.00553074,0.000500589,-0.00056742,-0.02016,0.0852793,0.032692,-0.00168899,-0.000418735,0.000205627,0.01651225,0.0042372939,0.027987952,3.0589085e-05,2.5058935e-07,3.2196546e-07,0.0004064256,0.007272559,0.0010687669,2.8526872e-06,1.75339e-07,4.2282463e-08,0.023914071,0.029157313,-0.046249116,-0.05361158,-0.018652263,-6.9723847,87.932012,14.760407,9.3100855,51.111883,34.242936,35.812328,0.85453444,26.071087,59.39878,4.4044542,-7.0106809,69.099629,0.52737567,-11.654499,0,0
-0.108383,0.010469,-0.187539,-0.00494717,0.000606271,-0.00056742,0.020117,-0.0546255,-0.020243,0.00058357,0.000105682,0,0.011746875,0.00010959996,0.035170877,2.4474491e-05,3.6756453e-07,3.2196546e-07,0.00040469369,0.0029839453,0.00040977905,3.4055394e-07,1.1168685e-08,0,0.0031114851,0.047965361,-0.048032199,0.070867466,0.039301706,-7.2372391,48.16574,0.25937865,-5.3904359,75.628811,14.683048,4.3240022,44.561451,31.443618,28.924291,14.202723,30.418988,63.44184,12.813501,5.6652664,0,0
-0.0576372,-0.114438,-0.453966,-0.00231591,0.000500589,-0.000256728,0.0507458,-0.124907,-0.266427,0.00263126,-0.000105682,0.000310692,0.0033220468,0.013096056,0.20608513,5.3634391e-06,2.5058935e-07,6.5909266e-08,0.0025751362,0.015601759,0.070983346,6.9235292e-06,1.1168685e-08,9.6529519e-08,-0.0029046761,-0.25799148,-0.061239042,-0.032273162,-0.11021936,-3.5165271,11.299074,-3.720712,-5.3917047,48.927253,0.001268743,-5.864559,67.703266,10.188561,4.2274712,48.105127,24.69682,31.694197,25.75841,31.747643,0,0
-0.0568493,-0.256591,-0.369765,-0.00149204,0.000500589,-0.00056742,0.0007879,-0.142153,0.084201,0.00082387,0,-0.000310692,0.0032318429,0.065838941,0.13672616,2.2261834e-06,2.5058935e-07,3.2196546e-07,6.2078641e-07,0.020207475,0.0070898084,6.7876178e-07,0,9.6529519e-08,-0.022633703,0.050175198,0.12887755,-0.050959069,-0.041694444,-1.0602419,-5.9176185,-2.4562852,-2.2882157,11.580828,-3.103489,-4.0480049,39.815625,-1.8165541,-2.1326453,61.475925,6.3601165,8.8451177,60.261989,22.849079,0,0
-0.102917,0.0426272,-0.0531011,-0.0101289,0.0012248,-0.000587157,-0.0460677,0.2992182,0.3166639,-0.00863686,0.000724211,-1.9737e-05,0.010591909,0.0018170782,0.0028197268,0.00010259462,1.500135e-06,3.4475334e-07,0.002122233,0.089531531,0.10027603,7.4595351e-05,5.2448157e-07,3.8954917e-10,0.14878871,-0.062156823,-0.17994897,-0.053007572,0.12101741,-0.18769801,-7.0495411,-0.8725439,-0.51629968,-4.8741363,-1.771916,-1.1547843,5.4787865,-2.8932206,-1.1567913,30.081083,-0.97585403,1.0423718,62.399468,7.8027459,0,0
