global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	a_comp_cor_47	a_comp_cor_48	a_comp_cor_49	a_comp_cor_50	cosine00	cosine01	cosine02	cosine03	non_steady_state_outlier00	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28	motion_outlier29	motion_outlier30	motion_outlier31
704.7016174109091	n/a	496604.36958155135	n/a	1033.800452822381	n/a	n/a	1068743.37625576	754.6407586808467	n/a	569482.6746624039	n/a	790.4471288672943	628.275356872085	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	n/a	n/a	0.0	0.00244192	n/a	n/a	5.962973286400001e-06	0.0	n/a	0.0	n/a	0.0	n/a	n/a	0.0	-0.0	n/a	n/a	0.0	0.0	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
696.3963204189165	-8.305296991992577	484967.8350930062	68.97795812520096	1001.9890397565767	-31.811413065804228	1011.96600124322	1003982.0357923069	750.5588496363083	-4.081909044538406	563338.5867673785	16.661981447884447	784.084154172018	616.4795594539634	1.369939	26.569202	0.33061762600000005	0.217814	-0.0045958253	-0.0097854988	-0.1354010565	-0.0464770845	-0.08352577280000001	-0.0966828441	0.2712706063	-0.0156074886	-0.1112507239	-0.0162863842	-0.0962148807	0.0501535766	-0.0258174796	0.0482191707	-0.0117754221	0.056909215199999995	-0.0890554667	0.0812978097	-0.0365799744	0.038581602799999996	-0.0181505672	0.0032326608000000003	0.021700482799999997	-0.009626015	0.1571714924	-0.15229356689999998	0.0333993528	-0.1647714946	0.1330981752	-0.10364892560000001	0.1089038407	-0.048095722699999996	0.10092231	-0.026922377	0.08891176560000001	-0.0765297283	0.0785282269	0.0679881502	-0.07598762860000001	-0.06798467400000001	0.014426038899999999	-0.0501798095	0.0650446942	-0.22224680149999998	0.014118810700000001	-0.138817183	0.1244301743	-0.1108447922	0.1383936184	-0.0430411184	0.085446285	-0.1155780899	0.33059733350000003	-0.0448776788	0.1078282764	0.10781478650000001	0.10779230449999999	0.1077608324	0.0	-4.760600000000001e-05	-4.760600000000001e-05	2.2663312360000008e-09	2.2663312360000008e-09	-0.191215	-0.19365692	0.037503002663886405	0.036563176225	-0.0192403	-0.0192403	0.00037018914409	0.00037018914409	0.00173466	0.00173466	3.0090453156e-06	3.0090453156e-06	-0.00032205	-0.00032205	1.037162025e-07	1.037162025e-07	0.000296746	0.000296746	8.805818851599998e-08	8.805818851599998e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
693.1509059186459	-3.2454145002706127	480458.17837583955	10.532715278566751	992.4425603421953	-9.546479414381453	91.1352692092088	984942.235578572	751.193787425358	0.6349377890496726	564292.1062664539	0.4031459959632865	783.6220080693029	593.8407045153024	1.294358	25.103352	0.5165051839999999	0.373275	0.1204896805	0.0210577226	-0.0301035978	-0.1035221664	-0.070414317	-0.15340587960000002	0.0816156849	0.0041589647	0.0316789765	-0.1369909685	-0.0418163369	0.0387740312	-0.0097558103	-0.1339686117	0.022007181400000003	-0.0558271684	0.12009221279999999	0.0085568346	-0.09722019050000001	-0.0746369552	-0.08678806689999999	-0.0061007368	0.0149189663	0.0800487212	-0.033680236	0.021896849399999998	0.020164370900000003	-0.17883772920000002	0.08908143119999999	-0.08912162359999999	-0.0106514599	0.1609328046	0.0456644325	0.1306325477	-0.0200392742	-0.1060600261	-0.0885983308	0.0785159715	0.011585603	-0.0857836624	-0.0475876937	-0.0368903991	0.0343834683	-0.0623590489	-0.1312030502	-0.10186757099999999	0.1577981464	-0.1330766581	-0.013062296000000001	0.08498023910000001	-0.1022653927	0.0148091224	0.0759206452	0.0778140803	0.10779230449999999	0.1076709289	0.1074687374	0.1071858817	0.0	-0.0151815	-0.015133893999999998	0.000229034747603236	0.00023047794225	0.16415	0.355365	0.126284283225	0.0269452225	0.0345683	0.0538086	0.0011949673648900005	0.00289536543396	1.27622e-05	-0.0017218978	2.9649320336448396e-06	1.6287374884e-10	-0.000395458	-7.340800000000001e-05	5.388734464000002e-09	1.56387029764e-07	0.000345394	4.864800000000004e-05	2.366627904000004e-09	1.1929701523600002e-07	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
690.5259789014776	-2.6249270171682606	476826.127537844	6.890241845459863	977.1360515013118	-15.306508840883453	234.28921289604332	954794.8631435743	750.3873127111003	-0.8064747142576607	563081.1190777867	0.6504014647369755	780.209763901888	586.4236081523179	1.595811	30.949869	0.39989625	0.273337	-0.0930535499	0.1448840766	0.015674709	-0.0275099471	0.1430558072	0.0070078662	0.0654629765	-0.0227224228	-0.0927198614	-0.0176013731	0.0912679321	0.0755418515	0.0045098536	0.10962952179999999	-0.050125775	-0.06886436259999999	-0.1413008237	-0.0657954309	-0.0326593816	-0.07320693219999999	0.0119806035	-0.0347737023	0.0492240839	0.0449786588	-0.036827327	0.0039839614	0.039736591099999996	-0.008620086400000001	-0.08566656660000001	-0.0774668689	-0.1564791685	0.11133986050000001	-0.0660922113	0.0278607005	0.0033466245	-0.0228659009	0.0956104201	0.056300191799999996	0.0978132175	0.0146051299	0.069662114	0.0263019771	0.0045510684	-0.08518258529999999	0.034843913	0.1534959656	-0.0135812649	-0.0156767633	0.0380946015	0.17266745390000002	0.040162150099999995	0.0528192489	0.0414489713	-0.0055134495999999995	0.1077203727	0.10738340560000001	0.1068225743	0.10603904800000001	0.0	-0.00949113	0.00569037	3.23803107369e-05	9.00815486769e-05	-0.08758159999999998	-0.25173159999999994	0.06336879843855997	0.007670536658559997	-0.00578079	-0.04034909	3.34175330241e-05	0.0016280490638281007	0.00171933	0.0017065678	2.9123736559968397e-06	2.9560956489000007e-06	-0.00015052200000000002	0.000244936	5.999364409599997e-08	2.265687248400001e-08	0.000436394	9.1e-05	8.280999999999998e-09	1.9043972323599998e-07	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
690.9528593181662	0.4268804166886184	477415.85379994963	0.1822268901522485	973.6283098919426	-3.5077416093691913	12.304251198099964	947952.0858230408	749.7091651054784	-0.6781476056219162	562063.8322431535	0.459884175010738	778.5888135239439	578.9964703364337	1.292467	25.066677	0.13815586300000002	0.0925763	0.0727876418	0.09907512210000001	0.022096313500000003	-0.0225266441	0.1411909874	0.007446778100000002	-0.0345925414	-0.1279993406	0.0003567764	-0.0405538513	-0.0015283226000000001	0.0480282455	0.056599795999999994	-0.10681359630000001	0.0205481874	0.0221519269	-0.0263598554	0.0637946786	0.1028932677	0.1842471428	0.0235590732	-0.0185890927	0.0880608359	-0.0728430323	0.0619026934	0.0392904995	-0.0576886086	0.0188745273	-0.0355312148	0.0226106194	-0.023651275	-0.0374183807	-0.019497666599999998	0.0230103856	-0.0647646125	0.06159650410000001	0.0009836496	0.12483907009999999	0.0276692105	-0.0630485773	0.0040120586	-0.0620113434	-0.08045520980000001	0.0129476926	-0.0255850851	-0.041503850099999996	-0.052538658700000004	0.0944675309	0.0509992036	0.0226499356	0.090280109	0.054146139	0.0096116154	-0.1694606686	0.107612505	0.10695260029999999	0.105855755	0.1043264501	0.0	-0.00914061	0.00035052	1.228642704e-07	8.355075117210001e-05	0.00012874299999999998	0.08771034299999997	0.0076931042691776455	1.6574760048999997e-08	-0.00614309	-0.0003623000000000003	3.77375547481e-05	1.3126129000000018e-07	0.0012168	-0.0005025300000000002	2.5253640090000017e-07	1.4806022399999997e-06	-0.000427323	-0.00027680099999999997	7.661879360100001e-08	1.82604946329e-07	0.000651717	0.00021532299999999998	4.6363994329000007e-08	4.24735048089e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
693.6169213437195	2.664062025553221	481104.43357433955	7.0972264759947326	985.74461222944	12.116302337497359	146.80478233364397	971692.440539369	751.2245319773001	1.5153668718216975	564338.2974445135	2.2963367562146777	780.6109827200346	584.6374847177586	1.049516	20.35478	0.15682565699999998	0.08557399999999997	-0.0163698078	0.0395450794	0.1314790605	0.0820551038	0.0577813881	0.057458123099999994	-0.04978751730000002	-0.1051897246	0.0605377743	0.0422934586	0.0415147634	0.008266157199999999	0.0929339318	-0.0922670426	0.0078362287	0.0425354434	0.0580943158	0.030734181	-0.040022210600000004	-0.023526848	-0.0856890234	0.1372798236	0.1308259149	0.11283506880000001	-0.0134509475	0.054303001399999995	-0.1302196335	0.0492477421	-0.11477648900000001	-0.11885283140000001	-0.014547324399999999	-0.0649443346	-0.1231219933	-0.0653776754	0.08894881689999999	0.1083915033	-0.020763940800000002	0.0467834587	-0.0106759228	0.0561884287	0.1302609532	-0.0241688645	-0.0531615908	-0.07363117059999999	-0.0742584257	-0.08534082130000001	-0.0644743083	0.07717813030000001	-0.08801650220000001	0.0023228909	-0.020654498	-0.067548418	0.0356099599	-0.0153520302	0.1074687374	0.1063790877	0.1045711815	0.10205722539999999	0.0	-0.017727200000000002	-0.008586590000000002	7.372952782810002e-05	0.00031425361984000014	0.041174	0.041045257	0.001684713122196049	0.0016952982760000002	-0.0650694	-0.05892631	0.00423402681636	0.0034723100102161	0.0016671	0.0004503000000000001	2.0277009000000004e-07	2.77922241e-06	-0.000321326	0.00010599700000000004	1.1235364009000008e-08	1.0325039827599997e-07	0.000242664	-0.00040905300000000004	1.67324356809e-07	5.8885816896000004e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
694.7731790081767	1.1562576644572573	482709.77026912797	1.3369317866161514	988.1758406166645	2.4312283872244507	5.910871470846003	976491.4919784516	752.4772445604422	1.2527125831420562	566222.0035812755	1.5692888159624432	780.8779612321292	594.1037221168266	0.895806	17.373648	0.11584389999999994	0.0478446	-0.007588554399999998	-0.0213843965	0.0936330291	0.0938939108	0.0007586292999999999	-0.0370839271	-0.07253170440000001	-0.028500541600000002	0.08324831719999999	0.031097402599999997	0.0782488929	0.055052232400000005	0.015026670700000001	-0.0970623561	0.09497280609999999	0.11151835369999999	-0.1022691497	-0.053187028899999995	0.0646703382	-0.076637028	-0.1647604943	-0.0545655251	-0.0442719736	-0.0720943522	0.075349283	-0.00042964269999999996	-0.040073860499999996	0.0216063759	0.0152828187	0.0048061781	0.0631031541	0.0210682565	0.0144997953	0.1206810333	-0.13215755029999998	0.0826008094	-0.0635902124	-0.0276754087	0.0396446616	0.019837253899999997	0.09407669099999999	-0.038493707	-0.1518721636	0.0706808806	0.1048695317	-0.0781770585	0.078206409	-0.015141633799999997	0.0556075695	-0.0412981333	-0.1162472026	-0.14406899410000001	0.0706090259	0.0078598262	0.1072891178	0.1056636333	0.10297271	0.0992434813	0.0	-0.0323853	-0.014658099999999997	0.0002148598956099999	0.0010488076560900002	0.0708337	0.0296597	0.0008796978040899998	0.00501741305569	-0.0392361	0.025833300000000003	0.0015394715432099995	0.0006673593888900001	0.002146	0.0004789	2.2934521000000001e-07	4.6053159999999985e-06	-0.00034723	-2.590400000000004e-05	6.710172160000021e-10	1.205686729e-07	0.000651716	0.000409052	1.67323538704e-07	4.24733744656e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
694.0489180003736	-0.7242610078030793	481703.9005774894	0.5245540074239321	979.4894576217322	-8.686382994932274	75.45324953464858	959399.597592115	752.2513814072943	-0.2258631531478841	565882.1408291826	0.05101416394990454	782.4879225626403	597.5284280927692	0.8814539999999998	17.095306	0.23580385	0.120822	-0.026885080899999997	-0.0033049890999999995	-0.0002340584	-0.0053033635	-0.0293847775	0.0839798689	-0.0559641471	0.0195552395	-0.0196445149	0.016350921	-0.021926464	0.051582614400000004	0.013468258200000001	-0.0128777334	0.1349842723	0.0808028314	-0.0471681667	-0.05615740000000001	0.014828485800000001	0.0092578767	-0.059831523399999996	0.0643870392	0.0273984605	-0.0455040827	0.12238114650000001	-0.054582010599999994	-0.0019865176	-0.0461499121	0.0358068039	-0.0023461539	-0.0963488909	-0.0772822313	0.07373622769999999	-0.011221343600000001	0.14339846550000002	-0.0050713959	0.0345291022	-0.012370928100000001	-0.0663569546	0.0206472476	0.09856316289999999	0.0544926491	-0.1403870816	0.054567154900000005	0.0640716472	-0.0573928933	0.0147641896	0.0239457645	0.0083229386	0.060184198200000004	0.0271652758	0.009306565	0.11965300699999999	-0.019886043	0.1070737061	0.1048071914	0.1010651385	0.09590023019999999	0.0	-0.0210811	0.0113042	0.00012778493764000002	0.00044441277721	-0.0296481	-0.1004818	0.01009659213124	0.0008790098336100001	-0.086108	-0.046871900000000015	0.007414587664000002	0.0021969750096100006	0.00176988	-0.00037612	1.4146625439999998e-07	3.1324752144e-06	-0.00125311	-0.00090588	8.206185743999998e-07	1.5702846721e-06	0.000390797	-0.00026091900000000003	6.807872456100001e-08	1.5272229520899995e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
694.3608418292114	0.3119238288377346	482136.9786657711	0.09729647499679236	979.5110655396303	0.021607917897995318	0.00046690211588650655	959441.9275145816	751.2442066300557	-1.0071747772385606	564367.8579952219	1.0144010319055443	781.0638263437476	594.4636739710603	0.9169830000000002	17.784369	0.18655535	0.110994	0.040916484100000004	-0.048503204400000006	0.0478117197	-0.0242135402	-0.041352315099999995	0.0015409978	-0.15374102679999999	-0.0113009442	0.0132080101	-0.0407913674	0.0036463334000000004	-0.0991637442	-0.0699589893	-0.0789827422	0.0867919626	0.013106935	-0.015839671	0.0128988078	-0.043014990700000005	0.0689284006	0.0474863688	-0.0787575257	-0.14938067789999998	-0.0378433517	0.058498747699999985	-0.0528104823	-0.045015779699999994	-0.0940163127	0.06334320339999999	0.09449083679999999	0.0781562693	-0.0417833467	-0.0747803318	-0.00033918580000000004	-0.0997712442	-0.0022541429999999997	-0.031116179	0.007468435600000002	0.0100904382	0.0702077126	-0.1117127295	0.0661067492	-0.1106760306	0.11095247849999999	-0.0955849191	-0.037936591299999996	0.0412353207	0.0016788579999999999	0.0547244999	-0.1133017408	0.028227929300000006	0.0994665261	0.0341665171	0.0910055706	0.1068225743	0.103810905	0.0988541933	0.09204531	0.0	-0.0441464	-0.023065300000000004	0.0005320080640900002	0.00194890463296	0.07155030000000001	0.1011984	0.010241116162560002	0.005119445430090001	-0.0476578	0.0384502	0.0022712659008400004	0.0014784178800400006	0.0017530000000000002	-1.6879999999999716e-05	2.8493439999999036e-10	3.073009000000001e-06	-0.0010540800000000002	0.00019902999999999975	3.961294089999992e-08	1.1110846464000003e-06	0.000651716	0.00026091900000000003	6.807872456100001e-08	4.24733744656e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
692.3177608588157	-2.043080970395636	479303.88200056436	4.174179851592772	980.4471272954387	0.9360617558085096	0.8762116106873098	961276.5694218781	749.8900044669776	-1.3542021630780712	562335.0187994838	1.8338634984853264	778.7313285563603	593.2669153572699	1.402377	27.198318	0.24603645000000005	0.166283	-0.13089360449999998	0.0075548502	0.039995998	0.025833954300000003	-0.0019889477	0.1490798276	-0.0111614163	-0.052333564400000004	-0.1167781601	0.031699008199999996	0.083696178	-0.10508374529999999	-0.0762851386	0.10110039400000001	0.0223886698	-0.045868611399999995	-0.0932349989	-0.0701876837	-0.1064846806	-0.0049716142	0.072229363	0.11430528400000001	-0.007811657099999998	0.0044870972	0.048943374500000005	0.031529448700000004	0.056779335800000004	-0.035146300299999995	0.1227718095	-0.0886200023	-0.0986495095	-0.035697353	-0.0453521398	-0.077670959	0.0526771399	0.0387407526	0.1282872978	0.0174263843	0.0288297777	0.14114510449999998	-0.0395679157	0.0623810721	0.0064321089000000005	0.0231436639	0.019848231799999998	0.1228919772	0.0203811248	-0.0887328065	-0.0894790286	0.0296219533	0.1130490772	-0.06267621570000001	-0.0294431387	-0.0812622259	0.10653580609999999	0.1026761034	0.096346511	0.0876992882	0.0	-0.0375041	0.006642300000000004	4.412014929000005e-05	0.00140655751681	-0.07791310000000001	-0.14946340000000002	0.02233930793956001	0.0060704511516100025	-0.0747863	-0.027128500000000003	0.005592990667689999	0.0007359555122500001	0.00293163	0.00117863	1.3891686769e-06	8.594454456900003e-06	-0.000976665	7.741500000000017e-05	5.993082225000026e-09	9.53874522225e-07	0.000651716	0.0	0.0	4.24733744656e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
