global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	a_comp_cor_47	a_comp_cor_48	a_comp_cor_49	a_comp_cor_50	a_comp_cor_51	a_comp_cor_52	a_comp_cor_53	a_comp_cor_54	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28	motion_outlier29	motion_outlier30	motion_outlier31	motion_outlier32	motion_outlier33	motion_outlier34	motion_outlier35
687.6832897360582	n/a	472908.3069822074	n/a	932.9295499630838	n/a	n/a	870357.545194322	733.025901016801	n/a	537326.9715614929	n/a	762.7706295393979	551.4462455494207	n/a	n/a	n/a	n/a	-0.0311363397	-0.0234243048	-0.0351483721	0.0781404887	-0.060540915599999995	0.195577611	0.33840877869999997	0.1649402459	-0.0562404038	-0.0462732513	-0.028307129	0.0974653418	-0.0467772044	0.0275446902	-0.020001342	-0.0261049459	0.030146902799999997	-0.17744246649999998	0.0129653245	-0.006977441500000001	0.024255996000000002	-0.0653005497	0.009242455600000001	-0.030563348900000002	0.0366901432	-0.0751146806	0.1044319293	-0.11786230789999999	0.042815842699999995	-0.044768206399999996	0.058914878399999995	-0.1293466293	0.06018558860000001	-0.0186448572	0.0235648874	-0.0160976277	0.0167526377	-0.0588908934	-0.0404159613	0.0050886767	0.0369924796	-0.06469216009999999	0.0722669707	-0.10254518050000001	0.0658414047	-0.089836766	0.015198503300000001	-0.38273090340000004	0.10348665130000001	-0.0808754402	0.0133892123	-0.0072450412	0.0022431218	-0.1222259997	0.12044229070000001	-0.2468420593	0.0870410199	-0.0676534053	0.107516234	0.10750293820000001	0.1074807797	0.10744976029999999	-0.0214365	n/a	n/a	0.00045952353224999997	0.121866	n/a	n/a	0.014851321956	-0.0121913	n/a	0.00014862779569	n/a	0.000510862	n/a	n/a	2.60979983044e-07	-0.000427135	n/a	n/a	1.82444308225e-07	-0.000194006	n/a	n/a	3.763832803599999e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
683.9287867571436	-3.754502978914616	467758.5853550984	14.096292618678724	916.4165879522417	-16.512962010842102	272.6779143715144	839819.3626740287	732.7556010430118	-0.2702999737891787	536930.7708599054	0.07306207583043069	757.5091900521768	538.3818603430543	0.918836	18.091331	0.1186486236	0.068655	0.0035234108	0.054872721500000006	-0.0679944721	0.1289900186	0.022241140299999997	0.08434298529999999	0.15065453199999998	-0.0402925899	0.012592850400000001	-0.052138925499999995	0.0957759993	0.0998216197	-0.0271764527	0.0137641347	-0.012293392700000001	0.11260054609999999	-0.0035325927	-0.0291724677	0.1215070532	-0.00023096080000000005	-0.0567841821	0.0196763118	0.0726412317	-0.0162869267	0.1409509132	-0.0060292544	0.0206178913	-0.10319388369999999	0.1295423661	-0.0538338139	-0.0242123856	-0.0416770838	0.0009428667	0.0325589415	0.0269152851	0.0097697387	0.075352559	0.013596191200000001	-0.0497614146	-0.11734778929999999	-0.0030639125	0.0488130155	0.0528701281	-0.0384562429	0.036753557	0.032816423399999996	-0.0726650526	-0.0948792842	-0.027628007000000003	-0.11132266710000001	0.07425981	0.0038401417	-0.0048324206	-0.0637287102	-0.055871325599999994	-0.0381282064	0.0409681646	-0.0313760181	0.1074807797	0.10736115	0.1071618658	0.1068830749	-0.007496079999999999	0.013940420000000002	0.00019433530977640005	5.619121536639998e-05	0.106296	-0.015569999999999999	0.0002424249	0.011298839616	-5.89964e-05	0.012132303600000002	3.4805752129600004e-09	0.00014719279064257296	0.00179382	0.001282958	1.6459812297640004e-06	3.2177901924e-06	-0.000223005	0.00020413	4.16690569e-08	4.9731230025e-08	-0.000247036	-5.303000000000002e-05	2.812180900000003e-09	6.1026785296e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
684.8773100309895	0.9485232738459216	469056.92979528406	0.8996964010273855	910.7953362914767	-5.621251660764984	31.598470233653078	829548.1446103043	734.3046362914665	1.549035248454743	539203.298879143	2.399510200955248	759.9910931163231	542.3033174518089	0.963859	18.977802	0.3010854364	0.191962	-0.0736315886	-0.0548696983	-0.0130908531	0.0429369077	-0.0448947314	0.0443307012	0.0256741638	0.09620420910000001	-0.09527643570000001	0.0663891851	0.006584518199999999	0.07412208519999999	-0.0408713807	0.058212246100000004	-0.0918703416	0.040325423199999995	-0.0265189556	-0.093241296	-0.0068636288	-0.09741125119999999	-0.0500708368	-0.0474892781	-0.0861041468	0.1262069656	-0.0025130496	-0.10841716550000001	0.0166994658	-0.036706771400000004	0.029737811200000002	-0.0369362148	0.0237332709	-0.0099189515	-0.0519328058	-0.05141955769999999	0.0719975413	0.0301194131	0.013032833300000001	-0.033124889	-0.09346677630000001	0.0300540579	0.0511303517	-0.0093986163	0.08542040320000001	-0.10048233050000001	-0.0741571078	-0.0425831391	0.0230935433	-0.11520083980000001	-0.0088581475	-0.0332689307	-0.0326382046	0.0364167588	-0.11537105689999999	-0.0032804408	0.0025727356	0.0649726402	-0.0555231867	0.051912056100000006	0.1074098827	0.1070777606	0.1065249843	0.10575269279999999	-0.0105551	-0.0030590200000000013	9.357603360400003e-06	0.00011141013601000001	0.264631	0.158335	0.025069972225	0.070029566161	0.0468177	0.0468766964	0.00219189703329	0.0021974246653777727	6.193560000000001e-05	-0.0017318844	2.9994235749633604e-06	3.8360185473600015e-09	-0.000143032	7.9973e-05	6.395680729e-09	2.0458153024e-08	-0.000291473	-4.443699999999998e-05	1.9746469689999977e-09	8.4956509729e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
680.5022176015964	-4.375092429393135	463083.2681606904	19.14143376573312	905.9477099152873	-4.847626376189396	23.499481483127138	820741.2531007534	731.3878382211334	-2.916798070333129	534928.1698977828	8.507710983099066	756.4703763787352	536.0507918774459	1.206643	23.758083	0.28406462000000005	0.173067	0.0459258906	0.1017588423	-0.0455753784	0.0361548581	-0.047303904	-0.058291137699999995	0.0615353818	-0.0289583657	0.0898534809	-0.0398451929	0.09809379189999999	0.0185999819	-0.0016749665	0.1395324033	0.0851533607	-0.053616864900000005	0.0398142243	0.0287790056	-0.024450768799999998	0.0101562879	-0.005959131899999999	-0.032058897	-0.128936658	0.004493604799999999	0.10715458039999999	-0.023793219900000002	0.0469390245	0.12043634730000001	0.0951259419	-0.0005057148	0.10439704	0.011610644	0.1157672228	0.0091670672	0.0331414686	0.0537426725	0.0822431642	-0.0465893279	-0.010873855200000001	-0.0787965758	-0.09553234050000001	-0.0401169448	0.1378533068	0.0281399356	0.0218565238	-0.0902312018	-0.032068396299999996	0.0813333044	0.0545195167	-0.0996160675	-0.0349729534	0.0124523599	-0.0762151158	-0.0217557007	-0.102989027	0.09755038220000001	-0.0625578016	-0.0075511287	0.10730356630000001	0.1066531437	0.1055720249	0.1040645756	-0.0151759	-0.0046208	2.1351792639999995e-05	0.00023030794081	0.115972	-0.148659	0.022099498281	0.013449504784	0.020389700000000004	-0.026427999999999997	0.00041573986609000016	0.0006984391839999996	0.0015622399999999995	0.0015003043999999993	2.2509132926593587e-06	2.4405938175999986e-06	0.000345135	0.000488167	2.38307019889e-07	1.19118168225e-07	-0.0003901380000000001	-9.866500000000006e-05	9.734782225000011e-09	1.5220765904400004e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
681.1057397818787	0.6035221802823116	463905.02876382024	0.3642390220927151	905.9057289469467	-0.04198096834056742	0.0017624017028117233	820665.1897388989	731.658226341009	0.2703881198756335	535323.7601724712	0.07310973536987994	758.393221639709	537.9029661607345	1.356852	26.715611	0.1955776059	0.108996	-0.1220242993	-0.0396464615	0.057333548899999996	0.0354719478	-0.0729217059	-0.026214820899999998	-0.0163298727	0.1260733311	-0.0978655678	-0.025216194	-0.0213267337	-0.0566858978	-0.0324263349	0.09915256859999999	-0.023503248799999998	-0.12376767720000001	-0.1002668065	-0.051422875800000004	-0.0583357833	0.0404041637	-0.0960896703	0.052005543200000004	0.012443785	-0.0510725939	0.072677415	-0.1202196122	0.0488010663	0.0435844647	0.14788184769999999	-0.1129007537	0.1647707041	-0.0063266027	0.0201479949	-0.0350754234	-0.0204237711	-0.019074968600000002	-0.0471050622	-0.015762921200000002	-0.0693814766	0.0293614717	0.0488222739	-0.14749855609999998	0.045272328099999995	-0.0404235138	-0.0424917621	-0.0620585979	0.0787501521	-0.0357181243	-0.0495794595	-0.0824183862	-0.0054735891000000005	0.0750075317	-0.044439031	-0.1282334728	-0.12331556910000001	0.0647366767	0.0337229559	-0.0386637965	0.1071618658	0.10608785949999999	0.1043058152	0.10182762640000001	2.48009e-05	0.015200700900000001	0.0002310613078512608	6.150846408100002e-10	0.200393	0.08442100000000001	0.007126905241000001	0.040157354449	0.0298865	0.009496799999999994	0.00089320288225	9.018921023999992e-05	0.000361396	-0.0012008439999999993	1.4420263123359988e-06	1.30607068816e-07	-6.55871e-05	-0.0004107221	1.6869264342841e-07	4.30166768641e-09	-0.00027252200000000003	0.00011761600000000002	1.3833523456000004e-08	7.426824048400002e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
679.6563796427622	-1.4493601391164932	461932.7943891065	2.10064481285978	902.1937717262987	-3.71195722064806	13.77862640792127	813953.6017417249	730.3418526874725	-1.3163736535365158	533399.2217869698	1.7328395957250755	755.6835796913257	526.1335310783852	1.256726	24.744179000000006	0.14845495590000007	0.0824088	-0.009669821	0.0643394217	-0.1371374156	0.0646928278	-0.0613253787	0.0067239097	-0.0590979866	-0.0265870198	-0.0817561473	-0.11553758550000001	0.1171743925	0.0040473623	0.0459375617	-0.0045369651	0.0726922808	-0.0634418209	0.0271105754	-0.0010575666	-0.057885093099999986	0.0319151033	-0.0418052998	-0.0200297666	-0.0076316727000000015	-0.0450663974	0.0089440655	-0.0431365936	0.0632822409	-0.07055858849999999	0.08357056730000001	-0.0839481531	0.0122387904	-0.047632359900000004	-0.009433304	-0.017628448999999997	0.0267262058	0.0094149775	-0.0215707086	-0.11278809699999999	-0.0896712425	-0.0829880164	0.019980298400000002	-0.0492427074	-0.0006343068	0.0704302762	0.13044177099999998	-0.0617910146	0.0512717524	0.0730874566	0.031240139700000006	-0.0666108453	0.031899132999999996	0.056053434900000004	-0.022705004900000002	-0.0830760433	-0.0627578973	-0.0008297062	0.008789000600000001	0.0196606276	0.1069848277	0.1053826534	0.1027301122	0.09905364259999999	-0.0150857	-0.0151105009	0.00022832723744890083	0.00022757834449	0.27345	0.07305700000000001	0.0053373252490000024	0.07477490250000003	0.0472742	0.017387699999999996	0.0022348499856399994	0.00030233211128999983	0.000940972	0.0005795759999999999	3.3590833977600013e-07	8.854283047839998e-07	0.00014987100000000002	0.0002154581	4.642219285561e-08	2.2461316641e-08	-0.000335483	-6.296100000000001e-05	3.964087521e-09	1.1254884328900002e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
679.7920052007163	0.1356255579540857	462117.1703348107	0.018394291970357062	900.73451326679	-1.4592584595086464	2.129435251647548	811322.6633899611	730.6566223618249	0.3147696743524193	533859.0998011904	0.0990799478919281	755.5373721116	529.9414229074245	1.077736	21.219967	0.31011601000000005	0.203589	0.0011293816	0.059275470499999997	0.0554087637	0.0595682573	0.055835649	-0.11425779900000001	-0.024750985899999998	0.0024480051999999997	-0.0030771954999999998	-0.1389522554	-0.0094700253	0.0041193778	-0.0725929988	0.029790724100000002	-0.0081871458	0.0171708818	0.07447201769999999	0.0078672367	-0.11667834449999999	0.0027476385	0.008662894499999999	-0.06383739179999999	-0.027121289399999998	0.0451893557	0.08606979029999999	0.07503642349999999	-0.14808787699999998	-0.10697357130000001	-0.045341879	-0.24659908149999998	0.0014596676999999998	-0.017819611200000002	-0.0414312621	0.029569683700000002	-0.1470988295	-0.045587177199999995	0.0488924563	0.0618579751	0.040520622799999996	-0.1186212312	0.0282229448	-0.0856388275	-0.0450848412	-0.0357686845	0.0094823939	-0.024334672400000004	-0.031039256299999998	-0.0089658094	0.0892026549	0.0672226913	-0.13950235689999999	-0.0120687239	-0.0643845153	-0.013134452	-0.0309644844	0.10245008550000001	0.0164151017	-0.07798317889999999	0.10677251060000001	0.10453845560000001	0.1008495915	0.0957572542	-0.0115169	0.003568800000000001	1.2736333440000005e-05	0.00013263898561	0.0845625	-0.18888750000000004	0.035678487656250014	0.00715081640625	-0.00855056	-0.05582476	7.311207631360001e-05	0.0031164038290575997	0.0017658699999999997	0.0008248979999999997	6.804567104039995e-07	3.1182968568999987e-06	0.000345135	0.000195264	3.8128029695999986e-08	1.19118168225e-07	-0.00055202	-0.00021653699999999996	4.688827236899997e-08	3.0472608039999995e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
682.3309549772453	2.5389497765289657	465575.53212015954	6.446265967736488	905.2207674675067	4.486254200716643	20.126476753447736	819424.6378544619	730.4360808537798	-0.22054150804513029	533536.8682130296	0.04863855677082027	755.8970358981196	535.3317385132667	1.10361	21.729418	0.26677026	0.167615	-0.0231047823	-0.05725869	-0.0995419286	0.11018007	0.06926644400000001	0.0343059612	-0.0735492233	0.034106080899999995	-0.1493414264	-0.1920289784	-0.0111008324	0.059776948899999995	0.025977791	-0.0441779201	0.0181940725	-0.08227469999999999	-0.0352105938	0.0208910438	0.06875137690000001	-0.0892337017	-0.0516840106	-0.031056215499999998	0.1065255919	0.10267068230000001	-0.0264816106	0.0259372365	0.015224243200000001	-0.0896566434	-0.023329780699999997	-0.09734684539999999	-0.1069834868	0.1640317068	-0.0669596993	-0.0440768102	-0.0416350785	0.14574114230000002	-0.0548618665	0.1554151502	-0.0374152407	-0.1174434236	0.1731253919	-0.036896206200000004	-0.0688953821	0.0122627795	0.0910780357	-0.0244571939	0.0636618904	-0.034188839	0.0315714956	-0.0611831459	0.0590999162	-0.040392617799999996	-0.0602140545	0.031148619	-0.0458843412	-0.0336871745	0.0954076141	-0.0474422466	0.1065249843	0.10355637949999999	0.0986698327	0.0919558462	-0.009943380000000005	0.001573519999999995	2.475965190399984e-06	9.887080582440012e-05	0.239551	0.15498850000000006	0.02402143513225001	0.057384681601000014	-0.0371988	-0.028648240000000005	0.0013837507214400006	0.0008207216550976004	0.000513799	-0.0012520709999999993	1.5676817890409989e-06	2.63989412401e-07	0.000345135	0.0	0.0	1.19118168225e-07	-0.000172891	0.000379129	1.4373879864100001e-07	2.9891297881e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
682.6669566386041	0.3360016613588641	466034.17368621385	0.1128971164359168	911.88012451339	6.6593570458833256	44.347036264555896	831525.3614825556	733.2043086955714	2.7682278417915995	537588.5582897507	7.663085384070178	756.9406267964348	540.0547987598903	0.8971399999999999	17.66415	0.132907687	0.0610068	0.0465403451	0.0061069329000000006	-0.10376300890000001	0.09632850650000001	0.0710150471	0.06330529110000001	0.007733655799999998	0.0001835435	-0.033964260499999996	-0.030358174900000007	0.08639353039999999	0.11074570800000001	0.0112709304	-0.0258059115	-0.0448578889	0.0501131287	0.0171170146	-0.0568314517	0.08673020779999999	-0.07121659	-0.0266176568	0.08067455330000001	-0.0126112771	-0.0051264386	0.0767146346	-0.0866590961	-0.034804987200000005	-0.0501354233	0.060343763200000004	0.0569153586	-0.0658099353	0.0623653905	-0.014034876100000001	0.1895771394	-0.0986202157	-0.0578610479	0.0331358546	0.0362515024	-0.0467964712	-0.11377701380000001	0.0437764811	0.0771497197	0.035157090499999995	-0.0338856155	0.0155394451	0.0024222808	-0.0120493941	-0.020363629299999998	-0.0232240536	-0.05142985940000002	0.1209740208	0.0850762225	-0.05778501110000001	0.06872528730000001	-0.025307069300000002	0.090840975	0.0005201105	-0.1182675837	0.10624233050000001	0.10243772039999999	0.09619730359999999	0.08766946710000001	-0.0170256	-0.007082219999999994	5.015784012839991e-05	0.00028987105535999987	0.206065	-0.033486000000000016	0.0011213121960000011	0.042462784225	-0.000970883	0.036227917000000005	9.426137996890002e-07	0.0013124619701588894	0.0013500500000000006	0.0008362510000000006	6.99315735001001e-07	1.8226350025000015e-06	0.000175318	-0.000169817	2.8837813489e-08	3.0736401124e-08	-0.000289054	-0.00011616300000000002	1.3493842569000003e-08	8.355221491600001e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
682.8781869223752	0.2112302837711013	466322.61817439046	0.044618232782019984	905.6624072544464	-6.217717258943593	38.66000791216504	820224.3959139187	731.97158567798	-1.2327230175914108	535782.4022399364	1.5196060380996743	756.9262461246353	538.2553719358285	1.038563	20.44869	0.230700767	0.13684300000000002	0.052775610599999995	-0.048396503099999995	0.0139429672	-0.0028502719	0.1224260224	-0.04196727559999999	-0.047554998499999994	0.028514450299999997	-0.011545888700000001	-0.0575248936	-0.0570306071	0.0317698036	0.050626011900000004	0.0442570703	-0.1288081401	-0.11696882039999999	0.014508626299999999	0.0689604856	-0.0038038176	-0.10450350800000001	-0.007880256700000001	-0.0445798229	-0.06571428879999999	-0.02726383	-0.0587873282	0.051911663399999995	-0.0334976102	0.0388592272	-0.0465795857	-0.0117040664	-0.009938792	0.0378251029	-0.0171734213	0.0429112277	-0.0425007771	0.12316085880000001	0.0692235235	-0.0837059637	0.0776381669	-0.0560521292	0.0775172906	-0.0145588724	-0.0160654707	-0.015786226100000002	-0.1052200185	-0.09672792039999999	0.07561513269999999	0.034446435299999995	0.0824033362	-0.0076293392000000015	-0.0395483779	-0.1298415187	-0.0529504307	0.0735731003	0.0661947523	0.0233468508	-0.0154467953	-0.101158254	0.1059246424	0.1011839538	0.0934393406	0.0829207229	-0.01804	-0.0010144000000000019	1.0290073600000045e-06	0.00032544160000000003	0.0949938	-0.1110712	0.01233681146944	0.00902382203844	-0.05819580000000001	-0.057224917000000014	0.0033867511376400013	0.00327469112565689	0.00216765	0.0008175999999999995	6.684697599999992e-07	4.6987065225e-06	-0.000132916	-0.000308234	9.500819875599999e-08	1.7666663056000002e-08	-0.000187083	0.00010197100000000003	1.0398084841000005e-08	3.5000048889e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
