global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	a_comp_cor_47	a_comp_cor_48	a_comp_cor_49	cosine00	cosine01	cosine02	cosine03	non_steady_state_outlier00	non_steady_state_outlier01	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25
698.1722878409242	n/a	487444.54350903037	n/a	1019.4210378782628	n/a	n/a	1039219.2524687946	750.1242276142601	n/a	562686.3568538903	n/a	780.8246313461366	598.0163597539141	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.00839098	n/a	n/a	7.040854536039998e-05	-0.109227	n/a	n/a	0.011930537529000002	-0.07574639999999999	n/a	0.005737517112959999	n/a	0.00268376	n/a	n/a	7.2025677376e-06	0.000553626	n/a	n/a	3.0650174787600003e-07	0.0	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
699.927902521079	1.7556146801547357	489899.068727557	3.082182905174814	1005.1917488447721	-14.229289033490772	202.4726663986208	1010410.4519456113	752.623383916534	2.499156302273832	566441.9580179745	6.245782223195013	779.0359552331148	604.8730089296085	2.061671	39.633362	0.71733773	0.422821	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	-0.0117711	-0.02016208	0.0004065094699264	0.00013855879520999998	0.10988699999999997	0.219114	0.04801094499599999	0.012075152768999996	0.07775039999999997	0.15349679999999996	0.006045124700159995	0.023561267610239987	-0.00279088	-0.005474639999999999	2.9971683129599995e-05	7.789011174399999e-06	-0.000254698	-0.0008083239999999999	6.53387688976e-07	6.4871071204e-08	-0.000208333	-0.000208333	4.3402638889e-08	4.3402638889e-08	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
695.2819602239018	-4.645942297177157	483417.0042127914	21.58477982869976	989.7157883518232	-15.475960492948847	239.5053531793134	979537.341712871	752.099638526403	-0.5237453901308982	565653.8662715461	0.27430923368336674	776.9127786599869	594.5635059711439	1.351477	25.980675	0.25390659000000004	0.134454	-0.039193395299999996	-0.0682272824	0.0128432944	0.059436251100000004	0.1331834065	-0.0654925204	-0.056915244800000014	-0.0978175724	0.0289489583	0.0486516161	-0.1026706169	0.0218477492	-0.016153165900000002	0.0610736333	0.0028309622	-0.1217180642	0.1106428167	-0.053128519400000004	0.0205331458	-0.0335775752	0.1201637558	-0.0388400596	0.10472099539999999	-0.1182282941	0.0465535657	-0.1968689502	0.0801843697	-0.08366726769999999	0.09145190539999999	-0.0249998952	0.020944463	-0.10063258060000001	0.1062497146	-0.1890875781	0.0461487622	-0.0204897697	-0.0962940114	-0.0868696889	-0.062674677	0.0226121879	-0.020984632000000003	0.0613712847	-0.0951746691	0.002959093	0.007004292	-0.0224479325	0.1404101353	-0.048324809100000005	0.037168946	-0.1181873909	0.1330592079	-0.1620464291	0.1279739136	0.10814305130000001	0.1081293633	0.1081065512	0.108074617	0.0	0.0	-0.0191807	-0.007409600000000001	5.490217216000003e-05	0.00036789925249000014	0.00139051	-0.10849649	0.011771488342320098	1.9335180601e-06	0.11810300000000006	0.040352600000000086	0.013948318609000013	0.001628332326760007	-0.00127757	0.00151331	2.2901071561e-06	1.6321851049e-06	-0.000486013	-0.00023131500000000008	5.350662922500003e-08	2.3620863616900006e-07	0.0	0.000208333	4.3402638889e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
693.6802617125987	-1.6016985113030842	481192.30548965954	2.565438121110516	974.0795254013644	-15.636262950458784	244.4927190558901	948830.9218061473	750.8467916451037	-1.2528468812993196	563770.904523746	1.5696253079814315	777.28259222748	596.5932440514124	1.244393	23.922092000000006	0.20488051	0.0999981	0.0914802644	0.021227202799999997	-0.0965604967	-0.0315323481	0.0289876571	0.015495565900000001	-0.1035440722	-0.03530695	0.0216556268	-0.0047804846	0.0906583484	-0.1420476565	-0.0010659146	0.0653778386	0.045298590199999995	-0.010395504100000001	0.0186806786	-0.0687617125	-0.0229840813	0.061255075	0.0593530092	0.0138822564	-0.02148343	-0.09627743289999999	-0.0199235491	-0.0738421678	0.0021306974	0.1374331643	-0.028168335099999997	-0.1443466027	0.09863962539999999	0.0790133425	0.1211514604	0.029136057000000007	0.0876515651	0.0344804451	-0.0235913717	0.0191375978	0.0764642578	-0.1526807246	0.0570452892	-0.0180901109	-0.06108728240000001	0.0229004343	0.005688396899999999	-0.0283978332	0.005752341899999999	-0.0976128827	0.0623626972	-0.1280105083	0.0521950468	-0.12936871630000002	0.052620489900000005	0.1081065512	0.10798339369999999	0.10777823519999999	0.1074912313	0.0	0.0	-0.0342823	-0.0151016	0.00022805832256	0.00117527609329	-0.0678932	-0.06928371	0.004800232471364099	0.0046094866062399995	0.0970939	-0.02100910000000006	0.009427225417209998	0.00044138228281000245	-0.00253334	-0.0012557699999999998	1.5769582928999994e-06	6.417811555599999e-06	-0.000957617	-0.00047160400000000003	2.22410332816e-07	9.170303186889999e-07	-0.000262348	-0.000262348	6.882647310399997e-08	6.882647310399997e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
692.5551581189155	-1.1251035936832068	479632.6470371161	1.2658580965188664	972.7237278558084	-1.3557975455560154	1.838186984535716	946191.4507337008	749.1733016105493	-1.6734900345544474	561260.635846051	2.8005688957530457	774.4364435746761	580.7983734784536	1.025098	19.70639	0.17193740000000002	0.132227	0.0290803138	-0.0145100892	0.0653988133	0.0233551317	0.0106990869	0.046003815999999996	0.060844952699999996	0.04935458190000002	0.059340955999999986	-0.0263995214	-0.0028480644	-0.1216429938	-0.0249963153	-0.0572734758	-0.0490665966	0.08792142689999999	-0.0607433404	-0.0658254129	0.051744840199999996	-2.99092e-05	0.04624700440000002	-0.0041894406	-0.050756105	-0.1139504741	-0.1380713232	-0.0674815302	-0.0503470367	-0.0603365754	-0.1173453658	-0.0301769844	-0.0585484533	-0.0595926036	-0.0031770087	0.0702304347	0.0163733248	-0.0490924936	0.0084090374	0.0546905025	0.0175609792	-0.0305781946	-0.0762991517	-0.06467137440000001	-0.0156154873	0.0676669987	0.10968970310000001	-0.0066842454	-0.0753963821	-0.101958479	-0.0120487616	-0.0068558764000000005	-0.14192826220000002	-0.02380788	0.0009712911	0.1080335633	0.10769165160000001	0.1071226002	0.1063276091	0.0	0.0	-0.034295099999999995	-1.2799999999993374e-05	1.6383999999983032e-10	0.0011761538840099994	0.0616796	0.12957280000000002	0.016789110499839995	0.003804373056159999	0.10401800000000001	0.0069241000000000025	0.010819744324	4.794316081000003e-05	-0.00293083	-0.00039749000000000034	1.5799830010000027e-07	8.5897644889e-06	-0.0007861329999999997	0.00017148400000000026	2.9406762256000095e-08	6.180050936889997e-07	-0.000401928	-0.00013958000000000004	1.948257640000001e-08	1.6154611718400002e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
692.5826527252824	0.027494606366872176	479670.73085598904	0.000755953379269248	976.1271447030977	3.403416847289236	11.583246236412206	952824.2026262222	749.001481183849	-0.17182042670026476	561003.2188155997	0.02952225903146105	772.4686776000258	580.1920528128015	1.132136	21.76408	0.3337357	0.208194	-0.11024918539999999	-0.030691483199999998	0.0168287462	0.0666510569	-0.0751188096	0.0444327392	-0.0770697029	0.0774636752	-0.025678625	0.1468892691	-0.0441380621	-0.059986615599999994	-0.0444246121	-0.020982327000000002	0.0708820558	-0.0297867648	-0.0017759651	0.0512944237	0.020083764599999998	-0.1134124368	-0.0523360867	-0.026997668500000002	0.014513398	-0.0571969894	-0.0482291925	-0.0884494214	-0.0142129682	0.0292055951	0.0684564599	-0.0727220968	-0.0590723323	0.2433254372	0.0809285909	0.0621763503	0.0134941722	-0.0537459333	0.1118610917	-0.0707849136	-0.0532615006	-0.043989363	-0.0664536251	-0.0033739730999999998	-0.084368581	-0.05923749530000001	0.060856429800000014	-0.0081640503	0.0266584273	0.0343497963	0.0316275747	-0.010691946	-0.0469188454	-0.0108114144	0.023987226099999998	0.1079241123	0.10725453089999999	0.10614163730000001	0.1045900315	0.0	0.0	-0.0342903	4.79999999999231e-06	2.3039999999926183e-11	0.0011758246740900002	-0.08806	-0.1497396	0.02242194780816	0.0077545636	0.0579395	-0.0460785	0.00335698566025	0.0021232281622500003	-0.00053606	0.00239477	5.7349233529e-06	2.873603236e-07	-0.000422647	0.0003634859999999998	1.3212207219599984e-07	1.7863048660899996e-07	-0.000401928	0.0	0.0	1.6154611718400002e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
693.3530597121686	0.7704069868862007	480738.4654122261	0.5935269254430746	975.2622263965584	-0.8649183065392663	0.7480836769867522	951136.410235972	748.6802972552276	-0.32118392862139444	560522.187498176	0.103159116004673	774.8797918180023	591.0299743689093	1.133972	21.799364	0.1593642	0.0831727	0.0430476315	-0.010949546599999999	-0.0710070767	-0.0243633748	-0.0501427928	-0.0770161424	0.0042681452	0.1156918726	0.0284613142	0.0188677477	0.070313971	-0.016614716499999998	-0.040869744	-0.0268676035	-0.0257622169	0.047260973600000006	0.0044912605	0.079062355	0.020625921000000002	0.0327762297	0.09110814630000001	-0.0004501055	-0.059318936100000004	-0.0750352367	-0.032540018500000004	-0.0090417014	-0.0998095055	0.12082710039999996	-0.0483028301	-0.1008710146	-0.09918303880000001	0.0757484806	-0.1514272568	-0.1097299808	0.0763403859	-0.0199938362	0.09019332460000001	0.0727660572	0.08395222210000003	-0.0686711945	-0.0410845239	0.0645199258	0.0324482522	0.0328826881	0.0642170143	0.0369861229	-0.015889499799999998	0.1340426194	0.0089143588	-0.0698881489	-0.0598204433	-0.1233957245	0.032107614	0.10777823519999999	0.1066726216	0.1048383259	0.10228787810000001	0.0	0.0	-0.042123	-0.007832699999999998	6.135118928999996e-05	0.001774347129	-0.0377572	0.0503028	0.00253037168784	0.0014256061518399998	0.0394803	-0.0184592	0.00155869408809	0.00034074206463999984	-0.00178675	-0.00125069	1.5642254761000004e-06	3.1924755625e-06	-0.0008273469999999997	-0.0004046999999999997	1.6378208999999975e-07	6.845030584089993e-07	-0.000401928	0.0	0.0	1.6154611718400002e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
692.563351907775	-0.789707804393629	479643.9964057325	0.6236384163202061	974.7510271277164	-0.5111992688420061	0.2613246924646015	950139.564886538	748.5679128227762	-0.11238443245144936	560353.9201078474	0.012630260657434384	773.3777637491711	588.71898025534	0.948095	18.226097	0.17879099999999998	0.129241	0.0095832426	-0.0752506089	0.0505705741	0.0467412151	-0.0102120291	0.0174122879	0.0652418372	0.0983964879	0.0667091949	0.000193442	-0.021483485	0.0033687584	-0.0850402613	-0.0470145034	-0.14305464310000002	0.040026733700000004	-0.0749338221	0.06660101709999999	0.0861631449	0.0882146146	0.026493052599999997	0.014524091999999999	0.0014380617	-0.0060949315	-0.0287263763	-0.0181423568	0.0185586283	-0.0075157037	0.1010254634	0.10854116220000001	-0.08363346070000001	-0.0352989571	-0.0035021401	0.0692793401	0.0089069903	-0.0835858729	0.039848240800000004	0.06886469440000001	0.005900898199999999	0.008669435500000001	-0.1236145934	0.0504441597	0.0267016102	0.1036460205	0.0833039388	0.0643904758	-0.0692082224	0.0353988129	-0.0283924758	-0.0014159894	0.0916288672	-0.1000306631	-0.0613604225	0.107595981	0.1059467092	0.1032166238	0.0994335757	0.0	0.0	-0.0421432	-2.0199999999998e-05	4.080399999999191e-10	0.00177604930624	0.08355229999999997	0.12130949999999995	0.01471599479024999	0.006980986835289995	0.07929569999999997	0.039815399999999966	0.006287808038489996	0.0015852660771599972	-0.00199875	-0.00021200000000000017	4.494400000000007e-08	3.9950015625e-06	-0.0006864289999999999	0.00014091799999999975	1.9857882723999933e-08	4.711847720409999e-07	-0.000401928	0.0	0.0	1.6154611718400002e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
691.26474628437	-1.2986056234050238	477846.94945559435	1.686376565139151	974.2108530015307	-0.5401741261856614	0.2917880866004429	949086.7861059702	749.5546201933023	0.9867073705261192	561832.1286531256	0.973591435050568	772.7269818680462	580.0055343835091	1.186845	22.815794	0.30201427	0.197468	-0.0981416407	-0.0518993638	0.0298358173	0.0638858306	-0.0643300607	0.076384685	-0.1383307087	0.0194906162	-0.038128027200000005	0.0998925584	-0.0602874978	-0.0464748161	-0.05822425990000001	0.0604728963	-0.0749712054	-0.136543006	-0.0208053723	0.0458901802	0.057958215999999986	0.0605041171	0.025346559700000004	0.0051139536	-0.0572129055	0.012547608899999998	0.14460412539999998	0.0197675941	0.009158907800000001	-0.0628575499	0.10314410550000001	-0.0003782011	0.063782774	0.1235104501	0.0294606428	-0.0417505219	-0.0097450671	-0.0328637394	0.0691514161	-0.0890503081	-0.0680244957	-0.0801918221	0.010930741899999999	0.06620655519999999	-0.0613364008	0.029969270699999998	-0.0188284751	0.12701750480000001	-0.0154699621	0.004706979	0.049697498099999994	-0.039524156	0.0162772438	-0.0223466534	0.0510480889	0.10737741140000001	0.10507777380000001	0.1012814563	0.09604253189999999	0.0	0.0	-0.0343037	0.0078395	6.145776024999999e-05	0.0011767438336900001	-0.100298	-0.1838503	0.03380093281008999	0.010059688804000001	0.07452660000000001	-0.004769099999999957	0.005554214107560003	2.2744314809999586e-05	-0.0008451469999999998	0.0011536030000000007	1.330799881609001e-06	7.142734516089996e-07	-0.000180353	0.0005060759999999999	2.56112917776e-07	3.2527204608999996e-08	4.95004e-05	0.00045142839999999995	2.0378760032656e-07	2.45028960016e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
695.4697977606946	4.205051476324684	483678.23959730146	17.682457918540408	981.745821098178	7.534968096647277	56.775744217492274	963824.8572437356	751.6827880982217	2.128167904919451	565027.0139231161	4.529098631529245	775.2635989245532	594.930749957127	1.384825	26.621744	0.26898627	0.155839	0.1114105485	-0.0849063925	0.0148670485	0.1140013236	-0.0669947698	-0.0281050742	-0.0251706608	-0.022907238599999998	0.0815421226	0.06058107450000001	0.12815130460000002	-0.1224301133	-0.0767958274	0.0532395845	-0.0329245227	-0.0047940592	-0.0414594663	-0.0693552952	0.0464108112	0.0595299516	-0.0205268641	0.0217870416	0.043876311200000004	0.12116027300000001	0.0799136402	-0.0695146627	-0.0407465848	-0.0043595684	0.0110007273	-0.0664667202	-0.0178237189	0.06614213669999999	0.0387103185	0.0092233634	-0.055374778799999996	-0.0635580455	0.0013361473	-0.0446785297	0.1447719909	-0.0878728046	-0.0103496098	-0.0173061061	-0.0937559347	0.0821803123	-0.0665799153	0.0036434313	-0.0298889015	-0.1095409942	0.0041397529999999995	0.007022975	0.028339306499999998	0.1006632066	0.0786843409	0.1071226002	0.1040669883	0.09903870029999999	0.09213305150000001	0.0	0.0	-0.0426546	-0.008350900000000001	6.973753081000003e-05	0.00181941490116	0.035534500000000004	0.1358325	0.01845046805625	0.0012627006902500002	0.0567683	-0.017758300000000008	0.00322263988489	0.0003153572188900004	-0.00225243	-0.0014072830000000005	1.9804454420890016e-06	5.073440904900002e-06	-0.000710267	-0.000529914	2.808088473960001e-07	5.04479211289e-07	-0.000154194	-0.00020369439999999998	4.149140859136001e-08	2.3775789636000002e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
