global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	a_comp_cor_47	a_comp_cor_48	a_comp_cor_49	a_comp_cor_50	a_comp_cor_51	a_comp_cor_52	a_comp_cor_53	a_comp_cor_54	a_comp_cor_55	a_comp_cor_56	a_comp_cor_57	a_comp_cor_58	a_comp_cor_59	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10
696.3625838516879	n/a	484920.84818859905	n/a	1056.091083883905	n/a	n/a	1115328.3774590814	753.3941830829904	n/a	567602.7951032864	n/a	795.648072364783	602.2907295511969	n/a	n/a	n/a	n/a	-0.05024681860000002	-0.0894763849	-0.0040917306	0.0957601056	-0.4299448114	0.3441712049	0.3238736114	-0.030037218199999997	0.0223101488	0.0354659044	-0.0542520279	0.012607734399999999	-0.0194790601	0.1715684784	-0.1352850657	0.1301759375	-0.15296944699999998	0.08551017300000001	-0.0024724893	-0.0030603875	0.053490341600000005	-0.0042237606	0.026163728799999997	-0.0860253205	0.048740969599999996	-0.0739970205	0.0474905639	-0.0123058852	0.0229847808	-0.0811288195	0.0680650465	-0.0051037318	0.0637459006	-0.09133284679999999	0.17670014960000002	-0.0219774689	0.1032466105	0.0808458615	-0.0912511383	-0.1306900756	0.0513893319	-0.0710883466	0.1039652315	-0.22869851219999998	0.0966866925	-0.554003322	0.3772880614	-0.0944969357	0.1439693346	-0.19983562219999998	0.2549271406	-0.0093481955	0.0009042216000000001	-0.0665555404	0.1033871324	-0.058890450899999995	0.0212299775	-0.0479993712	0.0066180675	-0.0381432039	0.022435907999999997	-0.0785076534	0.0438245032	0.11250323	0.1124865505	0.11245875300000001	0.008999389999999998	n/a	n/a	8.098902037209997e-05	-0.0369147	n/a	n/a	0.0013626950760899999	-0.0984221	n/a	0.009686909768410001	n/a	0.0007962079999999999	n/a	n/a	6.339471792639998e-07	0.00054605	n/a	n/a	2.9817060249999994e-07	0.0	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
693.1837092704637	-3.1788745812241364	480503.65479795885	10.105243603152923	1031.5126641067939	-24.57841977711109	604.0987187398858	1064018.3762126954	753.5933078021308	0.1991247191404	567902.873564157	0.03965065377274317	791.9033710807984	587.8995904366636	1.1804059999999998	21.643158	0.4538696354	0.267418	-0.05351810110000002	0.074819593	0.0687484327	0.0856177474	-0.2342189248	0.1899665596	-0.0363363325	-0.007421400799999998	0.1227807943	-0.0539138833	0.0412151989	0.0870713575	-0.0655067919	0.0957408382	0.1084486409	0.009679585899999999	-0.0628709295	-0.0459382995	-0.0290788571	0.0035279674	-0.0071934616	-0.1048626944	-0.0280674599	-0.0084944733	-0.041034808900000004	-0.0498250957	0.014918019	0.0215015833	0.09761943029999999	-0.09434089300000001	0.0235186253	0.0624717491	0.02287894	-0.017042741	0.08597604369999999	-0.0109930856	-0.0261211094	-0.1267065284	0.11039012699999999	-0.1106927924	-0.068860404	0.0438454334	0.1179128577	-0.06994680610000001	0.11927972490000001	-0.1831610468	0.10635937990000001	0.0617187607	0.097670319	-0.0953754871	-0.1142629497	-0.0335913053	-0.060574830999999996	-0.0944751483	0.09921871210000001	-0.0103766552	0.0330689227	-0.014413324	0.08685255439999999	0.024290514	0.06660880820000001	0.0815117942	0.0568245826	0.11245875300000001	0.1123086861	0.11205872300000001	1.1504600000000005e-05	-0.008987885399999998	8.078208396353312e-05	1.323558211600001e-10	0.171232	0.20814670000000002	0.04332504872088999	0.029320397824	0.00499605	0.10341815	2.49605156025e-05	0.0106953137494225	-0.00115379	-0.001949998	3.802492200004e-06	1.3312313641e-06	-0.00017029	-0.00071634	5.131429956e-07	2.89986841e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
691.4618998016533	-1.7218094688104202	478119.5588773117	2.964627846885221	1017.6648638535004	-13.847800253293483	191.76157185511508	1035641.7751219636	752.9366256693378	-0.6566821327929802	566913.5622743285	0.4312314235295373	787.8603217499742	571.6016181532012	1.363976	25.008972	0.5677730499000001	0.395207	0.0782845519	-0.062007585	-0.0354756789	-0.0775160838	0.0651407355	0.0799100387	0.080304133	-0.1197369695	-0.0922980384	0.0108077204	-0.1263198546	0.012366094199999999	-0.0358944207	0.06330412740000001	-0.0469182524	-0.074917015	-0.012924063700000002	-0.0786734031	-0.0507228453	-0.18252422640000002	-0.0555289581	-0.0915022819	0.0895688035	-0.13416220869999998	-0.046846663200000006	-0.023513634	-0.07672301549999999	-1.683e-07	-0.056203721799999995	-0.0396375508	-0.0473415629	0.041526107	0.0660590695	0.026776393500000002	-0.0549061601	-0.0142645362	0.06676691309999999	0.0087168396	0.0365017169	0.1075696498	-0.0087829776	-0.1314009885	-0.0282119035	-0.0450614619	0.007264789399999998	-0.14383418380000002	0.0024599581	0.0057964257	0.057677695	0.09738042150000001	-0.0862619643	0.06927662150000001	0.1089094157	-0.0864139628	0.0530232275	0.1227932555	-0.016050431599999998	0.0001920752	0.0060640101	0.047953470199999994	0.149470109	-0.0748350841	0.036521474500000005	0.1123698164	0.11195323859999999	0.1112600859	7.40545e-05	6.25499e-05	3.91248999001e-09	5.48406897025e-09	-0.20285	-0.374082	0.13993734272400002	0.0411481225	-0.0606816	-0.06567765	0.00368225657856	0.0043135537095225	0.000635887	0.0017896770000000002	3.202943764329e-06	4.04352276769e-07	0.000431062	0.000601352	3.61624227904e-07	1.85814447844e-07	-0.000167988	-0.000167988	2.8219968144e-08	2.8219968144e-08	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
694.9365387679562	3.474638966302905	482936.79291478713	12.07311594615052	1018.016413824776	0.3515499712756309	0.12358738230389693	1036357.4188166576	754.7227811806648	1.7861555113270242	569606.4764330777	3.1903515106439038	788.3577815213298	579.1718112281395	1.2924639999999998	23.697783	0.4820359145000001	0.358733	-0.0647104371	0.10691258769999999	-0.0750568884	-0.0675968499	-0.04405729269999999	-0.07743926179999999	-0.10717199449999999	0.010969701399999999	0.1144346092	-0.1255708794	-0.058028926900000014	0.08595820609999999	-0.0003948996	0.125189822	-0.0447254471	-0.0365116227	0.0717907114	-0.07229924360000001	0.13236872689999998	-0.1902703796	-0.0562218267	-0.0211541754	0.08995979400000001	-0.13801211929999999	0.0414754555	0.1774713678	-0.06862296059999999	-0.0808164063	0.0761094125	0.053864470899999996	-0.0215126709	-0.023054689399999998	0.0321861908	-0.0921452101	0.08770943880000001	-0.04335384019999999	-0.0188683526	-0.0630051221	-0.1991456318	-0.0037971956	-0.11582096480000001	0.08108352690000001	-0.091053742	-0.0460273121	0.026228432200000002	-0.0320782196	-0.15092620210000002	-0.0531749366	0.08503850210000001	0.0793704321	-0.0341383377	0.028277342599999998	0.1776271228	-0.052047770300000004	0.12149386109999999	0.23988014579999997	-0.0171904728	-0.024277412	-0.0936227188	-0.056524839699999996	-0.0356935816	-0.06824127370000001	-0.06424898009999999	0.11223645550000001	0.1114207701	0.1100656827	-0.00278172	-0.0028557745000000003	8.155447994850251e-06	7.737966158400001e-06	0.146232	0.349082	0.12185824272399999	0.021383797824	-0.0323477	0.0283339	0.00104637369529	0.0008028098892100003	-0.000788073	-0.0014239600000000002	2.0276620816000005e-06	6.210590533290001e-07	4.086590000000001e-05	-0.0003901961	1.5225299645520998e-07	1.6700217828100004e-09	5.31407e-05	0.0002211287	4.889790196369e-08	2.82393399649e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
694.0514646231729	-0.8850741447832888	481707.4355455715	0.7833562417638701	1016.3069977428861	-1.709416081889913	2.9221033410238606	1032879.9136611586	754.6478777392084	-0.07490344145639938	569493.4193762912	0.005610525542012249	788.7662558114888	582.9274267333121	1.42622	26.150229	0.37765088	0.262891	0.1271920155	-0.0620587242	-0.0194287726	-0.0627574758	0.0522231874	-0.0442776659	0.1073358559	0.0585276017	-0.118511706	-0.031274905299999996	-0.09714238619999999	0.0163631394	-0.1379684931	0.0556224379	0.0117840159	0.0669028599	0.0181412583	-0.0602906853	-0.0798946921	0.0373834023	-0.11359623199999999	-0.0742564414	0.0055255304	0.0681313106	-0.0409162649	0.0343199084	-0.0508662659	0.18602092469999998	-0.017297483	-0.0332198708	-0.0048513032000000005	0.13364793449999998	0.0190776453	-0.0202929788	0.0248220879	0.0624877558	-0.0048266331	0.1447082423	0.1244919097	0.0918496434	0.1139980956	0.011638404599999999	-0.0804844582	0.0341938327	0.0518007697	-0.0620010469	-0.1289707888	-0.012031057	0.06948991639999999	-0.0495322416	-0.0414625543	-0.0297384139	-0.0110848574	-0.08773171140000001	-0.044789585300000004	-0.0485235676	-0.1928976788	-0.0824426618	-0.0271888761	0.1055202492	0.0412942899	0.0323132416	0.0310988732	0.11205872300000001	0.1107121224	0.1084797619	0.0210553	0.02383702	0.0005682035224804001	0.00044332565809	-0.100001	-0.246233	0.060630690288999985	0.010000200000999998	-0.041662	-0.009314299999999998	0.0017357222439999998	8.675618448999996e-05	0.000944456	0.001732529	3.001656735841e-06	8.919971359360001e-07	-4.128020000000001e-05	-8.214610000000003e-05	6.7479817452100025e-09	1.7040549120400004e-09	-9.75154e-05	-0.0001506561	2.269726046721e-08	9.50925323716e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
693.3190217179507	-0.7324429052222285	480691.2658759362	0.5364726094103784	1017.7730063273548	1.466008584468682	2.1491811697358685	1035861.8924086216	754.5037665917349	-0.1441111474734953	569275.9338011153	0.02076802282612751	790.9932190921373	589.2233423886474	1.537693	28.194136	0.29979426	0.192002	-0.1235418569	-0.021192854100000002	-0.012424244099999999	0.10236686269999999	-0.0523996972	-0.0626921399	0.0238262969	0.12412307759999999	0.0956081441	0.0581543486	-0.037505045	-0.0139054145	-0.1427779043	-0.0316208978	-0.0116271255	0.0095781123	-0.0370254816	0.09695166470000001	0.0402184507	0.022682129500000002	0.07988720860000001	0.0624608458	0.1406375043	-0.0176542266	0.0790134366	-0.08717404109999999	0.0151715879	-0.0715634877	0.0594845506	-0.0060336359	-0.051969095800000004	-0.0952902618	0.011902503600000001	0.0670840284	-0.09315773640000001	-0.0014786545000000002	0.0650550578	-0.1418752029	-0.026483574399999998	-0.1363515029	0.0271363272	0.026433594700000004	-0.05475542940000002	0.142423059	0.1207316128	0.0312263278	0.0181073878	-0.0513522578	-0.028656518399999997	-0.0552161022	-0.0545666958	0.09715467859999999	-0.0670619326	0.0550153106	-0.0411656288	-0.11281428560000001	-0.0216469073	0.1537100653	-0.0459751767	-0.045913205199999994	-0.07548223650000001	-0.0253767831	0.0595714637	0.1118366891	0.10982841609999999	0.1065079649	0.00982999	-0.01122531	0.00012600758459609996	9.66287034001e-05	0.0601823	0.16018329999999997	0.02565868959889	0.00362190923329	0.0192735	0.0609355	0.00037146780225000015	0.003713135160250001	-0.000404547	-0.0013490029999999999	1.819809094009e-06	1.6365827520899994e-07	-4.128020000000001e-05	0.0	0.0	1.7040549120400004e-09	-9.75154e-05	0.0	0.0	9.50925323716e-09	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
690.4732657581906	-2.8457559597601403	476753.3307267809	8.098326982510358	1013.4476550981784	-4.325351229176364	18.708663255737477	1027076.1496239965	752.8044032394887	-1.6993633522462233	566714.4695367627	2.8878358029575213	789.3798491769487	570.5079790587598	1.532249	28.094316	0.16095674499999998	0.0955723	0.1218389257	0.008220644899999999	0.098204175	0.1119049425	0.0026198456	0.0006182372000000001	0.0513257369	0.0623553316	-0.0968442749	0.0787314669	0.17030029260000001	-0.14302126029999998	-0.0049477462	-0.057248213099999994	-0.011294531000000002	-0.1880925986	0.0009101392	-0.1252212946	-0.0088308337	-0.0023122346	-0.0362538341	-0.1483006889	0.0725925682	-0.0301062044	0.0013431779000000002	-0.0034840221000000003	-0.0081812812	-0.0098461816	0.1312234793	0.0360905296	0.1705689696	-0.1174540937	0.008688877099999999	-0.0539314253	0.031637990899999996	0.0389095147	0.11314771039999999	0.0997321853	-0.0807758184	-0.0234947739	0.1421836791	0.0114635354	0.1273493005	0.1215663109	-0.1236569675	0.0293178536	0.0471555851	0.023150242400000003	-0.0259425233	0.2589123092	0.1154960871	-0.0736203177	0.0693657608	-0.0080173975	0.0754051127	0.0840956467	0.046536159900000006	-0.0237587851	0.0677365129	-0.0737225068	-0.0166077324	0.0768123181	-0.0278848785	0.1115704417	0.1087710484	0.1041573055	0.0016277000000000002	-0.008202290000000001	6.727756124410002e-05	2.6494072900000004e-06	0.00931663	-0.05086567	0.0025873163845489	8.679959455689999e-05	-0.024556400000000003	-0.043829900000000005	0.0006030167809600003	0.0019210601340100004	0.000647109	0.001051656	1.1059803423360001e-06	4.18750057881e-07	-4.128020000000001e-05	0.0	0.0	1.7040549120400004e-09	1.20063e-05	0.0001095217	1.199500277089e-08	1.4415123969e-10	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
690.8823519719375	0.40908621374694576	477318.42426627607	0.1673515302778118	1003.9022562243043	-9.545398873874092	91.11463966135678	1007819.7400522487	751.9527099742618	-0.8516932652269134	565432.8780376363	0.7253814180328814	786.8944931229775	576.9578929064362	1.402894	25.722544	0.10006392445	0.07471080000000001	-0.0990332259	-0.1032224288	-0.042129772999999995	0.0633888889	0.0778959558	-0.0123514955	-0.065398782	-0.0650462196	0.0276311006	0.1247532069	-0.028412723100000002	-0.18122423199999999	0.0423220679	-0.15032318039999998	-0.0158255086	-0.0630874241	-0.1331297268	0.1153434783	-0.033331076099999996	0.0504638491	0.0228974608	0.0116956674	0.13753566	0.0122804455	0.10880530949999999	-0.1082083702	-0.0293449431	0.0876508825	-0.0269766553	-0.0115275098	-0.0489562147	-0.0805611243	0.010686786	-0.0214314141	-0.1176814099	0.0715823934	-0.068381136	-0.1383147279	-0.06677194980000001	-0.0365150903	-0.047011374	-0.1095838099	-0.0012231666000000001	0.1573583946	-0.0811004433	0.0688036082	0.1716039656	-0.0292896302	-0.045334266500000005	0.0411129646	-0.0684753349	0.1522891737	0.0414378817	0.048439748600000006	-0.0183690325	-0.1429556384	-0.0689394983	-0.0028727692	0.0447689564	-0.1214370374	-0.023548147999999998	-0.0895220486	0.0665934337	0.1112600859	0.1075416914	0.1014361455	0.004529	0.0029013000000000003	8.417541689999999e-06	2.0511840999999998e-05	-0.05923680000000001	-0.06855343	0.0046995727647649	0.003508998474240001	-0.0220978	0.0024586000000000052	0.0004883127648399999	6.044713960000026e-06	0.000136177	-0.000510932	2.61051508624e-07	1.8544175328999998e-08	-4.128020000000001e-05	0.0	0.0	1.7040549120400004e-09	-7.3589e-08	-1.2079889e-05	1.4592371825232104e-10	5.415340921e-15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
693.5144254833168	2.6320735113793035	480962.258353455	6.927810969304576	1016.2002461690172	12.297989944712867	151.2405566802588	1032662.9403139713	752.703462150308	0.7507521760462623	566562.5019330602	0.5636288298381981	786.6810404461626	569.1186184094474	1.187013	21.764297	0.2729949639500001	0.196112	0.0172618116	0.1383642633	-0.1140683877	-0.07914133059999999	-0.0241113515	-0.1004865918	-0.0679334434	-0.0651210128	0.0355977408	-0.0944417162	0.0459690106	-0.1962060725	-0.0170760787	-0.10376486630000001	-0.0917219722	0.0049908343	0.0090196099	0.0101146428	0.0264718925	-0.0776154455	-0.0090408395	-0.0327855497	-0.1266681623	0.0229789644	0.049568973499999995	0.1537682187	0.016545290600000002	-0.1311881193	0.031907949	0.0452749333	-0.1566533165	0.012883913700000001	0.100439247	-0.0011911682000000001	0.0369970008	-0.1195080182	-0.046018445899999996	0.0087431678	0.0410071073	0.048984880099999996	-0.1035615258	0.083797254	0.0035283565999999996	0.0807141738	-0.14345000730000002	-0.0503968634	0.0586363755	-0.0285396774	-0.1343690935	0.0971399494	0.0007793213	-0.061692273799999996	0.0089495228	-0.036352367000000003	0.05380188	0.0128058151	0.0505357507	0.0780432654	-0.0744514396	0.0641560593	-0.0477832895	0.026524818399999997	0.0369620422	0.11090574460000001	0.1061422889	0.09835416429999999	0.0210656	0.0165366	0.00027345913955999993	0.0004437595033599999	0.128299	0.1875358	0.03516967628164	0.016460633401	0.00727177	0.02936957	5.2878638932900014e-05	0.0008625716419848997	-0.0006501780000000001	-0.0007863550000000001	6.183541860250001e-07	4.2273143168400005e-07	-4.128020000000001e-05	0.0	0.0	1.7040549120400004e-09	4.63129e-06	4.7048790000000005e-06	2.2135886404641004e-11	2.1448847064100004e-11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
695.4833398378009	1.9689143544841272	483697.0759919421	3.8766237352936472	1019.9381160169173	3.7378698479001287	13.971670999840931	1040273.7605041388	754.3405340467143	1.6370718964062692	569029.6413058821	2.6800043940032183	787.2231846820778	586.0041744675149	1.222235	22.410103	0.3527023695000001	0.269036	0.07369651070000001	-0.09998052699999999	-0.1618446906	-0.1300965909	0.041412408399999996	-0.0804547774	0.1330646077	-0.0083537272	-0.1347255787	-0.0481119921	-0.1119222431	-0.1185319049	0.0707200618	-0.056170949500000004	0.08144527509999999	0.0586168886	0.0353563704	0.0968372675	-0.0286870512	0.10312305199999999	0.178507327	-0.0057077867	-0.0225511299	0.24695428960000002	-0.0542867659	0.0433134883	0.0712799008	-0.0466930363	-0.09275837949999999	-0.0629358381	-0.019797386	-0.0419798953	0.0020542586	-0.1225966008	0.0581459869	0.2042729458	-0.067366392	-0.0071381238	0.0169720369	0.14076182140000001	0.0371274811	0.0014870518	-0.1070056847	0.0764493232	-0.1115285181	0.0043866224	0.0712099429	0.1160231162	-0.020216861200000002	-0.0990771648	-0.00043474370000000004	0.0556739951	-0.0428925842	0.0288222803	-0.1734890013	-0.17440163670000006	0.024205485899999997	0.0581703817	-0.0095841665	0.1100495256	-0.0496316384	0.020413859	0.0602746546	0.1105075577	0.1045750536	0.09492232490000001	0.00545022	-0.015615379999999996	0.0002438400925443999	2.9704898048400007e-05	-0.13294	-0.261239	0.068245815121	0.0176730436	-0.00940752	-0.01667929	8.850143255040001e-05	0.0002781987149041	0.000495476	0.0011456539999999999	1.3125230877160005e-06	2.4549646657600005e-07	-4.128020000000001e-05	0.0	0.0	1.7040549120400004e-09	-3.30887e-05	-3.7719990000000004e-05	1.4227976456000995e-09	1.09486206769e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
