global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	t_comp_cor_06	t_comp_cor_07	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	a_comp_cor_47	a_comp_cor_48	a_comp_cor_49	a_comp_cor_50	a_comp_cor_51	a_comp_cor_52	a_comp_cor_53	a_comp_cor_54	a_comp_cor_55	a_comp_cor_56	a_comp_cor_57	a_comp_cor_58	a_comp_cor_59	a_comp_cor_60	a_comp_cor_61	cosine00	cosine01	cosine02	non_steady_state_outlier00	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22
770.8582121557934	n/a	n/a	594222.3832480261	1279.8042681902834	n/a	1637898.964878067	n/a	795.6626507050438	n/a	n/a	633079.0537269765	887.2585876056772	711.1857459674475	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	n/a	0.0	n/a	-3.34672e-08	n/a	1.12005347584e-15	n/a	1.57226e-08	n/a	2.4720015076e-16	n/a	0.00015798600000000002	n/a	2.4959576196000006e-08	n/a	-0.0	n/a	0.0	n/a	0.0	n/a	0.0	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
762.8528963372675	-8.0053158185259	64.08508135434101	581944.5414501578	1232.1406325300225	-47.66363566026097	1518170.5383314837	2271.822164354102	794.3664332005382	-1.2962175045056483	1.6801798189868504	631018.030195745	877.5123165943218	689.5751824090571	1.444672	25.883123	0.1052694027052	0.055915199999999984	-0.174259865	0.19981634760000005	-0.07363848419999999	0.021547422599999998	-0.080306643	0.0855186974	-0.042855937000000004	0.04502347599999999	0.1445216802	0.0088739971	0.2205104252	0.4366592172	-0.0567942385	0.0372091671	-0.0476941671	0.1212720851	-0.09541672289999999	0.0748183021	-0.0422760896	0.0653347643	-0.1248809285	0.054871485899999996	-0.1267417927	0.0108906998	-0.0742403051	0.045940096500000006	-0.0275068537	-0.1628434198	0.15983807419999999	-0.1144094276	0.0318461181	-0.09209348369999999	0.0688615913	-0.0184422364	0.0046531765999999995	-0.1050653614	0.0875765523	-0.09793904769999999	0.021363071	-0.060842910800000004	0.0985520536	-0.0120083605	0.050286497	0.0692044322	-0.0239868794	0.021028794500000003	0.1014156697	-0.0284084178	-0.11676354779999999	0.15429103449999998	-0.0143399498	0.062185458	-0.0255567998	0.15682418210000001	-0.21955707300000002	-0.0155172696	0.2019353974	-0.23788826289999998	0.0045811061	-0.0902008846	0.024042469500000004	-0.1110681089	0.044558466399999996	-0.3860492935	0.13941896410000001	-0.0569295943	0.0179054209	0.098962719	0.0631333967	-0.17112290460000001	0.1128608806	0.1128439341	0.1128156919	0.0	8.018949999999998e-07	8.018949999999998e-07	6.430355910249996e-13	6.430355910249996e-13	-0.0415753	-0.041575266532800005	0.00172850557009	0.0017285027872733605	0.0411768	0.0411767842774	0.00169552885824	0.0016955275634275358	0.000458179	0.00030019300000000003	2.09927996041e-07	9.0115837249e-08	-0.000150138	-0.000150138	2.2541419044e-08	2.2541419044e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
761.8340740580379	-1.0188222792295392	1.037998836654473	580391.1563958679	1210.0383397559262	-22.102292774096213	1464192.7836792783	488.5113458718657	795.4770031852169	1.1105699846787047	1.2333656908692583	632783.6625965335	872.4777241388427	652.689356151152	1.514182	27.128489	0.282243298105	0.181172	-0.0750041152	-0.1103642221	-0.14483903880000001	-0.037194511	-0.1840637689	0.045170398099999995	0.002281322	0.0394672123	-0.0050127354	-0.12228028199999999	-0.0136873223	0.1366673413	-0.0753833771	0.09259505779999999	0.1480484312	-0.08694321710000001	-0.0397247709	-0.0780091991	0.0690299603	-0.0220517742	-0.16809380489999998	0.12402750789999999	-0.1180494261	0.3012122669	0.0215485433	0.0427537281	-0.0967654987	0.035918949500000005	-0.011730273000000001	0.054105803200000004	-0.0420442429	-0.0489530677	-0.1158645333	-0.1051547748	0.020277733	0.0006663172	0.0812274462	0.12660061960000002	0.0039649024	0.0005615189	0.048474902300000004	0.115595067	0.0527648046	-0.16922585690000005	-0.0216049747	-0.2248305344	0.09894454609999999	0.14274097689999998	0.027140342999999997	-0.0703046045	-0.0136298343	-0.0265730731	-0.0256374364	0.0927348513	-0.105372694	-0.2764263365	0.1143634692	-0.1516856241	0.0684763974	-0.1743939076	0.0787577557	0.154899239	0.22456240219999998	0.0283820651	0.20037465989999997	0.0346731152	0.1374248539	0.0643704508	-0.1356566264	0.08704061490000001	0.1128156919	0.1126632248	0.11240926539999999	0.0	0.0449631	0.044962298105	0.00202168036161	0.0020216082508828863	0.135482	0.17705729999999997	0.018355372324000002	0.03134928748329	0.0412901	0.00011330000000000369	0.0017048723580100002	1.2836890000000831e-08	-0.000490667	-0.000948846	2.40754104889e-07	9.003087317159998e-07	-6.6174399999999985e-24	0.000150138	4.379051215359999e-47	2.2541419044e-08	0.00010322400000000004	0.00010322400000000004	1.0655194176000009e-08	1.0655194176000009e-08	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
762.9666974538278	1.132623395789892	1.2828357566906263	582118.1814236008	1211.5003139745634	1.461974218637124	1467733.0107604656	2.137368615959629	796.5813329171283	1.1043297319114345	1.2195441567835807	634541.8199520288	875.9738041729743	680.7253934625286	1.406723	25.203232	0.3536042	0.229389	-0.0609015033	0.09092778480000001	-0.069210779	-0.0456581069	-0.035375272	-0.0308301487	0.0592900154	-0.0016989044	0.0301400575	0.0097488336	0.0714713437	0.0447944768	0.0777142269	0.08679324470000001	-0.015315768600000003	0.015567058600000001	-0.1969342109	-0.021748473100000002	-0.0482136011	0.1506723794	-0.0426438737	-0.0790819322	0.0290594346	0.1002683943	-0.1420456669	-0.07221386190000001	-0.0325663391	0.0686046586	0.10856867490000001	-0.0512532678	-0.0592904411	0.09135574910000001	0.068600491	0.0193656303	-0.050824465	0.0085909026	0.0519506643	0.1093644535	-0.0024406819	0.2199550805	-0.1249575949	-0.1121570366	0.0663605164	-0.1002574172	0.022682968799999998	0.07165533290000001	-0.0404909043	-0.018273731	-0.0208332704	0.063428851	0.1088764082	-0.0541872584	0.0726578194	0.0041715128999999995	-0.0948401359	-0.0187896503	0.20776734579999998	-0.0203925031	0.12289316859999999	-0.0940297167	0.0707696052	-0.0142690104	-0.0667854075	0.0638389446	-0.025173061099999998	-0.033879090099999995	0.06882898059999999	0.1074544607	-0.0188999376	-0.08706328390000001	0.1127253327	0.1123020954	0.1115978766	0.0	0.0112738	-0.033689300000000005	0.00012709856644000002	0.0011349689344899998	-0.0925133	-0.22799529999999998	0.008558710676890001	0.051981856822090014	0.0326032	-0.008686900000000004	0.00106296865024	7.546223161000009e-05	0.000921628	0.001412295	8.493981703840001e-07	1.994577167025e-06	-0.0	6.6174399999999985e-24	0.0	4.379051215359999e-47	0.00035558300000000003	0.000252359	1.2643926988900002e-07	6.3685064881e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
759.2696159530751	-3.697081500752688	13.668411623207747	576490.3497095301	1217.4219238349235	5.9216098603601495	1482116.1406339263	35.06546333831455	795.5698269451303	-1.0115059719979629	1.0231443313875432	632931.3495455047	877.4452666447943	685.045895715715	1.0658530000000002	19.096106	0.18489414	0.127163	-0.0459606827	0.14301375689999998	0.028372082200000006	-0.1027680619	-0.0276879476	-0.0573678478	-0.031799209	-0.0349798392	0.1857666395	0.014499510600000001	-0.0030871911	0.0787745719	0.0171316899	0.0699816485	0.0100888475	0.1255312272	0.070552197	-0.0886696198	0.0101843308	0.0595588045	-0.07136164610000001	-0.0224665176	0.0151065269	0.0064749475	-0.0239088579	-0.0042834279	0.0789858068	0.007305818299999998	0.0810269504	0.10691645300000001	-0.139695355	0.0636916383	0.0555805991	-0.050348599400000006	-0.088430002	0.000567484	-0.0188567902	0.1251405407	0.061367468099999996	-0.0242901125	-0.052811794800000006	-0.1271554678	0.0333165248	0.0024726179	0.0184916505	-0.07861197019999999	-0.1071494775	-0.022365623799999998	-0.1880058086	0.0734673642	-0.0361966483	-0.1144805598	-0.0343135091	0.0338673877	-0.0049324091	-0.0745717846	-0.0054285649	-0.1627072041	-0.0349568358	0.0321045016	-0.031016253599999998	0.0048367822	-0.0855671691	-0.08817311380000001	-0.0559133696	-0.0581475633	0.0376466261	0.0037085291	-0.0814792317	0.0399260307	0.1125898391	0.1117611244	0.1103844485	0.0	0.00131241	-0.00996139	1.7224200080999996e-06	9.92292907321e-05	0.0350029	0.1275162	0.0012252030084099995	0.016260381262439998	0.0417793	0.009176100000000001	0.00174550990849	8.420081120999997e-05	0.000332745	-0.0005888830000000001	1.10719235025e-07	3.467831876890001e-07	-9.73923e-24	-9.73923e-24	9.48526009929e-47	9.48526009929e-47	0.000179657	-0.00017592600000000002	3.2276637649000004e-08	3.094995747600002e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
757.4176440036061	-1.8519719494689757	3.4298001016199167	573681.4874479736	1197.4069712354988	-20.014952599424763	1433783.4547633706	400.59832755721993	793.7130917363295	-1.856735208800842	3.4474656356007065	629980.471993643	871.2426567957083	671.6632412791964	1.154441	20.683268	0.17628059	0.104675	-0.13549823490000001	0.0622620066	0.0815109076	0.0864012191	-0.0975338181	0.11306301199999999	0.0864752387	-0.0622023637	0.0010731385000000001	0.0004374268	-0.1536893416	0.0676993724	-0.067891433	-0.018073158500000002	-0.0629649201	0.1063133736	-0.0275559865	0.020562755800000002	0.023709127000000003	0.10429259119999999	-0.1216776123	-0.1284630274	-0.0404251283	-0.2260977441	-0.0212874698	0.1231538383	-0.07853566740000001	-0.0464123846	-0.05493429230000002	0.0091765179	-0.012906297800000001	0.0898406718	0.1589311408	-0.0263318979	-0.028374305899999997	0.05714122150000001	0.10763331599999999	-0.0696665773	0.02009255	-0.0046176911	0.0081783333	0.10034160859999999	-0.0660727621	-0.08999556460000001	-0.0092614792	0.025345978999999998	-0.0502413105	0.009259944499999999	-0.0096442914	0.0891220903	-0.0969603797	0.0328816731	-0.0970985841	0.0151701897	-0.0832496434	0.08522820560000001	0.125360693	0.131200025	-0.0513224362	-0.0952447459	-0.1195895726	-0.0048993822999999995	-0.0259745016	0.1727750977	-0.0661737697	-0.1025613399	-0.0045957874	0.0303060917	0.0412616315	-0.08682056960000001	0.11240926539999999	0.111041178	0.1087733526	0.0	-0.0222166	-0.02352901	0.0004935773155599999	0.0005536143115801	-0.0632489	-0.0982518	0.00400042335121	0.009653416203240001	0.0331897	-0.008589599999999996	0.0011015561860900002	7.378122815999993e-05	0.00110582	0.000773075	1.2228378724e-06	5.97644955625e-07	-0.0	9.73923e-24	0.0	9.48526009929e-47	3.45284e-05	-0.0001451286	1.19221040656e-09	2.1062310537959998e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
757.7675315866709	0.3498875830647421	0.1224213207828868	574211.6319269561	1205.481955820322	8.074984584823142	1453186.7458083888	65.20537604513136	792.8087751061363	-0.9043166301931932	0.8177885676439728	628545.7538852922	870.4856665019588	661.5604261563191	1.191512	21.34745	0.30433108	0.202397	-0.0958016266	-0.0854894189	-0.0164844286	0.0907055562	-0.1068708333	-0.0435771166	0.067702997	-0.11492119099999999	0.0289886155	-0.1373210703	-0.052589348	0.0633032222	-0.162547916	0.040656077400000004	-0.0181050569	-0.101899418	0.0477290034	0.0473742137	0.023838515	0.1874675947	-0.0543155366	-0.0999061158	0.1109174088	0.024845023100000002	-0.0381162305	-0.0203699473	0.0171541768	0.0562523507	-0.0429790103	-0.0446830095	0.085730208	-0.055146700599999994	-0.0165329778	0.0061645497999999995	-0.0169471151	-0.0514844742	0.1176330181	-0.018715759499999998	0.0810741772	0.0020697282	0.0521072099	0.0056975042	0.053989899	-0.06519766769999999	0.0858485034	-0.12129167699999999	-0.0126814679	0.1858184999	-0.01111402	0.040291105699999996	-0.0592858892	0.0786824926	-0.0338589817	-0.006076433399999999	0.11669872810000001	-0.00848909	0.1708658729	0.0765750624	0.053524858200000004	-0.0170340712	0.0157473418	-0.0835116754	0.0008140078	0.0568217753	-0.08163165	0.0198647047	0.09363135199999999	0.009485159	-0.1556037107	-0.0320666794	0.11218368390000001	0.1101434092	0.1067703929	0.0	-0.0127948	0.0094218	0.00016370690703999995	8.877031524000003e-05	0.13486200000000004	0.19811090000000006	0.01818775904400001	0.03924792869881001	0.06426359999999999	0.031073899999999988	0.004129810284959999	0.0009655872612099992	0.000172812	-0.000933008	2.9863987344e-08	8.705039280639999e-07	-0.0	0.0	0.0	0.0	0.00041601	0.0003814816	1.730643201e-07	1.4552821113856e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
758.5921637419832	0.8246321553123153	0.6800181915750344	575462.0708907439	1198.8895919154395	-6.592363904882403	1437336.253603169	43.45926185439638	794.6841660706059	1.8753909644696023	3.517091269614225	631522.9238033344	871.2956645780838	662.8863703143687	1.226116	21.967421	0.3217005000000001	0.238877	-0.0693505994	-0.0678794625	0.0362708142	-0.1166831031	-0.0270171552	-0.0090478174	0.12420501269999999	-0.021026517999999998	-0.1549179783	0.0193366273	-0.0675588853	-0.068876365	0.0053389614	-0.0971855756	-0.0286749414	-0.0200597398	-0.1321150831	-0.0725268458	-0.1345343668	-0.0271921082	-0.10532247039999999	-0.06902052040000001	-0.025806469	0.1228724439	-0.11381315619999999	0.0778417134	-0.0048720134	0.0154794397	-0.15868499519999998	0.0121294604	-0.0701294131	-0.044464484000000006	-0.096661588	-0.053199274500000004	-0.057472639699999994	-0.0097079138	0.0935880001	-0.0330322622	-0.11236741310000001	0.1068614069	0.1280726826	-0.0761356579	-0.027302171200000003	0.1449497808	0.017808156999999998	-0.04222276	-0.0665576976	-0.0422806314	0.13902064220000002	-0.0014544671	-0.0381644391	-0.08539118220000001	0.0762906124	0.0034386020000000002	-0.0222750412	-0.004573611599999999	0.1113106216	0.0032367209999999997	0.11488176119999999	0.0511449118	0.0164314633	-0.0217616846	-0.0003740198	0.0972285949	0.0613369935	-0.1718987937	0.0686420125	0.0051844843	-0.0288710277	0.0237723435	0.11191318480000001	0.10906925560000001	0.1043827854	0.0	-0.00178245	0.01101235	3.1771280025000008e-06	0.00012127185252249998	-0.105062	-0.23992400000000005	0.011038023843999998	0.05756352577600001	0.0400126	-0.024250999999999998	0.0016010081587599994	0.0005881110009999997	0.00101817	0.000845358	1.0366701489e-06	7.146301481640001e-07	-7.179689999999998e-23	-7.179689999999998e-23	5.1547948496099973e-45	5.1547948496099973e-45	0.000331105	-8.490500000000003e-05	1.09630521025e-07	7.208859025000003e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
758.7149918370926	0.12282809510941205	0.015086740948206775	575648.4388383597	1200.7900901469031	1.900498231463644	1441896.840595008	3.611893527796437	794.0802916101047	-0.6038744605011743	0.3646643640455843	630563.5095235889	870.8992111218238	657.4455129891383	1.236557	22.154478	0.32188381000000005	0.247843	-0.0925824752	-0.013379520800000001	0.0543346334	-0.052223663200000006	-0.0629950065	0.0688083058	-0.0934808617	-0.0137429363	-0.0610859593	0.0051089523	0.0256330771	0.027836845699999998	-0.1071680427	0.0821168271	-0.0950954298	-0.1129489709	0.0531110333	-0.0492468517	0.1612381772	0.0173040363	-0.017402482	-0.0656884321	0.0391405092	-0.0910445091	0.0041725668	-0.0596851357	-0.0503921381	-0.048655955099999995	0.058277019900000004	-0.0396242339	0.0007395243	-0.0649772292	0.0048178114	-0.0356003656	0.1488622827	-0.0331759153	-0.1518920761	0.07213632980000001	-0.0612462222	-0.053546375	-0.0722947354	-0.12962031529999998	-9.3371e-05	-0.0954309937	-0.0877885717	-0.06159588730000001	-0.1026581808	0.0657000294	0.0737851286	0.1318227647	-0.0014568636999999999	0.1106219499	-0.0479252592	-0.0730219613	0.0040818412	-0.11639026529999999	-0.06044974190000001	-0.010773018200000001	-0.029162660099999998	-0.0165821983	-0.044231708099999996	-0.005999309499999999	-0.0779430082	-0.0214396716	-0.09214992109999999	0.0630720996	0.045453232999999996	0.10009613	-0.11900173619999999	-0.008730824	0.1115978766	0.1078204375	0.1016191316	0.0	-0.00273691	-0.00095446	7.4906763480999985e-06	9.109938915999996e-07	0.143713	0.248775	0.020653426369000003	0.061889000625	0.0681978	0.028185200000000007	0.0046509399248399995	0.0007944054990400004	0.000223693	-0.0007944770000000001	5.0038558248999986e-08	6.311937035290003e-07	-0.0	7.179689999999998e-23	0.0	5.1547948496099973e-45	0.000416011	8.490599999999999e-05	1.73065152121e-07	7.209028835999998e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
760.6444765005552	1.9294846634626308	3.7229110665375034	578580.0196308037	1196.0112021985651	-4.778887948338023	1430442.7957844571	22.83777002277041	795.5439558971992	1.4636642870945025	2.142313145315858	632890.1857645649	871.8071686986772	654.3272307813168	1.500147	26.877028000000006	0.583499085	0.335511	0.1300074812	-0.1143562236	-0.0713121044	0.1009695734	-0.028520621	0.1500834368	0.0157014576	0.015791823899999998	-0.0889933111	0.0980798331	0.0105627675	-0.166301772	0.09538668300000001	-0.0326992789	0.0404477972	-0.1325376168	-0.0218976644	0.049939871	0.0177430568	0.0046359126	0.1396043522	-0.0026814742999999998	-0.003989098	-0.1415400644	-0.0360663363	-0.0913417728	-0.0036701002	-0.0208762449	0.057580441100000004	0.0519965897	0.0163072296	0.036455359799999996	-0.1259877563	0.073120966	0.15736184179999999	-0.0477456469	-0.08462803869999999	0.2214550037	-0.0068135391	-0.17348067329999994	0.0261820881	-0.08494052740000001	0.1593015226	-0.043392457	0.026706707200000002	0.0390353646	0.144684175	-0.1093526874	0.08093504139999999	-0.0984399991	0.07697162769999999	0.07587071320000001	0.1356201076	0.0047566801	0.1396494152	0.0190489479	-0.0745841917	0.0673414458	0.0465120266	-0.142051495	-0.12474370189999999	-0.061311579299999995	-0.1136172694	-0.0466714348	-0.0449308891	-0.0478683376	-0.0414391811	0.0026822047	-0.013688361999999999	0.2255462017	0.11123788539999999	0.1063989547	0.09848938759999999	0.0	-0.0188842	-0.01614729	0.00035661300964000004	0.00026073497434410007	-0.125218	-0.26893100000000003	0.015679547523999998	0.07232388276100002	-0.055912300000000005	-0.12411010000000001	0.0031261852912900004	0.01540331692201	0.00330683	0.003083137	1.09351246489e-05	9.505733760769e-06	-0.0	0.0	0.0	0.0	1.29341e-05	-0.0004030769	1.6729094280999998e-10	1.6247098731360998e-07	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
