global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	t_comp_cor_06	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	a_comp_cor_47	a_comp_cor_48	a_comp_cor_49	a_comp_cor_50	a_comp_cor_51	a_comp_cor_52	a_comp_cor_53	a_comp_cor_54	a_comp_cor_55	a_comp_cor_56	a_comp_cor_57	cosine00	cosine01	cosine02	cosine03	non_steady_state_outlier00	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20
740.9266645615222	n/a	n/a	548972.3222582624	1206.5005259551367	n/a	1455643.5191300216	n/a	773.8381761769232	n/a	n/a	598825.5229088268	851.368514084729	649.5375415378642	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	-4.28919e-09	n/a	1.83971508561e-17	n/a	0.0	n/a	0.0	n/a	-1.5838e-11	n/a	2.5084224400000003e-22	n/a	0.0	n/a	0.0	n/a	-7.03957e-05	n/a	4.955554578490001e-09	n/a	0.0	n/a	0.0	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
737.832149054457	-3.094515507065239	9.576026223467233	544396.2801783184	1178.6288368768421	-27.87168907829459	1389165.9351176578	776.8310520771263	773.4524235384313	-0.3857526384919083	0.14880509810346892	598228.6514774729	849.2789295285281	647.536070102874	1.33923	27.318098	0.12702201182664802	0.06690019999999999	-0.1349285845	-0.0694103743	-0.0357147938	0.0678834926	-0.0023897467999999997	0.09450438230000001	-0.0189702667	0.1403498349	0.061681030199999994	0.2477602695	-0.1194280244	-0.015498118100000001	-0.1081003964	0.1159402038	-0.0090859219	0.0816054005	-0.0157839279	0.0289752697	-0.1706776371	0.0205738683	-0.0787833675	0.0070832512	-0.1207168575	0.08917764939999999	-0.01481878	0.052211626399999995	-0.0290068554	0.0645500971	-0.015024382	0.1137101407	-0.0347595617	0.0630267994	-0.0737644629	0.0756911665	-0.048610672300000005	0.0594397197	-0.0828024594	0.0140494114	-0.0763709266	0.009969223000000001	-0.0003279789	-0.0217921415	0.010294529399999999	-0.1325235408	0.025032347599999998	-0.1281850331	-0.0750649832	0.1152636915	-0.0453025171	0.0976586501	-0.0419284775	0.08147979129999999	-0.0779100964	0.018620696399999997	-0.1282561009	0.1644947067	-0.0244429865	0.0682002558	-0.1882037727	0.0889779517	-0.0585192588	0.0065614846	-0.10732538929999999	0.0560413022	-0.08234947969999999	0.1078282764	0.10781478650000001	0.10779230449999999	0.1077608324	0.0	-0.0155588	-0.01555879571081	0.00024207625744	0.00024207612397071963	0.0517607	0.0517607	0.00267917006449	0.00267917006449	3.87811e-05	3.8781115838e-05	1.50397371721e-09	1.5039749456403746e-09	-0.0005901680000000001	-0.0005901680000000001	3.482982682240001e-07	3.482982682240001e-07	0.000532711	0.0006031067	2.8378100952099993e-07	3.6373769158489e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
734.2801567218103	-3.551992332646705	12.61664953118098	539167.3485554062	1161.0021032748693	-17.626733601972774	1347925.8838086706	310.70173747491606	773.4201608026348	-0.03226273579650751	0.0010408841210752472	598178.7451359734	842.0592028278783	635.8550025612847	1.279497	26.099642000000006	0.1294351847	0.08805299999999999	0.0163717392	-0.0531482997	0.051316040099999995	0.017504171000000002	-0.0240746156	-0.0149260803	0.1819851691	-0.11421765369999999	0.1376636298	0.0820929456	-0.043643595099999995	0.02293005	0.0534955142	0.0312885984	0.1240952884	0.1337127679	-0.07240753559999999	0.030105589500000002	0.011687641200000001	0.025395398599999997	0.1283318718	-0.0423085141	-0.0083356983	0.06473750519999999	0.0267948018	-0.08644119060000001	0.0852275792	0.0698522926	-0.12264458560000001	-0.0301489353	0.014177456100000001	0.024920476400000002	-0.0388504602	0.0310360044	-0.094230044	0.0034041634	0.16569761730000002	0.016145063600000002	-0.0787740437	0.0143235491	0.0980321906	0.11534739449999999	-0.13225690210000002	0.08868418289999999	-0.0164523205	0.12270939380000001	-0.0889548476	0.0111111821	-0.10126037119999999	0.0536668496	-0.0075214943000000015	0.0889833419	-0.052852788600000006	0.0315842765	0.0212741809	0.023603408	0.0814450169	0.1556784824	0.0365794583	0.1344254594	-0.029420704199999998	-0.014345843799999999	-0.0216780973	0.0974642826	0.0891459634	0.10779230449999999	0.1076709289	0.1074687374	0.1071858817	0.0	-2.73242e-05	0.015531475800000001	7.466119056400001e-10	0.0002412267405259856	0.0567756	0.005014899999999996	0.0032234687553599995	2.514922200999996e-05	0.0874424	0.08740361890000001	0.0076461733177600015	0.0076393925968164375	-0.000427703	0.00016246500000000004	1.82929856209e-07	2.6394876225000008e-08	0.000721603	0.00018889200000000007	5.20710889609e-07	3.568018766400003e-08	7.83468e-05	7.83468e-05	6.13822107024e-09	6.13822107024e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
735.2549705352933	0.9748138134830242	0.9502619709573163	540599.871696855	1154.1398125104606	-6.862290764408726	1332038.7068216812	47.091034535289296	773.6486253114574	0.2284645088226398	0.052196031791570056	598532.1954463078	845.1524640710659	656.5783754576672	1.200905	24.496504	0.1745163158	0.0983342	-0.15926900789999998	0.0300009204	-0.0611102241	0.065145043	-0.0301742765	0.0011293660000000001	0.1495377713	0.0402648294	-0.0247642552	0.0124547883	-0.09972969849999999	-0.0158172444	-0.10476315130000001	0.029489606600000006	-0.0884446912	0.1636366343	-0.0514999951	0.0187311359	-0.0326462519	0.0224543297	0.025475200099999998	-0.2275362859	0.0491756953	-0.0036680234000000004	0.050829553300000004	-0.0629100235	-0.1280702885	-0.001531745	0.0065287202	0.0038630217999999997	0.11531034119999999	0.0292063588	0.0703949553	0.0188128231	-0.0403815076	0.0076265066	0.019420135800000002	-0.060720755099999996	0.09041877289999999	-0.0822234788	0.0151892533	-0.022367678999999998	-0.0011869534	0.0510522646	0.1463980422	-0.0755063125	0.0150129776	0.0879109034	0.030589260899999998	0.17318908379999998	0.0319688776	0.030090333900000002	-0.11727838970000001	0.0170069349	0.02650664	0.1434369083	0.0208502502	0.0316525558	-0.1058914492	0.11729954810000001	0.0359922944	-0.0033861984	0.0537720487	0.1558375482	-0.0761055695	0.1077203727	0.10738340560000001	0.1068225743	0.10603904800000001	0.0	-0.017796699999999995	-0.017769375799999994	0.00031672253088999984	0.0003157507163216254	-0.0251936	-0.08196919999999999	0.0006347174809599997	0.006718949748639999	0.0390068	-0.0484356	0.00152153044624	0.0023460073473600004	-0.000332846	9.485700000000006e-05	1.1078645971600002e-07	8.997850449000011e-09	0.000521469	-0.00020013400000000006	2.71929917961e-07	4.005361795600001e-08	-0.000153505	-0.00023185180000000002	2.3563785024999998e-08	5.3755257163240004e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
734.0559305064369	-1.199040028856416	1.437696990799995	538838.109111671	1152.0328180141385	-2.1069944963221587	1327179.613781597	4.439425807531867	772.2180384317744	-1.4305868796830057	2.0465788203211583	596320.6988794174	840.4031985121428	628.2982666043051	1.359558	27.732761	0.24363191	0.14726199999999998	0.0087624286	-0.1909281674	-0.008866047	-0.0602164632	0.0143994494	-0.0660834036	-0.012096517099999999	-0.0851109602	0.0816035706	0.0095885982	-0.066062493	0.1265998178	-0.0161508123	0.1273892569	0.0749281794	0.0662328021	-0.0332170927	-0.0284587176	-0.0934876565	-0.0849171416	0.0855351535	-0.0423143007	-0.0733593706	-0.0749516536	-0.0315683169	-0.05902556530000001	-0.049409572199999995	0.1478892641	0.0336943725	0.0463276171	-0.0287465263	0.0823515881	0.1185711938	-0.136353385	0.1433009089	-0.17266366219999998	-0.0111979449	-0.0272803666	-0.0337822163	-0.09091242769999999	0.0631685523	0.0034780691	-0.0372975619	0.0786155002	0.0324634779	0.1112235029	-0.0385910434	0.1081995892	-0.08801995900000001	-0.0011906749	-0.0954313147	-0.0218687629	-0.0108717191	0.0882177573	-0.0074551971	0.1110599689	-0.023008536899999998	0.0479948579	0.09422647890000001	-0.0048280746	0.0880093478	0.1238945474	0.028289658399999997	0.0671294545	0.0617077447	0.107612505	0.10695260029999999	0.105855755	0.1043264501	0.0	0.00745461	0.02525131	5.557121025210001e-05	0.0006376286567160997	0.115281	0.1404746	0.013289708961	0.01973311324516	0.0588361	0.0198293	0.00346168666321	0.00039320113849	-0.0008893210000000002	-0.0005564750000000001	7.908918410410002e-07	3.096644256250001e-07	0.000289598	-0.000231871	8.386700160400001e-08	5.376416064099999e-08	0.000219683	0.00037318800000000005	4.8260620489e-08	1.39269283344e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
735.409577018018	1.3536465115811325	1.8323588783157692	540827.2459698202	1154.6711490966327	2.6383310824942328	1333265.4625561382	6.960790900855191	774.3868760506406	2.1688376188661778	4.703856617009111	599675.0337994703	843.2734089697418	636.2541891185673	1.267901	25.863104	0.3108049198	0.209212	-0.0226301828	0.0015623683999999999	-0.09861936539999999	0.0431001226	-0.0379066064	-0.0455981008	0.1122800364	-0.030013846299999997	-0.007223412199999999	0.046560063799999996	0.17578576370000001	-0.061141444100000004	-0.010748488600000002	-0.0083177346	0.0422292961	0.22261357980000002	0.0231781796	-0.0723597106	-0.022083232	0.16655394140000002	-0.08633655400000001	-0.0673015443	0.0955922646	0.0870179932	-0.017011761599999998	0.0048598154	0.06710661700000001	-0.1463612699	0.1551812853	0.0035218634	-0.0779882658	-0.0227910252	0.1041226978	-0.045967382300000005	0.0094842891	0.0587533386	-0.031856187599999995	-0.0175096923	-0.0650550891	-0.0021850559	-0.0407281209	0.0374487373	0.08550629130000001	-0.0607990486	-0.1098428766	0.0257107533	0.029328837200000006	-0.11066927480000001	-0.0762048808	0.1771791877	-0.0425184237	0.024308456099999997	-0.0739568545	0.0752453212	0.2266738029	0.0041533646999999995	0.019613138999999998	-0.1071225153	-0.09564063140000001	0.0387272308	0.009111154	-0.1654692489	0.0268857071	0.0004843092	-0.030000054900000007	0.1074687374	0.1063790877	0.1045711815	0.10205722539999999	0.0	-1.97598e-05	-0.0074743698	3.9044969604000004e-10	5.586620390715205e-05	-0.0884809	-0.2037619	0.007828869664810001	0.04151891189161	0.0125488	-0.0462873	0.00015747238144000005	0.0021425141412900004	-0.000332975	0.0005563460000000001	1.10872350625e-07	3.0952087171600014e-07	-0.0	-0.000289598	0.0	8.386700160400001e-08	0.0	-0.000219683	0.0	4.8260620489e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
737.7546597073468	2.3450826893288195	5.499412819789689	544281.9379199031	1161.7061206389787	7.0349715423460575	1349561.1107300657	49.490824601618854	774.5605580840329	0.1736820333923106	0.030165448723287688	599944.0581394485	847.8864175634106	643.7332686069673	1.222119	24.929224	0.2217679098	0.143926	-0.1027789348	-0.0608325398	0.074053242	0.0785940954	0.0555087723	-0.028858221	-0.0856385649	0.0945661064	-0.0872305286	0.09366973740000001	-0.1166422585	-0.034544657299999997	-0.1154577634	0.026229676299999997	0.1097891789	-0.08474861759999999	-0.0732928097	-0.0277461271	-0.11910167449999999	-0.0282486049	0.0362666216	-0.033236699999999994	0.0552214117	-0.0468230276	-0.1106142524	0.11195297369999999	-0.009023578	-0.0497591194	0.0088590523	0.0017724417	0.0528102561	-0.0317087685	-0.0005196593	-0.1283954364	-0.0951643484	-0.0097161556	-0.015428425	0.0696151208	-0.022384329100000003	0.0759574011	-0.0251182915	-0.0093595255	0.1476886876	-0.012904724	0.0291248717	-0.1304809188	0.0363275058	0.08118673309999999	-0.0049640946	-0.0033658722	-0.1194945317	0.1394624898	-0.0650622956	0.0037248471000000003	0.0310054546	0.0230735895	-0.1377130343	0.0562836	-0.1253959277	-0.1161011736	-0.07092834440000001	0.1390242029	0.08062204860000001	-0.0670836509	-0.004958398	0.1072891178	0.1056636333	0.10297271	0.0992434813	0.0	0.0131674	0.0131871598	0.00017338042276000002	0.00017390118359073603	0.0507627	0.13924360000000002	0.00257685171129	0.01938878014096	-0.0308531	-0.0434019	0.00095191377961	0.00188372492361	-0.0008516799999999997	-0.0005187049999999997	7.253588223999996e-07	2.6905487702499965e-07	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
733.4165798162842	-4.338079891062648	18.81893714124212	537899.8795494159	1156.01357957951	-5.692541059468795	1336367.396172232	32.40502371373811	773.5655473082492	-0.995010775783726	0.990046443925732	598403.6559823111	843.4367306746707	628.5546598779813	1.4160620000000002	28.885345	0.2140925	0.12571	0.1083571679	-0.0033625318	-0.0133974015	0.1565405273	-0.0022672937	0.0656407492	0.198535878	0.042608479500000004	0.1309417528	-0.0095327163	0.1313770011	-0.0852713852	0.13017144560000002	-0.014557823400000001	0.045782887800000005	0.0248814197	0.0187066647	0.0116777583	0.0800930384	0.1302427246	0.0029735201	-0.037205006400000004	0.1767815373	0.046985408799999996	0.046469221	0.021879864	-0.0189368165	0.0189659947	0.1891780889	0.0888166088	-0.0634839825	-0.0936291581	0.08902546900000001	-0.0383294279	0.0675706848	-0.0468275015	-0.0147011298	0.0535126072	0.005349709499999999	0.0371616179	-0.125205932	0.0542283752	-0.0341310165	-0.0011034249	-0.0663930945	0.0095890448	-0.1158346215	-0.1448690852	-0.0298297526	-0.0095003784	0.057041055599999994	0.0732704492	0.040168891	0.0139522639	0.19532887010000002	0.0098922079	0.0452823037	-0.017642375	-0.0674832392	0.050434263099999994	0.1769105175	-0.1565850703	0.0934906275	0.0088387075	0.0384485995	0.1070737061	0.1048071914	0.1010651385	0.09590023019999999	0.0	0.00206587	-0.011101530000000002	4.2678188569e-06	0.00012324396834090004	-0.0653764	-0.11613910000000001	0.00427407367696	0.01348829054881	-0.00785208	0.02300102	6.165516032640003e-05	0.0005290469210404	0.000425337	0.0012770169999999994	1.80911563569e-07	1.630772418288999e-06	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
735.0436688439092	1.6270890276250611	2.6474187038178667	540289.1951075145	1154.3528095537072	-1.6607700258027762	1332530.4089245372	2.758157078604954	773.7663580435318	0.20081073528263005	0.040324951404750516	598714.376839951	845.1087301478572	655.1321535424473	1.475065	30.088909	0.13909399890000002	0.0852959	-0.1565337922	0.0745996534	0.0237414613	0.0579661831	0.0087697633	-0.0403658396	0.019660855300000002	0.0121070854	-0.0771815337	-0.0598591896	-0.0846766005	-0.0360657828	-0.17002267219999995	-0.0261895491	-0.0603739524	0.031988886099999995	-0.022883031499999998	-0.0028599643	0.0015585530999999999	0.0490929895	-0.0028161363	-0.0104973768	-0.0216074152	0.058281513099999994	0.14863081449999999	-0.0322411364	0.015165593500000001	-0.020270471	-0.0510752291	0.0115324675	-0.0504551619	-0.059622883700000004	0.0352679067	-0.013098196000000001	-0.0742879981	-0.0947914716	-0.0146344335	-0.0218907233	0.10604979169999999	0.113913725	0.0163773313	-0.1014323173	0.116232455	-0.0668010507	0.0620106547	-0.0782959155	0.0387675219	0.0357985928	-0.0399993553	0.1225277261	0.0449876505	0.0404911871	0.09596232980000001	0.0674431026	-0.13445684130000002	-0.0739890924	-0.0176486872	-0.0482708887	-0.057753973	0.20615650989999998	-0.0823802867	-0.039354918100000004	-0.0048835732000000005	-0.08621355900000001	-0.0712559502	0.1068225743	0.103810905	0.0988541933	0.09204531	0.0	-5.003890000000001e-05	-0.0021159089	2.5038915132100005e-09	4.47707047309921e-06	0.00559807	0.07097447	3.13383877249e-05	0.0050373753917809	-0.0407369	-0.032884819999999995	0.0016594950216099998	0.0010814113864323998	0.0005178709999999999	9.253399999999996e-05	2.681903726409999e-07	8.562541155999993e-09	0.000569842	0.000569842	3.2471990496399997e-07	3.2471990496399997e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
733.9472482177491	-1.0964206261601248	1.20213818946936	538678.5631664061	1153.1232357131473	-1.2295738405598513	1329693.1967415586	1.5118518293891026	772.389036765625	-1.3773212779068444	1.897013902574943	596584.8241157299	840.0714739825764	627.1376889505545	1.506959	30.739491	0.1665342659	0.08193860000000001	0.0965391365	-0.093511778	0.0417810063	-0.0430029311	0.032332900299999995	-0.0876128551	-0.0726272588	-0.0802578912	0.043920677699999994	0.0414208766	-0.0459906996	0.0881056813	0.10263822859999999	-0.014175347900000001	0.0749929657	-0.0215780015	-0.0464857343	-0.0553027101	-0.0080152959	-0.051816970899999995	0.042411640199999996	0.052148899299999996	0.0910081149	-0.053525982699999995	0.1030340877	-0.0456674885	-0.0657727427	0.0675081857	-0.1027007409	0.1101139247	0.0378387415	0.011750979299999999	0.1371985722	0.0048049932	0.0716541703	0.0563555637	0.0121687358	-0.0464326675	-0.0251823933	0.1684814716	0.052234659	0.0251757269	-0.10097844939999999	0.0145399194	0.1396862411	0.1191632129	-0.0243826489	0.0170149799	0.002410074	-0.0954962351	-0.0454114304	0.0269468228	0.0531431696	0.055218115	-0.0248145036	0.0878144599	0.0032984065000000004	0.046927803600000005	0.087272771	-0.0344766209	0.20670539710000002	0.0231927334	0.1868114373	0.0377843199	-0.019900888000000002	0.10653580609999999	0.1026761034	0.096346511	0.0876992882	0.0	0.0175919	0.017641938899999998	0.00030947494561000004	0.0003112380081513333	0.0685355	0.06293743	0.00469711476025	0.0039611200950049	-0.00387375	0.03686315	1.50059390625e-05	0.0013588918279224993	6.96306e-06	-0.0005109079399999999	4.8484204563599995e-11	2.610269231550435e-07	0.000323553	-0.000246289	1.0468654380899998e-07	6.0658271521e-08	0.000224638	0.000224638	5.0462231044e-08	5.0462231044e-08	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
