trans_x,trans_y,trans_z,rot_x,rot_y,rot_z,trans_x_der,trans_y_der,trans_z_der,rot_x_der,rot_y_der,rot_z_der,trans_x_2,trans_y_2,trans_z_2,rot_x_2,rot_y_2,rot_z_2,trans_x_der_2,trans_y_der_2,trans_z_der_2,rot_x_der_2,rot_y_der_2,rot_z_der_2,a_comp_cor_00,a_comp_cor_01,a_comp_cor_02,a_comp_cor_03,a_comp_cor_04,0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,0.10,0.11,0.12,0.13,0.14,initdum_1.0,initdum_2.0
0,1.51292e-06,3.05126e-07,6.6972e-05,-0,0,0,0,0,0,0,0,0,2.2889269e-12,9.3101876e-14,4.4852488e-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1.12662e-06,1.78461e-06,-6.0157e-07,-0.000237041,8.72151e-05,-0.000185539,1.12662e-06,2.7169e-07,-9.06696e-07,-0.000304013,8.72151e-05,-0.000185539,1.2692726e-12,3.1848329e-12,3.6188646e-13,5.6188436e-08,7.6064737e-09,3.4424721e-08,1.2692726e-12,7.3815456e-14,8.2209764e-13,9.2423904e-08,7.6064737e-09,3.4424721e-08,0,0,0,0,0,0.3363319,0,0,-0.97995338,0,0,1.8664935,0,0,-2.4948258,0,0,3.0341856,0,0,0,1
-0.0226651,0.103694,0.0259941,-0.00041189,0.000129098,-0.00035912,-0.022666227,0.10369222,0.025994702,-0.000174849,4.18829e-05,-0.000173581,0.00051370676,0.010752446,0.00067569323,1.6965337e-07,1.6666294e-08,1.2896717e-07,0.00051375783,0.010752076,0.00067572451,3.0572173e-08,1.7541773e-09,3.0130364e-08,-0.12626938,0.19045083,0.041225159,-0.065585778,-0.15678899,8.0267167,0,0,-15.986889,0,0,22.771621,0,0,-24.455368,0,0,23.756792,0,0,0,0
-0.0454484,-0.0739241,-0.0124182,0.000266485,-0.0004362,-0.000267136,-0.0227833,-0.1776181,-0.0384123,0.000678375,-0.000565298,9.1984e-05,0.0020655571,0.0054647726,0.00015421169,7.1014255e-08,1.9027044e-07,7.1361642e-08,0.00051907876,0.031548189,0.0014755048,4.6019264e-07,3.1956183e-07,8.4610563e-09,-0.1235214,0.082940744,-0.0089689507,-0.017982137,-0.044541558,35.646218,0,0,-46.531439,0,0,44.872643,0,0,-31.42687,0,0,20.803266,0,0,0,0
-0.0602379,-0.0390334,-0.0811954,-0.000236908,-0.000425826,-0.000546823,-0.0147895,0.0348907,-0.0687772,-0.000503393,1.0374e-05,-0.000279687,0.0036286046,0.0015236063,0.006592693,5.61254e-08,1.8132778e-07,2.9901539e-07,0.00021872931,0.0012173609,0.0047303032,2.5340451e-07,1.0761988e-10,7.8224818e-08,-0.0091191165,-0.018003139,-0.10422269,0.047497236,-0.018243615,75.67187,0,0,-56.365318,0,0,32.609345,0,0,-10.80615,0,0,14.182407,0,0,0,0
-0.0602542,-0.019253,-0.0888623,-0.000615389,-0.000476787,-0.000623388,-1.63e-05,0.0197804,-0.0076669,-0.000378481,-5.0961e-05,-7.6565e-05,0.0036305686,0.00037067801,0.0078965084,3.7870362e-07,2.2732584e-07,3.886126e-07,2.6569e-10,0.00039126422,5.8781356e-05,1.4324787e-07,2.5970235e-09,5.8621992e-09,0.037977356,-0.14288606,0.01300525,-0.08670724,0.10274683,108.81782,0,0,-29.662492,0,0,19.656091,0,0,-20.011735,0,0,32.98514,0,0,0,0
-0.0633962,-0.0267178,-0.0934331,1.15655e-05,-0.000872521,-0.000400501,-0.003142,-0.0074648,-0.0045708,0.0006269545,-0.000395734,0.000222887,0.0040190782,0.00071384084,0.0087297442,1.3376079e-10,7.612929e-07,1.6040105e-07,9.872164e-06,5.5723239e-05,2.0892213e-05,3.9307195e-07,1.566054e-07,4.9678615e-08,-0.093730187,-0.007242785,0.063024085,-0.060147207,-0.024113189,123.57823,0,0,4.580444,0,0,45.727178,0,0,-27.022416,0,0,21.330641,0,0,0,0
-0.0731234,-0.0267183,-0.07716,0.000102452,-0.000782447,-0.000400502,-0.0097272,-5e-07,0.0162731,9.08865e-05,9.0074e-05,-1e-09,0.0053470316,0.00071386755,0.0059536656,1.0496412e-08,6.1222331e-07,1.6040185e-07,9.461842e-05,2.5e-13,0.00026481378,8.2603559e-09,8.1133255e-09,1e-18,-0.066282438,-0.022470951,-0.044477913,0.044749303,-0.05396937,123.83761,0,0,19.263492,0,0,77.170796,0,0,3.3965724,0,0,26.995908,0,0,0,0
-0.0771865,-0.0209677,-0.105747,-0.000555101,-0.000692398,-0.00056943,-0.0040631,0.0057506,-0.028587,-0.000657553,9.0049e-05,-0.000168928,0.0059577558,0.00043964444,0.011182428,3.0813712e-07,4.7941499e-07,3.2425052e-07,1.6508782e-05,3.30694e-05,0.00081721657,4.3237595e-07,8.1088224e-09,2.8536669e-08,0.022574207,-0.049088784,-0.12991619,0.013631809,-0.0060469764,120.1169,0,0,19.264761,0,0,87.359357,0,0,28.093393,0,0,58.74355,0,0,0,0
-0.0771689,0.0084551,-0.0978249,-0.000860627,-0.000907089,-0.000400502,1.76e-05,0.0294228,0.0079221,-0.000305526,-0.000214691,0.000168928,0.0059550391,7.1488716e-05,0.0095697111,7.4067883e-07,8.2281045e-07,1.6040185e-07,3.0976e-10,0.00086570116,6.2759668e-05,9.3346137e-08,4.6092225e-08,2.8536669e-08,0.066910683,-0.090542238,0.034481932,-0.067413422,0.12607004,117.32428,0.3363319,0,17.141225,-0.97995338,0,83.676309,1.8664935,0,36.948335,-2.4948258,0,78.558444,3.0341856,0,0,0
