global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	a_comp_cor_47	a_comp_cor_48	a_comp_cor_49	a_comp_cor_50	a_comp_cor_51	a_comp_cor_52	a_comp_cor_53	a_comp_cor_54	a_comp_cor_55	a_comp_cor_56	a_comp_cor_57	a_comp_cor_58	a_comp_cor_59	a_comp_cor_60	a_comp_cor_61	a_comp_cor_62	a_comp_cor_63	a_comp_cor_64	a_comp_cor_65	a_comp_cor_66	a_comp_cor_67	a_comp_cor_68	a_comp_cor_69	a_comp_cor_70	a_comp_cor_71	a_comp_cor_72	a_comp_cor_73	a_comp_cor_74	a_comp_cor_75	a_comp_cor_76	a_comp_cor_77	a_comp_cor_78	a_comp_cor_79	a_comp_cor_80	a_comp_cor_81	a_comp_cor_82	a_comp_cor_83	a_comp_cor_84	cosine00	cosine01	cosine02	cosine03	non_steady_state_outlier00	non_steady_state_outlier01	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13
766.9316275433619	n/a	n/a	588184.12132631	1007.6054344621938	n/a	1015268.7115577464	n/a	796.1817959996189	n/a	n/a	633905.4522811788	796.6189188079269	693.8024053086682	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	-6.88049e-06	n/a	4.73411426401e-11	n/a	-0.0282094	n/a	0.00079577024836	n/a	-0.0124213	n/a	n/a	0.00015428869368999998	0.000101233	n/a	1.0248120289e-08	n/a	-0.00017029	n/a	n/a	2.89986841e-08	0.0	n/a	0.0	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
762.9603895459143	-3.971237997447588	15.770731232371528	582108.5560160532	985.1011893615688	-22.504245100624985	970424.3532815777	506.44104754900366	797.5803512616156	1.3985552619967618	1.955956820858832	636134.4167186022	796.3685571288355	700.9780074631668	1.565324	28.595440000000004	0.12489251951	0.0695118	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	-0.014229399999999996	-0.014222519509999997	0.00020247582435999994	0.00020228006121233055	0.029510200000000007	0.0577196	0.0008708519040400003	0.00333155222416	0.0153543	0.027775599999999998	0.0007714839553600001	0.00023575452849000005	-0.000231973	-0.00033320599999999995	5.3811472728999994e-08	1.1102623843599996e-07	-0.0	0.00017029	2.89986841e-08	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
758.3755385687912	-4.5848509771230965	21.02085848242661	575133.4574995041	967.7139953693036	-17.387193992265225	936470.3768336205	302.3145149246639	797.7404282141008	0.16007695248515574	0.02562463071693481	636389.7908072169	794.9733967107901	679.0957033822411	1.401489	25.602493	0.13224266999999998	0.0859603	-0.0329935176	0.036189861600000005	-0.1225234809	-0.012668791100000002	-0.036288489300000004	-0.0600688187	0.2209549504	0.0784189159	0.09620751400000001	-0.10546859630000001	-0.10169588480000001	-0.0929019898	0.0499729423	-0.024288014500000003	0.015650909299999998	-0.0769167101	0.10545591439999999	-0.0019760758999999998	0.1349193921	-0.047654100199999994	0.2108131683	-0.024990501499999998	0.059142561600000004	-0.0533105588	0.0828547796	0.0428772733	-0.0863316199	0.1483283367	-0.0179695468	0.09104484460000001	-0.0366008299	0.057583430899999996	-0.0317893104	0.019665126499999998	-0.1772426668	0.0084061341	-0.010695760600000001	0.1870532852	-0.0285753952	0.0408882074	-0.0100739481	0.1266123325	0.0147354583	-0.0338757909	-0.0075196726	-0.0037494959999999997	0.040302597200000005	-0.0531293568	0.0881775625	0.0714485195	-0.1170959298	0.053539738600000004	0.0327898623	-0.0335140788	-0.11699666119999999	0.015695224	-0.06713900910000001	0.15115975339999999	-0.0805941495	0.0493823425	-0.0509173926	0.09324093230000001	0.0454319836	-0.0744473957	0.1044588311	-0.1549761568	0.021234518900000002	-0.1229270249	0.0002393259	-0.2022701381	-0.0352679097	0.1235891358	-0.014711311999999999	0.0548751367	-0.0718879173	0.1085694747	-0.0160919964	0.0015781233	-0.0672990376	0.042187111900000004	-0.0046500282	0.0248529036	-0.0169219171	0.0613475833	-0.0362261391	0.0481231266	-0.061803671500000004	0.0713786046	-0.1459463083	0.10814305130000001	0.1081293633	0.1081065512	0.108074617	0.0	0.0	-0.00900503	0.005224369999999997	8.109056530090001e-05	2.729404189689997e-05	0.0184514	-0.011058800000000004	0.00034045416196	0.0001222970574400001	0.100099	0.0847447	0.007181664178090002	0.010019809801000002	0.00012249	0.000354463	1.50038001e-08	1.2564401836899995e-07	-0.0	0.0	0.0	0.0	-0.000269833	-0.000269833	7.280984788899999e-08	7.280984788899999e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
757.8787202092218	-0.4968183595693745	0.2468284824052043	574380.1545459679	959.3051432356143	-8.408852133689264	920266.3578383024	70.70879420625052	795.832908035129	-1.907520178971822	3.638633233184693	633350.0175116501	794.4229192611203	682.5649550166082	1.343631	24.545536	0.12015217609	0.0764298	-0.055916984100000004	0.08460971390000001	0.1076380218	0.050785285199999995	-0.09576439	-0.0657330278	-0.053514224299999996	0.08251013559999999	-0.07598612240000001	0.1180572727	0.0232644088	0.1210751976	0.023774051400000003	-0.09850123710000001	0.0196104835	0.026783072999999998	-0.028703773199999998	-0.1287687731	0.0162660845	-0.045995206600000005	0.0930974983	-0.15137170560000002	0.1369268477	-0.0868572985	0.07694374799999999	-0.033968524	-0.033679919100000004	0.08513434660000001	-0.0552741682	0.022546121800000003	-0.0869568501	-0.11536455470000001	0.0989187044	-0.0687136633	0.0042803541	0.08441871210000003	-0.004249155399999999	-0.0128131016	-0.040110804300000004	-0.0712577901	0.059762943099999986	-0.0672221813	0.0027734126	0.1421789635	-0.085546383	0.0315789154	0.008877891	-0.0492545179	-0.0316836677	0.043914041900000006	-0.12919048060000002	0.0410527693	0.0377704319	0.0010274047	0.1401570083	0.0952889806	0.0269440265	-0.0330517313	0.0296509823	-0.018483322	-0.0365250379	0.0109502745	-0.1773268046	0.0060499967	0.0362421451	-0.11686088859999999	-0.1150594763	-0.0332427976	-0.014629525400000001	-0.1093066202	0.1261387785	0.1283203224	0.136699025	0.1151710852	-0.0469896393	0.06895125099999999	-0.0023001707999999997	0.0644935923	-0.0132232504	-0.1216582773	0.026011034300000003	0.08527895630000001	0.1222500266	-0.11214472560000001	-0.0662270421	-0.0117180243	-0.15938284789999999	-0.075440998	0.014673466100000001	0.1081065512	0.10798339369999999	0.10777823519999999	0.1074912313	0.0	0.0	-9.66491e-06	0.00899536509	9.341048530810001e-11	8.091659310239072e-05	0.0295436	0.011092199999999995	0.0008728243009599997	0.00012303690083999993	0.0257707	-0.07432830000000001	0.005524696180890003	0.00066412897849	3.706780000000001e-06	-0.00011878322	1.3740217968400007e-11	1.4109453353568398e-08	0.00012611	0.00012611	1.59037321e-08	1.59037321e-08	0.0	0.000269833	0.0	7.280984788899999e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
759.2050809592461	1.3263607500242642	1.7592328392049288	576392.3549543354	960.7370150530676	1.4318718174532703	923015.6120930781	2.050256901616932	796.4055720138464	0.5726639787174008	0.3279440325204437	634261.8351347018	793.4819673824326	687.8288155323175	1.2611500000000002	23.038771	0.09532024409	0.047163800000000006	-0.0484661452	0.013386156699999999	-0.030057864500000007	-0.12134481800000001	0.0062078853	-0.05321450690000002	0.060435546799999997	0.0418808019	0.0475199875	0.023127675499999997	0.0007299078	-0.0511199024	-0.0478910568	0.0523993216	-0.1254550911	0.0301295138	-0.0540237495	-0.0045122664	0.05640534320000001	-0.0395987981	0.10178960599999999	0.033518168	0.0986796311	-0.0061464428000000005	0.134398561	0.1103404899	-0.1243017382	-0.0670385585	-0.1129127054	0.0083054008	0.0829023467	-0.0509786093	-0.0572506175	-0.0697801758	0.0340575631	-0.0473214555	-0.007795684399999998	-0.05646824280000001	-0.027459414900000003	-0.268625287	-0.042346639900000003	-0.0648606516	-0.0939273463	0.0196359024	-0.0668947141	0.0716298128	0.0076754901	-0.017981655	0.1264285474	0.060096410499999996	0.078074399	0.12348607439999999	0.0956069849	0.0024707882	-0.0946195277	-0.0433867996	0.028948424700000006	-0.0800924917	-0.022227216299999998	0.0760635408	-0.0346947236	-0.0417845278	-0.017363846999999998	0.0267239623	0.1700675023	-0.12138377970000001	-0.1030714277	-0.0327244795	0.0043315135	-0.045766354	0.1888754484	-0.052582174599999996	0.0117523765	0.1051884297	-0.0448625425	-0.1360492877	0.1455391465	0.062567103	0.053050674900000004	-0.0096122702	0.0609506772	0.1173922109	0.0587934152	0.0034266496999999997	-0.061989441299999996	-0.1735286298	-0.040439564500000004	0.0294123548	0.0503724993	0.1080335633	0.10769165160000001	0.1071226002	0.1063276091	0.0	0.0	-0.00771347	-0.007703805090000001	5.94976194409e-05	5.93486128647099e-05	0.0451841	0.0156405	0.00204160289281	0.0002446252402500001	0.042883099999999987	0.01711239999999999	0.00029283423375999976	0.0018389602656099996	-0.000526022	-0.0005297287800000001	2.7669914448400003e-07	2.8061258036028844e-07	-0.000441432	-0.000567542	3.22103921764e-07	1.94862210624e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
759.3798853847734	0.1748044255273271	0.03055658718393885	576657.8103269916	959.88382501769	-0.8531900353775654	921376.9575305913	0.7279332364675714	795.8737453646486	-0.5318266491977965	0.2828395847969561	633415.0185607534	793.8740898624533	682.4387795861722	1.406024	25.685347	0.11913518	0.07641389999999999	0.0747956053	0.052133184699999995	0.0662122839	0.1296019773	-0.00034421550000000005	-0.057741979400000004	0.037566303599999996	0.2453008222	-0.1771912718	0.031606493799999996	0.0610207045	0.0820211593	0.132984661	0.0514370022	-0.0297451496	0.1183316544	-0.07285220790000001	-0.0346877823	0.0787090099	-0.08782404699999999	0.0266701106	0.06457975839999999	0.10208507259999999	0.1962043528	0.0370178133	-0.0634026306	0.1105451445	0.0328364553	0.046365664400000006	-0.0857837397	-0.0184242402	0.1364924584	-0.1293175177	0.043595623300000004	0.1043928327	-0.1179203251	0.032625964199999996	0.0774474319	0.1061697569	-0.0881202752	-0.0333859802	0.023182094	0.008329340400000001	-0.15044674619999998	-0.0464556868	0.0114040551	0.0179973973	-0.09061010720000001	-0.029003337	-0.0901742397	-0.0028582726	-0.12461750099999999	-0.0525346576	0.1009406268	0.0977813137	0.1119424331	-0.1452789954	-0.104173099	0.0872036433	0.14601162369999998	0.079539051	0.058697033899999994	-0.07137758400000001	-0.0740853469	0.048017843	-0.17674863	0.0156277594	0.0611140576	-0.044168418200000004	0.1037474185	-0.14869399279999998	-0.17184741350000002	0.0703042195	-0.0166654632	0.0091979826	-0.118037219	-0.017597752	0.0498037676	-0.0370507167	0.0943442511	0.0008048385000000001	-0.0173949777	-0.1314798501	0.1256476426	-0.0689063538	-0.0158021908	0.0694214053	-0.0056587372	-0.0004731847	0.1079241123	0.10725453089999999	0.10614163730000001	0.1045900315	0.0	0.0	-0.0192252	-0.01151173	0.0003696083150400001	0.00013251992759290006	0.0102585	-0.034925599999999994	0.00010523682224999996	0.00121979753536	0.0495367	0.0066536000000000034	4.427039296000003e-05	0.0024538846468899994	0.000794863	0.001320885	6.318071887690001e-07	1.7447371832249996e-06	-0.000441432	0.0	0.0	1.94862210624e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
759.8215380539078	0.4416526691344416	0.1950570801535765	577328.7696906062	962.6456203819632	2.761795364273212	926686.5904405748	7.627513634121003	796.7538324013734	0.8800870367248308	0.7745531922110936	634816.6694462758	794.7009284165207	697.8125896412207	1.318578	24.087879	0.17157867	0.100305	-0.011462845900000001	-0.11841900150000001	-0.0265517646	-0.054208799	-0.059179240099999995	0.0960585452	0.0451387112	0.0934952539	0.0706368528	0.1279412432	-0.034460544100000004	-0.0083284712	-0.0692090699	0.0082734826	-0.12140833349999999	0.1850888894	-0.1571882967	-0.014094011200000001	0.12444877	0.0708223756	-0.0335618071	0.162576605	0.1273353582	-0.0281371256	-0.018550416200000003	-0.0178560363	-0.0443490858	-0.2112030865	0.007801723199999998	0.08561615130000001	-0.1032747287	0.1011023623	0.019716213	0.09905753119999999	0.1142396799	0.0869576919	-0.049311371799999996	0.094674581	0.1496231805	-0.0528594564	0.0421375476	0.0681542429	0.2362111099	-0.0723031895	0.0595228319	0.0155862913	0.0491139763	0.094089576	-0.0102333151	0.047971258499999996	-0.0168172926	0.0601389003	0.0946987684	-0.0995776282	-0.0396375853	0.0341173604	0.0348854044	-0.1114480717	0.09771374529999999	0.0926324759	-0.125063142	-0.18203839730000002	-0.0175661459	0.16862228140000002	0.09580382009999999	-0.0898531857	-0.1270462674	-0.0392692	0.012446582900000001	0.0552790628	-0.043405949000000006	-0.1154412391	-0.08579720619999999	0.012137478	-0.1157579609	0.020771868	-0.0647235265	0.0941387023	-0.0013750494	0.1538969242	-0.07195841780000001	0.012112481100000001	-0.1900464727	-0.0723429826	-0.0634887583	0.1547515514	0.17246017719999998	0.0207594965	0.11240769960000001	0.10777823519999999	0.1066726216	0.1048383259	0.10228787810000001	0.0	0.0	-0.00359093	0.015634270000000002	1.28947782649e-05	0.0002444303984329001	0.08682419999999999	0.07656569999999999	0.007538441705639999	0.005862306416489997	0.0313885	-0.0181482	0.0003293571632399999	0.00098523793225	-0.000429747	-0.00122461	1.8468248400899998e-07	1.4996696521000003e-06	-0.000441432	0.0	0.0	1.94862210624e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
758.3914431591777	-1.4300948947301322	2.0451714079331884	575157.5810570603	955.6876509112757	-6.957969470687544	913338.8861043124	48.413339155019905	796.7949386924486	0.04110629107515251	0.001689727165955163	634882.1743259028	793.9274242026707	688.0183499581611	1.305623	23.851206	0.17231841999999994	0.0834695	0.1518269408	0.029687491899999998	-0.005813378100000001	0.0245326963	0.16877980480000002	-0.007965158100000001	-0.0028378798	0.0059997531000000005	0.017849386499999998	-0.1057173979	0.0056388925	-0.12403666460000001	-0.024657662400000002	0.016869281200000003	0.09435967349999999	-0.010781738600000002	-0.030182717	0.0134894512	0.053092259100000004	-0.1053187107	-0.0998357944	0.0062569732999999995	-0.0489318394	0.0440254715	0.0493542309	0.03247294	-0.0252403089	-0.1732198151	-0.0052644426000000005	0.10745230189999999	0.0153781927	0.1184452126	-0.2090958273	-0.0642913251	0.0162852631	0.0657078584	-0.116333978	-0.21591184160000002	0.08329785049999999	-0.047410104800000005	-0.0173087457	0.06608362849999999	0.0658169039	-0.0473388597	-0.0111243277	0.027478375299999996	-0.018421240800000002	0.12382658710000001	0.11986934949999999	0.0708644095	0.0135593191	-0.2089383997	-0.058228408899999994	0.0703771008	-0.0504499495	-0.1064297423	-0.08330544200000001	0.0795596598	0.07814119929999999	0.0665077153	0.0667190988	0.0937042099	0.0292246087	0.0802972637	0.028393960099999997	0.018683990600000002	-0.0657257216	-0.1000431678	0.10311589410000001	0.0614568574	7.63828e-05	-0.090888485	-0.15927420890000002	0.0330881526	-0.1154290266	-0.1424980435	0.0626812937	0.08475890009999999	0.0635010973	0.0335747183	0.036066756	-0.0563235887	0.013382995200000001	0.0084633887	0.08786976960000001	0.0456834602	0.12686856529999999	-0.0070455136	0.132711604	0.107595981	0.1059467092	0.1032166238	0.0994335757	0.0	0.0	-0.0122381	-0.00864717	0.00014977109161	7.477354900889997e-05	0.05515409999999999	-0.0316701	0.0030419747468099986	0.00100299523401	0.0903334	0.0589449	0.00347450123601	0.008160123155559999	0.0006576010000000001	0.001087348	4.3243907520100013e-07	1.1823256731040006e-06	-0.000257774	0.00018365799999999995	3.373026096399998e-08	6.644743507600001e-08	-0.000190119	-0.000190119	3.6145234161000005e-08	3.6145234161000005e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
758.4289598847969	0.0375167256191844	0.001407504701185167	575214.4871919347	957.2707738515527	1.5831229402770075	916367.3344703504	2.5062782440313183	796.1881165961746	-0.6068220962739588	0.3682330565263217	633915.5170089636	794.0506018078078	685.9937557604725	1.404278	25.653435	0.061047585	0.0361155	-0.012269208500000002	-0.12432233849999999	0.0289100967	0.1158946976	-0.0545994606	0.0783005163	-0.0487985587	0.12710096769999998	-0.0360842866	0.0552951835	-0.0389107973	0.1722453282	0.0017324661999999998	0.028185796200000002	-0.0030410677000000004	0.1796706862	0.018855614399999998	0.0137275666	-0.0097518871	-0.0129726789	-0.1635493872	0.0157300672	0.048978750700000004	0.023745893900000002	-0.1006796432	-0.0991784292	-0.0579938368	0.0325119918	-0.0618356803	-0.07395357820000001	-0.0593104075	0.0728326436	0.09982738599999999	-0.040106570099999996	-0.0352742488	0.0205001811	-0.0439246411	0.0120619219	0.0856688084	0.0689669713	-0.0301055535	0.046748098099999996	0.019472751200000003	0.05946338690000001	-0.14070555810000002	-0.0358958425	0.0273849704	0.1021576754	-0.1088786524	0.0262770963	0.1056563959	-0.10659501810000001	-0.0175862412	-0.0739674111	0.08461628759999999	0.0375231832	-0.0401564944	-0.1561904637	0.0480034467	-0.0566713183	-0.0801440174	0.0084878401	0.012845744	0.0696421431	-0.0092511702	-0.0184317198	-0.036933528	0.13466004609999999	0.0494982988	0.082546282	-0.0444530953	0.1253158308	-0.0170342813	-0.048590895099999996	-0.09585341800000001	0.13250429960000001	0.0171853502	0.0763406197	-0.0903562233	0.04436265	-0.053681800700000004	-0.043358118	-0.08678974199999999	0.0382923171	-0.0281265568	0.095213845	0.0105047547	-0.1228770657	-0.0122182167	0.10737741140000001	0.10507777380000001	0.1012814563	0.09604253189999999	0.0	0.0	-0.00752509	0.00471301	5.66269795081e-05	2.22124632601e-05	0.0551595	5.400000000009564e-06	0.00304257044025	2.916000000010329e-11	0.05905940000000001	-0.03127399999999999	0.0009780630759999994	0.003488012728360001	0.0006576010000000001	0.0	4.3243907520100013e-07	0.0	5.32105e-05	0.0003109845	9.671135924025001e-08	2.8313573102500007e-09	6.617449999999998e-24	0.000190119	4.379064450249998e-47	3.6145234161000005e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
759.6326530862727	1.2036932014758577	1.4488773232791996	577041.7676348896	957.8277289530016	0.5569551014489207	917433.9583512648	0.3101989850299776	795.9651474666136	-0.22296912956096548	0.04971523273717461	633560.515981548	793.3322788878854	699.2081755058141	1.339251	24.465523	0.1029082455	0.0591653	0.1252565949	-0.042677643700000004	-0.022134488100000002	-0.17592664530000002	0.115555221	0.0387677838	0.0613864522	0.0031385567	0.0416128049	0.0808612159	0.0784843565	-0.0804230162	-0.06526898469999999	-0.0165934022	0.0375259879	0.1102944709	-0.0035210357	-0.025046873900000002	-0.0991870352	-0.0765087133	0.0174676914	0.0358589415	-0.055715294000000005	0.0007272542	-0.131183145	-0.016743387	-0.1059692405	0.0074149811	-0.086435959	-0.1747405886	0.1796988623	0.0143901874	-0.0263475257	-0.025640306800000002	0.08659718960000001	-0.0642103435	-0.07180218719999999	0.0528243804	-0.027150939500000002	0.0789295087	0.051227256500000005	0.012544895700000001	0.0156894668	-0.1399190947	-0.0469071134	-0.1141581585	-0.0946088011	0.0416406207	-0.0140495877	0.012392158799999999	-0.0407470668	0.0179684243	-0.0802946752	0.0792239173	-0.0530013113	-0.0606566763	0.0385346117	-0.0025486809	0.12340372570000001	-0.0262864471	-0.0693799938	0.0149379148	0.0560035773	-0.11316702140000001	-0.045051887699999994	-0.0354312662	-0.1207295717	0.026933729500000003	0.0878334692	0.11831646109999999	0.046225228300000004	0.015447458600000004	0.0534277325	0.0269232421	0.1345720086	0.0040968053	0.1470650526	0.04890502730000002	-0.026814465699999998	0.07896951440000001	-0.1586424235	-0.044146259400000006	0.0066044177	0.09820900810000001	0.034642044500000004	-0.0317215922	0.0058523113	-0.0431526483	-0.1258304283	0.1071226002	0.1040669883	0.09903870029999999	0.09213305150000001	0.0	0.0	-0.00842593	-0.00090084	7.09962963649e-05	8.115127055999998e-07	0.090307	0.035147500000000005	0.008155354249	0.0012353467562500001	0.0592634	0.00020399999999999585	4.161599999999831e-08	0.0035121505795599997	1.6725999999999995e-05	-0.0006408750000000001	2.7975907599999983e-10	4.107207656250001e-07	-5.910610000000001e-06	-5.912111e-05	3.4953056476321006e-09	3.4935310572100004e-11	-0.000633122	-0.000633122	4.00843466884e-07	4.00843466884e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
