global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	a_comp_cor_47	a_comp_cor_48	a_comp_cor_49	a_comp_cor_50	a_comp_cor_51	a_comp_cor_52	a_comp_cor_53	a_comp_cor_54	a_comp_cor_55	a_comp_cor_56	a_comp_cor_57	a_comp_cor_58	a_comp_cor_59	a_comp_cor_60	a_comp_cor_61	a_comp_cor_62	a_comp_cor_63	a_comp_cor_64	a_comp_cor_65	a_comp_cor_66	a_comp_cor_67	a_comp_cor_68	a_comp_cor_69	a_comp_cor_70	a_comp_cor_71	a_comp_cor_72	a_comp_cor_73	a_comp_cor_74	a_comp_cor_75	a_comp_cor_76	cosine00	cosine01	cosine02	cosine03	non_steady_state_outlier00	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11
754.7503102738323	n/a	n/a	569648.030858446	1011.6164562452583	n/a	1023367.8545462146	n/a	781.7932337533703	n/a	n/a	611200.6603425519	783.7698597433467	717.288602656397	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	-0.00364866	n/a	1.33127197956e-05	n/a	1.71362e-09	n/a	2.9364935043999998e-18	n/a	0.0	n/a	n/a	0.0	0.0	n/a	0.0	n/a	-0.0	n/a	n/a	0.0	-9.13091e-05	n/a	8.33735174281e-09	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
749.378372721441	-5.371937552391274	28.85771306679155	561567.945502635	985.845812278078	-25.770643967180266	971891.9655862234	664.1260904831645	782.1403974851573	0.3471637317870773	0.12052265666832973	611743.6013782399	782.0779530585066	701.1229677868229	1.5613860000000002	27.103649	0.15377403671362	0.081851	-0.0826604985	-0.0731035336	0.031144070299999996	0.117738544	0.059589730099999995	-0.054787709500000004	0.2202343427	0.1215799207	-0.1484293974	0.032729216299999996	-0.0406716476	-0.0846714784	0.0229086388	-0.12368231619999999	0.014106711599999999	-0.0096299776	0.0636996827	0.0080836835	-0.0418696052	0.0424230945	-0.0081623658	0.1423087016	-0.0270425171	0.0412837732	-0.0273066711	0.0527008547	0.1217971495	-0.1161446617	0.0255735843	-0.0382030827	0.1478327449	-0.11746985289999999	0.1664770235	-0.0650905713	0.0261748669	-0.0094273479	0.024942248599999998	-0.075516334	0.08999964740000001	-0.1028525308	0.020843898200000002	-0.0955316792	0.0747195617	-0.1019398715	-0.054889056900000004	0.013059342	0.006981196899999999	-0.0477618766	0.0756681051	-0.06267721450000001	-0.0872150724	0.0170485348	-0.0459137473	0.0718058284	-0.0200530274	0.0389595244	-0.0663225367	0.0031262482	-0.0004938755	0.1560269138	-0.0238705837	0.0292409482	-0.016660698600000003	0.0512182624	-0.1401062023	0.1464141818	-0.11143734640000001	0.0080562745	0.0233536739	-0.058048653600000014	0.2391001141	-0.1054838467	0.10139857390000001	-0.0363495739	0.1155362786	-0.0075877587	0.0652727617	-0.0531919326	0.030501446800000002	-0.042848781600000004	0.0345950692	0.1078282764	0.10781478650000001	0.10779230449999999	0.1077608324	0.0	-0.015323500000000004	-0.011674840000000002	0.0002348096522500001	0.00013630188902560007	-0.040599	-0.040599001713620006	0.0016482788010000007	0.0016482789401425202	0.06612539999999999	0.06612539999999999	0.004372568525159997	0.004372568525159997	0.000628463	0.000628463	3.94965742369e-07	3.94965742369e-07	-0.0	0.0	0.0	0.0	-0.000170342	-7.903290000000001e-05	2.9016396964e-08	6.246199282410001e-09	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
748.2428541942733	-1.1355185271677328	1.2894023255411773	559867.3688527924	981.3284205976872	-4.5173916803908005	963005.4690727514	20.40682759406403	782.8478557202617	0.7074582351043546	0.5004971544169682	612850.7652058117	783.082127515777	699.3774001308193	1.336313	23.19668	0.2104998	0.159083	0.0726646624	0.0582689443	-0.08133013559999999	0.0835845494	-0.1210597484	0.1417929622	0.0761890425	0.0347111753	-0.09800098269999999	0.10104627960000001	0.1202260954	0.13638382710000002	-0.0939479332	0.0935968922	-0.029684175099999998	0.0754146124	0.09264642960000001	-0.0565546403	-0.12286149140000001	-0.0447273822	0.0188179076	-0.0355861014	0.08553458550000001	0.028957897200000002	0.0015938518	0.04428265309999999	0.0883744952	-0.049846290300000005	0.0346950188	0.0177562585	-0.0123898303	0.0509065271	0.0010888127	-0.00047787519999999996	0.1005286774	0.049665471600000004	0.0677662695	-0.0879161366	0.0127223895	-0.11973710539999999	-0.0089812297	-0.08934988279999999	-0.1190354547	0.1219314059	0.0345566046	-0.070741533	0.0253194361	-0.0543038859	0.0511623854	0.1310654002	0.11133918039999999	0.0899256792	0.0983904157	-0.04860237480000002	-0.0473164039	0.0927903418	-0.013327838100000001	-0.0933144079	0.07682919999999999	0.0705365766	0.060786447699999996	-0.0710910285	-0.0352839714	-0.0428133327	0.0432637671	0.09479613960000001	0.0037991118	-0.046814431	0.0918778967	0.057338947599999995	0.0803108109	0.030736077799999997	0.0460097305	0.1283929258	0.0345247629	0.0768580997	-0.018508513799999998	0.11879184289999999	-0.13231317	-0.0475449243	-0.0953269325	0.10779230449999999	0.1076709289	0.1074687374	0.1071858817	0.0	-0.005365699999999999	0.009957800000000004	2.879073648999999e-05	9.915778084000004e-05	0.112944	0.153543	0.012756347135999999	0.023575452849	0.0632313	-0.002894099999999983	8.375814809999901e-06	0.0039981972996900005	-0.000186846	-0.000815309	3.4911427716e-08	6.647287654810001e-07	6.6174399999999985e-24	6.6174399999999985e-24	4.379051215359999e-47	4.379051215359999e-47	-0.000237131	-6.678899999999999e-05	5.6231111161e-08	4.460770520999998e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
745.1241847429822	-3.118669451291112	9.726099146416404	555210.0506888939	968.5250798061024	-12.803340791584787	938040.8302134172	163.92553542545897	781.1915584004641	-1.6562973197975452	2.743320811568532	610260.2509161457	780.6200505777008	690.1551045068422	1.3995050000000002	24.293606	0.22062282	0.14376	0.0110845398	-0.1266002144	0.0297916602	-0.1491861257	0.0908180831	-0.05573832980000002	-0.0822311259	0.0858272943	-0.08595705640000001	-0.0184970005	-0.07456751240000001	-0.0327710687	0.025693813	-0.053807445	0.0310959704	0.0444977749	-0.0024563264	-0.0737646945	0.0632928802	0.1296229357	0.0705127543	0.0072785325	-0.035867398700000004	0.11597464130000001	-0.05407149	-0.1252928823	0.0947984359	-0.1199127448	0.0725064014	-0.0679848164	-0.029745357099999998	0.0095867538	0.055582518600000005	-0.08662192560000001	0.005723978199999999	0.0141569617	-0.0010510727000000001	-0.1380837309	-0.0856249044	0.1065772129	0.0375497459	-0.052305421799999995	0.1402886524	-0.1108862033	-0.1125925975	-0.029208102000000007	-0.0877576775	-0.1547897345	-0.0350150866	-0.09607535710000001	-0.0167034317	0.0293021369	-0.11775978279999999	-0.018408212	-0.0393546322	-0.0248724214	0.10513898519999999	0.0072926161	0.1055257454	-0.0313436966	0.023518997000000003	0.0569083112	-0.0369147304	0.0491217007	-0.0639414947	-0.08324586169999999	-0.0126813147	-0.0587547539	-0.10994093619999999	0.0629429319	0.1434953954	0.0715531807	0.0691076694	-0.0222969208	0.08655765039999999	-0.0258590555	-0.07113209940000001	0.0022863164	0.1549240707	0.0637207247	-0.0775049761	0.1077203727	0.10738340560000001	0.1068225743	0.10603904800000001	0.0	-0.0155878	-0.0102221	0.00024297950884	0.00010449132841	-0.021697	-0.134641	0.000470759809	0.018128198881000004	0.07602069999999997	0.012789399999999965	0.0001635687523599991	0.005779146828489995	0.0007391239999999999	0.0009259699999999998	5.463042873759998e-07	8.574204408999997e-07	9.63054e-05	9.63054e-05	9.274730069160002e-09	9.274730069160002e-09	0.0	0.000237131	0.0	5.6231111161e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
745.9575433400349	0.8333585970527793	0.6944865512817765	556452.6564659001	974.4717397166417	5.946659910539211	949595.1715063781	35.36276409161421	782.6770690186052	1.4855106181410065	2.2067417966096747	612583.3943675546	782.2708075719632	688.0615768419613	1.331539	23.113802	0.187990495	0.11547	-0.051290904500000005	0.0723377054	-0.1471879876	0.002370354	-0.11433437630000001	0.033880496499999996	0.0554759748	0.0587693583	-0.00045622519999999995	0.1146684103	0.10321775849999999	-0.040029661200000004	-0.0061630262	0.09023743199999999	0.0262140156	0.138414679	-0.0965608232	-0.028171985899999998	0.0206571028	-0.014927256299999999	-0.0135610205	0.0440008201	0.0687209258	0.0092518119	-0.0512502291	-0.0857057634	0.009614349599999999	-0.0360542796	-0.177228485	0.0321621358	-0.0957872639	0.056115457199999996	0.0645602338	0.0276716404	-0.0350115745	-0.09846774609999999	0.06943543860000001	0.0772073952	-0.09328936019999999	0.1515335861	0.053925307	0.0311606262	-0.0716836462	0.07334018860000001	-0.0241126494	-0.0189283653	0.0252369527	0.0063476367	0.032456566400000005	0.1156849	-0.0480741474	0.0308163006	0.0500662234	-0.043822338200000005	0.126282342	-0.0355405293	0.09321747009999999	0.0968433771	-0.0227309638	0.021833823	0.1274345606	-0.0423569342	-0.13302188269999998	-0.043617120599999996	0.0047583281	-0.0982556545	0.0163483567	-0.0278328588	0.0763001665	0.1020327103	-0.0188261032	-0.0515579204	-0.0060223326	-0.04429974440000002	-0.1118564933	-0.12142861099999999	-0.0832909132	-0.0497227432	0.0109111444	0.0176045819	-0.0957901743	0.107612505	0.10695260029999999	0.105855755	0.1043264501	0.0	0.0	0.0155878	0.0	0.00024297950884	0.0849873	0.1066843	0.007222841161289999	0.011381539866490004	0.0505386	-0.025482099999999973	0.0006493374204099986	0.00255415008996	3.07035e-05	-0.0007084204999999997	9.427049122500001e-10	5.018596048202498e-07	-0.0	-9.63054e-05	9.274730069160002e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
747.2566738268863	1.299130486851368	1.6877400218666725	558392.5365788215	979.6648070980096	5.193067381367996	959743.1342663805	26.967948827428252	781.5135006503014	-1.1635683683037996	1.3538913477171666	610763.3516986886	781.7185587595977	698.5907555823231	1.395191	24.218712	0.069647665	0.0381616	0.0934237342	-0.0451478448	0.0583287104	0.0938601778	0.1344852016	0.1140315359	0.1283970166	-0.0408861479	0.0252536069	0.051112007599999995	-0.0665879115	0.0791643523	-0.0224360574	0.0050152334	0.0451820393	-0.1033542267	-0.14154426779999998	0.09447089970000001	-0.0434665874	0.0132516312	0.009370628399999999	0.0128951969	-0.10643442609999999	-0.0476753071	-0.0100003556	0.0358067585	0.0069291414	0.013978651699999999	-0.012154014599999999	0.0932324134	0.04452240440000002	0.059278881799999995	-0.0169871274	-0.0790119573	-0.0170073409	0.055259731900000005	-0.07558841599999999	0.0922334757	0.0707183114	0.0112826814	0.018787365	0.0218920653	-0.0437988546	-0.048986042199999996	0.1522999378	-0.023585214900000002	-0.028758103900000002	-0.059100451799999995	0.0906910206	-0.0744566671	0.08315920269999999	-0.0418692003	0.06492297080000001	0.1162458703	0.0813447343	0.07232513730000001	-0.0190694391	0.0856745391	-0.09569606050000001	-0.0031849123	-0.0417438463	0.09543090539999999	-0.0621871576	-0.0030333901	0.0264046393	-0.0063418824	-0.0711291599	-0.0252781126	0.031794669399999996	0.059508951799999994	-0.0160473733	-0.0161858208	-0.0048110643	-0.1916775264	-0.08174029990000001	0.0998170963	-0.0775664943	-0.0724230268	-0.0575041304	0.029062006	0.1715644459	0.1074687374	0.1063790877	0.1045711815	0.10205722539999999	0.0	-0.00431174	-0.00431174	1.85911018276e-05	1.85911018276e-05	0.062110300000000014	-0.022876999999999998	0.003857689366090001	0.0005233571289999997	0.0651562	0.0146176	0.00021367422976000005	0.00424533039844	0.00058753	0.0005568264999999999	3.4519150089999995e-07	3.1005575110224985e-07	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
747.3498355922243	0.0931617653379817	0.00867911452088917	558531.7767597247	972.2545796919844	-7.4102274060252284	945278.9677320372	54.91147020900739	782.1449477525192	0.6314471022178623	0.3987254428993354	611750.719294791	781.8987134359354	705.6463902261107	1.242432	21.567011	0.07907649000000001	0.0454344	-0.0682709743	0.007075748900000001	0.1079841572	0.1034239707	0.0134021334	-0.1105726893	0.0833963576	0.0072838113	-0.0465814032	0.0002166916	-0.0447068037	-0.0912260849	-0.0078663568	-0.0140831651	0.0441002627	0.024429544100000002	0.06597168070000001	-0.0054212723	-0.05997610690000001	-0.0989241492	0.1181453315	0.21566342649999998	-0.0614447837	0.0156595252	-0.1116574177	0.171865783	0.052498082800000005	0.10882840939999999	-0.0006422412000000001	0.0480833146	-0.028552086600000002	0.121648544	0.0747020025	-0.0811491204	-0.0639228746	-0.0320172933	-0.0751573195	0.11345892490000001	-0.0798426704	-0.085345269	0.09680471539999999	-0.10415834410000001	0.0442372303	-0.0673155833	-0.0437698522	0.0189283978	0.1490007432	0.0016880546	-0.0084951019	-0.0490588555	-0.08404539859999999	0.0474529347	-0.0146130376	0.0687383344	0.054796728499999996	-8.63437e-05	-0.0100606288	0.0409999718	0.1021669573	0.1857286238	-0.0686372302	-0.0641205058	-0.0572366662	-0.0112865575	0.0584519328	0.2582464786	0.010708434199999999	0.0028723869	-0.06719145110000001	-0.0963967276	-0.0452245958	-0.0414463511	0.1214371206	-0.0270150899	0.0082995117	-0.0367406749	-0.04907651440000002	-0.0157116015	-0.1161102419	0.0028306772	0.022329460699999998	0.1072891178	0.1056636333	0.10297271	0.0992434813	0.0	0.0	0.00431174	0.0	1.85911018276e-05	0.0255674	-0.0365429	0.00065369194276	0.0013353835404100005	0.041725	-0.023431200000000003	0.0005490211334400001	0.0017409756249999993	0.000291717	-0.000295813	8.509880808899998e-08	8.750533096899997e-08	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
746.2549176341804	-1.0949179580438797	1.1988453348469783	556896.4020931972	970.4995675719575	-1.7550121200268904	941869.4106573566	3.0800675414412804	781.5170108565521	-0.6279368959670819	0.39430474531677373	610768.8382581603	782.1066524720834	699.8961391196872	1.124017	19.511482	0.1230345	0.0661636	0.0647314542	0.0861182992	0.0222944765	0.1153065019	-0.1288205717	0.029579990299999998	-0.0742162242	-0.032657165099999996	-0.0043005956	0.09844671140000001	0.030613522	0.1780119711	-0.043636280300000004	0.1016167234	0.09327699630000001	0.030028182900000002	0.029308150699999997	-0.0491771596	0.069722248	0.047795541100000005	0.0048920707	0.1070664784	-0.1222233526	0.0488526554	-0.0042317568	0.0872033515	-0.11498254890000001	0.0593781559	0.1917842168	0.1020893147	-0.094561663	-0.0337801	0.0481769191	-0.08891279449999999	0.1578348053	-0.0624253482	0.0215278822	-0.0993660806	-0.0185868975	-0.07004846519999999	-0.0076381417	0.032958075499999996	-0.1989044684	-0.11049638029999999	0.06672364110000001	0.1340386653	-0.013316545800000001	-0.055942545499999996	-0.058147596399999994	0.08411842609999999	0.136711413	0.054877085	0.0250117636	-0.0672817584	0.0841110902	0.1297200268	0.0717930583	-0.034274274300000004	0.0779284175	0.0275992807	-0.043090817999999996	-0.0259679397	-0.002046722	0.16800165539999998	0.1029321393	0.2264958084	-0.0361134409	0.0718885261	-0.1279996436	0.0050960429	0.11075571349999999	-0.0161040968	-0.0985729502	0.0056998063	-0.09540499039999999	0.112309751	0.0199771177	-0.101968789	-0.005251679	0.0329177892	0.0092809906	0.1070737061	0.1048071914	0.1010651385	0.09590023019999999	0.0	0.0194462	0.0194462	0.00037815469444	0.00037815469444	0.0815404	0.055973	0.00664883683216	0.003132976728999999	0.0426289	0.0009038999999999993	8.170352099999985e-07	0.00181722311521	0.000105389	-0.000186328	1.1106841320999999e-08	3.4718123583999984e-08	-0.000494128	-0.000494128	2.4416248038400004e-07	2.4416248038400004e-07	0.000253772	0.000253772	6.440022798399999e-08	6.440022798399999e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
745.5327333083278	-0.7221843258525951	0.5215502005071672	555819.0564341862	966.4139897638466	-4.085577808110884	933955.9996112764	16.691946026128132	781.5239012614148	0.006890404862701871	4.7477679171945585e-05	610779.6082428617	780.4973501863212	700.7647414292668	1.333532	23.148405	0.12219055	0.065634	-0.0352243172	-0.0467746734	0.1408069792	-0.0478003959	0.099601027	-0.1077082566	-0.053345055999999995	-0.0565837079	-0.0242009423	-0.0914309038	-0.08750759429999999	-0.0635010278	0.0045688738000000005	-0.0526173132	-0.0159548284	-0.09188802539999999	-0.0576525699	-0.0216668125	0.0051714233	-0.10559893640000001	0.0353441346	-0.1557255022	-0.1064100889	0.044889564699999995	0.14929494210000002	0.028689512599999998	-0.1107947068	-0.06637268860000001	0.0209843052	-0.0677275987	0.0594744642	0.0150074376	-0.1362678088	-0.0692825312	0.04971816440000002	-0.1165840052	0.0205934132	-0.0009259033	0.0248376527	0.0151922023	0.0524263405	0.0187441144	-0.0198975916	0.0033728265000000004	0.0243714788	-0.1091793251	0.1038511332	-0.0691654083	-0.1374937143	-0.1043736634	-0.060500929	-0.0447163359	-0.0378137532	0.054454514100000004	-0.0430347939	0.0086156499	0.0601691164	0.0380159386	0.0017002209	-0.0575279496	-0.09728568800000001	0.0255874559	0.07902075480000001	-0.0475745251	0.0817937016	-0.025950479199999998	-0.1604776657	0.1801457126	0.042998868200000005	-0.011630933799999998	-0.048887977199999995	-0.0098474862	-0.12270174560000001	0.0387861669	-0.0234332927	0.1602699416	-0.032706183199999996	0.0378629005	0.0290637493	0.1688699191	0.0897777835	0.1068225743	0.103810905	0.0988541933	0.09204531	0.0	0.0111604	-0.008285800000000001	0.00012455452815999995	6.865448164000003e-05	0.0248707	-0.0566697	0.00061855171849	0.00321145489809	0.0710267	0.0283978	0.0008064350448400001	0.0050447921128900005	0.000371836	0.000266447	1.38262010896e-07	7.099400380900002e-08	-0.000437602	5.652600000000005e-05	3.195188676000005e-09	1.91495510404e-07	0.0	-0.000253772	0.0	6.440022798399999e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
745.5734735450716	0.04074023674377258	0.0016597668899386378	555879.8044540635	970.0360318357823	3.622042071935653	940969.9030597107	13.119188770871913	782.9454914570883	1.4215901956735024	2.020918684435027	613003.6425929816	781.8532934944484	700.3251917479051	1.2179970000000002	21.142851	0.074945155	0.036765	-0.0453452128	0.1386922095	-0.0248820567	-0.12723111380000002	-0.1369118761	0.0025504894	-0.032990785099999996	-0.07361788400000001	0.0051120681	-0.0244105802	0.0776690591	-0.08280341349999999	0.052566135599999994	-0.032366377	0.0796326709	0.0535211274	-0.0555306337	0.0556140522	0.0316486681	-0.0322676237	-0.0013633722	0.0530267152	-0.0552248891	0.0051098704	0.055137090300000004	0.0037124963	-0.005363891500000001	-0.0419339261	0.0931103001	-0.0865943476	-0.0919302624	0.0367551634	0.016811734499999998	0.10348889050000001	-0.028070793700000003	-0.05382509480000002	0.0801383276	-0.0607781703	-0.0836942019	-0.0761624985	0.0825158178	0.1042576876	0.0449240428	0.1182509428	0.0216769548	-0.0751913962	-0.1494990603	0.058263536500000004	-0.0791972965	0.0994580089	-0.06376350780000001	-0.0064204691	-0.0800726051	-0.0357162394	0.1241711364	-0.1144508529	0.0388099409	0.08549292380000001	-0.0669798395	0.0166642695	-0.0453129121	-0.0480026671	-0.06010771400000001	-0.0646167574	-0.0325502612	0.023370326400000002	0.014416334	0.0234304531	-0.0795293041	0.09233794070000001	-0.0823197713	0.004743765	0.0144617094	0.1668219024	0.0206501828	-0.031557425	0.0345549815	0.0900534537	0.0880855506	-0.0092624618	0.011298488	0.10653580609999999	0.1026761034	0.096346511	0.0876992882	0.0	0.00990313	-0.0012572699999999994	9.80719837969e-05	1.580727852899999e-06	0.046937699999999985	0.022066999999999996	0.0022031476812899987	0.0004869524889999997	0.0504446	-0.0205821	0.00042362284041	0.00254465766916	0.000386209	1.4372999999999979e-05	1.49157391681e-07	2.065831289999994e-10	-6.04253e-05	0.0003771767	1.4226226302289e-07	3.6512168800899996e-09	0.000229226	0.000229226	5.2544559076e-08	5.2544559076e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
