global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	a_comp_cor_47	a_comp_cor_48	a_comp_cor_49	a_comp_cor_50	a_comp_cor_51	a_comp_cor_52	a_comp_cor_53	a_comp_cor_54	a_comp_cor_55	a_comp_cor_56	a_comp_cor_57	a_comp_cor_58	a_comp_cor_59	a_comp_cor_60	a_comp_cor_61	a_comp_cor_62	a_comp_cor_63	a_comp_cor_64	a_comp_cor_65	a_comp_cor_66	a_comp_cor_67	a_comp_cor_68	a_comp_cor_69	a_comp_cor_70	a_comp_cor_71	a_comp_cor_72	a_comp_cor_73	a_comp_cor_74	a_comp_cor_75	a_comp_cor_76	a_comp_cor_77	a_comp_cor_78	a_comp_cor_79	a_comp_cor_80	a_comp_cor_81	a_comp_cor_82	cosine00	cosine01	cosine02	cosine03	non_steady_state_outlier00	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07
764.0812679894016	n/a	n/a	583820.1840922917	1007.3644694526416	n/a	1014783.1743156022	n/a	792.7316047589908	n/a	n/a	628423.3971837647	796.2893734808459	723.4891516470349	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	-0.00392711	n/a	1.5422192952100006e-05	n/a	0.0	n/a	0.0	n/a	0.0	n/a	n/a	0.0	0.0	n/a	0.0	n/a	-0.0	n/a	n/a	0.0	0.0	n/a	0.0	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
756.098825966647	-7.982442022754526	63.71938064663736	571685.434628142	973.2610388426826	-34.103430609958984	947237.0497291378	1163.0439793682879	792.168573914256	-0.5630308447348398	0.31700373212282723	627531.0494973459	793.8306041038652	697.7834774151338	1.662519	29.273151	0.1992099496	0.135515	-0.064906626	-0.0235639035	0.052134086600000004	0.028644162200000007	0.11132333859999999	-0.1296658419	0.0522267289	0.0096236048	0.102498625	-0.0592779096	0.08270397980000001	-0.052704319400000005	0.020206375500000002	-0.0483408592	0.0065147257	-0.0491044745	-0.06967572679999999	0.062517116	-0.08879752960000001	0.0228742437	-0.2166661374	0.0007364675	-0.0755910459	-0.023101407400000003	0.1152520027	-0.1425611245	0.1178698976	-0.0872955317	0.06307229639999999	-0.0678197123	0.0739498129	-0.033641532099999996	0.025125095400000002	-0.08562548029999999	0.1333825511	-0.08587927810000001	0.08700420630000001	-0.07108139940000001	0.011701134699999999	-0.0021360413	-0.0551144267	0.079516848	-0.1342049376	0.0107430331	0.1650894964	-0.074168085	-0.0390564495	0.1187248384	0.0297847418	-0.0558654662	-0.024179835499999996	-0.0400924939	-0.0876822507	-0.0422888731	0.042715156799999994	-0.0577692902	0.021746110899999997	-0.0921667492	0.015558716200000001	-0.019073487099999998	-0.1184898556	0.171752875	-0.1434783748	0.229923703	-0.1589648817	0.0711119761	-0.0583736597	0.0045793832	-0.06646059809999999	0.1997574707	-0.0051891201	0.10371468539999999	-0.01441441	0.0451425519	-0.1054879104	0.0591726916	-0.0018912043	0.0157879088	-0.0683007231	0.0284859499	-0.0191762493	0.036427117599999996	-0.1544201887	0.0037461540000000002	-0.0658430829	-0.005951233100000001	0.1561911946	0.1078282764	0.10781478650000001	0.10779230449999999	0.1077608324	0.0	1.30996e-05	0.0039402096	1.7159952016e-10	1.5525251691932166e-05	0.0717681	0.0717681	0.005150660177609999	0.005150660177609999	0.114654	0.114654	0.013145539715999998	0.013145539715999998	-5.22348e-05	-5.22348e-05	2.7284743310399995e-09	2.7284743310399995e-09	-0.00012471799999999998	-0.00012471799999999998	1.5554579523999996e-08	1.5554579523999996e-08	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
755.2475786355858	-0.8512473310612451	0.7246220186388928	570398.9050349153	962.0970279029452	-11.164010939737409	925630.6910996806	124.63514026257654	790.3909388272772	-1.7776350869787618	3.1599865024579907	624717.8361802646	791.7680175305113	694.5783721708556	1.225308	21.574871	0.05429053960000002	0.032597900000000006	0.0474210729	-0.0038795112	-0.091303005	0.0699136325	0.0920488409	0.1256277939	0.0770791193	-0.0474815179	0.1401509944	0.0437840802	-0.1251229438	0.044558222599999996	-0.08600675099999999	-0.10765046199999999	-0.021053575499999998	-0.1509729115	-0.025417706499999998	0.1225063087	-0.0202554328	-0.0552911912	-0.1744805434	0.0256995008	-0.08799937460000001	-0.1230579275	0.2261299237	-0.026689067900000002	0.1424976722	0.1344679564	-0.0190708843	-0.052297622099999996	0.1115829066	0.12329302539999999	0.10924213099999999	0.056946399400000014	-0.06489493219999999	0.1289497128	0.1362773819	0.0182816028	0.13148862349999998	-0.0637066669	0.0347499154	0.1031492086	0.0893766046	-0.0319570977	-0.1457469827	-0.0858740817	0.0572866139	-0.0183984953	-0.0896704715	-0.0623192029	0.011284033899999999	-0.0161976265	0.1463452291	-0.1561675514	-0.0122491799	0.0266029842	-0.0127844454	-0.1689819843	0.0566880286	-0.052937956200000004	-0.0921590504	0.1945059472	-0.0491081198	0.2130882199	-0.1294920999	-0.062184612199999996	0.0742530297	-0.0268308867	-0.1547562298	0.0083275906	0.07890889	0.051623992300000004	-0.1154533287	-0.09437425699999999	-0.2063107921	-0.14336417210000002	0.0775807223	0.020258889	0.0507970362	0.005445864200000001	0.042530729100000005	0.047728781100000006	-0.1225765432	0.10290732539999999	0.0824693886	0.11215294560000001	-0.01751175	0.10779230449999999	0.1076709289	0.1074687374	0.1071858817	0.0	0.0	-1.30996e-05	0.0	1.7159952016e-10	0.0432889	-0.028479200000000007	0.00187392886321	0.0008110648326400001	0.103574	-0.011079999999999993	0.00012276639999999982	0.010727573476	0.000117412	0.0001696468	1.3785577744e-08	2.878003675024e-08	-0.0	0.00012471799999999998	1.5554579523999996e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
753.2030892088867	-2.0444894266991014	4.179937015884422	567314.89359381	958.7509348385322	-3.3460930644130267	919203.3550537594	11.196338795712952	790.9873646140619	0.5964257867847209	0.35572371914177336	625661.010979099	792.0861150310858	688.7252717450611	1.308001	23.030905	0.16886115	0.0917122	-0.0314071409	-0.1113806161	0.0474079717	-0.0341779798	0.1185508817	-0.0305245625	0.0825497978	-0.0019682370000000003	-0.0871214568	-0.0333509572	-0.0325207304	-0.0017747404	0.1353294988	-0.14997305460000002	-0.0444129812	-0.1026008683	-0.0422188115	-0.0944684135	0.0177991381	-0.09803360189999999	-0.0599005358	0.08644042589999999	0.0461371955	-0.0287103194	0.0703317182	-0.0690452144	0.138790504	-0.047188874699999994	-0.1340150593	-0.1588503172	-0.0754452994	0.09497744539999999	-0.0164602227	0.130892015	-0.09659859130000001	-0.0282810667	-0.0659459563	0.0017826424	0.0812026218	0.0051357988	0.004210392800000001	-0.0371933028	0.0206766969	0.0342442184	-0.030355967400000006	-0.009562706899999999	-0.047696345	0.1111828568	-0.0160646271	-0.0074873574	0.0551976513	-0.09472657400000001	-0.0058748414	0.031233583999999998	0.1108206207	0.0684561575	0.1068645603	-0.1317019181	-0.0345829318	-0.06660039570000001	-0.0376902505	0.053899166799999995	0.1051684155	0.1949563084	0.0210721421	0.027451507200000003	0.0331674344	-0.0243605621	-0.0846951767	-0.0027747581	-0.0814013474	-0.0271850757	-0.0025994333	-0.0386583763	0.0378338397	0.11249997949999999	0.0550624495	0.2936614931	-0.0167984626	0.055466217699999994	0.0340836401	-0.0319679531	0.011957043	-0.030639173399999997	0.0750527485	-0.1390798193	-0.07523457929999999	0.1077203727	0.10738340560000001	0.1068225743	0.10603904800000001	0.0	0.0120452	0.0120452	0.00014508684303999998	0.00014508684303999998	0.08686289999999999	0.043574	0.007545163396409998	0.0018986934759999995	0.17118	0.067606	0.004570571236	0.0293025924	-0.000546055	-0.0006634669999999999	2.9817606302500007e-07	4.4018846008900003e-07	-0.000249252	-0.000249252	6.2126559504e-08	6.2126559504e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
752.5447556533238	-0.6583335555628764	0.4334030703800589	566323.6092613209	955.0648052424956	-3.686129596036608	912148.7822128859	13.587551398777006	789.5519948571381	-1.4353697569238193	2.060286339091544	623392.3525828861	790.4669851271657	679.9211544293715	1.315605	23.164785	0.16966456100000002	0.0943828	0.1189796611	0.035795563100000004	0.0848569687	-0.0699893412	-0.0283664143	0.008897558199999999	0.1083823791	-0.1479712101	0.0343983913	0.173387435	0.0234875365	0.0650558574	-0.058183560499999995	-0.0811682637	-0.006103912800000001	0.0387561687	0.0197773262	0.0649352045	-0.013172179099999999	-0.1646506311	-0.0968241087	0.0465279142	0.051602645999999995	-0.0507406362	0.045729892300000005	0.0239556764	0.0524278487	0.0690403638	0.10753963949999999	0.18618917489999998	-0.0028425544	-0.085707773	0.1183609787	-0.08292691070000001	-0.12107554289999999	-0.0691609583	-0.0367809341	0.0312455306	0.10760372900000001	0.06131739980000001	-0.0566056113	-0.0010012103	-0.0505392507	-0.11075661	-0.0385869449	0.0478760508	0.0074414277	-0.0024081339	-0.0473008294	0.0042752581	0.040403654500000004	0.1390706472	-0.0065858832	-0.12812616470000002	0.0179236243	0.1766595987	0.024445424500000004	0.025223212999999998	0.060719939199999996	0.0003555982	-0.047129816500000005	0.0243575144	0.1190199925	0.046913797199999996	0.0415655622	0.0528078108	0.0534040752	0.0001705864	-0.0433323015	0.0603107033	0.0455969171	-0.040168788500000004	0.0526462819	0.04102392	-0.1781004592	-0.1099879324	-0.06328550990000001	-0.046470838	-0.09208555119999999	0.0768194706	-0.0100238803	-0.0515634714	0.1842714106	0.0370148715	-0.0013134129999999998	-0.0279559919	-0.1139223568	0.107612505	0.10695260029999999	0.105855755	0.1043264501	0.0	-0.000565061	-0.012610261	3.1929393372099987e-07	0.00015901868248812103	0.00602675	-0.08083615	3.63217155625e-05	0.006534483146822499	0.163727	-0.007452999999999987	5.5547208999999804e-05	0.026806530529	0.0002083	0.0007543550000000001	4.338889000000001e-08	5.690514660250001e-07	0.000223382	0.000472634	2.2338289795599998e-07	4.9899517924000004e-08	0.000148314	0.000148314	2.1997042596e-08	2.1997042596e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
753.6294084457995	1.0846527924757083	1.176471680225352	567957.2852743657	956.5218064645544	1.4570012220588069	914933.9662422144	2.122852561080857	790.1236042190964	0.5716093619582807	0.3267372626783528	624295.3099441752	791.0645267909773	683.8665017832549	1.191224	20.974722	0.24061228399999995	0.149742	0.0477291417	-0.0216997442	-0.0099856875	0.1549518508	-0.0388938288	0.0304929448	0.0928586665	0.101901331	-0.0939294176	0.1221456773	-0.126776685	-0.0595331466	0.09953670710000001	-0.07860887849999999	-0.1373787398	-0.037831439700000004	-0.0009991323	0.0418101654	-0.0140427304	-0.13858164609999998	-0.0176473353	-0.0956287516	-0.1603220705	-0.1155608541	-0.1710975323	0.08535289689999999	0.0493079358	0.0874042179	0.0207230979	-0.0013637577	-0.12269412980000001	-0.1506057227	0.0081886335	0.0008163388000000001	-0.010373324100000001	-0.052111177599999996	-0.0270610581	-0.1050145552	-0.09458191949999999	0.053417035	-0.1013659542	-0.10563287199999999	-0.048070326399999995	-0.0694635723	0.0963381743	-0.0696213601	0.06673613219999999	-0.0924726248	0.0012376251	-0.0298326123	-0.061805171	0.0309859205	0.1202593792	0.1085388601	0.059109633499999994	0.0992442498	-0.0780115587	-0.1280927796	0.00996073	-0.0210174442	-0.1396158557	0.0354507946	0.0376070222	0.0266869633	0.1575432395	-0.1369117511	-0.023742111099999998	0.1139446058	-0.023421606400000003	-0.0567623088	0.0013380138000000001	-0.029824578199999997	-0.0072975578	0.1666752218	0.0374512118	0.06145393110000001	0.035952049900000005	-0.0605619586	-0.0420342399	0.0792608073	0.1450763796	0.0612096873	0.1583536502	0.0880678606	-0.1103252292	0.0811032004	-0.080534627	0.1074687374	0.1063790877	0.1045711815	0.10205722539999999	0.0	0.000547273	0.001112334	2.9950773652900003e-07	1.237286927556e-06	0.132767	0.12674025	0.017627076289	0.0160630909700625	0.212585	0.04885799999999999	0.0023871041639999986	0.045192382225	-0.0008980099999999998	-0.0011063099999999997	8.064219600999995e-07	1.2239218160999992e-06	0.000199972	-2.3409999999999994e-05	5.480280999999997e-10	3.9988800783999995e-08	0.0	-0.000148314	0.0	2.1997042596e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
754.4223409584781	0.7929325126785898	0.628741969662782	569153.0685372702	960.0522164457408	3.5304099811863807	921700.2583023795	12.46379463526042	792.4247476964567	2.3011434773603696	5.295261303398174	627936.9807617931	792.9730561781105	687.4792083227907	1.276743	22.480524	0.228899438	0.141191	-0.0934318745	-0.0531202958	0.019471906599999998	-0.053324560800000004	-0.005419961899999999	-0.1274410204	-0.08389413710000003	0.0418040451	0.11694968050000001	-0.018901798100000002	0.0651162989	0.08868215189999999	-0.0376354993	0.0539927308	-0.1457064042	0.0638232344	-0.026072638199999998	-0.0242016267	0.13748005300000002	-0.0422207504	-0.0125922455	-0.0710675638	-0.11463178630000001	-0.0116557107	0.0538087603	-0.0701157362	0.05294897269999999	0.0254289085	-0.0506160967	0.1022130553	0.08149033879999999	-0.0022081534	0.0249805989	-0.010907251699999999	0.0876064769	-0.1866149823	-0.045011845599999996	0.0874505839	-0.1336545274	0.061936153499999994	0.047860668499999995	0.1049026448	0.06861751370000001	-0.035775361299999996	0.09094964050000001	-0.0061395102	0.0260296213	0.0437965683	-0.0619985969	0.0439153376	0.1298115105	-0.0015621555	-0.0883991516	-0.0018834298	-0.1426743708	0.0837838723	-0.062276292300000015	0.0067743062	-0.045469662300000005	0.0407054623	-0.0225454097	-0.1382428097	-0.0174544362	0.1981363436	-0.009919650799999999	0.0211410127	0.0512766551	0.0384456453	-0.0012141678	-0.057150578499999986	-0.0557298275	0.0349550443	-0.0966976709	0.0774986372	0.048636909400000004	0.0234850003	-0.011802838400000001	-0.2298946214	0.0273222812	-0.0386199134	-0.0926569635	-0.2378847976	-0.0513982117	0.0201071386	0.09171885869999999	-0.0128536218	-0.0567206788	0.1072891178	0.1056636333	0.10297271	0.0992434813	0.0	-0.016565700000000003	-0.017112973000000004	0.0002744224164900001	0.00029285384489872914	0.00209011	-0.13067689	4.3685598121e-06	0.0170764495800721	0.193724	-0.018860999999999992	0.0003557373209999996	0.037528988176000005	-7.643249999999997e-05	0.0008215774999999997	5.841927056249997e-09	6.749895885062497e-07	0.00040276	0.000202788	4.1122972943999997e-08	1.622156176e-07	0.000220606	0.000220606	4.866700723599999e-08	4.866700723599999e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
755.2601390042388	0.8377980457606782	0.7019055654804114	570417.8775687021	957.5859600791756	-2.4662563665651756	916970.8709407564	6.082420465623263	791.8161544209568	-0.6085932754999703	0.3703857749837828	626972.8224019924	791.8934323156841	699.2974082589769	1.32723	23.369476	0.186354485	0.12105	0.023862067999999997	0.1422001822	0.0045408426	-0.0461088696	-0.0970937804	0.0584667034	-0.0344489205	0.0865898428	-0.0110157973	0.022044951	0.0147884984	-0.04609302269999999	-0.0513109823	0.0741891287	0.0029447171000000004	0.0104402236	-0.07920775099999999	-0.0156839318	0.12410183640000001	-0.0033326808	0.0310801257	-0.11911051019999999	-0.18008400370000002	-0.1500170428	0.0123632442	-0.0414561932	-0.10125034529999999	-0.0646789151	0.0377813356	-0.0361090471	0.011412854699999999	-0.1896457932	0.1331561396	0.09815907380000001	0.005495283199999999	0.0589411036	-0.029855381	-0.14951712279999999	0.0570851121	-0.021503017000000003	0.13679036460000002	-0.0020087192	0.06348286610000001	-0.0759190231	-0.011103802	0.0692101898	0.0374382697	-0.0856634204	0.0032585143	-0.060380935999999996	-0.0393893709	0.0776188037	0.0191829972	-0.0199911527	-0.0047871689	-0.10057093859999999	-0.0449229802	0.0734563613	-0.0939609152	-0.052944251799999995	-0.0580628567	-0.11686492650000001	0.049423281	0.0262347925	0.0250296264	-0.039799851000000004	0.0077445353	0.21875183850000002	-0.041486927	0.0047358853	0.0867661152	0.0575168408	-0.12948812369999999	-0.08690245419999999	0.052685744900000005	-0.060506865099999994	-0.0817581339	-0.030112963700000002	-0.169507253	0.055067755700000005	-0.0563329776	0.042743001600000004	0.0573522563	-0.0319717599	0.051893137199999995	0.0031337539000000003	0.0356105813	0.1070737061	0.1048071914	0.1010651385	0.09590023019999999	0.0	0.00271321	0.019278910000000003	7.361508504100002e-06	0.0003716763707881001	0.117831	0.11574089	0.013884144560999996	0.013395953617992095	0.18849	-0.005233999999999989	2.7394755999999882e-05	0.03552848010000001	-0.000512748	-0.0004363155000000001	2.6291051150399997e-07	1.9037121554025004e-07	0.00058304	0.00018027999999999995	3.250087839999998e-08	3.3993564159999995e-07	-8.481219999999999e-05	-0.0003054182	7.193109268839998e-09	9.328027689123996e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
754.5227767503198	-0.7373622539189455	0.5437030935044275	569304.620635013	957.4914011173427	-0.094558961832945	916789.7832136521	0.008941397262924347	792.2194322663687	0.4032778454119352	0.16263302060009274	627611.6288604476	792.5749268035391	703.2286821211577	1.38569	24.398825	0.16130104	0.108806	-0.0910362182	-0.0429806198	-0.1627214444	-0.0763808142	0.0512071845	0.0575871299	-0.1224690224	0.0925863037	0.0353530742	-0.1506486555	-0.1355977943	0.0560798984	-0.1057503901	0.1448252734	0.0348455847	0.0783120753	-0.0226586537	-0.0746461038	-0.12013514759999999	-0.022064588	-0.0149904328	0.022042227	-0.0163729925	-0.1160997003	-0.0083889755	-0.1189586009	-0.078053838	-0.022699080299999997	-0.081568748	-0.012402501399999998	0.07894671639999999	0.0829303797	-0.031954908399999996	-0.0382794699	0.0031229281	-0.0036551078	-0.0968812333	0.17036161730000002	-0.0102672009	0.0920360982	0.0022814045	0.033076837799999995	-0.0353319763	0.0500172641	-0.028627966600000002	0.05507899	0.1719193945	-0.0839112269	-0.062431919599999997	0.08176738900000001	-0.034218894	-0.1303975849	0.060573990999999994	-0.0284801594	-0.1352532375	-0.06966184610000001	-0.0074716413	0.1348762926	-0.040241053	0.09718892359999999	-0.077992857	0.0613274418	-0.0037923414	-0.0499489999	0.0567119085	0.0360693835	0.0564988296	0.1033285304	-0.0485877388	-0.0039263859	-0.1826748869	0.0630378458	-0.0228609267	0.043506798	0.1474149135	-0.1270407411	-0.0039597843	0.0086568366	0.07557758860000001	-0.0399790952	-0.1102641431	-0.0483066253	0.0834720079	-0.0200961905	0.049395483600000005	0.0906444631	-0.0120191721	0.1068225743	0.103810905	0.0988541933	0.09204531	0.0	-0.00365034	-0.006363550000000001	1.3324982115600003e-05	4.0494768602500014e-05	0.0164049	-0.1014261	0.00026912074400999996	0.010287253761209996	0.190091	0.0016009999999999913	2.5632009999999717e-06	0.036134588281	0.00018815	0.000700898	3.54004225e-08	4.912580064040001e-07	0.000250896	-0.00033214400000000004	1.1031963673599999e-07	6.294880281599998e-08	-8.9978e-05	-5.165800000000012e-06	8.096040483999999e-09	2.6685489640000106e-11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
754.2593591521678	-0.2634175981520457	0.06938883101619263	568907.1808686389	950.5397518769098	-6.951649240432857	903525.8198982172	48.325427162010726	792.1338659338553	-0.08556633251339463	0.007321597259792816	627476.0615593151	792.3396976089102	695.6407735821592	1.443804	25.422085	0.177401769	0.116297	-0.0805527744	0.0698837785	0.0781622579	0.0957880002	-0.0324715088	-0.0333982735	-0.0838532448	-0.04216546559999999	-0.1586848851	-0.047282492599999996	0.05885427400000001	-0.0498236629	-0.013180491	0.0058029645	-0.018251704599999998	0.0249976321	-0.11188411849999999	0.0446585466	0.02193326	-0.0279300301	-0.00536662	-0.0463858546	0.04494136519999999	-0.052991443	-0.0354434089	-0.1054203724	-0.0953270525	-0.0296770365	0.033394774	0.0228286477	0.0090631626	0.1018110222	-0.0201874098	0.0070516352000000015	0.1260151461	-0.0130281327	-0.0079271584	0.051078867400000005	0.1343231414	0.041220512200000003	-0.051788925300000004	0.06365629269999999	-0.0993822885	-0.0321958205	-0.048907574	-0.0941674776	0.0003433718	0.05703241200000001	-0.0162245753	0.18655479390000002	-0.0075839814	0.0012368144	-0.08932283070000001	-0.022245147000000003	0.0253362377	-0.061869267199999994	-0.07844868049999999	-0.019271403200000002	-0.0220244364	-0.0456120995	0.079755993	0.03597725	-0.06260798599999999	0.0006787808	0.06505637410000001	0.0295374609	-0.1512147707	0.075879492	-0.101675573	0.0258503814	-0.12488832609999999	0.0521957433	-0.1026087127	-0.0900698987	0.020393031399999997	0.11913157880000001	-0.029149591699999998	-0.0121093646	0.1537598577	0.0368246988	-0.0929131776	-0.0616950191	0.10538696859999999	0.0582079099	-0.0895634958	0.1166744638	-0.09891609720000001	0.10653580609999999	0.1026761034	0.096346511	0.0876992882	0.0	0.000571779	0.004222119	3.2693122484100003e-07	1.7826288850161e-05	0.111676	0.0952711	0.012471528976	0.00907658249521	0.193086	0.00299499999999997	8.97002499999982e-06	0.03728220339599999	-0.0011028600000000002	-0.0012910100000000002	1.2163001796000005e-06	1.6667068201000003e-06	0.00040276	0.00015186400000000004	2.306267449600001e-08	1.622156176e-07	-0.000145375	-5.5397e-05	2.1133890625e-08	3.0688276089999998e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
