global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	a_comp_cor_47	a_comp_cor_48	a_comp_cor_49	a_comp_cor_50	a_comp_cor_51	a_comp_cor_52	a_comp_cor_53	a_comp_cor_54	a_comp_cor_55	a_comp_cor_56	a_comp_cor_57	a_comp_cor_58	a_comp_cor_59	a_comp_cor_60	a_comp_cor_61	a_comp_cor_62	a_comp_cor_63	a_comp_cor_64	a_comp_cor_65	a_comp_cor_66	a_comp_cor_67	a_comp_cor_68	a_comp_cor_69	a_comp_cor_70	a_comp_cor_71	a_comp_cor_72	a_comp_cor_73	a_comp_cor_74	a_comp_cor_75	a_comp_cor_76	a_comp_cor_77	a_comp_cor_78	cosine00	cosine01	cosine02	non_steady_state_outlier00	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08
768.1074901537472	n/a	n/a	589989.1164302889	1032.6255520511684	n/a	1066315.5307489804	n/a	796.8884426106189	n/a	n/a	635031.1899663776	799.029613024015	710.0645800092583	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	n/a	0.0	n/a	0.0	n/a	0.0	n/a	0.0	n/a	n/a	0.0	0.0	n/a	0.0	n/a	-0.0	n/a	n/a	0.0	0.0	n/a	0.0	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
762.2176374919935	-5.889852661753707	34.69036437716723	580975.726903876	1008.3337975253484	-24.29175452582001	1016737.0472318905	590.089337942697	797.1426160864211	0.2541734758021903	0.06460415580136662	635436.3503811032	796.6683090626195	688.1263983044977	1.609723	28.052740000000004	0.23487110000000005	0.140807	-0.0365240433	-0.092355251	0.0186967346	-0.0246104934	0.060045691799999995	-0.27347113440000004	0.006948003100000001	-0.052046905	0.133130847	-0.0884583143	0.1585947462	-0.0353472579	0.0811892855	-0.00045068580000000004	0.0458227359	-0.13679797300000002	0.061999655599999995	0.1476266969	-0.1284306532	0.07101175629999999	-0.0938302289	0.0980585617	-0.05737582860000001	-0.0396747273	0.08495011220000001	-0.0698898151	0.1155560378	-0.1613890738	0.0221460909	-0.0422892667	0.1174610291	-0.0365740149	0.028550208100000002	-0.0922231395	0.0291180194	-0.10067535820000001	0.0018336871	0.0422680712	-0.08534717439999999	0.04416757599999999	-0.1077762018	0.0058349488	0.13484472	-0.1001359045	0.2116118182	0.0275120014	-0.0626488627	-0.1344595344	0.041137133900000004	0.10143748699999999	-0.0162976097	-0.1123375556	-0.0443357349	0.0005655401	-0.059663832800000004	0.1091471442	-0.15027852390000002	0.011430810800000002	0.0970123154	-0.1775920745	0.0814976439	-0.015159747900000001	0.1518994241	-0.0759438491	0.0136849482	0.0047883306	0.1309139412	0.1321780082	-0.06266839589999999	0.046476393399999996	-0.0520312886	0.1799538078	-0.0915744601	0.052941597400000005	-0.09543154429999999	0.0701604856	-0.047020882699999995	0.201885664	-0.0607942908	0.1432072035	-0.102881986	-0.0557523946	0.1438733759	0.1128608806	0.1128439341	0.1128156919	0.0	0.019946	0.019946	0.0003978429160000001	0.0003978429160000001	0.08395760000000001	0.08395760000000001	0.007048878597760002	0.007048878597760002	0.103138	0.103138	0.010637447044	0.010637447044	-0.00055659	-0.00055659	3.097924281000001e-07	3.097924281000001e-07	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
761.6481862423286	-0.569451249664894	0.32427472574490945	580107.9596062289	994.415176965895	-13.918620559453414	988861.5441801122	193.7279982780393	795.7089502917315	-1.4336657946895457	2.0553976108628067	633152.7335743692	795.387457249633	683.0911364141527	1.197648	20.871487	0.1525097903	0.0844185	0.0636728897	0.0935421257	-0.021997859900000003	0.0271412636	0.10665526609999999	-0.013783396299999999	-0.1717620384	0.0072562934	-0.0088279858	-0.1419173755	0.025463500299999997	0.1121677372	-0.0152769173	-0.0738149308	0.0198334703	-0.1403076351	0.1422247515	-0.04026809	-0.0804633617	-0.0995091473	0.0309511086	0.19257147089999999	0.0660555666	-0.0518557126	0.0372159169	-0.11686140130000001	-0.14634834929999999	-0.0482923277	-0.0064847728	0.0202197934	-0.1540106925	0.0757771776	0.1662201177	-0.1346866767	-0.0096642764	0.0242759208	0.09153015070000001	-0.0680905999	-0.045582803600000006	-0.0801661125	-0.0360418651	-0.0171609255	0.012631771100000001	0.0969244964	0.0036647408000000004	-0.1448148831	0.028983284300000002	0.1174998047	0.1654249378	-0.0509308163	0.1358073574	0.0543040967	0.0200830174	0.054784365	-0.014105666299999996	0.1771637423	-0.0053993528	0.0916353706	-0.027389933199999997	-0.0887880093	0.19790435850000002	0.0324188672	0.0117780718	0.07970283480000001	0.086259153	-0.0288543775	0.1713884173	0.0663083512	0.08466760970000001	-0.0446096804	0.1769364559	-0.0191538284	0.0657497065	0.1782665434	0.0263673823	-0.121237586	0.116950141	0.08196009139999999	0.019459896799999998	0.0473297939	0.015004867	0.05714379150000001	-0.1224526151	0.1128156919	0.1126632248	0.11240926539999999	0.0	-2.03403e-05	-0.019966340300000003	4.1372780408999997e-10	0.0003986547449754042	0.0590226	-0.02493500000000001	0.0034836673107600004	0.0006217542250000003	0.07660029999999997	-0.02653770000000004	0.0007042495212900019	0.005867605960089995	0.000760878	0.0013174679999999998	5.78935330884e-07	1.7357219310240003e-06	-3.2954e-23	-3.2954e-23	1.085966116e-45	1.085966116e-45	-0.000303947	-0.000303947	9.238377880900001e-08	9.238377880900001e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
761.4691481582782	-0.1790380840503758	0.03205463554042943	579835.2635968939	997.3109334896187	2.8957565237237763	994629.0980579349	8.385405844688806	797.1413047067781	1.432354415046575	2.051639170303416	635434.2596696245	797.0388622193782	690.9870435206785	1.125657	19.616898000000006	0.13899214029999998	0.07028	-0.0748176192	-0.0060069139	-0.0669167784	0.1832897414	-0.0312580042	-0.0900776884	-0.0805750986	-0.0969359559	-0.026363274199999998	-0.14728226519999998	-0.0869254415	-0.0533957131	-0.0384339165	0.052279697699999995	-0.0939026548	-0.1810489434	0.0581950815	-0.10825612800000001	-0.19345614940000005	-0.0971017173	-0.0612605124	0.08062281889999999	-0.026166005899999997	0.044949509400000004	0.0416514794	-0.0152052274	-0.1495715349	-0.009287987900000001	-0.0848047793	0.048361555300000005	0.0320814111	-0.0852801484	0.1325772016	-0.1349956971	0.1442838527	-0.025248745899999998	0.0090536802	-0.0008655821000000001	0.1858093466	0.09103359109999999	-0.1199431923	-0.1042891224	-0.127869747	0.09832024029999999	-0.0649468131	-0.0623113077	-0.1367801696	0.0042167543	0.047697839900000004	-0.1427626504	-0.0659587796	0.0329994834	-0.0843246383	0.0091563848	0.028608982	0.1746612934	0.12801994630000002	0.1710117873	0.10506916	-0.0696907808	0.17656419829999995	0.1180299124	0.06119449690000001	-0.0239946779	0.0363150597	0.1086592933	0.1313014258	-0.0299940723	-0.0006300653	-0.0619764645	0.1149843444	-0.1038137447	0.10315940230000001	0.029292185099999996	0.0419704045	0.13636189529999998	0.1043126642	0.13721015779999998	0.1137153017	-0.0517521411	0.0490077682	-0.0696363763	-0.0032402265000000003	0.1127253327	0.1123020954	0.1115978766	0.0	0.0124159	0.012436240299999998	0.00015415457280999994	0.00015466007279934404	0.108854	0.049831399999999984	0.011849193315999998	0.0024831684259599986	0.103153	0.026552700000000026	0.0007050458772900012	0.010640541409	0.000111063	-0.000649815	1.2334989968999998e-08	4.22259534225e-07	-0.000297161	-0.000297161	8.830465992100001e-08	8.830465992100001e-08	-0.000360407	-5.6459999999999985e-05	1.29893205649e-07	3.187731599999998e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
762.0254213883406	0.5562732300624019	0.3094399064840581	580682.7428420781	989.2138198840303	-8.09711360558856	978543.9814495543	65.5632487418074	796.5021944707738	-0.6391102360042851	0.40846189376545294	634415.7457967583	795.8232784626158	681.46914509943	1.246408	21.721222	0.22019815000000004	0.112874	0.1537633993	-0.0257858682	-0.0235025767	0.1218489531	0.0936046009	-0.0006187648	-0.0336588636	0.1291307957	-0.0338392706	-0.0982001118	-0.060206561799999996	0.0445049878	0.087260801	-0.103127169	0.0470328932	-0.0702933276	0.0632545074	0.0176784458	-0.17309390170000002	0.0011614783	-0.013559698200000001	-0.0918320684	0.0449027845	-0.009601727800000001	0.038741389	-0.008864819599999999	0.0838862732	0.0670141671	-0.0571016392	0.13826279	0.0055199401	-0.12159047960000001	-0.08484088869999999	-0.1487300359	0.030389290099999997	-0.037181304500000005	0.0269899565	0.0138287741	-0.0514014576	0.0204455441	0.1224558393	0.09598044439999999	0.0038821809	0.015397698400000001	-0.0784120407	-0.0808101789	-0.0009193197000000001	-0.044486392199999995	-0.0390866727	0.07373143809999999	0.10338133199999999	-0.0652641258	0.10088101449999999	0.0273671003	0.0263757609	0.0514184231	0.044792651100000004	0.050537535999999994	0.10988322589999999	-0.1563269706	0.0049501937	-0.0154828651	-0.021261325600000002	0.13717515560000001	-0.015192755	-0.06944549650000001	0.1172760626	-0.1285591927	-0.052200463200000005	0.079626162	-0.0788572412	0.08320937219999999	0.0261391276	-0.055543139500000005	0.0506001053	0.0163362595	-0.0568947717	0.0071572579	0.024095245499999998	-0.0666057739	0.0108394982	-0.0905321999	-0.007343766	0.1125898391	0.1117611244	0.1103844485	0.0	0.00012389	-0.01229201	1.5348732100000003e-08	0.00015109350984009995	0.028473900000000007	-0.08038009999999997	0.0008107629812100003	0.006460960476009997	0.0724168	-0.030736199999999988	0.0009447139904399996	0.0052441929222400005	0.0012911	0.001180037	1.6669392099999996e-06	1.3924873213689998e-06	-0.0	0.000297161	8.830465992100001e-08	0.0	9.81918e-05	0.00045859879999999995	9.64162958724e-09	2.1031285936144e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
761.4628156012826	-0.5626057870580325	0.3165252716311883	579825.619543433	992.105025608159	2.891205724128895	984272.3818369659	8.359070539235688	796.833458335588	0.3312638648142183	0.10973574813165272	634943.5603230533	796.9139728600686	687.2397928206736	1.224474	21.338984	0.12853024	0.07356489999999999	-0.0591503129	0.07050995980000001	-0.08543997	-0.0272687219	-0.09139878300000001	-0.0176748634	-0.0892704239	-0.005325945899999999	0.0125068278	-0.037397457599999996	-0.044445613700000004	-0.049700618499999995	-0.1428919741	-0.0933636471	-0.0624018246	-0.0639731741	0.044752778099999994	0.1338083654	0.0289352644	0.1120142291	-0.045902650499999996	-0.0074562342	-0.10358357689999999	0.1173780012	-0.0599941954	0.0757206287	-0.0563434462	0.0913549425	-0.0544322706	-0.039975201	-0.1160476208	-0.07389140450000001	-0.0045101575	0.0139740341	0.0073668151	-0.047917299100000005	-0.1034808149	-0.0142595843	-0.085394977	-0.0881627201	0.0150093658	-0.076843578	0.0031028856	0.0042302424	-0.0983141071	0.0063386175	-0.0692054031	0.0757399334	-0.0546718172	0.0971596704	-0.051695608	0.1128067986	0.016435798999999997	-0.0369382079	-0.019216238	0.1172218318	-0.10440593599999999	-0.056192606299999996	0.0524038479	-0.0514588645	-0.0211967733	-0.007193105300000001	-0.0242794025	-0.0637847346	0.0006321071	0.0418541466	-0.0866095892	-0.0674831887	-0.0626623471	0.026412979500000003	0.0479717417	-0.0980338967	-0.0031078235999999998	-0.0356488013	0.0419922539	-0.09047932759999999	-0.0253906866	0.15573968300000002	-0.012426270900000001	0.1490220305	0.1432534686	0.1969795382	-0.18877509879999999	0.11240926539999999	0.111041178	0.1087733526	0.0	0.0119497	0.01182581	0.00014279533009000002	0.00013984978215610006	0.0922264	0.06375249999999999	0.008505708856959997	0.0040643812562499975	0.103016	0.030599200000000007	0.0009363110406400004	0.010612296256000004	0.00114526	-0.00014583999999999995	1.3116204676e-06	2.1269305599999985e-08	-0.000121722	-0.000121722	1.4816245284000003e-08	1.4816245284000003e-08	-8.13008e-05	-0.0001794926	6.60982008064e-09	3.2217593454759996e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
760.6219389867912	-0.8408766144914352	0.7070734807985778	578545.7340680258	986.5025775984062	-5.602448009752834	973187.3356082996	31.38742370198349	797.0912849403958	0.25782660480774666	0.06647455814668997	635354.5165279312	796.7593479390187	682.4501841716752	1.232453	21.478031	0.17436037	0.0986863	0.0472896618	-0.11897475699999999	-0.0171176232	-0.0448382691	-0.0307896467	0.0410561359	0.1644122894	0.0859472797	-0.0213508656	-0.0568371139	-0.040870812	-0.0387423598	0.067576413	-0.0480802476	0.1098956992	0.016851975	-0.0332131554	-0.0468246189	-0.0299843387	-0.0052035103	0.0344838746	-0.0447482328	0.058778547300000004	0.1561672626	-0.093391023	-0.0895246419	-0.053344628600000006	-0.11945613699999999	-0.0318245084	-0.016974138899999998	-0.0267612461	-0.028819272200000006	-0.0473905661	-0.0050975559	-0.07966420099999999	-0.0173738804	-0.0872762783	-0.15126604400000002	0.0876350768	0.0405285892	0.0519532467	-0.0897503665	0.1547616306	0.0658860516	0.0722212834	0.0195160565	-0.0254029893	-0.17678652050000002	0.1304203574	-0.0094304737	-0.0417796228	-0.0817747266	0.0683545564	0.0260406709	-0.0964648466	-0.0454164946	0.0064094493999999995	0.0322393096	0.0775534989	0.0010531406	0.0727047396	-0.0698649945	-0.108602215	-0.0339115776	0.010046071	0.06554570679999999	-0.0459841401	-0.1846757663	0.1970511405	-0.010206389100000001	0.1073599158	-0.08012106719999999	0.0137133971	0.0609318749	-0.0697735443	0.0477022759	-0.0586251109	0.0318569556	-0.0079290604	-0.0068897235	-0.1206127334	0.0068048814	0.035551792799999996	0.11218368390000001	0.1101434092	0.1067703929	0.0	0.00683342	-0.005116280000000001	4.66956288964e-05	2.6176321038400008e-05	0.0138536	-0.07837279999999999	0.00019192223296000006	0.006142295779839999	0.0801059	-0.022910100000000017	0.0005248726820100008	0.006416955214809999	0.00206225	0.00091699	4.252875062499998e-06	8.408706600999998e-07	-0.0	0.000121722	1.4816245284000003e-08	0.0	0.000239211	0.0003205118	5.7221902521e-08	1.0272781393924e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
759.5885475987947	-1.0333913879965166	1.0678977607853672	576974.7616432464	984.8545675816548	-1.6480100167514138	969938.5192864485	2.715937015312995	796.7657817790129	-0.325503161382926	0.10595230807027918	634835.7110139215	796.034671274261	677.7818282502096	1.298987	22.63752	0.20881578	0.11309300000000005	0.006008412800000001	0.08964254279999999	0.0552474122	0.0008612964	-0.0151169975	0.1145266573	0.0002457258	-0.019181737	0.0568615769	-0.12234143539999999	0.0890442456	-0.0165396863	-0.022809894100000002	-0.059340029	-0.09763486810000001	0.0239042384	-0.0235818658	0.0646342151	-0.0062499083	-0.24239421120000001	-0.1651860003	0.0152724351	-0.0739445133	-0.0253040422	-0.173913651	-0.0712076707	-0.0155729287	0.0589753018	-0.006631231600000001	0.05823838980000001	0.1456446217	-0.0848378806	0.06667223650000001	-0.09973567289999999	0.035492774500000004	-0.0538583175	0.0908149444	-0.0608486265	-0.112210536	0.04535288269999999	0.0491728259	0.09414523300000001	0.0305703899	-0.0745778108	-0.0504078838	-0.06150550110000001	-0.0898830966	0.0479821995	-0.0698825321	-0.1093753814	0.0092710341	0.0491024559	0.043491843499999995	-0.10255328	-0.0068342302	0.0310658144	-0.1111812446	0.10957610710000001	-0.1253806056	-0.014056909499999999	0.21486054289999998	-0.0485324235	-0.010538808200000001	-0.0657384932	0.0406473212	-0.0200665602	0.013804094	-0.0808521586	-0.0145453231	0.0522328503	-0.1313429764	-0.09547672789999999	-0.1584159055	-0.0309079034	0.16242381990000002	0.0231924746	0.1251762953	0.0174137411	0.11590591289999999	0.0012960326	-0.0124338053	-0.0576377915	0.0603078879	0.11191318480000001	0.10906925560000001	0.1043827854	0.0	0.0179744	0.011140980000000002	0.00032307905536000005	0.00012412143536040006	0.0990664	0.0852128	0.009814151608959999	0.007261221283840002	0.132787	0.0526811	0.0027752982972099995	0.017632387368999997	0.00146625	-0.0005959999999999997	2.1498890625000005e-06	3.5521599999999965e-07	-7.815089999999997e-23	-7.815089999999997e-23	6.107563170809996e-45	6.107563170809996e-45	-0.000360407	-0.000599618	1.29893205649e-07	3.5954174592399995e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
760.2709804867321	0.6824328879374661	0.4657146465386702	578011.9637702571	986.0067472971443	1.1521797154895241	972209.3057154948	1.3275180967855202	797.1437401261151	0.3779583471022079	0.14285251214423306	635438.1424222513	796.586521249873	681.9028470931859	1.165993	20.319836	0.14434543	0.07774960000000003	-0.06974060139999999	-0.09273052949999999	0.0197852003	0.0177886354	-0.08663420210000003	0.028347765499999997	0.1279908132	-0.0289503086	-0.0818594123	-0.0660791911	-0.022578019100000003	-0.052582046900000005	0.0483687201	0.008033468299999999	0.1482222721	-0.0632988424	-0.034875397200000005	0.056085181799999995	-0.0556287334	0.0637202946	0.0408041573	-0.0395929506	0.1110049225	0.1095559592	-0.1081398225	0.0472023009	0.0511215048	0.0755904029	0.0235942188	-0.0419262269	-0.1563191039	0.0449169288	0.0331459922	-0.0083942751	-0.19808596920000002	0.0054696656000000005	0.0592964955	-0.037038305099999995	0.027394950499999998	0.0084429663	0.13295179070000002	0.013494755	0.025891889700000004	0.06052645900000001	0.0541988988	-0.054790028	-0.0447225371	-0.0054771557999999994	0.0242913168	0.0555559822	-0.0777336667	-0.0729770232	-0.0114950917	0.0843936614	-0.0864622969	-0.030202923	-0.0793204705	0.0418174413	0.0608206603	-0.08645410490000001	-0.0972969892	-0.08921730720000001	-0.007085535	0.0169570592	-0.0811043992	0.0916612436	-0.0565439573	-0.1539636366	0.0219332835	-0.013382765900000001	0.0712493937	-0.0445279339	0.0480943016	0.11190582560000001	0.0654660274	-0.07139875080000001	-0.039405662599999995	-0.0290335142	-0.0828308502	-0.10693038490000001	-0.0115516349	0.0035779173	0.037833021099999996	0.1115978766	0.1078204375	0.1016191316	0.0	0.00012353	-0.01785087	1.5259660900000002e-08	0.0003186535597569	0.0478369	-0.0512295	0.00228836900161	0.00262446167025	0.08226189999999999	-0.050525099999999996	0.0025527857300100005	0.006767020191609997	0.00154706	8.080999999999995e-05	2.3933946436e-06	6.5302560999999935e-09	1.3234899999999996e-23	9.138579999999996e-23	8.351364441639994e-45	1.751625780099999e-46	5.35822e-05	0.0004139892	2.8710521568400005e-09	1.7138705771663995e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
760.401253471181	0.13027298444887947	0.016971050477217992	578210.0662805432	987.1514802496614	1.1447329525170744	974468.0449590976	1.3104135325784585	795.8068822500702	-1.33685787604486	1.7871889807431742	633308.5938365771	795.1800291795531	679.0198525944118	1.244573	21.689253	0.16142549	0.102102	0.09881839560000001	0.0522822894	0.0789789695	0.06910180839999999	0.0671489524	0.0801654871	0.029905908	-0.0207540779	0.10839584669999999	-0.0542438175	0.0379927907	0.0687353871	0.0175460651	-0.0138751284	-0.0640760296	0.0042158178000000004	-0.014921840300000001	0.0897074446	-0.014126934099999999	-0.029159330499999997	-0.0510371875	0.0085806065	0.0378112269	-0.0545347387	-0.045877786600000005	0.0656954541	-0.0617868587	-0.1447056418	-0.062098382199999996	-0.0212820069	0.07061589900000001	-0.0486064867	-0.0619160651	0.13025929460000002	0.0402558215	-0.0338702906	0.0536094982	0.1253119277	-0.0501963694	-0.11458422230000001	0.0497407807	-0.07904546059999999	0.0146539824	-0.0674356457	0.0122125165	0.0215503371	0.0722493619	0.016991603	-0.11486374699999999	0.08923802410000001	0.058292414199999996	-0.0018701198999999998	-0.0017576459	-0.1127808959	-0.046210767300000004	-0.053590005	0.05430615230000002	0.0351609493	-0.0376440907	-0.1522243019	-1.9391199999999998e-05	0.1344701556	-0.0170935122	-0.043432676100000005	-0.11763896039999999	-0.014254496699999999	-0.0064668046	0.1061215037	0.0666592604	-0.0422189124	-0.1147387151	-0.0412945822	-0.0659999343	-0.08527895349999999	-0.0016916760999999998	0.0149983783	-0.021159406800000002	-0.045780718399999996	-0.023827738900000003	0.053760378	0.028170306800000006	0.05619151730000002	-0.0323864252	0.11123788539999999	0.1063989547	0.09848938759999999	0.0	0.007596409999999999	0.007472879999999999	5.7705444888099976e-05	5.584393549439998e-05	0.103011	0.05517409999999999	0.010611266120999998	0.003044181310809999	0.167075	0.08481310000000003	0.007193261931610003	0.027914055625	0.00159463	4.757000000000003e-05	2.5428448369000005e-06	2.2629049000000033e-09	-5.29396e-23	-6.617449999999998e-23	4.379064450249999e-45	2.80260124816e-45	-0.00017815599999999998	-0.0002317382	3.1739560335999994e-08	5.370259333923999e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
