global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	cosine00	cosine01	cosine02	cosine03	non_steady_state_outlier00	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17
655.2406061051437	n/a	429340.25188903604	n/a	1029.9838745780735	n/a	n/a	1060866.7818908605	703.9250817423111	n/a	495510.52070591936	n/a	751.007901050031	523.1113531540421	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	3.80271e-09	n/a	1.4460603344100004e-17	n/a	-9.50706e-10	n/a	9.03841898436e-19	n/a	0.0	n/a	0.0	n/a	0.0	n/a	n/a	0.0	-0.0	n/a	n/a	0.0	5.15063e-05	n/a	2.6528989396899996e-09	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
649.8707708865936	-5.369835218550066	422332.01885273546	28.835130274380628	1002.2932375920824	-27.69063698599109	766.7713766899377	1004591.7341228186	702.5936019802008	-1.3314797621103478	493637.76954351284	1.7728383569094288	743.3130152091791	509.02750387308646	1.556235	30.062143	0.248258069753416	0.143647	-0.16574122759999999	-0.2376545775	0.0805675382	-0.1745913233	-0.0650276202	-0.20201582280000002	-0.053603816299999996	-0.239771977	-0.10937361529999999	0.0402551266	-0.0665372899	0.0652723746	-0.0860600546	0.08524520890000001	-0.0171844949	0.11711518369999999	-0.0237874985	0.0564571082	-0.0039295853	0.0062455435999999994	-0.006212414499999999	-0.046272439500000005	0.25205912280000004	-0.057760545499999996	0.0704815755	-0.0662102117	0.0699503542	-0.0836584195	0.0269854813	-0.0052909043000000005	0.1078282764	0.10781478650000001	0.10779230449999999	0.1077608324	0.0	-0.0282417	-0.028241703802710006	0.0007975936188900001	0.0007975938336800048	0.0943702	0.09437020095070599	0.00890573464804	0.008905734827476633	0.0555982	0.0555982	0.0030911598432399995	0.0030911598432399995	-0.00113306	-0.00113306	1.2838249636e-06	1.2838249636e-06	-0.000135323	-0.000135323	1.8312314329e-08	1.8312314329e-08	-8.106999999999998e-05	-0.00013257629999999994	6.572344899999997e-09	1.757647532168999e-08	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
652.1528658407277	2.282094954134209	425303.3604242744	5.207957379684816	988.2738944062268	-14.019343185855632	196.54198336279674	976685.2903648498	702.8240043552527	0.2304023750518809	493961.5810979522	0.05308525442954758	742.5884985588948	512.006983960376	1.453261	28.072975	0.18025265	0.120529	-0.1713561496	-0.241029115	0.0047420985	-0.1863956809	0.0732294519	-0.206324927	-0.0350601762	-0.2917995407	-0.0969883546	-0.0059976065000000005	-0.09012068039999999	0.0668828576	-0.1811289214	0.1309567142	0.0779727909	0.07709647	-0.0474800796	-0.0231050385	0.027735822	0.1271819105	-0.12350581949999999	-0.037650433500000004	0.2824911041	-0.0513567174	-0.0042141577	-0.0795729179	0.1299016556	-0.10148254400000001	-0.08420928119999999	-0.0350137284	0.10779230449999999	0.1076709289	0.1074687374	0.1071858817	0.0	-0.0282513	-9.599999999995031e-06	0.0007981359516899998	9.215999999990456e-11	-0.013321	-0.1076912	0.00017744904100000004	0.01159739455744	0.053993200000000005	-0.0016049999999999953	0.0029152656462400005	2.5760249999999852e-06	-0.00052492	0.00060814	3.698342595999999e-07	2.755410064e-07	0.000183631	0.00031895400000000004	1.01731654116e-07	3.3720344161e-08	-0.000572913	-0.0004918430000000001	3.28229305569e-07	2.419095366490001e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
650.3525730963943	-1.8002927443335466	422958.46933310095	3.2410539653000123	989.8350061795798	1.5611117733529911	2.4370699689013198	979773.3394585288	704.1627760205887	1.3387716653360258	495845.2151330218	1.7923095719065958	743.3940376326456	505.13262552747534	1.134448	21.914387	0.14746889999999999	0.0743112	-0.1757794134	-0.2332684464	0.0559438608	-0.1929109229	0.2262712481	-0.0676578115	0.0028836397999999997	-0.2860823784	0.0349259249	-0.059936477	0.012699351999999999	0.075550205	-0.0836639247	0.0832209961	0.028522457400000006	-0.031120075	0.0245865378	0.1742324768	0.0642514336	-0.0055949348	-0.06255104110000001	-0.017327104	0.27433419800000003	0.059419548499999995	-0.08223092559999999	-0.0435895316	0.0381265704	-0.007343511899999999	-0.056891772199999996	-0.1084407686	0.1077203727	0.10738340560000001	0.1068225743	0.10603904800000001	0.0	-0.048744	-0.02049270000000001	0.002375977536	0.00041995075329000014	0.0419336	0.055254599999999994	0.00175842680896	0.00305307082116	0.0218612	-0.032132000000000015	0.00047791206544	0.0010324654240000005	-0.00120224	-0.00067732	4.587623824000001e-07	1.4453810176e-06	0.000183631	0.0	0.0	3.3720344161e-08	-0.000458441	0.000114472	2.10168150481e-07	1.3103838784000002e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
652.7949775228002	2.442404426405915	426141.2826789932	5.9653393821272065	984.3703977149652	-5.464608464614571	29.861945671537214	968985.0798975187	703.3756313925469	-0.7871446280418013	494737.278836864	0.6195966654550658	741.6982338207158	507.3367836010223	1.356088	26.195852	0.12995569999999998	0.0910237	-0.1758313248	-0.19080222	-0.016427869299999998	-0.1446180645	-0.0463559213	-0.2372875565	-0.020974814900000003	-0.23908382949999998	-0.0688054206	0.0354560412	-0.050615114100000004	0.0254286635	-0.0883065397	0.0191307802	0.0468908946	0.040998414	0.141786088	-0.0820821826	0.1114839057	-0.0241471239	-0.022262040099999998	-0.030921193	0.2322102257	-0.0759383794	0.0373634808	-0.0321559231	0.010723948	-0.0848011238	0.0286560883	-0.0036368503999999998	0.107612505	0.10695260029999999	0.105855755	0.1043264501	0.0	-0.0487319	1.2100000000000999e-05	0.00237479807761	1.4641000000002418e-10	0.06594760000000001	0.02401400000000001	0.0043490859457600015	0.0005766721960000004	0.07981369999999999	0.05795249999999999	0.006370226707689997	0.003358492256249999	-0.00206826	-0.0008660200000000001	7.499906404000001e-07	4.2776994276e-06	0.000183631	0.0	0.0	3.3720344161e-08	-0.000364919	9.352199999999996e-05	1.33165876561e-07	8.74636448399999e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
654.7204142444095	1.925436721609344	428658.82082837116	3.707306568921739	982.210734241698	-2.1596634732671878	4.664146317764492	964737.9264596156	704.8155646108403	1.4399332182933904	496764.98011769756	2.073407673144761	742.968024647764	516.4653773649067	1.477217	28.535738	0.2496901	0.13327000000000006	-0.18596749329999998	-0.1518089845	-0.0024951577	-0.1278087073	0.12931843310000002	-0.2318595876000001	0.027620926400000002	-0.2346644275	0.0816165042	0.0417852822	-0.0399795291	0.0627841557	-0.0221965239	-0.0597873436	0.0711266071	-0.0631493378	-0.0274609894	-0.0794449037	0.2170249704	0.0848248232	0.00045467589999999996	0.0108927776	0.2478056835	0.0048610148	0.0356167933	0.0325722015	0.027129743199999997	-0.0093952364	-0.025798603599999997	-0.0803219503	0.1074687374	0.1063790877	0.1045711815	0.10205722539999999	0.0	-0.0818413	-0.033109400000000004	0.006697998385690001	0.0010962323683600002	-0.0286543	-0.09460190000000003	0.00082106890849	0.008949519483610002	0.0940744	0.0142607	0.008849992735359998	0.00020336756449	-0.00358974	-0.00152148	2.3149013904e-06	1.28862332676e-05	0.000183631	0.0	0.0	3.3720344161e-08	-0.000997801	-0.000632882	9.956068356010001e-07	4.00539625924e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
654.5222489760101	-0.19816526839940707	428399.3744046142	0.039269473599809035	981.8626848559784	-0.3480493857196052	0.12113837489979452	964054.3319125904	705.6587045255919	0.8431399147516458	497954.2072727367	0.7108849158474126	743.3833767874527	516.2445821843895	1.336932	25.825819	0.176471695	0.0980907	-0.1897742893	-0.1653190421	-0.029851071200000006	-0.1443043241	0.17173816379999998	-0.1495649191	0.029267275699999998	-0.2572141612	0.0772773087	0.0737205507	-0.0964012442	0.09248102009999999	0.0521369609	0.09573862220000001	0.0593168945	-0.13475985070000002	0.0096929925	0.018373526299999998	0.0034675178	0.07728490860000001	-0.0177293167	0.0054792484	0.25548268760000004	0.0334779615	-0.0380651891	0.0801226105	0.09575343480000001	0.09417108630000001	-0.0794996256	-0.10077281199999999	0.1072891178	0.1056636333	0.10297271	0.0992434813	0.0	-0.105527	-0.02368569999999999	0.011135947729	0.0005610123844899996	0.0530285	0.0816828	0.00281202181225	0.006672079815840001	0.06896010000000001	-0.025114299999999982	0.004755495392010001	0.0006307280644899991	-0.00349144	9.829999999999996e-05	9.66288999999999e-09	1.21901532736e-05	-6.69379e-05	-0.0002505689	6.278477364720999e-08	4.480682456409999e-09	-0.00156871	-0.0005709090000000001	2.4608510641e-06	3.2593708628100015e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
653.9936392646648	-0.5286097113453252	427707.68019864045	0.27942822692858804	1000.7453950894884	18.882710233510014	356.5567457627037	1001491.3457928164	705.6369376502918	-0.02176687530015897	497923.4877764818	0.0004737968603326707	746.9138840022342	520.2401986958934	1.726543	33.352016	0.411439845	0.303102	-0.18214550010000002	-0.1391169112	0.11548521839999999	-0.20730730600000002	0.1766795436	0.00903456	0.034382538399999996	-0.2377462873	0.1215931689	0.0220831933	0.0093494933	0.1019927534	0.0251456742	-0.1039683151	-0.1779026913	-0.1196619628	0.0366043576	0.0206468097	-0.2753785674	-0.1990918145	0.2895947064	0.0154232496	0.2456506628	0.10033945960000001	0.051299944900000005	0.0453664157	-0.0081038234	0.11568597060000001	-0.0183750777	-0.0250833318	0.1070737061	0.1048071914	0.1010651385	0.09590023019999999	0.0	-0.0840247	0.0215023	0.007060150210089999	0.0004623489052900001	0.348615	0.29558650000000003	0.121532418225	0.08737137898225003	0.05823380000000001	-0.0107263	0.003391175462440001	0.00011505351169000002	-0.00346484	2.660000000000032e-05	7.07560000000017e-10	1.20051162256e-05	0.000358007	0.0004249449	1.8057816803601e-07	1.2816901204900001e-07	-0.00278966	-0.0012209499999999995	7.782202915599999e-06	1.490718902499999e-06	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
649.779968842743	-4.213670421921847	422214.007909276	17.75501842457904	991.6930627147837	-9.052332374704749	81.94472142212769	983455.1306366278	702.4820467442872	-3.1548909060045385	493481.02599804295	9.95333662879014	740.9628318863922	512.1172940029818	1.957737	37.818043	0.69271225	0.409281	-0.1256044298	-0.0038165258	0.0664484833	-0.1149913508	0.1094398657	0.02972727	-0.0197989044	-0.11402490789999999	0.0329260746	-0.09915186599999999	-0.085012023	-0.0494948853	0.043666653300000004	-0.1480499646	-0.1052970035	-0.0375392393	-0.0602381373	0.0438462223	-0.1967258673	-0.00045017989999999997	-0.0344122522	-0.023532371899999998	0.1091191514	0.0329311088	-0.030164821	0.04863229610000002	0.0417536298	0.007273696	0.1441635707	0.1170114504	0.1068225743	0.103810905	0.0988541933	0.09204531	0.0	-0.0947141	-0.010689400000000016	0.008970760738810002	0.00011426327236000032	0.199026	-0.149589	0.039611348676	0.022376868921	0.349299	0.2910652	0.12200979140099998	0.08471895065103999	-0.00665454	-0.0031897	1.0174186089999997e-05	4.4282902611599985e-05	0.00117806	0.0008200530000000001	6.724869228090001e-07	1.3878253636000003e-06	-0.00197204	0.0008176199999999997	3.8889417616e-06	6.685024643999996e-07	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
646.4133005400364	-3.3666683027065574	417850.1551150634	11.334455460449052	979.8880739154587	-11.804988799324976	139.3577605521881	960180.6374017474	701.8293669884123	-0.6526797558749422	492564.4603673555	0.42599086372897416	738.4788830112892	494.23988819332686	1.470472	28.405441	0.2315034	0.117099	-0.1153976395	0.009889526800000001	-0.0280219473	-0.08589649220000001	0.0746203846	-0.019410496	-0.0312146684	-0.0611371825	-0.0113393669	-0.0571558242	-0.09506979230000001	-0.0739093467	0.10488523179999999	-0.0579554105	-0.029221041899999998	0.0200494472	0.0049071873	0.0415260606	-0.0913580732	-0.0103832177	-0.042791068200000004	-0.0300091602	0.070938733	-0.0088574592	-0.0436940263	0.051574553700000005	0.0169004136	-0.049253631500000006	0.1460788817	0.0707680287	0.10653580609999999	0.1026761034	0.096346511	0.0876992882	0.0	-0.111725	-0.017010899999999995	0.012482475625	0.00028937071880999986	0.284434	0.08540800000000001	0.08090270035600003	0.007294526464000002	0.39913	0.04983100000000007	0.15930475690000004	0.002483128561000007	-0.00720328	-0.0005487400000000007	3.011155876000008e-07	5.18872427584e-05	0.00169383	0.0005157699999999998	2.660186928999998e-07	2.8690600689e-06	-0.00145148	0.00052056	2.1067941904e-06	2.709827136e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
