global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	t_comp_cor_06	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	a_comp_cor_47	a_comp_cor_48	a_comp_cor_49	a_comp_cor_50	a_comp_cor_51	a_comp_cor_52	a_comp_cor_53	a_comp_cor_54	a_comp_cor_55	a_comp_cor_56	a_comp_cor_57	a_comp_cor_58	a_comp_cor_59	a_comp_cor_60	a_comp_cor_61	a_comp_cor_62	a_comp_cor_63	cosine00	cosine01	cosine02	cosine03	non_steady_state_outlier00	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08
640.6703217485241	n/a	410458.46116935735	n/a	1006.6855410663866	n/a	n/a	1013415.7785921237	690.7300016928691	n/a	477107.93523863103	n/a	730.4308760408258	577.3995824424227	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	n/a	0.0	n/a	1.15742e-09	n/a	1.3396210564000004e-18	n/a	-1.03665e-08	n/a	1.0746432225e-16	n/a	-5.60104e-05	n/a	n/a	3.13716490816e-09	-0.0	n/a	n/a	0.0	0.0	n/a	0.0	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
636.5871452807396	-4.083176467784483	405243.1935366815	16.672330067068966	982.4858667988716	-24.199674267514983	585.6242346538266	965278.47845953	690.5872227047134	-0.14277898815566914	476910.7121630095	0.02038583945875671	729.2157337555107	567.779901395176	1.508392	24.502625	0.08444646847608	0.0406662	-0.0264738892	-0.0205515551	-0.0783629347	0.0594087628	-0.10145060560000001	0.046440206100000006	-0.13376498039999998	0.1686141096	0.010328140100000001	-0.22435614809999999	0.0264440469	0.23620947969999997	-0.1729720313	0.0330018916	-0.11782491490000001	0.0873113105	-0.0071052303	0.056885939	-0.0343499206	0.0683584126	-0.0105916126	0.10212472789999999	-0.0564957205	0.09691952599999999	-0.0357936133	0.0204747893	-0.0228381228	0.071911187	-0.0717504367	0.0661038747	-0.1134877884	0.0771706039	-0.09344610519999999	0.0355517708	-0.0502482765	0.0382686134	-0.026939427599999996	0.0352885612	-0.0685272299	0.08790252039999999	-0.0702950271	0.039989396600000005	-0.056636350499999995	0.1052353407	-0.0171386673	-0.06067458980000001	0.0739767013	-0.18416978879999998	0.0329860421	-0.1294287632	0.0980145227	-0.091127253	0.1377390568	-0.0541551474	0.035118277	-0.1145231751	0.0881218631	0.0615510707	-0.2058243799	0.07056120169999999	-0.0833997008	0.036056604	-0.0865413014	0.1047507975	-0.031666545	0.1023092946	-0.06406686269999999	0.1407494263	-0.0389545716	-0.1212272037	0.0578467474	0.1078282764	0.10781478650000001	0.10779230449999999	0.1077608324	0.0	-0.0273533	-0.0273533	0.00074820302089	0.00074820302089	0.0192831	0.01928309884258	0.00037183794560999983	0.00037183790097271004	-0.0191857	-0.0191856896335	0.00036809108449	0.00036809068671298943	-0.000428498	-0.0003724876	1.3874701215376e-07	1.8361053600400003e-07	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
634.513107454377	-2.0740378263626558	402606.88353140967	4.301632905183128	971.127593496258	-11.358273302613613	129.0103724168651	943088.8028498332	689.6886450979086	-0.8985776068047926	475670.427176989	0.8074417154510285	725.5502914262573	569.5912277318109	1.166497	18.948824	0.044932160000000006	0.0285691	0.015557649599999999	-0.016536536	0.015839090400000002	0.1038837629	-0.1491912151	0.09227218820000001	0.043905973	0.0800871146	0.0964397925	-0.07835498519999999	-0.0060780613	0.1247322909	-0.0991413656	0.0969384143	0.019442059299999998	0.0326036793	-0.003875225	-0.0094095936	-0.046717687199999997	0.2485053552	-0.0078929991	0.0353335213	5.2998400000000004e-05	-0.0348995791	-0.0262475353	-0.0567935019	0.0716720345	0.0186174968	0.108256373	0.051446565	-0.1193766543	-0.0110813731	0.0182602631	0.0801907517	0.0396473604	0.007534462	-0.0128261632	0.1076943281	-0.0100527792	0.0242166053	-0.006055474	0.1242780761	-0.0178151331	-0.1149154793	0.0065565789	0.0910301859	-0.0883320074	-0.09416064789999999	-0.0986755709	-0.0786067479	-0.0165885005	-0.0505055924	0.0751647748	-0.0531231974	0.173105581	-0.0924202298	0.0414988092	-0.0316945044	0.1190185387	0.06452376809999999	-0.049792925700000004	0.0076469502000000005	-0.0302083251	0.0626479754	0.0740101837	0.1256054238	-0.0035289257000000007	0.0177407827	0.0224275669	-0.116837569	0.0913257548	0.10779230449999999	0.1076709289	0.1074687374	0.1071858817	0.0	-0.0291281	-0.0017748000000000002	0.00084844620961	3.14991504e-06	0.0297875	0.010504400000000004	0.0008872951562500002	0.00011034241936000008	0.008900059999999998	0.02808576	7.921106800359995e-05	0.0007888099147775997	-0.000337154	9.134400000000004e-05	8.343726336000008e-09	1.1367281971600001e-07	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
631.8689275598107	-2.644179894566264	399258.3416155853	6.991687314828459	956.30597728668	-14.821616209577885	219.68030706402183	914521.1221942323	688.4434242037978	-1.2452208941108438	473954.3483294503	1.5505750751302092	722.4191224688321	556.2126828776073	1.222834	19.863962	0.16205941	0.07725549999999999	-0.029008927799999997	-0.0874315672	0.0618648805	0.07559661969999999	-0.0086239785	-0.1087292991	0.1121152482	-0.0349509893	0.1068725227	0.0501821266	0.0700991622	-0.007733121	-0.0440907496	-0.023223999300000003	0.0727986978	0.0287234429	-0.026050749100000003	-0.0250515279	-0.0825093428	-0.036938897799999995	-0.0820853982	0.0817507495	0.0333087455	0.0727378719	-0.0135035437	-0.0740921394	-0.1346514761	-0.156205389	-0.0406031974	0.10202582730000001	-0.0283569892	-0.003956935	0.09517240880000001	-0.009730876	0.0250715165	-0.08032176190000001	0.0332742226	0.011264418799999999	-0.022321068	-0.0416975657	0.1238674835	-0.0644235197	-0.1030073472	0.050655602599999995	-0.1185496415	0.0038129043	-0.0446679995	-0.0215672351	-0.0317816735	-0.0141716307	-0.12080660730000001	0.0202007729	-0.0318790495	-0.0898631091	-0.0545532492	-0.018245842800000002	-0.023419235899999998	-0.1525142078	0.0810877829	-0.0044261097999999995	-0.0735283107	-0.018960806	0.015700328899999998	0.08557376400000001	-0.0089017583	0.06721578	-0.190742572	0.0113214645	-0.0775421853	-6.58639e-05	0.058562863300000004	0.1077203727	0.10738340560000001	0.1068225743	0.10603904800000001	0.0	-0.00201483	0.02711327	4.0595399289e-06	0.0007351294100929001	-0.0279064	-0.05769390000000001	0.0007787671609600001	0.003328586097210001	0.037978	0.02907794	0.001442328484	0.0008455265946436	0.000342606	0.00067976	4.620736576e-07	1.1737887123599999e-07	0.000283726	0.000283726	8.0500443076e-08	8.0500443076e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
632.4017646118264	0.5328370520156795	399931.9918841518	0.28391532400076	956.6515489131688	0.34557162648866324	0.11941974903402018	915182.1860379649	688.5435068846145	0.10008268081674032	474092.16087296326	0.01001654299946552	723.6615322105378	550.4624491392491	1.1641530000000002	18.910738	0.1934036582	0.0843567	-0.011785809	-0.0615696013	-0.08161129610000001	-0.0751688881	0.0045704442999999996	-0.0971170863	-0.0006058048	0.0381793842	0.0030857583	0.0415493465	0.0355496145	-0.0789500017	-0.0603400962	-0.0473472025	-0.0031209424	-0.0997792388	-0.051970400199999996	-0.032546789	0.0536513923	0.0848993179	0.07144510400000001	0.010793881799999998	0.0267685525	0.0377250523	0.021908726	-0.12919085449999998	-0.0541278433	0.10658352859999999	0.05841693780000001	0.0699963938	-0.0377538315	-0.019767526299999998	-0.1303627982	0.029682708199999998	0.04297797849999999	-0.0886701001	0.0937400741	-0.026526071000000002	-0.12268653859999999	-0.013013856899999999	-0.0884174916	0.0327129325	-0.0286041729	-0.016557426899999998	0.0118389317	0.1097009585	-0.1853123019	-0.0674586421	0.041239191200000004	-0.0281028746	0.056021285700000006	-0.0093168633	-0.11787242960000001	0.0411001913	-0.0057036822	-0.08400498699999999	-0.0786511938	-0.0033054404	0.0743578542	-0.0052877252	0.1367542511	0.1014438625	0.0896528811	0.1663850608	-0.024933952000000002	0.0104259909	-0.0145758513	-0.05561934650000002	0.0036119596000000003	-0.0157139096	0.0681813029	0.107612505	0.10695260029999999	0.105855755	0.1043264501	0.0	0.029129200000000008	0.031144030000000007	0.0008485102926400003	0.0009699506046409002	0.024975	0.052881399999999995	0.0006237506250000001	0.0027964424659600003	-1.42282e-05	-0.0379922282	2.0244167524e-10	0.001443409403600875	-0.000150663	-0.0004932690000000001	2.43314306361e-07	2.2699339569e-08	-0.000152244	-0.00043597	1.900698409e-07	2.3178235536e-08	0.000498481	0.000498481	2.48483307361e-07	2.48483307361e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
634.235568809253	1.833804197426616	402254.75674279674	3.362837834499476	958.0992550600388	1.4477061468700183	2.0958530876852355	917954.1825466013	687.2658938662477	-1.2776130183668784	472334.4088717724	1.6322950247005257	723.0249399501262	564.019032889752	1.226717	19.927044	0.04093791129999999	0.0240934	0.0215295454	0.0268019813	0.08873052029999999	-0.0382426056	-0.0143535606	0.0837964543	-0.034210046800000005	-0.04473755150000002	-0.0491542625	-0.047233270300000005	0.10385263970000001	0.0143019307	0.1275774109	-0.071351325	-0.058073861399999996	-0.0045076316	0.01735981	0.011824176899999999	0.020820988999999998	0.14268455789999998	0.0321367284	0.0676624295	-0.021291589700000002	-0.029644244500000007	-0.0744191483	-0.05801266190000001	-0.016394228400000002	-0.1138951024	0.0949707684	-0.059563093399999996	-0.0221057832	0.0204575464	0.098682504	-0.0595873675	0.09831605410000001	0.0789696436	0.027927947	0.12262274599999999	-0.0217105627	-0.078066219	0.0320338983	-0.0627120849	0.1075510684	-0.0082907889	0.05625443769999999	-0.018964198600000003	0.0227867029	0.0637366766	0.1265743293	0.0174058211	-0.0155581995	-0.0765168463	-0.011269991699999999	0.0350866139	0.12228135849999999	-0.09159135019999999	0.0659087637	0.0522209136	0.10044852060000001	0.0176330547	-0.0178866572	-0.0488257421	-0.0388553535	-0.04527469889999999	0.1489109534	-0.0251859106	-0.11754376970000001	0.0347128669	-0.0786920481	-0.0042362506	0.0646570515	0.1074687374	0.1063790877	0.1045711815	0.10205722539999999	0.0	0.0295759	0.00044669999999999785	0.0008747338608100001	1.9954088999999804e-07	0.0453784	0.020403400000000002	0.00205919918656	0.00041629873155999987	-2.76895e-05	-1.34613e-05	7.6670841025e-10	1.8120659769000003e-10	0.0	0.000150663	2.2699339569e-08	0.0	-0.000227124	-7.488000000000001e-05	5.607014400000002e-09	5.158531137600001e-08	0.000674425	0.00017594400000000006	4.54849080625e-07	3.095629113600001e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
633.354265195277	-0.8813036139760015	401137.6252410492	0.7766960600071612	956.4695263889664	-1.6297286710723706	2.6560155413153166	914833.9549107336	687.3390271451552	0.07313327890756227	472434.9382368485	0.005348476483771293	721.2259470995452	560.0206347064898	1.1430049999999998	18.567207	0.08897390449999999	0.0461434	-0.0165421171	0.0709547298	0.010746991200000002	-0.0097978114	0.0865573248	-0.0593155858	0.1231941977	-0.0570634997	-0.0571024969	0.029793357799999996	-0.010912553200000001	0.0023095132999999997	0.09879691619999999	-0.0754848272	0.0031070289000000003	-0.0562661679	-0.0297082973	-0.042644062	-0.0539960192	-0.0251959902	0.0013415702	0.0330778879	-0.04821372980000002	-0.048550624699999996	0.0020134914	0.0590858475	-0.0357363533	-0.1563051976	-0.0632319096	0.0975127655	-0.0346815633	0.0924026542	0.1542577577	-0.0556722416	-0.023469447799999998	-0.0551714966	-0.0988722911	-0.0635762295	-0.0607117908	-0.0223025852	-0.0376739461	-0.16813359989999999	0.0758799958	-0.0301909467	-0.1282103575	-0.10040171960000001	-0.0715155288	0.0838596031	0.0197176004	0.10495513460000001	-0.0576992832	0.0769640265	-0.018908989299999998	0.0176280315	0.0329813452	0.0060639802	0.029031392000000007	-0.0636494814	-0.048014281500000006	0.0591747879	-0.14959244800000002	-0.0289274481	0.0125305622	0.013220898799999999	0.0101956463	0.0268177611	-0.0148557832	-0.08456791359999999	0.0264590376	0.018484191599999998	-0.0110287361	0.1072891178	0.1056636333	0.10297271	0.0992434813	0.0	0.0555415	0.02596559999999999	0.0030848582222499994	0.0006742123833599995	0.0162682	-0.029110200000000003	0.00026465433124	0.0008474037440399999	0.0213682	0.0213958895	0.00045659997124	0.00045778408749621034	1.38411e-24	1.38411e-24	1.9157604920999998e-48	1.9157604920999998e-48	5.9983000000000015e-06	0.0002331223	5.434600675729e-08	3.597960289000001e-11	0.000657503	-1.6921999999999944e-05	4.323101950090001e-07	2.8635408399999814e-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
632.492898598764	-0.8613665965129941	400047.2667778664	0.7419524135883789	957.8206284028796	1.3511020139131915	1.8254766520002816	917420.3561940872	688.1801655365175	0.8411383913622785	473591.9402378686	0.7075137934235216	722.8369685486259	564.9947792328603	1.125343	18.280308	0.051656885	0.0296408	-0.053980223099999995	0.0515291792	-0.09521238630000001	-0.08134154910000001	-0.0262522907	-0.14903218810000002	0.032957431	0.07444919480000001	-0.0541223703	0.0394694322	-0.054797174299999994	-0.1107649556	0.021153835099999997	-0.0773818144	-0.0642670835	-0.0941168133	-0.11553760539999999	-0.010996793799999998	-0.050534792099999996	-0.0413902184	0.0079451717	0.052116318700000004	-0.0476153812	-0.0686086101	-0.0930177312	-0.0856897441	-0.1338447924	-0.0416194462	0.030506217999999998	0.0026194157999999998	0.0717448118	-0.013437133600000001	-0.1124198524	-0.0328021101	0.0145760093	0.0798069944	0.0535033246	-0.0679712951	-0.1322526308	0.10755139080000001	-0.0150781581	-0.1006202373	-0.0624483404	0.0737238699	-0.0516958146	0.0760933592	0.0158864183	-0.0229947563	0.0458794538	0.044563574	0.0669293648	0.13948174060000001	-0.0998737154	0.1338625589	-0.057869916699999996	-0.1020478208	-0.047860021399999994	0.0868885509	-0.012319963	0.029928528599999997	-0.0223965625	0.027310606	-0.019483223600000002	0.021795953	-0.015834359699999998	-0.0998823005	-0.1167815756	0.0036792046999999995	0.010554299	-0.0088916009	0.075293425	0.1070737061	0.1048071914	0.1010651385	0.09590023019999999	0.0	0.07194680000000002	0.016405300000000025	0.005176342030240003	0.00026913386809000083	0.00762798	-0.00864022	5.81860788804e-05	7.465340164840001e-05	0.01854	-0.0028281999999999995	0.00034373160000000005	7.998715239999997e-06	0.0	-1.38411e-24	1.9157604920999998e-48	0.0	-0.00016471299999999998	-0.00017071129999999998	2.9142347947689997e-08	2.7130372368999995e-08	0.000962455	0.00030495199999999994	9.26319627025e-07	9.299572230399996e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
632.941338828692	0.4484402299279964	400614.738398257	0.20109863981787424	955.4623011921916	-2.358327210688003	5.561707232671457	912908.2089994785	688.2308938224647	0.05072828594722978	473661.76321166864	0.0025733589951439104	722.4613685666443	567.5491985283343	1.1203530000000002	18.199236	0.1070600646	0.0576231	-0.0266731692	0.0578771421	0.1097037015	-0.0037154152	-0.048054965899999996	-0.0013719639000000002	-0.0673599557	-0.0350275602	-0.0332105446	-0.0991485442	0.032374578	-0.10506072150000001	0.035100731	-0.0644200915	-0.0805999197	0.017171603100000002	-0.0894980292	-0.1453564929	0.022634949900000003	0.053081443	0.080423382	0.08806289689999999	0.0309415696	0.0521396347	0.12363118810000001	-0.010916385	0.0457921251	0.0034859337	-0.0503696991	0.009706409899999999	-0.0353190337	-0.0403455577	-0.09686833789999999	0.1017920708	-0.0401167035	0.0157335119	-0.045377042400000005	0.0039592592	-0.06789531230000001	-0.08906031	-0.07258245	-0.1108012138	0.0965795017	-0.0772289358	0.026405732799999998	-0.005564439399999999	0.0026176699	0.0270766612	0.08479301800000001	-0.0764934887	0.010700071299999999	0.0030296055	0.0099263049	0.13023496769999998	-0.0131759593	-0.08243905900000001	0.14114520519999998	0.0304149722	0.0366568377	-0.0326880773	0.007833388299999999	0.02102225	0.031208208900000006	0.1091968465	0.0447737883	-0.0731327951	0.11359584589999999	0.009126280799999999	0.023375686099999998	-0.0365206751	-0.025033846800000002	0.1068225743	0.103810905	0.0988541933	0.09204531	0.0	0.0474463	-0.024500500000000012	0.0022511513836899998	0.0006002745002500007	0.0453968	0.03776882	0.00206086945024	0.0014264837641924002	-1.6954600000000002e-05	-0.018556954599999998	2.8745846116000006e-10	0.00034436056402646116	0.0	0.0	0.0	0.0	-6.80742e-05	9.663879999999998e-05	9.339057665439996e-09	4.63409670564e-09	0.000534418	-0.00042803699999999987	2.85602598724e-07	1.8321567336899995e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
633.7976726220262	0.8563337933342154	401699.4898210971	0.7333075656061668	954.479481250059	-0.9828199421325508	0.9659350386534304	911031.0801273818	687.8839863253363	-0.3469074971284272	473184.3786428355	0.1203448115639097	722.6857317377948	566.3972554442747	1.188477	19.305857	0.0517409703	0.037780400000000006	0.0067288963	0.1054061615	-0.0164825024	-0.0145226479	0.1206728789	0.0507522904	0.0695056094	-0.0278739614	-0.0715242329	0.0838147179	-0.0093423028	-0.0182748302	0.0625660091	-0.0395150677	0.0423986289	-0.1346568374	0.0265137496	-0.0647170263	-0.0252952497	0.12250853800000001	-0.0823912088	0.0674083288	0.0010716061	-0.092784146	0.15548689570000002	-0.076802106	0.0483117432	-0.11102363539999999	0.0001263147	-0.0804026225	0.0400072616	-8.853809999999999e-05	-0.058854257300000004	-0.017758291399999997	0.1137931422	0.0331687361	0.0007575885000000001	0.0182452169	-0.0055763144999999995	0.024539402000000002	-0.0849814307	0.0141115699	0.0570008542	0.0661950705	0.0327657405	-0.082135423	0.0584636304	0.0428324733	0.013658456000000001	0.1433119194	-0.0445303228	-0.02359083	-0.0011266275	0.0359284916	0.1020980884	-0.04214138480000002	0.06709044089999999	-0.08548006300000001	0.0265168643	-0.0164686812	-0.00711829	0.0361540815	-0.1092615009	0.1458202156	-0.0238446215	-0.1140381318	0.0687737925	-0.0286667158	0.020554041699999998	0.0094579332	0.06699153599999999	0.10653580609999999	0.1026761034	0.096346511	0.0876992882	0.0	0.0314215	-0.016024800000000006	0.0009873106622499998	0.0002567942150400002	0.0454275	3.069999999999462e-05	0.00206365775625	9.424899999996697e-10	6.04757e-05	7.743029999999999e-05	3.6573102904899998e-09	5.995451358089999e-09	-0.000615522	-0.000615522	3.7886733248399993e-07	3.7886733248399993e-07	-0.00016471299999999998	-9.663879999999998e-05	9.339057665439996e-09	2.7130372368999995e-08	0.000534418	0.0	2.85602598724e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
