global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	t_comp_cor_06	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	a_comp_cor_47	a_comp_cor_48	a_comp_cor_49	a_comp_cor_50	a_comp_cor_51	a_comp_cor_52	a_comp_cor_53	a_comp_cor_54	a_comp_cor_55	a_comp_cor_56	a_comp_cor_57	a_comp_cor_58	a_comp_cor_59	a_comp_cor_60	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00
641.9974088039199	n/a	412160.6729109475	n/a	1015.0548582709604	n/a	n/a	1030336.3652994796	684.1409174693864	n/a	468048.79495585384	n/a	723.1054369238518	604.7601815667003	n/a	n/a	n/a	n/a	-0.009930366999999999	-0.0646773761	-0.0243619204	0.0200923499	-0.011015732	0.034805412599999995	-0.1237454714	-0.028185786400000006	0.14919881880000002	0.422378049	0.10710922949999999	-0.38297550340000003	-0.0556660557	-0.1412535315	0.153420328	-0.044494680999999994	0.1583023643	-0.0202661352	0.0337837777	0.0066709611	-0.1673308579	0.0086369508	-0.051598711299999996	0.1135306133	-0.0274730233	0.013682202	-0.0580698159	-0.0220899916	0.046086987	-8.01109e-05	0.009186079	-0.0686809296	0.12285775630000001	-0.0651428324	0.0081012054	-0.0122328707	0.0494898331	-0.002239684	0.0005504843	-0.0186499194	0.1457622891	-0.0403715802	0.1041337398	-0.0485017846	0.0925028609	-0.0505980337	-0.0293143727	0.2355356695	-0.10852451800000001	0.1052390803	-0.18533390800000002	0.021755344700000002	-0.13315676380000002	0.1645189373	-0.20619470260000008	-0.1236141263	0.21617385719999999	-0.064149234	0.027529483100000002	-0.0091184769	0.0182151046	-0.2217018211	0.07353794940000001	-0.2987790466	0.1644634688	-0.0756943082	0.1198802873	0.0185184523	0.107516234	0.10750293820000001	0.1074807797	0.10744976029999999	0.0886679	n/a	0.007861996490409999	n/a	-0.06803939999999999	n/a	0.004629359952359998	n/a	-0.102314	n/a	0.010468154596	n/a	0.000497759	n/a	n/a	2.47764022081e-07	-0.0008237769999999999	n/a	n/a	6.786085457289999e-07	0.00191257	n/a	3.6579240049e-06	n/a	0.0
638.7063224154516	-3.291086388468329	407945.7662934708	10.83124961636151	992.63898835187	-22.415869919090373	502.4712242295805	985332.161196224	684.509432472838	0.36851500345153454	468553.16314428655	0.13580330776888452	718.2946763468663	585.1040981010726	1.13574	19.363403	0.10897088	0.061682000000000015	0.0200741121	0.0653198997	-0.0346016971	0.0349975657	-0.0177682363	-0.0009294502	-0.14956242890000002	0.0074685115	0.0425329047	0.2168921382	0.105397998	-0.0331560008	-0.0388257457	-0.1162963201	0.0017385699	-0.0588524217	0.1375495955	-0.1799002229	-0.0526153021	-0.0212089445	0.0269803589	0.1219274555	0.0612330473	0.0464960871	-0.0393389358	-0.1817488341	0.092651631	0.0266338404	-0.1355153267	0.0239935828	-0.026571476899999998	0.04482249	0.0797930266	-0.0778663621	-0.0995970681	-0.0391832936	0.08498164949999999	-0.042594552800000005	-0.045628616399999995	-0.0644132315	-0.040765767599999995	-0.0056371856000000005	-0.023745778199999998	-0.0533776787	0.0099355347	-0.0148916455	-0.0189982248	0.005964084200000001	-0.0668193106	0.1149263182	-0.20439877469999998	0.1548890782	-0.19026407420000002	-0.07195952309999999	-0.0739221626	0.0167559858	0.057199344699999995	-0.08649007	-0.0823680893	0.0192492151	-0.047361109500000005	-0.1064186364	0.038085102999999995	0.012568806399999998	0.0456211942	-0.1900643546	-0.060187248099999986	0.08958663130000001	0.1074807797	0.10736115	0.1071618658	0.1068830749	0.08501939999999998	-0.0036485000000000133	0.007228298376359997	1.3311552250000094e-05	-0.0313048	0.03673459999999999	0.0009799905030399999	0.0013494308371599989	-0.06794019999999999	0.03437380000000001	0.004615870776039999	0.0011815581264400007	9.42604e-05	-0.0004034986	1.6281112020195994e-07	8.885023008160003e-09	-0.000548886	0.000274891	7.5565061881e-08	3.0127584099599995e-07	0.00190668	-5.889999999999933e-06	3.6354286224e-06	3.4692099999999195e-11	0.0
636.8957258451546	-1.81059657029698	405636.16559982643	3.278259940371186	978.7193882267802	-13.9196001250898	193.7552676424	957891.640891003	683.9408535025382	-0.5685789702997681	467775.0910897804	0.3232820454671446	716.2442634919043	590.4831296974528	1.196552	20.400196	0.07882228	0.0345707	0.033734194599999996	-0.0501797093	0.001257073	-0.203853476	0.0283247131	-0.0265432388	0.0212962071	0.0904117087	-0.019539656699999998	-0.020267956	0.0094132637	-0.08764373869999999	-0.08307187490000001	-0.129578305	-0.022155720299999997	-0.15047246039999998	0.1020518032	-0.0991621889	0.1270745993	-0.0194208532	-0.07575721	0.032894277799999996	0.0538457	-0.003889955	0.13800148210000002	-0.17450964600000002	0.060615875	-0.0763693896	0.0033331868	0.0982586134	-0.0174987659	-0.020805700000000003	-0.0858940851	0.0245804684	-0.0994500507	0.0083829426	0.09647413519999999	0.1061422309	0.0820437856	-0.0897496431	-0.036321284100000004	0.011475155700000001	0.1318792405	-0.060242345	0.0703775785	0.0997634966	-0.0342040577	0.060600513200000004	-0.0585380458	-0.1303470403	-0.14115215720000002	0.0521824739	-0.1414426608	-0.0179472341	-0.0895172427	-0.07040441160000001	0.023829809700000003	-0.1584006878	-0.0321938008	0.0449944626	0.0447345859	-0.005349626600000001	0.0006774852000000001	0.0530795613	0.0015806091	-0.044689962	-0.0866651519	-0.0645008249	0.1074098827	0.1070777606	0.1065249843	0.10575269279999999	0.0788582	-0.006161199999999978	0.00621861570724	3.796038543999973e-05	-0.018415	0.0128898	0.00033911222500000005	0.00016614694403999997	-0.0452827	0.02265749999999999	0.0020505229192900004	0.0005133623062499996	0.000547996	0.00045373559999999997	2.0587599470736e-07	3.0029961601599997e-07	-0.000548886	0.0	0.0	3.0127584099599995e-07	0.00161814	-0.00028854000000000016	2.6183770596e-06	8.325533160000006e-08	0.0
636.083087774649	-0.8126380705056135	404601.6945529318	0.6603806336350865	983.3657938364532	4.6464056096730255	21.589085089600953	967008.284487598	685.0655074452097	1.1246539426715572	469314.7494911627	1.264846490766678	719.556860400247	578.0346331659498	1.247588	21.270315	0.04640385	0.0226937	0.045521617599999994	0.0027474306	-0.20882093300000001	0.0200778486	-0.0826452102	0.0010212842	-0.0289933813	-0.1610205532	-0.039859159500000005	0.0635207713	-0.0439939755	-0.0203336698	0.1118034475	-0.07929418839999999	0.1236009839	-0.1117823233	0.1412481892	-0.050662647699999994	-0.0295104419	-0.0006589705	0.067328738	0.1215096142	-0.0166750508	0.06398224179999999	-0.049235771500000004	0.047839314699999996	0.005892426700000001	-0.0193765653	-0.016627590600000002	0.0860684896	0.051610573	-0.12412406529999999	0.0492804901	0.0854972319	0.08159801259999999	-0.0134645123	-0.07004815959999999	0.1638138652	-0.052198777599999996	-0.024613242	0.0585841366	-0.033589054900000005	0.0337792919	0.1660539523	-0.1330957645	-0.1703117476	-0.0395359031	0.0153287856	-0.0410185052	0.0628823444	-0.1564144753	-0.0378074611	-0.1417863785	0.0270846082	0.0069863808	-0.0331875942	-0.0611285947	-0.1320796887	-0.0543484655	0.0051195606	-0.028478176600000002	0.0334266341	0.0561072933	-0.0925462611	0.0886657011	0.0660607282	-0.058327883899999995	-0.0504940513	0.10730356630000001	0.1066531437	0.1055720249	0.1040645756	0.0644444	-0.014413800000000003	0.0041530806913600005	0.00020775763044000013	-0.0238008	-0.005385799999999996	0.0005664780806399997	2.900684163999996e-05	-0.0545636	-0.009280899999999995	0.00297718644496	8.61351048099999e-05	0.000497759	-5.023700000000007e-05	2.523756169000007e-09	2.47764022081e-07	-0.000772986	-0.0002241000000000001	5.022081000000004e-08	5.97507356196e-07	0.00154601	-7.212999999999991e-05	2.3901469201e-06	5.202736899999984e-09	0.0
636.0839507212332	0.0008629465842204809	404602.79236513225	7.446768072177954e-07	973.2681815269493	-10.097612309503916	101.961774353045	947250.9531727749	683.6642025483803	-1.4013048968294015	467396.7418461128	1.9636554138780595	717.3427738007175	594.2275588780583	1.315844	22.434029	0.08438655	0.0488686	0.046723039	-0.0327019986	0.040587984199999996	-0.047282605199999994	0.0803285982	-0.0467452749	-0.017383573500000003	0.0310365687	-0.0026523971999999995	-0.1458651564	0.056258853600000006	-0.1533670693	-0.0661198814	-0.0745652778	0.121333234	-0.11013370480000001	0.1172967367	-0.010056252199999999	0.0680359036	-0.10181972980000001	-0.0086448998	-0.0252448677	0.0041688087	0.0414762413	-0.1268312513	0.0369731374	-0.047427465599999996	0.007072736	-0.049419242599999996	-0.0770040814	0.0294894029	0.2031077446	0.09531560189999999	0.0168545351	0.0345342078	-0.0723231627	0.1706962295	0.0480831767	0.0341886654	-0.1372085112	0.0041130646	-0.029416411899999998	0.0024003386	0.0858590072	-0.0643820373	0.029401828199999997	-0.08195412769999999	0.1139562164	0.032219829500000005	-0.0720590626	-0.1158408975	0.0498572168	-0.0966128091	0.0604918362	0.0907619348	0.06987996	0.0399126704	0.0559484942	0.0204304831	-0.1676605749	0.035218039	-0.011349500700000001	-0.0323100706	0.14712852839999999	-0.1631089065	-0.11530300210000001	0.2139038311	0.08441229	0.1071618658	0.10608785949999999	0.1043058152	0.10182762640000001	0.055731	-0.008713400000000003	0.003105944361	7.592333956000006e-05	-0.0350337	-0.011232900000000004	0.00122736013569	0.00012617804241000008	-0.0643322	-0.00976860000000001	0.004138631956840001	9.542554596000018e-05	-0.000404805	-0.0009025639999999999	8.146217740960002e-07	1.63867088025e-07	-0.000963855	-0.000190869	3.6430975160999985e-08	9.29016461025e-07	0.00154601	0.0	2.3901469201e-06	0.0	0.0
637.9221191769874	1.838168455754157	406944.63013525854	3.3788632717296236	981.7933601477936	8.525178620844258	72.67867051729999	963918.2020302952	685.2183284844027	1.5541259360223876	469524.1576909588	2.4153074250174624	717.7122622890254	583.6229116527718	1.392332	23.738091	0.11910925	0.0581069	0.0190187775	0.1860431682	0.0617581159	-0.1518020084	-0.1563263269	-0.0793280741	0.0128168452	0.1788918194	0.1485290575	0.057169994400000014	-0.08005704059999999	0.028161673999999998	-0.021403372200000003	-0.13748428029999998	-0.1210565973	-0.021747062299999998	0.1442924143	0.0021467257999999998	0.038113806800000004	0.0797296988	0.0034774053000000004	-0.0188469744	-0.066741073	0.0396611889	-0.0006113953	0.2309221702	0.0696722319	-0.04624953230000002	0.0376146755	0.0286084006	-0.0220395904	0.0277693427	-0.1042815632	-0.0246746722	-0.0485948159	0.0499241762	-0.1152494834	0.040685543500000004	-0.0329893503	0.1393977012	-0.0608670654	0.10959640150000001	-0.0639481125	-0.0077307986	0.0037711778000000004	0.1411315534	-0.119783091	-0.0943222501	-0.08394775939999999	0.0327510813	-0.1051362617	-0.056686845199999995	-0.0372254127	0.1624084171	0.05633299610000001	-0.06979369769999999	0.1150021274	0.0370205243	0.0833822637	0.0894629302	0.0293815988	0.035524555299999996	-0.09709432289999999	0.0547580266	-0.043403905199999995	-0.0661151139	-0.13573195300000002	-0.1674868292	0.1069848277	0.1053826534	0.1027301122	0.09905364259999999	0.0220039	-0.0337271	0.00048417161520999995	0.0011375172744099995	-0.0126127	0.022421	0.00015908020129000002	0.000502701241	-0.028755400000000007	0.035576800000000006	0.0008268730291600003	0.0012657086982400005	-0.000389437	1.5368000000000033e-05	2.3617542400000103e-10	1.5166117696899992e-07	-0.000548886	0.0004149690000000001	1.7219927096100006e-07	3.0127584099599995e-07	0.0014286600000000006	-0.00011734999999999937	2.041069395600002e-06	1.3771022499999848e-08	0.0
639.4290984869273	1.5069793099398794	408869.5719918045	2.2709866405868757	977.0999776945	-4.693382453293567	22.02783885288393	954724.3664105923	686.449720183581	1.231391699178289	471213.2183401167	1.5163255168051937	718.6924085362184	592.0584613703605	1.397397	23.824436	0.13129947	0.0744796	-0.0495833917	0.0276919275	-0.0432170229	-0.0530149036	0.0053274296	0.2007936753	-0.016116486699999998	-0.1162128512	0.130236026	-0.0279361446	-0.1318962323	0.0863875695	0.1262359039	-0.1368039794	-0.0132702316	-0.013813256000000001	0.014258948799999999	0.0611776621	-0.12531746359999998	-0.0623717671	-0.06734753389999999	0.0381757228	0.0805909521	-0.08567641150000001	0.1095958714	-0.0303460977	-0.0420161296	0.0660986129	0.0541392023	0.0676501534	0.1277740773	0.1192482039	0.051407445700000005	0.030226471600000002	0.2021439877	0.027186455699999997	0.059636136299999996	0.0800141564	-0.0139690749	-0.0032430392999999997	0.0338343731	-0.061334790300000004	-0.019133399199999998	0.0289772256	-0.0248808371	-0.0737336137	-0.1571407278	-0.0554285874	-0.0959413422	0.005819041	0.06644126780000001	-0.0085410132	-0.1169087861	-0.06501218639999999	-0.12097489	-0.0569788415	-0.0021102904	0.058266049199999996	0.0228742373	-0.043780966	0.028404057799999997	-0.0082854839	-0.0349998279	-0.0328974748	-0.183144339	0.11420175810000001	0.12663360380000002	0.0161311998	0.10677251060000001	0.10453845560000001	0.1008495915	0.0957572542	0.00391893	-0.01808497	1.5358012344900002e-05	0.00032706613990089994	-0.0542935	-0.04168079999999999	0.0029477841422499997	0.0017372890886399991	-0.0818705	-0.0531151	0.0067027787702500004	0.0028212138480100003	-0.000329545	5.9891999999999975e-05	3.587051663999997e-09	1.08599907025e-07	-0.000548886	0.0	0.0	3.0127584099599995e-07	0.00112018	-0.0003084800000000008	1.2548032323999998e-06	9.515991040000043e-08	0.0
638.87636741804	-0.5527310688872831	408163.01284527045	0.30551163451327845	980.7763889177672	3.6764112232672232	13.515999482565201	961922.3250585755	684.8293936456253	-1.620326537955748	468991.2984010348	2.62545808960366	719.0112479846678	602.4582540906138	1.350699	23.028275	0.09210184	0.0576818	-0.08515576849999999	-0.103133987	-0.050507152199999995	0.1065088891	0.07420686650000001	0.034800949399999996	-0.1094223998	-0.16059764699999998	0.0138484904	0.0014709317000000002	-0.0587384064	-0.1033903713	0.0141055005	-0.0657851108	0.1250573545	0.08636637720000001	0.0325574064	-0.0257475761	0.032015854100000005	-0.0598419019	0.0052243296	-0.0799621484	0.0392876016	0.0699943706	0.0325451854	-0.0383079125	0.0894141965	-0.1471114707	0.0135998685	-0.0072374208	-0.0713983857	-0.0301020923	-0.0790350878	0.025847294399999998	0.22958383370000002	-0.026915001600000002	-0.1295500217	0.0799047151	-0.021988953199999998	-0.040068781	0.03097671	-0.042238815	-0.09235295449999999	-0.0976065391	0.12636662210000002	-0.11410267269999999	0.027903114500000003	0.1578784963	-0.0863499668	-0.0143553665	0.07717322089999999	0.0382087475	-0.030237144	0.0836813059	-0.0338173562	0.0091111662	-0.0207713925	0.0216689618	-0.16985680379999998	0.0227531186	0.0096121985	0.1296529041	-0.1701031871	-0.039586087799999996	0.0159577744	0.0720965788	0.048038354400000004	-0.0766128685	0.1065249843	0.10355637949999999	0.0986698327	0.0919558462	0.00385879	-6.014000000000019e-05	1.48902602641e-05	3.6168196000000238e-09	-0.0028322	0.0514613	8.02135684e-06	0.0026482653976899998	-0.08186389999999999	6.600000000009376e-06	0.006701698123209999	4.3560000000123757e-11	-0.000237288	9.225700000000001e-05	8.511354048999999e-09	5.6305594944000006e-08	-0.000919234	-0.000370348	1.3715764110399996e-07	8.449911467559998e-07	0.0007713089999999998	-0.00034887100000000016	5.949175734809995e-07	1.217109746410001e-07	0.0
638.4754131754032	-0.4009542426367716	407650.85322950187	0.16076430468842712	978.3117393530183	-2.4646495647489246	6.074497477017063	957093.8593559279	684.4085937798699	-0.4207998657553844	468415.1232397389	0.17707252701974954	715.3889184749437	598.2363779080943	1.243023	21.192488	0.104164532	0.0599703	-0.0771359679	-0.0028653206	0.1058734474	0.019738815	0.017344106	-0.1340288817	0.0269855058	0.0702100982	-0.0240321994	-0.0010163264999999999	0.0636887274	-0.0587019488	-0.0966990555	-0.059918821500000004	0.0033603506	0.0623494145	0.038496302	-0.0840052691	0.0435529005	-0.020102686	0.0763310935	-0.0056663288	-0.0519288991	0.0382511771	0.0061162371	-0.0369333822	0.040319217000000004	-0.0362444586	-0.1263073096	-0.0368303682	-0.0226554494	0.0786015773	-0.116486492	-0.0131865066	0.06542688519999999	0.10349801970000001	0.0694665017	-0.1545481859	0.0288140029	0.0372752385	-0.0774391106	-0.0915517659	0.087988735	0.1216786587	0.10191671669999999	0.0928124699	0.0725954021	0.0330472371	-0.0698474396	-0.012059863899999999	-0.052570164	0.16714580699999998	-0.051458368	0.054471867699999996	0.031516874	0.09052899019999999	-0.09912898740000001	-0.0114175622	-0.0164442234	0.0208506204	-0.008080206500000001	-0.030389143799999997	-0.0371129211	0.0429783704	0.036454213199999995	0.0956284202	-0.061529099500000003	0.0198450194	0.10624233050000001	0.10243772039999999	0.09619730359999999	0.08766946710000001	-0.000526242	-0.0043850320000000005	2.76930642564e-07	1.9228505641024e-05	0.0467425	0.04957469999999999	0.00218486130625	0.0024576508800900005	-0.058313	0.023550899999999996	0.003400405969	0.0005546448908099996	-0.000329545	-9.225700000000001e-05	8.511354048999999e-09	1.08599907025e-07	-0.0004954930000000001	0.00042374099999999983	1.7955643508099987e-07	2.4551331304900004e-07	0.0007883889999999999	1.7080000000000155e-05	6.215572153209999e-07	2.917264000000053e-10	0.0
636.6041188082035	-1.8712943671997664	405264.8040835692	3.501742608713574	970.6940914034362	-7.6176479495820795	58.02856028377205	942247.0190855426	684.0781453830139	-0.33044839685601346	467962.9089906638	0.10919614298470937	715.6678125476227	591.4177552240324	1.279265	21.81039	0.107496593	0.0599143	-0.0585948867	0.12103773849999999	0.040869648	-0.06308119940000001	0.0336761959	-0.0358559787	0.001314575	0.0577244677	-0.006581265500000001	-0.1131482586	-0.0014161115	0.0629677138	-0.043262013700000004	-0.0601688091	-0.0553149146	-0.0584257836	0.0099986521	-0.0416988342	0.0648561732	0.047292052300000005	0.07413906320000001	-0.17687324969999998	0.0756686388	0.0785060614	-0.0301534813	-0.0795008789	-0.1634777136	0.035499637	0.0879928218	-0.0559397016	0.0936300015	0.0181393001	0.0032546696	0.08252775059999999	-0.1299893828	-0.0316046682	-0.1549357441	0.0140155511	-0.027083576499999998	-0.0112737327	-0.0623626303	0.06713486540000001	-0.178217348	0.1042571054	0.0139186282	0.11217927550000001	-0.0346166429	-0.04444609	-0.0300803485	-0.037366597	-0.084188909	0.0480168577	0.0395900477	0.0261198618	-0.0030347089	0.0453773604	-0.1449486324	0.11401445029999999	-0.0140068868	-0.1215934694	0.050618640199999995	-0.1491909652	0.0199252236	0.20010857469999999	-0.034106912	0.038298225	-0.0431802223	-0.1196307873	0.1059246424	0.1011839538	0.0934393406	0.0829207229	-0.0123059	-0.011779658	0.00015143517481	0.00013876034259696402	-0.00679005	-0.05353255	4.61047790025e-05	0.0028657339095025	-0.046545300000000005	0.011767699999999992	0.0021664649520900005	0.00013847876328999982	-2.39293e-05	0.0003056157	9.340095608649e-08	5.726113984899999e-10	-0.000349752	0.00014574100000000007	2.1240439081000015e-08	1.22326461504e-07	0.0006314119999999999	-0.00015697699999999998	3.986811137439999e-07	2.4641778529e-08	0.0
