global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	a_comp_cor_47	a_comp_cor_48	a_comp_cor_49	a_comp_cor_50	a_comp_cor_51	a_comp_cor_52	a_comp_cor_53	a_comp_cor_54	a_comp_cor_55	a_comp_cor_56	cosine00	cosine01	cosine02	cosine03	non_steady_state_outlier00	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24
774.9879099853398	n/a	n/a	600606.2606234453	1337.6461620703847	n/a	n/a	1789297.25490163	772.8822858096886	n/a	597347.0277184092	n/a	903.3975209511301	753.177602375593	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	n/a	0.0	n/a	-0.00256154	n/a	6.561487171600002e-06	n/a	0.0	n/a	n/a	0.0	0.0	n/a	0.0	n/a	-0.0	n/a	0.0	n/a	0.0	n/a	0.0	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
766.5179572590649	-8.469952726274869	71.74009918533109	587549.7788006096	1309.7225221573628	-27.923639913021816	779.729665992105	1715373.085046244	774.6312527241748	1.748966914486232	600053.5776970243	3.0588852679674905	898.7148095705145	740.3693863629048	1.7647959999999998	34.477608000000004	0.317141815	0.223779	-0.0016512131	-0.156795138	-0.1693260941	0.0929767905	-0.0033019708000000003	-0.217267588	-0.3759099136	-0.20298093920000002	0.27641344030000004	-0.2300864628	0.0664664747	-0.056123328300000004	0.0816401798	-0.052241921399999995	0.0329955779	-0.040337201	-0.054158839699999996	0.05083664139999999	-0.1383106127	0.0932231135	-0.0452572126	0.0339007023	-0.052537186900000005	0.038860625	-0.0251931404	0.045644965700000005	-0.045684683600000005	0.0234385956	-0.0443830532	0.045069562300000005	-0.0208079961	0.0957844554	-0.052286216600000004	0.0819331569	-0.045055459900000004	0.045730512	-0.0330467578	0.0471401542	-0.1309379492	0.1174392597	-0.10477874460000001	-0.0502431184	0.0327439846	-0.1825093454	0.09073428859999999	-0.0827238835	0.12636207230000002	-0.181748622	0.0494629408	-0.22791016320000002	0.0581223041	-0.1697462279	0.285633569	-0.1019827632	0.1497509165	-0.1704620345	0.3129663315	-0.0034730103999999996	0.0159967658	-0.0938953856	0.1252007282	-0.0523561506	0.1078282764	0.10781478650000001	0.10779230449999999	0.1077608324	0.0	-0.013409799999999998	-0.013409799999999998	0.00017982273603999995	0.00017982273603999995	0.197449	0.20001054	0.038986107601000006	0.0400042161110916	0.0994865	0.0994865	0.00989756368225	0.00989756368225	8.46995e-05	8.46995e-05	7.1740053002500016e-09	7.1740053002500016e-09	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
760.3263784748509	-6.191578784214016	38.335647841129116	578096.2018046823	1293.1251904259182	-16.597331731444687	275.47142060362063	1672172.7581140671	772.7435025459622	-1.8877501782126276	597132.5207270015	3.563600735341806	896.0663213970607	735.7718246984385	1.484941	29.010283	0.28212377	0.246636	0.0875445394	-0.0980355827	-0.048617097000000005	0.08093198	0.1501645728	-0.27317648699999997	-0.0810956322	-0.0171866201	0.1607294083	-0.0977178117	0.2002592372	-0.0158383072	-0.032565181	0.1276168734	-0.059454214299999995	-0.0379987462	0.024376909199999998	-0.1098442402	-0.097409186	0.1816917652	-0.1299642175	0.0770843883	-0.0160057085	-0.1487492501	-0.0049789846999999995	-0.1082276576	0.2526579319	-0.0503556076	0.007339317	-0.1088421782	-0.044165242199999996	-0.07055307870000001	0.0047529035999999995	-0.017574596499999998	-0.0723788146	0.0319141388	0.1097576992	-0.12373904990000001	0.019257070600000002	-0.0069481515	-0.021255415	-0.06019491690000001	0.0075041768999999986	-0.22580239530000001	-0.1217316807	0.1235962372	0.1334731956	-0.0855792812	-0.05978571980000001	-0.0353332375	-0.026900066099999998	-0.1413586637	0.36722075369999996	-0.0284460865	0.12088357949999999	0.0687799731	0.048811163	0.0787415104	0.185216009	0.1092620109	-0.1298999632	0.0566778289	0.10779230449999999	0.1076709289	0.1074687374	0.1071858817	0.0	-0.012893300000000005	0.0005164999999999927	0.00016623718489000013	2.667722499999925e-07	-0.0489284	-0.2463774	0.00239398832656	0.06070182323076001	0.109971	0.010484499999999994	0.00010992474024999987	0.012093620841000002	0.000182284	9.75845e-05	3.3227456656e-08	9.52273464025e-09	3.953090000000001e-05	3.953090000000001e-05	1.5626920548100006e-09	1.5626920548100006e-09	0.00035779199999999995	0.00035779199999999995	1.2801511526399994e-07	1.2801511526399994e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
754.8505649087758	-5.4758135660750895	29.984534210411987	569799.375343098	1269.3851798093115	-23.740010616606693	563.5881040765986	1611338.734719518	770.876225535845	-1.867277010117164	594250.155096391	3.4867234325120937	889.3063736188546	682.2545852637433	1.5306110000000002	29.902506	0.14760355	0.0879273	-0.004835724699999999	0.107769944	0.053976845	0.0616082922	0.0219715242	-0.1105861245	0.1524551285	0.0275019484	0.1666075299	-0.0091350791	0.09309177960000001	0.1013120547	-0.12857338769999999	0.0762893659	0.0952272325	-0.0674730687	-0.1420234159	0.052233303700000004	-0.015066776399999999	0.076262876	0.0726425691	0.0716846384	0.0465919422	-0.0536071258	0.0970974603	0.0700658978	-0.12814350859999998	0.0189839309	0.1229929152	-0.1522050231	-0.25046937010000003	0.08794263150000001	0.0133617098	0.0181109429	-0.021289129599999998	0.0316174707	-0.0106603823	-0.0933442574	0.0381350792	0.1415103373	0.1361830279	0.0664655504	0.0382784463	-0.1082959938	-0.149677375	0.034439220699999995	0.0005857931	0.1393705509	-0.0279008419	-0.0787702769	0.060966614	-0.1725542949	0.13274578480000002	-0.1497989909	0.025877140400000002	-0.0059405173	-0.1546067675	0.1254488688	-0.1567164834	-0.0072663089	0.0101460618	-0.011267406	0.1077203727	0.10738340560000001	0.1068225743	0.10603904800000001	0.0	-0.0122113	0.0006820000000000055	0.00014911584769	4.6512400000000755e-07	0.0177577	0.06668610000000001	0.00031533590929000004	0.00444703593321	0.141794	0.031823000000000004	0.0010127033290000002	0.020105538436000003	0.00110407	0.0009217860000000001	1.2189705649e-06	8.496894297959998e-07	7.952789999999998e-05	3.9996999999999976e-05	6.324686878409997e-09	1.5997600089999979e-09	0.000364258	6.466000000000056e-06	1.32683890564e-07	4.180915600000073e-11	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
753.7566498842108	-1.0939150245650353	1.1966500809691218	568149.0872446686	1262.4652202290738	-6.9199595802376725	47.88584059212315	1593818.4322880441	768.7019750841017	-2.174250451743319	590902.7264981989	4.7273650269060274	885.5993948911495	672.4168564786315	1.1580180000000002	22.623413	0.112595305	0.0585342	0.0021817653	0.1461713894	-0.0803183613	-0.0131751898	-0.0578510202	0.0041239505	0.1512885409	-0.1362641009	-0.0360312188	0.082715716	-0.0718292708	0.0043196879999999995	-0.059455742400000004	0.18018867460000002	-0.13971350359999998	-0.0603766781	-0.012544463899999999	0.1029356476	-0.057522347	-0.006957830999999999	-0.0597107467	-0.0225063349	-0.008786991	-0.0669126141	0.0446532279	0.059606235800000004	0.0518713105	-0.011898199199999999	0.020266178899999997	-0.10662044960000001	-0.0458446678	0.0016718483	-0.0360961956	-0.1066726667	0.1111662985	-0.1408169763	-0.0383033098	0.1155364404	0.0287844796	0.0345691586	0.0358831266	-0.0335829129	0.08582823210000001	0.0064793622999999995	-0.0662430409	0.07964803599999999	-0.180972644	-0.0178240189	0.0016081732000000001	0.0757445692	-0.049323329900000004	-0.1571738997	0.0229521416	-0.1560970181	-0.024803516	-0.1114407769	-0.0516767004	0.0274995412	-0.0389466392	-0.0362512686	-0.041048934	-0.1132881709	0.107612505	0.10695260029999999	0.105855755	0.1043264501	0.0	-0.0301007	-0.0178894	0.00090605214049	0.00032003063236000004	0.0659415	0.0481838	0.00434828142225	0.00232167858244	0.159472	0.017678	0.000312511684	0.025431318783999998	0.000859822	-0.000244248	7.39293871684e-07	5.9657085504e-08	0.000148161	6.863310000000003e-05	2.1951681921e-08	4.710502415610003e-09	0.00010025700000000004	-0.000264001	1.0051466049000009e-08	6.969652800099999e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
756.6000030060692	2.8433531218583994	8.084656975581906	572443.5645487839	1253.0854095021602	-9.379810726913547	87.98084927272245	1570223.043507197	768.2606232118852	-0.4413518722165009	590224.3851779143	0.1947914751090105	883.7021601974565	680.9223229990265	1.257116	24.559416	0.09127945	0.0457172	-0.0389183794	0.09877585609999999	0.0681651248	-0.0910216184	0.06496070129999999	0.1244161047	0.0713244287	-0.0768877841	0.0769911029	0.1533539285	-0.0826416811	-0.0486793127	-0.1197645538	-0.0375163437	-0.0355032599	-0.0207689107	-0.0156373694	0.2657717386	-0.0855576931	-0.0385283938	-0.0938482134	0.0389331993	0.01442981	-0.1298144167	-0.019617941	0.0764212829	0.0876141926	0.0511319561	0.11464385939999999	0.0263607111	-0.012186253000000001	0.0496660802	0.0238392662	-0.008236887	0.0672433519	0.09824128359999999	-0.1125182718	-0.0914098975	-0.0038752721999999996	0.0109476772	-0.0814291628	0.0582281595	0.11803311640000001	0.1310698213	-0.0230764306	0.0750809907	-0.0711057907	0.0619970503	0.1648408317	0.0402270013	0.0953528625	-0.0472693787	0.0688257787	-0.0855833454	-0.1844748994	-0.09133783640000001	0.0722576479	0.0075174524	-0.0191014691	-0.1433423289	-0.0181731818	-0.062050317699999996	0.1074687374	0.1063790877	0.1045711815	0.10205722539999999	0.0	-0.0318875	-0.0017867999999999981	0.00101681265625	3.192654239999993e-06	0.0934607	0.027519199999999997	0.00873490244449	0.0007573063686399996	0.12275100000000005	-0.03672099999999995	0.0013484318409999962	0.015067808001000013	0.00045503	-0.00040479199999999996	2.070523009e-07	1.63856563264e-07	0.000148161	0.0	2.1951681921e-08	0.0	0.0	-0.00010025700000000004	0.0	1.0051466049000009e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
758.5400298034167	1.9400267973475136	3.763703974426452	575382.9768141683	1254.3723325446754	1.2869230425151272	1.656170917356392	1573449.9486535697	771.0946680354338	2.8340448235485383	594586.9870726758	8.031810061882265	884.9549291741306	688.0968163328513	1.302266	25.441473	0.14910445	0.0762478	-0.09307527550000001	0.0156797799	0.0854205699	0.0844342127	-0.0511205009	0.1715851377	-0.015723415600000002	-0.0285297034	0.10480964970000001	0.0280090411	-0.0574864699	0.1482039156	0.11249844369999999	-0.0984381609	-0.049826368600000004	0.0061634881	0.0705908613	0.0139072051	0.0013882341	0.16886170190000002	0.0370841506	-0.048036806200000004	-0.1125046898	-0.1298029482	0.0534057344	-0.0437220159	-0.0149969275	0.0913973779	-0.0245503837	0.0061237502	-0.0342606378	0.0014254032	-0.024168077200000002	0.0005690662	0.1598570649	0.0752640621	-0.10934186230000001	-0.003503966	-0.044130817	-0.0358992091	-0.0622208515	-0.0417543952	-0.0499355768	0.1512710122	0.0086141431	-0.167048637	0.0072852101	0.0031023808000000003	0.0504371594	0.018766568	-0.1542729877	0.0169498714	0.0780527679	-0.0701902375	0.025416031600000003	0.1650664325	0.0071530093999999985	0.0940510982	-0.0421940528	0.0304635958	0.1207651998	-0.0797379309	0.1072891178	0.1056636333	0.10297271	0.0992434813	0.0	-0.048691000000000005	-0.016803500000000006	0.0023708134810000005	0.0002823576122500002	0.036974	-0.0564867	0.001367076676	0.0031907472768899995	0.112249	-0.010502000000000051	0.00011029200400000113	0.012599838001	0.00124533	0.0007903000000000001	1.5508468089e-06	6.245740900000002e-07	0.000664106	0.0005159450000000001	4.4103677923600005e-07	2.661992430250001e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
758.7278399829257	0.1878101795090288	0.035272663527213616	575667.9351651561	1260.435297152417	6.0629646077416055	36.75953983472732	1588697.1383077018	771.8009923347289	0.7063242992951473	595676.7717688723	0.4988940157747808	887.9179235205182	700.1962327265221	1.09374	21.367647	0.16629546500000006	0.0961316	-0.0895306639	-0.0476862621	-0.0797063006	0.0132777111	-0.0766065322	0.040906784700000004	-0.0854344006	0.0082051001	-0.11763710710000001	-0.0677283471	-0.0649704771	0.011467186200000002	0.0989199585	0.033745095	-0.0201105976	-0.0764633689	0.007463250500000002	0.045550364100000004	-0.1733382917	0.0626071914	0.0798549898	-0.09560953900000001	0.0748205999	0.0143279216	-0.1415384518	-0.027017137000000004	0.1012046748	0.006383770899999999	-0.11696121039999999	0.1236654774	-0.055049962599999995	-0.011658341200000002	0.0290543542	0.0361443841	0.0504646237	0.0692597784	-0.027986246800000003	-0.1338470317	-0.0707837286	-0.0313301615	0.0130383902	0.0563224675	0.07173541650000001	0.020454379499999998	0.0438797474	-0.0807617642	0.0201489297	-0.1281726892	-0.025206772000000002	0.0064495431999999995	-0.026777623599999998	-0.09362834310000001	-0.08698819949999999	-0.0058138847999999995	-0.0859831685	0.0663818613	0.1637554981	0.0730257982	-0.13001382849999998	-0.07769613809999999	-0.0359968321	0.1579542702	0.1070737061	0.1048071914	0.1010651385	0.09590023019999999	0.0	-0.036007800000000006	0.0126832	0.0012965616608400007	0.00016086356223999994	0.112883	0.075909	0.012742571689	0.005762176281000001	0.111552	-0.0006970000000000032	4.858090000000046e-07	0.012443848704	1.76397e-05	-0.0012276903	3.1115901609e-10	1.5072234727140898e-06	0.000524823	-0.00013928300000000006	2.75439181329e-07	1.9399754089000008e-08	0.000173152	0.000173152	2.9981615104000005e-08	2.9981615104000005e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
758.6011869377112	-0.1266530452145389	0.016040993862116038	575475.7608233042	1258.530361920985	-1.9049352314320915	3.628778235951236	1583898.6718769653	772.1385514486916	0.3375591139626977	596197.9426332838	0.1139461554192815	886.3895040553947	701.3772216707123	1.048533	20.484478	0.14504811499999998	0.0858	-0.0892964176	-0.0508580698	0.0138617054	0.0051734783	0.0675943224	0.051320110599999996	-0.0609344282	0.0231406174	-0.0402901954	-0.04479951	0.119722275	-0.051480098099999996	-0.0595537835	-0.0975609141	-0.0170963737	-0.0316850998	0.0793063406	0.0146099728	-0.0764137085	0.1602970645	0.024085161	-0.11255389269999999	-0.0089673957	-0.104850629	-0.0049391381	-0.0164244059	-0.0272836388	0.0483488828	0.0601429601	-0.037225252	-0.0735366668	0.057990547300000014	-0.098008705	0.0002969518	0.0147266442	0.0195049364	0.0853409733	0.0082366589	-0.0200149575	-0.0313929986	0.1427654965	-0.0325909967	0.0367040229	0.0449746267	0.036596636	0.0677973913	0.14938258880000002	-0.0466297885	0.1224968685	-0.0173102622	-0.050923320700000003	-0.0510838896	-0.08079034730000001	-0.012694152	0.0383167917	0.1207420727	-0.030872317000000007	0.1518595419	-0.1466911342	-0.0354001578	-0.0178948902	-0.0403349071	0.1068225743	0.103810905	0.0988541933	0.09204531	0.0	-0.0486668	-0.012658999999999995	0.0023684574222400004	0.00016025028099999993	0.0353836	-0.0774994	0.00125199914896	0.006006157000359999	0.115643	0.004091000000000011	1.6736281000000094e-05	0.013373303449000002	0.000829456	0.0008118163	6.87997255936e-07	6.590457049456901e-07	0.000493817	-3.100599999999998e-05	2.4385522948900003e-07	9.613720359999987e-10	0.0	-0.000173152	0.0	2.9981615104000005e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
758.5807306770665	-0.02045626064466433	0.00041845859956244247	575444.7249545521	1261.0081330117346	2.477771090749684	6.139349578154879	1590141.5115217406	771.1510002676483	-0.9875511810432728	594673.8652137945	0.9752573351799628	886.8939481099542	689.2785787239294	1.093033	21.353832	0.14384945	0.0864915	-0.09667189109999999	-0.0211803067	0.026031736099999998	0.1327213753	-0.0905368968	0.0103804488	-0.0426494647	0.08311757730000001	-0.0291898867	-0.06361815	-0.0709091133	0.1379542005	0.0553418151	-0.0087162883	-0.005131155300000001	0.0028932766	-0.015054318600000003	-0.0552730209	0.0659847177	0.1760211043	0.0171022062	0.0083263415	0.030587364300000006	-0.11196791210000001	-0.043179465199999996	-0.0741568192	-0.0023356376	-0.0551886862	-0.1056688959	0.0532550293	-0.0055187659	0.0426968716	-0.0238410948	-0.026028553500000003	-0.1760238706	0.010564353500000002	0.1012372965	-0.015052261200000003	-0.034585651	-0.1208501765	0.0838087635	0.0609873828	-0.011487384299999999	-0.007614294699999999	0.0068317105	-0.1537195089	0.0450701416	0.0055565312	-0.0571501363	0.0501890626	-0.0537309977	0.027218203700000002	-0.0897803407	-0.0441533618	0.0936667757	0.0150313073	0.0058128271	0.08322750450000001	-0.10160092550000001	0.20865765760000002	0.048278392	-0.0069809486	0.10653580609999999	0.1026761034	0.096346511	0.0876992882	0.0	-0.0487501	-8.329999999999449e-05	0.00237657225001	6.9388899999990825e-09	0.106066	0.07068239999999999	0.011249996356000002	0.004996001669760001	0.09158510000000003	-0.024057899999999997	0.0005787825524099997	0.008387830542010003	0.00126022	0.000430764	1.5881544484e-06	1.8555762369600002e-07	0.00104357	0.0005497529999999999	1.0890383449e-06	3.0222836100899995e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
