global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	cosine00	cosine01	cosine02	non_steady_state_outlier00	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28	motion_outlier29	motion_outlier30	motion_outlier31	motion_outlier32	motion_outlier33	motion_outlier34	motion_outlier35	motion_outlier36	motion_outlier37	motion_outlier38	motion_outlier39	motion_outlier40	motion_outlier41	motion_outlier42	motion_outlier43	motion_outlier44	motion_outlier45	motion_outlier46	motion_outlier47	motion_outlier48	motion_outlier49	motion_outlier50	motion_outlier51	motion_outlier52	motion_outlier53
768.7950300928967	n/a	n/a	591045.7982955379	1374.49526573457	n/a	n/a	1889237.235526746	775.4134673339978	n/a	601266.0453229329	n/a	924.9228596036618	699.4267755853647	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	n/a	0.0	n/a	0.0	n/a	0.0	n/a	0.0	n/a	n/a	0.0	0.0	n/a	0.0	n/a	-0.0	n/a	0.0	n/a	0.0	n/a	0.0	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
758.6056550474777	-10.189375045418958	103.82336381620657	575482.5398700128	1322.2282206568484	-52.267045077721605	2731.844001156582	1748287.4675013754	774.9243673763956	-0.4890999576022068	600507.7751537069	0.2392187685264805	914.5780642007396	688.4561480280291	1.46991	34.254189000000004	0.071522182031	0.0381136	-0.08201283849999999	0.0964925665	0.0461429182	0.1627227971	0.0576309622	-0.0666508229	-0.0417549616	-0.10362494259999999	0.0240085241	-0.1745814445	0.0998568158	-0.146038572	0.0168676424	-0.0896350354	0.0679163873	-0.1386224401	0.0628440417	-0.0962660536	0.0862071577	0.0270771725	-0.051076036	0.0467616703	-0.1128703593	0.0114062092	-0.1342479239	0.0209925198	-0.20592207199999998	0.0467471296	-0.000261845	0.0314205038	-0.0574579014	0.0377158849	-0.0797348006	-0.12635493679999998	0.1601596374	-0.1121046623	0.0760703012	-0.15161486529999998	0.0229630375	-0.1091036161	0.0133992725	-0.2535543395	0.1128608806	0.1128439341	0.1128156919	0.0	2.52031e-07	2.52031e-07	6.351962496099999e-14	6.351962496099999e-14	0.013375	0.013375	0.000178890625	0.000178890625	0.032459800000000004	0.032459800000000004	0.0010536386160400002	0.0010536386160400002	0.0004481930000000001	0.0004481930000000001	2.0087696524900004e-07	2.0087696524900004e-07	3.55345e-24	3.55345e-24	1.2627006902499998e-47	1.2627006902499998e-47	6.554960000000001e-05	6.554960000000001e-05	4.2967500601600015e-09	4.2967500601600015e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
757.2783971876131	-1.3272578598646303	1.7616134265724392	573470.5708470403	1314.213839405588	-8.014381251260373	64.23030684055381	1727158.015685177	775.1574343582562	0.2330669818605884	600869.0480408742	0.05432021803360384	911.3349724903377	659.1733570191901	1.3032700000000002	30.370884000000004	0.30245377296899995	0.186772	-0.0501192403	-0.050601589599999997	0.0737477861	0.1466370162	0.11078327460000001	0.009312899	-0.075591313	-0.0862814773	-0.0461563	-0.066216865	0.1493934121	-0.0295717221	0.050652059299999996	0.0141113951	0.0860497453	-0.0849536921	0.0351497927	-0.1142226024	0.1431071667	0.022190277999999997	-0.0656845764	-0.0196798797	-0.1177638092	0.049070961399999995	0.10070298429999999	-0.048238166299999996	-0.0528850092	0.0011880471	-0.08515189570000001	-0.11407490199999999	0.0352192321	0.022315875	-0.0056346621	-0.1393663296	0.0742354588	-0.0641367513	0.0576860312	-0.044449182000000004	0.1485351795	-0.0670897677	-0.0937120756	-0.0508842663	0.1128156919	0.1126632248	0.11240926539999999	0.0	0.00282472	0.002824467969	7.979043078400001e-06	7.977619307906986e-06	0.17211300000000002	0.15873800000000002	0.029622884769000005	0.02519775264400001	0.0932422	0.060782399999999986	0.00369450014976	0.00869410786084	-0.00101864	-0.001466833	1.0376274495999998e-06	2.1515990498889997e-06	6.97955e-05	6.97955e-05	4.87141182025e-09	4.87141182025e-09	0.0	-6.554960000000001e-05	0.0	4.2967500601600015e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
754.9601831435973	-2.318214044015804	5.374116353872106	569964.878132214	1291.4493129034213	-22.76452650216675	518.2236668678521	1667841.327798719	774.0632687926293	-1.094165565626895	599173.9440939303	1.1971982850036231	905.1775372758927	683.8536311239866	1.444184	33.65469	0.421774845	0.32057	-0.1185818335	0.0882955332	-0.091897445	-0.0345902362	0.1248803458	-0.1107117727	0.0391105527	-0.0658114966	0.044638693300000004	-0.1489376949	0.0764438687	-0.10598738810000001	0.1063387073	-0.1481136767	0.0524850959	-0.1197078382	-0.1400694716	-0.0828355055	-0.14857648240000002	-0.2056428787	-0.1445395922	0.0667271257	-0.0505605338	0.021098082799999997	-0.06243606440000001	-0.022688929700000002	-0.1028395984	0.0652834724	-0.009321783299999999	0.0740363372	-0.0605891747	-0.0256802386	-0.10538258380000001	0.0326794679	0.0272529874	0.06262910370000001	-0.0519644726	-0.1027842939	0.0656496402	-0.1581124771	0.033752348700000004	-0.17290172269999998	0.1127253327	0.1123020954	0.1115978766	0.0	0.0	-0.00282472	0.0	7.979043078400001e-06	-0.144542	-0.316655	0.020892389764	0.10027038902500003	0.0621305	-0.031111700000000003	0.00096793787689	0.00386019903025	0.00033523300000000005	0.0013538729999999998	1.1238116428900004e-07	1.832972100129e-06	-0.0	-6.97955e-05	0.0	4.87141182025e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
753.6005493356827	-1.3596338079146335	1.8486040916244464	567913.7879590427	1291.0614795340014	-0.3878333694199228	0.15041472243561027	1666839.7439365247	773.7794116319928	-0.28385716063644395	598734.577865553	0.08057488764458394	906.1412492478528	651.1637241264987	1.369603	31.916679	0.236414555	0.198	-0.07825935690000001	-0.059146015499999996	-0.0159050629	0.1425087049	-0.055487331699999996	-0.059117784699999995	-0.0103279584	-0.06707040339999999	-0.1429422624	-0.033928219100000004	0.123154199	0.0052669363	-0.0150501653	0.0103225875	-0.069857148	-0.018998407	0.0542103875	-0.1145069311	0.0916445276	-0.1095388909	0.0944603154	-0.0204478302	0.1609054676	-0.0304897358	0.0004958256	0.059403341100000014	0.19490613899999998	0.040621668900000005	0.0565521166	0.1309078891	-0.0252864181	0.0555219974	-0.04654167	-0.0550761941	-0.0021855308	-0.09836894539999999	-0.1405549435	0.0007638387	0.0864786018	-0.1348005576	0.0036699298	0.0032846314000000002	0.1125898391	0.1117611244	0.1103844485	0.0	0.0	0.0	0.0	0.0	0.052557500000000014	0.19709949999999998	0.0027622908062500014	0.038848212900250007	0.0858653	0.02373480000000001	0.0005633407310400003	0.007372849744090001	2.36279e-05	-0.00031160510000000004	5.582776584099999e-10	9.709773834601002e-08	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
752.0101688033075	-1.5903805323752067	2.529310237758046	565519.293983579	1287.3658478866778	-3.6956316473235797	13.657693272699596	1657310.8263049847	773.275295447622	-0.5041161843707869	597954.6825496071	0.2541331273445612	904.2437303839804	652.5781010451343	0.955055	22.256226	0.0522247241	0.0361774	-0.0890843974	-0.0383250331	-0.0556004439	0.011858659099999998	0.08712283539999999	-0.0508310258	0.0333060423	-0.132904243	0.028013271699999998	-0.0909448605	0.1522680982	0.08280105389999999	-0.0482139117	-0.0201548278	-0.008730973199999999	-0.0047036665	-0.0214420582	-0.0572377471	0.030130099599999998	0.0234380956	0.0052087855	0.1994240839	0.0063201657	0.00211056	0.0208830906	0.0404768083	-0.0013311441	0.0062975927	0.0653361098	0.021757949300000003	-0.0183402173	0.09695516970000001	-0.0564061598	-0.0003948819	0.020306943	0.0539645396	-0.1247710305	-0.1114509287	0.0949150204	-0.10843228320000001	-0.0399349544	0.0035974153999999998	0.11240926539999999	0.111041178	0.1087733526	0.0	-3.50791e-05	-3.50791e-05	1.23054325681e-09	1.23054325681e-09	0.0871741	0.0346166	0.007599323710810002	0.0011983089955599998	0.0863401	0.00047479999999999755	2.254350399999976e-07	0.007454612868010002	-0.00012348900000000004	-0.00014711690000000004	1.524953312100001e-08	2.164338226561001e-08	-0.0	0.0	0.0	0.0	-0.000194848	-0.000194848	3.7965743104e-08	3.7965743104e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
752.3770177831927	0.3668489798852761	0.1345781740428677	566071.1768883307	1288.2475709356536	0.8817230489758003	0.7774355350951816	1659581.8040216118	774.2495204792704	0.9742250316483024	599462.3199623801	0.9491144122901356	903.4592931366826	646.2757278687692	0.84011	19.577581	0.09467494293	0.0589143	-0.0574040116	-0.0370796522	-0.0184920102	0.030842337	0.037052535899999996	-0.0261955541	-0.0328321219	-0.0833273278	-0.0439375567	-0.024272811600000003	0.0672480859	-0.041234543	-0.10551465900000001	0.0538857759	-0.01419656	-0.1659919642	0.027234303999999997	-0.0637768741	0.0198659757	-0.1100285216	-0.010788663600000001	-0.2088124518	0.0804185285	-0.1287976445	-0.1440516168	0.0750014336	0.039727991000000004	-0.014583471	0.1206111346	-0.1412905545	-0.0199555029	0.1513256361	-0.0167702636	-0.0341251704	-0.0616702478	0.0409288581	-0.11892674060000001	-0.027806362299999998	0.0416377583	-0.0898981538	0.0451201034	0.043762843499999995	0.11218368390000001	0.1101434092	0.1067703929	0.0	-9.79617e-06	2.5282930000000007e-05	9.59649466689e-11	6.392265493849001e-10	0.117006	0.029831899999999995	0.013690404036000001	0.0008899422576099996	0.132804	0.0464639	0.00215889400321	0.017636902416	-0.000346529	-0.00022303999999999995	1.20082347841e-07	4.9746841599999985e-08	-0.0	0.0	0.0	0.0	-5.08108e-05	0.00014403719999999998	2.58173739664e-09	2.0746714983839993e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
751.9129859719645	-0.4640318112282102	0.2153255218317333	565373.1384732757	1283.7997415929096	-4.447829342743943	19.783185862174026	1648141.7765140214	773.8997307263103	-0.3497897529600777	598920.7932182555	0.12235287127587223	904.2995687756328	645.6619440672025	0.8703159999999999	20.281498000000006	0.13898553617000006	0.100827	-0.10408082460000001	-0.071924063	-0.0809871459	-0.0287744094	0.0455056136	-0.0749066521	0.023008303799999998	-0.1140781455	0.0243292317	-0.06681622059999999	0.0802248679	0.05793872820000001	-0.062098260999999995	0.019220674099999998	-0.049077834800000004	-0.0671112091	-0.0629179066	-0.1545141186	0.0432266154	-0.11794141720000001	0.13947733810000001	0.0066939831	-0.057854337	-0.0477284438	0.0037112774	0.0346273192	0.1158473609	0.028428096	-0.0227270158	-0.0165662904	-0.0585347099	0.0191020998	-0.0830454083	0.0231992478	0.0182280826	0.0957855852	-0.06890570830000001	-0.027666222999999997	0.064034546	-0.14634423470000002	-0.034173613	0.0014977464999999998	0.11191318480000001	0.10906925560000001	0.1043827854	0.0	0.0	9.79617e-06	0.0	9.59649466689e-11	0.024583	-0.092423	0.0006043238890000001	0.008542010929000001	0.0929549	-0.03984910000000001	0.001587950770810001	0.008640613434009998	-0.000263267	8.326199999999996e-05	6.930951328900003e-08	6.932560643999994e-09	-0.0	0.0	0.0	0.0	0.0	5.08108e-05	0.0	2.58173739664e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
755.8772186368183	3.9642326648537387	15.715140621093378	571350.3696541324	1291.2964670446954	7.496725451785778	56.20089249945268	1667446.5658021122	776.192733791215	2.293003064904724	602475.1599902799	5.257863055662456	904.6789375601984	653.1798223387989	1.234493	28.768131	0.3526771	0.24677	-0.0016778182	0.0103828545	0.0068341207	-0.0368577381	0.0309986848	0.0411376638	-0.0929884394	-0.0101087442	0.0351774992	-0.0007412664999999999	0.0002742771	-0.0739553711	-0.1055988383	0.1383462668	0.014335703899999996	-0.1528495018	-0.028196101299999998	-3.45509e-05	0.0673919095	-0.012210493999999999	-0.015339384	-0.095534504	0.11375383380000001	-0.1016759765	0.1258952773	-0.0073048077	0.1577722464	-0.0983605488	-0.0103542029	-0.0233965275	0.1144545793	-0.0042816494	0.025516970299999997	-0.039043515699999996	-0.0561603113	0.1401451162	-0.0261855952	0.045432701500000006	-0.0929716705	-0.0760682104	0.0513247221	0.0125016859	0.1115978766	0.1078204375	0.1016191316	0.0	0.0	0.0	0.0	0.0	0.224681	0.200098	0.050481551761	0.040039209604	0.238161	0.1452061	0.021084811477210003	0.056720661921	-0.000115807	0.00014746000000000006	1.3411261249000005e-08	2.1744451600000008e-08	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
757.2548281419338	1.3776095051155153	1.8978079485846149	573434.8747442696	1289.132264749619	-2.164202295076393	4.683771574013927	1661861.996018482	774.8420935961177	-1.3506401950972986	600380.2700084149	1.8242289366124689	902.568526715881	707.9573301156132	1.584073	36.914593	0.42047614	0.247513	-0.0438028728	0.2744393726	-0.0392431636	-0.045699682699999994	0.0299741452	-0.05424019150000002	-0.0065507041000000005	0.0033639899	0.0888977666	-0.030580965499999998	0.1447486864	-0.0041001091	-0.0518636164	-0.075283129	0.06194669730000001	-0.06347406	0.0302777071	0.1064807002	0.1154545585	0.0208585239	-0.025279798	0.017991304399999998	0.1623855943	0.0715822003	0.1255141598	0.0170414535	0.0068053613	0.032768098100000004	-0.078840878	-0.2030846514	0.0630770886	-0.1381938503	-0.0209968457	0.0535407191	-0.146027825	0.08745037	-0.0185853701	-0.0183562671	-0.0427544959	-0.071853433	-0.158404087	0.0262925325	0.11123788539999999	0.1063989547	0.09848938759999999	0.0	-0.0354135	-0.0354135	0.00125411598225	0.00125411598225	0.008390659999999998	-0.21629034	7.040317523559998e-05	0.0467815111773156	0.17807	-0.06009100000000001	0.003610928281000001	0.031708924900000005	-0.00185131	-0.0017355029999999998	3.4273487161000006e-06	3.011970663009e-06	-0.000306983	-0.000306983	9.423856228899999e-08	9.423856228899999e-08	0.00013114	0.00013114	1.71976996e-08	1.71976996e-08	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
