global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	cosine00	cosine01	cosine02	cosine03	non_steady_state_outlier00	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28	motion_outlier29	motion_outlier30	motion_outlier31	motion_outlier32	motion_outlier33	motion_outlier34	motion_outlier35	motion_outlier36	motion_outlier37	motion_outlier38	motion_outlier39	motion_outlier40	motion_outlier41
755.3534192058714	n/a	n/a	570558.787906001	1281.6485661691675	n/a	n/a	1642623.0471634828	758.2897952798493	n/a	575003.4136255557	n/a	884.6107033962116	682.8583821349615	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	n/a	0.0	n/a	0.0	n/a	0.0	n/a	0.0	n/a	n/a	0.0	0.0	n/a	0.0	n/a	-0.0	n/a	0.0	n/a	0.0	n/a	0.0	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
750.1628194519466	-5.1905997539248565	26.94232580544479	562744.2556880938	1263.6822586873454	-17.966307481822017	322.78820453137365	1596892.850921151	759.8696710066887	1.5798757268394183	577401.9169158132	2.4960073122563804	882.7183699836309	648.3046587045735	1.567467	36.289658	0.235828715	0.128849	-0.014481626200000004	-0.0787734388	-0.0174763075	0.023144744900000003	-0.0976177747	-0.1672169566	0.1672371351	0.1129577318	0.05948755450000001	-0.0684069908	0.0093549746	-0.0741491983	0.0058973394	-0.024971019100000002	0.0369280613	-0.0957548637	0.1077538575	-0.08746300580000001	0.0106072	-0.0141096211	0.1159930236	-0.0350038411	0.0502366948	-0.016256856200000003	0.0101508668	0.0286665421	-0.0763754821	-0.1660026935	0.0471021821	-0.1940241441	0.021943976299999998	-0.0685514855	0.0910801056	-0.0528938602	0.1069390453	-0.0640449231	0.0234973324	-0.09400257710000001	-0.1111934954	-0.0228762266	0.10632674339999999	-0.0305463706	0.0680781225	-0.0777149554	0.0049322368	-0.11184948289999999	0.1252173186	-0.0273033242	0.1330900115	-0.0445010914	0.050557483099999995	-0.0797129125	0.1078282764	0.10781478650000001	0.10779230449999999	0.1077608324	0.0	0.0191922	0.0191922	0.00036834054083999994	0.00036834054083999994	0.08682969999999998	0.08682969999999998	0.007539396802089997	0.007539396802089997	0.0572641	0.0572641	0.00327917714881	0.00327917714881	-0.00138965	-0.00138965	1.9311271225e-06	1.9311271225e-06	6.12043e-05	6.12043e-05	3.74596633849e-09	3.74596633849e-09	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
747.1379725932696	-3.0248468586769377	9.149698518447737	558215.1500907814	1242.3832595344454	-21.298999152900024	453.6473649152359	1543516.1635714332	758.367082872246	-1.5025881344427034	575120.6323841601	2.257771101768004	876.417781821395	636.3679547833086	0.924671	21.407782	0.074276985	0.0541366	0.0035236262	-0.0096357426	-0.0604548714	-0.0265529888	-0.0093523972	-0.0302289442	-0.0598747233	0.0672511138	0.1181827628	0.003000075	-0.026185718900000002	0.032762638	0.10271127769999999	0.0581495331	-0.0516448696	-0.0062756423	-0.0952723215	-0.0589927078	-0.0150102416	0.00449922	0.0601852328	-0.0652627795	0.0689579401	-0.0248840475	0.0402498524	0.1225410185	0.005277383	-0.06555764230000001	-0.0225355466	0.1059942835	0.0043215041	0.0816480639	0.0061487474	-0.0250877	-0.0912069787	-0.1474460319	-0.1503856927	-0.083279527	-0.0109052077	0.0041885803000000004	-0.07960483780000001	-0.1009218825	-0.05633013570000001	0.0701255207	0.0414934758	-0.0129953325	0.076694473	-0.06409127889999999	-0.0340461348	-0.0743980666	0.0191124889	0.0351606798	0.10779230449999999	0.1076709289	0.1074687374	0.1071858817	0.0	0.0191277	-6.449999999999859e-05	0.0003658689072900001	4.160249999999818e-09	0.0352896	-0.05154009999999999	0.0012453558681600001	0.0026563819080099985	0.056255200000000005	-0.0010088999999999931	1.0178792099999862e-06	0.003164647527040001	-0.00139153	-1.879999999999894e-06	1.9363557409e-06	3.5343999999996013e-12	0.00031580700000000003	0.0002546027000000001	9.973406124900002e-08	6.482253484729004e-08	-0.000176787	-0.000176787	3.1253643369e-08	3.1253643369e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
746.3123079182883	-0.8256646749813399	0.6817221555120416	556982.0609503221	1237.8229871193566	-4.560272415088775	20.79608449981961	1532205.747441087	759.0112459196422	0.644163047396205	576098.0714324876	0.41494603163076543	874.3050963436801	644.2533921190914	0.900279	20.843054	0.10345242999999996	0.0517099	-0.026286025299999998	0.042793356	-0.0305882606	0.021413155899999998	0.0190064783	-0.043709810599999996	0.0151862792	0.061416343	-0.09580714119999999	-0.0083026166	0.0612762068	-0.0489387747	-0.0535458058	-0.0762222515	-0.0661762071	-0.014452408100000001	-0.021063765499999998	0.07153271929999999	-0.0434638577	0.126973136	-0.07422496049999999	0.0416300046	0.0292059106	-0.041711304	-0.0301298417	0.09423708039999999	-0.0294052731	-0.0609768072	-0.0374983918	0.0778475463	-0.055540539699999995	-0.047111587999999996	0.1149516757	-0.0186949331	-0.0097609052	-0.0948775385	0.07979992309999999	-0.0376618104	-0.0215617156	0.0283675333	0.0938366232	0.046213519800000005	-0.0413834951	0.0070956526	-0.0379735823	0.0786965688	-0.015275161200000003	-0.1157630169	-0.1089392209	0.014569791399999999	0.048861953799999996	0.0239767002	0.1077203727	0.10738340560000001	0.1068225743	0.10603904800000001	0.0	0.00494398	-0.01418372	2.44429382404e-05	0.0002011779130384	-0.00453436	-0.03982396	2.05604206096e-05	0.0015859477900815998	0.0556567	-0.0005985000000000018	3.582022500000021e-07	0.00309766825489	-0.000744348	0.0006471819999999999	5.54053945104e-07	4.188445411239999e-07	0.00016285099999999996	-0.00015295600000000007	2.6520448200999988e-08	2.3395537936000025e-08	0.0	0.000176787	0.0	3.1253643369e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
747.4760801685846	1.163772250296347	1.3543658505598233	558720.4904241924	1233.1235958976406	-4.699391221716041	22.08427785474179	1520593.8027595275	758.417969358332	-0.5932765613101765	575197.8162456158	0.3519770782000276	874.2464546612531	669.0571140405989	1.18443	27.42165	0.08954402999999997	0.0515005	-0.16814611829999998	0.0062817651	0.0683378655	-0.11560069939999999	0.1366628151	0.0588645995	-0.0540782914	0.0219961342	0.0718659346	0.014297288799999999	-0.0216822892	0.050377970999999994	0.0068662993999999995	0.012423926799999999	0.075495185	-0.0379754706	-0.0041645617	-0.0958822593	-0.0712067233	0.08415660109999999	0.1280331421	0.0764194622	-0.0721300673	-0.10547177279999999	0.0478127379	0.0466165521	-0.0870819741	0.0602690008	0.0590230809	-0.067777306	-0.0502925284	0.0976859171	0.0217507366	-0.1906523279	-0.053676288499999995	0.0119098529	-0.0144986009	0.1395134194	0.0404169142	0.006835210600000001	-0.0603723972	-0.0414391836	0.0217183989	-0.0138419093	0.0570642542	-0.009400306899999999	-0.0309239981	0.0558753729	0.1121197842	-0.15154955720000002	0.0168816701	0.0829000588	0.107612505	0.10695260029999999	0.105855755	0.1043264501	0.0	0.02172	0.01677602	0.00047175839999999994	0.00028143484704039995	0.0412133	0.04574766	0.0016985360968900002	0.0020928483954756	0.055709900000000014	5.3200000000003245e-05	2.830240000000345e-09	0.0031035929580100013	-0.00112084	-0.0003764919999999999	1.2562823055999998e-06	1.4174622606399988e-07	-0.0	-0.00016285099999999996	0.0	2.6520448200999988e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
747.7153477634688	0.2392675948841543	0.05724898196164777	559078.2412810451	1234.233691861108	1.1100959634673018	1.2323130481063969	1523332.8061251002	758.8339813486999	0.4160119903679061	575829.0112495191	0.17306597612986674	874.6142776802948	629.3585883178267	1.462414	33.857475	0.11922219999999994	0.05989700000000001	0.054837367000000005	0.0342451255	0.028366869	0.047018787699999995	-0.010336766899999999	0.06588541349999999	0.0787678408	0.0794968617	-0.0605187048	0.0165566344	0.0206365798	0.0131474903	0.0079430039	-0.12081666869999999	0.034497642599999996	-0.0378949162	0.1043101934	0.0670620128	-0.12889648480000002	-0.0653424683	0.037500574	0.0483180738	0.0191088101	-0.0394678762	-0.028038397000000003	-0.0652466354	0.0098182214	0.061694853499999994	-0.0388649762	0.0466486609	0.011195085	-0.04817984	0.0505637268	-0.015589018100000001	-0.023764817400000002	0.1419102458	0.1261059056	-0.0643432731	0.0444549685	0.0406277064	0.0911975198	-0.0477094831	0.0739398054	0.0049928109	-0.07817345099999999	0.0336786407	-0.0461572946	-0.012210458600000001	0.074096772	-0.0352675283	-0.0432065924	0.038837454300000004	0.1074687374	0.1063790877	0.1045711815	0.10205722539999999	0.0	0.0019481	-0.019771900000000002	3.7950936099999985e-06	0.00039092802961	0.0181619	-0.0230514	0.00032985461161000003	0.00053136704196	0.0369469	-0.01876300000000001	0.0003520501690000003	0.0013650734196099998	-0.000293777	0.0008270629999999997	8.6304925729e-08	6.840332059689998e-07	0.000325655	0.000325655	1.06051179025e-07	1.06051179025e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
747.5065534099252	-0.20879435354356699	0.04359508207167605	558766.0473907854	1230.922483979822	-3.311207881286009	10.96409763309058	1515170.161567055	758.2812343768959	-0.5527469718040265	574990.4304081489	0.3055292148385213	874.1803837116264	634.6358006196006	0.8516879999999999	19.718098	0.09646945	0.06871050000000001	0.027971972799999998	-0.044535300800000004	0.11361594130000001	-0.040070536000000004	-0.0205712363	0.024196849500000003	0.025918978399999997	-0.0874211814	0.0833379931	0.0087027177	-0.0759006054	0.0755951709	-0.0233890467	0.0804438822	0.0880935082	-0.1376684252	0.0041126152	0.0668365498	-0.0025938883	-0.0691613366	0.0006057774	-0.0077906726	-0.0447581742	0.10868372550000001	-0.019764113700000002	0.012541747800000001	0.027971916200000002	-0.0144757281	-0.0381519804	0.021648915	0.046526833600000005	-0.012620643300000001	0.10301665060000001	0.0128119538	0.169181571	0.08637862140000001	0.1365080552	0.062103299199999996	0.0141673763	0.031518471400000005	-0.103525811	0.0603718427	0.0616386786	-0.0794591994	0.05374732559999999	0.0098766514	0.0233512937	0.00081862	0.0811696074	-0.0814430288	0.012475153899999999	0.0409845017	0.1072891178	0.1056636333	0.10297271	0.0992434813	0.0	0.00198285	3.4750000000000275e-05	3.9316941225e-06	1.2075625000000191e-09	0.08501	0.06684810000000001	0.0072267001	0.00446866847361	0.0409608	0.004013900000000001	1.6111393210000007e-05	0.0016777871366400001	-0.000479576	-0.000185799	2.29993139776e-07	3.4521268400999997e-08	-0.0	-0.000325655	0.0	1.06051179025e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
746.0128270092938	-1.4937264006314308	2.2312185599433296	556535.1380623985	1237.0734582572998	6.150974277477872	37.834484562194426	1530350.7411246754	757.8771956773718	-0.4040386995241079	574377.8437277973	0.16324727071313233	873.2947407687869	636.3844368467162	0.95827	22.185652	0.0678547	0.0373863	0.0363203375	0.0427467327	0.023999089300000002	0.0536225616	-0.0186091218	-0.0453230504	0.0073473576	-0.0041745494	-0.0990297205	0.025822417	-0.0084771821	0.039138118300000004	-0.0056289172	-0.038011056	-0.0909385101	0.1196226165	-0.024659235699999997	0.0706838385	-0.0992233539	0.0197147236	-0.0787563071	0.028712055499999996	-0.0598148978	-0.0424651549	0.0262932348	0.010525307900000001	-0.12275220140000001	0.0721070464	-0.10094058119999999	0.0015683856	0.023266738199999998	-0.0412831931	-0.0790580673	-0.11984932279999999	-0.0322500551	0.0877595116	-0.0865043473	-0.005921458199999999	-0.008746442	0.045684887199999996	-0.0087079426	0.09912875380000001	-0.061651860999999995	0.0869113232	-0.0829655081	0.0429871041	-0.0146706551	-0.049451784699999994	-0.065520144	-0.0114104084	-0.0782512425	0.0382304015	0.1070737061	0.1048071914	0.1010651385	0.09590023019999999	0.0	0.0054342	0.00345135	2.9530529640000006e-05	1.19118168225e-05	0.0644232	-0.0205868	0.00415034869824	0.00042381633424000013	0.055638400000000005	0.014677600000000006	0.00021543194176000018	0.0030956315545600005	-0.000888395	-0.000408819	7.892456760250002e-07	1.6713297476100005e-07	0.00017396	0.00017396	3.02620816e-08	3.02620816e-08	-2.64698e-23	-2.64698e-23	7.0065031204e-46	7.0065031204e-46	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
745.6320714118558	-0.3807555974379966	0.1449748249803657	555967.1859179349	1230.5715320011157	-6.501926256184106	42.275045040856256	1514306.2953715727	758.8618791163658	0.9846834389940112	575871.3515760218	0.9696014750290728	873.1511577980467	657.1066955665733	1.147182	26.559301	0.09892069	0.0697395	-0.09190629539999999	0.0042443973	-0.041999015599999995	-0.0011190965	-0.2143871999	-0.0043668037	-0.051689130199999996	0.0086186193	-0.0182820497	-0.030725447599999997	0.0117971194	-0.0391202359	-0.1183666946	0.037421641400000004	0.0484268764	0.0824712611	-0.0179251251	0.0595416488	-0.0582483846	0.0965791027	-0.0099526603	-0.0932868257	0.0387486727	0.0823728429	-0.2242034105	0.012143288700000001	-0.1516483501	0.07216713429999999	0.0572397613	-0.027180991499999998	-0.1883710834	0.045596517999999996	-0.0005408537	-0.009292990899999999	0.10446134800000001	-0.0257369975	-0.011817161699999999	-0.09883727380000001	-0.026763905299999998	-0.0004343047	0.028074229300000003	0.040495354	0.0067760075	-0.1139032375	0.0195857978	0.14554102300000002	-0.1459277809	-0.0053238317	-0.0609731372	0.0435214997	-0.05085499	0.07851290179999999	0.1068225743	0.103810905	0.0988541933	0.09204531	0.0	0.0216708	0.0162366	0.0004696235726400001	0.00026362717956	-0.00157339	-0.06599659	2.4755560921e-06	0.004355549891628099	0.0556786	4.0199999999990244e-05	1.6160399999992154e-09	0.003100106497959999	-0.00105209	-0.00016369500000000005	1.1068933681000003e-06	2.6796053025000016e-08	0.000343211	0.00016925099999999998	1.1779379052100001e-07	2.8645901001000004e-08	0.0	2.64698e-23	0.0	7.0065031204e-46	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
748.0051892279636	2.373117816107765	5.631688169128088	559511.7631119615	1232.0768996495046	1.505367648388983	2.266131756816177	1518013.4866499356	760.3452501190045	1.4833710026387052	578124.8993785315	2.200389531469358	874.7854232323448	628.8326997946998	1.287953	29.818392	0.24632398	0.188129	0.0219277114	-0.0430823357	0.030275302599999998	-0.11430504949999999	-0.006617631600000001	-0.0030158858	-0.059254417699999985	0.0203267759	0.0806839995	-0.0599558916	-0.020129883799999998	0.0680035507	0.1063819988	0.0456706118	0.0243568522	-0.0623571887	0.0813996994	0.07274427530000001	-0.0283121715	0.0531883433	-0.1132096932	-0.0551029098	0.0377906229	-0.040418270299999996	0.1540193615	0.0155865977	-0.07596781009999999	-0.1323498409	-0.0534632705	0.0687213574	-0.0919515235	0.021432302799999997	-0.0859643664	-0.0097262432	0.1269779277	0.0009135028999999999	0.050409565499999996	-0.0058880489	-0.0299908758	0.0976626792	-0.1083530666	-0.0247098948	-0.041224716	0.0453642869	0.0804042352	0.0128391627	-0.0037014518	-0.0991562631	-5.38658e-05	0.035692295299999996	0.015175018899999997	0.09735551869999999	0.10653580609999999	0.1026761034	0.096346511	0.0876992882	0.0	0.0187542	-0.002916600000000002	0.00035172001763999995	8.50655556000001e-06	0.184944	0.18651739	0.034204283136	0.0347887367724121	0.0204474	-0.03523119999999999	0.0012412374534399994	0.00041809616676	-0.00136933	-0.00031723999999999983	1.8750646489e-06	1.0064121759999992e-07	0.000307983	-3.5227999999999995e-05	9.4853528289e-08	1.2410119839999993e-09	8.07078e-05	8.07078e-05	6.51374898084e-09	6.51374898084e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
