trans_x,trans_y,trans_z,rot_x,rot_y,rot_z,trans_x_der,trans_y_der,trans_z_der,rot_x_der,rot_y_der,rot_z_der,trans_x_2,trans_y_2,trans_z_2,rot_x_2,rot_y_2,rot_z_2,trans_x_der_2,trans_y_der_2,trans_z_der_2,rot_x_der_2,rot_y_der_2,rot_z_der_2,a_comp_cor_00,a_comp_cor_01,a_comp_cor_02,a_comp_cor_03,a_comp_cor_04,0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,0.10,0.11,0.12,0.13,0.14,initdum_1.0,initdum_2.0
0.00840458,2.0569e-05,4.20538e-05,-0.000563271,0.000197987,0,0,0,0,0,0,0,7.0636965e-05,4.2308376e-10,1.7685221e-09,3.1727422e-07,3.9198852e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
-0.0162619,4.99089e-05,9.7212e-05,0.000443097,-0.000115658,0,-0.02466648,2.93399e-05,5.51582e-05,0.001006368,-0.000313645,0,0.00026444939,2.4908983e-09,9.4501729e-09,1.9633495e-07,1.3376773e-08,0,0.00060843524,8.6082973e-10,3.042427e-09,1.0127766e-06,9.8373186e-08,0,0,0,0,0,0,0.3363319,0,0,-0.97995338,0,0,1.8664935,0,0,-2.4948258,0,0,3.0341856,0,0,0,1
8.90878e-10,0.0133009,0.0630335,-0.000283224,-0,0,0.016261901,0.013250991,0.062936288,-0.000726321,0.000115658,0,7.9366361e-19,0.00017691394,0.0039732221,8.0215834e-08,0,0,0.00026444942,0.00017558877,0.0039609763,5.275422e-07,1.3376773e-08,0,-0.057298393,-0.11902303,-0.1001851,0.032821438,-0.047286115,8.0267167,0,0,-15.986889,0,0,22.771621,0,0,-24.455368,0,0,23.756792,0,0,0,0
8.90878e-10,0.0525344,0.0614223,-0.00096593,-0,0,0,0.0392335,-0.0016112,-0.000682706,0,0,7.9366361e-19,0.0027598632,0.0037726989,9.3302076e-07,0,0,0,0.0015392675,2.5959654e-06,4.6608748e-07,0,0,-0.028749552,-0.069446862,-0.057980177,0.081626542,0.0068561649,35.646218,0,0,-46.531439,0,0,44.872643,0,0,-31.42687,0,0,20.803266,0,0,0,0
5.63986e-06,0.0142609,0.0721031,-0.000453932,-0.000240918,0,5.6389691e-06,-0.0382735,0.0106808,0.000511998,-0.000240918,0,3.1808021e-11,0.00020337327,0.005198857,2.0605426e-07,5.8041483e-08,0,3.1797973e-11,0.0014648608,0.00011407949,2.6214195e-07,5.8041483e-08,0,0.01227698,-0.011921995,-0.034868503,0.09252551,-0.0063615886,75.67187,0,0,-56.365318,0,0,32.609345,0,0,-10.80615,0,0,14.182407,0,0,0,0
-4.71618e-06,0.0315737,0.0748228,-0.000228443,-0.00017029,0,-1.035604e-05,0.0173128,0.0027197,0.000225489,7.0628e-05,0,2.2242354e-11,0.00099689853,0.0055984514,5.2186204e-08,2.8998684e-08,0,1.0724756e-10,0.00029973304,7.3967681e-06,5.0845289e-08,4.9883144e-09,0,-0.0064623915,-0.0038504189,-0.05413008,0.08192203,-0.010034269,108.81782,0,0,-29.662492,0,0,19.656091,0,0,-20.011735,0,0,32.98514,0,0,0,0
4.04071e-10,0.0595001,0.0791136,-0.000895054,-0,0,4.7165841e-06,0.0279264,0.0042908,-0.000666611,0.00017029,0,1.6327337e-19,0.0035402619,0.0062589617,8.0112166e-07,0,0,2.2246165e-11,0.00077988382,1.8410965e-05,4.4437023e-07,2.8998684e-08,0,0.0080008912,0.011424129,-0.049348859,0.061666385,0.053190476,123.57823,0,0,4.580444,0,0,45.727178,0,0,-27.022416,0,0,21.330641,0,0,0,0
3.1168e-06,0.0580625,0.0761242,-0.00102133,-0.000135255,0,3.1163959e-06,-0.0014376,-0.0029894,-0.000126276,-0.000135255,0,9.7144422e-12,0.0033712539,0.0057948938,1.043115e-06,1.8293915e-08,0,9.7119236e-12,2.0666938e-06,8.9365124e-06,1.5945628e-08,1.8293915e-08,0,0.021132519,0.081339207,-0.013154443,0.05481444,0.042179107,123.83761,0,0,19.263492,0,0,77.170796,0,0,3.3965724,0,0,26.995908,0,0,0,0
8.90878e-10,0.0246824,0.0701352,-0.000610338,-0,0,-3.1159091e-06,-0.0333801,-0.005989,0.000410992,0.000135255,0,7.9366361e-19,0.00060922087,0.0049189463,3.7251247e-07,0,0,9.7088897e-12,0.0011142311,3.5868121e-05,1.6891442e-07,1.8293915e-08,0,0.02100313,0.13214513,-0.020895284,0.077366434,0.02259678,120.1169,0,0,19.264761,0,0,87.359357,0,0,28.093393,0,0,58.74355,0,0,0,0
8.90878e-10,0.0436789,0.0517,-0.00060973,-0,0,0,0.0189965,-0.0184352,6.08e-07,0,0,7.9366361e-19,0.0019078463,0.00267289,3.7177067e-07,0,0,0,0.00036086701,0.0003398566,3.69664e-13,0,0,0.014563599,0.1264161,-0.020676335,0.0097859874,0.072416264,117.32428,0.3363319,0,17.141225,-0.97995338,0,83.676309,1.8664935,0,36.948335,-2.4948258,0,78.558444,3.0341856,0,0,0
