global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	a_comp_cor_47	a_comp_cor_48	a_comp_cor_49	a_comp_cor_50	a_comp_cor_51	a_comp_cor_52	a_comp_cor_53	a_comp_cor_54	a_comp_cor_55	a_comp_cor_56	a_comp_cor_57	a_comp_cor_58	a_comp_cor_59	a_comp_cor_60	a_comp_cor_61	a_comp_cor_62	a_comp_cor_63	a_comp_cor_64	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2
782.0673003566608	n/a	n/a	611629.2622871555	1170.0286100387573	n/a	1368966.9483092264	n/a	830.6747627774052	n/a	690020.5615152984	n/a	878.4705569635623	718.7614827352196	n/a	n/a	n/a	n/a	-0.0842413685	-0.0190752838	-0.1346491822	0.11449543300000001	0.2647229592	0.38049321880000003	-0.5297069731	-0.1150201045	-0.0086034592	0.0155321145	-0.1607028874	0.0106565838	-0.0292173892	0.044403417300000005	-0.031987015699999996	0.10208206140000001	-0.0700772422	0.08688147880000001	-0.0941137359	0.0503704566	-0.1512409325	0.11731333210000001	-0.058136805599999994	0.1684241346	-0.08875847560000001	0.1006513623	-0.1703573182	0.0592867986	-0.0082549999	7.50084e-05	-0.0396446877	0.029556770899999998	-0.0825840333	0.0166547242	-0.0224267875	0.025654656600000002	-0.0193899885	0.1025096732	-0.1637858148	0.1296410891	-0.0852629725	-0.0214996882	0.0419790175	-0.0772292368	-0.049930744900000004	0.085679298	0.44724937579999996	-0.1766554645	0.3268017894	-0.38806224149999996	0.015894569299999998	-0.018246253400000002	-0.1990298691	0.1299664006	-0.0011356491000000001	0.1739571221	-0.2134502476	0.1110889389	-0.07997174480000001	0.1505843942	-0.0296660587	0.0382071813	-0.0140818407	0.1914122221	-0.0354061395	0.13439120029999999	-0.0170566102	0.0404361973	0.107516234	0.10750293820000001	0.1074807797	0.10744976029999999	-0.013471	n/a	n/a	0.000181467841	-0.0163236	n/a	n/a	0.00026645991696000004	0.0584625	n/a	0.00341786390625	n/a	0.0	n/a	n/a	0.0	0.00118106	n/a	1.3949027236e-06	n/a	-8.398280000000001e-05	n/a	n/a	7.053110695840003e-09
779.569079296001	-2.49822106065983	6.241108467924327	607727.9493944147	1144.0366150093575	-25.991995029399728	1308819.7764820692	675.5838056083404	831.626100205423	0.9513374280177233	691601.9705428802	0.9050429019473766	874.0991555743933	683.7489781049597	1.339482	23.757788	0.201049722	0.126541	0.0726345119	0.0303230598	-0.1748038477	0.0150550102	0.1303931798	0.2381846109	-0.1933882706	-0.0825266154	0.0842609364	0.07444788769999999	0.002151741	0.0928123327	-0.05202017019999999	0.0848496131	-0.0975263333	0.09412845939999999	-0.0057560727	0.1545913827	0.1535109108	-0.0544920822	-0.0783378341	0.09390008400000001	-0.0315377719	0.0193530174	-0.0452768633	-0.0032438709	-0.1552899131	0.0024259717	-0.0489164837	0.08839278539999999	-0.113668431	-0.0048095602	-0.10045757949999999	-0.0635589864	0.0625824899	-0.0932268277	0.11386082	0.018053132700000002	0.09668748810000001	0.0484587367	-0.0013355736999999999	-0.08721978289999999	0.1225437996	0.012831704499999999	-0.0826560126	-0.040813643399999995	0.1689161026	-0.1452016682	0.2562760825	-0.1094125037	0.0937086047	-0.13809701359999998	0.07690027940000001	-0.0854584498	-0.1782298725	0.0293956925	0.0014211266	-0.11075452449999999	-0.0390140701	0.11334798759999999	-0.0213900411	0.08061974570000001	0.019238314	-0.0090702796	0.0675640882	-0.0493523155	0.08518916779999999	-0.11378844279999999	0.1074807797	0.10736115	0.1071618658	0.1068830749	-0.000103388	0.013367612	0.00017869305058254402	1.0689078543999999e-08	0.0468305	0.06315409999999999	0.00398844034681	0.0021930957302499997	0.083022	0.0245595	0.006892652484000001	0.0006031690402499999	-0.00185159	-0.00185159	3.4283855281e-06	3.4283855281e-06	0.00109558	-8.547999999999997e-05	1.2002955364000002e-06	7.306830399999995e-09	-0.00014628299999999998	-6.230019999999997e-05	3.881314920039996e-09	2.1398716089e-08
781.9659958240147	2.396916528013776	5.745208842265613	611470.8186250429	1149.5256981360415	5.489083126683909	1321409.3306751535	30.130033571645995	832.7616815265111	1.1355813210881252	693492.0182188622	1.2895449368042515	873.4400303050007	708.4237117590383	1.472149	26.11084	0.040904112	0.0232203	-0.04560006230000002	0.1042915984	-0.0485643865	0.11711516429999999	0.023867799500000002	0.32076767289999997	0.0425752671	-0.0469818495	-0.0015687914	-0.0643786381	0.14544679289999998	0.0278342562	-0.1791751846	0.0093051715	0.0344809243	0.0184774541	-0.19916539149999998	-0.1308433929	0.0120295685	0.0660652028	0.0415433854	-0.0622653788	-0.16974547199999998	-0.0394184199	-0.21981374539999998	0.0884433192	-0.1046403841	-0.028726735099999998	0.1372788018	-0.0620577333	0.058885571799999994	-0.046708525300000005	0.10990345859999999	-0.1011582632	0.001115211	0.0204026508	-0.0371458879	0.0185053169	0.055329793099999997	0.049188441299999996	-0.1058482669	0.1437901254	-0.0713651052	-0.08266079259999999	0.0121166059	-0.00043335410000000003	-0.0576318154	-0.1684823865	0.22872273640000002	0.0042094461	-0.1266288928	0.1049776565	0.026763795899999998	0.1257522062	-0.023414621	-0.0405899486	0.0559979143	0.0283624118	0.20369522550000002	-0.0262170746	-0.1303458057	-0.08579974789999999	0.0766302447	-0.047552887800000006	0.0856536282	0.0740066446	-0.047189153399999996	-0.1054718692	0.1074098827	0.1070777606	0.1065249843	0.10575269279999999	-0.0190511	-0.018947712	0.00035901579003494395	0.00036294441121	0.0408797	-0.005950800000000006	3.5412020640000064e-05	0.00167114987209	0.0870687	0.0040467	0.00758095851969	1.6375780890000007e-05	-0.00172373	0.00012786000000000004	1.634817960000001e-08	2.9712451129e-06	0.00109558	0.0	1.2002955364000002e-06	0.0	-0.000257601	-0.000111318	1.2391697124000002e-08	6.635827520099999e-08
782.8095971933565	0.8436013693417408	0.7116632703552601	612790.865458025	1140.997387416164	-8.528310719877481	1301875.0380905115	72.73208373477715	834.114855982731	1.3531744562199035	695747.5929710921	1.831081108966032	873.698718094854	720.8137580369632	1.207844	21.422981	0.15322355	0.0858658	-0.10645182519999999	0.0348575769	-0.0012164125	0.1297442123	0.045630980599999996	0.1506602824	0.1029046205	-0.0082437705	-0.1155317602	-0.0936877596	0.1921485157	-0.0699209449	-0.0226974473	0.0049805940000000005	0.042812173099999996	0.041064869500000004	-0.1848710171	0.16950703350000002	0.149561601	-0.0666215439	-0.052263664800000005	-0.0250323169	-0.0572169608	0.0294397329	-0.0004983761	0.0159547681	0.0344507902	-0.0991032232	-0.0474646351	0.16913380170000006	-0.0451826961	0.12449983	-0.12352690779999999	0.0730361073	0.0058547577	0.020974243599999998	0.025641005699999997	0.043074409	0.0297158594	-0.0015468667999999999	-0.0271021036	0.0088459094	-0.0305189087	-0.1035316921	0.0036701027	0.0820657072	-0.1249894137	-0.053203981100000006	0.1538512783	-0.0935790735	0.0515873476	0.1576661637	0.063524299	0.1995827993	0.050879553	-0.1539798282	0.1446894975	-0.1483241836	0.0049676327	-0.11091102109999999	0.16713827039999998	0.0221847438	-0.0154570055	-0.0196011482	0.15707251519999998	-0.05184009690000002	0.034059727799999995	-0.1320813023	0.10730356630000001	0.1066531437	0.1055720249	0.1040645756	0.017352699999999995	0.036403799999999986	0.0013252366544399994	0.00030111619728999986	-0.024736	-0.0656157	0.00430542008649	0.0006118696960000001	0.0601005	-0.0269682	0.00361207010025	0.0007272838112399999	-0.00129183	0.0004318999999999998	1.8653760999999983e-07	1.6688247489000005e-06	0.00109558	0.0	1.2002955364000002e-06	0.0	-0.000204784	5.281699999999998e-05	2.7896354889999976e-09	4.1936486656000014e-08
784.0673898218151	1.2577926284586738	1.5820422962049794	614761.6717819942	1133.3505072697994	-7.646880146364538	1284483.3723287117	58.474775972864144	835.4039535588659	1.28909757613485	697899.7656217837	1.6617725607967453	875.3455912018998	726.9324175873909	1.201114	21.303612	0.19393885	0.0996582	-0.0034046873999999997	-0.1115891122	0.0184262443	0.006548592099999999	0.0912654079	-0.035275794	0.1659519808	0.0877688427	-0.0707675235	0.09721184599999999	0.1691249932	0.0168145885	0.0416824144	0.0022185223000000002	0.0050205489	0.0364884426	-0.1185055411	0.09012167480000001	0.13152421050000002	-0.0304010979	0.0068053424	-0.0662940609	0.0485373937	-0.0765853639	0.0811705351	-0.0868172535	0.009270019499999999	0.06381942360000001	-0.2152511858	0.0595240983	-0.043108916399999996	-0.006538218199999999	0.051527824699999995	0.1901477966	0.1064847176	0.097781668	0.0619308826	0.0149143899	-0.0243258017	-0.043813125300000005	-0.09156186390000001	0.0123862976	-0.0406147021	0.0194967413	-0.0587955749	0.1222055008	-0.1248400866	0.1067904841	0.1134755664	-0.030357474300000006	0.0352649022	0.0469974205	0.1244324969	0.014575288	-0.0445762503	-0.0029547174	0.1378540492	-0.1622825368	-0.1700046461	-0.0919384093	0.075593201	0.0194023824	-0.05810399190000001	0.0131763079	0.0362354909	-0.0403996966	-0.10792778369999999	0.0579589663	0.1071618658	0.10608785949999999	0.1043058152	0.10182762640000001	-0.0043372	-0.021689899999999998	0.0004704517620099998	1.881130384e-05	0.055909900000000005	0.08064589999999999	0.006503761186810001	0.003125916918010001	0.0285981	-0.0315024	0.0008178513236099999	0.00099240120576	-0.00218167	-0.00088984	7.918152256000002e-07	4.759683988900002e-06	0.000988191	-0.00010738900000000004	9.76521452481e-07	1.1532397321000011e-08	4.2351599999999996e-22	0.000204784	4.1936486656000014e-08	1.7936580225599997e-43
783.0842755204334	-0.9831143013817608	0.9665137295813478	613220.982567362	1127.8802209886412	-5.470286281158224	1272113.7928973862	29.924031997827875	834.1997227925107	-1.2042307663551808	695889.1775071017	1.4501717386363866	875.0127460401428	726.272967204555	1.253609	22.234695	0.1460425	0.0866829	0.07878509139999999	0.0556706201	0.08737082480000001	-0.09246878	-0.07816287940000001	0.0678016067	0.15962851960000002	0.0788945061	0.0726066041	-0.1115526734	0.0644550665	-0.0410300842	0.0167548139	-0.0522463184	-0.0295759606	0.1615401195	0.0191293459	-0.0692815156	0.12630860359999999	0.0062049871	-0.1267564358	0.0033854476	-0.0494711445	0.1130264042	0.0756859503	-0.1234878644	0.09749433960000001	-0.0857454941	-0.0614455042	-0.16652561800000001	0.0130071992	-0.030921417599999997	-0.0184782494	0.1640716398	-0.0491901999	0.042501470300000004	-0.2330253584	0.0116304957	0.057801778099999986	-0.0436297959	-0.0421643219	0.0067230817	0.0314533774	0.06568640049999999	0.11700228509999999	-0.033421514900000004	-0.1237690692	0.0296662541	0.0124523052	-0.10154333039999999	-0.0254777873	-0.0241471571	-0.134573408	-0.0834400583	-0.049677455700000005	0.1736278972	0.0946202916	-0.076336591	0.1025944258	-0.2233758301	-0.0082073575	-0.0644024572	-0.06370764870000001	0.044641341200000004	-0.0064489917	-0.0164867002	-0.0824864191	0.11188861800000001	0.1069848277	0.1053826534	0.1027301122	0.09905364259999999	0.0118514	0.0161886	0.00026207076996000004	0.00014045568196	-0.00566727	-0.061577170000000014	0.003791747865208901	3.21179492529e-05	0.0200282	-0.008569899999999998	0.00040112879524000004	7.344318600999997e-05	-0.00117938	0.00100229	1.0045852441000002e-06	1.3909371844000002e-06	0.00109558	0.00010738900000000004	1.2002955364000002e-06	1.1532397321000011e-08	-8.445759999999998e-05	-8.445759999999998e-05	7.133086197759996e-09	7.133086197759996e-09
782.4129394348088	-0.6713360856246027	0.4506921398617639	612170.0077950178	1125.6173233273128	-2.2628976613284517	1267014.358574544	5.1207058256457785	833.7508797942368	-0.4488429982739035	695140.5295576638	0.20146003709950736	873.9951626513663	737.7639426196477	1.1947450000000002	21.190649	0.10308633	0.052148900000000005	-0.0823592958	-0.0019842298	0.12005406390000001	0.022029846000000002	-0.0659087037	-0.0771420435	0.0762587361	0.0117395015	-0.0725275199	-0.050120292999999996	0.0941900153	-0.0257468498	0.1854471979	-0.0499200407	-0.0765686294	-0.0412710273	0.0410277081	-0.0012040534	0.011061861599999999	0.0081589898	-0.024416942999999997	-0.1144162827	-0.0982290806	-0.01282301	-0.0321729337	-0.0007420028	-0.0913541398	0.0415844037	0.1337960868	0.049807299299999996	0.1386541614	0.0064568136	-0.0098516242	0.10718776	-0.078232623	-0.0115252668	-0.0625784441	-0.061465151600000004	-0.0128208057	-0.04374931730000002	-0.0200753838	-0.0603147823	0.16080719699999999	-0.057719628700000004	0.056196021799999996	0.0234983729	-0.0941559798	0.1429654748	-0.0038829587	-0.0206425871	0.1268871201	0.072167391	-0.0572119027	0.06320425980000001	0.0071000781000000015	0.0080158522	0.0324281444	0.0211582165	0.08963245800000001	-0.0217906675	0.0787843553	-0.0083532145	0.1145113686	0.0160773198	-0.0616373355	-0.024370410800000002	-0.029038495	0.1967978472	0.10677251060000001	0.10453845560000001	0.1008495915	0.0957572542	-0.00731663	-0.01916803	0.0003674133740809	5.353307455690001e-05	0.009620610000000005	0.015287880000000004	0.00023371927489440015	9.25561367721001e-05	-0.0203161	-0.04034430000000001	0.0004127439192099999	0.00162766254249	-0.00114214	3.724000000000001e-05	1.3868176000000013e-09	1.3044837796e-06	0.000822362	-0.0002732180000000001	6.76279259044e-07	7.464807552400005e-08	-0.000339722	-0.0002552644	6.515991390735997e-08	1.1541103728399998e-07
781.2341563091278	-1.1787831256809795	1.3895296573902198	610326.8069840347	1127.9216548954448	2.3043315681320564	1272207.259582079	5.309943975889942	833.1697372433607	-0.5811425508760522	694171.8110581707	0.33772666443872484	874.2218881824231	729.9334170679251	1.222795	21.688152	0.08555430999999998	0.049070800000000005	0.1082104178	-0.0720711003	0.10417398130000001	-0.128745256	0.0166632009	-0.0735656524	0.055764739	0.0342532735	0.09384381609999999	0.047010526600000005	-0.0011258587	0.0594284199	0.0038749809999999996	-0.0775429134	0.0162145543	0.0878737341	0.0091506673	0.052106450199999994	-0.08395903800000001	-0.0360876348	-0.0129538118	0.0661857402	0.0644427253	-0.0162345258	-0.12224001109999999	-0.1126396367	0.1270937244	0.0467868512	-0.0544997466	-0.23520317850000005	0.07619906650000001	-0.0466995215	-0.0666433176	-0.09318840960000001	0.0072899554	-0.0751991997	-0.1212155592	-0.030664771400000002	0.011265660600000001	-0.0242309771	-0.08078638120000001	-0.0003306642	-0.0686129576	0.1098372541	-0.023076391800000002	-0.034301807999999996	-0.025892927200000002	0.10102340480000001	-0.0294436106	0.0253610746	-0.0336820213	-0.0468796675	-0.0900346832	-0.11168665400000001	-0.06094424370000001	0.0474551996	0.1270397258	-0.0088832011	-0.08052108820000001	0.044209829000000006	0.10534603779999999	0.04679677980000002	0.0085363549	0.0194717217	0.0912941567	0.0133105771	0.046295139299999996	-0.0037001648	0.1065249843	0.10355637949999999	0.0986698327	0.0919558462	-0.0126156	-0.005298970000000001	2.8079083060900013e-05	0.00015915336336000006	0.0462914	0.03667079	0.0013447468392240995	0.0021428937139599995	-0.0202598	5.6299999999998705e-05	0.00041045949604	3.1696899999998553e-09	-0.0016588000000000002	-0.0005166600000000002	2.669375556000002e-07	2.7516174400000006e-06	0.00068392	-0.000138442	4.677465664e-07	1.9166187364e-08	-0.000124259	0.000215463	4.6424304369e-08	1.5440299080999998e-08
779.7813127553183	-1.4528435538095437	2.1107543918459446	608058.8957224075	1115.6491338168582	-12.272521078586578	1244672.9897863062	150.61477362435187	832.2111446785875	-0.9585925647731984	692575.389327245	0.9188997052384584	872.5973609168695	730.9028301283647	1.2442240000000002	22.068239	0.0902862	0.0497544	-0.043523181699999997	0.07952467349999999	0.1319785859	0.0172492507	-0.1447577017	-0.08828645730000001	-0.013139113700000002	-0.059181523300000004	0.0153889834	-0.0986343512	0.0040628451	0.0387709266	0.0540824466	-0.100581514	-0.0548088757	0.0095332908	0.014139198700000001	-0.1589360729	-0.1467970026	-0.1173727661	-0.0092412343	0.0633579403	-0.0774811126	0.0199469827	0.1318473928	0.044352091399999995	0.188696413	0.0223563754	-0.021931133	-0.1110774225	0.08508073630000001	0.08884708890000001	0.056856144000000004	-0.0540672928	-0.127464252	-0.0723684995	0.051826836200000004	-0.0441303318	0.024342481200000002	0.022025295099999998	-0.0368126767	-0.2099350902	0.035508135499999996	-0.0344110881	0.0760277317	-0.0947209875	-0.0472807984	0.07810381599999999	-0.0708070994	0.0807516608	-0.0296376895	0.0609980699	-0.05061030230000002	-0.022085075299999996	-0.0006880769999999999	0.09228862730000001	-0.053733875	0.15505568220000002	0.0591665753	-0.023653513799999998	-0.0643201189	-0.0024713547	0.1630113215	-0.0932355009	-0.0678277848	0.028721446299999998	0.0621659329	-0.08586760730000001	0.10624233050000001	0.10243772039999999	0.09619730359999999	0.08766946710000001	-0.0306089	-0.0179933	0.00032375884489000003	0.00093690475921	0.0122648	-0.0340266	0.0011578095075599998	0.00015042531904	-0.023781	-0.0035212000000000025	0.000565535961	1.2398849440000016e-05	-0.00126828	0.00039052000000000016	1.525058704000001e-07	1.6085341584000005e-06	0.00068392	0.0	4.677465664e-07	0.0	-0.000428641	-0.000304382	9.2648401924e-08	1.8373310688099998e-07
779.0802297785034	-0.7010829768148596	0.491517340379585	606966.0044317256	1120.4831569828093	4.834023165951066	1255482.5050821628	23.36777996895157	832.7302832455941	0.5191385670066211	693439.7246342874	0.269504851753688	872.8985520383333	724.4619180870552	1.256725	22.289959	0.11150215	0.06674930000000001	0.0479508189	-0.1178219721	0.0484093509	-0.0683972797	0.0334010579	-0.17272829260000006	-0.027344856600000002	-0.0109471675	0.0313990094	0.0663224899	-0.0154871167	-0.0700907381	0.1086305567	0.0085718665	-0.1352136099	-0.0457623016	-0.0027577965	-0.1326905363	0.0522225024	0.0824357179	-0.14665419119999998	0.0351031688	0.03156716	0.0372024974	0.0418637222	-0.029977481099999998	-0.0759203988	-0.0010253088	-0.0134447004	-0.0008233505	-0.07305986910000001	0.0485146671	0.1029677838	0.0522198995	-0.010738233500000001	-0.0195206466	0.1308971934	-0.0025123393	0.108000838	-0.09050568029999999	0.0944907467	-0.008285598	-0.0486815066	0.0478639722	-0.0670043933	-0.021867401	0.0235795975	0.1021968215	-0.1202240757	0.0098632391	0.0693401617	-0.0169815714	0.0248774036	0.012432326100000002	0.042328841500000006	0.1705037403	0.1168226466	0.1298885501	-0.0149309792	0.0455509368	-0.0130051631	-0.05764010360000001	0.08176161059999999	-0.027029541400000003	0.09449873589999999	-0.13817466609999998	0.1762123652	-0.0217865079	0.1059246424	0.1011839538	0.0934393406	0.0829207229	-0.0108255	0.0197834	0.00039138291556000006	0.00011719145025	-0.045505800000000006	-0.05777060000000001	0.003337442224360001	0.002070777833640001	-0.0202242	0.0035567999999999993	0.0004090182656400001	1.2650826239999993e-05	-0.0008084639999999997	0.00045981600000000037	2.1143075385600034e-07	6.536140392959997e-07	0.00068392	0.0	4.677465664e-07	0.0	-0.000576652	-0.00014801099999999998	2.1907256120999994e-08	3.32527529104e-07
