global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	a_comp_cor_47	a_comp_cor_48	a_comp_cor_49	a_comp_cor_50	a_comp_cor_51	a_comp_cor_52	a_comp_cor_53	a_comp_cor_54	cosine00	cosine01	cosine02	cosine03	non_steady_state_outlier00	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10
808.6067183199727	n/a	n/a	653844.8249121958	1176.2316858493832	n/a	1383520.978796082	n/a	841.2402011203758	n/a	707685.0759810503	n/a	888.5467922744058	767.5283038541959	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	n/a	n/a	0.0	0.0	n/a	n/a	0.0	0.0	n/a	0.0	n/a	0.0	n/a	n/a	0.0	-0.0	n/a	0.0	n/a	0.0	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
802.605965022178	-6.000753297794745	36.00904014099451	644176.3350891817	1132.1172937324575	-44.11439211692573	1281689.5667681035	1946.079591845879	839.5458443312014	-1.694356789174435	704837.2247337898	2.8708449290215015	880.5693343072803	759.8620642679283	1.524546	30.708416	0.34612206	0.202467	-0.0814982586	0.11877916289999994	0.020937608	-0.0837792928	-0.14247108	0.057557141799999996	0.047936969100000004	-0.1543796151	-0.1362193795	0.0488700172	-0.0610725104	0.0047191629	-0.0314682878	0.0169600204	-0.10253565099999999	0.09760096369999999	-0.0207198446	0.0866412394	-0.0609634478	0.190014728	-0.079777544	0.1059484874	-0.0156986964	0.0147757055	-0.0580309796	-0.0279973074	0.1233058016	-0.1064942235	0.0306399881	-0.0543866455	0.1383550969	-0.15717041380000002	0.057207553499999994	-0.031948747400000005	0.0032927437	-0.1182084198	0.0104580638	-0.11582745609999999	0.1019991175	-0.13282062	-6.63467e-05	0.0727510079	-0.015542638999999999	0.0109252551	-0.0413335092	0.0020096037	-0.2044972955	0.18066323420000002	-0.11044958449999999	-0.0579841041	0.1534444135	-0.1176037057	0.0893686051	-0.10124067880000001	0.006446476800000001	-0.1922143262	0.0520289491	-0.0605072928	0.1068302163	0.1078282764	0.10781478650000001	0.10779230449999999	0.1077608324	0.0	-0.00614101	-0.00614101	3.77120038201e-05	3.77120038201e-05	-0.150611	-0.150611	0.022683673321000002	0.022683673321000002	-0.0475895	-0.0475895	0.00226476051025	0.00226476051025	0.00192506	0.00192506	3.7058560036e-06	3.7058560036e-06	-0.000472335	-0.000472335	2.23100352225e-07	2.23100352225e-07	-0.000438216	-0.000438216	1.92033262656e-07	1.92033262656e-07	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
802.1467059440175	-0.4592590781604713	0.21091890087280588	643439.3378568381	1133.534817090128	1.4175233576704611	1284901.1815555498	2.009372469541338	841.5646706288876	2.0188262976862457	708231.0948507079	4.075659620229556	880.9798426431703	746.3212970159664	1.349386	27.180231	0.25814889	0.14607	-0.1367828324	-0.025338286600000003	0.10658459869999999	-0.1695043092	-0.050741572699999994	0.152392807	0.030999498900000002	-0.0504833305	-0.0304202017	0.022185195499999998	-0.1281591022	-0.0131271578	0.0870542933	-0.0354620676	-0.115095511	0.1931202238	0.1159917283	0.1813843359	-0.0312589677	0.0116367221	0.0187004056	0.0329071646	0.0247168356	0.0526993239	0.032987495	-0.19616309329999998	0.0834732665	-0.0667667726	0.0254228533	0.08379250790000001	-0.0051694355	0.0204714936	-0.0310819686	-0.073933333	-0.1075777441	0.0776831325	0.0896422996	0.0371160081	-0.022869135699999998	-0.0730977091	-0.1199923102	-0.0236267573	0.0073654509999999986	-0.0011925732	-0.04341333730000002	0.015272088400000003	-0.21044433920000002	0.1302561767	0.0670286011	0.07541222759999999	-0.0419491244	-0.019630691000000002	0.1211216287	-0.1009234409	-0.0165736329	-0.0670241369	0.11820238570000001	0.008410120699999999	0.0516847389	0.10779230449999999	0.1076709289	0.1074687374	0.1071858817	0.0	-0.00166247	0.00447854	2.0057320531599995e-05	2.7638065009000004e-06	-0.0210488	0.12956220000000002	0.016786363668839996	0.00044305198144000004	-0.0554362	-0.007846699999999998	0.00307317227044	6.157070088999996e-05	0.0031002	0.00117514	1.3809540196000002e-06	9.611240039999999e-06	-4.839750000000002e-22	0.000472335	2.342318006250001e-43	2.23100352225e-07	-0.00111597	-0.0006777539999999999	4.59350484516e-07	1.2453890409e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
802.9899999975122	0.8432940534946738	0.7111448606594777	644792.9400960046	1136.5209063774969	2.9860892873689413	1291679.770633127	8.916729232139549	842.8548464854541	1.2901758565665205	710404.2922440184	1.664553740867155	880.9807055928018	753.6783193276469	1.142211	23.007181	0.15991431	0.0980536	-0.0908096733	-0.051365883099999995	-0.0083847647	-0.1532549644	-0.0105182892	0.10995987800000001	-0.0445331967	-0.0812273963	0.0823594302	-0.012754301000000001	-0.1105633724	-0.0079395388	0.0310838505	-0.0374349308	-0.0650678467	0.1233694599	-0.062268056900000014	0.1610240479	-0.0238724931	0.0397998053	0.1059077042	-0.0529769212	0.12603326609999999	0.0432413163	-0.044335654	0.0051741956	0.007164730699999998	0.121640996	-0.0248954069	-0.0028238645000000003	-0.034424901	-0.053524425	-0.0388530277	0.0829665127	0.08730953820000001	-0.042846317300000006	-0.0135945024	-0.1166919891	-0.1702655975	-0.0080694618	-0.0880149918	-0.0501458052	-0.100577939	-0.025731629500000002	-0.0046605347999999994	-0.0422061946	-0.1789133582	-0.0533852054	-0.0333595617	0.056931653099999986	-0.0698857898	0.0343616641	0.0929868538	-0.1054868582	-0.0797770288	-0.0081868548	-0.0195610229	0.0209044575	-0.0204825382	0.1077203727	0.10738340560000001	0.1068225743	0.10603904800000001	0.0	0.007407839999999999	0.009070309999999998	8.227052349609998e-05	5.4876093465599986e-05	-0.0375806	-0.0165318	0.00027330041124	0.00141230149636	-0.0373241	0.0181121	0.0013930884408099998	0.00032804816641000004	0.00144243	-0.00165777	2.7482013729e-06	2.0806043049e-06	0.000500191	0.000500191	2.50191036481e-07	2.50191036481e-07	-0.000949929	0.00016604100000000002	2.7569613681000008e-08	9.02365105041e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
802.3613845357605	-0.6286154617516786	0.3951573987532761	643783.7913941426	1125.85502397295	-10.665882404546892	1267549.5350051315	113.761047467623	843.0164699557829	0.16162347032877733	710676.7686167094	0.026122146161117167	883.3350239545515	770.6624484744119	1.153419	23.232943	0.12264916	0.07510119999999999	-0.0176423929	-0.04451531190000002	-0.0588013167	0.031505419900000005	0.0714630797	-0.009332156099999999	-0.10187751210000001	-0.0512366209	0.1775992125	-0.0684079429	-0.0014902187	-0.0055886831	-0.047749264900000005	0.011132034399999999	-0.1069511302	0.1120085063	3.21363e-05	-0.0631764961	-0.0397588258	0.0747369023	-0.0512189757	-0.059945341299999996	0.015056768600000001	0.0486570637	-0.080981909	0.1034998609	0.055109538099999994	0.078501463	-0.014104629099999997	-0.06686793860000001	-0.0273103181	-0.0457859538	-0.085319036	-0.048281840300000003	0.1286851178	-0.0060421922	-0.0199616414	-0.0217548667	0.043210257800000006	0.11192578269999999	0.0339404837	-0.0202723663	-0.1759891481	-0.0638750375	0.1156457241	-0.0440253818	-0.1925906805	-0.0180927904	-0.0409573088	-0.06724327320000001	0.0043458429	0.0968845465	0.025854710299999997	0.0115625584	0.0042080996	0.1019338072	-0.107617315	-0.009927329399999999	-0.1480102776	0.107612505	0.10695260029999999	0.105855755	0.1043264501	0.0	0.010647	0.0032391600000000013	1.0492157505600007e-05	0.000113358609	-0.0140535	0.0235271	0.00055352443441	0.00019750086225	-0.106377	-0.0690529	0.011316066129000001	0.00476830299841	0.00143733	-5.100000000000071e-06	2.601000000000071e-11	2.0659175289e-06	0.000225127	-0.000275064	5.0682166129000004e-08	7.566020409599999e-08	-0.000693493	0.000256436	6.575942209599997e-08	4.80932541049e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
799.2005354091922	-3.160849126568337	9.990967200927818	638721.4957983395	1111.5098420917814	-14.345181881168628	1235454.1290668969	205.78424320380867	841.4460815470275	-1.5703884087554345	708031.5081508469	2.466119754353425	881.151409814383	776.3256487536978	1.144181	23.04686	0.0977539	0.0500654	0.005874995500000001	0.0647492739	-0.0126968432	0.09188711890000001	-0.00119264	-0.112254794	0.0051632013	0.0284883662	0.0747108356	-0.0186452008	0.0806469413	-0.0270105635	-0.1031433643	0.1419819779	-0.1224589832	-0.0082391789	0.0192700796	0.06283978330000001	0.0793181763	-0.1489689275	-0.08639681240000001	0.0629934287	-0.08579161560000001	0.0051221470000000005	-0.046070256799999994	0.1154209068	-0.0585864321	-0.0310260244	0.0142025059	-0.010241232900000001	0.037726709	0.0213933025	0.0389547945	0.029614227200000006	-0.1417772857	-0.0249704173	-0.005516323199999999	-0.0427781926	0.0970660896	0.017594393	0.0924772975	0.0649260363	-0.049581860199999994	-0.0846154834	0.1849258132	-0.08341847620000001	-0.0878268478	-0.021050390699999998	0.06338031059999999	0.0697427033	0.0236838374	-0.10483794130000001	-0.0954903138	-0.06813582309999999	0.0949302998	0.048469627800000005	-0.0727205144	-0.0700439818	0.0455645508	0.1074687374	0.1063790877	0.1045711815	0.10205722539999999	0.0	0.00741595	-0.00323105	1.04396841025e-05	5.49963144025e-05	-0.0377297	-0.0236762	0.0005605624464399999	0.0014235302620899998	-0.126623	-0.020246000000000014	0.016033384129000003	0.00040990051600000064	0.00202416	0.0005868300000000003	3.4436944890000026e-07	4.0972237056e-06	-0.0	-0.000225127	0.0	5.0682166129000004e-08	-0.000493437	0.000200056	4.0022403136e-08	2.4348007296900003e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
796.4423436767105	-2.758191732481692	7.6076216331303534	634320.4068012515	1121.9699976014535	10.460155509672175	1258816.6755178056	109.41485328652522	840.9115137527664	-0.5345677942610791	707132.1739619691	0.28576272666115543	880.0620158071573	745.6304626517453	1.312868	26.444662	0.271424755	0.162222	-0.0728182044	-0.08942796800000001	0.0788505344	0.052516187199999995	0.0631196485	0.0927919711	0.17789831809999998	-0.07686986330000001	0.1205338217	-0.0020265583	0.0807174271	-0.1667527512	0.0855755968	-0.055491807000000004	0.0608918006	0.0192957933	-0.0315960633	-0.023656142400000003	-0.0135183374	-0.046317806100000004	-0.061016075	0.0372602188	-0.0841842486	-0.0031592307	0.044238457599999996	-0.006557791800000001	0.019338555	0.1869756684	0.0099459036	0.1077737351	0.102995227	-0.0829488999	-0.1653988297	0.0066232701	-0.0199594777	0.09594085039999999	0.0847448033	-0.05378634349999999	0.0578236926	0.1085683084	-0.1482850172	0.053352163200000004	0.0179340972	0.050485000099999996	0.11855941369999999	-0.026997313999999998	-0.0279696677	-0.026427392799999998	-0.1304691328	-0.0929998291	0.055007484599999996	-0.12071480789999996	-0.0815039759	0.0022196532	0.0742225029	0.132604979	-0.0213068246	-0.20185380190000002	-0.006665089599999999	0.1072891178	0.1056636333	0.10297271	0.0992434813	0.0	-0.000194205	-0.007610155	5.7914459124025014e-05	3.7715582025e-08	0.0676987	0.10542839999999999	0.01111514752656	0.004583113981689999	-0.0280959	0.0985271	0.00078937959681	0.009707589434410002	0.00111909	-0.00090507	8.191517049e-07	1.2523624281000002e-06	-9.2626e-05	-9.2626e-05	8.579575876e-09	8.579575876e-09	-0.000692923	-0.000199486	3.9794664196000015e-08	4.80142283929e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
796.0038622291103	-0.4384814476002248	0.19226597988958868	633622.1486836603	1105.8269415520306	-16.143056049422967	1222853.224662318	260.5982586148114	838.3914346348467	-2.520079117919636	702900.1976690765	6.350798760574611	876.3869050925076	738.8004576112535	1.191144	23.992815	0.16163530500000006	0.109716	-0.11827300060000001	0.0480453137	-0.10605853779999999	-0.0083330288	-0.066100764	-0.11954659460000001	0.12336221300000001	-0.06189312230000001	-0.09939763869999999	0.0647368013	0.0727747171	-0.0833081802	-0.08890910210000001	-0.0723982346	-0.0313308583	0.0119607745	0.0225685006	0.0387673654	0.030556664700000007	0.0241626529	0.028942789500000007	0.0470571392	-0.0518985323	0.059764122300000014	0.0652163109	-0.0022532412	-0.0863795583	0.0679616858	-0.052508495	-0.049806330999999995	0.1314036151	-0.0026643153	-0.045840728399999996	-0.0030637360999999997	0.0756580883	0.0850817275	-0.0806663482	0.051189423899999996	-0.0942430093	-0.0425206281	0.0467111468	0.12524982029999998	-0.0016769062	0.1209434956	-0.031319956499999996	-0.039576295899999996	0.0148121673	0.0017777241	0.0240215197	0.0641987351	-0.0172996206	-0.0285307804	0.0119884177	0.0200860444	-0.029481467999999997	-0.0102459257	-0.0651906842	-0.12840961050000002	0.118405132	0.1070737061	0.1048071914	0.1010651385	0.09590023019999999	0.0	0.0242503	0.024444505	0.000597533824695025	0.0005880770500900001	-0.0383108	-0.1060095	0.01123801409025	0.0014677173966399998	-0.043341500000000005	-0.015245600000000003	0.0018784856222500005	0.00023242831936000013	0.000973081	-0.000146009	2.1318628081e-08	9.468866325610001e-07	-0.0	9.2626e-05	0.0	8.579575876e-09	-0.000612844	8.007900000000003e-05	6.412646241000007e-09	3.75577768336e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
798.1425026744058	2.1386404452955503	4.57378295425395	637031.4545753639	1113.9098536736915	8.082912121660911	1240795.1621113447	65.3334683664929	838.8365715905711	0.4451369557243652	703646.7938378233	0.19814690935155546	876.6846227154299	758.0932400308208	1.137226	22.906761	0.2244852	0.115005	-0.0601638183	0.0507678992	0.1316224265	0.024055822400000003	-0.0911091585	-0.0010043822	0.117363584	0.1205196935	-0.1674871631	0.0731871691	-0.0482390806	-0.0849489991	0.07212407009999999	-0.0100352985	0.0896116358	-0.062154090099999997	0.018243199499999998	-0.0584666226	-0.048424154500000004	-0.0029695884	-0.0831514587	0.042591122599999996	0.08705197949999999	-0.0809256214	0.0156342969	0.0201957291	-0.09063253449999999	0.0517111188	0.030757598799999997	0.080792974	0.123154413	0.10904519230000001	0.1230782133	-0.0253422101	0.1126245286	-0.0343083155	-0.0652667028	-0.011718598500000002	-0.0633314572	-0.1095311618	-0.048703074699999994	0.047982181799999996	0.1260564466	0.0587078676	-0.0514120624	0.1016299492	-0.0026404588	-0.0997051835	0.0532482546	-0.0815752413	0.0186159727	0.1543131706	-0.0235251828	0.1236624769	0.0431314004	-0.0825687583	-0.0803585664	-0.0952349242	0.0953895018	0.1068225743	0.103810905	0.0988541933	0.09204531	0.0	0.00546305	-0.01878725	0.00035296076256249994	2.98449153025e-05	0.0451628	0.08347360000000001	0.006967841896960003	0.0020396785038399997	-0.0679674	-0.024625899999999992	0.004619567462759999	0.0006064349508099996	-0.000234814	-0.001207895	1.4590103310250004e-06	5.5137614596000006e-08	-0.0007414	-0.0007414	5.4967396e-07	5.4967396e-07	-0.000615518	-2.6740000000000357e-06	7.150276000000192e-12	3.78862408324e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
800.1376319185966	1.9951292441908208	3.980540701025436	640220.2300122996	1116.6912325034134	2.7813788297219157	1246999.3087499924	7.736068194425256	839.5212095889386	0.6846379983675206	704795.8613496745	0.4687291888086851	876.914838500498	754.852330706388	1.17186	23.604374	0.2474053	0.14869200000000002	-0.031799276800000005	-0.0632501416	-0.0901521468	-0.0361416294	0.028743707900000002	-0.052418508899999994	0.0008308418	-0.0163438424	-0.1064406874	0.0528386808	0.0027248103000000004	0.065008883	-0.0400442274	-0.1840797844	0.09428935880000001	-0.0358281094	-0.138431531	0.0995895533	0.047647928799999996	0.06333717030000001	-0.06951911549999999	-0.0291682279	-0.0057662669	0.0345292807	0.056324375	-0.0858898797	-0.0799396508	-0.0928645895	0.1493694737	-0.0231599638	0.0104531704	-0.012671793300000001	0.1067048817	-0.07914405070000001	0.012984295	-0.0428638478	-0.0418633323	0.0005529946	0.0016630588	0.0032009442	0.0220077839	0.0023213272	0.0187954196	0.10999552619999999	-0.23807737399999998	-0.0006190533	0.025943165499999997	-0.1288908425	0.0209030014	0.0871995979	0.0609184443	-0.0077607364	0.0780782841	-0.015924100400000002	-0.034918921299999996	-0.1151388797	0.029223628199999997	-0.0300994788	-0.0773606368	0.10653580609999999	0.1026761034	0.096346511	0.0876992882	0.0	0.0131606	0.00769755	5.92522760025e-05	0.00017320139235999998	-0.067162	-0.1123248	0.01261686069504	0.0045107342440000005	-0.0961315	-0.02816410000000001	0.009241265292250002	0.0007932165288100008	0.00119816	0.0014329739999999998	2.0534144846759998e-06	1.4355873856e-06	-0.000226551	0.0005148490000000001	5.1325355601e-08	2.6506949280100014e-07	-0.000652072	-3.655399999999995e-05	1.3361949159999962e-09	4.25197893184e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
