trans_x,trans_y,trans_z,rot_x,rot_y,rot_z,trans_x_der,trans_y_der,trans_z_der,rot_x_der,rot_y_der,rot_z_der,trans_x_2,trans_y_2,trans_z_2,rot_x_2,rot_y_2,rot_z_2,trans_x_der_2,trans_y_der_2,trans_z_der_2,rot_x_der_2,rot_y_der_2,rot_z_der_2,a_comp_cor_00,a_comp_cor_01,a_comp_cor_02,a_comp_cor_03,a_comp_cor_04,initdum_1.0,initdum_2.0
0,-0.0522648,-0.00422355,7.57558e-05,-0,0,0,0,0,0,0,0,0,0.0027316093,1.7838375e-05,5.7389412e-09,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0.0566957,-9.09033e-06,6.38357e-05,-0,0,0,0.1089605,0.0042144597,-1.19201e-05,0,0,0,0.0032144024,8.26341e-11,4.0749966e-09,0,0,0,0.011872391,1.776167e-05,1.4208878e-10,0,0,0,0,0,0,0,0,1
-0.0162374,-0.0555386,0.019247,0.000212247,-0,-0.000220844,-0.0162374,-0.1122343,0.01925609,0.0001484113,0,-0.000220844,0.00026365316,0.0030845361,0.00037044701,4.5048789e-08,0,4.8772072e-08,0.00026365316,0.012596538,0.00037079701,2.2025914e-08,0,4.8772072e-08,-0.11112404,0.28203053,-0.0080389955,0.051224616,-0.27472599,0,0
-0.0191084,-0.0378555,0.0192294,0.000159221,0.000439451,-0.000524951,-0.002871,0.0176831,-1.76e-05,-5.3026e-05,0.000439451,-0.000304107,0.00036513095,0.0014330389,0.00036976982,2.5351327e-08,1.9311718e-07,2.7557355e-07,8.242641e-06,0.00031269203,3.0976e-10,2.8117567e-09,1.9311718e-07,9.2481067e-08,-0.038771304,0.21580979,-0.066292883,0.07521819,-0.24854496,0,0
-0.0298052,0.0244177,0.0192312,-1.32349e-23,0.000225459,-0.000441359,-0.0106968,0.0622732,1.8e-06,-0.000159221,-0.000213992,8.3592e-05,0.00088834995,0.00059622407,0.00036983905,1.7516258e-46,5.0831761e-08,1.9479777e-07,0.00011442153,0.0038779514,3.24e-12,2.5351327e-08,4.5792576e-08,6.9876225e-09,0.027508086,0.1522628,-0.023234786,0.098434747,-0.17214594,0,0
-0.0576553,-0.0670373,-0.0217112,0.000437966,0.000468197,-0.000791665,-0.0278501,-0.091455,-0.0409424,0.000437966,0.000242738,-0.000350306,0.0033241336,0.0044939996,0.00047137621,1.9181422e-07,2.1920843e-07,6.2673347e-07,0.00077562807,0.008364017,0.0016762801,1.9181422e-07,5.8921737e-08,1.2271429e-07,-0.062716803,-0.012606166,-0.0616931,0.11063281,-0.19683826,0,0
-0.0561855,-0.0107405,-0.0158343,0,0.00038635,-0.0011102,0.0014698,0.0562968,0.0058769,-0.000437966,-8.1847e-05,-0.000318535,0.0031568104,0.00011535834,0.00025072506,0,1.4926632e-07,1.232544e-06,2.160312e-06,0.0031693297,3.4537954e-05,1.9181422e-07,6.6989314e-09,1.0146455e-07,0.077626218,0.077019945,-0.12887729,0.088439709,-0.047133086,0,0
-0.0738174,0.0175161,-0.0271234,0.0002597,0.000727402,-0.00110564,-0.0176319,0.0282566,-0.0112891,0.0002597,0.000341052,4.56e-06,0.0054490085,0.00030681376,0.00073567883,6.744409e-08,5.2911367e-07,1.2224398e-06,0.0003108839,0.00079843544,0.00012744378,6.744409e-08,1.1631647e-07,2.07936e-11,0.15071031,0.059513481,-0.11577329,0.070051311,0.050131309,0,0
-0.0814679,-0.0277257,-0.0250638,0.000916215,0.000588564,-0.00157493,-0.0076505,-0.0452418,0.0020596,0.000656515,-0.000138838,-0.00046929,0.0066370187,0.00076871444,0.00062819407,8.3944993e-07,3.4640758e-07,2.4804045e-06,5.853015e-05,0.0020468205,4.2419522e-06,4.3101195e-07,1.927599e-08,2.202331e-07,-0.023137238,-0.11582305,-0.15338649,0.0007968075,-0.093417824,0,0
-0.0814505,-0.0143492,-0.0192106,0.000578401,0.00055498,-0.00136095,1.74e-05,0.0133765,0.0058532,-0.000337814,-3.3584e-05,0.00021398,0.006634184,0.00020589954,0.00036904715,3.3454772e-07,3.080028e-07,1.8521849e-06,3.0276e-10,0.00017893075,3.425995e-05,1.141183e-07,1.1278851e-09,4.578744e-08,0.0078823908,-0.08173154,-0.084566094,0.054147337,-0.0058818405,0,0
-0.0814507,0.0235021,-0.037532,0.000609447,0.000430922,-0.00136095,-2e-07,0.0378513,-0.0183214,3.1046e-05,-0.000124058,0,0.0066342165,0.0005523487,0.001408651,3.7142565e-07,1.8569377e-07,1.8521849e-06,4e-14,0.0014327209,0.0003356737,9.6385412e-10,1.5390387e-08,0,0.0085160435,-0.07038376,0.0065143426,0.054493975,0.039091091,0,0
