global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	a_comp_cor_47	a_comp_cor_48	a_comp_cor_49	a_comp_cor_50	a_comp_cor_51	a_comp_cor_52	a_comp_cor_53	a_comp_cor_54	a_comp_cor_55	a_comp_cor_56	a_comp_cor_57	a_comp_cor_58	a_comp_cor_59	a_comp_cor_60	a_comp_cor_61	a_comp_cor_62	a_comp_cor_63	a_comp_cor_64	a_comp_cor_65	a_comp_cor_66	a_comp_cor_67	a_comp_cor_68	a_comp_cor_69	a_comp_cor_70	a_comp_cor_71	a_comp_cor_72	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02
695.8471769433056	n/a	n/a	484203.2936599681	1147.3419474777968	n/a	n/a	1316393.5444421435	718.5888049896083	n/a	n/a	516369.8706563934	780.4497236917474	637.2856259185129	n/a	n/a	n/a	n/a	-0.013268738200000001	-0.0079599957	0.1173466795	0.0273354089	-0.2718721096	0.6020621982	-0.26411628239999996	-0.3600794176	-0.076776068	-0.0813144156	0.09613183210000001	-0.0432459801	0.07454771730000001	0.0008375421000000001	-0.0428197222	0.1369064509	-0.0149253332	0.017209381	-0.0068653925	0.029616461	-0.0097616926	0.1371595143	-0.055532299900000005	0.0364490349	-0.0224807475	0.1174986592	-0.0369465342	0.0113860925	-0.0170549741	0.1069075976	-0.0365328136	0.0803425614	-0.0318401571	0.0729648783	-0.08237714019999999	0.0874354199	-0.2202083745	0.0057669492000000004	-0.1649460972	-0.0659209518	0.053846840300000004	-0.0423424547	0.0340528135	0.0905130517	-0.0651312359	-0.2033954032	0.0789266667	-0.0780401159	-0.08407741869999999	0.1747985614	-0.252460227	0.3578891119	-0.4228937514	0.3855544144	-0.1356362354	-0.1297994157	0.2269105323	-0.1866608019	0.07942360379999999	-0.0100557583	0.1167322953	-0.07694932110000001	0.020771681	-0.0679222397	0.0353692692	-0.004887393	-0.12308608380000001	0.0951985505	-0.0271282574	0.014070881200000001	-0.1199833892	0.1087321692	-0.06849331	0.07454806809999999	-0.0003177365	0.0634996581	-0.0228899867	0.107516234	0.10750293820000001	0.1074807797	0.10744976029999999	0.0165766	n/a	n/a	0.00027478366755999997	0.024333	n/a	0.0005920948890000001	n/a	-0.041641	n/a	0.0017339728810000007	n/a	-0.000530656	n/a	n/a	2.815957903360001e-07	-0.000165374	n/a	2.7348559876e-08	n/a	0.0	n/a	0.0	n/a	0.0	0.0	0.0
693.6547255878479	-2.192451355457706	4.806842946048333	481156.8783303526	1125.9841684658334	-21.35777901196343	456.15472432386565	1267840.3476356943	719.254111028874	0.6653060392657153	0.4426321258834335	517326.4762319358	774.1803200508244	635.7994366230163	1.245971	17.430603	0.128736209	0.0699133	-0.0405753997	-0.0105968153	0.1240400552	-0.0309072804	-0.2826270532	0.2226991419	-0.2066286561	0.0133858151	-0.0326959753	-0.1209845951	0.0806779782	0.06607140780000001	0.1443110494	-0.0191629927	-0.0304679547	-0.006082705799999999	0.0035379312	-0.1079011168	0.005302236	0.0426870369	-0.1889824468	0.0367558704	-0.1668201517	-0.0090996052	0.1174150054	-0.1005868276	0.1237770662	0.09455569789999999	-0.0343719117	0.06571241900000001	0.0568447618	0.0314578718	0.0058126997	-0.0860914148	0.0486594433	0.08067737009999999	-0.0337164094	0.0673906098	-0.07866570099999999	-0.0198771161	-0.09069304060000001	0.0447116429	-0.0131282675	-0.0167639269	0.0115711461	-0.0564837938	-0.0223671575	0.1190966472	0.1250333281	0.0128916779	-0.1280771934	0.1745218091	-0.1772494407	0.1216655355	-0.0235732716	-0.0370821436	0.0086611919	0.07302714190000001	-0.09309530349999999	-0.035749320099999995	0.0443441132	-0.0401049533	0.2250730035	0.09006518890000001	-0.24317663329999997	0.0630819537	0.1144200701	-0.1010241024	-0.0273411786	-0.0285829688	0.0986968401	-0.0498786091	0.0982332308	-0.0671321805	0.0354109633	0.0401810148	0.062436326500000014	0.1074807797	0.10736115	0.1071618658	0.1068830749	0.000265171	-0.016311429	0.00026606271602204094	7.031565924099997e-08	0.0248476	0.0005146000000000005	0.0006174032257600001	2.648131600000005e-07	0.0268036	0.06844460000000001	0.0007184329729600001	0.004684663269160001	6.39766e-05	0.0005946326	3.5358792898276e-07	4.09300534756e-09	-0.0	0.000165374	0.0	2.7348559876e-08	-0.000109305	-0.000109305	1.1947583025e-08	1.1947583025e-08	0.0	0.0	0.0
692.2352018844493	-1.4195237033985677	2.0150475445103853	479189.5747280043	1105.103728942249	-20.8804395235843	435.9927546980614	1221254.251722064	719.4601405431978	0.2060295143237454	0.042448160772478406	517622.8938304379	773.210778828556	636.2822688999956	1.259093	17.614185	0.122433534	0.0796888	-0.0040114926	0.0431830104	0.1355871361	-0.0659130552	-0.0532998442	0.0647952449	0.0115088362	0.0603524578	0.0574763138	-0.0950550725	0.07910569070000001	0.0241217832	0.0648393526	0.00897791	0.0251639631	0.1047013866	0.1098140241	0.0409835406	0.0463074233	0.019899339199999998	-0.0237266227	0.0503497908	-0.035689845	0.017674850500000002	-0.10004262400000001	-0.0398718756	0.0537057311	-0.1307966382	0.1328101907	0.0514209213	-0.1239655956	0.1254666422	-0.0423757487	0.2042393022	0.0914899316	-0.009689981700000001	-0.016714841100000002	0.0269296944	0.055751162	-0.0035021990999999997	0.030993689799999998	-0.0214712788	0.0790945175	-0.0811572962	0.0802614052	-0.0516002928	0.0608022991	-0.020708382	0.0764682123	0.094685336	-0.0625051511	-0.0422437046	-0.0580962834	0.06776983660000001	0.1119714616	-0.08094433570000001	0.045140259800000006	0.031626820800000004	0.0847792236	0.0723820242	0.1209888947	0.0501769521	0.0632337604	0.0810856497	0.0513690355	0.031414615699999995	0.1145280742	0.0391106715	0.0105968791	0.0542922431	-0.00048820389999999997	0.0323622246	-0.0829161922	-0.0008870621	-0.061913224100000004	-0.1008435811	-0.10277898140000001	0.1074098827	0.1070777606	0.1065249843	0.10575269279999999	0.0129769	0.012711729	0.00016158805416944104	0.00016839993361000006	0.0498058	0.024958200000000003	0.0024806177136400005	0.0006229117472400003	-0.0484386	-0.07524220000000001	0.00234629796996	0.005661388660839999	-1.71465e-05	-8.112310000000001e-05	6.580957353609999e-09	2.9400246225e-10	-0.0	0.0	0.0	0.0	0.0	0.000109305	0.0	1.1947583025e-08	0.0	0.0	0.0
692.025742155462	-0.20945972898732634	0.0438733780674442	478899.627805818	1109.5257329496537	4.4220040074046665	19.55411944150293	1231047.3520774664	718.4085147689972	-1.051625774200602	1.1059167689630154	516110.7940925965	773.2951224924782	628.9555229676507	1.240048	17.347742	0.117493874	0.068422	0.0266789559	0.0851944817	0.1366028649	0.054146737699999996	0.0203844149	0.125903467	0.10824924529999999	0.0606478167	0.0100769054	-0.0358261653	0.0150393274	-0.015811034499999998	0.1511960133	-0.0690116413	0.1095620428	-0.0450812009	-0.023418452200000002	0.0442544957	-0.0181508534	0.0468556284	-0.055135221500000005	-0.041321549900000004	0.09371053380000001	-0.11004369480000001	0.0061549118	0.0455178937	-0.0886707353	0.0561140882	-0.0999901599	-0.0240248003	0.0428927287	-0.0107855159	-0.14760978730000002	-0.089295358	-0.0722680297	0.045068139900000005	0.0076238447	-0.0545944244	0.056216692699999994	0.154159661	-0.0152130844	-0.0743112433	0.0831917249	-0.080078259	0.0550927692	0.0458848891	0.0625853744	-0.049573344299999995	0.0165355059	0.09225484449999999	-0.0116666442	0.07728197519999999	-0.0333568981	-0.1897426482	0.11665079269999999	-0.050251701100000004	0.0340401856	0.013009166499999999	0.0739831634	-0.06138691900000001	-0.1131558743	0.0019112528	-0.0494956346	0.0640838232	-0.0872335719	0.0604432045	-0.0495375984	0.1638001584	-0.0651511263	-0.0495210314	0.0018718657000000001	-0.0030847402000000004	-0.0346561444	-0.1047393914	-0.1949569646	-0.0247420131	-0.017984708999999998	0.10730356630000001	0.1066531437	0.1055720249	0.1040645756	0.000272551	-0.012704349000000002	0.00016140048351380104	7.4284047601e-08	0.0971367	0.04733089999999999	0.00943553848689	0.0022402140948099987	-0.0308005	0.017638099999999997	0.00094867080025	0.00031110257161	-0.000813557	-0.0007964105000000001	6.3426968451025e-07	6.618749922489999e-07	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
689.7767531083148	-2.2489890471472336	5.057951734188221	475791.969128649	1096.229815320939	-13.295917628714733	176.78142558956722	1201719.80799858	718.3961921541104	-0.012322614886784322	0.0001518468376479986	516093.0889015255	771.8432913550729	628.1303857543828	1.227795	17.176331	0.197961114	0.108518	0.0510705442	0.028562208399999997	0.12269667220000001	-0.0557525133	0.0181355711	-0.0303926996	-0.000800943	0.1228763245	0.0370638343	0.0512021497	0.0107451917	0.0814496232	0.13784675230000001	0.025547084900000003	-0.0141813952	0.0205670913	-0.0817882224	0.13491463539999998	-0.07327068169999999	-0.0086817404	-0.006978059	-0.054605165	-0.0350987055	-0.0021077635	0.0813027712	0.0770252787	0.0486438712	-0.1105139111	-0.0979473434	0.0106028625	-0.0185016284	0.014099741200000003	0.0740272179	-0.056182437300000006	0.0384986956	-0.12312778460000001	-0.101677733	-0.011782704599999999	0.11932732310000001	-0.018687638899999998	-0.0988837533	0.09673299460000001	-0.1166551356	-0.0702691034	0.20353761420000002	0.0255705871	-0.0563880183	-0.0258445785	0.0748329747	-0.0403670648	-0.070153187	-0.0292345443	0.020241720300000002	-0.019086298300000002	0.1435066596	0.058158853499999996	-0.011467721699999999	0.0189663373	0.09550048650000001	0.1148004486	-0.0703370536	0.018110324599999998	0.0186543935	0.1253947176	-0.08568018050000001	0.0063311936	-0.0515687506	0.0712532525	-0.1170952325	-0.0599257901	-0.0717883332	-0.0882422858	-0.009201288299999999	0.0357124526	-0.0620513562	-0.022312686499999998	-0.025116346299999998	0.1071618658	0.10608785949999999	0.1043058152	0.10182762640000001	0.017430599999999997	0.017158048999999998	0.00029439864548640095	0.00030382581635999986	0.00173679	-0.09539991	3.0164395041e-06	0.009101142828008096	0.0190814	0.0498819	0.0003640998259600001	0.00248820394761	-0.000172637	0.00064092	4.107784464e-07	2.9803533769000004e-08	-0.0	0.0	0.0	0.0	6.95051e-05	6.95051e-05	4.83095892601e-09	4.83095892601e-09	0.0	0.0	0.0
690.1416870419722	0.36493393365742577	0.13317677593468244	476295.54819313955	1097.3583685611343	1.1285532401952878	1.273632415955283	1204195.3890511545	717.8077585021061	-0.5884336520042552	0.34625416281106497	515247.9781658179	771.9483937266075	624.5435926777071	0.983311	13.756100000000005	0.13142144500000005	0.08580360000000001	0.0360209075	-0.0052323483	0.09625550849999999	0.0259174604	0.043586404599999996	-0.0294016579	0.049758493200000004	0.056633221500000004	0.0107773221	0.0627136915	0.1235904356	0.030618945699999997	0.0824820945	0.0725917395	0.0390120607	-0.0686892864	-0.048819603899999994	0.0277478396	-0.059564185199999994	-0.09223416289999999	0.19941202100000002	0.0230008956	0.004267272700000001	0.0523848328	-0.0295353428	-0.0289575831	-0.048260388700000004	0.127082728	-0.0305904483	-0.0007897919000000001	-0.041257985899999995	0.0067996401000000005	-0.1266353707	0.1011396439	0.0158553898	-0.050493335199999996	0.0805093025	0.09645095349999999	-0.0356178765	0.1239411483	0.0372478212	-0.0902962714	-0.0378121862	-0.0557955128	0.0410023776	-0.010680638300000002	0.017241257700000002	-0.041794799	0.044838857	0.0255620225	-0.1146677659	-0.0462105619	0.0764989163	-0.0475052738	0.06716264400000001	0.1014312306	-0.0380601788	-0.0380587886	0.06637434440000001	0.023490354100000003	-0.0509561217	-0.025020973	-0.0229977473	-0.0236227238	0.0160867715	0.0406105068	-0.0567736395	-0.0853073181	-0.0712932151	0.04256293269999999	-0.0857447625	-0.0717299106	-0.0008640691	-0.0795741185	-0.0502783237	-0.0285993775	-0.0393558082	0.1069848277	0.1053826534	0.1027301122	0.09905364259999999	0.0218618	0.004431200000000003	1.9635533440000032e-05	0.00047793829924	0.0750268	0.07329001	0.005629020718240001	0.0053714255658001	-0.0241892	-0.043270600000000006	0.00058511739664	0.0018723448243600008	-0.000126037	4.66e-05	2.1715599999999995e-09	1.5885325369e-08	-9.24876e-05	-9.24876e-05	8.55395615376e-09	8.55395615376e-09	0.0	-6.95051e-05	0.0	4.83095892601e-09	0.0	0.0	0.0
690.4686915262631	0.3270044842909101	0.10693193274636408	476747.0139779899	1101.4924352546657	4.134066693531395	17.090507426565598	1213285.584923254	717.7143024088284	-0.09345609327772307	0.008734041370734478	515113.8198821912	771.2603430146063	633.6169609849431	1.079787	15.105765	0.08774474000000003	0.0453838	-0.0151566987	0.0292289544	0.0872488479	0.0576475913	-0.0026016276000000002	-0.0057872518000000005	0.022681659700000002	0.0780672016	-0.058951768499999994	0.019719071	0.06338075929999999	0.07395055610000001	0.0328041477	0.0421006787	0.0374684693	-0.036205464300000004	-0.1009797601	0.0183356731	0.0091377688	0.09593962240000001	0.1371073229	0.0717929767	0.0350176195	-0.1165729397	-0.034942581	0.014772753000000001	0.022056035499999998	0.0011853216	-0.10346131439999999	0.021650203	0.037010758	-0.0667375987	0.029551732200000007	0.0683256388	-0.047640315	0.0790036068	-0.0329594272	-0.033509531099999997	-0.0325086883	-9.1432e-06	-0.07191573009999999	-0.0775776888	0.1124674019	0.030830259900000007	0.0041394206	0.0507182729	-0.1056774599	0.0396007336	0.0477418245	-0.0283396379	-0.0565950525	0.0339642781	0.08296958360000001	-0.0746746966	-0.0002565957	0.10431468640000001	0.05759704230000001	0.0473908776	0.1549422332	-0.0635354794	-0.1158573771	-0.004896735300000001	-0.0095122657	-0.1250178039	-0.0140696329	-0.0014251876	-0.0121236529	-0.0697105137	-0.15555898810000002	0.0345254599	-0.058172065099999996	0.0095823002	0.08939345289999999	0.08704309140000001	-0.0059634651	0.0292695438	-0.0629457825	0.10677251060000001	0.10453845560000001	0.1008495915	0.0957572542	0.0104859	-0.0113759	0.00012941110081000006	0.00010995409881	0.0614619	-0.013564900000000005	0.0037775651516100003	0.0001840065120100001	0.00125941	0.02544861	1.5861135481000005e-06	0.0006476317509321	-0.000530656	-0.000404619	1.63716535161e-07	2.815957903360001e-07	0.00025	0.00034248760000000003	6.25e-08	1.1729775615376002e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0
689.4034948668138	-1.0651966594492706	1.1346439233018852	475277.178734577	1093.7974926588697	-7.694942595795966	59.21214155259514	1196392.9549468302	717.6755495124788	-0.03875289634959245	0.0015017869754822555	515058.19436803844	770.9260730336639	630.8662987570318	0.96552	13.507224	0.085745265	0.0407257	-0.0399576881	-0.018403054199999998	0.0709313741	0.045385687599999995	0.0080030423	-0.1023071381	0.0207578368	0.0601945759	-0.0816806016	0.0013374567000000001	0.0840192408	0.0334192291	0.0660945551	-0.037333242	-0.039168333900000005	-0.0759246602	-0.11452451949999999	-0.0688175389	-0.0079793633	-0.0371072128	0.0588171568	0.0877190509	0.0989211129	0.0418109391	-0.0819952781	-0.11260011789999999	0.0637451607	-0.1537824911	0.061524755599999995	0.0039880484	-0.006282960799999999	-0.0446483775	0.0035504555	-0.033312164	-0.1324890122	-0.0165998929	-0.0069107962	-0.033893474	-0.070316508	0.0074474967	-0.10363672880000001	-0.0913436736	-0.0796546081	-0.0292058748	-0.032621125	0.1321035536	0.0201916146	0.052153581500000004	0.0258578739	-0.028859153199999998	-0.0992028739	-0.0310187875	0.10407084330000001	-0.0455756884	0.10654381710000001	0.0589965811	-0.0175262534	0.006131089	0.050095783399999996	-0.0260742165	-0.0176403349	-0.0083921048	0.1447527248	0.0093042457	0.1466896878	-0.0077121166	-0.0176640022	-0.1563317022	0.011292313500000001	-0.036946643599999995	0.0052203777	0.010759069199999999	0.1056401325	0.058954671500000014	0.0072908727	0.15111137630000002	-0.0979089442	0.1065249843	0.10355637949999999	0.0986698327	0.0919558462	0.0249399	0.014454000000000003	0.00020891811600000005	0.0006219986120100001	0.0374475	-0.0240144	0.00140231525625	0.0005766914073600001	0.00873611	0.007476699999999999	7.63196179321e-05	5.590104289e-05	1.53473e-05	0.0005460033	2.9811960361089e-07	2.3553961729000004e-10	-0.0	-0.00025	0.0	6.25e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0
690.2107419856497	0.8072471188359032	0.6516479108688668	476390.86835238116	1095.769537364474	1.972044705604276	3.8889603209018553	1200710.879015953	718.8132608439495	1.1377113314706548	1.2943870737567302	516692.50396511174	772.169708335188	632.8988922217252	0.8283879999999999	11.588801	0.099114765	0.0598799	-0.04555269309999999	-0.025559048799999998	0.060459139400000014	0.1048281012	0.0024531087	-0.0790505786	0.0332547193	0.035799933	0.027728078	-0.013796583000000001	0.11622043119999999	0.026061015	0.1564576888	0.058903123099999996	-0.0214529452	-0.012037019599999999	0.0544164079	-0.0068607962	0.0519041378	0.0412636005	-0.045056045499999996	0.060080899699999996	0.0084870272	0.030445799	-0.0083605512	-0.133283826	-0.0050930982	-0.0859087804	0.0812639334	-0.09369865570000001	-0.0302090109	-0.0869022375	0.08681041	-0.1268886464	0.0813102022	-0.013203753600000001	0.0394229496	-0.1349194896	-0.047895244299999994	-0.017964761699999998	0.04663348230000002	0.0140317306	0.039573767	0.0979453857	0.073376626	0.04326282099999999	0.0298198395	0.00017883810000000002	0.060487477699999986	0.0480172908	-0.0915947711	-0.0642269127	0.08539466470000001	-0.0035242933	0.0156239065	0.0673485295	-0.057586335999999995	0.06424245740000001	0.0418481956	0.0072531264000000005	-0.061091567699999995	-0.021402999500000002	0.1002412715	0.0739175926	0.0433978671	0.0672851506	0.118887269	-0.0730819141	0.0894172662	-0.0559126516	0.1236359284	0.046223559000000004	0.0111465552	0.048162561500000006	0.0639895871	0.051982855099999996	0.0775200091	0.10624233050000001	0.10243772039999999	0.09619730359999999	0.08766946710000001	0.0122743	-0.0126656	0.00016041742336000002	0.00015065844049000002	0.0945261	0.05707859999999999	0.00893518358121	0.0032579665779600003	-0.00406359	-0.0127997	1.65127636881e-05	0.00016383232009	-0.000201974	-0.00021732130000000002	4.722854743369e-08	4.0793496676e-08	-0.00011409600000000005	-0.00011409600000000005	1.3017897216000012e-08	1.3017897216000012e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0
691.0264995221213	0.8157575364715512	0.6654603583101343	477517.6230417963	1100.804606305146	5.03506894067209	25.351919237320768	1211770.7812626276	719.2828446028392	0.469583758889712	0.2205089066129912	517367.81053995213	773.2075524018596	637.7640880546737	1.0269549999999998	14.366667	0.06254838	0.0318651	-0.06370487179999999	0.003644083	0.0203766671	0.1258434375	0.0113530899	-0.030747720299999996	-0.0100960517	0.0261944918	0.0363025425	-0.0472638534	-0.010866040700000001	0.0695336989	-0.08452595789999999	-0.0565535462	0.14667483720000002	-0.0073659263	-0.0011686138	0.040517738399999996	-0.0296345505	0.0656666496	-0.1131246978	0.039133037999999995	0.1368485286	0.044703074100000004	-0.011639863500000002	-0.0293095581	0.1068999496	0.0028779794	-0.045109904400000005	-0.0203004157	0.0809492164	0.0692981412	-0.0052453728	-0.1377056818	0.0075731552	0.1190388045	0.0204263718	-0.1115146847	0.054871918	-0.0384711789	0.0012037527	0.00039706940000000003	-0.1374113613	-0.0810483748	-0.10816910630000001	-0.0226161665	0.0170006756	0.030839964100000002	0.0374146409	0.0020485042	0.0901434351	0.0835326472	0.0448286466	-0.0366329278	-0.08011329860000001	0.0665334531	0.0588011346	0.055493758	0.09926300099999999	0.027953666600000003	0.0680503865	0.0299689666	-0.101381502	0.11364960939999999	0.1112510507	0.1093660639	0.025849120899999998	-0.046043826100000004	0.023831704900000004	-0.0412053992	0.0539375997	-0.0566198366	0.09670923810000001	0.0025389291	0.0645940313	0.11596097710000006	0.1342284165	0.1059246424	0.1011839538	0.0934393406	0.0829207229	-0.00582108	-0.01809538	0.0003274427773444001	3.38849723664e-05	0.0728715	-0.0216546	0.005310255512250001	0.0004689217011599998	-0.00942069	-0.005357100000000001	8.874940007610003e-05	2.869852041000001e-05	-0.000436704	-0.00023473	5.50981729e-08	1.90710383616e-07	-0.0	0.00011409600000000005	0.0	1.3017897216000012e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0
