global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	a_comp_cor_47	a_comp_cor_48	a_comp_cor_49	a_comp_cor_50	a_comp_cor_51	a_comp_cor_52	a_comp_cor_53	a_comp_cor_54	a_comp_cor_55	a_comp_cor_56	a_comp_cor_57	a_comp_cor_58	cosine00	cosine01	cosine02	non_steady_state_outlier00	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02
653.7772701786722	n/a	n/a	427424.7190022765	1050.1195378649322	n/a	n/a	1102751.0438056588	685.9849684519488	n/a	n/a	470575.3769420212	741.7803610091291	481.1996544131311	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	6.653380000000001e-10	n/a	n/a	4.4267465424400025e-19	0.0	n/a	0.0	n/a	-1.56111e-09	n/a	2.4370644320999997e-18	n/a	0.0	n/a	n/a	0.0	7.19281e-05	n/a	5.17365156961e-09	n/a	0.0	n/a	0.0	n/a	0.0	0.0	0.0
651.6680113714688	-2.109258807203446	4.4489727157653025	424671.19704484474	1027.8086553817943	-22.31088248313791	497.7754771763897	1056390.6320777321	685.5501878254966	-0.43478062645226595	0.18903419313822487	469979.0600275736	736.2343586009769	480.7526143112007	1.181226	18.681259	0.10137787490422802	0.07329049999999998	-0.009095189200000001	0.0435776451	-0.1115698908	0.0585639982	0.1643123245	-0.0963101453	0.3073919227	-0.2108491398	0.1343969531	-0.030858521099999998	0.1088457476	-0.06789496269999999	0.11733388980000001	-0.0979155585	-0.1631413572	0.0602194636	-0.0175445573	0.08547641269999999	-0.120129055	0.0977940513	-0.0715628291	0.038506448	-0.0723997973	0.0884115761	-0.0009391998	0.0455475645	-0.0592314783	0.0822791735	-0.1018108016	0.07077799900000001	-0.055086176699999996	0.06888751809999999	-0.048233789900000004	0.0543255602	-0.041637295899999996	0.0347737896	-0.0660475571	0.0799184479	-0.0387595628	0.0584690354	-0.15033573949999998	-0.0269470102	-0.1105642693	0.11792618099999999	-0.075502314	0.1790841707	-0.013048593300000001	0.06627279559999999	-0.0044314834	0.13640337730000002	-0.1514320084	0.06428686780000001	-0.09929151900000001	0.041446992200000005	-0.1664405199	0.030072520800000002	0.0457240857	-0.2196646532	0.1308556655	-0.0075401426	0.2115592365	-0.0891815722	0.1667244765	0.1128608806	0.1128439341	0.1128156919	0.0	-0.0211297	-0.021129700665338	0.0004464642502067852	0.0004464642220900001	0.07002650000000002	0.07002650000000002	0.004903710702250002	0.004903710702250002	-2.18708e-05	-2.1869238890000003e-05	4.783318926400002e-10	4.782636096278884e-10	0.000132068	0.000132068	1.7441956623999998e-08	1.7441956623999998e-08	-0.0	-7.19281e-05	0.0	5.17365156961e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0
651.4160873926203	-0.25192397884848106	0.06346569111884992	424342.91891390993	1019.8815143655656	-7.9271410162286875	62.83956469117521	1040158.3033445993	685.4008225180238	-0.149365307472749	0.02230999507642885	469774.28750838357	735.7100841814047	482.0107052742592	1.090763	17.250564999999998	0.2007662826	0.148637	-0.0941409081	0.09743034619999999	0.056370558499999994	0.0304525262	0.09612588130000001	0.1258470214	0.0643206191	-0.1786014952	0.10848423830000001	0.0771646422	0.084852725	-0.0118454627	-0.0574078821	-0.06405821490000001	-0.0172621276	-0.1358055621	0.0274176398	-0.1014493691	-0.0644943499	0.13861916929999998	0.09552881769999999	-0.0079627633	-0.056491883099999994	-0.0609892393	0.1020512041	-0.0702837972	-0.1512463458	0.0236468156	0.0173261083	0.0908060693	-0.1265284517	-0.0797618674	0.1139090584	0.084166306	-0.0251470312	0.0006104466	-0.0024915145	0.0665423196	-0.0227104314	-0.0568342078	-0.15175624529999998	0.08337103480000001	-0.0783104413	0.020130788400000002	0.078117852	-0.0171922707	-0.0106416978	0.0280596673	-0.09842249199999999	-0.1083355167	-0.1000001697	0.1997834409	-0.0984112524	0.07796571769999999	-0.005965339300000001	0.0692296358	-0.0436409234	-0.1039965269	0.0788904063	-0.0696309963	0.033523286299999996	0.025526932999999998	0.16176688320000002	0.1128156919	0.1126632248	0.11240926539999999	0.0	-0.0375431	-0.016413399999999998	0.0002693996995599998	0.0014094843576099995	-0.0719744	-0.1420009	0.005180314255359999	0.02016425560081	-9.1882e-06	1.26826e-05	8.442301924000003e-11	1.6084834275999995e-10	0.0007021839999999999	0.0005701159999999999	3.2503225345599983e-07	4.930623698559999e-07	-0.0	0.0	0.0	0.0	-0.00027667	-0.00027667	7.654628890000001e-08	7.654628890000001e-08	0.0	0.0	0.0
651.7255300521111	0.3094426594908555	0.09575475951277353	424746.1665217052	1018.1530771963298	-1.7284371692358036	2.987495047995878	1036635.6886043557	686.6210941814253	1.2202716634014903	1.4890629325006406	471448.5269748977	737.5082722777672	477.3785734823027	1.1644310000000002	18.415642	0.2169332118	0.160715	0.0427734796	0.004976752	0.10129216369999999	-0.0120253568	-0.0885058006	0.0077177217	0.0954882825	0.052525198499999995	0.053818493099999996	-0.0014223395999999999	-0.0706345997	-0.13906637560000001	0.048758855700000006	-0.13403931689999998	0.0970171534	0.061805651399999995	-0.0949397194	-0.0413888901	0.1127306392	-0.0196765689	0.0355216406	0.08641687199999999	-0.060809196600000004	0.16823825109999999	-0.0404991459	0.1140981392	-0.0041463383	-0.007864166700000001	-0.044600714900000005	-0.0873987849	-0.1118006236	0.016369383	0.02766008	0.0683640445	-0.0092046712	-0.1138964128	0.0600102869	-0.009362830400000001	0.0472543517	-0.06518889559999999	-0.0037442211	0.008212371500000001	0.11462501509999999	0.046145567400000004	0.0265855494	0.1256827825	-0.049382144100000004	-0.11074024689999999	0.0492570767	-0.0306384885	-0.1268681522	0.0059250654	0.0830435374	0.1521252841	0.1658992799	-0.07348903400000001	0.0262766806	-0.0378849477	0.0409897244	0.0442828362	0.1981459905	-0.103427145	0.048249111100000006	0.1127253327	0.1123020954	0.1115978766	0.0	-0.044632300000000014	-0.007089200000000011	5.025675664000016e-05	0.0019920422032900006	0.0841033	0.1560777	0.007073365070890001	0.02436024843729	-0.0165624	-0.016553211800000002	0.00027431309375999997	0.00027400882089565935	0.00014697899999999996	-0.0005552049999999999	3.082525920249999e-07	2.160282644099999e-08	-0.0	0.0	0.0	0.0	-0.000465727	-0.000189057	2.16901638529e-07	3.574254924899998e-08	0.0	0.0	0.0
650.7549239894743	-0.9706060626368752	0.9420761288274581	423481.9710965465	1013.8790592354886	-4.274017960841206	18.267229529593227	1027950.7467562393	685.5559819291808	-1.0651122522444894	1.1344641098813286	469987.0043588833	735.9479366404328	471.81873693309336	1.2073120000000002	19.093805	0.16480601800000005	0.12700699999999998	0.06759237929999999	-0.0390032361	-0.0149392847	0.1629667842	-0.055842181	-0.0376185378	-0.033762262	0.0165322657	-0.0631204947	-0.044695688399999996	-0.0989675027	0.2478532234	0.012184559099999999	-0.0511995032	0.058938608499999996	-0.06824399839999999	-0.0354820737	0.0457387236	0.0347247023	-0.017066926200000002	0.014350346100000001	0.1397068774	0.0902564468	0.09627185810000001	-0.1606257901	-0.0795777592	-0.007813812199999999	0.053422468	0.09861025359999999	-0.11343133400000001	-0.1327132393	0.0233378676	-0.0880865711	-0.0191550699	0.035923122099999996	0.048487799000000005	0.1608735433	-0.019704465	0.0310168198	-0.0639997071	0.0250754212	-0.0477169155	0.0584568187	-0.08598804550000001	-0.1566833604	-0.11432203210000001	-0.0389569492	-0.1345840387	-0.08385624259999999	0.0333415082	0.110222196	0.1002379949	-0.062492507	0.0019000128	0.066565162	-0.08542142050000001	-0.1263685467	0.005892080500000001	0.0208643823	-0.0761039998	0.1812125623	-0.07262877870000001	-0.16813946719999998	0.1125898391	0.1117611244	0.1103844485	0.0	-0.0461196	-0.00148729999999999	2.2120612899999703e-06	0.0021270175041599995	-0.0407204	-0.1248237	0.0016581509761600002	0.015580956081690004	0.000305518	0.016867918000000003	9.3341248324e-08	0.00028452665765472414	0.000367325	0.00022034600000000006	4.8552359716000016e-08	1.34927655625e-07	-0.0	0.0	0.0	0.0	-0.000253531	0.00021219599999999997	6.427796796099999e-08	4.5027142416000005e-08	0.0	0.0	0.0
650.4693311896331	-0.2855927998411971	0.08156324732113407	423110.3508182885	1018.1170423284173	4.23798309292863	17.960500695948912	1036562.3118795642	686.1001262626713	0.5441443334905216	0.296093055669844	470733.3832576535	736.0864463985374	483.2833113910593	1.362625	21.550093	0.14210948200000004	0.09333350000000004	-0.0342821689	0.0218525023	-0.1125477877	-0.1364833469	0.1269233642	-0.1449809427	-0.0332700636	0.0511598443	0.18787630989999998	-0.13001761720000002	0.0380999806	-0.0567905284	-0.026585831400000003	-0.0354623248	-0.0892278441	0.0628874937	0.059661151399999994	-0.0434958271	0.0172419145	0.0035518001	0.142693176	0.021415022000000002	0.1253090547	0.0429238306	-0.1020067915	0.12337554380000001	-0.1183137544	0.0703408437	0.0596032986	0.0109598821	0.0802359795	0.036829460099999996	-0.11727349390000001	-0.0120892845	-0.0170777496	-0.049976630599999995	0.0050796717	-0.0564591062	0.08602125460000001	0.1613893664	0.04440363940000002	-0.1183802173	-0.1159250297	-0.016060229199999998	0.057184291799999995	0.1053299707	0.12104496220000001	-0.0587627561	-0.018609292700000002	0.0123123906	0.06052656980000001	0.0955147449	0.1079369772	0.10775415460000001	-0.048370264	0.0821323244	0.2108130068	0.0032242290000000003	0.10190625710000001	-0.025553693	0.020123536	-0.010576851299999999	-0.0940976181	0.11240926539999999	0.111041178	0.1087733526	0.0	-0.0378478	0.008271799999999996	6.842267523999993e-05	0.0014324559648399998	0.0419842	0.0827046	0.0017626730496400002	0.0068400508611599995	0.041089	0.040783482	0.0016883059210000002	0.0016632924040443245	0.000284931	-8.239400000000001e-05	6.7887712360000015e-09	8.118567476099999e-08	3.3733299999999996e-23	3.3733299999999996e-23	1.1379355288899995e-45	1.1379355288899995e-45	-0.000378129	-0.00012459800000000002	1.4298154064100002e-07	1.5524661604000004e-08	0.0	0.0	0.0
649.7320194872566	-0.7373117023764735	0.5436285464612934	422151.6971469888	1011.1047276892424	-7.0123146391748605	49.17255659878605	1022332.7703555372	683.9065008928693	-2.193625369802021	4.811992263039053	467728.1019635282	733.6096662649602	483.304085372561	1.269439	20.076359	0.033339900000000006	0.021687400000000003	-0.0916501691	0.051667917199999996	-0.0243208443	0.0280656546	0.0215417845	0.086826786	0.0352576454	-0.0097925856	-0.058826447300000015	0.0778591664	0.10443413300000001	0.0384739846	0.1153563059	0.0999831875	0.0661258863	-0.0080149986	-0.0652856225	-0.09018422279999999	0.1109899621	-0.0417319837	-0.049869036900000004	-0.1564676808	0.0167857871	-0.0877579467	-0.1105591684	0.0340479046	-0.010469657299999999	-0.0693510789	-0.022139128799999998	-0.0580362128	0.1419836207	0.11480454080000001	-0.0613838087	0.1208489153	0.13131337810000002	-0.010927340700000001	-0.1740045622	0.0422056033	0.0380942235	0.10785852609999999	0.0673889533	0.06433101299999999	-0.035659969	0.1103151638	-0.0407863157	-0.1190469862	-0.0349574726	0.0389316723	0.023827709500000002	-0.0793811898	0.1651340587	-0.1308746742	0.1091409443	-0.12187900460000001	0.0042625554	0.0192440516	0.018535951999999998	0.0308145581	0.1275745945	-0.0489458701	-0.0530058239	-0.0239713889	0.0025589642	0.11218368390000001	0.1101434092	0.1067703929	0.0	-0.0377853	6.250000000000006e-05	3.9062500000000064e-09	0.00142772889609	0.042006	2.180000000000237e-05	0.001764504036	4.752400000001035e-10	0.0479956	0.006906599999999999	0.00230357761936	4.770112355999998e-05	0.000433782	0.00014885099999999995	2.215662020099999e-08	1.88166823524e-07	-0.0	-3.3733299999999996e-23	0.0	1.1379355288899995e-45	0.0	0.000378129	0.0	1.4298154064100002e-07	0.0	0.0	0.0
649.4263673042855	-0.3056521829711301	0.09342325695501716	421754.6065500407	1013.3837564432007	2.2790287539583005	5.193972061368724	1026946.6378229323	684.1117458733727	0.20524498050338025	0.04212550202183294	468008.88084191404	734.8388301832457	479.1909036185024	1.212687	19.178816	0.10492089999999997	0.0928842	-0.0156546496	-0.0094016906	0.1107370651	-0.0412231152	-0.057973960899999996	-0.0059754173999999995	-0.1582150634	0.0764495429	0.027565705	0.08581082720000001	-0.0406019049	-0.0010373345	-0.0755706086	0.0665778737	0.0156213227	0.20269903820000001	-0.0433574217	0.15916212300000002	-0.1633630017	-0.040185193	0.0769112774	0.0496851659	-0.049900855599999995	-0.1588973959	-0.0354563127	0.0701529367	-0.1252013233	0.0269601062	-0.0849624294	-0.0389753702	0.007124966500000001	0.0053361851	0.1640680612	0.0007292739999999999	-0.0248990217	0.0550978126	0.097086961	0.07121811759999999	0.1329813735	0.0188387086	-0.008093104	0.061150614699999994	0.0523164276	-0.08048236639999999	0.0511018491	-0.018506314399999998	0.0510753898	-0.0922797538	0.1303259869	0.1414690438	-0.0270484903	-0.0482532253	-0.0193249665	-0.12161356109999999	-0.1190149575	0.010163409	0.026020349900000003	0.14026025050000002	0.2560644357	-0.0985968091	-0.04758956	-0.0829428159	0.1269837911	0.11191318480000001	0.10906925560000001	0.1043827854	0.0	-0.0377853	0.0	0.0	0.00142772889609	-0.049662	-0.091668	0.002466314244	0.008403022224	0.0445011	-0.0034945000000000045	0.0019803479012099998	1.2211530250000031e-05	0.00062895	0.00019516799999999999	3.8090548224e-08	3.955781025e-07	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
649.7150196935482	0.28865238926277925	0.08332020182711104	422129.6068153878	1012.5318144434843	-0.8519419997163595	0.7258051708807095	1025220.6752602145	683.6437605758075	-0.4679852975651784	0.21901023873716852	467368.79137423204	733.819869661117	472.2432718883969	1.121609	17.738399999999995	0.2199601	0.138128	0.057959318899999994	-0.11970217130000001	0.0209241859	0.0701982556	-0.086586756	-0.0108246318	-0.0110069073	0.0061146918000000005	-0.10981874779999999	0.026430078500000002	-0.0847232849	0.0244659665	0.15761179849999998	0.0359602226	-0.1178941872	-0.0148112901	0.0879441532	0.0965540884	-0.09769525109999999	-0.0428596245	-0.0610531202	-0.1709351628	-0.1789237346	-0.0702566069	0.18175393829999997	-0.064387889	-0.1315899573	0.06674674650000001	0.053887928200000004	-0.09027990039999999	-0.030524123900000002	-0.0510299003	-0.049115717999999996	-0.0281319952	0.1118991761	-0.0760885063	-0.0784631532	-0.1261547255	-0.0065501959999999994	-0.0016150216000000001	-0.0082513727	0.013956449199999998	0.09130598220000001	-0.018725270800000002	-0.1169893928	0.0040812062	0.0438509679	0.1569004551	-0.1333793258	0.1031182576	-0.006206585	-0.2287043479	-0.1010548233	-0.10879123980000001	-0.0274040282	0.1471056824	-0.13539026	-0.09377409689999999	-0.048724317999999996	-0.0089447376	-0.07117854650000001	0.0674700835	0.0695468318	0.1115978766	0.1078204375	0.1016191316	0.0	-0.0377994	-1.4100000000003e-05	1.9881000000008456e-10	0.0014287946403600002	0.07462569999999999	0.1242877	0.005568995100489999	0.015447432371289998	0.0147762	-0.029724899999999995	0.00021833608644	0.0008835696800099998	-0.0003325480000000001	-0.000961498	9.244784040040001e-07	1.1058817230400004e-07	-0.00035717	-0.00035717	1.2757040890000006e-07	1.2757040890000006e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0
649.2548529098467	-0.4601667837015384	0.21175346882221846	421531.8640269867	1014.8028943295208	2.2710798860364316	5.1578038487592535	1029824.9143395723	686.403035317774	2.7592747419664647	7.6135971016541015	471149.1268934533	735.8150977315672	473.20313636701286	1.218575	19.271929	0.2119895	0.141528	0.057816534	0.0517487387	-0.0724747401	0.0294654568	0.048165359299999995	-0.1175104207	-0.1329344535	-0.1128729934	-0.006050644599999999	-0.0841882332	0.0011427128	0.0456292244	-0.1858547286	-0.0895183743	-0.0137484954	0.039745925	0.0034118333	-0.0630910096	-0.0089930584	0.059579786399999994	-0.0371677443	-0.0507221451	-0.05633426110000001	0.0255307219	0.0070657394999999994	-0.1608558195	0.1445859953	-0.010246202900000001	0.029816059500000002	0.19052779670000008	-0.09132017710000001	0.0031007235	-0.09303816869999999	0.0711932158	0.1146968842	0.043192750499999995	-0.0555422456	0.0735430696	0.1659039933	0.0164666638	0.1087338915	-0.08807509880000003	-0.0927576588	-0.1544942949	0.0444698168	0.0548102161	-0.0642909599	-0.0367101435	0.0233341479	-0.1145001908	-0.0602134564	0.0302787983	-0.0547622145	-0.0561063434	-0.0616352496	0.0467094548	0.044123874	-0.09213979130000001	0.0117773453	0.055563135599999994	-0.0444585295	0.1141049055	-0.0224970335	0.11123788539999999	0.1063989547	0.09848938759999999	0.0	-0.037786900000000005	1.2499999999998625e-05	1.5624999999996557e-10	0.0014278498116100007	-0.060552	-0.13517769999999998	0.0036665447039999992	0.01827301057729	0.0367399	0.0219637	0.0013498202520100002	0.00048240411769	0.000171717	0.000504265	2.542831902250001e-07	2.9486728089e-08	6.3772e-24	0.00035717	4.0668679840000005e-47	1.2757040890000006e-07	-0.000235277	-0.000235277	5.5355266729000005e-08	5.5355266729000005e-08	0.0	0.0	0.0
