global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	a_comp_cor_47	a_comp_cor_48	a_comp_cor_49	a_comp_cor_50	a_comp_cor_51	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22
802.6541260251462	n/a	n/a	644253.6460251913	1127.166865837195	n/a	1270505.1434412452	n/a	835.8543501154703	n/a	n/a	698652.4946069552	875.3484292180515	642.3868586263127	n/a	n/a	n/a	n/a	-0.0472176278	0.0211146036	0.0331431861	0.1303985105	0.248738076	-0.5011867095	0.127873558	-0.07884331160000001	-0.0980669556	0.0417270207	-0.0249548536	0.0744371212	-0.012536756699999999	0.1317272042	0.1260525829	-0.0775624691	0.0810438443	-0.038301180899999995	0.026525424500000002	-0.022306525	0.0080134093	0.0177223773	0.0483828463	-0.0550800054	0.1357569445	-0.1447406004	0.0401400639	-0.0436029213	0.0185421575	-0.0832972266	0.0603769542	-0.16967545190000002	0.0057042427	-0.1451344785	0.1677276499	-0.0382965761	-0.0784127055	0.1250747539	-0.1767300159	0.0700256449	-0.0405503695	0.24010710010000005	-0.0399344698	0.22208822190000002	-0.0385518271	0.1624214085	-0.0505513414	0.0381878065	-0.3585915903	0.14441519220000001	-0.0713936942	0.1038285843	-0.1486187001	0.25193430149999996	0.11250323	0.1124865505	0.11245875300000001	0.104284	n/a	0.010875152655999998	n/a	-0.127519	n/a	0.016261095360999997	n/a	0.0700409	n/a	0.004905727672810001	n/a	-0.00418715	n/a	1.75322251225e-05	n/a	-0.00123814	n/a	n/a	1.5329906596e-06	0.00300338	n/a	9.0202914244e-06	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
798.943952615691	-3.7101734094551375	13.765386728227961	638311.4394211835	1105.0132251837522	-22.153640653442835	1221054.227830998	490.78379420187514	835.9007521614328	0.046402045962508964	0.0021531498695067947	698730.0674640491	869.7500338154681	626.1509013488369	1.099059	18.492405	0.16131719999999994	0.08252319999999999	-0.050735220899999996	0.0996457205	-0.0068315165	0.0905073869	0.0441645073	-0.219643118	0.10040492220000001	-0.07933124059999999	-0.1260858299	0.0512684507	-0.0043652394	-0.003929848	0.1197843625	0.06815912240000001	0.09026476550000001	-0.0705369279	0.1418322416	0.09225296599999999	0.0736601958	0.0821630209	-0.0556942583	-0.08733716300000001	0.015310167	0.033367917999999996	0.1847704891	0.0283685108	-0.0849995475	-0.074115205	-0.0558440467	-0.0680426213	0.024298663300000002	0.032866514900000005	0.0718762349	0.0686257348	-0.0331181339	0.0202912453	-0.0281810936	0.1397479197	-0.043791467	0.0760320195	-0.0601131991	0.0951026521	-0.042273587599999995	0.10647768939999999	-0.0998816367	0.0806957183	-0.0688591969	0.0918032285	0.0324527736	-0.011714336799999999	-0.0024318848000000003	0.0298903256	0.0236156194	0.1023816784	0.11245875300000001	0.1123086861	0.11205872300000001	0.10998	0.005696000000000007	0.012095600399999998	3.244441600000008e-05	-0.0820549	0.045464099999999986	0.00673300661401	0.0020669843888099994	0.11946	0.0494191	0.0142706916	0.0024422474448099994	-0.00310992	0.0010772299999999998	9.6716024064e-06	1.1604244728999996e-06	-0.00110061	0.00013753000000000007	1.8914500900000022e-08	1.2113423720999998e-06	0.00300338	0.0	9.0202914244e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
800.0966843197867	1.1527317040956861	1.328790381627344	640154.7042595164	1100.7694792469283	-4.2437459368238715	1211693.4464415538	18.009379576309108	837.2901565724492	1.3894044110163577	1.930444617351712	701054.8062931164	872.2534289397446	641.5203542987181	1.06971	17.998574999999995	0.23786479999999996	0.14841700000000002	-0.0370219433	0.0522020572	-0.055575965199999994	0.0960087374	0.044732398099999994	-0.09795279800000001	-0.051255618600000004	-0.0206298703	-0.0792638867	0.0411715003	-0.0020241195	0.0579749416	0.1631343276	0.09941186689999999	-0.1675423046	-0.15324214519999999	0.1116827726	0.0351814807	-0.17267914	-0.012273423799999999	-0.0542093904	-0.024511690699999998	-0.0170567698	-0.012632041299999999	0.12068172890000001	0.0923418462	-0.0343048567	0.1549430028	0.0255424037	-0.0658244781	-0.0860354193	-0.0569655357	0.11540503710000001	-0.057935818	0.0734964251	-0.0023319385999999998	-0.0760560846	0.0452159583	-0.10699370300000001	0.1618748632	-0.1040002322	0.04767033230000002	0.0627065284	0.1190631013	-0.0212976686	0.1305132084	-0.0818093061	-0.015135146799999999	0.0474207628	0.0967698384	-0.0728856662	0.11717219279999999	-0.0611108848	-0.1528619666	0.1123698164	0.11195323859999999	0.1112600859	0.109948	-3.199999999999037e-05	0.012088562704	1.0239999999993837e-09	0.0566047	0.1386596	0.00320409206209	0.01922648467216	0.0621823	-0.057277699999999994	0.0038666384332899993	0.00328073491729	-0.00373802	-0.0006280999999999999	1.39727935204e-05	3.945096099999999e-07	-0.00120416	-0.00010355	1.0722602499999998e-08	1.4500013056e-06	0.00289712	-0.00010625999999999996	8.3933042944e-06	1.1291187599999989e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
801.1092059022072	1.0125215824205045	1.025199954867322	641775.9597812651	1099.776998080787	-0.9924811661412604	1209509.4455075874	0.9850188651451164	837.9650264106641	0.6748698382149314	0.4554492985322477	702185.385487425	870.2832716371498	631.2297990865226	1.479978	24.901611	0.3894881	0.30251500000000003	-0.0239408348	0.0648825471	0.0883995133	-0.0760961079	-0.0272728246	-0.0546593855	0.0994794116	-0.0025302237	-0.0524343871	0.0110277621	0.059065917	0.014291630100000001	-0.066436514	0.1525715403	0.0606960032	-0.1448209945	0.11332011060000001	0.09910402730000001	0.0920587093	-0.1325944201	-0.0588467913	-0.0077586939	0.0435066884	-0.1471275057	0.0041463343	0.1326670734	-0.007466065	0.1018987819	0.050905033200000005	-0.049279165300000004	0.0452771817	0.0192117477	0.0377631033	0.0677673923	-0.09545282199999999	0.071208904	0.09293756269999999	-0.0019940668	-0.026414040099999998	-0.0584583914	-0.013501413700000001	0.1335472848	-0.013050691000000001	0.0914364232	-0.0724305593	-0.0419418593	-0.19626975510000005	0.1513828187	0.0681291785	0.054380360999999995	0.05712673610000001	-0.0438992342	-0.10778850539999996	-0.0337060141	0.11223645550000001	0.1114207701	0.1100656827	0.0992546	-0.010693400000000006	0.00985147562116	0.00011434880356000013	-0.241687	-0.2982917	0.05841260596899999	0.08897793828888999	0.06272029999999999	0.0005379999999999968	0.00393383603209	2.894439999999966e-07	-0.00254321	0.0011948099999999995	6.467917104100001e-06	1.4275709360999994e-06	-0.00130365	-9.949000000000004e-05	9.898260100000007e-09	1.6995033225e-06	0.00259212	-0.0003050000000000001	6.719086094399998e-06	9.30250000000001e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
802.6640311462877	1.5548252440804615	2.4174815396298674	644269.5468960087	1099.5609888969302	-0.21600918385684054	1209034.368303995	0.046659967510498335	839.7881808259657	1.8231544153015875	3.3238920220336734	705244.1886549848	870.7635576521649	646.5598107942013	1.37743	23.176182	0.27702698	0.250799	-0.0414493132	-0.0357516134	0.0711838854	-0.0092022738	0.0035721290000000007	-0.0191660193	-0.0592453341	0.0941172736	-0.033990478	0.0194067821	0.0622219085	-0.061443159800000015	0.0808060139	0.009998153000000001	-0.0418321383	-0.10901638050000001	0.0754324587	-0.0050845840000000005	0.015298496200000001	0.060439739900000004	-0.1274924431	-0.1015770451	-0.021703136600000002	-0.0115588207	0.030144212200000006	0.0901268213	0.0182239618	-0.10860667019999999	0.10234728359999999	0.014838341599999999	-0.09717696199999999	-0.010962256799999999	-0.014217879	-0.0587931326	-0.0528860536	0.0724986188	-0.0370557341	-0.0817052882	0.0196088826	0.116037606	-0.0735371808	-0.031503886200000004	-0.0311939028	0.0244851781	0.011475270800000001	0.0402995258	-0.18727219969999997	0.0311817781	0.1312027412	-0.08143391059999999	-0.0458241911	0.0737231487	-0.0189590909	-0.0427799422	0.11205872300000001	0.1107121224	0.1084797619	0.0991102	-0.00014440000000000286	0.00982283174404	2.0851360000000822e-08	0.00930498	0.25099198	8.658265280039998e-05	0.0629969740243204	0.06327140000000002	0.0005511000000000267	0.004003270057960003	3.037112100000293e-07	-0.00278587	-0.00024266	7.7610716569e-06	5.888387560000001e-08	-0.00103952	0.00026413	6.976465690000001e-08	1.0806018303999998e-06	0.00259212	0.0	6.719086094399998e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
802.9926261405683	0.3285949942805928	0.1079746702662628	644797.1576361265	1098.6427684468513	-0.918220450078934	1207015.932660562	0.84312879494316	839.4800674451046	-0.308113380861073	0.09493385546564062	704726.7836376374	872.4587812974173	646.3835711694596	0.965895	16.251819999999995	0.15099393	0.101418	-0.021229517000000003	-0.0237129179	0.0102696916	0.0247329879	0.0386924666	0.053119762800000005	0.0088798373	0.0623130287	0.0206440099	-0.0049128672	0.0595370942	-0.009990949300000001	0.0197246047	0.0173617394	0.08019923400000001	-0.1014808658	-0.1269303236	-0.07928968809999999	0.0258162579	-0.037419217000000005	-0.0659086874	-0.0209069105	0.0241321881	-0.0036348119	0.1124340816	0.0655668284	0.10931155960000001	0.0130373149	0.0431474384	-0.12821936679999998	-0.0388624396	-0.1399665124	0.0060099171	-0.0317798115	-0.1359714302	0.0160654381	-0.042698180999999995	-0.0684059598	-0.0190008162	0.0342921371	-0.0329326994	0.06313396190000001	-0.0104322587	-0.048111807199999995	0.0714894285	0.0473403108	-0.0867752123	0.0512963554	-0.0658921849	-0.0030327881	0.095765431	0.11366618939999999	0.0548780591	-0.0243143874	0.1118366891	0.10982841609999999	0.1065079649	0.101071	0.0019608000000000125	0.010215347041000002	3.844736640000049e-06	-0.087366	-0.09667098	0.007632817956	0.0093452783741604	0.0492365	-0.014034900000000015	0.0024242329322500004	0.0001969784180100005	-0.0023381	0.0004477700000000001	5.46671161e-06	2.0049797290000012e-07	-0.000953165	8.635499999999998e-05	7.457186024999997e-09	9.08523517225e-07	0.0023597	-0.0002324200000000001	5.568184089999998e-06	5.4019056400000047e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
803.8412675281204	0.8486413875521066	0.7201922046663648	646160.7833812152	1102.5452053596864	3.9024369128351277	1215605.9298616329	15.229013858658163	839.2453053557142	-0.23476208939041496	0.0551132386149532	704332.6825616059	871.7655393078633	640.2018653654956	1.017354	17.117650999999995	0.21140820000000005	0.117813	-0.017008426	-0.0010310586999999999	0.1009386353	-0.0710480633	-0.0048123264	0.057686071900000004	-0.0197029642	0.058436163099999994	0.0055690687	0.0030187882	0.052309979400000005	0.0052087035	-0.0416351133	0.0536878751	0.0908985025	-0.0170222054	0.0113983843	-0.0006283585	0.1542633209	-0.0395456966	-0.085080609	0.0322262197	0.08084804940000001	0.12292400640000001	-0.0024439477	0.0303600447	0.0680996262	-0.0099960462	-0.0732611207	0.1637228313	0.0379971468	-0.0231344016	-0.0398247836	-0.0070031107	-0.056254619299999996	0.0612721134	0.0588330595	-0.09360320009999999	-0.0057543378	-0.037027483300000004	0.0005126643	0.0607593995	0.0134462814	0.0506278238	0.0322318697	-0.08832890689999999	-0.0968225143	0.0227439617	-0.0037765289000000002	0.00043004550000000016	0.1590877862	-0.1846116708	-0.0427636105	0.0581972403	0.1115704417	0.1087710484	0.1041573055	0.110021	0.00895	0.012104620441000002	8.01025e-05	-0.189869	-0.102503	0.036050237161	0.010506865009000005	0.0182245	-0.031012	0.00033213240025000004	0.000961744144	-0.00159625	0.0007418500000000001	2.5480140625e-06	5.503414225000001e-07	-0.000521911	0.000431254	1.8598001251599997e-07	2.72391091921e-07	0.00215394	-0.00020575999999999968	4.6394575236e-06	4.233717759999988e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
803.2846052266408	-0.5566623014796049	0.3098729178885707	645266.1569941201	1095.022377120105	-7.522828239581486	1199074.006393765	56.592944722244674	838.8624173077394	-0.3828880479748023	0.14660325728195447	703690.1551713841	870.267079762384	647.1169720457012	0.98632	16.595491	0.1682155	0.130786	-0.027461907799999997	-0.0488695189	0.0151164914	0.0336174541	0.022691005499999996	0.0942131869	-0.0023110601000000002	0.0458414495	0.0117263414	0.0030371913	-0.0269010157	0.0198563059	0.08448224050000001	0.0718089309	0.024115548100000002	-0.0494272107	-0.07338711120000001	-0.0897165867	0.1241189384	0.0672090727	-0.0985796187	0.15518234390000002	0.0274964233	-0.053269343	-0.0182980738	-0.0016466760000000001	0.1240920334	-0.12356556640000001	-0.0613702896	0.050479696399999996	0.0233452738	-0.025969653	-0.08781886119999999	0.129520361	-0.0200735985	0.0075236174	-0.038690665	-0.0486224318	-0.005861723199999999	0.0074674046	-0.0017764248999999996	-0.0357966355	0.0374430695	-0.0999572661	0.056699542199999994	0.020789964299999998	-0.08370708	0.1437628648	0.0293701288	-0.0786071189	-0.044013208600000006	-0.0226158508	0.052896587099999996	0.0214626357	0.1112600859	0.1075416914	0.1014361455	0.110027	5.999999999992123e-06	0.012105940729	3.5999999999905474e-11	-0.059399	0.13047	0.003528241201	0.0170224209	0.030961900000000007	0.012737400000000005	0.0009586392516100004	0.00016224135876000007	-0.00165325	-5.6999999999999976e-05	2.7332355625e-06	3.248999999999997e-09	-0.000442629	7.928200000000002e-05	6.285635524000003e-09	1.9592043164100002e-07	0.00179018	-0.00036376000000000014	3.2047444324e-06	1.3232133760000007e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
800.9516738643733	-2.332931362267459	5.442568741051102	641523.5838661415	1092.8620433899537	-2.160333730151251	1194347.445882465	4.6670418256292185	838.2590009268042	-0.6034163809351867	0.3641113287809184	702678.1526348039	869.9124448836434	649.2472287677764	0.944137	15.885732	0.06119253999999999	0.0312186	-0.0075406722	-0.0556788685	-0.0268937184	0.0348222773	-0.0321708076	0.0385017983	0.0184674979	0.011029358700000002	-0.011905221399999999	-0.0250362885	-0.051898215	-0.0074176835	0.0169949995	-0.0133897524	0.0548391464	0.0389841219	-0.0114299081	-0.0700202251	0.0395163556	0.0517451051	-0.008432206999999999	0.046586071900000005	-0.0099810578	-0.117981313	-0.0349218437	-0.050414522999999996	-0.147324622	0.0539360588	0.0392322205	0.1764829494	-0.1139478448	-0.08994301460000001	-0.0478648683	0.008789949699999999	0.012351972099999999	0.003405086	-0.0163457167	0.0189935314	0.007693058399999998	-0.0325708582	0.0613407486	-0.0197151118	-0.0029666340999999997	-0.07552993870000001	0.0345731487	-0.031913551899999996	-0.0312097361	0.0792157764	0.0717304619	0.0072629761	-0.0852689449	-0.1325006061	0.033925123	-0.038875365	0.11090574460000001	0.1061422889	0.09835416429999999	0.109998	-2.900000000000125e-05	0.012099560004	8.410000000000725e-10	-0.059351699999999986	4.730000000000706e-05	0.0035226242928899994	2.2372900000006678e-09	0.054858800000000006	0.0238969	0.003009487937440001	0.0005710618296100001	-0.00141065	0.00024259999999999996	1.9899334225000003e-06	5.8854759999999976e-08	-3.86822e-05	0.0004039468	1.6317301723023998e-07	1.49631259684e-09	0.00169234	-9.783999999999986e-05	2.864014675600001e-06	9.572665599999975e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
799.687580101635	-1.2640937627382982	1.597933040993869	639500.225768809	1089.6015867391077	-3.260456650845981	1187231.6178243812	10.630577572045793	837.0304379634508	-1.2285629633533972	1.5093669549236808	700619.9540772863	870.0697686398146	643.2026650608809	0.8978819999999998	15.107459	0.03987749	0.024541	-0.023027203599999997	0.0052361197	-0.0801544151	0.0611489472	-0.0608905782	0.010848806	-0.0004546531	-0.032720704100000005	-0.0155432524	0.0159389828	-0.0826315981	0.0253977646	0.0051265353	0.0752656511	0.0349362228	0.0369943675	-0.020844767900000002	-0.0970722777	0.059137627699999994	0.1612743345	0.0081521556	0.1119716626	0.0326893294	0.0409102119	-0.1024567075	0.09816761869999999	-0.0022730596	-0.037535138100000004	-0.0674847959	0.0507455343	0.118270678	0.0548534566	-0.09055038300000001	-0.0782072435	0.1292103409	-0.0190345682	-0.0346500552	0.062678278	-0.0556605643	-0.0395284372	0.017588543600000003	-0.005579080699999999	0.0305661673	-0.0829368941	0.0262016338	0.006255521700000001	0.0032832135	0.1012469494	-0.0338967173	-0.09723077990000001	-0.0916439395	-0.0861847233	0.0482855853	-0.0570065542	0.1105075577	0.1045750536	0.09492232490000001	0.110023	2.499999999999725e-05	0.012105060529000001	6.249999999998623e-10	-0.059335300000000014	1.639999999998587e-05	0.003520677826090001	2.6895999999953654e-10	0.0560365	0.0011776999999999966	0.0031400893322500005	1.3869772899999924e-06	-0.0016817	-0.0002710499999999999	2.82811489e-06	7.346810249999994e-08	-0.00039325	-0.0003545678	1.2571832479683994e-07	1.546455625e-07	0.00154479	-0.00014754999999999998	2.3863761441000003e-06	2.17710025e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
