global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	a_comp_cor_47	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14
737.130863799617	n/a	543361.9103659695	n/a	1019.2886747284697	n/a	1038949.4024297205	n/a	796.2069590370038	n/a	633945.5216189531	n/a	812.7086405519603	550.1346801072676	n/a	n/a	n/a	n/a	-0.0025899348	-0.06822648690000001	0.0177251884	0.0277775979	-0.1794622969	-0.1453557062	0.081416449	0.11976026699999999	-0.013282906200000002	0.011810355600000001	0.0712941244	-0.0742580261	0.012791381499999999	-0.0297306781	0.0049331413	-0.0433079362	0.0406171781	-0.0706129105	0.049248565700000003	-0.0174394046	0.0685523745	-0.0521580406	0.0710374141	-0.0858982716	0.059120633799999996	-0.1130280291	0.0548417134	-0.0450534943	0.11803177050000001	-0.0395958316	0.0381240475	-0.011350071699999999	0.1456024105	-0.0071915188	-0.0066697673	0.0509517293	-0.0949949274	0.0350971259	-0.0198940938	0.0715472506	-0.0406653553	0.12144584230000001	-0.084898432	0.0237692897	-0.0418993557	0.0338379777	-0.083814555	0.1869380126	-0.0989793008	0.2316948136	-0.1189329981	0.1772417071	0.107516234	0.10750293820000001	0.1074807797	0.10744976029999999	0.0445762	n/a	n/a	0.00198703760644	0.08140889999999999	n/a	0.006627408999209999	n/a	0.0434278	n/a	n/a	0.00188597381284	-0.0015	n/a	2.25e-06	n/a	0.000348091	n/a	1.2116734428099994e-07	n/a	0.0007863389999999999	n/a	n/a	6.183290229209999e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
732.6040441202204	-4.526819679396682	536708.6854613018	20.492096409773072	1008.6713899199997	-10.617284808470117	1017417.9728431441	112.72673670417034	795.2342210249516	-0.9727380120522184	632397.4662891616	0.946219240091302	811.2727821661932	549.8132925295095	1.096315	22.712152	0.1250655	0.072177	-0.0147430335	0.0789707009	-0.0042913094	0.0011033503	-0.0411916385	-0.1148828052	0.047387880199999996	-0.0705172546	0.0244224546	0.0067685892	-0.0155101408	0.0949750074	-0.0086474873	0.0147532574	-0.032443270499999996	-0.0133289113	-0.057387491	0.0193450199	0.0512196954	-0.0120056473	0.0520002868	0.06256131919999999	-0.0012920232	-0.1686099454	0.0709422743	0.0314410166	-0.0640408833	-0.134411025	-0.0261305412	0.12952011160000002	0.0535782001	-0.0750377137	0.11243096699999999	0.07360847969999999	0.027904549	-0.0165665607	0.0959354625	-0.0252830364	-0.0367787176	0.0187965633	-0.0376519373	0.07912125490000001	-0.038473211	0.0020284544	-0.077956581	0.0532650343	-0.0568233057	0.084487855	0.0745750467	0.0163609867	-0.1522446653	0.1028876661	0.1074807797	0.10736115	0.1071618658	0.1068830749	0.0424478	-0.002128399999999996	4.530086559999981e-06	0.00180181572484	0.0178721	-0.06353679999999999	0.00031941195840999993	0.004036924954239999	0.0202918	-0.023136	0.000535274496	0.00041175714724000015	-0.00191702	-0.0004170199999999999	3.6749656804e-06	1.7390568039999995e-07	0.000237659	-0.00011043199999999995	5.6481800280999996e-08	1.219522662399999e-08	0.000588505	-0.00019783399999999992	3.913829155599997e-08	3.4633813502500005e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
730.4850092780513	-2.1190348421690715	533608.3487799547	4.490308662326502	994.6346958106346	-14.036694109365046	989298.1781103136	197.02878151988327	793.6333067881083	-1.6009142368433231	629853.8256434276	2.5629263937276403	807.9134168205852	541.4708255785488	1.117895	23.159206	0.203438505	0.117156	0.0208763112	-0.0722910759	-0.0154254926	0.0999381124	0.0361484931	0.034945497	-0.0719182057	-0.0210482097	0.0930394576	-0.0730634389	-0.0262211225	-0.1361091961	-0.020613647199999998	0.0044481551	0.0040361438	-0.11745335429999999	-0.0237424082	-0.07103984299999999	0.036073452799999996	-0.08501159009999999	0.116632056	-0.019631721499999998	0.1082901461	-0.045808064100000004	0.0710990803	0.09418437140000001	0.09863220710000001	-0.02708854	0.0222334683	0.12528834390000002	0.0105362246	-0.0064567969	-0.0184360902	0.0922206094	0.0093718729	-0.0884671291	-0.1089026325	0.1322438868	0.0161278266	0.0196949023	0.0412170574	0.08854846289999999	-0.0828308706	0.06731468040000001	-0.0952385493	0.0218313157	-0.0842100049	0.0648603425	0.0076333908999999985	0.0267266383	-0.0192559976	-0.0638213709	0.1074098827	0.1070777606	0.1065249843	0.10575269279999999	0.037282800000000005	-0.005164999999999996	2.667722499999996e-05	0.0013900071758400005	0.107007	0.08913489999999999	0.011450498048999998	0.007945030398009999	0.09250340000000004	0.07221160000000004	0.005214515174560007	0.008556879011560008	-0.00149845	0.0004185700000000001	2.2453524025e-06	1.7520084490000006e-07	4.08309e-05	-0.0001968281	1.6671623948100002e-09	3.874130094961e-08	0.0004653630000000001	-0.00012314199999999994	1.5163952163999992e-08	2.1656272176900006e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
729.5773011182672	-0.9077081597840788	532283.0383070147	0.8239341033385987	992.0979846743553	-2.5367111362793366	984258.4111949172	6.434903388923602	793.3595668675403	-0.2737399205680049	629419.402340251	0.07493354411257762	806.6905842672712	529.5344770140231	1.237974	25.646872	0.116975405	0.0628011	-0.0102303681	0.0708428536	0.0096879049	-0.1466554485	-0.0250473556	0.0107603372	0.0374688597	-0.0928158216	0.06877168480000001	-0.055073547699999996	0.1017172795	0.047848005	0.056661278499999995	0.0630503043	0.018759728700000002	-0.002120764	0.16813615629999998	-0.0172708468	0.1149466066	-0.057339158200000004	0.1504887221	0.1055431437	-0.10747959160000001	-0.1057761441	-0.0524048038	-0.0375101118	0.0127749419	-0.0366466667	0.0842233183	0.0694977706	0.035269407999999995	0.1185252691	-0.0032505520000000003	0.0545933407	-0.0300899975	-0.07212321969999999	0.0093030291	-0.1414806837	0.0701943075	0.025438023799999997	0.1682021856	0.1226955851	-0.0977172502	-0.023920743300000002	-0.0277468414	0.11383844050000001	-0.13888768029999998	0.0378842092	0.0464298199	0.0043189228000000005	-0.023492728100000002	-0.0206369452	0.10730356630000001	0.1066531437	0.1055720249	0.1040645756	0.0154024	-0.021880400000000005	0.0004787519041600002	0.00023723392576	0.0552125	-0.051794499999999986	0.00304842015625	0.0026826702302499995	0.08270069999999999	-0.009802700000000051	9.609292729000104e-05	0.006839405780489998	-0.00191702	-0.0004185700000000001	3.6749656804e-06	1.7520084490000006e-07	0.000195353	0.0001545221	3.8162794608999996e-08	2.387707938841e-08	0.000368499	-9.686400000000004e-05	9.382634496000009e-09	1.3579151300099998e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
731.5678632227812	1.9905621045139696	535191.5385003459	3.962337491927084	993.8482376490688	1.750252974713476	987734.31947816	3.0633854754933707	798.1767616856778	4.817194818137524	637086.1428950352	23.205365915890997	812.8712028296347	532.3313782052961	1.2005370000000002	24.871292	0.17102219	0.0990246	-0.0146653596	-0.0098980331	-0.0343131119	0.066977725	0.0175611762	0.0409654828	-0.0213077945	0.1249115611	-0.0537166575	0.1010780225	-0.0204936347	-0.035956772799999995	0.18791868890000002	0.07058424049999999	0.0448067444	-0.018448667	-0.1253980065	0.0715066937	0.0374542036	0.0926497244	0.175438006	0.0492926595	0.0814114522	-0.036810520299999996	0.0022368698	-0.12419276480000001	-0.0791698678	-0.0409423434	0.033615401499999996	-0.0018004160999999996	-0.013450968600000002	-0.0010040089	0.09349456029999999	-0.0146144525	0.0230232365	0.11478784660000001	-0.0269725917	0.005494521800000001	0.1652709244	-0.1334684245	-0.060224806900000004	0.1285924853	0.0931001748	0.0226079584	-0.0573366627	-0.0396139627	-0.0984128709	0.0233337092	-0.0448601881	-0.1281592533	-0.059543568099999986	0.10677243039999999	0.1071618658	0.10608785949999999	0.1043058152	0.10182762640000001	0.031409	0.0160066	0.00025621124356	0.000986525281	-0.00940849	-0.06462099	8.85196840801e-05	0.0041758723485801	0.013222799999999998	-0.0694779	0.004827178588409999	0.00017484243983999996	-0.00150644	0.00041058	2.2693614736e-06	1.6857593640000005e-07	0.000195353	0.0	3.8162794608999996e-08	0.0	0.000360745	-7.754000000000007e-06	6.012451600000012e-11	1.3013695502499998e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
733.8052727631277	2.2374095403465617	538470.1783349683	5.0060014512338125	1000.585635626526	6.737397977457249	1001171.6142221392	45.39253150664503	796.6010241973818	-1.5757374882959994	634573.1917523176	2.4829486320213845	810.9341904605168	538.7756517533302	1.135142	23.51652	0.17389169	0.11076099999999997	-0.0222463752	0.023069473599999998	0.1160570075	0.1010078539	0.0012842100999999999	-0.0464324551	0.053702092400000005	0.0264925217	-0.0077033698	0.0520294019	-0.1023213244	0.037525760299999995	0.0624296004	-0.1404968451	0.0718589104	-0.019892774	-0.041267250400000004	0.056995623499999995	-0.022606831299999998	0.0954102187	0.0881207175	0.0610770779	0.0243063246	-0.0218131931	-0.029064841	-0.0086794586	0.0765402447	0.0192879179	-0.0534033502	0.0462563608	-0.0353643211	-0.0478341262	0.058569066399999994	0.2034122347	0.0389039703	0.0091614156	0.0271745296	0.051817015099999995	0.0762020387	0.08096768809999999	-0.13675833099999998	0.0389046035	0.0551757208	-0.0126844375	0.0778331111	0.0376847622	-0.0481532158	-0.0561525375	0.0024311487	-0.1251837663	-0.025180359500000003	0.0807578816	0.1069848277	0.1053826534	0.1027301122	0.09905364259999999	0.031317000000000005	-9.199999999999486e-05	8.463999999999054e-09	0.0009807544890000003	0.0795313	0.08893979	0.006325227679689999	0.0079102862452441	-0.0422679	-0.0554907	0.0030792177864900003	0.0017865753704100003	-0.00105369	0.00045275	1.1102626160999998e-06	2.0498256250000006e-07	0.000195353	0.0	3.8162794608999996e-08	0.0	0.000226111	-0.00013463399999999999	1.8126313956000004e-08	5.112618432099999e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
733.8936128837706	0.08834012064289709	538599.8350315938	0.007803976915201612	1008.4396567449547	7.854021118428704	1016950.5412958821	61.68564772872408	797.1063902045842	0.5053660072023831	635378.5973049828	0.25539480123567915	812.4010768545668	557.5577393018051	1.111718	23.031246	0.0995636	0.045086699999999987	-0.057955332199999994	0.0173593426	-0.13911997539999998	0.0369422317	0.015810563	-0.1876449663	-0.0767620594	-0.0466088153	-0.0568666071	0.0601231852	-0.12798338550000002	0.0839614188	-0.0702861933	0.0679943353	0.0422865188	-0.0195210039	-0.0315205255	-0.004024638	0.1200333629	0.0143418556	-0.0722840079	0.011023423300000001	0.05645766980000001	0.11290707189999999	-0.0033816476	-0.048912125300000005	0.21655318629999998	0.027817956	-0.0369353142	-0.0261945558	-0.1651030799	-0.1188085367	-0.0203411675	-0.041031839900000006	0.0502100674	0.0577685087	0.15189774849999998	0.061846035	-0.045518772400000004	0.0143139831	0.0192300836	0.0425753842	0.0712858035	0.0665774528	0.11756898310000001	0.0340663601	-0.0507675733	-0.0050854127	-0.1138625008	-0.0382995811	0.0710522292	0.144082506	0.10677251060000001	0.10453845560000001	0.1008495915	0.0957572542	0.0184194	-0.012897600000000002	0.00016634808576000007	0.00033927429636000016	0.108257	0.028725699999999993	0.011719578048999998	0.0008251658404899996	-0.0594597	-0.01719179999999999	0.00029555798723999977	0.00353545592409	-0.00122388	-0.00017019000000000016	1.4978822544000004e-06	2.8964636100000066e-08	-0.000343659	-0.000539012	1.18101508281e-07	2.9053393614400003e-07	0.00033187900000000004	0.00010576800000000006	1.1186869824000011e-08	1.1014367064100001e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
731.3942544262948	-2.4993584574758643	534937.5554077956	6.24679269895613	995.2097447729553	-13.2299119719994	990442.4360910507	175.03057078685302	794.7189151066342	-2.3874750979499595	631578.1540282656	5.700037343331169	808.8688575737898	545.2874059312419	1.158193	23.994057	0.1307345	0.08082799999999997	-0.0646486624	-0.115698341	0.0757228657	0.004680361599999999	0.0443199369	-0.0192242353	0.0651781324	0.043207084699999995	0.0518562932	-0.0041482889	-0.0210258688	0.0192816907	-0.0913484118	-0.1299484131	0.1163513395	0.015880771000000002	-0.0533632884	0.055520117699999996	0.0271810915	0.0170291607	-0.0808962332	0.019537781100000002	-0.102952159	0.0781886005	0.0111519846	-0.0691775267	0.0368650006	-0.1286336078	0.0812257316	0.0638280021	-0.1319897504	-0.1188549201	0.011600701100000001	-0.0774452458	0.04935040190000002	-0.0321717965	-0.0437513409	0.018539506	-0.031076461099999998	0.1551409241	-0.0341767217	-0.0250261523	0.0654887457	-0.0041971616	0.043739560700000006	-0.044053639500000005	0.0389881036	-0.035629334900000004	-0.0729238926	-0.0495118871	-0.0544859695	0.0293840526	0.1065249843	0.10355637949999999	0.0986698327	0.0919558462	0.0237822	0.0053627999999999966	2.875962383999997e-05	0.0005655930368400001	0.035762800000000004	-0.07249419999999998	0.0012789778638400006	0.005255409033639997	-0.0741529	-0.014693199999999997	0.0002158901262399999	0.005498652578409999	-0.0005037080000000001	0.0007201719999999999	2.537217492640001e-07	5.18647709584e-07	-0.000300146	4.3513000000000015e-05	9.0087621316e-08	1.893381169000001e-09	0.000331878	-1.0000000000157452e-09	1.0000000000314906e-18	1.10143006884e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
730.1153382334726	-1.2789161928221802	533068.4071237781	1.6356266282627798	988.4105778494412	-6.799166923514122	976955.4704046664	46.22867085380849	795.214341202722	0.4954260960878401	632365.8484544792	0.2454470166848377	809.5510529075658	545.5293486773896	1.180223	24.450455	0.11189675	0.0510862	-0.1003824117	0.0764835699	-0.045734084800000005	-0.1317999909	0.0736458594	-0.0152574822	0.013992238700000001	-0.028413705	0.044527366	0.0693597988	0.1374895932	0.0430040418	-0.0234740062	0.0789261196	-0.022886909599999998	0.0439571117	0.115611011	-0.0004945908999999999	0.0734272288	-0.1779983549	-0.1272678357	-0.0368041345	-0.11205030839999999	0.09525430650000001	0.0227944924	-0.044649343099999995	-0.0714939902	0.11995757550000001	0.0170146276	0.1576369416	0.0454237221	-0.0915138568	0.021034452000000002	0.0298128628	0.0655134149	0.0480381284	-0.0073244031999999985	-0.1534670003	-0.0585891716	-0.0328968334	0.1078793432	-0.0169858274	-0.078006959	-0.024146219700000002	0.030528859199999998	0.08944506810000001	0.1155680487	0.023866169399999998	-0.0464534566	0.024905056600000003	0.049133587699999995	-0.1124278277	0.10624233050000001	0.10243772039999999	0.09619730359999999	0.08766946710000001	0.0140741	-0.0097081	9.424720560999998e-05	0.00019808029081	0.0146188	-0.021144000000000003	0.00021370931344	0.0004470687360000001	-0.06423380000000001	0.009919099999999986	9.838854480999972e-05	0.004125981062440001	0.000223467	0.000727175	4.9937500089e-08	5.28783480625e-07	0.000195353	0.0004954989999999999	3.8162794608999996e-08	2.4551925900099987e-07	0.000132041	-0.000199837	3.9934826569000005e-08	1.7434825681e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
730.7156879498277	0.6003497163551401	533945.41661599	0.3604197819276972	992.9121392343144	4.501561384873185	985874.5162388623	20.26405490178139	796.0130653761139	0.7987241733918609	633636.8002494774	0.6379603051605114	811.7955141972279	536.7933291223471	1.1069810000000002	22.933115	0.0794824355	0.0388528	-0.0627441819	-0.0272960393	0.034007147599999996	0.08638209990000001	0.0937937485	0.0072637355	0.0009495307000000001	0.1290625441	0.07532937370000001	0.1190501238	-0.0488499013	-0.14409504380000002	0.0681400806	-0.0910602209	-0.1030502809	-0.0320043951	0.0042966322999999996	-0.0295114704	-0.0250181779	0.034859757400000004	-0.09663946609999999	-0.09419296210000001	-0.1885427636	0.0137843126	0.008766113399999999	0.09279345230000001	0.0442978217	-0.0855454471	-0.0286003923	-0.12360928619999999	-0.0224949808	0.0317134704	0.1071578301	0.0286128073	0.1134311001	0.0628489817	-0.0740626862	0.0653533439	0.054908544000000004	-0.0846062075	-0.08450963550000001	-0.059454975	-0.0830664658	-0.0752043385	-0.0096206751	0.0504443778	0.0388425918	-0.06480383740000001	0.0657984064	0.0864774422	0.037801833199999996	0.06352528860000001	0.1059246424	0.1011839538	0.0934393406	0.0829207229	0.0345599	0.020485800000000002	0.00041966800163999987	0.00119438668801	0.0146545	3.569999999999962e-05	0.00021475437025	1.274489999999973e-09	-0.0904928	-0.02625899999999999	0.0006895350809999995	0.00818894685184	-0.00015009799999999998	-0.000373565	2.2529409603999995e-08	1.3955080922499998e-07	8.12029e-06	-0.00018723271	6.59391096841e-11	3.50560876939441e-08	3.88e-05	-9.3241e-05	8.693884081000002e-09	1.5054399999999995e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
