global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	a_comp_cor_47	a_comp_cor_48	a_comp_cor_49	a_comp_cor_50	a_comp_cor_51	a_comp_cor_52	a_comp_cor_53	a_comp_cor_54	a_comp_cor_55	a_comp_cor_56	a_comp_cor_57	a_comp_cor_58	a_comp_cor_59	cosine00	cosine01	cosine02	cosine03	non_steady_state_outlier00	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08
754.4015944293329	n/a	569121.7656775197	n/a	1071.6939775389683	n/a	1148527.981493295	n/a	810.8932221877362	n/a	657547.8177900093	n/a	835.4957979432753	603.1862252792741	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	-0.00277287	n/a	n/a	7.688808036900001e-06	0.0	n/a	0.0	n/a	0.0	n/a	n/a	0.0	0.0	n/a	0.0	n/a	-0.0	n/a	0.0	n/a	0.0	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
748.6058562531708	-5.795738176162104	560410.7280165431	33.59058100662283	1048.1768987302628	-23.517078808705488	1098674.8110317916	553.0529956948649	812.943690517637	2.0504683299008093	660877.4439524356	4.204420371926214	833.0594686599298	586.8123259081418	1.341538	26.036015	0.09689403	0.06679969999999999	-0.0437390075	-0.1001262761	-0.05524950730000002	0.033206717000000004	-0.0206650943	-0.21357953030000001	-0.20115326530000002	0.1265058533	0.1346006253	0.012617133700000002	-0.1662349032	-0.0454664716	0.0871706152	-0.0078150045	0.11949993199999999	-0.019031241	0.1075911044	-0.038107058199999995	0.0142242336	-0.053969122	0.09062763929999999	-0.1114807684	0.2169986398	-0.028616388	0.077585978	-0.0261738221	0.1789042244	-0.1135131616	0.08769843769999999	-0.1035033784	0.08866950230000001	-0.0456187962	0.0287685729	-0.2261339298	0.018598655800000002	-0.1319336336	0.0301510833	-0.0892807093	0.0504949326	-0.006149148	0.1784932405	-0.1318910437	-0.1173709318	0.0721182444	-0.030487299	0.0437052829	-0.016775218300000002	0.020100518799999998	-0.1325820466	-0.08574331939999999	0.015793376499999998	-0.1017674386	0.1207439201	-0.29148412170000004	0.2232163197	-0.062104583399999996	0.0153761723	-0.0086931932	0.08849980140000001	-0.17867289329999994	-0.12595575369999998	0.20191036539999999	-0.014544503200000001	0.09646365230000001	-0.0934282801	0.1078282764	0.10781478650000001	0.10779230449999999	0.1077608324	0.0	0.00614521	0.00891808	7.95321508864e-05	3.77636059441e-05	-0.0148041	-0.0148041	0.00021916137681	0.00021916137681	0.0633198	0.0633198	0.00400939707204	0.00400939707204	0.0	0.0	0.0	0.0	0.000197041	0.000197041	3.8825155681e-08	3.8825155681e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
747.0340363419529	-1.5718199112179718	558059.8514533503	2.4706178333012727	1029.5639046854537	-18.612994044809057	1060001.833831158	346.4435473120974	811.3548894993367	-1.5888010183003871	658296.7567144808	2.524288675752347	831.1716403611412	597.4900941306837	1.238078	24.028103	0.14434434	0.111767	-0.0369200827	-0.0113276218	0.1534129161	-0.05647191	-0.0552131312	-0.0585649801	-0.0600510691	0.047495950599999996	-0.033544238	0.015236203500000003	-0.04438282440000002	0.0033816103000000003	-0.082308008	-0.09375058689999999	-0.0712784667	-0.0146941522	-0.0681102002	-0.056658284	0.021616353999999997	0.0451164851	0.1120386847	-0.1261894804	0.030239089500000007	0.0297770477	0.0290251498	-0.1385394237	0.0442446142	-0.1265031317	0.07190890650000001	-0.0735346952	-0.007527763499999999	0.0970153208	0.1350948	0.0228822602	0.0166805573	-0.014729399999999997	0.2361378968	0.1301745067	0.0793167724	-0.0477716459	-0.0050722939	-0.0586877119	0.0069275515	-0.0335409428	0.1353020214	-0.0481889708	0.0031912415	-0.1161984443	-0.0123132569	-0.061382148899999996	-0.0370931198	0.020589856	0.1172957134	-0.1056786366	0.0800523358	-0.023145775299999997	-0.1090109012	0.0094434862	0.1013107076	0.0026281013	-0.0196498362	0.15771280099999999	0.1120385602	-0.1456776672	-0.0507820765	0.10779230449999999	0.1076709289	0.1074687374	0.1071858817	0.0	0.0127234	0.006578189999999999	4.32725836761e-05	0.00016188490756000002	0.0963598	0.1111639	0.009285211056040002	0.01235741266321	0.0669048	0.003585000000000005	1.2852225000000034e-05	0.00447625226304	-0.000263304	-0.000263304	6.932899641599999e-08	6.932899641599999e-08	-0.0	-0.000197041	0.0	3.8825155681e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
744.78991871347	-2.2441176284828543	554712.0230172173	5.036063930467511	1030.6620932544622	1.098188569008471	1062264.3504716698	1.2060181331008732	810.8686762961139	-0.4862132032227464	657508.010198212	0.2364032789881237	830.7116929353763	585.1786697787734	1.27801	24.803085	0.08355709519999999	0.0454355	-0.10560035460000004	-0.0294655766	-0.0452135834	0.0974087927	0.110397551	0.0400607442	-0.1078630641	-0.05786023410000001	-0.0139406671	0.0038354340999999996	-0.0612853668	-0.0330881597	0.054996673499999996	0.12653635300000002	-0.08652902859999999	-0.017061581	0.1302775774	-0.0725954625	-0.0613298315	0.035529882	0.059258385499999996	-0.1131897804	-0.0166924432	0.0211552351	0.0098894979	-0.031208449300000007	0.03646	-0.1109228202	0.0527891829	0.0713773848	-0.0457248542	0.0535151633	-0.030858832200000002	0.022387709300000003	0.09401495609999999	0.0802378883	0.042643217000000004	-0.0510109868	0.0569991018	0.1528234118	0.05030334980000002	-0.0812647637	-0.0719779113	-0.0395032899	-0.0948627195	-0.088814161	0.0897073832	0.0966159618	-0.0335034703	-0.0969761692	0.0020403436	0.0868007262	0.0711986333	-0.1102623292	0.013057981399999998	0.0700762607	-0.0364368621	-0.0115679512	0.0424173805	0.09197030269999999	-0.0725876699	0.106405162	0.0530946024	0.0160178595	0.0548230633	0.1077203727	0.10738340560000001	0.1068225743	0.10603904800000001	0.0	-1.62952e-05	-0.0127396952	0.00016229983378890305	2.6553354304e-10	0.0843304	-0.01202940000000001	0.007111616364159999	0.00014470646436000022	0.103478	0.0365732	0.00133759895824	0.010707696484	-0.000186628	7.667600000000002e-05	3.4830010383999996e-08	5.879208976000004e-09	0.00036762	0.00036762	1.3514446439999998e-07	1.3514446439999998e-07	1.3234899999999996e-23	1.3234899999999996e-23	1.751625780099999e-46	1.751625780099999e-46	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
742.4014446625987	-2.3884740508713094	551159.9050371136	5.704808291685603	1018.6319366575966	-12.030156596865597	1037611.0223788059	144.7246677451088	809.1739870286752	-1.6946892674386618	654762.5412838827	2.8719717131717877	829.1434379748358	579.0176235917543	1.428922	27.73193	0.16853720519999998	0.109061	0.0169090006	-0.0471092239	0.031446088999999997	-0.12384598470000001	-0.129388166	0.1213844176	0.040158130699999996	0.1018490985	-0.039767911499999996	0.04453571519999999	0.051758863499999995	-0.1141457909	-0.0711890868	0.0050840345	-0.028431447000000002	0.0124042904	-0.0793525641	-0.1311664298	0.0725696234	0.1593832049	0.028895743999999998	-0.0925944091	0.021879169700000003	0.0284485175	-0.06808739429999999	-0.0035303231	-0.0400426279	-0.0120091706	-0.0598789425	0.0572802142	0.0029265096	0.1213440735	0.0535176079	-0.0309508777	0.0316156827	0.0805873507	0.144991095	-0.0245679858	-0.0199789249	-0.025408345899999997	0.1427599606	-0.058064482800000004	0.1478624984	0.0017331338	0.032967692	-0.015335003799999997	0.0712671394	-0.1497722683	-0.0468353589	-0.0975112843	-0.0340592039	0.1289956221	0.0689281517	0.0049624095	0.06937649950000001	-0.1073222827	-0.0728428622	-0.0529914011	-0.054905579	0.0330756399	-0.0592528451	0.0739405843	0.020809061599999998	-0.1248562584	-0.005583385600000001	0.107612505	0.10695260029999999	0.105855755	0.1043264501	0.0	0.0	1.62952e-05	2.6553354304e-10	0.0	-0.0141694	-0.0984998	0.00020077189636	0.009702210600040001	0.0628158	-0.0406622	0.0016534145088399994	0.003945824729640001	3.29302e-05	0.0002195582	1.0843980720399998e-09	4.820580318723999e-08	-0.0	-0.00036762	0.0	1.3514446439999998e-07	0.0	-1.3234899999999996e-23	1.751625780099999e-46	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
743.4803364073648	1.0788917447661106	552763.0106244085	1.1640073969244624	1027.0873375390197	8.455400881423088	1054908.3989329922	71.49380406557034	809.3286943289295	0.15470730025424473	655012.9354641697	0.023934348751957032	829.9667326016229	579.9408026177788	1.2485750000000002	24.231829	0.16114621	0.118184	-0.0477805559	-0.0458850262	0.040458726699999996	0.1219098249	0.094655793	0.1384064886	-0.1352434293	-0.026646331000000002	-0.0586109972	0.0629245924	0.0234955915	-0.1017112137	-0.12671818029999998	0.0430007746	-0.055302759800000004	-0.0184169296	0.1065794066	0.08577898460000001	-0.0092916389	0.0275390572	0.0590564741	-0.0472927643	-0.0897763731	-0.0894300453	-0.0126466704	-0.0257434057	-0.010949431	0.0283048314	0.1812976412	0.047708924400000005	-0.1079790594	0.0525461246	-0.0468757851	0.1206521278	0.0306709844	-0.0375325538	0.074967304	0.006528475600000001	0.0515222586	0.0408878806	-0.0845433049	-0.1052086363	0.1267902735	-0.0821102291	0.0096176343	-0.041047886299999996	0.09270546439999999	0.1739769372	0.0959295082	0.014687424199999997	0.040794471299999996	0.10547817710000001	0.0833628513	0.0197211663	-0.0205843819	0.0088986671	-0.1292656826	0.095771694	-0.0210160481	0.023674964	0.0074482627000000004	-0.053260742800000004	0.10290371	-0.0348032373	0.0360680743	0.1074687374	0.1063790877	0.1045711815	0.10205722539999999	0.0	-0.0103301	-0.0103301	0.00010671096601	0.00010671096601	0.102847	0.11701639999999999	0.010577505409	0.013692837868960002	0.046318	-0.01649780000000001	0.00027217740484000025	0.002145357124	-0.000227569	-0.0002604992	5.1787649761e-08	6.785983320063999e-08	-8.553899999999998e-05	-8.553899999999998e-05	7.316920520999996e-09	7.316920520999996e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
742.2019752512732	-1.2783611560915915	550863.7720668914	1.6342072454038303	1021.2428474254172	-5.844490113602546	1042936.9534175737	34.15806468799791	809.8571128291368	0.5284185002072945	655868.5431999452	0.2792261113613265	828.6180711548883	568.44758922231	1.363124	26.454954	0.2301917	0.138647	-0.043681580899999996	-0.028141827799999998	-0.1656545396	-0.049460501100000005	-0.09699212189999999	0.0009804903	0.1282592899	0.05642446070000001	0.0169662633	0.10669393279999999	0.0346248388	-0.1113436625	0.0740952111	-0.0411840075	0.06995397980000001	-0.124436271	0.038137394	-0.2136247818	-0.0695519018	0.052427773	-0.047714870599999994	-0.054257660199999995	0.0113952853	0.0089679567	-0.007106710200000001	0.0472795945	0.0397336244	-0.0190313513	0.09348632039999999	-0.1251935178	-0.079042902	0.030393771899999998	0.0819804398	0.017426934499999998	-0.021018148599999998	0.0075109734	-0.1117712144	-0.0058944006	-0.05144423769999999	-0.037781610800000004	0.029267047799999998	0.0216053998	0.021819412599999997	0.1119810771	-0.0367437001	0.0671083319	0.1470313527	-0.0005816729	-0.10667033039999999	0.04520353269999999	-0.0834388838	0.1449902882	-0.0678106265	-0.08829561949999999	0.061034856799999995	0.0917192318	0.0010991701	-0.1133360684	0.0126448357	0.057448722699999996	-0.0322707479	0.0360334639	0.066751758	0.06140642	-0.1312234124	0.1072891178	0.1056636333	0.10297271	0.0992434813	0.0	-0.0187264	-0.008396299999999999	7.049785369000001e-05	0.00035067805695999997	-0.0284478	-0.13129480000000002	0.0008092773248400001	0.017238324507040003	0.07793589999999999	0.03161789999999999	0.0009996916004099993	0.006074004508809999	0.000545298	0.000772867	2.9734990880400016e-07	5.973233996889999e-07	0.000319248	0.000404787	1.01919285504e-07	1.63852515369e-07	2.64698e-23	2.64698e-23	7.0065031204e-46	7.0065031204e-46	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
743.3701354982418	1.1681602469685686	552599.1583506743	1.3645983625976672	1020.3015739424546	-0.9412734829625152	1041015.3017894501	0.8859957697283842	809.4275597257422	-0.4295531033945963	655172.9744435699	0.18451586863592875	829.5040895427643	580.6855227551142	1.290172	25.039116	0.14016915000000002	0.0739567	-0.0270666103	-0.1031693335	0.0960123264	0.011871031899999999	0.043299192199999996	0.09280109289999999	-0.0107047625	0.0165636512	-0.11781593369999999	0.0046058781	0.0529337841	-0.15037180390000002	-0.0554990438	-0.0772163914	-0.10664872339999999	0.0175854617	0.0096378352	0.0401510534	-0.0155630346	0.051047093099999996	0.1281274308	-0.038636757	-0.1818384912	0.10832276019999999	-0.03806492	0.0262092041	-0.0218384821	0.0236567479	-0.0833417242	0.0025556614	-0.0397700701	0.0071202017	0.0235832399	0.063022445	-0.2394100421	0.0286185692	-0.0897609691	0.029023108199999998	0.0169774294	-0.11267402609999999	-0.0030269471999999995	-0.0327104666	0.1419847007	0.0871442175	0.0804992022	-0.0753410264	0.036105410299999995	0.10916000460000001	0.0573937315	0.08497488800000001	-0.0805394406	0.0156401581	0.06918153839999999	-0.057661211799999994	-0.0724539847	-0.1303616611	0.0078434004	0.035374984	-0.0178396834	0.10825056050000001	0.0359114394	0.0103880902	-0.0289939475	-0.11754697050000001	0.0048412484	0.1070737061	0.1048071914	0.1010651385	0.09590023019999999	0.0	-0.0127014	0.006025000000000001	3.630062500000001e-05	0.00016132556196000002	0.0109025	0.039350300000000005	0.00011886450625000003	0.0015484461100900007	0.0247484	-0.05318749999999999	0.002828910156249998	0.00061248330256	0.0008451939999999997	0.0002998959999999997	7.143528976359995e-07	8.99376108159998e-08	-0.0	-0.000319248	0.0	1.01919285504e-07	0.000212983	0.000212983	4.5361758289e-08	4.5361758289e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
743.5832370323724	0.21310153413060107	552916.0303955413	0.04541226384881573	1022.5205225451313	2.218948602676619	1045548.2190259681	4.92373290132052	809.2037830137838	-0.22377671195840776	654810.7624438189	0.050076016814916184	828.0093006423575	588.765034921531	1.001364	19.434059	0.08368724999999999	0.0513558	-0.0703508897	-0.0404330019	0.0002037032	0.1383742597	-0.0140840032	0.0785127763	-0.0318128143	-0.0288896923	-0.018725056299999997	0.10935302029999999	0.029148114300000007	-0.0852158017	-0.0630442605	0.0678643224	0.0478518313	-0.0821702061	0.0351691179	0.1508131904	0.011413289699999999	0.0738053202	0.043956510899999995	-0.0898597984	-0.105865759	0.0943500858	-0.0055326898	0.0105609968	0.0285675929	0.1112682893	0.023066035	-0.0655961447	0.1660221635	-0.12144763880000001	0.0525926506	-0.097477939	-0.0041986435	-0.0205139361	-0.023243768199999997	-0.0119803479	-0.0172626595	0.0137682816	-0.0014293967000000001	-0.0148045526	0.06364824179999999	-0.044551858300000004	-0.0384473262	0.0570362717	0.1397382123	0.11061703369999999	0.1485587358	-0.0288071527	-0.0349498981	-0.0839580336	0.1874171257	-0.015345396899999999	-0.09891363380000001	0.0083276595	0.1238666207	-0.0506798674	0.09108072519999999	0.10618137429999999	0.0263594359	0.08569018699999999	-0.10225438380000001	0.1442312543	-0.0181847099	0.1068225743	0.103810905	0.0988541933	0.09204531	0.0	-0.029135900000000006	-0.016434500000000005	0.0002700927902500001	0.0008489006688100003	0.056717599999999986	0.04581509999999999	0.0032168861497599986	0.0020990233880099998	0.0247788	3.03999999999964e-05	9.241599999997814e-10	0.0006139889294399997	0.0007887069999999999	-5.648699999999981e-05	6.220587318489999e-07	3.190781168999979e-09	-0.000347298	-0.000347298	1.20615900804e-07	1.20615900804e-07	0.000188623	-2.4360000000000014e-05	5.934096000000007e-10	3.5578636128999995e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
744.6021999492316	1.0189629168592091	554432.4361692355	1.0382854259342276	1019.2287782711882	-3.2917442739430958	1038827.3024561787	10.835580365037154	809.5441527109494	0.34036969716566995	655361.7351884891	0.11585153074864993	828.9704748902167	585.1341538345839	1.172458	22.754587	0.26172892	0.14169600000000002	-0.18954893690000002	-0.08040944230000001	-0.0302098404	0.0175509917	-0.0152666459	0.0586885266	0.08429264859999999	0.0719465817	-0.1308948793	0.1474989287	0.0290191117	-0.1594256286	-0.0196468178	-0.0029004757000000003	0.0300540221	-0.1578046638	-0.0638533889	0.2280612512	0.0468002636	0.12062891960000001	-0.019837038	-0.0584580862	-0.0795341333	0.0760451596	0.0231285969	0.14152343720000002	0.0633017177	-0.1419692375	-0.0857522839	0.12181638730000001	-0.0603970155	-0.0205473844	-0.058291711100000004	-0.0349898861	0.1040887108	-0.0300937248	-0.1488778126	-0.0511720749	0.0436571926	-0.069040545	0.0377437583	-0.035728391400000004	0.094865281	0.0946100889	-0.0017969091	0.0058030211	0.21520538320000002	0.0065703335	0.2578855101	0.0377924223	0.08058568	-0.00986643	0.1197529386	-0.0655685213	0.0453914194	-0.040089671	0.11643607660000001	-0.0531146128	-0.1598722028	-0.0067848339	-0.1348617822	-0.1006315057	0.025731751400000002	-0.046704485700000006	-0.0022213826000000002	0.10653580609999999	0.1026761034	0.096346511	0.0876992882	0.0	-0.0157243	0.013411600000000004	0.00017987101456000008	0.00024725361049	-0.0625368	-0.11925439999999998	0.00391085135424	0.01422161191936	-0.0337964	-0.0585752	0.0034310540550399997	0.0011421966529599995	0.00160091	0.0008122030000000003	2.5629128281000003e-06	6.596737132090002e-07	9.80864e-05	0.00044538440000000003	9.62094186496e-09	1.9836726376336e-07	0.00034079	0.000152167	2.3154795889000004e-08	1.161378241e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
