trans_x,trans_y,trans_z,rot_x,rot_y,rot_z,trans_x_der,trans_y_der,trans_z_der,rot_x_der,rot_y_der,rot_z_der,trans_x_2,trans_y_2,trans_z_2,rot_x_2,rot_y_2,rot_z_2,trans_x_der_2,trans_y_der_2,trans_z_der_2,rot_x_der_2,rot_y_der_2,rot_z_der_2,a_comp_cor_00,a_comp_cor_01,a_comp_cor_02,a_comp_cor_03,a_comp_cor_04,0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,0.10,0.11,0.12,0.13,0.14,initdum_1.0,initdum_2.0
0.092791,8.39889e-05,0.0975038,0.00100326,-0.000163608,-0.00040411,0,0,0,0,0,0,0.0086101697,7.0541353e-09,0.009506991,1.0065306e-06,2.6767578e-08,1.6330489e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
-0.0977076,0.000189419,-0.106054,-0.00119121,0.000599148,0.00104949,-0.1904986,0.0001054301,-0.2035578,-0.00219447,0.000762756,0.0014536,0.0095467751,3.5879558e-08,0.011247451,1.4189813e-06,3.5897833e-07,1.1014293e-06,0.036289717,1.1115506e-08,0.041435778,4.8156986e-06,5.8179672e-07,2.112953e-06,0,0,0,0,0,0.3363319,0,0,-0.97995338,0,0,1.8664935,0,0,-2.4948258,0,0,3.0341856,0,0,0,1
-0.084967,-0.0390698,-0.0943514,-0.00078536,0.000906787,0.00201717,0.0127406,-0.039259219,0.0117026,0.00040585,0.000307639,0.00096768,0.0072193911,0.0015264493,0.0089021867,6.1679033e-07,8.2226266e-07,4.0689748e-06,0.00016232289,0.0015412863,0.00013695085,1.6471422e-07,9.4641754e-08,9.3640458e-07,0.077600167,0.052552076,-0.10815654,-0.036001625,0.011519575,8.0267167,0,0,-15.986889,0,0,22.771621,0,0,-24.455368,0,0,23.756792,0,0,0,0
-0.0963071,0.0566432,-0.0567648,-0.00126059,0.000869163,0.00221179,-0.0113401,0.095713,0.0375866,-0.00047523,-3.7624e-05,0.00019462,0.0092750575,0.0032084521,0.0032222425,1.5890871e-06,7.5544432e-07,4.892015e-06,0.00012859787,0.0091609784,0.0014127525,2.2584355e-07,1.4155654e-09,3.7876944e-08,0.040325642,0.051425654,-0.055892292,-0.04028107,0.03843922,35.646218,0,0,-46.531439,0,0,44.872643,0,0,-31.42687,0,0,20.803266,0,0,0,0
-0.102028,-0.0123979,-0.0524649,-0.00103099,0.00100795,0.00238762,-0.0057209,-0.0690411,0.0042999,0.0002296,0.000138787,0.00017583,0.010409713,0.00015370792,0.0027525657,1.0629404e-06,1.0159632e-06,5.7007293e-06,3.2728697e-05,0.0047666735,1.848914e-05,5.271616e-08,1.9261831e-08,3.0916189e-08,0.0124957,0.06924576,0.011266814,-0.016938221,0.02098148,75.67187,0,0,-56.365318,0,0,32.609345,0,0,-10.80615,0,0,14.182407,0,0,0,0
-0.105568,-0.0103505,-0.0342096,-0.000133878,0.00100795,0.00249352,-0.00354,0.0020474,0.0182553,0.000897112,0,0.0001059,0.011144603,0.00010713285,0.0011702967,1.7923319e-08,1.0159632e-06,6.217642e-06,1.25316e-05,4.1918468e-06,0.00033325598,8.0480994e-07,0,1.121481e-08,0.0068388182,0.034570098,-0.029770587,-0.011143612,0.02327329,108.48149,0.3363319,0.3363319,-28.682539,-0.97995338,-0.97995338,17.789597,1.8664935,1.8664935,-17.516909,-2.4948258,-2.4948258,29.950955,3.0341856,3.0341856,0,0
-0.119871,0.0332965,-0.0450838,-0.000655642,0.00100795,0.00227851,-0.014303,0.043647,-0.0108742,-0.000521764,0,-0.00021501,0.014369057,0.0011086569,0.002032549,4.2986643e-07,1.0159632e-06,5.1916078e-06,0.00020457581,0.0019050606,0.00011824823,2.7223767e-07,0,4.62293e-08,-0.011232527,0.010969344,-0.0085025577,-0.002817853,0.028233075,115.55151,7.6903848,8.0267167,20.567333,-15.006936,-15.986889,22.955556,20.905128,22.771621,-2.5670477,-21.960542,-24.455368,-2.4261506,20.722606,23.756792,0,0
-0.106819,0.0479221,-0.0275421,-0.000230291,0.00100795,0.00245076,0.013052,0.0146256,0.0175417,0.000425351,0,0.00017225,0.011410299,0.0022965277,0.00075856727,5.3033945e-08,1.0159632e-06,6.0062246e-06,0.0001703547,0.00021390818,0.00030771124,1.8092347e-07,0,2.9670063e-08,-0.029828712,0.04829091,0.038427547,-0.0043251212,0.053062904,88.191391,27.619502,35.309886,65.794931,-30.544549,-45.551485,32.298153,22.101022,43.00615,34.823442,-6.971502,-28.932044,6.1926421,-2.9535262,17.76908,0,0
-0.048277,0.25936,0.0300517,0.00345043,-0.000946869,0.00171755,0.058542,0.2114379,0.0575938,0.003680721,-0.001954819,-0.00073321,0.0023306687,0.06726761,0.00090310467,1.1905467e-05,8.965609e-07,2.949978e-06,0.0034271658,0.044705986,0.0033170458,1.3547707e-05,3.8213173e-06,5.375969e-07,-0.030385029,0.083748718,0.02711015,-0.069187414,0.061082779,44.445028,40.025651,67.645153,75.630079,-9.8338796,-40.378429,54.750012,-12.263298,9.8377235,38.899543,20.620719,13.649217,44.561144,-6.6208587,-9.5743849,0,0
0.0944794,0.0443466,-0.12641,0.00176851,-0.00211623,0.00549993,0.1427564,-0.2150134,-0.1564617,-0.00168192,-0.001169361,0.00378238,0.008926357,0.0019666209,0.015979488,3.1276276e-06,4.4784294e-06,3.024923e-05,0.02037939,0.046230762,0.024480264,2.8288549e-06,1.3674051e-06,1.4306398e-05,-0.0083829692,-0.004588521,-0.038567628,-0.021501953,-0.056841329,8.8427886,33.145954,73.171605,45.823764,26.702826,16.868947,65.886712,-12.953254,-25.216553,54.465244,-9.2055843,11.415135,48.60749,18.802733,12.181875,0,0
0.045322,0.0308421,-0.0231212,0.00125244,-0.00165411,0.00431324,-0.0491574,-0.0135045,0.1032888,-0.00051607,0.00046212,-0.00118669,0.0020540837,0.00095123513,0.00053458989,1.568606e-06,2.7360799e-06,1.8604039e-05,0.00241645,0.00018237152,0.010668576,2.6632824e-07,2.1355489e-07,1.4082332e-06,-0.049760943,-0.0008569928,0.024363909,-0.027696869,-0.0042957039,-6.7901624,14.760407,47.906361,9.8089118,34.242936,60.945762,36.922405,26.071087,13.117833,60.500071,-7.0106809,-16.216265,68.064734,-11.654499,7.1482344,0,0
-0.0323865,0.153343,-0.0675946,0.00302267,-0.00115794,0.00301795,-0.0777085,0.1225009,-0.0444734,0.00177023,0.00049617,-0.00129529,0.0010488854,0.023514076,0.0045690299,9.1365339e-06,1.340825e-06,9.1080222e-06,0.006038611,0.015006471,0.0019778833,3.1337143e-06,2.4618467e-07,1.6777762e-06,-0.025437055,0.015612729,-0.016246462,-0.048963746,-0.012630223,-7.2317634,0.25937865,15.019786,-5.3729626,14.683048,48.925984,4.3687099,31.443618,57.514705,28.979792,30.418988,23.408307,63.434362,5.6652664,-5.9892325,0,0
-0.0324145,-0.0395456,-0.00870298,0.00318992,-0.000912277,0.0034001,-2.8e-05,-0.1928886,0.05889162,0.00016725,0.000245663,0.00038215,0.0010506998,0.0015638545,7.5741861e-05,1.017559e-05,8.3224932e-07,1.156068e-05,7.84e-10,0.037206012,0.0034682229,2.7972563e-08,6.035031e-08,1.4603862e-07,-0.03102774,0.041692859,0.049658718,-0.02786393,0.023101177,-3.5165271,-3.720712,-3.4613334,-5.3917047,0.001268743,14.684317,-5.864559,10.188561,41.632179,4.2274712,24.69682,55.115808,31.694197,31.747643,37.412909,0,0
-0.0272042,0.0541213,-0.0495346,0.0019581,-0.00114113,0.0029946,0.0052103,0.0936669,-0.04083162,-0.00123182,-0.000228853,-0.0004055,0.0007400685,0.0029291151,0.0024536766,3.8341556e-06,1.3021777e-06,8.9676292e-06,2.7147226e-05,0.0087734882,0.0016672212,1.5173805e-06,5.2373696e-08,1.6443025e-07,-0.013580425,0.012401058,-0.0008191139,-0.025962599,0.0098151629,-1.0602419,-2.4562852,-6.1769972,-2.2882157,-3.103489,-3.1022203,-4.0480049,-1.8165541,8.3720071,-2.1326453,6.3601165,31.056937,8.8451177,22.849079,54.596722,0,0
