trans_x,trans_y,trans_z,rot_x,rot_y,rot_z,trans_x_der,trans_y_der,trans_z_der,rot_x_der,rot_y_der,rot_z_der,trans_x_2,trans_y_2,trans_z_2,rot_x_2,rot_y_2,rot_z_2,trans_x_der_2,trans_y_der_2,trans_z_der_2,rot_x_der_2,rot_y_der_2,rot_z_der_2,a_comp_cor_00,a_comp_cor_01,a_comp_cor_02,a_comp_cor_03,a_comp_cor_04,0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,0.10,0.11,0.12,0.13,0.14,initdum_1.0
0,0,0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.00704088,-0.0330664,0.0617995,0.000777991,0.000537737,7.02199e-05,0.00704088,-0.0330664,0.0617995,0.000777991,0.000537737,7.02199e-05,4.9573991e-05,0.0010933868,0.0038191782,6.0527e-07,2.8916108e-07,4.9308344e-09,4.9573991e-05,0.0010933868,0.0038191782,6.0527e-07,2.8916108e-07,4.9308344e-09,-0.22784361,-0.21339061,0.056365861,-0.07318719,-0.06271152,0.3363319,0,0,-0.97995338,0,0,1.8664935,0,0,-2.4948258,0,0,3.0341856,0,0,0
3.03659e-05,0.0419639,0.0455058,0.00118671,0.00044487,-1.05879e-22,-0.0070105141,0.0750303,-0.0162937,0.000408719,-9.2867e-05,-7.02199e-05,9.2208788e-10,0.0017609689,0.0020707778,1.4082806e-06,1.9790932e-07,1.1210363e-44,4.9147308e-05,0.0056295459,0.00026548466,1.6705122e-07,8.6242797e-09,4.9308344e-09,-0.10053893,-0.028119586,-0.10408414,-0.16090075,-0.020520346,8.0267167,0,0,-15.986889,0,0,22.771621,0,0,-24.455368,0,0,23.756792,0,0,0
-0.00363663,0.0466538,-0.0104302,0.000270694,0.000495899,6.06147e-05,-0.0036669959,0.0046899,-0.055936,-0.000916016,5.1029e-05,6.06147e-05,1.3225078e-05,0.0021765771,0.00010878907,7.3275242e-08,2.4591582e-07,3.6741419e-09,1.3446859e-05,2.1995162e-05,0.0031288361,8.3908531e-07,2.6039588e-09,3.6741419e-09,-0.0028871333,0.034888865,-0.086948822,0.022203028,-0.11166418,35.646218,0,0,-46.531439,0,0,44.872643,0,0,-31.42687,0,0,20.803266,0,0,0
-0.0233435,-0.0159247,-0.0364779,0.00075261,0.000495899,-0.000201166,-0.01970687,-0.0625785,-0.0260477,0.000481916,0,-0.0002617807,0.00054491899,0.00025359607,0.0013306372,5.6642181e-07,2.4591582e-07,4.046776e-08,0.00038836073,0.0039160687,0.00067848268,2.3224303e-07,0,6.8529135e-08,0.083668985,-0.16524452,-0.071725423,0.015626676,-0.160702,75.67187,0,0,-56.365318,0,0,32.609345,0,0,-10.80615,0,0,14.182407,0,0,0
-0.0210967,0.0659065,-0.0933262,-0.00028272,0.000563426,-0.000117047,0.0022468,0.0818312,-0.0568483,-0.00103533,6.7527e-05,8.4119e-05,0.00044507075,0.0043436667,0.0087097796,7.9930598e-08,3.1744886e-07,1.37e-08,5.0481102e-06,0.0066963453,0.0032317292,1.0719082e-06,4.5598957e-09,7.0760062e-09,0.038499593,-0.047412266,0.08117617,0.06650509,-0.10542694,108.81782,0,0,-29.662492,0,0,19.656091,0,0,-20.011735,0,0,32.98514,0,0,0
-0.00546649,0.0200128,-0.0764758,0.00115646,0.000495899,-0.000204411,0.01563021,-0.0458937,0.0168504,0.00143918,-6.7527e-05,-8.7364e-05,2.9882513e-05,0.00040051216,0.005848548,1.3373997e-06,2.4591582e-07,4.1783857e-08,0.00024430346,0.0021062317,0.00028393598,2.0712391e-06,4.5598957e-09,7.6324685e-09,0.043710928,-0.065623403,0.14288273,-0.0011488876,-0.020575764,123.57823,0,0,4.580444,0,0,45.727178,0,0,-27.022416,0,0,21.330641,0,0,0
-0.021134,0.0921032,-0.0939175,0.000338002,-8.81532e-06,0,-0.01566751,0.0720904,-0.0174417,-0.000818458,-0.00050471432,0.000204411,0.00044664596,0.0084829995,0.0088204968,1.1424535e-07,7.7709867e-11,0,0.00024547087,0.0051970258,0.0003042129,6.698735e-07,2.5473654e-07,4.1783857e-08,0.038318886,-0.015148784,0.060763086,0.0007097537,0.029478044,123.83761,0,0,19.263492,0,0,77.170796,0,0,3.3965724,0,0,26.995908,0,0,0
-0.000984013,0.0642378,-0.0584349,0.000485463,8.23789e-05,0.000203268,0.020149987,-0.0278654,0.0354826,0.000147461,9.119422e-05,0.000203268,9.6828158e-07,0.0041264949,0.0034146375,2.3567432e-07,6.7862832e-09,4.131788e-08,0.00040602198,0.00077648052,0.0012590149,2.1744747e-08,8.3163858e-09,4.131788e-08,-0.069105041,0.02471051,0.093367687,-0.085905207,0.10293134,120.1169,0,0,19.264761,0,0,87.359357,0,0,28.093393,0,0,58.74355,0,0,0
0.0132429,0.0705515,-0.0205271,0.000620396,2.22577e-05,0.000651811,0.014226913,0.0063137,0.0379078,0.000134933,-6.01212e-05,0.000448543,0.0001753744,0.0049775142,0.00042136183,3.848912e-07,4.9540521e-10,4.2485758e-07,0.00020240505,3.9862808e-05,0.0014370013,1.8206914e-08,3.6145587e-09,2.0119082e-07,-0.016224122,0.060280676,-0.041873319,-0.029289542,0.048930026,117.32428,0.3363319,0,17.141225,-0.97995338,0,83.676309,1.8664935,0,36.948335,-2.4948258,0,78.558444,3.0341856,0,0
