global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	a_comp_cor_47	a_comp_cor_48	a_comp_cor_49	a_comp_cor_50	a_comp_cor_51	a_comp_cor_52	a_comp_cor_53	a_comp_cor_54	a_comp_cor_55	a_comp_cor_56	a_comp_cor_57	a_comp_cor_58	a_comp_cor_59	a_comp_cor_60	a_comp_cor_61	a_comp_cor_62	cosine00	cosine01	cosine02	cosine03	non_steady_state_outlier00	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20
742.8135625817416	n/a	n/a	551771.988755379	1040.1270892337218	n/a	n/a	1081864.361757815	759.8082727506721	n/a	577308.6113403598	n/a	792.7678654908922	594.8209199835262	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0899e-08	n/a	n/a	1.18788201e-16	0.0	n/a	n/a	0.0	3.19261e-10	n/a	n/a	1.0192758612100001e-19	0.0	n/a	0.0	n/a	-0.00017029	n/a	n/a	2.89986841e-08	0.0	n/a	0.0	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
738.1243618757597	-4.689200705981875	21.98860326098092	544827.5735944975	1027.7067919766246	-12.420297257097216	154.2637839546567	1056181.250274885	761.2366301490086	1.428357398336516	579481.2070806186	2.04020485738266	789.0614366190213	566.0945452833284	1.099297	27.502123	0.37463765057973897	0.214159	-0.07356959730000001	-0.0690056212	-0.09357679220000001	-0.0152803434	-0.2963571001	0.0504177403	-0.046347107	-0.0640095819	-0.0342363019	-0.0352343715	0.0991226734	-0.06764198190000001	-0.0737557003	0.050338279900000005	-0.0884051646	0.0337339054	-0.0095156951	0.0547846013	-0.0161196659	0.0794403244	-0.11210567119999999	-0.13524736029999998	0.0040640766	-0.14842483380000002	0.010752156399999999	-0.0518365319	0.0014498191	-0.08034404740000001	0.0107618207	-0.0563010008	0.1318412704	-0.13730839220000002	0.0232068416	-0.0112051174	0.024918007000000002	-0.10889044839999999	0.0831158167	-0.09519008300000001	0.026854487000000003	-0.0059316511	0.1302689862	-0.06497960480000001	-0.0022986556	0.0192993072	-0.17643010309999999	0.0765509447	-0.12453637669999999	0.000219532	0.0082312989	-0.1035090674	0.0601400548	-0.0232401387	0.09939473	-0.2370460172	0.08669920800000001	-0.0637473375	0.050230553899999995	-0.0902635014	0.0732945127	-0.1663102317	-0.0061052134	0.05948770990000001	-0.0249938839	0.0233652192	-0.1207397266	0.1078282764	0.10781478650000001	0.10779230449999999	0.1077608324	0.0	-0.00262569	-0.0026257008990000002	6.894305211009407e-06	6.8942479761e-06	0.141191	0.141191	0.019934898481000003	0.019934898481000003	0.149568	0.149567999680739	0.022370586528497542	0.022370586624	-0.0006131369999999999	-0.0006131369999999999	3.759369807689999e-07	3.759369807689999e-07	0.000406091	0.0005763809999999999	3.32215057161e-07	1.6490990028099994e-07	-0.000435541	-0.000435541	1.8969596268099999e-07	1.8969596268099999e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
737.6566946969401	-0.4676671788196245	0.21871259014510666	544137.3992312148	1002.9388456492352	-24.767946327389378	613.4511652764413	1005886.3281122205	760.1408129233307	-1.0958172256779335	577814.0554717421	1.2008153920924831	788.2687853412317	582.4813555975855	1.158892	28.993078000000004	0.31364017	0.212768	-0.0012317657000000001	0.0543020802	0.1049364697	0.024111867999999998	-0.1498352391	-0.022779513199999997	-0.04717336849999999	0.1470577619	0.0237417889	-0.048177722699999995	0.0018437923999999998	-0.1370190897	-0.015394081200000001	0.0165462901	-0.016895633400000002	-0.11022065550000001	-0.0973506966	0.06837126610000001	-0.046788371100000004	0.0844175367	-0.05727159320000001	-0.0086535641	0.024885477200000002	-0.0656147847	0.0030087936	0.0044057294	-0.0657548442	-0.1690915426	-0.0058221919	-0.0399966864	-0.025841272400000004	0.0290564411	0.1525191598	0.08674160439999999	0.056144538499999994	0.0136027579	-0.1159070605	-0.0661345034	-0.0744753263	-0.0493629708	-0.0866539733	0.1273516146	-0.0480230163	-0.0339485556	-0.0771291252	0.053264484400000006	-0.1213366332	-0.013326001799999999	-0.014323125700000001	0.0180066392	-0.0392697258	0.032808642400000004	-0.0140790243	-0.17604359030000002	-0.0685905238	-0.0656180425	-0.0182544926	-0.020533271000000002	0.07257964410000001	-0.1920383823	-0.0020587432999999997	0.0125672878	0.014202702	-0.031577344	0.0237602935	0.10779230449999999	0.1076709289	0.1074687374	0.1071858817	0.0	-0.00389331	-0.00126762	1.6068604644000005e-06	1.51578627561e-05	-0.06491319999999999	-0.2061042	0.042478941257640006	0.004213723534239999	0.0932663	-0.05630170000000001	0.003169881422890001	0.008698602715690002	0.000248586	0.0008617229999999999	6.179499939599999e-08	7.425665287289998e-07	0.000361195	-4.4896000000000005e-05	2.015650816e-09	1.3046182802499994e-07	-0.000342827	9.271400000000003e-05	1.1753035192899998e-07	8.595885796000006e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
737.9420583655458	0.2853636686056689	0.081432423360086	544558.4815047786	1009.9430389595614	7.0041933103261735	49.058723928417905	1019984.9419428741	759.7198498987918	-0.42096302453887796	577174.2503302428	0.17720986802892005	788.9863839831188	583.1736185519771	0.906905	22.688871	0.38721479	0.225176	0.0768946246	-0.00030504189999999996	0.0081602967	-0.1303083905	-0.1100454333	0.0423395357	0.0012241158	0.022451320499999997	0.1149809924	-0.0450141617	0.0183935473	-0.0458980164	0.0150140333	0.0336272081	0.0811808457	-0.0794105083	0.1261315119	0.11186615050000001	-0.1464756069	0.08822828320000001	-0.1071143199	0.024983475800000002	0.0259935405	0.0502171816	0.0741756994	0.0690061476	-0.1537767509	-0.0318930227	-0.040977575499999995	-0.0176775653	-0.054603019	-0.0249579789	0.0735308953	0.040223793	-0.1214525125	-0.11020802619999999	0.045873108600000004	0.01630678	0.0377163286	0.034836015899999996	0.059417587699999996	0.0410032137	0.11356301740000001	-0.0098744725	-0.0652840348	0.0096013684	-0.0969199688	-0.0318117364	0.0318320408	0.024850902299999998	0.101506205	-0.0723994677	0.0774291455	0.0125927782	-0.2080984528	-0.1062059142	0.021635918100000002	-0.0549995125	0.0961262	-0.0589668615	-0.0790578945	0.0645545479	0.0128421086	0.0458556383	0.0179575594	0.1077203727	0.10738340560000001	0.1068225743	0.10603904800000001	0.0	-0.00026682	0.00362649	1.31514297201e-05	7.119291240000001e-08	0.132544	0.1974572	0.038989345831839994	0.017567911936000002	0.130685	0.03741869999999999	0.0014001591096900001	0.017078569225	-0.00225703	-0.002505616	5.0941844209000006e-06	6.278111539456e-06	0.000567757	0.00020656200000000006	4.266785984400001e-08	3.2234801104899997e-07	-0.000604897	-0.00026207	3.6590038060900003e-07	6.868068489999999e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
738.9388249623541	0.9967665968083566	0.9935436485129128	546030.5870367447	1011.6871403042796	1.7441013447182743	3.041889500648092	1023510.8698570513	761.3038254077777	1.5839755089858727	579583.514580516	2.5089784130670543	786.4152021495711	574.0350707787945	1.114061	27.871498	0.141497823	0.05843200000000001	-0.041111991	-0.1311792456	-0.10694840539999999	0.0493130575	-0.1297728943	-0.072212318	-0.0198243362	-0.0594870095	-0.0030435345000000003	-0.0042003888	0.1425501889	-0.1148781796	0.061349725599999995	0.0160774861	0.043782836	-0.0193134718	0.0476592459	0.0111431731	0.0213188927	0.1005670459	-0.0369329226	0.0467024682	0.07774949240000001	-0.0552655492	0.0259363823	0.0998480716	0.0162960608	0.0684926027	0.0405207542	0.0092254288	-0.0071757239	-0.1382969029	-0.0300237817	0.1559950342	0.022852448100000002	0.1083562007	0.0076946481000000014	0.0147969176	0.041556859	0.0114157482	-0.061407394800000015	-0.0965358208	-0.015348491799999999	-0.0550279327	-0.1369366159	0.0708998631	-0.0925861175	0.039768706699999996	-0.011201820800000001	-0.0835184193	-0.0418514716	0.0064026809	0.0711108044	-0.06507988370000001	-0.0402243916	-0.0059001962	-0.1200408268	-0.044180535300000004	0.072983641	0.0048890224	-0.0896907236	-0.10081707710000001	0.0183791206	-0.0465317101	0.0398396071	0.107612505	0.10695260029999999	0.105855755	0.1043264501	0.0	-0.000313343	-4.652299999999998e-05	2.1643895289999978e-09	9.8183835649e-08	0.10296300000000001	-0.029581	0.0008750355609999997	0.010601379369000002	0.175234	0.044549000000000005	0.0019846134010000007	0.030706954756	-0.0015266	0.0007304300000000003	2.33050756e-06	5.335279849000004e-07	0.000875887	0.00030813	9.49440969e-08	7.671780367689999e-07	-0.000912763	-0.0003078660000000001	8.331362941690002e-07	9.478147395600005e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
737.5094750244507	-1.4293499379034529	2.0430412449846047	543920.225750841	1000.4243102834512	-11.262830020828462	126.8513400780748	1000848.8006061191	760.6950210916797	-0.6088043160980305	578656.915113671	0.3706426952995907	786.5804914806627	563.7508857324342	1.231724	30.81518	0.268683081	0.12130800000000005	-0.07521933410000001	0.0734823775	0.0975487341	0.10700943539999999	-0.070023139	0.08735203300000001	-0.04384288980000002	0.0618788316	-0.0910223617	0.0698262236	0.0096589101	-0.09136056279999999	0.0783777472	0.045372183499999996	-0.10434617869999999	0.023282345299999996	0.045857307400000005	-0.025122109700000003	0.0308042946	0.1248191547	0.0129596602	0.029851838500000002	0.0682901335	0.1575098356	0.0203272355	0.1785177662	0.1090552073	0.0248847117	-0.0171535464	0.08594289449999999	-0.0342911235	-0.0340161064	0.0005151223	-0.050122836399999995	-0.028311881400000002	-0.0952853513	-0.11585813560000001	-0.0049595988	-0.10829916140000001	0.0167216503	-0.0010459812	0.041665650299999996	-0.1232003909	-0.0233715383	-0.0063781511	0.0269402917	-0.061476736500000004	0.0315869955	-0.0814896128	0.0498256738	0.0508053079	-0.0042262956	0.0941038459	0.0521887071	-0.0317702217	0.0451298738	-0.131879735	0.0652835365	-0.0869788264	0.09058557269999999	-0.1465256023	0.039568413399999995	0.17138773	0.01480379	0.0849173362	0.1074687374	0.1063790877	0.1045711815	0.10205722539999999	0.0	-0.0225758	-0.022262457	0.0004956169916768489	0.0005096667456399998	-0.00471368	-0.10767668	0.0115942674158224	2.2218779142399995e-05	0.207438	0.03220400000000001	0.0010370976160000006	0.043030523843999996	-7.31112e-06	0.00151928888	5.34524756544e-11	2.308238700891654e-06	0.00047368	-0.00040220699999999997	1.61770470849e-07	2.243727424e-07	-0.00070346	0.000209303	4.948559716000001e-07	4.3807745808999996e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
738.4976730460215	0.988198021570838	0.9765353298365188	545378.8130943885	1002.0223887726917	1.598078489240493	2.5538548577731754	1004048.8676017312	759.7493241827519	-0.9456969089277436	577219.0355961482	0.894342643555489	788.06232551796	585.6942157765873	1.04005	26.019882	0.288190424	0.14057999999999998	0.0545096565	0.0413857248	0.0342729806	-0.0672320315	-0.0164198961	0.036831134700000004	-0.0096394587	0.0301506622	0.052212386799999996	-0.0073504852	0.0234912319	-0.05795039110000001	-0.0673927672	0.006307743	0.0036252337	-0.10337851880000001	-0.0060791898999999995	-0.022858028500000002	0.0575888198	0.1133674383	-0.0045857703	-0.0041147994	0.12287112439999999	-0.0399150942	-0.06330513980000001	0.0488932429	0.107573895	0.0152247528	0.0872023007	-0.050611009400000004	0.13479051449999999	-0.0017406322	0.0284280446	0.0247382864	0.0574859105	0.0691764179	-0.1436265227	0.0170686873	-0.1012133652	-0.0406884009	0.1244883883	0.047357181500000005	0.054365641299999996	0.0052183442	-0.0360541303	-0.05595315730000002	-0.0440743953	0.043679101500000005	-0.0078727524	0.038021129	-0.0365453104	0.1272218409	0.00031010069999999997	-0.0239235638	-0.0990830464	-0.0148133857	-0.0704331671	-0.0012790256	-0.005687569	0.022071512999999997	-0.0655150469	0.0512153556	0.0738256548	-0.085219535	-0.019274598400000002	0.1072891178	0.1056636333	0.10297271	0.0992434813	0.0	-0.017446299999999998	0.0051294999999999995	2.6311770249999984e-05	0.00030437338368999995	0.113285	0.11799868	0.0139236884817424	0.012833491224999998	0.116573	-0.09086500000000003	0.008256448225000003	0.013589264329	-0.00124974	-0.00124242888	1.5618500676e-06	1.5436295218580543e-06	0.000498465	2.4785000000000038e-05	6.142962250000019e-10	2.48467356225e-07	-0.000486729	0.00021673099999999998	2.3690511944100003e-07	4.6972326361000006e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
737.8920952158244	-0.6055778301971486	0.36672450842628657	544484.7441819992	1003.4586434258244	1.436254653132778	2.0628274286455563	1006929.2490659959	758.8119503229219	-0.937373859830018	575795.5759528765	0.8786697530926261	786.9691166323477	583.7024142623912	0.731269	18.294828	0.2009015	0.108677	0.052368205099999995	-0.046271415999999996	-0.0177898695	-0.1004931119	0.0294050015	0.0276589402	0.12259377630000001	0.0239655148	0.1253577391	-0.0222384967	-0.0256344107	0.0944379393	-0.1294170869	0.020626244	-0.22457710239999998	-0.0644731237	-0.098435884	-0.047277926399999996	-0.1024551978	-0.0680272545	0.028657532599999997	-0.07186179990000001	-0.0363781535	0.0714158608	0.0807055479	0.18114615969999998	-0.0061851837	0.0850424966	0.0682721434	-0.050403862699999996	0.0063719625	0.09635610359999999	0.058082847800000004	0.039788732400000006	0.0529438875	0.1014694984	-0.0129731576	-0.021230271600000003	-0.0602608278	-0.0465878641	-0.062757568	0.011095295500000001	0.0830274131	0.0270295964	-0.0008398539999999999	-0.1135497882	0.035846411200000004	-0.0707377388	-0.1564799034	0.13734830650000002	0.1366626326	0.071806523	-0.18818696640000002	-0.0327321292	0.0660632868	-0.0043715468	-0.022250412	-0.0394370589	-0.0348471379	-0.0173396647	-0.0404152221	0.053533175700000005	0.1025825159	0.030510381899999998	-0.0327206505	0.1070737061	0.1048071914	0.1010651385	0.09590023019999999	0.0	-0.013609200000000002	0.003837099999999996	1.472333640999997e-05	0.00018521032464000005	0.18769	0.074405	0.005536104025	0.0352275361	0.168979	0.052406	0.0027463888359999995	0.028553902441	-0.0023193000000000003	-0.0010695600000000002	5.379152490000001e-06	1.1439585936000005e-06	0.000354712	-0.00014375300000000004	2.066492500900001e-08	1.25820602944e-07	-0.0006784839999999999	-0.00019175499999999991	4.6034053825599993e-07	3.676998002499996e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
734.9578581283748	-2.93423708744956	8.609747285364477	540163.0532246482	998.4192203276364	-5.039423098188081	25.39578516255156	996840.9395196452	759.3043846681519	0.4924343452299809	576543.1485762808	0.24249158436208	785.3104099958741	564.9822912490681	1.167707	29.213612	0.25795285	0.165202	-0.11086469410000001	-0.0011991789999999999	0.0142677751	0.0963040658	0.0720140487	-0.1075522142	0.0279842602	0.0803565928	-0.0604598805	0.0804098647	0.023413824	0.1140686611	0.1033187154	0.0439115322	0.0345341844	-0.0398775888	-0.0946819366	0.060838363799999996	0.0907657922	0.0324127993	0.0235565596	-0.12140059480000001	0.0889323103	0.0045071508	-0.0797529795	0.02919849	0.0688895489	-0.0443989197	-0.0660387716	0.0135087448	-0.033503009	0.029625892799999998	0.0958744954	0.09497531880000001	0.0126282254	-0.0706559885	0.0345793693	0.0310304278	0.0059228245999999995	-0.0442546343	-0.0702248893	0.0131832372	-0.1044438801	-0.0185187984	-0.0641549197	-0.0037587286	0.135254816	-0.12269296199999999	-0.05364945769999999	-0.012853192099999999	-0.0493545079	-0.0043412295	-0.0599141843	0.0146215893	-0.054794689699999996	0.024756359	-0.0731193852	-0.0556717404	0.061822158099999996	0.041514418399999996	0.0039887517	0.016169325800000002	-0.0295539325	-0.0457872654	0.028738296899999998	0.1068225743	0.103810905	0.0988541933	0.09204531	0.0	-0.0184174	-0.0048081999999999995	2.3118787239999986e-05	0.00033920062276000004	0.0261441	-0.1615459	0.02609707780681	0.0006835139648099999	0.15452	-0.014459	0.000209062681	0.0238764304	-0.00096826	0.0013510400000000006	9.375274276e-07	1.8253090816000008e-06	0.000354712	0.0	0.0	1.25820602944e-07	-0.000486729	0.00019175499999999991	2.3690511944100003e-07	3.676998002499996e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
737.7041731814552	2.7463150530803655	7.542246370775813	544207.4471293343	993.7437646453412	-4.675455682295136	21.859885837105885	987526.6697714955	759.6348631680985	0.3304784999465937	577045.1253404157	0.10921603892695077	786.1582444834143	576.2998599874512	1.168075	29.222816	0.06041185000000001	0.031142900000000005	0.050820252	0.06633717139999999	0.0792457929	0.0164256508	0.0171922023	-0.12994914300000002	-0.1176302652	0.10827935720000001	0.0251354498	0.006630265600000001	0.1244484328	0.0740052293	0.1311314398	-0.0558151601	0.0017069913	-0.0136700925	0.027529744199999998	-0.1100650451	0.0047693715	-0.0544325517	0.05367936809999999	-0.06041446480000001	0.0683647111	-0.0128954831	-0.0227536065	0.027359606800000002	-0.056045005700000004	-0.0351702483	0.0594754054	-0.0652701639	0.0001404229	0.0579743182	0.0335626032	-0.1353048985	-0.03015465	-0.13721590179999998	0.0664190919	0.0054552937	-0.0223596394	0.0598489558	0.0594391238	0.0757068759	-0.0231438599	-0.0505189778	-0.109620748	0.0364905805	0.1591484224	0.0312614347	0.0774913265	0.0184520112	-0.0258473852	0.024848418100000002	0.056644226299999996	0.03268163	0.014699445600000001	-0.0070839879000000015	-0.1021560575	0.0014413622	-0.0541072492	0.0599766828	0.0592537112	0.1039743127	0.0011184935	-0.0124973725	0.0452857467	0.10653580609999999	0.1026761034	0.096346511	0.0876992882	0.0	-0.0242005	-0.005783099999999999	3.344424560999999e-05	0.00058566420025	0.0260904	-5.3699999999996806e-05	2.8836899999996567e-09	0.00068070897216	0.132232	-0.022288	0.0004967549440000001	0.017485301824000002	-0.00144738	-0.0004791200000000001	2.0949088644000003e-06	2.295559744000001e-07	0.000354712	0.0	0.0	1.25820602944e-07	-0.00065335	-0.000166621	4.268662225e-07	2.7762557641000004e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
