global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	a_comp_cor_47	a_comp_cor_48	a_comp_cor_49	a_comp_cor_50	a_comp_cor_51	a_comp_cor_52	a_comp_cor_53	a_comp_cor_54	a_comp_cor_55	a_comp_cor_56	a_comp_cor_57	a_comp_cor_58	a_comp_cor_59	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07
745.0435795653792	n/a	n/a	555089.9354515936	1100.3399498034037	n/a	n/a	1210748.0051333571	766.212699046997	n/a	587081.9001808839	n/a	815.8629487000336	589.2135272369014	n/a	n/a	n/a	n/a	-0.0830931127	-0.0223744539	-0.1308447703	-0.020084831100000002	0.70777739	-0.21923805579999997	0.08597870369999999	0.0375121308	-0.19207750280000002	-0.14165124380000002	0.212055259	-0.285992083	0.32084407789999997	-0.0242876554	0.1448028687	-0.1208287098	0.0855798968	-0.0366183975	0.0050144296	0.0232130063	-0.0096496815	0.012394553700000002	-0.0161303983	0.0970952092	-0.1197247159	0.0228884516	-0.0242704456	0.0547808074	-0.17430918469999998	0.010002135	-0.013334763700000002	0.0369952016	-0.0166390217	0.0290480877	-0.0801671871	0.0154746008	-0.0441634926	0.0762681722	0.0219646198	-0.0572558926	-0.1846035365	-0.0214421672	0.5784022777000001	-0.1250591009	0.0716164688	-0.3270476298	0.1691261902	-0.2869978272	0.0189114308	-0.028740269199999998	0.011654745800000001	-0.163150663	0.0857103963	-0.0979196324	0.061378471399999995	-0.024137857000000002	0.1119780359	-0.0791121717	-0.0012154363	0.0244253461	-0.054347613499999996	0.029723912999999998	0.107516234	0.10750293820000001	0.1074807797	0.10744976029999999	0.0380218	n/a	n/a	0.0014456572752400002	-0.10919	n/a	n/a	0.011922456100000004	-0.568886	n/a	n/a	0.32363128099599997	0.0024161	n/a	5.837539209999998e-06	n/a	0.0005283880000000001	n/a	n/a	2.791938785440001e-07	0.000204016	n/a	4.162252825599999e-08	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
744.1029908304523	-0.9405887349269052	0.8847071682713957	553689.2609628242	1056.6300242149505	-43.70992558845319	1910.557594948115	1116467.0080724868	767.2245876813573	1.011888634360275	588633.5679428289	1.023918608347503	808.5573012353915	609.2005958779066	1.571913	37.69585	0.60615787	0.35436	0.0780886682	0.0399785852	-0.1175423949	-0.103547801	0.2801212829	-0.0551109504	0.10215470119999999	-0.0295266123	-0.09744592269999999	-0.0919497919	0.0944774171	-0.1695131438	0.0895734284	0.0955364531	0.0527718072	-0.0846612375	0.0627874419	0.06493679	0.11678143390000001	-0.057304497	-0.0821491327	-0.10065332029999999	0.1644888733	-0.09536754509999999	0.0637994006	-0.051638996500000006	0.0562925432	0.039862272000000004	-0.0409421497	0.0641128504	-0.0563165423	0.1433463536	-0.0380834737	0.0095190221	0.0065883930000000005	0.0784839435	0.09329886800000001	-0.016954826	0.0220486469	0.014639683	-0.0150126918	-0.087102375	0.3213810026	-0.0629694472	0.015266083100000001	-0.0343811619	-0.016611438200000002	0.0521615329	-0.0352099388	0.17343611050000002	-0.24388791350000005	0.09433389060000001	-0.0092912962	0.17625467420000002	-0.0710729217	-0.1897832371	0.1988711104	0.1423693088	0.1382835147	-0.0418436357	0.138078388	0.0712783832	0.1074807797	0.10736115	0.1071618658	0.1068830749	0.06431659999999999	0.026294799999999983	0.0006914165070399992	0.004136625035559997	0.102214	0.211404	0.044691651216	0.010447701796	-0.305579	0.263307	0.069330576249	0.093378525241	0.000940198	-0.0014759019999999994	8.839722792040001e-07	2.1782867136039984e-06	0.000175955	-0.00035243300000000014	1.2420901948900005e-07	3.0960162025e-08	-7.06904e-05	-0.0002747064	4.99713265216e-09	7.546360620095999e-08	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
739.5415344616458	-4.561456368806488	20.806884204525282	546921.6811938856	1061.553938332852	4.923914117901632	24.244930240471007	1126896.7639899887	768.8624543234973	1.6378666421400112	591149.473668352	2.682607137434996	808.7313302504062	561.1269603791787	1.638175	39.284885	0.40219848	0.220174	-0.1280930432	0.053932340999999995	-0.0190057493	0.1235628885	0.2526183131	-0.047485955700000006	-0.1151776033	-0.037306712	-0.10485305119999999	-0.1571085294	0.0646050867	-0.1387749733	0.1107340482	0.0005580889	0.1158144905	0.0048408488	-0.09411908470000001	-0.0632868739	0.0349993885	0.13167887150000002	-0.025982894500000003	0.10477171210000001	-0.0601801723	-0.13360664349999998	-0.0765204208	0.0405282883	0.0035898001000000002	0.036777491600000004	0.1502354675	0.059362479	0.0005253421	0.0548407625	0.09534631630000001	-0.0569154071	-0.0344511988	-0.050234664299999995	-0.09002124	-0.0474479222	0.1068220149	0.008629191	-0.0037016388	0.12238803349999999	0.2622670153	-0.11060053560000001	0.0614149506	-0.066356432	-0.0406391695	-0.0989271194	-0.0111643305	0.1457004761	0.0233237554	0.2587963898	-0.0142020397	-0.0382199638	-0.1310864676	0.016650642	-0.20634330469999998	0.026744474700000003	-0.1358938939	0.0437079032	-0.0333875919	-0.1287955493	0.1074098827	0.1070777606	0.1065249843	0.10575269279999999	0.051740199999999986	-0.012576399999999995	0.00015816583695999986	0.00267704829604	-0.09645020000000004	-0.19866420000000004	0.03946746436164002	0.009302641080040008	-0.26793	0.03764899999999999	0.001417447200999999	0.0717864849	0.00356441	0.0026242120000000003	1.27050186481e-05	6.886488620944e-06	-0.000183949	-0.00035990400000000003	1.2953088921599998e-07	3.3837234601e-08	-0.000152752	-8.20616e-05	2.3333173504000006e-08	6.7341061945600004e-09	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
744.7514637323552	5.209929270709381	27.143363005794377	554654.7427314856	1047.6081402539044	-13.945798078947744	194.4852840587826	1097482.8155262442	769.4371984389478	0.5747441154504713	592033.6023415767	0.3303307982449447	805.4728155025552	602.4558296351947	1.691607	40.566231	0.41305199	0.249884	0.0524555176	-0.0380703809	-0.0869387464	-0.0165534899	0.0535068366	0.0249518769	0.0093439258	-0.11925966810000001	-0.13963640789999998	-0.0659145733	0.058992265999999995	-0.049500089000000004	-0.0646018568	-0.1023890149	-0.24108050739999998	0.08328258820000001	4.09771e-05	0.062169887699999996	-0.076737735	0.0148221122	0.0433302471	0.1037589882	0.0873822934	-0.1029852915	-0.0828102352	-0.0547585284	0.0457897187	0.1054447398	0.045269158	0.1081279478	-0.012282748999999999	-0.1147506408	0.037180165099999996	0.0749749822	-0.24137484010000002	0.0064220149	0.0520818225	0.003970420200000001	-0.0242261207	0.1097300466	0.0315275519	-0.0240881018	0.0676884088	0.015117501200000001	0.15030659	0.0112380099	-0.152415493	0.1467831428	0.2284016392	0.0673309963	-0.22406929379999999	0.1566101461	0.012189098	0.0731373121	-0.0968263424	0.0297355197	-0.192048894	-0.0668761169	-0.0401731764	0.026677899100000003	0.0221675962	0.09496720019999999	0.10730356630000001	0.1066531437	0.1055720249	0.1040645756	0.05173430000000001	-5.8999999999823074e-06	3.480999999979124e-11	0.0026764377964900014	0.00371723	0.10016743000000004	0.010033514032804908	1.3817798872900003e-05	-0.15239	0.11554	0.013349491599999999	0.0232227121	5.14748e-05	-0.0035129352	2.64965503504e-09	1.234071371939904e-05	-0.00031074900000000003	-0.00012680000000000002	1.6078240000000004e-08	9.656494100100002e-08	-0.00045979	-0.00030703800000000004	2.114068441e-07	9.427233344400002e-08	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
741.8833917817627	-2.86807195059248	8.225836713775353	550390.9670016124	1048.3837270055433	0.7755867516389117	0.6015348093177988	1099108.4390500337	770.3799791012492	0.942780662301402	593485.3122000411	0.8888353772094704	805.570238652352	583.0779458651489	1.360844	32.634232	0.239079225	0.12401199999999997	-0.0366750723	0.103063935	-0.0905247303	-0.0003855282	-0.085057527	0.1632101071	-0.0883066383	-0.0919327171	-0.0680852338	-0.0141206445	-0.0042061324	0.0164289931	-0.140871206	0.0192217758	-0.1447008859	0.005527461899999999	-0.0530087886	0.0131910621	0.1088658948	0.010504703600000002	-0.0093921936	-0.0352324963	-0.0701521225	0.0079037176	0.0230161447	-0.0512982201	-0.1695770687	-0.13620269	-0.032364191800000004	-0.13683287	0.0899984529	-0.0947369306	-0.0025279759	-0.0326294467	0.0038142879	0.0798153276	0.2050651641	-0.0588879467	0.0667406146	-0.0848144125	0.1205862733	0.0259669073	-0.0388831275	-0.1458919166	0.1514816699	-0.0354481115	-0.13315663789999999	0.09092895039999999	0.0101351637	-0.07029068849999999	0.023587042000000003	0.050654251799999994	-0.23533913190000005	-0.0310454489	0.12773302820000002	0.0252172433	-0.028973686000000002	0.0894566772	-0.0228371729	0.07361834610000001	0.177552966	0.1199577162	0.1071618658	0.10608785949999999	0.1043058152	0.10182762640000001	0.0438282	-0.007906100000000013	6.25064172100002e-05	0.00192091111524	0.0821148	0.07839757	0.0061461789819049	0.00674284037904	-0.0924852	0.0599048	0.003588585063039999	0.00855351221904	0.0014199999999999998	0.0013685251999999998	2.0163999999999994e-06	1.87286122303504e-06	-0.000377133	-6.638400000000001e-05	4.406835456000001e-09	1.4222929968900002e-07	-3.72841e-05	0.0004225059	1.3901041128099996e-09	1.7851123553481005e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
742.4148107025459	0.5314189207831532	0.2824060693663313	551179.751150497	1026.546156769502	-21.8375702360413	476.87947381403694	1053797.0119782349	768.4743864803974	-1.9055926208518488	590552.8826764232	3.631283236645017	805.1036353323152	602.571600255054	1.4318030000000002	34.335896000000005	0.282968195	0.188081	-0.013932285400000001	-0.1062416367	0.0976059876	-0.012911278200000001	-0.10343834449999999	-0.03539443	-0.023646837599999998	-0.0621584552	-0.0241742993	-0.0152684573	0.1299483611	0.0088229515	-0.1621239766	-0.1075437692	-0.112775894	0.10910096	0.0651943159	0.09462362949999999	-0.0086261612	0.014501690900000001	-0.0346760989	-0.0886816215	-0.044318167699999994	-0.0158699764	-0.1479336224	-0.1474845092	-0.1039926343	-0.0252360262	-0.027166598700000003	-0.1163922375	-0.0413495829	-0.039437855699999996	0.0559727772	-0.0269633873	0.0235585302	0.0508345925	-0.0883537427	-0.0834971335	-0.0469477356	-0.039816619	-0.065885871	0.0280215852	-0.11855562160000001	-0.026068175699999998	0.0812045069	-0.035293094500000004	0.0065134813	0.1481518347	0.1060169629	-0.0789038512	-0.132124148	0.0102096092	-0.1024139568	0.012685451	-0.2038126734	0.0704342095	-0.013854781200000001	0.0868211931	0.11533290939999999	0.0806055913	-0.0786622925	0.1956232325	0.1069848277	0.1053826534	0.1027301122	0.09905364259999999	0.0335791	-0.010249099999999995	0.00010504405080999994	0.0011275559568099999	-0.0874603	-0.1695751	0.028755714540010007	0.0076493040760900015	-0.169251	-0.07676580000000001	0.0058929880496400005	0.028645901001000007	0.00140348	-1.6519999999999906e-05	1.9697561104e-06	2.729103999999968e-10	-0.00017475599999999998	0.00020237700000000009	4.0956450129000025e-08	3.0539659535999995e-08	-0.000345951	-0.0003086669	1.19682094401e-07	9.527525515561001e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
741.5452425280556	-0.8695681744902686	0.7561488100863382	549889.3467159928	1035.980810628878	9.434653859376114	89.01269344624058	1073256.2399912674	767.7924749300148	-0.6819115503825515	589505.2845591574	0.465003362545135	807.3127063427264	606.934407239475	1.169457	28.044615000000004	0.35118109	0.23236	0.07859709940000001	0.024364405	0.0438722426	-0.0985073958	-0.07541114809999999	0.0088539502	0.052443595999999995	-0.028820002400000006	0.0632337716	-0.0441077416	0.040027787200000005	0.0783746439	0.1443924926	0.2095501661	0.029297951800000006	0.06423525969999999	0.0279290664	-0.032657241499999996	0.0883941216	0.010143315699999999	0.09700342890000001	-0.08194976429999999	-0.0834950466	-0.0043828684	0.0170600251	-0.0193094332	0.027260973100000002	-0.1065443407	-0.15530132119999998	0.0622945403	0.0566341299	-0.1286725106	-0.0147366453	0.043234252300000005	0.031156692799999997	-0.047266956799999996	0.071649385	0.0288225291	-0.0312817169	0.2009184062	-0.018057428	-0.0814898948	-0.0918953127	-0.0651569729	-0.11674690630000001	-0.0204886654	0.0402143696	-0.09370764289999996	-0.07097917320000001	-0.16819427010000002	0.0518411812	0.0919196922	-0.0779296612	0.06779056110000001	0.0089476904	0.0707766076	0.0386005357	-0.014005048999999999	-0.0084939184	-0.0781861645	0.0194941947	-0.1293010456	0.10677251060000001	0.10453845560000001	0.1008495915	0.0957572542	0.0335826	3.4999999999965614e-06	1.2249999999975929e-11	0.0011277910227599998	0.136934	0.22439429999999996	0.050352801872489986	0.018750920356	-0.122331	0.04692000000000002	0.0022014864000000018	0.014964873560999997	1.08762e-05	-0.0013926038000000001	1.1829172643999995e-10	1.93934534377444e-06	-0.000266672	-9.191600000000003e-05	8.44855105600001e-09	7.111395558400001e-08	-0.000458697	-0.00011274600000000001	2.10402937809e-07	1.2711660515999998e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
741.3181547933957	-0.2270877346599036	0.05156883923296679	549552.606626285	1037.125888122432	1.1450774935537993	1.3112024662434512	1075630.1078137432	767.1811351771864	-0.6113397528283713	588566.8941717565	0.3737362933882541	803.8820352644569	580.0169209947188	1.302172	31.227219	0.32189304	0.166021	-0.0861734588	0.04331127110000002	0.0026948382000000002	0.12043104789999999	-0.0525065138	0.0181703275	-0.0202634994	0.1418546282	-0.026925636800000003	0.033064265600000003	-0.010914628000000001	-0.0151036466	-0.1291600883	-0.0327064306	0.0526183007	0.14302754550000002	-0.0796446192	0.057012630099999996	-0.0080231778	0.1054778802	-0.0463261475	-0.196958496	-0.0333908024	-0.030211286299999997	0.0433985395	-0.0230390822	0.019450689099999998	-0.0983666376	0.055903395300000006	-0.0268129018	-0.039666934300000005	0.0824057157	0.06371913900000001	-0.1217390156	0.0108731585	0.0012292263	-0.045840623899999995	0.0348883177	-0.0465237853	0.0072598515	0.0529481825	0.10286260609999999	0.0068802103	0.1199380474	-0.0865600814	0.0061757618	0.0065674048	-0.0113202444	-0.10379410359999999	-0.0366194639	-0.0399025089	-0.0313753179	0.0111708181	-0.11759911640000001	-0.1901976794	0.0849083196	-0.1443730383	0.0743544087	0.0287071781	0.12037563679999999	0.11091468130000001	-0.0931052834	0.1065249843	0.10355637949999999	0.0986698327	0.0919558462	0.0140735	-0.019509099999999998	0.00038060498280999977	0.00019806340225	-0.017839700000000003	-0.1547737	0.023954898211690005	0.0003182548960900001	-0.0794904	0.042840599999999986	0.0018353170083599997	0.0063187236921599995	0.00169464	0.0016837638	2.8718047296000007e-06	2.83506053419044e-06	-0.000374972	-0.00010829999999999991	1.1728889999999983e-08	1.4060400078399994e-07	-0.000155368	0.000303329	2.4139215424e-08	9.2008482241e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
742.7223495644565	1.4041947710608156	1.9717629550745364	551636.4885425468	1027.3567308765603	-9.769157245871613	95.43643329456579	1055461.8524773729	766.5979933260008	-0.5831418511855873	587672.4833714514	0.3400544186041536	803.2990206438361	601.8876972482963	1.052963	25.250988	0.15333813999999998	0.0892208	0.0225286844	-0.0361904692	0.0594473015	-0.005118823	-0.0942289403	-0.0746016514	0.0896278452	0.1163823116	-0.0761326803	0.0825796671	0.0403792398	0.0551078243	-0.0392976679	-0.0104040974	0.0842479345	0.1536732942	0.0634824324	-0.0544827378	0.017318733200000002	0.0595513539	-0.0937052391	-0.0635481625	0.1122402782	0.0452360038	0.022841908799999998	-0.09076004970000001	0.0703290637	-0.0614367429	0.025671822099999998	-0.0245169055	-0.00035019449999999997	-0.1546577116	0.0422970825	0.0557629895	-0.0595734179	0.0030586897999999997	-0.0596410688	-0.0464648662	0.15788028070000001	-0.0344391986	-0.046267284900000004	-0.0051196201	-0.0077826994999999986	0.20838407329999997	0.0145690744	0.059074688499999986	-0.010847896599999999	0.058524315999999986	-0.0465610812	-0.08700541	-0.10509811050000001	-0.0465800078	-0.09496450470000001	0.0137965791	-0.0529380224	0.0733544258	0.0417992637	-0.020986846099999998	0.0729154253	-0.0976322772	-0.0291468808	-0.1311954799	0.10624233050000001	0.10243772039999999	0.09619730359999999	0.08766946710000001	0.0186572	0.004583699999999998	2.101030568999998e-05	0.00034809111184	-0.0176558	0.0001839000000000042	3.3819210000001536e-08	0.00031172727364	-0.166911	-0.0874206	0.007642361304359999	0.027859281921	0.000850321	-0.0008443190000000001	7.23045803041e-07	7.128745737610002e-07	-0.00017475599999999998	0.000200216	4.008644665599999e-08	3.0539659535999995e-08	2.30958e-05	0.00017846380000000002	5.3341597764e-10	3.184932791044e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
744.171073421719	1.4487238572625074	2.098800814601558	553790.5865176335	1033.990373911895	6.6336430353346705	44.00521992024419	1069136.0933424602	767.712889049149	1.1148957231481518	589383.080012191	1.2429924734940403	804.7455606172375	608.5574838744194	0.866074	20.769217	0.3098820500000001	0.18051	0.0788185094	0.052864130599999996	-0.0144259455	-0.0378786813	-0.09039875800000001	0.0406975663	0.0890777767	0.0251190391	-0.0835745852	0.0627519087	-0.0354024594	0.057288515	0.0509156466	0.0404147939	-0.029934326600000002	-0.023777013700000002	-0.0087016439	0.0114209049	-0.0966777601	-0.0284391018	0.020347293	-0.015847883899999998	0.1261095227	-0.1825452897	-0.0092998611	0.1256432145	-0.050155957699999996	-0.1075856583	-0.0388771077	0.0020428786	0.1266177445	-0.07654570200000001	-0.0119358404	0.0126341918	0.0160503834	0.0269084266	0.020702458899999998	0.08915451869999999	0.1008219815	-0.0785129895	0.0344754336	-0.07061832309999999	-0.0265821475	0.121503185	0.0512718505	0.061437904	-0.0454817172	0.047076821100000006	-0.022735102000000004	-0.07903404900000001	0.061663363799999996	0.038695009700000005	0.0583272527	0.1142613752	0.021466908	-0.11258074369999999	0.09205705630000001	-0.1149645975	0.0169796873	-0.0884338482	-0.026911402400000003	-0.09423285740000001	0.1059246424	0.1011839538	0.0934393406	0.0829207229	0.0429671	0.0243099	0.0005909712380100001	0.00184617168241	0.144214	0.16186979999999998	0.026201832152040003	0.020797677796000003	-0.103474	0.06343700000000001	0.004024252969000001	0.010706868676	-0.000220053	-0.001070374	4.8423322808999996e-08	1.145700499876e-06	-3.9823e-05	0.00013493299999999998	1.8206914488999996e-08	1.585871329e-09	2.30958e-05	0.0	5.3341597764e-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
