global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28	motion_outlier29	motion_outlier30	motion_outlier31	motion_outlier32	motion_outlier33	motion_outlier34	motion_outlier35	motion_outlier36	motion_outlier37	motion_outlier38	motion_outlier39	motion_outlier40	motion_outlier41	motion_outlier42	motion_outlier43	motion_outlier44	motion_outlier45	motion_outlier46	motion_outlier47	motion_outlier48	motion_outlier49	motion_outlier50	motion_outlier51	motion_outlier52
706.2591458675183	n/a	n/a	498801.98112151655	1155.7592089587595	n/a	n/a	1335779.3490929774	768.4476737403654	n/a	590511.8272769791	n/a	827.4614528559259	644.7131312182587	n/a	n/a	n/a	n/a	-0.06402895559999999	-0.0012992257	-0.1320591933	0.08544208699999999	0.012077713300000001	-0.004558314	-0.1067372939	0.0517667845	0.0575291979	-0.2183147668	-0.054270251900000004	-0.0557442433	0.03853128	-0.0547567153	0.0716543492	0.11250323	0.1124865505	0.11245875300000001	-0.405439	n/a	n/a	0.164380782721	-0.235696	n/a	n/a	0.05555260441600001	-1.48999	n/a	2.2200702001	n/a	0.00591848	n/a	n/a	3.50284055104e-05	-0.00584239	n/a	n/a	3.41335209121e-05	-0.00298838	n/a	n/a	8.930415024400003e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
703.7579929613331	-2.501152906185212	6.2557658601187285	495275.3126569638	1125.5716545252478	-30.187554433511647	911.2884426762288	1266911.5494707038	768.2419489487161	-0.2057247916493452	590195.6921245217	0.042322689899166495	821.2486793990057	647.3527296551159	0.643558	20.748875	0.13335749999999985	0.0636854	-0.0793130888	-0.0091688807	-0.0378616605	0.0788077027	0.0499858183	-0.0034041021	-0.1160903908	0.050825766200000004	0.0956751149	-0.23471819289999998	-0.04765652769999999	-0.0709348091	0.0026508502000000002	-0.0391854447	0.1299905725	0.11245875300000001	0.1123086861	0.11205872300000001	-0.410096	-0.004657000000000022	2.1687649000000206e-05	0.16817872921600002	-0.243393	-0.007696999999999955	5.924380899999929e-05	0.05924015244899999	-1.45158	0.038410000000000055	2.1070844964	0.0014753281000000045	0.00694639	0.00102791	1.0565989681e-06	4.825233403210001e-05	-0.00554681	0.0002955800000000001	8.736753640000009e-08	3.07671011761e-05	-0.00331676	-0.00032838000000000013	1.0783342440000005e-07	1.1000896897600003e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
700.4798938747699	-3.2780990865632016	10.745933621326499	490672.081722809	1113.4146886925205	-12.156965832727337	147.79181825809988	1239692.2689962622	768.5161615363147	0.2742125875986403	590617.090542511	0.07519254319754197	820.915264195092	638.9404716997856	0.623599	20.105385	0.06880850000000004	0.045937300000000014	-0.077397488	-0.0100775404	0.010462914	0.0716773212	-0.010552733600000001	-0.0124232919	-0.1014658509	0.0439854909	0.0558230341	-0.20952428780000001	-0.050905360999999996	-0.0577373259	-0.027321929	-0.027807385299999998	0.1032408767	0.1123698164	0.11195323859999999	0.1112600859	-0.4104680000000001	-0.00037200000000003897	1.3838400000002901e-07	0.16848397902400006	-0.240965	0.002427999999999958	5.895183999999796e-06	0.058064131224999996	-1.45109	0.0004899999999998794	2.1056621881	2.4009999999988177e-07	0.007524839999999999	0.0005784499999999986	3.346044024999984e-07	5.6623217025599975e-05	-0.00622551	-0.0006787000000000001	4.6063369e-07	3.87569747601e-05	-0.00336998	-5.3219999999999656e-05	2.8323683999999633e-09	1.13567652004e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
700.3579308167896	-0.12196305798033792	0.014874987511915266	490501.231257975	1123.0438395503827	9.629150857862212	92.72054624346863	1261227.4655520658	770.093907746564	1.5777462102493018	593044.6267483735	2.4892831039560344	823.9142285376242	644.7842245857016	0.7031430000000001	22.669928	0.5734564999999999	0.287499	-0.072677637	0.0015355357999999998	-0.00852512	0.0795584288	-0.046656399400000007	-0.0313702452	-0.0693027075	0.0812505747	0.0100370919	-0.1368259638	-0.0547890443	-0.025621224900000003	-0.0673685946	-0.0552181636	0.036004443399999995	0.11223645550000001	0.1114207701	0.1100656827	-0.272397	0.13807100000000005	0.019063601041000012	0.074200125609	-0.22554	0.015424999999999994	0.00023793062499999985	0.05086829160000001	-1.36826	0.08282999999999996	1.8721354276	0.006860808899999993	0.00431288	-0.003211959999999999	1.0316687041599994e-05	1.86009338944e-05	-0.00357174	0.00265377	7.042495212900001e-06	1.27573266276e-05	-0.0024931	0.00087688	7.689185344e-07	6.215547609999999e-06	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
696.8567979284828	-3.5011328883067563	12.257931501583212	485609.39681913826	1111.0529541811486	-11.990885369234093	143.78133193811226	1234438.6669946576	769.3906443863762	-0.7032633601878615	591961.9636692831	0.4945793537827218	821.0473149005032	636.0356256615687	0.645374	20.807409	0.20511750000000006	0.100591	-0.0592056186	0.0308539083	0.028183052000000007	0.0639371437	-0.0494273655	-0.0150448068	-0.0560049745	0.0832187651	-0.0308554612	-0.10452656800000001	-0.039533766899999996	-0.0386430243	-0.08167204759999999	-0.039588456	-0.0058844395	0.11205872300000001	0.1107121224	0.1084797619	-0.296552	-0.024154999999999986	0.0005834640249999993	0.08794308870399999	-0.21142800000000006	0.014111999999999987	0.00019914854399999957	0.04470179918400002	-1.32815	0.04011000000000009	1.7639824224999998	0.0016088121000000072	0.00309293	-0.00121995	1.4882780025e-06	9.566215984899997e-06	-0.00411448	-0.0005427400000000003	2.9456670760000033e-07	1.69289456704e-05	-0.00326522	-0.0007721200000000003	5.961692944000004e-07	1.06616616484e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
695.4798308263361	-1.3769671021467502	1.8960384003944188	483692.195086229	1101.2649617342913	-9.787992446857286	95.80479613973532	1212784.51594363	767.7103407514038	-1.680303634972347	589379.1672966365	2.8234203057012826	819.7354370871193	631.1749881312236	0.527451	17.005472	0.11446049999999998	0.060355999999999986	-0.0547851538	0.0511478858	0.045505921500000004	0.04928510690000002	-0.041114842799999995	0.0103055988	-0.0897201179	0.0573963834	-0.0227438241	-0.1083779926	-0.031236215499999997	-0.0688468312	-0.0688640076	-0.0133370029	-0.0010805231	0.1118366891	0.10982841609999999	0.1065079649	-0.323946	-0.027394000000000033	0.0007504312360000016	0.104941010916	-0.2106	0.0008280000000000233	6.855840000000385e-07	0.044352360000000014	-1.28585	0.0423	1.6534102224999998	0.0017892900000000005	0.00275484	-0.00033808999999999966	1.1430484809999974e-07	7.589143425600002e-06	-0.00439164	-0.00027715999999999944	7.681766559999965e-08	1.92865018896e-05	-0.00352874	-0.0002635199999999997	6.944279039999988e-08	1.24520059876e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
696.2553118155909	0.7754809892547883	0.601370764695585	484771.4592314257	1094.7954761825174	-6.469485551773914	41.85424330461143	1198577.134669705	769.110070972945	1.3997302215411764	591530.3012720086	1.9592446930957108	818.4891415032681	619.9740871230465	0.5850270000000001	18.861795	0.13358150000000013	0.0827311	-0.0483484375	0.051826902800000005	0.059421311799999994	0.044691242699999995	0.0001333377	-0.0032773347999999996	-0.0785838276	0.0859976123	0.030510534	-0.1275653762	-0.0323585387	-0.06754882059999999	-0.0428602955	-0.0468556965	0.0531239272	0.1115704417	0.1087710484	0.1041573055	-0.318947	0.004999000000000031	2.499000100000031e-05	0.101727188809	-0.225453	-0.014853000000000003	0.0002206116090000001	0.05082905520900001	-1.31942	-0.0335700000000001	1.7408691364000002	0.0011269449000000068	0.0040262	0.0012713599999999994	1.6163562495999986e-06	1.6210286439999994e-05	-0.00456753	-0.0001758900000000006	3.0937292100000215e-08	2.08623303009e-05	-0.0033728	0.0001559399999999998	2.431728359999994e-08	1.137577984e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
699.4231556512872	3.167843835696317	10.035234567359154	489192.7506612047	1100.5977443305183	5.802268148000849	33.6663156613052	1211315.3948254248	770.3695144877701	1.2594435148250795	593469.1888521225	1.5861979670349504	821.2351524811078	639.735681113112	0.552492	17.812819	0.12358699999999985	0.08927239999999999	-0.057037050599999986	0.0187120082	0.0452681655	0.0569999388	-0.0003303528	-0.0338289132	-0.0692316439	0.1084100624	-0.006257216899999999	-0.09953943109999999	-0.0515240118	-0.0466591388	-0.0536563084	-0.0664448521	0.0194328898	0.1112600859	0.1075416914	0.1014361455	-0.308809	0.01013799999999998	0.0001027790439999996	0.095362998481	-0.217321	0.008131999999999999	6.6129424e-05	0.047228417041	-1.31978	-0.00035999999999991594	1.7418192484000001	1.2959999999993946e-07	0.00233864	-0.0016875599999999998	2.8478587536e-06	5.4692370495999984e-06	-0.00471207	-0.00014453999999999943	2.0891811599999837e-08	2.22036036849e-05	-0.00363984	-0.00026704000000000007	7.131036160000003e-08	1.32484352256e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
698.4269080186658	-0.9962476326213618	0.9925093455036681	487800.1458445139	1102.747276406592	2.149532076073683	4.620488146069637	1216051.5556221565	770.3039021336352	-0.06561235413482791	593368.101642305	0.004304981015114069	821.9506331488233	642.9681052720542	0.460081	14.833396	0.03497450000000005	0.0300247	-0.05758245150000001	0.010933848400000001	0.045791814199999996	0.0555800657	-0.0083906833	-0.0395303277	-0.0537510835	0.094657664	-0.0538848654	-0.1060456097	-0.0555450879	-0.0304970162	-0.0756287177	-0.0451950554	-0.0252005452	0.11090574460000001	0.1061422889	0.09835416429999999	-0.30551100000000003	0.003297999999999968	1.0876803999999786e-05	0.09333697112100002	-0.21634	0.0009810000000000096	9.623610000000191e-07	0.046802995599999994	-1.31957	0.00020999999999982144	1.7412649849000004	4.4099999999925e-08	0.00233864	0.0	0.0	5.4692370495999984e-06	-0.00529944	-0.0005873700000000003	3.4500351690000033e-07	2.80840643136e-05	-0.00366218	-2.2340000000000033e-05	4.990756000000015e-10	1.34115623524e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
697.4071227996118	-1.0197852190540289	1.0399618930010737	486376.69493163284	1099.0025032160415	-3.744773190550404	14.023326248665054	1207806.5020751257	770.0260298928176	-0.2778722408176009	592940.0867124945	0.07721298221699477	821.8128918089859	637.8205797155331	0.520854	16.792789000000006	0.06428199999999984	0.035865100000000004	-0.0547005359	0.028980927099999998	0.054375512599999995	0.0515356204	-0.0284101779	-0.03409768	-0.0653020862	0.0958699161	-0.050485511399999995	-0.1318548444	-0.0539997629	-0.0399142323	-0.08200030650000001	-0.0443993328	-0.0239558715	0.1105075577	0.1045750536	0.09492232490000001	-0.293038	0.012473000000000012	0.00015557572900000026	0.08587126944400003	-0.243562	-0.027222	0.0007410372839999997	0.059322447844	-1.31952	5.0000000000105516e-05	1.7411330304	2.500000000010552e-09	0.00260485	0.00026621000000000023	7.086776410000013e-08	6.785243522500002e-06	-0.00529586	3.5799999999995558e-06	1.281639999999682e-11	2.8046133139600008e-05	-0.00344123	0.00022095000000000009	4.881890250000006e-08	1.18420639129e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
