global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	a_comp_cor_47	a_comp_cor_48	a_comp_cor_49	a_comp_cor_50	a_comp_cor_51	a_comp_cor_52	a_comp_cor_53	a_comp_cor_54	a_comp_cor_55	a_comp_cor_56	a_comp_cor_57	a_comp_cor_58	a_comp_cor_59	a_comp_cor_60	a_comp_cor_61	a_comp_cor_62	a_comp_cor_63	a_comp_cor_64	a_comp_cor_65	a_comp_cor_66	a_comp_cor_67	a_comp_cor_68	a_comp_cor_69	cosine00	cosine01	cosine02	cosine03	non_steady_state_outlier00	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03
732.5356360148767	n/a	n/a	536608.4580317199	1118.3307621381744	n/a	1250663.69354455	n/a	770.6206400106862	n/a	n/a	593856.1708104797	845.5942449383404	718.7371774566051	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	-0.00205852	n/a	n/a	4.2375045904e-06	-0.00246086	n/a	n/a	6.055831939600001e-06	0.0	n/a	0.0	n/a	0.0	n/a	n/a	0.0	-0.0	n/a	n/a	0.0	0.0	n/a	0.0	n/a	0.0	0.0	0.0	0.0
726.0741787961238	-6.461457218752912	41.75042938977412	527183.7131144655	1082.6067308295626	-35.72403130861176	1172037.333637473	1276.2064129386729	770.1438432130757	-0.4767967976105183	0.2273351862116456	593121.5392390065	837.2471120283859	716.0962576766063	1.2479730000000002	24.043928	0.056078232	0.0274566	-0.0164735595	-0.0464377666	0.0887870156	-0.048515505099999995	-0.0841712233	-0.0736441187	0.0787329271	-0.3350878781	0.0950805527	-0.0482834817	0.036917952999999996	-0.0861392815	0.057579594299999995	-0.012854856299999998	0.0136541566	0.0566491494	-0.10125015820000001	0.0872343067	-0.0368392889	0.067982222	-0.123857649	0.033465659	-0.043146865199999995	0.047760324800000004	-0.0208914396	0.1403504293	-0.066309665	0.019238278799999998	-0.07804992940000001	0.0973364243	-0.1732766111	0.0149847129	-0.1245320529	0.1282525816	-0.0792752304	0.0850226402	-0.0413888313	0.0677946671	-0.0246024498	0.0396486535	-0.024893432799999997	-0.0043826763	0.076521635	-0.0378787037	-0.0758159939	0.102120306	-0.1067341782	-0.06549658929999999	0.11983757130000001	-0.0157691717	0.1417570374	-0.0841689649	0.09418398359999999	-0.19513634300000002	0.19295533239999998	-0.1497216502	-0.0509884321	0.1630865011	-0.1485794147	0.1056445466	-0.049028994000000006	0.1387652344	-0.0776845659	0.19409300510000002	-0.14696051699999998	0.0315167863	0.11441864730000001	-0.19893570289999998	-0.030179514900000006	0.1191071808	-0.0259736029	0.0675388966	-0.1051602659	0.0204878543	0.1078282764	0.10781478650000001	0.10779230449999999	0.1077608324	0.0	0.010199	0.01225752	0.00015024679655039998	0.000104019601	1.0602e-05	0.002471462	6.108124417444001e-06	1.1240240400000005e-10	0.0250326	0.0250326	0.0006266310627599999	0.0006266310627599999	0.000151926	0.000151926	2.3081509476e-08	2.3081509476e-08	-0.0	0.0	0.0	0.0	-0.000174407	-0.000174407	3.0417801649000013e-08	3.0417801649000013e-08	0.0	0.0	0.0	0.0
724.3349577107301	-1.7392210853936376	3.024889983877823	524661.1309618052	1071.6815340193803	-10.925196810182342	1148501.310358132	119.35992534121843	771.4107640528316	1.266920839755926	1.6050884142078603	595074.5668965734	838.9196541687141	707.2607219482843	1.043994	20.113983	0.17302799800000002	0.0995449	-0.0453324781	-0.030796007200000006	0.0561575156	-0.09868707970000001	-0.0945975193	0.0463503824	-0.016413021899999998	-0.2337274415	0.0017646332000000001	-0.078216467	0.0431619002	-0.019271315	0.0625952283	0.0390557916	0.0144319353	0.15584637980000002	-0.1031521173	-0.0851895187	-0.0226863634	0.0239948592	-0.2042367984	0.0022931615	0.1360127332	-0.052888245300000004	-0.0369180494	-0.0468459925	-0.07158329349999999	0.0430470534	-0.058410448	-0.12592749279999998	-0.022533647999999996	0.0314253521	0.0615193053	-0.0174929095	-0.07838119610000001	-0.0499494651	-0.0865241111	0.1264505826	-0.0531227604	-0.0075084267	0.08631429410000001	-0.0218139458	-0.146146385	0.020431979	0.025323109	0.0039585284	-0.0089760073	-0.0934219622	0.1119240327	-0.0209934078	0.1362824996	-0.0717171113	0.0211334269	-0.17883160899999995	0.0768084645	0.1667895432	-0.0001542987	0.17130264850000002	-0.1322282039	-0.0086498158	-0.0882663051	0.0279024933	-0.0787648534	0.047437529400000004	-0.08438381119999999	0.0707190958	-0.12268591	0.1083477801	-0.0016440234	-0.0869232191	0.0200262373	0.0599907176	0.09256548939999999	-0.0261692471	0.10779230449999999	0.1076709289	0.1074687374	0.1071858817	0.0	0.0241321	0.013933100000000002	0.00019413127561	0.00058235825041	0.0797446	0.079733998	0.006357510437064004	0.006359201229159999	0.0385529	0.0135203	0.00148632609841	0.00018279851209000006	-0.000864596	-0.001016522	1.033316976484e-06	7.47526243216e-07	-0.000125883	-0.000125883	1.5846529689e-08	1.5846529689e-08	0.0	0.000174407	0.0	3.0417801649000013e-08	0.0	0.0	0.0	0.0
723.9536171941066	-0.3813405166234816	0.14542058961866386	524108.8398484311	1065.4514506632843	-6.230083356095975	1135186.7937204968	38.81393862390408	769.4785793782022	-1.9321846746294116	3.7333376168727637	592097.2841218964	832.8454985343509	698.3839845079892	1.014483	19.545424	0.232798075	0.141658	-0.046884483	0.0472692766	0.0312889885	-0.0641589424	0.0211019175	0.0043004898	0.0513575772	-0.0875229166	0.045482724	0.0489497395	0.0836777959	-0.0255870886	0.021573121299999998	-0.0915616742	0.0352452275	0.0408218591	-0.0713570075	0.10546586529999999	-0.0639769093	0.028854110899999997	-0.1471187605	0.004237434799999999	-0.08422284960000001	-0.0046377053	0.0155608725	-0.045923335499999995	0.0739738433	0.0425872266	-0.06055296	0.078718348	0.0064508377	0.0544793099	-0.0383789874	0.044896387999999995	-0.027894653300000002	-0.0696829132	0.0916168617	0.0209926343	0.030933034100000006	-0.045038952300000004	0.03432522	-0.0297917828	0.1126994653	0.14269009230000002	0.0104700623	0.0118293754	0.0302411277	0.037296218799999996	0.078741018	-0.0326523243	0.0028932831	-0.0618932665	-0.0180994935	-0.1174925572	0.1299222566	-0.1982015683	-0.07458074599999999	-0.029433582000000007	0.04561573360000002	0.0019974787	-0.1382303655	0.0964736018	-0.0762389814	0.0253723838	-0.0825075591	0.024721634300000003	0.1132160785	-0.048582033399999995	-0.0667152752	-0.0007972227	0.0287256178	-0.06792598379999999	-0.0446653083	0.1039298793	0.1077203727	0.10738340560000001	0.1068225743	0.10603904800000001	0.0	0.00754487	-0.01658723	0.0002751361990729	5.69250633169e-05	-0.0544535	-0.1341981	0.018009130043609996	0.0029651836622499998	0.0737639	0.035210999999999985	0.005441112943209999	0.0012398145209999993	-8.98651e-05	0.0007747308999999999	6.0020796741481e-07	8.075736198010001e-09	-0.000153437	-2.7554e-05	7.59222916e-10	2.3542912969e-08	-0.00013375	-0.00013375	1.78890625e-08	1.78890625e-08	0.0	0.0	0.0	0.0
723.4151633961992	-0.5384537979074366	0.2899324924809426	523329.4986315496	1067.5488969979865	2.0974463347022265	1139660.6474816178	4.399281126955803	769.8730053309749	0.3944259527727354	0.1555718322206801	592704.4443373474	834.8854662254311	704.5758838599188	1.050601	20.241274	0.305607725	0.21602	-0.0387126281	-0.0789657759	-0.011131480800000001	-0.10405231529999999	-0.0857236752	-0.0118605791	-0.02198819	-0.1611044583	-0.0774125137	-0.0409090913	-0.0501687846	0.0205651014	0.0838034174	-0.0073405471	0.0087254903	0.1007288762	-0.1370061077	-0.039392225499999996	-0.0557921018	0.0564035413	-0.0418324141	-0.00220396	-0.1928042522	0.0239987564	-0.053960085199999994	0.0248270759	0.0826590023	0.050874804100000004	-0.057957280099999994	-0.0845587373	-0.0143771052	0.0045918731	0.0492922475	0.1261195314	-0.0242533679	-0.0887715762	0.0146872682	0.1339280848	-0.051830388399999996	-0.0630427169	-0.0550464813	0.057799555499999995	-0.056944865899999995	-0.0256037379	-0.0358817524	0.020058521399999998	0.0064381772999999995	-0.0816897568	0.0140512404	0.023905275299999997	0.17456950129999999	-0.0117393475	0.0090069029	-0.124851752	0.0639794607	0.0007201117999999999	0.0203321219	0.025803752000000003	-0.1172182788	-0.0464074749	0.0013619695000000002	-0.0595185741	-0.0084711832	-0.0416273988	-0.0693036355	-0.101156312	0.0078693263	0.062492300099999995	-0.1413415485	0.0115007278	0.04595824849999999	-0.08643271720000001	0.0523658995	0.0016540756	0.107612505	0.10695260029999999	0.105855755	0.1043264501	0.0	0.0179263	0.01038143	0.00010777408884489996	0.00032135223169	0.158686	0.2131395	0.04542844646025	0.025181246596	0.0330981	-0.0406658	0.00109548422361	0.0016537072896399994	-0.000624458	-0.0005345929000000001	2.8578956873041005e-07	3.8994779376400006e-07	-0.000306557	-0.00015312	2.34457344e-08	9.3977194249e-08	-0.00027445700000000003	-0.00014070700000000006	7.532664484900001e-08	1.979845984900001e-08	0.0	0.0	0.0	0.0
723.9065798538153	0.4914164576160829	0.2414901348159394	524040.7363556482	1054.9996980149842	-12.549198983002269	1113024.362811708	157.48239511498522	768.2140755979857	-1.6589297329892359	2.7520478589957382	590152.8659468677	831.8643934389488	703.0636452006886	1.042807	20.091108	0.2667492	0.202891	-0.0147596523	0.0805334795	0.0170105294	-0.08853511060000001	0.07874341160000001	0.08905595460000001	-0.056728971100000004	-0.1477174974	-0.0576413734	0.1150489599	0.053170672	-0.0640190823	0.0630943332	-0.0428779544	0.0029710099	0.0991628667	-0.2350603502	-0.1360412497	0.09491033310000001	-0.0985585367	-0.0349390511	-0.0080573918	0.0925645675	-0.0202795748	-0.07219327019999999	0.044437777000000005	0.062837867	-0.0023912011	-0.1257024323	0.0234066621	-0.1054079997	0.058200422	0.0091005874	-0.011637736899999999	0.0028495544	0.0407488635	0.045210613200000006	-0.1325952161	0.0717238307	0.115650037	0.0402961627	-0.0837405111	-0.0094022426	0.022057088399999997	0.055611121	-0.027120659100000003	-0.0344365535	0.07870496240000001	0.1487483943	0.0135110405	0.1189820725	-0.0033636840999999996	-0.028737908	-0.1344883379	0.0548448179	-0.0857543495	0.1114382532	0.060285403200000004	-0.0076643406000000015	-0.11768991990000001	0.0198931954	-0.0481412326	-0.0398722907	-0.109288731	0.1480364602	0.08407418359999999	0.0079138655	0.0256793774	-0.0086392047	0.0231725507	0.0495864804	-0.1348655942	-0.016218907	-0.0910541282	0.1074687374	0.1063790877	0.1045711815	0.10205722539999999	0.0	0.0179775	5.120000000000125e-05	2.6214400000001274e-09	0.00032319050625000004	-0.037512	-0.196198	0.038493655203999985	0.0014071501440000005	0.022152900000000003	-0.010945199999999995	0.0004907509784100001	0.0001197974030399999	0.000431161	0.001055619	1.114331473161e-06	1.85899807921e-07	-0.000288068	1.8489000000000005e-05	3.4184312100000017e-10	8.2983172624e-08	-0.000391445	-0.00011698799999999994	1.53229188025e-07	1.3686192143999988e-08	0.0	0.0	0.0	0.0
724.311177053583	0.40459719976774977	0.16369889405990445	524626.6812047471	1062.0032910622149	7.003593047230653	1127850.9902269754	49.050315571217524	769.28801331555	1.0739377175642628	1.1533422212071391	591804.0474309857	833.0324320345903	713.8143813866583	1.080561	20.818497	0.32442685	0.230537	0.0188524374	-0.0587345326	-0.0625719601	-0.0123213282	-0.0390286071	-0.0349532168	-0.0580168771	-0.0833285516	-0.1501772372	0.014226198300000001	-0.06904880599999999	0.0554158652	0.1191380668	0.0053331651	-0.0063407572	0.1605600229	-0.0991380188	-0.08506446960000001	0.0980911901	0.075323324	0.0458438702	-0.013478684599999999	0.0733628922	-0.062426340999999996	0.03542507	-0.0080271071	-0.0382144437	-0.0827444431	-0.0721520189	-0.025134730600000002	-0.0203222752	0.146769945	-0.1344810231	-0.050855160700000006	0.06547487910000001	-0.013628501999999999	0.0370545276	-0.12276043880000001	-0.0022915685	0.0126879305	0.0591970008	-0.1639149111	-0.0384877588	-0.1857257823	-0.0211456933	-0.024108304700000003	0.0131208685	-0.021795180299999998	-0.022008178599999997	0.0030329664	0.18468960399999998	0.048483090300000004	-0.0272519681	-0.1078273408	-0.0631006355	0.027141421699999998	0.058689620899999996	-0.0081821873	-0.0877646834	-0.1007631361	0.0845566659	-0.0095077591	-0.0095722749	-0.0847232402	0.0826692403	0.0425157769	0.0527151062	0.1039317577	-0.0874044575	-0.0606907689	0.1120492663	-0.09872561	-0.0038988506	-0.0338082106	0.1072891178	0.1056636333	0.10297271	0.0992434813	0.0	0.0334285	0.015451	0.000238733401	0.0011174646122500001	0.185234	0.222746	0.049615780516	0.034311634755999985	0.0486798	0.0265269	0.0023697229280399998	0.0007036764236099999	-0.000553963	-0.000985124	9.70469295376e-07	3.06875005369e-07	-0.000420274	-0.000132206	1.7478426436000002e-08	1.76630235076e-07	-0.000314716	7.672899999999999e-05	9.904616065599999e-08	5.8873394409999985e-09	0.0	0.0	0.0	0.0
724.8496942458758	0.5385171922927157	0.2900007663948297	525407.0792483395	1059.9798151479981	-2.0234759142167604	1123557.2085211843	4.094454775415355	769.3932190123547	0.10520569680477364	0.011068238640177959	591965.9254621932	832.6194890967372	711.307545042955	1.187873	22.886023	0.29380005000000003	0.224113	0.0438344662	0.13635173539999998	0.0221191951	-0.043306835	0.1114371217	0.012075110600000001	-0.054883591600000003	-0.0299395389	0.0372830618	0.12739565449999998	0.1006056566	0.08139797	0.0491812462	-0.0215917456	-0.0110719293	0.0567723482	-0.0123754628	-0.12885539599999998	0.0184634582	0.037533516	-0.1648924292	-0.0888540715	0.0542952053	-0.0152514998	-0.0183246176	-0.0721165627	0.2580481789	0.0688036907	0.0910569337	-0.0394919612	-0.0357428915	0.007272361	0.0865166941	-0.11723652960000001	-0.0828752027	0.017440813	-0.1758175072	-0.0973872036	0.0124648229	-0.1322712651	0.08586668439999999	-0.0355516249	-0.0663538178	-0.0874177094	-0.039440991200000004	-0.0736470259	0.0190665309	0.139626546	0.0635055375	-0.0558729015	0.03093089	0.0118578582	-0.040260653199999996	-0.1372951834	0.044385905499999996	0.1404294418	0.0657972033	-0.0513764259	0.0404666533	-0.0730553105	-0.0526373248	0.047056038700000004	-0.19668523129999999	-0.0689917155	0.0823625316	0.08580022289999999	0.0002530525	0.0206760132	0.11422782220000001	0.0043615446	0.1479313216	0.0449552289	-0.11595358619999999	-0.004618085300000001	0.1070737061	0.1048071914	0.1010651385	0.09590023019999999	0.0	0.028785900000000007	-0.004642599999999997	2.155373475999997e-05	0.0008286280388100003	-0.0362014	-0.2214354	0.04903363637315999	0.00131054136196	0.056811699999999986	0.00813189999999999	0.0032275692568899997	6.612779760999984e-05	0.000390846	0.0009448089999999999	8.926640464809999e-07	1.5276059571599998e-07	-0.000323065	9.7209e-05	9.449589681000002e-09	1.04370994225e-07	-0.000164931	0.000149785	2.7202234761000002e-08	2.2435546225e-08	0.0	0.0	0.0	0.0
725.6545441893588	0.8048499434830774	0.6477834315247128	526574.5175026661	1065.0166652505693	5.0368501025711785	1134260.4972614432	25.3698589557713	769.9269439228071	0.5337249104524062	0.28486228003742897	592787.4989783134	831.6361820771936	722.1521978471112	1.372833	26.449518	0.41195818	0.271409	0.0773779045	-0.0531535208	-0.1364339279	0.070568091	-0.0246798062	-0.12228876949999999	0.0483109466	0.16190137	-0.0402882596	-0.0422017358	-0.08765746769999999	0.1289206783	0.012070954299999999	-0.0065139543	-0.036735860099999997	-0.015941386999999998	0.0607275778	0.046656623499999994	0.0787597382	0.11092690720000001	0.09344125	0.0009532642999999999	-0.1048522002	-0.0226789966	-0.1345331767	0.09021975609999999	0.067852432	0.0489241666	0.0634246506	-0.20990476719999998	-0.0094663427	-0.1010465676	0.0174551112	0.0042810434	0.1826766179	0.0159860881	0.0046260396	-0.0220982706	-0.0464810161	-0.0669559675	-0.1264378713	0.0368390643	-0.0455848032	0.0082953566	-0.0609056045	0.12671051519999998	-0.10889424439999999	-0.014213062	-0.182460316	-0.0318155553	-0.0260444464	0.0787052879	0.0133614045	0.0380434239	-0.1409273208	0.026134595	0.0848011324	-0.19075997620000001	0.0264623807	0.0664792679	-0.0339437332	0.0426347718	-0.0398680862	0.0452600391	0.04976521019999999	0.1545568595	0.14112948349999999	-0.081461984	-0.0250763234	-0.000595983	0.1567054759	0.0254817628	0.10873809470000001	0.1594198832	0.1068225743	0.103810905	0.0988541933	0.09204531	0.0	0.0285698	-0.00021610000000000382	4.669921000000164e-08	0.00081623347204	0.214204	0.2504054	0.06270286434916	0.045883353616	0.137199	0.08038730000000001	0.018823565601	0.00646211800129	-0.0007018889999999999	-0.0010927349999999998	1.1940697802249997e-06	4.926481683209998e-07	-6.32224e-05	0.0002598426	6.751817677475997e-08	3.99707186176e-09	-0.000431341	-0.00026641	1.8605505828099998e-07	7.097428809999998e-08	0.0	0.0	0.0	0.0
724.2730175147902	-1.3815266745685904	1.908615952544548	524571.4038999797	1052.7703768129925	-12.246288437576823	1108325.46629497	149.97158049632782	770.8791381677687	0.9521942449615608	0.9066738801379168	594254.6456622818	832.3150320035202	717.7052589121498	1.190566	22.937893	0.248297615	0.213191	0.0797024009	0.1163919653	0.0276785937	0.0236178294	0.0877265954	0.036330868100000004	-0.08670823529999999	0.1224723085	0.0242694238	-0.0117681604	0.0985329343	0.0103845359	-0.0962081114	0.0401261428	-0.0217155495	-0.0511328259	0.0735560007	-0.0512299671	0.09811888449999999	-0.000784981	0.1316639784	0.0167595865	-0.0130150096	0.0803682577	-0.1722693993	0.0027912005	-0.101460364	0.058079528899999996	0.0168326275	-0.041012017799999995	-0.0689028235	0.0407125125	-0.0031629984000000003	-0.1217323631	0.0481198397	-0.15517423619999998	0.0518428689	-0.0173148063	-0.17926651	0.086351828	0.0932121319	0.0052482219	0.0916637389	-0.0074193433999999985	0.08506587130000001	0.0415504591	0.058816599500000004	0.0862586786	0.0188180821	-0.0889308233	-0.0883482761	-0.0617483304	0.018107016599999998	0.00232027	-0.0815099505	0.052773903600000005	0.031480961099999996	-0.0389229377	0.0774445319	0.11136921699999999	0.054929930300000006	-0.0671669279	0.0125370502	0.12081986980000001	0.1629224398	0.0220890714	0.040923206600000005	-0.029259087200000002	-0.0153667104	-0.054395024699999996	0.039748883799999996	0.019225655	0.056414828499999986	-0.015016891899999999	0.10653580609999999	0.1026761034	0.096346511	0.0876992882	0.0	0.0314572	0.0028873999999999983	8.33707875999999e-06	0.0009895554318399998	0.00145312	-0.21275088	0.0452629369407744	2.1115577344e-06	0.123435	-0.013763999999999998	0.015236199224999997	0.000189447696	-0.00043426	0.0002676289999999999	7.162528164099996e-08	1.885817476e-07	-1.38697e-05	4.9352700000000006e-05	2.43568899729e-09	1.9236857809e-10	-0.000370416	6.0924999999999977e-05	1.3720801305599998e-07	3.711855624999997e-09	0.0	0.0	0.0	0.0
