global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	a_comp_cor_47	a_comp_cor_48	a_comp_cor_49	a_comp_cor_50	a_comp_cor_51	a_comp_cor_52	a_comp_cor_53	a_comp_cor_54	a_comp_cor_55	a_comp_cor_56	a_comp_cor_57	a_comp_cor_58	a_comp_cor_59	a_comp_cor_60	a_comp_cor_61	a_comp_cor_62	a_comp_cor_63	a_comp_cor_64	cosine00	cosine01	cosine02	non_steady_state_outlier00	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14
741.6507673232558	n/a	n/a	550045.860671174	1131.1295863821588	n/a	1279454.1411890737	n/a	772.5860291268176	n/a	n/a	596889.1724019438	838.3544665764665	730.3766361387833	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	n/a	n/a	0.0	0.0027285	n/a	n/a	7.44471225e-06	0.0	n/a	0.0	n/a	0.0	n/a	n/a	0.0	-0.0	n/a	n/a	0.0	0.0	n/a	0.0	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
733.6670304801485	-7.9837368431072955	63.74005397998883	538267.311613559	1100.624475840351	-30.50511054180788	1211374.2368188472	930.5617691679184	772.7525893271477	0.1665602003300819	0.02774230033399701	597146.5643118114	833.0454576593431	725.9446478701144	1.731054	31.058088	0.1854021841	0.12808699999999998	-0.0449313226	-0.0698567876	-0.0758967637	0.09737560349999999	-0.1164314324	0.09939891890000001	0.22478575399999998	-0.3668453588	-0.1304071013	0.037547649100000004	-0.0573622404	0.1223054859	-0.023190757200000002	0.0948392693	-0.1894646029	0.09728779789999999	-0.013543639	0.040546752	-0.081088694	0.048873969	-0.0543101157	0.0944135558	-0.0526026139	0.1045011192	-0.0193129752	0.06073861360000001	-0.12227312060000001	0.0505698991	-0.1554461465	0.0151476074	-0.040135789	0.0028496356	-0.1356073663	0.025481592799999998	-0.1093946537	0.03919787	-0.0459370495	-0.0007128411	-0.0675451559	0.128378569	-0.029919578199999998	0.143575921	-0.0112269917	-0.1188946174	0.0680664099	0.0367310972	-0.2535884779	0.2200615327	-0.073193206	0.0216195667	-0.09626569	-0.20965634789999998	0.005770356999999999	-0.0071377177	0.016092906100000002	-0.061080655899999996	0.0575108414	-0.0329531792	0.2310822348	0.0577948517	-0.1387361292	0.1248130722	-0.0167903316	0.16621686800000002	-0.0692497604	0.0347973144	-0.1047590774	0.0555188447	-0.0520327724	0.1128608806	0.1128439341	0.1128156919	0.0	-2.36341e-05	-2.36341e-05	5.5857068281e-10	5.5857068281e-10	0.12024000000000006	0.11751150000000005	0.013808952632250014	0.014457657600000012	0.0454644	0.0454644	0.0020670116673600003	0.0020670116673600003	-0.000303325	-0.000303325	9.2006055625e-08	9.2006055625e-08	-0.0	0.0	0.0	0.0	-0.000144728	-0.000144728	2.0946193984e-08	2.0946193984e-08	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
731.1144575629587	-2.552572917189764	6.5156284975706615	534528.3500575793	1072.899350196637	-27.72512564371391	1151113.015652366	768.6825919597226	772.0095880509323	-0.7430012762154092	0.5520508964577269	595998.8040425702	830.4414841191904	699.6607708582338	1.2848830000000002	23.053019	0.2274867841	0.147899	0.049055779400000006	-0.0076866853	-0.14083727099999999	-0.047254550199999995	-0.0536229466	-0.1378345792	0.0689559102	-0.1387219729	-0.0640653999	-0.0671146002	-0.0732548851	0.0144074461	0.171928241	-0.0024076756	0.011379608400000001	-0.027015132400000003	0.1247620368	-0.005365700300000001	0.0235588699	0.0045112287	-0.0417835635	0.1051591448	-0.0097300325	-0.05859325150000001	0.0064377348	0.1042871984	0.015288030400000001	0.10611511960000004	0.0002567955	0.058665505199999995	0.100888459	-0.0070530254	-0.2256375632	-0.09891465039999996	-0.0281414877	0.025512162799999998	-0.0204953807	0.06687806190000001	-0.1393228055	0.0819323684	0.0976581042	-0.0671835333	0.0224884528	-0.0734376239	0.16036413	0.066459715	-0.1221592667	-0.06675436480000001	-0.0359462916	-0.0087040691	0.044297210999999996	-0.0615621499	-0.0402254154	-0.055272708200000006	0.030433995099999996	0.027290076400000002	0.026196848300000002	-0.12138743800000001	0.19242866670000008	0.1847587505	-0.0185059384	-0.0162262733	-0.06812616190000001	0.0588606412	-0.0690942175	0.0050190701	-0.0752911806	-0.0153936749	0.0069227154	0.1128156919	0.1126632248	0.11240926539999999	0.0	0.0255923	0.0256159341	0.0006561760798155429	0.0006549658192900001	-0.0153851	-0.13562510000000005	0.018394167750010012	0.00023670130201	0.085722	0.0402576	0.0073482612840000015	0.0016206743577600006	-0.00067836	-0.000375035	1.40651251225e-07	4.601722896e-07	-0.0	0.0	0.0	0.0	0.0	0.000144728	0.0	2.0946193984e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
728.7056835139227	-2.4087740490359693	5.802192419309138	531011.9731854935	1072.1859422033203	-0.7134079933166504	1149582.6946584217	0.5089509649280899	770.7754613381084	-1.2341267128239224	1.5230687433055805	594094.8118009737	826.0098879953888	697.4331459862724	1.083683	19.443138	0.16757009	0.08236119999999998	0.0754861699	-0.046243509599999996	-0.0051897281	0.1058324467	-0.0488592859	-0.0387655759	-0.08595617050000001	-0.0870315641	-0.0177538193	0.0256400532	-0.0677233037	0.0347443328	0.0404910418	0.1262503108	-0.0569083672	0.0495443007	0.0095481836	-0.0743826143	-0.0004348888	-0.0693154295	-0.0653412214	-0.08013651769999999	-0.023078534900000003	-0.030045026699999998	-0.0136706478	0.1736715037	0.09078057980000001	0.013431346200000001	-0.0044464526	-0.0984120835	-0.009586235600000001	-0.08770832	-0.044415323	-0.2002857275	-0.1587931847	-0.0525302395	-0.0325525929	-0.042064407000000005	0.0474128174	0.0690121715	-0.0601971295	-0.0355277681	0.0188409394	-0.0455841954	-0.0098587461	0.042234650199999994	-0.0041785493	0.0058892124	-0.18323195	-0.0903355853	-0.0363575365	-0.0631082195	-0.037782043599999995	0.1169379592	-0.16004146660000002	-0.0576702043	-0.047714723099999995	-0.0751509748	0.07106535309999999	0.0493302293	0.0155157743	-0.0310517128	-0.0305739675	-0.0223835371	-0.0411607266	0.0359139394	-0.0741238323	-0.11341486070000001	0.059934828499999995	0.1127253327	0.1123020954	0.1115978766	0.0	0.00520796	-0.02038434	0.0004155213172356	2.71228473616e-05	0.0499775	0.06536259999999999	0.004272269478760001	0.00249775050625	0.122947	0.037225	0.015115964809000002	0.0013857006249999994	-0.000345212	0.0003331480000000001	1.1098758990400005e-07	1.1917132494399993e-07	-0.000136682	-0.000136682	1.8681969124e-08	1.8681969124e-08	-0.0004221330000000001	-0.0004221330000000001	1.7819626968900004e-07	1.7819626968900004e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
729.7412710173378	1.0355875034150586	1.0724414772294342	532522.3226259997	1068.2841847364243	-3.9017574668960155	1141231.0993579668	15.223711330478807	770.7174042225843	-0.05805711552409321	0.003370628662977905	594005.3171715983	828.8217584530541	697.0607268229691	1.091415	19.581869	0.14224399	0.0697367	0.08006374969999999	-0.0821321888	0.0425836888	0.1460305786	-0.0381423531	-0.0880632817	0.0159156458	-0.1548298568	0.0062358334	0.025105918199999997	-0.0844799833	0.1259904832	0.13969224789999998	0.1052113063	-0.0266437889	-0.0572386389	-0.0535705805	-0.0352702781	-0.1191831068	0.1708861432	0.1474500519	0.12359505050000001	0.0580384771	0.0159023856	0.0013237854	-0.1408958104	-0.0338700127	0.1083037121	-0.051896880199999995	-0.0685041403	-0.2458020923	0.005371511	-0.0167213843	-0.1130221382	-0.0301480202	-0.0660446271	0.0005678163	0.014620001499999999	0.0332059187	-0.22690797140000002	-0.0918562015	-0.013747027700000001	0.10236474	-0.028081078	0.0819057965	0.1398438554	-0.20050921600000002	0.041639254300000005	-0.0936762892	0.0319556031	-0.0741598421	0.0140849652	0.1548039817	-0.13612720279999999	0.0659389822	0.042823147199999995	0.175204115	0.0659140616	-0.0930235826	0.1462246187	0.11237151109999999	-0.042035148099999996	-0.1017348982	0.0641185679	0.11416985269999999	0.024646203	0.0435178008	0.0008020424	-0.1694896725	0.1125898391	0.1117611244	0.1103844485	0.0	0.0195237	0.014315739999999997	0.0002049404117475999	0.00038117486168999986	0.107003	0.0570255	0.0032519076502499997	0.011449642009	0.0903309	-0.032616100000000016	0.008159671494809999	0.0010638099792100006	-0.00097522	-0.000630008	3.9691008006400006e-07	9.510540484e-07	-0.000253073	-0.00011639099999999998	1.3546864880999994e-08	6.404594332899999e-08	-0.000402799	1.9334000000000032e-05	1.62247034401e-07	3.7380355600000114e-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
732.6739194363893	2.9326484190514748	8.600426749765115	536811.0722222807	1074.152426736622	5.868242000197598	1153803.4358641738	34.43626417288309	770.4703074748045	-0.2470967477797785	0.061056802763343486	593624.4947003197	827.0595659666725	697.4373860526479	1.464459	26.27492	0.258680485	0.192485	0.09454690619999999	0.1239582441	-0.0460588276	0.0680338339	0.11511395810000001	-0.07618656730000001	0.10794393890000001	-0.1722201909	0.0883218897	-0.1207502043	0.0333754106	0.1314840932	-0.0693087778	0.1630673135	-0.0210118496	-0.0417693211	0.019126121	0.0247373414	0.0311001398	0.061713783	0.047667527	-0.05626845230000002	0.1155507766	0.10349373220000001	0.0386364117	-0.0336506357	-0.0628147825	-0.023018422599999998	-0.023444699500000003	0.0107876033	-0.0605156518	-0.0756649995	0.0570095761	0.1480283237	0.1474059703	-0.049212171799999996	-0.0726407433	0.1051339089	0.060488725300000004	0.1333667866	-0.1929868414	-0.0140492469	0.0683523973	0.1260999037	0.094743501	-0.0106595416	-0.10533127099999999	0.1152890895	-0.0208625253	0.0063743589	-0.1401325039	-0.0413087213	-0.0853109934	0.1798974866	-0.0069462164	-0.0367154451	-0.0670571541	0.068011138	-0.23918144579999998	-0.079481824	0.025303463999999998	-0.1601981444	-0.045017785899999996	0.044713538600000005	0.0539835575	-0.0182286403	-0.0162069244	0.0947679138	-0.0194531192	0.11240926539999999	0.111041178	0.1087733526	0.0	-0.00100241	-0.02052611	0.0004213211917320999	1.0048258081e-06	-0.0827252	-0.1897282	0.035996789875240014	0.0068434587150400005	0.07876679999999997	-0.011564100000000022	0.006204208782239995	0.00013372840881000048	-0.000520902	0.00045431800000000005	2.06404845124e-07	2.713388936039999e-07	-1.6350499999999995e-05	0.0002367225	5.6037542006249986e-08	2.6733885024999986e-10	-0.000356598	4.6201e-05	1.2716213360400002e-07	2.134532401e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
732.2225914249278	-0.4513280114614418	0.2036969739297393	536149.9233930368	1067.4995896954988	-6.652837041123121	1139555.3740000585	44.26024069573984	771.0761311152537	0.6058236404492163	0.3670222833271413	594558.3999756679	826.0810311985757	708.8163697385	1.099283	19.723028	0.08611882199999997	0.06962130000000001	-0.0038858496999999996	0.055859438	-0.0738622058	-0.0048700993	0.07331456559999999	-0.052077103300000004	0.09624947449999999	-0.1125974057	0.020991938199999997	-0.044414147699999997	0.0025418404	0.20155499289999998	-0.0094670989	0.08970239999999999	0.0286032058	0.0927809515	0.0497161375	0.05326606019999999	0.0741197596	-0.0784417124	-0.0107765784	-0.039224022000000004	0.0407615356	0.1277338414	0.0770945668	0.0072236344	0.009694926500000001	0.0660431194	-0.1518748016	0.0073298973	0.029004239100000002	0.0913254908	0.0204141963	0.0299473872	-0.0908023621	0.030036703999999997	-0.0294137544	-0.0047573584999999995	0.0149566866	0.0077030827	0.0397027631	0.0736299703	0.034855328	0.0547909066	0.08451061050000001	0.0172190728	-0.1542907946	0.0558676804	0.0300422049	-0.18858402579999997	-0.012838226999999999	0.0233489419	0.0239005801	0.058028547199999995	0.0683147236	0.0209375908	0.0590985672	-0.0645139513	0.041528064100000005	0.0256701111	0.0117587522	-0.026570454500000004	0.077864607	-0.17245075850000002	0.0931453424	0.0352777386	-0.061945628600000004	-0.1002440154	-0.045161526699999996	0.11218368390000001	0.1101434092	0.1067703929	0.0	-0.000976163	2.624699999999997e-05	6.889050089999983e-10	9.528942025690003e-07	-0.0139465	0.0687787	0.00473050957369	0.00019450486225	0.07552400000000001	-0.0032427999999999624	0.005703874576000002	1.0515751839999756e-05	-0.000540928	-2.0026000000000028e-05	4.0104067600000113e-10	2.92603101184e-07	0.000198256	0.0002146065	4.605594984224999e-08	3.9305441535999986e-08	-0.000403387	-4.678899999999994e-05	1.6272107176899994e-07	2.1892105209999943e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
732.6137242047728	0.391132779844952	0.15298485146923968	536722.8688931869	1070.741444768577	3.241855073078113	1146487.2415450995	10.5096243148423	772.6046144839214	1.5284833686677075	2.336261408293783	596917.8903218488	826.1593308186515	701.5231022339948	1.161133	20.832729	0.269663213	0.200909	-0.0042261513	0.008242946800000001	0.035114272	-0.0335646589	0.0123550625	0.0287267548	-0.057937645499999996	-0.1013286488	-0.1000417888	0.0740368914	0.0761418056	0.0658595117	0.1077631801	0.0783117363	-0.0009855062	0.0278573936	0.055369017400000005	0.0348334419	0.10299885310000001	0.001102794	0.0231093619	-0.1115578448	0.0830684966	0.0735837995	0.014248586399999999	-0.013424715	-0.0367877563	-0.031618961099999995	0.1361141018	-0.016548559299999998	-0.0050025354	-0.0156954175	-0.0481414857	0.14632266830000001	-0.0685393968	-0.048921986900000006	0.0524956593	-0.0623475683	0.07158342690000001	0.0704505	-0.11789438990000001	0.0493600921	-0.1924865805	-0.021269648399999997	-0.0685966005	-0.033230661099999996	-0.1733111498	-0.047363153	-0.14932787109999998	-0.0493520396	0.1095110926	0.0699744888	-0.012649921699999999	0.156211825	0.0132360761	-0.053435865	-0.0378566188	-0.04101433	0.0808162793	-0.1228211391	-0.0066653062	-0.0661979342	0.020551642	-0.08637942800000001	0.1721883806	0.023184575699999998	0.0471023067	-0.0131328839	-0.0657634029	0.11191318480000001	0.10906925560000001	0.1043827854	0.0	0.0151048	0.016080963	0.000258597371007369	0.00022815498304	0.183998	0.1979445	0.03918202508025	0.033855264004000005	0.0940799	0.018555899999999983	0.008851027584010001	0.0003443214248099995	-0.00108398	-0.0005430519999999999	2.9490547470400003e-07	1.1750126404e-06	0.000127314	-7.094199999999997e-05	5.032767363999996e-09	1.6208854596000002e-08	-0.00053103	-0.0001276430000000001	2.8199286090000003e-07	1.6292735449000026e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
734.4823876716638	1.8686634668910076	3.4919031524931192	539464.3777998682	1064.2486632707821	-6.492781497794795	1132625.2172736465	42.156211578106415	772.5416012731696	-0.06301321075181933	0.0039706647292531965	596820.5256977129	826.9852053827832	706.8390854521181	1.139361	20.442104	0.236523255	0.187412	6.2706e-06	0.0599359521	-0.0441387586	0.072753909	0.0543861929	-0.07212390639999999	0.0521455233	-0.039389992799999995	-0.0526094102	-0.0817763383	0.0315591323	0.0783165988	0.19394461559999998	0.1088131271	-0.0400048523	-0.1374096472	0.1286371138	-0.1802185439	0.0478256003	0.1183887545	0.0173611822	-0.051059383	0.0182325336	0.003117707	-0.0634826779	0.11126840800000001	-0.104398127	-0.0566046333	-0.0294696085	0.07140277219999999	0.0459296212	0.1439632526	0.1394534393	-0.0396784158	-0.0694160734	0.10091193960000001	0.09744108439999999	-0.038075492999999995	0.0658087311	-0.1664107775	-0.1173432675	0.0332749066	-0.096813682	0.0332926464	0.0824453884	-0.053681827	-0.18363844170000002	-0.0278182145	-0.1612646988	0.015688041899999998	0.036118432799999996	0.0936166699	0.030480744900000002	-0.0635000438	0.049054056	0.043417613099999995	0.037428986000000004	-0.0494410577	-0.0031828958	-0.096162154	-0.0805599317	-0.1308079199	-0.0716077999	-0.025427198199999997	0.0679343615	0.09232633550000001	0.041260405	-0.1140164882	0.13321246609999998	0.1115978766	0.1078204375	0.1016191316	0.0	0.00911716	-0.005987640000000001	3.585183276960001e-05	8.312260646559997e-05	-0.0007523099999999997	-0.18475031	0.0341326770450961	5.659703360999996e-07	0.0632977	-0.0307822	0.00400659882529	0.0009475438368399998	-0.00126721	-0.00018322999999999994	3.3573232899999976e-08	1.6058211840999996e-06	6.84029e-05	-5.891110000000001e-05	3.4705177032100016e-09	4.678956728409999e-09	-0.000473109	5.7921e-05	2.2383212588100005e-07	3.354842241000001e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
733.3426069955258	-1.1397806761380025	1.299099989697602	537791.3792349942	1072.8761336865095	8.62747041572743	1151063.1982341132	74.43324577425203	771.6179975268126	-0.9236037463570028	0.8530438802846908	595394.3341072882	827.2459635645413	715.0102822555685	1.040722	18.672338	0.09390490499999997	0.0453993	-0.039870454799999996	0.0379220975	-0.0796258511	0.13802327820000002	-0.021713236	0.0165190847	0.1662361307	0.0051746102000000006	-0.0757634718	-0.077203826	-0.1443098394	-0.0490306663	0.0703340232	0.1710546311	-0.1227027201	0.05460565269999999	0.1068337272	-0.0383269341	-0.0048433938	0.010499405900000001	0.0903743385	0.0736209646	0.0921231613	-0.0090317498	0.025087292599999998	-0.1791333386	0.128237826	-0.0638970323	0.037709261800000005	0.0676452264	0.0195525004	0.008733204100000001	0.0718891779	-0.066038116	-0.0189474785	0.0299035767	-0.0054649065	0.1522704134	0.0381423315	-0.013551352	-0.021073715899999998	0.0667710307	0.044809348	-0.0417295185	0.0937545466	-0.0890200394	0.0042757715	0.1413519325	-0.1069388676	-0.0197936974	0.0869079243	-0.1027014459	0.08951856849999999	0.0675367769	0.02276029	-0.011861157800000001	-0.0131730363	0.0104415527	-0.0052310476	-0.02115306	0.0452835461	-0.1540992717	-0.09761935349999999	-0.0608966335	0.0086290587	0.0469117724	0.18438085140000002	-0.0741401352	0.0553457818	0.11123788539999999	0.1063989547	0.09848938759999999	0.0	0.00756358	-0.0015535799999999989	2.413610816399996e-06	5.7207742416400014e-05	-0.0366477	-0.03589539	0.0012884790232521	0.00134305391529	0.08712400000000001	0.02382630000000001	0.007590591376000002	0.0005676925716900004	-0.000899446	0.00036776399999999986	1.3525035969599993e-07	8.090031069160002e-07	-3.82438e-05	-0.0001066467	1.137351862089e-08	1.46258823844e-09	-0.000651291	-0.00017818199999999998	4.241799666810001e-07	3.1748825123999994e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
