global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	a_comp_cor_47	a_comp_cor_48	a_comp_cor_49	a_comp_cor_50	a_comp_cor_51	a_comp_cor_52	a_comp_cor_53	a_comp_cor_54	a_comp_cor_55	a_comp_cor_56	a_comp_cor_57	a_comp_cor_58	a_comp_cor_59	a_comp_cor_60	a_comp_cor_61	a_comp_cor_62	a_comp_cor_63	a_comp_cor_64	a_comp_cor_65	a_comp_cor_66	a_comp_cor_67	a_comp_cor_68	a_comp_cor_69	a_comp_cor_70	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12
732.0668188532358	n/a	n/a	535921.8272658964	1132.2542539916933	n/a	1281999.6956822858	n/a	768.8406333599316	n/a	n/a	591115.9195053008	843.3905592751123	692.0303429980219	n/a	n/a	n/a	n/a	-0.0960822984	-0.0239026671	-0.10273604630000001	0.18399088579999998	-0.5037370146	-0.3657580945	-0.0760130509	-0.010481203	0.038505250299999995	-0.0832176768	0.0363879794	-0.1011026662	0.1167244367	-0.1367303819	0.11593839289999999	-0.059564785999999995	0.0526303951	-0.0621916892	0.0566632879	-0.0988587471	0.15256797060000002	0.016544365	-0.1060411088	0.0846148424	-0.031205968599999998	0.0244750414	-0.0358060946	0.0634194486	-0.0277224059	0.036545770400000004	-0.0360991653	0.0205410858	-0.0478986567	0.10530801869999999	-0.0032842419	0.013377138600000001	-0.0766841523	0.0594812046	-0.0231692098	0.0718236679	0.0271407691	-0.0254396242	-0.0156489923	0.1210757911	0.0100775798	-0.018344357	-0.000425774	0.0297866961	0.4748020043	-0.2907234239	0.2239330061	-0.044823413799999996	0.1693720246	-0.12455192820000001	0.0375430523	-0.25103528	0.1001682632	-0.34800417710000003	0.06866661610000001	-0.01490595	0.0231072085	-0.1303097657	0.0836706867	-0.1413593897	0.2196173259	0.0446376604	-0.0957101533	0.075972851	-0.131507821	0.0042170873	-0.0219180391	0.10692669199999999	-0.0292244653	0.0971697915	0.107516234	0.10750293820000001	0.1074807797	0.10744976029999999	-0.0515938	n/a	n/a	0.00266192019844	-0.106579	n/a	n/a	0.011359083240999998	-0.107298	n/a	0.011512860804000002	n/a	-0.0006707999999999999	n/a	n/a	4.499726399999999e-07	-0.000115649	n/a	n/a	1.3374691200999998e-08	0.00014489599999999996	n/a	2.0994850815999988e-08	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
729.303396767653	-2.7634220855827607	7.636501623086575	531883.4445368367	1102.4796409239727	-29.77461306772057	1215461.3586518518	886.5275833324762	768.5214253393112	-0.3192080206204082	0.10189376042839897	590625.1812055665	838.7766361674131	685.2069835131442	1.286878	26.146812	0.26865285	0.164431	-0.08411281529999999	0.1270940398	-0.0436353349	-0.0998460763	-0.28694679219999997	-0.3005166675	0.1557821644	-0.13109109630000002	-0.021032704	-0.0608207192	-0.049347401799999996	-0.0801795697	0.103597655	-0.041922578599999996	0.21810490329999999	-0.0174273204	0.0180064348	-0.1140516286	-0.1069136864	-0.0141114228	0.0870894016	-0.07155966009999999	0.0505084992	0.11949693619999999	0.0543555554	0.1640845101	0.030471175099999998	-0.1138373895	0.0926444493	0.0067780889000000006	0.0309652802	-0.047989351	0.0930102427	0.0376116596	-0.0247954923	-0.0412039614	-0.0895834457	-0.02662836	0.022974388999999998	-0.0173115314	0.0755988497	0.06398937730000001	-0.12034832699999999	0.16482740029999998	-0.048550334900000006	-0.042834023	-0.1993533609	0.0533201793	0.2892878419	-0.3055674339	0.0807333302	0.0207012416	-0.0067700673999999995	0.1166489476	-0.0618720083	-0.0738830607	0.0193711175	-0.0174480644	0.0334774307	-0.0405488142	0.026168531600000003	0.0350507902	-0.14112798640000002	0.06374125929999999	-0.0625672854	-0.09214679490000001	0.053345259400000004	-0.0687881209	0.0133273405	-0.0654071578	-0.0577769141	-0.0773476658	0.10042065550000001	-0.0803889454	0.1074807797	0.10736115	0.1071618658	0.1068830749	-0.0603377	-0.008743899999999992	7.645578720999986e-05	0.00364063804129	-0.249421	-0.14284200000000002	0.02040383696400001	0.062210835241	-0.17145	-0.06415199999999999	0.0293951025	0.004115479104	5.123e-05	0.0007220299999999999	5.213273208999999e-07	2.6245129e-09	-0.000403363	-0.000287714	8.2779345796e-08	1.62701709769e-07	0.000193451	4.855500000000001e-05	3.742328940099999e-08	2.357588025000001e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
726.8255277493305	-2.4778690183225085	6.13983487196255	528275.3477880928	1085.621843856786	-16.857797067186766	1178574.7878590077	284.18532195845074	768.8243290396446	0.3029037003333315	0.09175065167562467	591090.8489232596	832.827695842294	692.3905952282828	1.399512	28.435297	0.423578146	0.271485	-0.0414845201	-0.0342833592	-0.06995963849999999	-0.0172134896	-0.1742756436	0.0718314917	0.0017787907999999996	0.05696390110000001	-0.005470475600000001	-0.091312508	0.025459090400000002	-0.10845458390000001	-0.0956437323	0.0463056225	0.0489168887	-0.10238310279999999	-0.0279308717	0.08316786429999999	-0.0473395262	0.1214628767	0.15044851550000002	0.021046023799999997	-0.029417037799999997	-0.043992706900000005	0.0002761199	0.0570672151	-0.1075084488	-0.1160363447	0.0080893872	0.0686565184	-0.1482063538	0.1658012095	0.0081561862	-0.12762782220000002	0.0275307206	-0.0179684926	0.06795942320000001	-0.046778686900000005	-0.08461875640000001	0.091562256	0.14085658980000001	-0.0059606999	0.0028517181	-0.062934476	-0.0687061209	0.013757021599999999	0.0031123909000000003	-0.1490892664	0.043782211200000004	-0.059179964400000014	0.011163214199999999	0.091788699	-0.1540867931	0.0656201741	0.0360565027	-0.022735442	-0.0702386021	-0.0973812067	0.043171584299999996	0.1008475884	0.0347322411	0.0143148972	-0.0431012962	0.0757609899	-0.0261230533	0.0725178301	0.1275068284	-0.1679851214	-0.0031643286	0.1071128759	0.1739940106	0.1039319861	-0.0921824216	0.038861383799999996	0.1074098827	0.1070777606	0.1065249843	0.10575269279999999	-0.07753070000000001	-0.017193000000000014	0.0002955992490000005	0.006011009442490002	0.000648656	0.25006965600000003	0.06253483285195835	4.20754606336e-07	-0.0670769	0.1043731	0.00449931051361	0.010893744003610002	0.000548854	0.000497624	2.4762964537600003e-07	3.01240713316e-07	-5.55902e-05	0.0003477728	1.2094592041983998e-07	3.090270336040001e-09	0.0	-0.000193451	0.0	3.742328940099999e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
727.6409589717786	0.8154312224480691	0.6649280785431524	529461.3651733695	1078.3428291959422	-7.279014660843813	1162823.257278309	52.98405443277918	771.1794753673628	2.3551463277182165	5.546714224964602	594717.7832278811	833.5644702014937	685.8518311550914	1.110485	22.562859	0.24184308399999999	0.13631400000000002	-0.056277340499999995	-0.0624591521	-0.14713970869999998	-0.0124645308	-0.0835575696	0.12545789289999998	-0.0783543645	0.1028909916	-0.1424452933	-0.0729303858	0.0594054125	-0.04294336	0.0856131351	0.008212770500000001	0.0615841753	-0.1593601983	0.0612146686	0.08173778400000001	-0.11767378369999999	0.12933069630000002	0.1090152831	-0.039846855699999996	0.0492815764	0.0931973701	-0.0553446255	-0.1587646413	-0.0718892475	-0.10211027539999999	-0.0544346246	0.0650376481	-0.0480063606	0.06872607730000001	-0.1382420043	0.0201964362	0.0015219951999999998	0.1055530634	-0.0184198498	0.042380409400000006	-0.0459149587	-0.10729348529999999	0.10049721310000001	-0.1053411727	-0.0121244627	0.070527648	0.038893725899999995	-0.0359708386	0.0328314021	-0.1495213223	-0.0132752782	-0.050404461500000004	0.0825698963	-0.11035173390000001	-0.12010519310000001	-0.0113626822	0.0952204575	0.07095944309999999	-0.086356802	-0.0399024878	0.0320352381	0.2732427634	0.12479434880000001	0.0077094508	0.0417365807	0.022965867799999998	-0.0234032959	0.1098935531	0.08980621009999999	-0.081897495	0.05592525809999999	0.0674089592	0.0485313863	-0.1134504709	0.0586982803	0.054383944000000004	0.10730356630000001	0.1066531437	0.1055720249	0.1040645756	-0.0551977	0.022333000000000013	0.0004987628890000006	0.00304678608529	0.0965154	0.095866744	0.009190432605161536	0.00931522243716	-0.0464535	0.020623399999999997	0.00215792766225	0.0004253246275599997	-0.00110423	-0.001653084	2.732686711056e-06	1.2193238929000002e-06	-0.000462905	-0.00040731480000000004	1.6590534629904002e-07	2.14281039025e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
731.3287744176123	3.687815445833735	13.59998276252987	534841.7762911669	1081.7527962017273	3.40996700578512	1170189.1120902556	11.627874980543135	770.2343979894722	-0.945077377890584	0.8931712502005419	593261.0278462047	835.6440124782395	707.4454679103368	1.7614299999999998	35.78875	0.57508485	0.363322	0.0329592145	0.1339693942	8.65535e-05	-0.0963042392	-0.0446767937	-0.0622879428	0.21876031140000002	-0.0828217096	-0.1757347827	0.0833687071	0.1037179935	-0.18067040780000002	0.013531886399999998	0.0469938686	-0.08997080210000001	-0.0104713872	-0.0380095361	0.050617900199999996	-0.0090635383	-0.013989783300000001	0.0020375529	0.1663223704	0.1929865084	0.11918437009999999	0.0779314894	-0.053985998099999995	-0.1160499268	0.1374105707	-0.1032744614	-0.025092262799999997	0.055640466900000005	0.1396939459	0.0819677271	0.0639558001	0.0978729951	0.0540221195	-0.0345744665	-0.0173337671	0.0349666194	0.0169773686	-0.0673687689	0.013293580400000001	-0.0192774514	0.049755769299999995	0.022607966	-0.031627093700000004	-0.1278411656	0.038772659300000005	-0.0884679609	-0.1482892564	0.1459814983	0.0427516134	-0.20752318649999998	-0.1331334721	0.0170534631	0.10481925199999999	0.048195885	0.12227983210000001	-0.051506768499999994	-0.1277938453	0.1552386822	-0.1508912158	0.0266424938	0.0721767541	-0.0687143719	-0.054686100700000004	-0.0258512854	0.1015535194	-0.0630187666	0.09468676640000001	0.0118770774	0.0153021502	0.09864110179999999	-0.0429932665	0.1071618658	0.10608785949999999	0.1043058152	0.10182762640000001	-0.0230081	0.0321896	0.0010361703481599998	0.00052937266561	-0.225188	-0.32170340000000003	0.10349307757155997	0.050709635344000005	-0.163166	-0.1167125	0.026623143555999998	0.013621807656249998	0.000801163	0.0019053929999999998	3.630522484449e-06	6.418621525690001e-07	-0.000647099	-0.00018419400000000005	3.392742963600002e-08	4.1873711580100006e-07	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
728.9943327657553	-2.3344416518569915	5.449617825924798	531432.7372045888	1081.2279247692652	-0.5248714324620778	1169053.8253008518	0.2754900206147935	770.6287587364163	0.3943607469441304	0.15552039873033244	593868.6837916297	833.6521479527041	720.6471656444562	1.6896330000000002	34.329983	0.483339225	0.28897	0.0529973327	-0.0828532328	0.0306059797	0.0466287617	-0.0413235296	0.1283836499	-0.019967575	0.0840453884	-0.0875853134	0.0836896151	0.11635481710000001	0.045644297199999996	-0.0047181961	0.1532548282	-0.0014684217000000002	-0.012710533100000001	0.1383423393	0.0324946495	0.0465989572	-0.1932517923	-0.060581012999999996	-0.08981285619999999	0.1289981319	-0.0321979754	-0.0311844717	-0.11833436539999999	-0.0568405762	-0.0652144586	-0.0291111001	-0.0606265838	-0.0145169302	-0.0213906619	-0.0467450589	0.011580101	0.0693785406	-8.41571e-05	0.12703870890000002	0.0515857412	0.1175417056	0.013581391799999998	0.015541630800000001	0.0066272987	-0.0308724944	-0.035095960499999995	-0.0349762694	-0.1323235064	0.0796848063	-0.0795282428	-0.13740936210000002	0.056485130599999996	0.1530733993	0.009042105200000001	-0.0069010396	0.0308146883	0.13185061480000002	-0.0356795588	0.0318624429	-0.016186124	0.0257149803	0.0641189056	-0.055547323499999995	0.013888380300000001	-0.0645333792	-0.13787070640000001	-0.0452613903	-0.007254549	-0.2586479139	-0.1376222854	-0.0057831304	-0.0304114841	-0.007629094300000002	-0.0264671361	-0.0121507245	0.081619611	0.1069848277	0.1053826534	0.1027301122	0.09905364259999999	0.00117637	0.02418447	0.0005848885891809	1.3838463769e-06	0.0109973	0.23618530000000001	0.055783495936089986	0.00012094060729	-0.00889078	0.15427522000000002	7.904596900839998e-05	0.02380084350604841	0.000466326	-0.00033483700000000005	1.1211581656900002e-07	2.1745993827600002e-07	-7.35063e-05	0.0005735927000000001	3.2900858549329013e-07	5.403176139690001e-09	0.000465455	0.000465455	2.16648357025e-07	2.16648357025e-07	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
726.095272748356	-2.899060017399279	8.404548984483107	527214.3451075095	1067.6371977733713	-13.590726995893874	1139849.1860693768	184.7078602769185	768.4779896110465	-2.150769125369834	4.6258078306441215	590558.4205166356	832.3074505359709	705.265986836489	1.2324560000000002	25.041056	0.206642275	0.112779	0.0343737555	0.0368471458	0.054423096799999994	-0.013574188400000001	0.1363527719	0.0398834915	-0.028438722200000002	-0.016681097199999998	0.0093617787	0.0416803223	0.0703303446	0.1150190649	0.0914726169	0.08931444449999999	-0.22240906579999997	0.043385985499999995	0.0748670899	-0.0669919681	0.0544463233	-0.0683102031	0.0204492896	-0.0152780558	0.0725421041	0.0345419066	-0.0139319341	0.0611832157	0.065645765	0.053961296900000004	0.0094120711	0.023580972000000002	0.0232294919	-0.0624820751	0.015025226200000004	-0.045349046100000005	0.0528336522	-0.0435380578	0.0544506946	-0.0751634538	0.003938805	0.0079828569	0.0205224015	-0.08445706289999999	0.07993551230000001	-0.0097627789	-0.1155630292	-0.049802258099999996	0.0103454221	0.0491617439	-0.1277041308	0.1257954568	-0.029946391699999998	-0.1115312361	-0.1007417956	-0.0831941628	0.1349984085	-0.10647572529999999	0.009490184799999999	-0.042798680199999994	0.0828400932	-0.1024593187	-0.0302912517	0.043982412699999994	-0.0049671136	-0.0502630815	-0.0972916192	-0.12577920310000001	-0.0475980325	0.006359189300000001	-0.14610516699999998	-0.09240441210000001	-0.0065375487	-0.051553996500000004	0.0422412984	0.050301567400000004	0.10677251060000001	0.10453845560000001	0.1008495915	0.0957572542	0.0011399	-3.6469999999999825e-05	1.3300608999999867e-09	1.2993720100000003e-06	-0.0668069	-0.07780419999999999	0.00605349353764	0.0044631618876100005	-0.08607929999999997	-0.07718851999999997	0.007409645888489994	0.005958067619790395	0.000223825	-0.000242501	5.8806735000999985e-08	5.0097630625e-08	-0.0007560019999999998	-0.0006824956999999997	4.658003805184896e-07	5.715390240039996e-07	0.00035819	-0.000107265	1.2830007609999998e-07	1.1505780225e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
725.0016821252542	-1.093590623101818	1.1959404509362226	525627.4390844482	1071.2907684898803	3.653570716508966	1147663.9106516384	13.34857898053184	767.2037050786095	-1.2742845324370364	1.6238010696082763	588601.525086346	831.7394583006039	718.0997319007979	1.085786	22.061014	0.12731009	0.06595369999999999	0.044962927199999995	-0.033791419700000005	0.0485434975	0.0400194669	0.1063109817	0.0766111122	0.032418614	0.0095447921	0.1001842218	0.0419822263	-0.09097730230000001	0.0894947045	-0.078111078	0.14477475539999998	-0.1278888135	0.0774071459	0.0197657938	0.0389636958	-0.0286438261	-0.0563690057	-0.10337299470000001	0.0082975497	-0.0582126815	0.0704997474	0.1364302913	-0.093188316	0.005697722099999999	0.1717197666	0.031861660099999994	-0.08682140039999997	-0.10067976630000001	0.026361576600000002	0.06654880980000001	0.031837054100000005	0.0175663248	0.0399770935	-0.048666067300000004	0.0143279649	-0.058366588399999995	-0.0224480657	0.1262184361	0.0472884724	0.1219653742	-0.019995991	0.0812521444	-0.0222455344	0.048046444400000006	0.042571218099999995	-0.0583129631	0.128168125	-0.10013100720000001	0.0060055028000000005	-0.0361492579	-0.0564259622	-0.08106768610000001	-0.08651891390000001	-0.0216525573	0.1089668719	0.054043985999999995	-0.11145154939999999	-0.00016129799999999999	-0.130348503	-0.0337985376	-0.0034325261	-0.006862213000000001	-0.2309492675	-0.038175778	0.0359856203	0.10261802269999999	0.0095402317	-0.0181636724	-0.010459586600000001	-0.0538689567	0.09021370449999999	0.1065249843	0.10355637949999999	0.0986698327	0.0919558462	0.00112796	-1.1940000000000214e-05	1.4256360000000513e-10	1.2722937615999998e-06	-0.0128624	0.053944500000000006	0.0029100090802500005	0.00016544133375999995	-0.052923800000000014	0.03315549999999996	0.0028009286064400014	0.0010992871802499974	0.000670569	0.000446744	1.99580201536e-07	4.4966278376099997e-07	-0.000599919	0.0001560829999999998	2.4361902888999934e-08	3.5990280656100003e-07	0.000157054	-0.000201136	2.4665958915999998e-08	4.0455690495999984e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
724.4907057489653	-0.5109763762889088	0.2610968571253445	524886.7827166339	1065.5462793936688	-5.74448909621151	1135388.8735296906	32.999154976492925	766.8226552806502	-0.3810497979592356	0.14519894852477422	588016.9846516671	831.3025411964752	709.5174636821382	1.032917	20.986813	0.12610662	0.060395	0.033652409	-0.028974083799999998	-0.0255566797	0.0204551397	0.13529058119999998	0.059820158	-0.11587594720000001	0.0033797371000000003	0.1156830924	-0.1091920725	-0.1519157297	0.1782131111	-0.0875972484	0.0050626729	-0.07123538110000001	-0.0153717556	0.045170481799999995	-0.018733586	0.08827287140000001	0.0767913967	-0.0037866571	-0.0258891487	-0.026686228700000002	-0.023786491200000003	-0.0358798967	0.0842045731	-0.06631324059999999	0.1149844881	0.025119046699999998	0.0398837012	0.018453286699999998	0.0540400608	-0.10365902460000001	-0.0739107801	-0.0081960498	0.1443004245	0.0614429462	0.0186664572	-0.024631909599999998	-0.0451521499	-0.1058981453	-0.04748243940000002	0.0906235834	0.0356005427	0.0389066568	0.09508770189999999	0.0396684158	0.019282403700000002	-0.013338973300000001	0.1274060154	-0.22387278170000002	-0.11361857199999999	0.0219656233	-0.0846297906	-0.0747652685	-0.1413281304	-0.0636104349	0.047654399699999996	0.0658359085	0.0557962484	0.0580433079	-0.0064452623	0.034808704100000004	-0.0224913294	0.017533041399999998	0.0029677927	0.005003339	-0.0122035305	-0.1136608446	-0.07965708690000001	0.065475854	0.041272535	0.0567085517	0.0016246391	0.10624233050000001	0.10243772039999999	0.09619730359999999	0.08766946710000001	-0.00407811	-0.00520607	2.7103164844900006e-05	1.6630981172100007e-05	0.0280477	0.040910100000000005	0.0016736362820100007	0.0007866734752900001	-0.07492689999999999	-0.022003099999999984	0.005614040343609999	0.0004841364096099993	-0.000203944	-0.0008745129999999999	7.647729871689998e-07	4.1593155136000014e-08	-0.0008434260000000001	-0.0002435070000000001	5.929565904900006e-08	7.113674174760002e-07	0.000115327	-4.1726999999999995e-05	1.3300316929000001e-08	1.7411425290000002e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
726.8278753733989	2.337169624433613	5.4623618533751594	528278.760419809	1073.350973727554	7.80469433388521	1152082.3128018882	60.91325364537989	767.4532376055031	0.6305823248528668	0.3976340684168465	588984.4719111688	830.4160834850603	705.1547154849976	1.076724	21.87689	0.18740526	0.11594000000000003	0.056760925999999996	0.08381314320000001	-0.11248609080000001	-0.1085210469	-0.054646544400000004	0.1163620586	-0.0274906614	-0.05923856070000001	0.0515596199	-0.1614222365	-0.045169044000000005	0.0998508074	-0.1677235886	-0.119524844	0.0740078975	-0.0815002192	0.0406220763	-0.0498362929	0.0087981902	-0.20580336100000002	-0.0251253969	-0.02845539	0.025875613399999997	-0.0136111684	0.0906123702	0.1030320873	0.12141444800000001	-0.0747605277	-0.0818465899	-0.1100484914	0.09936236039999999	0.0341648267	0.009274966400000001	0.0688531005	0.006134778299999999	0.0030696638	0.0617833703	0.0079913725	-0.0118395474	0.051391392800000005	0.0371449653	0.1156233223	0.08879532789999997	-0.031862346	0.0168922697	0.015051130900000001	-0.08708449800000001	-0.1363235903	0.0069342998999999995	0.0526131075	-0.0727287228	0.0256111677	0.050727472	0.005646978	-0.2229661055	-0.1637149439	-0.07084161230000001	0.0519867889	-0.0097394697	0.0252411475	-0.1728001312	0.080733371	0.0066254325	-0.1000363753	-0.10630567460000001	-0.0882622106	-0.1725015157	0.0175701572	0.060317221500000004	0.0129656974	0.0183285898	-0.0627744986	0.0328011358	-0.1489985928	0.1059246424	0.1011839538	0.0934393406	0.0829207229	0.0010995999999999998	0.00517771	2.68086808441e-05	1.2091201599999996e-06	-0.0840405	-0.11208820000000001	0.01256376457924	0.007062805640250002	-0.050946	0.023980899999999996	0.002595494916	0.0005750835648099997	0.00032420400000000003	0.000528148	2.78940309904e-07	1.05108233616e-07	-0.00114408	-0.00030065399999999986	9.039282771599996e-08	1.3089190464e-06	0.000209694	9.4367e-05	4.3971573636000013e-08	8.905130689000003e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
