global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	a_comp_cor_47	a_comp_cor_48	a_comp_cor_49	a_comp_cor_50	a_comp_cor_51	a_comp_cor_52	a_comp_cor_53	a_comp_cor_54	a_comp_cor_55	a_comp_cor_56	a_comp_cor_57	a_comp_cor_58	a_comp_cor_59	a_comp_cor_60	a_comp_cor_61	a_comp_cor_62	cosine00	cosine01	cosine02	cosine03	non_steady_state_outlier00	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18
723.4158544229714	n/a	n/a	523330.49843051773	1094.5546552001258	n/a	1198049.8932202663	n/a	760.100447648869	n/a	n/a	577752.6905160111	828.1673216449208	696.4805755686316	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	n/a	n/a	0.0	0.0	n/a	n/a	0.0	0.0	n/a	0.0	n/a	0.0	n/a	n/a	0.0	-0.0	n/a	n/a	0.0	0.0	n/a	0.0	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
718.1067457747839	-5.3091086481874745	28.186634638259047	515677.29832725006	1056.177595272074	-38.37705992805172	1115511.1127547012	1472.7987287212732	758.9309081702098	-1.1695394786592033	1.367822592142441	575976.1233760596	821.8023263674496	676.3915085900037	1.2394969999999998	27.035362	0.15875888965999999	0.0989615	-0.0047591318	-0.0052058928	0.0293308829	-0.008658400699999999	-0.0880477476	0.0284293029	0.2042039916	-0.0323482567	-0.005981828000000001	-0.0153286448	0.0789020126	0.0055370897	-0.0401991361	0.0443440042	-0.0964627003	0.10073585	-0.1374829682	0.1333140302	-0.0507599142	0.0585410555	-0.0659227487	0.1063851817	-0.0304134217	0.0228443053	-0.0588797014	0.0853001276	-0.0753016588	0.024348266099999998	-0.058078472	0.1040315795	-0.05743891070000001	0.0085978712	-0.05204251309999999	0.0450813061	-0.017615558400000002	0.0257550583	-0.0323100985	0.07965327400000001	-0.011417305400000001	-0.012854097	0.0815785903	-0.1159823641	-0.034241179100000005	-0.0182703474	-0.0178613671	0.10005957359999999	-0.0791186749	0.022354922599999997	-0.0196162829	0.029899887599999998	-0.1344218699	0.1062412128	-0.13634531689999999	0.0036400607	-0.0006362468	0.10811216900000001	-0.0778579656	0.0536037572	-0.0561445204	0.011702191499999999	-0.0384503836	0.1489991038	-0.1493300924	-0.046176624299999997	0.0186164428	-0.0621707508	0.1078282764	0.10781478650000001	0.10779230449999999	0.1077608324	0.0	-4.77466e-06	-4.77466e-06	2.27973781156e-11	2.27973781156e-11	-0.0898883	-0.0898883	0.008079906476890001	0.008079906476890001	0.0424469	0.0424469	0.0018017393196100005	0.0018017393196100005	0.000444695	0.000444695	1.97753643025e-07	1.97753643025e-07	8.36833e-05	8.36833e-05	7.002894698890001e-09	7.002894698890001e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
717.2608226056246	-0.8459231691592777	0.7155860081204759	514463.0876448973	1058.1062383347846	1.9286430627105349	1119588.811602988	3.719664063341472	760.6993841258007	1.7684759555909295	3.127507205503252	578663.5530093726	824.7433335422241	672.889314720781	1.281352	27.948288	0.45403458966	0.341565	-0.0097646538	0.0717711788	-0.0257510932	0.1159423346	-0.0350759436	0.071055663	-0.0254179579	0.1352810971	0.0007616410000000001	-0.0362169906	-0.17136387949999998	0.0422787543	0.048273284400000005	-0.0575215116	-0.0592521416	0.1088853034	-0.0421162178	-0.0306355377	-0.1349529231	0.11256702619999999	-0.0146685801	0.0172906392	-0.17196350629999999	-0.0473505908	0.0027717271000000003	-0.11539995369999999	-0.0011384288	0.003294858	-0.0074459402	-0.075810762	0.040257307	-0.0711553644	-0.0280286743	0.010685468100000001	-0.1227486211	0.048789130599999994	0.0145350298	0.0804378817	0.0683007133	-0.044338009299999995	-0.0622921524	0.0008217806	0.1199877878	-0.0005179158	-0.0039451792	-0.1876984223	-0.0060586471999999995	-0.0408343509	0.0140500922	0.0926444834	0.0026189895	0.0668509643	-0.0080793066	-0.2435207384	-0.19551180920000005	0.12466994630000001	0.0389337736	-0.1772293508	-0.0622619155	-0.09892003490000001	0.0804812374	0.029625013199999998	-0.061420935	0.002441585	0.0457411487	-0.0245216505	0.10779230449999999	0.1076709289	0.1074687374	0.1071858817	0.0	0.0224629	0.022467674660000003	0.0005047964046276061	0.0005045818764100001	0.244868	0.3347563	0.11206178038969	0.05996033742399999	0.0578649	0.015417999999999994	0.00334834665201	0.00023771472399999985	-0.0008162729999999997	-0.0012609679999999995	1.590040297023999e-06	6.663016105289996e-07	3.0704699999999996e-23	-8.36833e-05	7.002894698890001e-09	9.427786020899997e-46	0.000283201	0.000283201	8.020280640099997e-08	8.020280640099997e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
716.2519126057925	-1.0089099998320992	1.017899387761206	513016.80231145595	1040.8230184421018	-17.283219892682837	1083312.5557189276	298.70968985882774	758.8621948832721	-1.837189242528666	3.3752643128630537	575871.8308230572	822.3888370063928	674.933688428812	1.415428	30.872684000000003	0.62828027	0.448826	0.0005420892	-0.0501508622	0.1267094974	-0.0319627449	0.1531569164	0.07493847599999999	0.081731963	-0.0680831745	-0.1025128174	0.012233058100000001	0.08939783289999999	-0.1004604316	0.0621957615	-0.0169735724	0.187079272	0.0724271406	0.2013962923	0.075941284	-0.0923496089	-0.030272172400000002	-0.1420290819	-0.042468391900000006	0.0370562595	-0.0068846791	0.18499331010000009	0.1038404665	0.0222831111	0.0779355881	-0.1582998262	-0.1321186547	-0.0408616881	0.1145713508	0.0065533364	-0.0727265455	-0.0507161541	-0.034432309	-0.0059132047	0.09691477949999999	-0.0141344806	0.0673824903	0.0825515394	-0.0332959346	-0.0454274146	0.1613647538	-0.0235311687	0.0054229672	-0.0318376576	-0.0680652346	-0.0086895097	0.07605608929999999	0.060002975	-0.1070049222	0.25375404809999996	-0.0020066260999999997	-0.1476919731	0.0768140393	-0.0295812313	0.1222349611	-0.0203927457	0.0813833919	0.17316221980000002	-0.0898537947	0.0397756819	-0.0790858871	-0.0282642125	-0.0424230416	0.1077203727	0.10738340560000001	0.1068225743	0.10603904800000001	0.0	0.00943358	-0.01302932	0.00016976317966240002	8.899243161640001e-05	-0.183955	-0.428823	0.183889165329	0.033839442025	-0.0414266	-0.0992915	0.0017161631875599994	0.009858801972249998	0.000643255	0.001459528	2.130221982784e-06	4.13776995025e-07	-0.0	-3.0704699999999996e-23	9.427786020899997e-46	0.0	0.0	-0.000283201	0.0	8.020280640099997e-08	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
714.7547259528034	-1.4971866529891713	2.241567873888917	510874.3182718671	1043.268903341428	2.445884899326302	1088410.0046792259	5.982352940752434	759.1934691378294	0.33127425455734283	0.10974263173252316	576374.7235815324	819.6576651874108	671.9509858460871	1.2801650000000002	27.922386	0.5141074999999999	0.378414	-0.023698195800000002	0.0542579501	0.04605240360000002	0.0794882382	-0.0298388308	-0.0822266116	0.0291837163	0.0684539195	0.046080387800000004	0.0153137151	-0.034080430099999996	0.0667908951	-0.0817674991	0.14123144710000002	0.017839298899999998	0.060350009	0.06139490000000001	-0.053704364500000004	-0.0986909783	-0.0837963149	-0.0978393719	-0.0616799392	-0.1610675941	-0.019829058	0.0441827605	-0.0578675646	-0.0428066388	-0.0822721299	0.0172365313	0.1196790433	0.1599260833	0.0987350709	0.05579259650000001	-0.182879326	0.0317475307	0.0382828039	0.1690316976	0.0327515096	-0.0598538237	0.0190661365	-0.15708528300000002	0.0989951423	0.08869739630000001	-0.0558290491	0.0562921452	-0.0035231442	0.0263864334	0.1210755907	-0.030305688799999998	-0.0200305292	-0.08899977390000001	-0.0699935258	-0.022553697200000004	-0.07617472410000001	-0.1224597258	-0.0725236546	0.0736864153	0.0436455871	0.0744728788	0.0664328134	0.0222194158	-0.0374600763	-0.1066485367	-0.1091339583	0.026941571400000003	-0.1635448756	0.107612505	0.10695260029999999	0.105855755	0.1043264501	0.0	0.00948913	5.554999999999971e-05	3.0858024999999663e-09	9.00435881569e-05	0.175034	0.358989	0.128873102121	0.030636901156000002	0.06477759999999999	0.10620419999999997	0.004196137461759999	0.011279332097639995	-0.000179047	-0.000822302	6.76180579204e-07	3.2057828209e-08	-0.0	0.0	0.0	0.0	0.000154873	0.000154873	2.3985646128999998e-08	2.3985646128999998e-08	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
714.8143045074037	0.059578554600307136	0.0035496041682617795	510959.4899284032	1036.8332400859765	-6.435663255451572	1075023.1677471842	41.41776153756953	758.3279152738347	-0.8655538639947054	0.7491834914761649	575061.2270835602	819.7735288768013	663.7514786713148	1.372598	29.938503000000004	0.32306319	0.26915700000000004	-0.0047510497	-0.07672443799999999	-0.0499961567	-0.0888369197	0.0130538587	-0.0093912713	0.0425580699	-0.09085251109999999	-0.030037951299999997	-0.029798855200000002	0.0278955543	-0.09181782289999996	0.051862751299999996	-0.1401489778	-0.010748363700000001	-0.0312735252	-0.08938799160000001	0.051069872	-0.0026606695000000002	0.0531048862	0.0223613761	0.0838132973	0.0433995751	-0.059422229699999995	-0.043033769000000006	-0.0047149181	-0.06239702690000001	-0.0312106496	0.0643201634	0.0097907898	-0.1745051808	-0.1361641794	-0.0143554975	-0.19283434010000008	0.0723648201	-0.1040004561	-0.0213511883	0.0564503666	0.023881597	-0.0419431776	-0.0157167052	-0.0221460023	-0.09256793529999999	0.032901868	-0.0179204744	0.0708810762	-0.0498107193	0.0003515854	0.0452166295	-0.0263887417	0.0879829893	0.1118236451	0.0550348485	0.0096566741	0.0753098219	0.1298288058	-0.0925214216	0.0154574399	-0.0191713709	0.0454494585	-0.1385388209	0.0703956624	0.044892910099999996	-0.1449330296	0.08023675	-0.08029474639999999	0.1074687374	0.1063790877	0.1045711815	0.10205722539999999	0.0	0.00943772	-5.141e-05	2.6429881e-09	8.907055879840001e-05	-0.0920571	-0.26709109999999997	0.07133765569921001	0.008474509660409999	0.0556869	-0.009090699999999986	0.0031010308316100003	8.264082648999975e-05	0.000541158	0.000720205	5.186952420250001e-07	2.92851980964e-07	-6.15216e-05	-6.15216e-05	3.7849072665599986e-09	3.7849072665599986e-09	0.0	-0.000154873	0.0	2.3985646128999998e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
715.35822220483	0.5439176974263091	0.29584646157353806	511737.38607605494	1053.4910379093387	16.657797823362216	1109843.3669552957	277.482228324011	759.0322571953983	0.7043419215635822	0.4960975424718794	576129.9674631413	821.3182413749672	683.0461111576008	1.3610080000000002	29.685709000000006	0.3967807	0.320463	0.0500832892	0.0879248673	-0.0297234189	0.1336888682	-0.0310970152	0.0363499731	-0.0222441836	0.0626903176	0.0228102052	0.0173987363	-0.053773076100000004	-0.0115485849	0.0408124075	-0.0123151428	-0.17026634699999998	0.1025414341	-0.0528318333	-0.0129283163	-0.0715611104	-0.1542492579	0.023141303399999997	0.028973919100000002	-0.0676800788	0.11116678039999996	-0.0647469511	-0.0348160873	0.1878580843	0.1095804632	-0.09603235730000001	-0.046574855199999994	-0.0716466935	-0.015575221799999999	-0.0877634568	0.023747874900000004	0.1115144571	0.033870822200000004	-0.0536147184	-0.0328897727	-0.0173869858	0.0612957696	0.024533087999999998	0.09099798640000001	0.1113487206	-0.0251457329	0.045641243399999996	-0.0511330184	0.10825115789999999	0.0083608534	-0.0095170402	-0.1246647734	-0.107560794	0.14141634890000002	0.028540306499999998	-0.188993718	-0.062293740599999994	-0.021997183700000002	0.0003354504	-0.15674913710000002	-0.0946634856	-0.0396116091	-0.0313118585	-0.0248833857	-0.0651413367	0.0679884288	0.045858703099999995	-0.047633796500000006	0.1072891178	0.1056636333	0.10297271	0.0992434813	0.0	0.00944324	5.5200000000001775e-06	3.047040000000196e-11	8.917478169760001e-05	0.22346	0.3155171	0.09955104039241001	0.0499343716	0.0920778	0.0363909	0.008478321252840001	0.0013242976028099995	-0.000352345	-0.000893503	7.98347611009e-07	1.24146999025e-07	-6.53622e-05	-3.840600000000005e-06	1.4750208360000038e-11	4.27221718884e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
711.9085741158052	-3.4496480890247767	11.900071938112294	506813.8178995989	1032.1744738654586	-21.316564043880135	1065384.1444994365	454.39590263684335	757.5443502513202	-1.4879069440780768	2.2138670742357607	573873.4425976949	818.447484250907	670.1779971844036	1.40924	30.737722	0.36225557	0.297763	0.0366764552	-0.060017650199999995	-0.0697216241	-0.0497224058	0.026544771800000002	-0.0812983643	-0.0205021988	-0.11220364949999999	-0.0236645096	0.0566343471	0.0501161281	0.0814413461	0.02834268	-0.15678793970000002	-0.0095545922	0.016171066	-0.0959238699	0.0512907478	0.1430655808	-0.0266489355	0.1725997252	0.0298565578	0.1512589415	-0.0407467684	-0.0121024704	0.0325606848	-0.1114866677	0.1453228746	0.0254923916	-0.1473588483	0.0155759179	0.096916865	-0.0062488086	-0.128049957	0.0625267456	0.047300292199999996	-0.1280730547	-0.12235396009999999	-0.1083603905	-0.02154003	0.0690895648	0.052235402599999994	-0.062124452699999985	0.0437244036	0.044055588099999994	0.1333625381	-0.030448512900000002	0.0696341627	0.0602114001	-0.06013913200000001	0.11747233689999999	0.053201049800000004	0.015026804099999999	0.10458227460000001	0.17157468879999999	0.2009273541	-0.0309678591	-0.029958153799999998	-0.0823271153	-0.0722747675	-0.0782150789	0.0518621771	0.158369187	0.0510001604	0.1338624204	-0.0185192481	0.1070737061	0.1048071914	0.1010651385	0.09590023019999999	0.0	0.00943358	-9.659999999999877e-06	9.331559999999762e-11	8.899243161640001e-05	-0.0687747	-0.2922347	0.08540111988408998	0.004729959360089999	0.0917875	-0.00029030000000000716	0.008424945156249999	8.42740900000042e-08	0.000976711	0.001329056	1.7663898511360005e-06	9.539643775210002e-07	-0.0	6.53622e-05	4.27221718884e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
713.5819229753984	1.6733488595931476	2.800096405901688	509199.1607972674	1039.2451860887677	7.070712223309102	1080030.5568086777	49.99497134485274	758.0851447162278	0.5407944649075489	0.29245865327464216	574693.086639424	818.6825553680696	670.376530422754	1.36094	29.684221	0.32831524999999995	0.252213	0.0244529533	0.0628192587	-0.10127146769999999	0.042216449	-0.0319764462	-0.09738914650000001	-0.11461543960000001	0.042968245999999995	0.0845571232	0.0036885665999999997	-0.0558131641	-0.045029728899999996	-0.022289660899999997	0.0193502054	-0.0123365349	0.18395187	-0.09953430460000001	-0.0350546622	0.0028596588	-0.1516486215	0.012694664599999999	-0.006521238	0.10594787369999999	0.08922849279999999	0.0098898922	-0.0091458815	0.0881585941	-0.0340067137	0.047141825400000004	0.2025996031	0.0789694447	-0.1421939189	-0.027758197999999998	0.043592238	0.1376598893	-0.0885813053	0.16943504969999998	-0.0416191889	0.067662529	0.012986230500000001	-0.025382747200000003	-0.0671387073	0.049422475199999996	-0.0716758758	0.0617963578	-0.054955530499999995	0.027598111499999998	0.0216421496	0.0171720833	-0.2726115189	-0.1215169957	-0.0216799634	-0.000242726	-0.0605851228	-0.0023615564	0.0277104185	-0.07662627940000001	0.0424417685	0.014057061599999999	0.0063751734	-0.1522066276	-0.1263896515	-0.1012766807	-0.0142310683	-0.11877392269999999	-0.0043922481	0.1068225743	0.103810905	0.0988541933	0.09204531	0.0	0.00943358	0.0	0.0	8.899243161640001e-05	0.175229	0.24400370000000002	0.05953780561369	0.030705202441	0.0804508	-0.011336699999999993	0.006472331220640001	0.0001285207668899998	-0.000482786	-0.001459497	2.1301314930090005e-06	2.33082321796e-07	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
714.7801983462703	1.1982753708718974	1.4358638644381831	510910.73194793344	1042.762920081067	3.5177339922993265	1087354.5074959935	12.37445244057816	757.9207368069623	-0.16440790926549198	0.027029960629050245	574443.8432820085	817.0510318507903	668.6534163018106	1.401501	30.568918	0.28078598	0.17647099999999996	0.039623981600000004	-0.0630463401	-0.1371556669	-0.1124332317	-0.1843821091	-0.04386313730000002	0.0024043357	-0.042022314000000005	0.0916552484	-0.0855333561	0.17485887079999998	0.0929052664	-0.050291282	0.0370470945	0.0068418572	0.141767695	0.024319536699999998	0.0652856156	0.025751105299999997	-0.040649304500000004	0.1218462452	0.071772747	0.0622883466	-0.1055698666	0.0368249202	-0.0316362869	-0.12961610369999998	0.07256943639999999	0.0078569695	0.1402599106	0.0476933379	-0.070266834	0.1335313388	0.063610869	-0.000885705	0.055544572800000004	0.0295462389	-0.1018749125	-0.0648221543	0.0240216743	-0.0647564839	-0.008781514499999999	-0.115192377	-0.152781369	-0.0211305744	0.1088612348	-0.0009820159	0.1280704834	0.0437913482	-0.0042620272999999995	0.0164173491	0.054342330099999996	-0.1056544742	0.1080752617	0.10559824970000001	0.1152846267	0.1623433914	0.1702888655	-0.1041042315	-0.07402474839999999	-0.0926779811	-0.012648208400000001	-0.0193202701	-0.081153483	-0.12131491	-0.0081228838	0.10653580609999999	0.1026761034	0.096346511	0.0876992882	0.0	-0.0122841	-0.021717680000000003	0.0004716576245824001	0.00015089911281000002	0.0083055	-0.1669235	0.027863454852250003	6.898133025e-05	0.115912	0.035461199999999984	0.013435591743999995	0.0012574967054399988	0.000584846	0.001067632	1.139838087424e-06	3.4204484371599997e-07	-0.0	0.0	0.0	0.0	-6.604e-05	-6.604e-05	4.3612816e-09	4.3612816e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
