global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	cosine00	cosine01	cosine02	cosine03	non_steady_state_outlier00	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24
701.5570722597407	n/a	n/a	492182.32563765906	1138.4878549158573	n/a	1296154.59579091	n/a	733.2315782484683	n/a	537628.5473407396	n/a	798.3967170840593	616.8773330927246	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	n/a	n/a	0.0	-9.17836e-10	n/a	n/a	8.424229228960001e-19	1.39437e-10	n/a	1.9442676969e-20	n/a	-0.00017029	n/a	2.89986841e-08	n/a	-0.0	n/a	0.0	n/a	0.0	n/a	0.0	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
698.1411409501793	-3.415931309561415	11.668586711641964	487401.0526872181	1113.568509106338	-24.9193458095192	1240034.8244733126	620.9737955744022	733.1665014401077	-0.06507680836057261	537533.1188339274	0.004234990986398694	792.3122590987622	600.4498276318358	1.18747	18.080164	0.056125450778399005	0.0331809	-0.0129513279	-0.0051854431	0.0671887446	-0.0318508286	0.0797893365	-0.1434200815	0.10176693369999999	0.0159382457	-0.048291690400000004	-0.0975465609	0.0494222932	-0.0514105006	0.0158987073	-0.1376004135	0.0364684101	-0.0218328588	-0.0378853787	0.072227729	-0.0611476096	0.1302216412	-0.0465448754	0.0087087177	-0.077339989	0.0725945643	-0.0079848232	0.1392075477	-0.0353189441	0.0719691123	-0.1316192295	0.0058821195	-0.0195352299	0.1424969731	-0.1087414711	0.015675706	-0.0877021267	0.0404288072	-0.026181117200000003	-0.0177395608	0.04861068	0.057334369100000004	-0.0161390436	0.1443328389	-0.082810701	0.08525557710000001	-0.09126477390000001	0.042021982199999995	-0.1569892302	0.046120738499999994	-0.0503119592	0.0105672779	-0.0247113994	0.1078282764	0.10781478650000001	0.10779230449999999	0.1077608324	0.0	-0.0061701	-0.0061701	3.8070134009999996e-05	3.8070134009999996e-05	0.0206482	0.020648200917836	0.0004263482011433234	0.00042634816323999986	0.011178	0.011177999860562999	0.000124947684	0.00012494768088274646	-0.000532873	-0.00036258300000000004	2.83953634129e-07	1.3146643188899998e-07	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
698.2312306240754	0.0900896738960455	0.008116149342695821	487526.8514188107	1103.661770004034	-9.906739102304073	1218069.3025684373	98.14347964112049	733.5291921867952	0.3626907466874627	538065.0757902123	0.13154457773270925	790.4002802713862	603.0755646942898	0.953438	14.516839	0.11819909	0.0668085	-0.0073134327000000015	-0.0145497067	0.10271880119999999	-0.0187517331	0.06741102269999999	-0.0690770887	0.0317269389	-0.0340226145	-0.0433878492	-0.0663425071	0.09171856449999999	-0.0508189262	0.0181825913	-0.0874153148	0.0273673302	0.0165555837	-0.0132022923	0.0757525402	-0.0278987891	0.06358161	-0.0740519971	-0.1587726173	-0.0283823412	0.11286678720000001	-0.025937678	0.0359125271	0.0022709677	0.1402166812	-0.0167882727	0.0639050859	0.028752200099999996	-0.065965099	0.0381073265	-0.0548515937	0.018604895700000002	-0.0125057125	0.0199497709	-0.029582682000000006	0.053342327099999996	-0.0176434046	-0.0427633037	0.04292603440000002	-0.0748450906	0.0800489268	-0.0494793381	0.045963193799999996	-0.13740913429999999	0.0841105665	0.040165696800000004	-0.0578576358	0.018828189199999998	0.10779230449999999	0.1076709289	0.1074687374	0.1071858817	0.0	-0.008366099999999998	-0.0021959999999999974	4.8224159999999875e-06	6.999162920999998e-05	0.0692498	0.048601599999999995	0.0023621155225599997	0.00479553480004	0.00952806	-0.0016499400000000008	9.07839273636e-05	2.7223020036000025e-06	0.000320303	0.0008531760000000001	1.0259401180899998e-07	7.279092869759998e-07	0.00011254	0.00011254	1.26652516e-08	1.26652516e-08	-0.000349315	-0.000349315	1.22020969225e-07	1.22020969225e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
695.5830483869655	-2.648182237109836	7.0128691609440565	483835.7772033036	1098.6935293525455	-4.968240651488487	1207127.4714411527	24.683415171102734	734.387726228152	0.8585340413568474	539325.3324345553	0.737080700168521	790.150517146629	593.159236425155	1.16734	17.773668	0.18620495870000006	0.0950451	-0.0106008097	-0.050929217199999995	0.0600426184	-0.011556977	0.092544655	-0.059576183899999996	-0.0085329574	-0.0368267133	-0.0225666198	0.0366134923	0.1237332412	0.0241591321	-0.0427513999	-0.0643652418	-0.0228300652	0.06525366440000001	0.0405338962	0.0110327754	-0.07498961309999999	-0.11221234710000001	0.1616171601	0.0404445175	0.0420568804	0.1213747766	0.0494892681	-0.0664602602	-0.1117794353	0.0614818675	-0.0322338263	0.0460950028	0.0619445507	-0.0934624727	0.0583941357	-0.10400615349999999	0.0398578467	-0.187717036	0.0364054821	-0.062993483	0.0216363325	-0.1189774894	-0.0418684349	0.0402891637	-0.029086661200000002	0.0238840081	-0.0070027996	0.0960663829	0.0007053339	-0.0039642378	0.1295916012	-0.068553086	-0.022424894700000003	0.1077203727	0.10738340560000001	0.1068225743	0.10603904800000001	0.0	7.12187e-05	0.008437318699999998	7.118834684536967e-05	5.072103229690001e-09	0.0282901	-0.040959699999999995	0.0016776970240899999	0.0008003297580100003	0.0800996	0.07057154	0.00641594592016	0.0049803422579716	0.000126382	-0.000193921	1.5972409924000003e-08	3.760535424099998e-08	-0.000668952	-0.000781492	4.47496778304e-07	6.107297460640001e-07	0.0	0.000349315	0.0	1.22020969225e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
694.3719586935968	-1.2110896933687627	1.4667382453840436	482152.417019982	1092.3325778260828	-6.3609515264627134	1193190.460580175	40.461704322008316	734.1109848514003	-0.2767413767517155	538918.9380794929	0.07658578960643495	790.2445938515622	589.4908193828783	0.975665	14.85527	0.1000200087	0.048752	-0.0060951582	-0.0530912413	0.0234727952	0.0187197108	0.09855112279999999	-0.0052187461	0.0083975934	-0.0239613648	-0.0045271745	0.036660269599999996	0.0423012455	0.0082396654	-0.0522293671	-0.0745739192	0.0005258132	-0.0304694604	0.0011221362	-0.032261917	-0.149763995	-0.0568213775	-0.0187825757	-0.0714984601	0.00048387089999999994	0.0132188815	0.0356753666	0.09794925630000001	-0.046719027	0.0992240544	-0.0580785569	0.028216878900000002	0.1171464559	0.0135493289	0.09348499119999999	0.08204308980000001	0.08542842449999999	-0.0806237839	-0.0311777429	-0.0186212501	-0.0054595743000000006	-0.0493807516	0.007900133299999999	0.0380217696	-0.0752078435	-0.038524703199999996	0.0692332905	0.0338571426	0.0300135009	-0.0079938176	0.0665568178	-0.0675995089	-0.042234303200000003	0.107612505	0.10695260029999999	0.105855755	0.1043264501	0.0	-0.016436099999999995	-0.016507318699999995	0.00027249157066336956	0.0002701453832099998	0.0121644	-0.016125700000000003	0.0002600382004900001	0.00014797262735999998	0.0690465	-0.01105310000000001	0.004767419162249999	0.00012217101961000022	9.41216e-05	-3.2260399999999994e-05	8.858875586560001e-09	1.0407334081599995e-09	2.08194e-05	0.0006897714	4.3344741635999996e-10	4.7578458425796e-07	-0.000404646	-0.000404646	1.6373838531600001e-07	1.6373838531600001e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
693.564087558202	-0.8078711353947483	0.6526557714039998	481031.1435504413	1095.2330889612435	2.900511135160741	1199535.5191555873	8.412964845191453	734.1558488630629	0.044864011662639314	538984.8104198446	0.0020127795424654364	791.4559006830989	587.2421556075105	1.088086	16.566963	0.10753755	0.0543387	-0.014459973899999999	-0.0486403212	0.0354223464	-0.0037479176	0.029665458500000002	-0.005622720699999999	0.06197361360000001	-0.05309697	0.0240397512	0.051561230300000004	-0.0389384708	0.07484895	-0.040013681	-0.0405463568	-0.0241017669	-0.14560395869999998	-0.0411158492	-0.0326239928	-0.0221507504	0.0166393774	-0.011784859699999999	-0.017890887299999998	0.0413629434	-0.10038125980000001	0.0136902876	0.0369813245	-0.0821493508	0.049865298200000005	-0.0890665942	0.0911836889	-0.05726683730000001	-0.010702433899999999	-0.0079796393	0.05313999	-0.0530259621	-0.005601767099999999	0.0067480239000000004	0.0167409553	-0.057094939000000004	-0.044528849100000004	-0.0215464992	0.0488882308	-0.081282143	-0.060002898	0.0430840428	-0.0764337339	0.023373028100000002	-0.0008884219999999998	0.0087096282	-0.0593637979	-0.0677972861	0.1074687374	0.1063790877	0.1045711815	0.10205722539999999	0.0	-0.0164823	-4.620000000000318e-05	2.134440000000294e-09	0.00027166621329	0.0472445	0.035080099999999996	0.0012306134160100005	0.00223204278025	0.0320643	-0.03698219999999999	0.0010281193344899998	0.00136768311684	-0.000292352	-0.0003864736	8.546969190399999e-08	1.4936184349696e-07	-3.0502e-05	-5.1321399999999986e-05	9.30372004e-10	2.633886097959999e-09	-0.000675432	-0.00027078599999999997	4.5620838662399996e-07	7.3325057796e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
694.1082113429587	0.5441237847567209	0.2960706931379783	481786.2090537215	1092.0926081448793	-3.1404808163642883	1192666.264764685	9.862619757952107	735.1387185944943	0.9828697314313786	540428.9355767551	0.9660329089639902	791.5078423267238	593.2092867256072	1.020294	15.534778	0.19549070000000002	0.107628	-0.031035270099999998	-0.045535350599999996	0.049162118899999996	-0.0063855245	-0.055618096500000005	-0.014768566	0.0093360516	0.0111934384	0.0050797234000000005	0.09006572310000001	0.07136410480000001	0.056641598	0.0296634625	0.025363676600000003	-0.025450625600000002	-0.141087349	0.0217650931	-0.0706410447	-0.027719515099999998	0.0722768998	-0.012916491499999998	-0.017594494199999998	0.11800638880000001	-0.0136912996	0.1130718646	-0.054125836399999995	-0.137807855	-0.0339534848	0.0272373975	-0.038025171	-0.0785701278	0.0457351224	-0.0412628787	0.0172651131	-0.1496865609	0.1077250834	-0.1060351033	-0.0175831027	-0.037469396	-0.08779334130000001	0.0323567385	0.0537791397	-0.032121046	-0.0522060666	-0.0407856998	-0.0767553747	0.0072285023	-0.0116417165	0.0425774115	-0.0228941213	-0.0642688468	0.1072891178	0.1056636333	0.10297271	0.0992434813	0.0	-0.0164798	2.499999999999031e-06	6.2499999999951535e-12	0.00027158380804000003	0.115644	0.0683995	0.004678491600250001	0.013373534736000002	0.07267179999999998	0.040607499999999984	0.005281190515239997	0.001648969056249999	-0.0013292999999999998	-0.0010369479999999998	1.7670384899999996e-06	1.0752611547039996e-06	0.000491884	0.000522386	2.4194986945600005e-07	2.72887132996e-07	-0.000505142	0.00017029000000000002	2.55168440164e-07	2.8998684100000007e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
694.316066573315	0.20785523035624465	0.04320379678644753	482074.80030184	1094.3326946377754	2.240086492896125	1197564.0465531743	5.017987495655663	733.9966056131117	-1.1421129813826385	538751.0170515698	1.3044220622427387	790.9666242512593	590.4069544813362	0.937195	14.269535	0.10037665	0.0629475	-0.0311377794	-0.066027824	0.059092795999999996	-0.0112431628	-0.0929654561	-0.024122034	0.033396804599999996	0.0371992788	-0.0066129519	0.027529117000000002	0.021199262200000003	0.017285334399999998	-0.0269850643	-0.0138685256	-0.005072408499999999	-0.1107355717	0.0520168559	0.05989329230000001	-0.0294551818	0.1368692382	-0.029079831400000002	0.012478233200000001	-0.0010928799	-0.05995189400000001	0.0958658056	-0.0457529624	0.058211481100000004	-0.0683980746	-0.04884714230000002	-0.0375579742	-0.0577684463	-0.057186660300000004	-0.0076631302	-0.054030151799999995	0.0534586791	0.071169388	0.044727790999999996	-0.0102499429	-0.0322510748	-0.0589981449	0.0014822684	0.0276933587	0.0066690883	-0.06661388139999999	-0.0587732958	-0.082178124	-0.06043790490000001	0.0747945136	-0.0372025234	-0.0968659319	0.015558873300000001	0.1070737061	0.1048071914	0.1010651385	0.09590023019999999	0.0	-0.0164585	2.1299999999998404e-05	4.5368999999993203e-10	0.00027088222225000005	0.06878280000000002	-0.046861199999999985	0.00219597206544	0.004731073575840003	0.0535788	-0.019092999999999975	0.0028706878094400005	0.0003645426489999992	-0.00075261	0.0005766899999999997	5.664218121e-07	3.3257135609999977e-07	0.000380551	-0.00011133300000000007	1.4481906360099998e-07	1.2395036889000018e-08	-0.000505142	0.0	2.55168440164e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
694.672238209219	0.35617163590404743	0.12685823422256534	482569.518538606	1092.415892934799	-1.9168017029762725	1193372.4831365345	3.6741287685327375	733.9730340134014	-0.02357159971029432	538716.4146588377	0.0005556203129023473	789.3733039447445	594.5931809944052	0.921402	14.029069	0.07172405999999999	0.0431767	-0.030293050099999996	-0.0654216629	0.09126755380000001	0.0329876041	-0.1234597206	-0.0325302981	-0.0170696205	0.09588578869999999	-0.01915648	0.0086422458	0.0793169412	-0.0158649676	-0.0825391062	0.0482155688	-0.09195233539999999	-0.0891762417	0.006079534300000001	0.0550667299	0.046024946	0.1360367558	0.0529536696	0.0020518110999999998	-0.0167671091	0.149109041	0.0863790884	0.0454617386	0.1393270368	-0.1338669276	0.0492471424	-0.030290101899999998	0.17539653149999998	0.034134541000000004	-0.0466893593	-0.0649369654	-0.078420619	0.1059137303	0.0094276473	-0.0421417666	0.0131700616	-0.0464349055	0.0434993169	0.012280148000000001	0.0908765335	-0.0354278077	-0.0683003672	-0.0662904679	-0.057368728	0.1244562698	-0.0551958446	-0.1021453655	0.049543427800000005	0.1068225743	0.103810905	0.0988541933	0.09204531	0.0	-0.016365399999999995	9.310000000000568e-05	8.667610000001057e-09	0.00026782631715999985	0.07805679999999998	0.009273999999999965	8.600707599999931e-05	0.006092864026239997	0.08922729999999998	0.03564849999999998	0.007961511065289997	0.0012708155522499983	-0.0007500889999999999	2.5210000000001204e-06	5.626335079209998e-07	6.355441000000607e-12	0.000268532	-0.000112019	7.210943502400001e-08	1.2548256360999996e-08	-8.55128e-05	0.0004196292	7.31243896384e-09	1.7608866549263999e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
692.4479063982816	-2.2243318109374286	4.947652005148179	479484.10307536327	1084.251197014749	-8.164695920050008	1175600.6582279163	66.66225946688125	733.3370206715997	-0.6360133418016858	537783.1858874982	0.40451297094974803	788.3432526728003	600.4730875225024	1.200039	18.271542	0.12730610999999994	0.07425869999999997	-0.0195352295	0.0014857604000000002	0.0288301306	0.1446792743	-0.09932867349999999	0.016871303	-0.054833870599999994	0.1037691099	-0.033543024399999996	0.0239598873	0.0065301996	-0.0533048618	-0.1389880309	0.15779212210000002	-0.02227773	-0.0159022922	-0.0479936917	0.0647620703	-0.024351932799999997	-0.0372548786	-0.0419424761	-0.0131449851	0.0121954469	0.0365398737	-0.0652633953	-0.0297572514	0.022759824300000002	0.05857477320000001	-0.0882457541	0.0264144152	-0.0824116088	0.0606643421	-0.1314698427	-0.1068979841	0.07925552570000001	0.09233779689999999	0.08298375690000001	-0.031223734500000006	0.0323584303	0.0022602656	0.1088279164	-0.050264425599999996	0.1096290762	-0.0374742624	0.0300238348	0.0305953509	0.0640261612	0.1406329781	0.00112207	0.0137619312	-0.0071698517	0.10653580609999999	0.1026761034	0.096346511	0.0876992882	0.0	-0.016461799999999995	-9.639999999999996e-05	9.292959999999993e-09	0.0002709908592399998	0.078262	0.00020520000000001648	4.2107040000006764e-08	0.006124940644000001	0.0406517	-0.04857559999999998	0.0016525607128899998	0.0023595889153599984	-0.00015025799999999998	0.0005998309999999999	2.2577466563999995e-08	3.597972285609998e-07	-3.0502e-05	-0.000299034	9.30372004e-10	8.9421333156e-08	-0.000755226	-0.0006697132	5.70366311076e-07	4.4851577025424e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
