global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	a_comp_cor_47	a_comp_cor_48	a_comp_cor_49	a_comp_cor_50	a_comp_cor_51	a_comp_cor_52	cosine00	cosine01	cosine02	cosine03	non_steady_state_outlier00	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13
687.9941363659584	n/a	n/a	473335.931673941	1120.6191520116452	n/a	1255787.2838552988	n/a	730.9914549774913	n/a	534348.5072501098	n/a	794.4626564738049	652.5221603436838	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	5.936580000000001e-10	n/a	n/a	3.5242982096400006e-19	0.0	n/a	n/a	0.0	-7.04091e-10	n/a	4.95744136281e-19	n/a	0.0	n/a	0.0	n/a	5.58719e-05	n/a	3.1216692096099997e-09	n/a	0.0	n/a	0.0	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
682.4624493352477	-5.531687030710714	30.59956140573311	465754.99475266546	1081.364165768109	-39.25498624353622	1169348.4590073582	1540.9539449802178	729.3394161954927	-1.6520387819986126	531935.9840163821	2.72923213722746	788.4976686877063	641.413725177351	1.328459	20.794575	0.08796209304043298	0.0427116	-0.0483830668	-0.0063600206	-0.12298401240000001	0.0398327375	0.0165481533	0.0776612041	-0.1737867925	0.0161225881	0.0272630257	-0.0337232125	-0.03251161	0.0785203584	-0.0344202518	0.0060213241	-0.0412054523	-0.10032209869999999	0.0836673903	-0.0342659876	0.0362979817	-0.1104426932	0.0718607574	-0.0696798009	0.0260649453	-0.013673901499999998	-0.050648813499999994	0.061299158099999994	-0.0091957425	0.0504418748	-0.034775303	0.0326553148	-0.1268931865	0.05647573440000001	-0.10233933619999999	0.0361388889	-0.0149912102	0.04599744099999999	-0.0037600607	0.0605245064	-0.1656661871	0.1519961571	-0.1097125988	-0.0925144323	-0.11143010519999999	0.06976985200000001	-0.0158335848	0.0331963429	-0.0722640341	0.0597025779	-0.0900620709	0.0031218497999999997	-0.072282972	-0.0505891592	0.17395286420000006	-0.0393936234	0.1048043007	-0.0009181786000000001	0.0905201318	-0.0550316957	0.1078282764	0.10781478650000001	0.10779230449999999	0.1077608324	0.0	7.34793e-06	7.347336342e-06	5.398335132247394e-11	5.399207528489999e-11	-0.0243247	-0.0243247	0.00059169103009	0.00059169103009	0.0290382	0.029038200704091	0.0008432170592399999	0.0008432171001310711	0.000361972	0.000361972	1.3102372878399995e-07	1.3102372878399995e-07	-0.0	-5.58719e-05	0.0	3.1216692096099997e-09	-0.000273993	-0.000273993	7.507216404900001e-08	7.507216404900001e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
680.9221595888725	-1.5402897463751517	2.3724925027884285	463654.987419174	1068.9998012585515	-12.36436450955739	1142760.5750908228	152.87750972520237	728.8167728622392	-0.5226433332535407	531173.8884053286	0.27315605379437163	785.4756529258771	638.5951776072793	1.078917	16.888453	0.18806650943	0.121885	0.0099160914	0.0863888107	-0.0911874148	-0.0268854393	0.044872998899999995	0.0153431611	-0.049869382999999996	0.0723697559	0.0181008021	0.0562963451	-0.013481597199999999	0.0436197455	0.0003623933	0.0979770575	0.041035150699999995	-0.0327979418	-0.0226972061	0.0009940980000000001	0.0351481135	-0.0936550036	-0.0181055264	-0.0572464568	0.1332352429	0.058347856	0.0769254328	-0.052470427400000005	-0.0597988514	0.0095979682	-0.043257543899999994	-0.0765965126	-0.0636876245	-0.0243383444	0.0262586281	0.0676349532	-0.0511840784	-0.061608087699999994	-0.0224937786	-0.0967693993	-0.0187849969	0.0689574467	-0.061311055499999996	-0.025800416800000003	-0.044587266699999996	0.12410923310000001	0.0353302176	0.0466307142	0.0178793397	0.029096562200000002	-0.0814107112	-0.0799371517	-0.0193805619	-0.084004566	0.0935778058	-0.1040450388	0.0101274694	-0.0480054684	0.0093761465	-0.0880341127	0.10779230449999999	0.1076709289	0.1074687374	0.1071858817	0.0	-2.92415e-05	-3.6589429999999994e-05	1.3387863877249e-09	8.550653222500002e-10	0.0772662	0.1015909	0.010320710962809999	0.00597006566244	0.0420709	0.0130327	0.0017699606268099998	0.00016985126929000005	-0.000689504	-0.001051476	4.75415766016e-07	1.105601778576e-06	0.000106573	0.000106573	1.1357804329000001e-08	1.1357804329000001e-08	3.60844e-05	0.0003100774	1.3020839233600002e-09	9.614799399076001e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
678.4994256097533	-2.4227339791192435	5.869639933578963	460361.47055276524	1063.1536486754346	-5.846152583116917	1130295.6806918895	34.17750002508462	728.0202042502774	-0.7965686119617885	530013.4177966156	0.6345215535627304	781.6905740347502	625.0705907262933	1.276776	19.985569	0.13412889709999998	0.0956199	0.0121716136	0.1165275221	0.0512395298	-0.0653131946	-0.069731449	-0.0051032942	0.07182068	0.0460151366	0.010689746299999999	0.12044182210000001	-0.016265126499999998	0.045900612300000004	0.030134197999999997	-0.1050411511	0.0556662468	-0.0328210082	-0.044597315	-0.133455408	-0.0137111245	0.0014386565	-0.0443714218	-0.08801571470000001	0.1452832558	-0.047866576200000004	0.011677120800000001	0.0981540561	0.023938742000000002	0.1753418525	0.096044028	-0.0983006501	-0.0028700972	0.058289480899999996	0.08570945279999999	0.0548991996	-0.0813018418	-0.029482842000000002	0.0388343369	-0.021251661	-0.0673640396	0.0413506323	0.0206785926	0.0674180945	0.0466116587	0.0798680003	0.054233879699999994	-0.0791602894	-0.0017193495000000002	-0.0025929341	-0.0415973863	0.096622049	-0.060889441100000004	-0.1074398292	0.0194360196	0.0068266165	-0.029137468399999998	-0.102293632	0.0573581106	-0.0204730308	0.1077203727	0.10738340560000001	0.1068225743	0.10603904800000001	0.0	1.60556e-05	4.52971e-05	2.0518272684100004e-09	2.5778229136e-10	-0.0142289	-0.0914951	0.008371353324010001	0.00020246159521	0.0484616	0.006390699999999999	0.00234852667456	4.0841046489999985e-05	-0.000387575	0.000301929	1.50214380625e-07	9.1161121041e-08	0.000458643	0.00035207	2.10353401449e-07	1.239532849e-07	-3.3872600000000005e-05	-6.995700000000001e-05	1.1473530307600005e-09	4.893981849000001e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
678.9595511829616	0.4601255732083018	0.21171554312026836	460986.07214256865	1065.5147153411383	2.3610666657036745	1135321.608608507	5.574635799897068	728.6374763161757	0.6172720658983053	530912.5718924055	0.38102480333836175	782.3430096080409	624.4982943985873	1.158573	18.135321	0.045211826	0.0344279	-0.023729877200000003	0.076046523	0.11885807	0.0245521562	-0.0163066933	-0.014938630500000001	0.08494350029999999	-0.027904828599999997	-0.0351930304	0.102241026	-0.0157212175	0.0076128591	0.0648807732	-0.0733442128	-0.0357963291	-0.0237212779	0.0979148403	-0.0148002649	0.0357181084	0.0688665606	0.058245819500000004	-0.0081668022	-0.0202064175	-0.0220982463	0.011337054099999999	0.09893883390000001	0.0228938589	-0.0825681162	0.0070022285	0.0517188949	-0.0574665455	-0.0306107321	-0.0342706332	0.0007951678999999999	0.045118331799999994	0.1138481143	0.0754163964	0.12258167539999999	0.1251529787	-0.041291085299999995	-0.0788254832	0.044635826600000005	0.0720258217	0.0008658569999999999	0.11005038800000001	-0.04849563849999999	-0.0774680971	0.0270898813	-0.0309150852	0.0877551492	-0.0757923992	0.060585678399999995	-0.0246130635	0.152983465	0.08279950559999999	-0.025008085299999996	0.0660293666	-0.0953344058	0.107612505	0.10695260029999999	0.105855755	0.1043264501	0.0	4.16066e-05	2.5551e-05	6.528536009999998e-10	1.7311091635599993e-09	-0.0110517	0.003177199999999998	1.0094599839999987e-05	0.00012214007289000002	0.0152697	-0.0331919	0.00023316373809	0.0011017022256099998	-0.000325435	6.213999999999997e-05	1.05907939225e-07	3.861379599999997e-09	0.000389418	-6.922499999999996e-05	1.5164637872400004e-07	4.7921006249999944e-09	-7.88511e-05	-4.49785e-05	6.21749597121e-09	2.0230654622499997e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
681.836546597773	2.876995414811404	8.277102616845841	464901.07627637713	1068.833161089559	3.3184457484208	1142404.3262446993	11.012082185212083	730.1264304563606	1.4889541401848874	533084.6044509468	2.2169844315737173	784.5143550305327	635.5176043607397	1.1875129999999998	18.588326	0.1330332364	0.0679574	-0.025738149100000003	-0.0298664588	0.0596270105	0.053728041100000005	-0.008063295	-0.0214249186	0.0326940775	-0.0927129286	-0.0718850618	0.0086066234	-0.014576689399999999	-0.0754946286	0.0641183395	-0.0217472261	-0.0530811491	0.039205892	0.11195816119999999	0.0146934005	0.0540075268	-0.042874957400000004	0.021838412400000003	-0.0017564534	0.1630836486	0.0124845868	0.0178981613	0.1915251627	0.0791977471	-0.0059765661	0.0032497847999999998	0.019100078899999998	-0.0360897319	0.1540577033	-0.0511749813	0.004537852199999999	0.024493497200000002	-0.0090547409	0.052878502699999996	-0.061170298899999996	-0.0588959338	-0.028522369900000007	0.09451344380000001	-0.0028798386	0.053253771	-0.08298876599999999	0.0241845595	0.0173352388	-0.0494976221	0.08522367630000001	-0.028635677400000007	-0.0140481064	-0.052129397800000005	0.17526252690000002	0.0153281145	-0.0946942769	-0.1072864597	0.0162166462	0.0779924216	0.0849155653	0.1074687374	0.1063790877	0.1045711815	0.10205722539999999	0.0	0.0137235	0.0136818934	0.0001871942070089636	0.00018833445225000005	0.0406218	0.051673500000000004	0.0026701506022500003	0.00165013063524	0.000661347	-0.014608353	4.3737985440899993e-07	0.00021340397737260904	-0.000924696	-0.000599261	8.550626924160002e-07	3.59113746121e-07	0.00083372	0.000444302	6.950890384e-07	1.97404267204e-07	-6.102430000000001e-05	1.7826799999999993e-05	3.723965190490001e-09	3.177947982399999e-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
681.9266222156369	0.09007561786393126	0.008113616933568971	465023.91808642796	1071.553779503941	2.7206184143819883	1148227.5023691808	7.4017645566743635	730.6229517871546	0.496521330794053	533809.8976781749	0.24653343193349744	784.8228565321167	635.9156179802052	1.1312080000000002	17.706972	0.032317347	0.0192704	-0.0279521755	-0.0747564256	-0.0264650533	0.028694063199999998	-0.0375987879	0.0129987079	-0.0643354165	-0.048863829500000004	0.0767468436	-0.1020264621	-0.012719906599999999	-0.0196018868	-0.0085734105	0.0152901303	-0.0696072489	0.0017116017000000001	-0.0824263747	-0.018514800300000002	0.09982060300000001	-0.0489163696	-0.0593112587	-0.0136603109	-0.0520918763	0.0799532751	-0.1335069408	0.055225838799999996	0.11165242439999999	0.0064157837	-0.08070613	0.0827042894	0.0323927845	-0.042112033	-0.0661901646	0.0399011532	-0.035728651	-0.0587226224	-0.1099221827	-0.0862883402	-0.1104504042	-0.0778322225	-0.0251204407	-0.037746694	-0.0197821649	-0.0750419056	-0.11358873300000001	-0.015012728799999996	0.0496817891	-0.0026815724	-0.0350572881	-0.0342406129	0.0292519379	-0.0268071392	-0.0758557168	0.0820828116	0.0781460839	-0.0344906587	0.0758218249	0.0471512124	0.1072891178	0.1056636333	0.10297271	0.0992434813	0.0	0.0199782	0.006254699999999999	3.912127209e-05	0.00039912847524000014	0.0406218	0.0	0.0	0.00165013063524	-0.0129474	-0.013608747	0.00016763516675999998	0.00018519799491000901	-0.000924696	0.0	8.550626924160002e-07	0.0	0.000584642	-0.000249078	3.41806268164e-07	6.203985008400001e-08	-6.102430000000001e-05	0.0	3.723965190490001e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
681.7231566769642	-0.20346553867273087	0.041398225427384534	464746.4623496047	1066.375867745152	-5.177911758789151	1137157.4913092258	26.810770181806955	729.2287280216475	-1.3942237655071494	531774.5377720699	1.9438599083049348	783.5525038771351	643.8546898226032	1.042428	16.317286	0.12712615000000002	0.0803609	-0.009536592	-0.0703314462	-0.0717399049	-0.1123322958	-0.0681920704	-0.015394972	0.0443099562	-0.0952667189	0.1279453385	0.0147396612	-0.048910000099999996	0.0162939801	-0.0721058323	-0.0038512371999999996	0.0557743521	0.0009274658	-0.009841506600000001	-0.0305511801	0.08929666730000001	-0.041020936099999995	-0.0772175794	-0.0764045262	-0.0398761694	0.0275019907	-0.0448352128	0.0714749146	-0.0347024692	0.07782957830000001	-0.0772007915	0.11686248699999999	-0.0043710434999999995	-0.023847564900000003	0.022307641099999997	-0.1278135232	-0.1950134648	-0.0078443588	-0.0022671572	-0.0787401287	0.0841190499	-0.0657964375	0.05518597980000002	0.0098861785	0.0654320699	0.06918631230000001	-0.11531777609999999	0.04210196980000002	-0.0033605681	0.0027275374	0.051231535999999994	0.0143302783	0.0330867515	0.0557622701	-0.060665520099999995	-0.0045345502	-0.0283100671	0.0674873234	0.026844504900000003	0.0189787441	0.1070737061	0.1048071914	0.1010651385	0.09590023019999999	0.0	0.032530500000000004	0.012552300000000002	0.00015756023529000005	0.0010582334302500003	-0.0300562	-0.07067799999999999	0.004995379684000001	0.0009033751584400002	-0.0129785	-3.110000000000092e-05	0.00016844146225000002	9.67210000000057e-10	-0.0004421130000000001	0.000482583	1.9546390476900004e-07	2.3288635188899998e-07	0.000979354	0.000394712	9.59134257316e-07	1.5579756294399998e-07	-6.102430000000001e-05	0.0	3.723965190490001e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
682.3090049962727	0.5858483193085249	0.3432182532366233	465545.57829900365	1064.3868775704336	-1.9889901747183103	1132919.425144137	3.956081915125975	729.5322311319342	0.30350311028666965	532217.2762603378	0.09211413795368237	782.4541904221013	645.1145826591045	1.025106	16.046136999999998	0.07561878399999998	0.065038	0.0414717079	-0.0372454641	0.0157040878	-0.18175022	0.0438495671	-0.0259620002	0.0716671016	-0.0814882722	0.0724141014	0.0264741394	-0.0583938253	-0.0099800777	-0.0414799263	0.0655257762	0.0827953192	0.05683519190000001	-0.016207908400000002	-0.08646222880000001	0.1004400814	0.0726991471	0.0850147165	0.0578647763	0.0351587528	-0.0448419123	-0.019167145400000002	0.0438330174	-0.0079730879	-0.0204472569	-0.07320677490000001	0.0539946003	-0.0686435396	-0.1057645833	0.072346472	-0.13395995689999998	-0.0612825087	-0.1274513703	-0.012182908899999999	0.09240707179999999	-0.1440517905	0.002091059	0.0300510627	0.0298873757	0.1092582149	0.038204593599999996	-0.030206564300000002	0.0576473754	0.007403019300000002	-0.082637519	0.08650710380000001	-0.0504863709	-0.023867050600000002	0.0113677523	-0.0376878057	0.056166659199999996	-0.0067247978000000005	-0.015885819199999998	0.08958699869999999	-0.0614755383	0.1068225743	0.103810905	0.0988541933	0.09204531	0.0	0.0276635	-0.004867000000000003	2.368768900000003e-05	0.0007652692322500001	0.0347131	0.0647693	0.004195062222490001	0.0012049993116099993	-0.0156787	-0.0027002	0.00024582163368999996	7.291080039999998e-06	-0.0004421130000000001	0.0	1.9546390476900004e-07	0.0	0.000965299	-1.4055000000000015e-05	9.31802159401e-07	1.975430250000004e-10	-9.43362e-06	5.159068000000001e-05	8.899318630440001e-11	2.661598262862401e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
683.664303548667	1.3552985523942882	1.8368341661220529	467396.879946684	1066.9278728512363	2.54099528080269	1138335.0858668638	6.456657017061543	729.5635876990889	0.031356567154716686	532263.0284963661	0.0009832343037282573	782.4497884123709	647.0930437530959	1.076308	16.847618	0.069123469	0.0385805	0.055038045599999995	-0.0896169927	0.1371421668	-0.0584547833	0.1112982303	-0.0164107631	0.0752906421	-0.0511971504	-0.0510720988	0.055543145999999995	-0.0455233106	-0.039969998	0.0265596393	0.013566863500000002	-0.0244920372	0.0378342975	0.020043570900000002	0.005437109	0.060374408899999996	-0.0120967519	0.130330957	0.0007112749	0.0663717259	0.0040694675	-0.037859681	0.012111918999999999	-0.0138265877	-0.0521941973	0.028989113799999997	-0.0938228367	0.1037533603	-0.023362249300000002	-0.0478481571	0.0395629569	-0.0276350333	0.0788860192	-0.1620932859	0.046904583799999996	0.0651163203	0.10505224519999999	-0.1167496034	0.0374406776	0.08409011109999999	-0.034433169799999996	0.0537395357	0.0079544758	-0.0270962373	-0.0270816764	0.047175250300000006	-0.09074509050000001	-0.0071757109	0.032995918	0.0198988452	0.1054962764	0.0742046997	-0.0366410818	0.0607796355	-0.0593885278	0.10653580609999999	0.1026761034	0.096346511	0.0876992882	0.0	0.0243719	-0.0032915999999999987	1.0834630559999992e-05	0.0005939895096100001	0.047801800000000005	0.013088700000000009	0.00017131406769000022	0.002285012083240001	0.00331525	0.01899395	1.09908825625e-05	0.0003607701366025	-0.000918644	-0.00047653099999999993	8.439067987359999e-07	2.2708179396099987e-07	0.000919562	-4.573700000000001e-05	8.455942718439999e-07	2.091873169000001e-09	-0.00016215	-0.00015271638	2.6292622500000003e-08	2.3322292720304403e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
