trans_x,trans_y,trans_z,rot_x,rot_y,rot_z,trans_x_der,trans_y_der,trans_z_der,rot_x_der,rot_y_der,rot_z_der,trans_x_2,trans_y_2,trans_z_2,rot_x_2,rot_y_2,rot_z_2,trans_x_der_2,trans_y_der_2,trans_z_der_2,rot_x_der_2,rot_y_der_2,rot_z_der_2,a_comp_cor_00,a_comp_cor_01,a_comp_cor_02,a_comp_cor_03,a_comp_cor_04
-0.011463,-0.0628645,-0.125329,0.000572031,0.000405562,-0.000301123,0,0,0,0,0,0,0.00013140037,0.0039519454,0.015707358,3.2721946e-07,1.6448054e-07,9.0675061e-08,0,0,0,0,0,0,-0.61560288,-0.17005912,-0.37280262,-0.14934518,-0.14924584
-0.0143897,-0.00579949,-0.0760024,-1.84305e-05,0.000325704,-0.000143238,-0.0029267,0.05706501,0.0493266,-0.0005904615,-7.9858e-05,0.000157885,0.00020706347,3.3634084e-05,0.0057763648,3.3968333e-10,1.060831e-07,2.0517125e-08,8.5655729e-06,0.0032564154,0.0024331135,3.4864478e-07,6.3773002e-09,2.4927673e-08,-0.4209597,0.05176289,-0.19105888,-0.086157422,-0.019683966
-0.0206397,-0.023977,-0.056777,0.000292658,0.000171745,-0.000103887,-0.00625,-0.01817751,0.0192254,0.0003110885,-0.000153959,3.9351e-05,0.00042599722,0.00057489653,0.0032236277,8.5648705e-08,2.9496345e-08,1.0792509e-08,3.90625e-05,0.00033042187,0.00036961601,9.6776055e-08,2.3703374e-08,1.5485012e-09,-0.07754744,0.076773949,-0.03739552,-0.022062248,0.16492314
-0.0140767,-0.0380712,-0.0453293,0.000572031,0.000323888,-0.000196067,0.006563,-0.0140942,0.0114477,0.000279373,0.000152143,-9.218e-05,0.00019815348,0.0014494163,0.0020547454,3.2721946e-07,1.0490344e-07,3.8442268e-08,4.3072969e-05,0.00019864647,0.00013104984,7.8049273e-08,2.3147492e-08,8.4971524e-09,0.024419063,-0.0074486388,0.0389994,-0.078437333,0.02525131
9.47773e-05,-0.00988798,-0.0493577,3.90239e-05,0.000251839,-0.000134442,0.014171477,0.02818322,-0.0040284,-0.0005330071,-7.2049e-05,6.1625e-05,8.9827366e-09,9.7772148e-05,0.0024361825,1.5228648e-09,6.3422882e-08,1.8074651e-08,0.00020083077,0.00079429389,1.6228007e-05,2.8409657e-07,5.1910584e-09,3.7976406e-09,0.091379905,-0.039045023,0.0028806958,-0.079269395,-0.1038073
8.88793e-05,0.0104004,-0.0430539,0.000229635,0.000446744,0.000147081,-5.898e-06,0.02028838,0.0063038,0.0001906111,0.000194905,0.000281523,7.89953e-09,0.00010816832,0.0018536383,5.2732233e-08,1.995802e-07,2.1632821e-08,3.4786404e-11,0.00041161836,3.9737894e-05,3.6332591e-08,3.7987959e-08,7.92552e-08,0.091608614,0.029829432,0.069591961,-0.035555602,-0.10321181
-0.0153951,-0.011309,-0.0452626,0.000572031,0.000255171,6.80427e-05,-0.015483979,-0.0217094,-0.0022087,0.000342396,-0.000191573,-7.90383e-05,0.0002370091,0.00012789348,0.002048703,3.2721946e-07,6.5112239e-08,4.629809e-09,0.00023975361,0.00047129805,4.8783557e-06,1.1723502e-07,3.6700214e-08,6.2470529e-09,0.048710765,0.038039471,0.11493818,0.048817499,-0.11381965
-0.00730724,-0.00342878,-0.0351233,0.000363059,0.000230563,-0.000191024,0.00808786,0.00788022,0.0101393,-0.000208972,-2.4608e-05,-0.0002590667,5.3395756e-05,1.1756532e-05,0.0012336462,1.3181184e-07,5.3159297e-08,3.6490169e-08,6.5413479e-05,6.2097867e-05,0.0001028054,4.3669297e-08,6.0555366e-10,6.7115555e-08,0.0001200201,0.030972384,0.10254134,0.04724736,-0.060614642
0.000118561,0.0255134,-0.0516413,-0.000242221,0.000446744,7.6724e-05,0.007425801,0.02894218,-0.016518,-0.00060528,0.000216181,0.000267748,1.4056711e-08,0.00065093358,0.0026668239,5.8671013e-08,1.995802e-07,5.8865722e-09,5.514252e-05,0.00083764978,0.00027284432,3.6636388e-07,4.6734225e-08,7.1688992e-08,-0.048265227,0.048837113,0.13231977,0.074458774,0.0045696772
0.00703502,0.0199338,-0.0545899,-3.32511e-07,0.000327415,9.01656e-05,0.006916459,-0.0055796,-0.0029486,0.00024188849,-0.000119329,1.34416e-05,4.9491506e-05,0.00039735638,0.0029800572,1.1056357e-13,1.0720058e-07,8.1298354e-09,4.7837405e-05,3.1131936e-05,8.694242e-06,5.8510041e-08,1.423941e-08,1.8067661e-10,0.0028197245,0.02022975,0.13360718,0.11849243,0.076866492
