global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	a_comp_cor_47	cosine00	cosine01	cosine02	cosine03	non_steady_state_outlier00	non_steady_state_outlier01	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12
728.546688712313	n/a	530780.2776336757	n/a	1205.7587058826214	n/a	1453854.056811734	n/a	722.3685470616092	n/a	521816.3177839003	n/a	827.2560891691785	687.5260830114255	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	n/a	0.0	n/a	-0.0292381	n/a	n/a	0.0008548664916099997	-0.0200093	n/a	n/a	0.0004003720864899999	-0.000187316	n/a	n/a	3.508728385599999e-08	-0.0	n/a	n/a	0.0	0.0	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
721.5510523116417	-6.995636400671288	520635.9210920375	48.938928650397116	1167.378303502117	-38.380402380504385	1362772.103487481	1473.0552868894272	722.1941606324408	-0.17438642916840766	521564.4056515957	0.03041062667810805	819.6938039697305	671.2262087923191	1.6623150000000002	29.967705	0.11893337074000003	0.06723710000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	-5.18574e-06	-5.18574e-06	2.6891899347600003e-11	2.6891899347600003e-11	0.026892400000000004	0.05613049999999999	0.00315063303025	0.0007232011777600003	0.0151722	0.0351815	0.00123773794225	0.00023019565284	0.000286602	0.00047391800000000004	2.2459827072399997e-07	8.2140706404e-08	7.84057e-05	7.84057e-05	6.14745379249e-09	6.14745379249e-09	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
715.8716618122056	-5.679390499436067	512472.2361857689	32.25547644508466	1154.1027194819494	-13.275584020167573	1331953.0871156312	176.24113107652855	720.9349750360927	-1.2591855963480612	519747.2382302917	1.5855483660504224	815.6142183178723	663.9109484257323	1.405612	25.339956	0.057511199260000014	0.0283681	-0.0003422725	-0.1122673052	-0.0748605855	-0.0086651036	8.568430000000001e-05	0.016583277900000002	0.0761016068	-0.0093975982	0.015137792800000001	-0.061187540599999986	0.0172124836	-0.1456768798	0.194655987	-0.0161201584	0.0170437698	-0.0139429177	0.0744659498	-0.1371325491	0.0647901702	-0.0371402783	0.0745163672	-0.078839066	0.0003157365	-0.046295315700000006	0.04114819	-0.06035179070000001	0.0514243465	-0.0704906517	0.0771906341	-0.0321233969	0.033220225	-0.0652541828	0.0259504438	-0.029509446600000006	0.0211497726	-0.05941644400000001	-0.0215493266	-0.0391594284	0.033267684	-0.0424424271	0.0677947055	-0.0672879729	0.07532273610000001	-0.0355534199	0.0819923411	-0.1783338561	0.11509580529999999	-0.001737496	0.1110646918	-0.034431798199999995	0.10814305130000001	0.1081293633	0.1081065512	0.108074617	0.0	0.0	-0.01089	-0.01088481426	0.0001185921	0.00011847918147469936	0.024427	-0.002465400000000003	6.078197160000016e-06	0.000596678329	0.0373587	0.0221865	0.0004922407822499999	0.0013956724656900002	0.000442833	0.000156231	2.4408125361000002e-08	1.96101065889e-07	-0.000204853	-0.0002832587	8.023549112569001e-08	4.1964751608999996e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
714.5667878009042	-1.304874011301422	510605.6942281025	1.7026961853698632	1154.4857965935769	0.3830771116274718	1332837.4545363057	0.14674807345284652	720.5218185721326	-0.4131564639601493	519151.6910384931	0.17069826371205413	815.3930178440437	660.1957475767655	1.094067	19.723509	0.1022995	0.054564	0.0155732261	-0.012877900800000001	-0.11446468789999999	0.1220586218	-0.0814457581	0.035522959300000004	0.1440796282	-0.016449102900000002	-0.1388541352	-0.0622657264	-0.0220907423	-0.1280487679	0.1712575397	0.0124826485	-0.0494134004	0.11112445119999999	0.1603370624	0.053262558499999994	0.11734264300000001	-0.1367492192	0.0652702681	0.0097564934	0.0886530222	0.0073179019	-0.0088293273	-0.0575406491	-0.10093608429999999	-0.031386684	-0.0037701282000000003	-0.0577258712	-0.124306174	0.0115965299	0.0061569481	0.031646579	0.0652694272	-0.0434546982	-0.0287171742	0.0262591734	0.17460403	-0.0588785801	0.0628488064	0.054532585599999996	0.01580494	-0.0163372985	0.0331241958	-0.1124592726	0.19686063239999999	0.0201078779	-0.0166478571	0.0810526955	0.1081065512	0.10798339369999999	0.10777823519999999	0.1074912313	0.0	0.0	-0.0110632	-0.0001732000000000001	0.00012239439424	2.999824000000003e-08	0.0571407	0.0327137	0.0010701861676899998	0.00326505959649	0.0351047	-0.002254000000000006	5.0805160000000274e-06	0.0012323399620899995	-0.000244264	-0.000687097	4.72102287409e-07	5.966490169600001e-08	-0.0006530780000000001	-0.0004482250000000001	2.009056506250001e-07	4.2651087408400007e-07	-0.00020785	-0.00020785	4.3201622500000006e-08	4.3201622500000006e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
713.7576583426726	-0.8091294582316095	509449.99484281533	0.654690480178178	1136.3783955610436	-18.10740103253329	1291355.8578978917	327.87797215298764	720.3055522051986	-0.21626636693395085	518840.08853763615	0.04677114146681026	812.7957601468507	638.1525793645509	1.189319	21.440691	0.04600275	0.0186289	0.0158155346	0.0838559192	0.0358785552	-0.0321906628	0.0722560639	-0.008365309599999999	0.0599215658	0.0350444118	0.105885355	0.1220462985	0.0601392609	-0.0621621595	0.165235178	0.0780012662	-0.12415511679999999	0.017078731200000002	0.1071638201	-0.050042800400000004	-0.0174132912	0.0585676178	-0.013298441599999999	0.0316942967	0.0591248743	-0.037228635499999996	0.0573636921	-0.0144863943	0.0650712081	0.0249606544	-0.051584602599999994	-0.0377444573	0.0559039514	0.0756883846	-0.0491044451	0.0194085141	0.016821684	-0.0190763398	-0.014780545700000003	-0.0356175759	-0.08465234949999999	0.061065675300000004	0.1038755676	0.0643851704	-0.012602913700000001	-0.0934759793	0.0413459532	-0.0589932803	0.0655674197	0.1048277391	-0.041967902300000005	0.1276370993	0.1080335633	0.10769165160000001	0.1071226002	0.1063276091	0.0	0.0	-0.0136477	-0.0025845	0.00018625971528999998	6.67964025e-06	0.049036800000000005	-0.00810389999999999	6.567319520999984e-05	0.0024046077542400003	0.0458741	0.010769400000000005	0.00011597997636000013	0.00210443305081	-0.00010231	0.00014195400000000002	2.0150938116000004e-08	1.04673361e-08	-0.000511983	0.00014109500000000004	1.9907799025000013e-08	2.6212659228899997e-07	0.0	0.00020785	4.3201622500000006e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
714.7620078608007	1.0043495181281514	510884.72788120346	1.00871795456425	1140.032203738434	3.6538081773903732	1299673.4255607105	13.350314197164767	720.6023830628011	0.2968308576024583	519267.7944757879	0.08810855802501089	812.7304847285648	655.7112407577029	1.1699020000000002	21.090641	0.04951585	0.0316707	0.024404760600000002	-0.0886688452	0.0279700467	-0.0897670975	0.0403884869	0.0090035894	0.027661887599999997	0.051596404299999996	0.06693175700000001	0.0635610794	-0.1246939791	0.0732736813	0.1752912345	-0.0036894568	0.0400629318	0.0384542515	0.08751781619999999	-0.0528674619	0.0728749121	-0.0938811122	-0.11037914199999999	0.0450678282	0.0163004583	0.0838685518	-0.0036775531	-0.0409727725	-0.0422553296	0.0013880324	-0.0741161194	0.026003374500000002	0.0010593555999999999	-0.1011200791	-0.0170415512	0.049746713899999996	0.0071310383	-0.0669214662	-0.0097588937	-0.0065822836	-0.1285805492	-0.1047951993	-0.0301507825	0.0735617204	-0.05992406	-0.064213634	0.0439295086	-0.0954598052	0.033028313	0.1188607123	0.0724251375	0.10009785369999999	0.1079241123	0.10725453089999999	0.10614163730000001	0.1045900315	0.0	0.0	-0.013174300000000005	0.0004733999999999953	0.00017356218049000013	2.2410755999999556e-07	0.0449317	-0.004105100000000007	1.685184601000006e-05	0.00201885766489	0.049225	0.003350899999999997	1.122853080999998e-05	0.002423100625	-0.0005195	-0.00041719	1.7404749610000002e-07	2.6988025e-07	-0.000926522	-0.00041453899999999985	1.718425825209999e-07	8.584430164839998e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
715.4659414510727	0.7039335902719586	511891.5133764698	0.4955224995131696	1139.5846575519229	-0.4475461865110901	1298653.1917277332	0.20029758906061948	721.4132629617073	0.8108798989062507	520437.0959770575	0.6575262104502113	813.4215722207906	658.0179184835828	1.085201	19.563669	0.046010246100000006	0.0231435	0.019990068	0.06566514700000001	0.0027168267999999997	0.027568126600000003	0.0405226586	0.0163558136	-0.044928377699999994	0.0101900896	-0.09462104689999999	0.0579329483	0.0023598422	-0.0044862855	0.0870194426	0.054284647400000004	0.1117922485	0.0859868914	0.0172294475	-0.0733801293	0.1208010685	0.0680849119	0.0956771092	0.10011004220000001	0.06942694440000001	0.10027274289999999	-0.0368732843	0.0173086695	0.0111033251	-0.054834863600000006	-0.0634994791	0.0202520164	0.0477527616	-0.064165785	0.0321135433	-0.035744065	0.008681789	0.0220620154	-0.0197375835	0.023768401499999998	0.0362675404	0.0667055333	-0.0802941871	0.07565437700000001	-0.0169079427	0.09800937900000001	-0.004765349	-0.1170021837	0.0795421608	-0.0574225557	0.0517794446	0.0666262726	0.10777823519999999	0.1066726216	0.1048383259	0.10228787810000001	0.0	0.0	1.56961e-05	0.013189996100000006	2.4636755521000003e-10	0.00017397599711801537	0.0510667	0.006135000000000002	3.763822500000002e-05	0.0026078078488899997	0.0446468	-0.0045781999999999975	2.095991523999998e-05	0.00199333675024	-0.00025770700000000003	0.000261793	6.853557484899997e-08	6.641289784900002e-08	-0.00110687	-0.0001803480000000001	3.2525401104000036e-08	1.2251611969e-06	-5.29396e-23	-5.29396e-23	2.80260124816e-45	2.80260124816e-45	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
716.4308555988748	0.9649141478021191	513273.17085413577	0.93105931262869	1139.2539031677375	-0.33075438418541125	1297899.4558829246	0.10939846265787062	721.2961894993181	-0.1170734623892713	520268.1929862362	0.013706195595812121	812.9965140558342	656.4644896033592	1.046938	18.873875	0.1232943539	0.0706839	0.0271732082	0.051280911799999995	0.0403338814	-0.067957528	0.0935800474	0.029622340499999997	-0.03951571	0.126333796	0.0820539512	0.09060884050000001	-0.0451052697	-0.1683083822	0.0081932577	0.0545712775	0.078687247	-0.030176079300000002	-0.11513402199999999	0.0647212267	0.0523461948	0.1254007436	-0.0515696992	0.0551554572	0.15307232839999999	-0.1017227303	0.0713845453	-0.0639235104	-0.009957919300000001	0.10930802210000001	-0.1036411931	-0.0598840963	0.0656761488	0.049926252000000004	-0.2301195123	-0.025058633900000002	0.0224129663	-0.0005825886	-0.016972586100000003	-0.0199694021	-0.1107522308	0.0493060383	-0.0152562132	0.0520329208	0.058583285	0.04932812650000002	-0.0915664279	-0.1031005866	0.09937582019999999	-0.0108763677	-0.11643426429999999	0.0337369576	0.107595981	0.1059467092	0.1032166238	0.0994335757	0.0	0.0	0.0100291	0.0100134039	0.00010058284680999998	0.00010026825766453518	0.0957091	0.044642400000000006	0.0019929438777600006	0.00916023182281	0.0554932	0.0108464	0.00011764439295999998	0.0030794952462399995	-0.0011698600000000006	-0.0009121530000000006	8.32023095409001e-07	1.3685724196000014e-06	-0.0013505600000000006	-0.00024369000000000064	5.93848161000003e-08	1.8240123136000016e-06	0.0	5.29396e-23	2.80260124816e-45	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
717.2542097296426	0.8233541307678252	514453.6013748942	0.6779120246524409	1142.6477795098722	3.3938763421347176	1305643.9480188414	11.51839662570173	721.8627924235643	0.5666029242462399	521085.89108554594	0.32103887376439044	813.0576617638462	671.3416112151198	1.132488	20.416155	0.05648692	0.0308464	0.0404444942	-0.0397439423	0.0013186404000000002	-0.050205801200000004	-0.0104244203	0.011651358	-0.089303348	0.0267420906	-0.0460080942	-0.004553048499999999	-0.09512004560000001	-0.033477231600000004	0.1390543668	0.0358155681	0.048086103600000006	-0.0862362107	0.0216871725	0.0391789622	-0.021345849	-0.0522118367	-0.14011926759999999	-0.1017485689	0.1252297477	-0.1202024045	0.0725730744	0.0580889347	-0.0660805314	0.0756848728	0.1607323181	-0.09242386539999999	-0.00027124740000000004	-0.110424887	0.15862679970000002	-0.0026676777	-0.1583099919	-0.0339743271	0.0093004051	0.0186621777	-0.0404430519	-0.0646896713	-0.1407240388	0.0022657967000000003	0.030920009300000002	-0.047515817800000006	0.0473938786	-0.07665552610000001	0.0110862454	0.16902095109999998	-0.011522148700000002	0.0105641655	0.10737741140000001	0.10507777380000001	0.1012814563	0.09604253189999999	0.0	0.0	0.0208518	0.0108227	0.00043479756324	0.00011713083529000002	0.0788702	-0.016838900000000004	0.00028354855321000016	0.0062205084480400005	0.03349	-0.0220032	0.00048414081023999997	0.0011215801	-0.00112939	4.0470000000000566e-05	1.6378209000000458e-09	1.2755217721000002e-06	-0.00137155	-2.0989999999999374e-05	4.405800999999738e-10	1.8811494025e-06	7.498239999999998e-05	7.498239999999998e-05	5.622360309759997e-09	5.622360309759997e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
715.5993996178363	-1.6548101118063414	512082.5007334078	2.7383965061365165	1140.6866115652238	-1.9611679446484231	1301165.9458041515	3.8461797071165207	721.711181609901	-0.15161081366329654	520867.0296607596	0.022985838819646824	813.9438715603408	660.4260302394584	1.108855	19.990103	0.12363963	0.060622400000000014	0.041835158500000004	0.1027521015	-0.0089316888	0.0494306805	0.0098303582	0.0333902399	-0.0400719894	-0.0769822377	-0.051582061799999995	0.0883376174	0.05830652	-0.08316015730000001	0.020550466200000003	-0.0618919011	0.09452636730000001	-0.0097351764	-0.0591645081	0.0295453294	-0.054593077999999996	-0.1078550481	-0.0735673142	-0.0505477737	-0.0804943136	-0.0025698514000000003	-0.0046382192	0.063751639	0.0096693209	0.0286129407	0.1281494142	0.0664830705	0.0262470059	-0.12043956619999999	0.0456649445	0.0323668131	-0.1616726462	-0.044487056399999995	-0.0363801496	0.0246257171	0.0549014138	0.133504036	-0.016400472	-0.0016285559	0.0328577227	0.0483307343	0.0030313036999999998	-0.0547626383	-0.0047653334	0.046113034000000004	0.051216168	0.0271843494	0.1071226002	0.1040669883	0.09903870029999999	0.09213305150000001	0.0	0.0	0.0241405	0.0032886999999999986	0.0005827637402499999	1.081554768999999e-05	0.0402525	-0.038617700000000005	0.0014913267532900005	0.0016202637562499995	0.0470892	0.0135992	0.00018493824064	0.00221739275664	-0.00035404400000000003	0.0007753460000000001	6.011614197160003e-07	1.2534715393599998e-07	-0.001848	-0.00047645	2.270046025e-07	3.415104e-06	0.000185867	0.00011088460000000005	1.2295394517160008e-08	3.454654168900001e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
