global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	a_comp_cor_47	a_comp_cor_48	a_comp_cor_49	a_comp_cor_50	a_comp_cor_51	a_comp_cor_52	a_comp_cor_53	a_comp_cor_54	a_comp_cor_55	cosine00	cosine01	cosine02	non_steady_state_outlier00	non_steady_state_outlier01	non_steady_state_outlier02	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09
729.7891011665552	n/a	532592.1321814884	n/a	1215.7304918809484	n/a	1478000.6288890927	n/a	721.0164806297157	n/a	519864.76533966116	n/a	822.4003001712814	644.9810256036465	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0117668	n/a	0.00013845758223999998	n/a	-0.0406455	n/a	n/a	0.00165205667025	-0.0583609	n/a	n/a	0.00340599464881	-0.000412264	n/a	n/a	1.6996160569600006e-07	-0.0	n/a	n/a	0.0	0.0	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
722.6866773024243	-7.102423864130857	522276.0335504183	50.44442474577548	1177.6737960968167	-38.056695784131755	1386915.5700130863	1448.3120940059525	721.4944606820012	0.4779800522854885	520554.2567948118	0.2284649303828383	813.2662424874795	628.144185492056	1.817231	27.268543	0.16928320000000002	0.096204	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	-0.0117668	0.0	0.00013845758223999998	0.0150618	0.0557073	0.00310330327329	0.00022685781924	0.022835	0.0811959	0.006592774176810001	0.0005214372250000001	0.0	0.000412264	1.6996160569600006e-07	0.0	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
721.7545191686644	-0.9321581337599129	520929.58594039	0.8689187863347634	1162.6034301569064	-15.070365939910287	1351646.735812605	227.1159295628081	722.4690264450278	0.9745657630265896	521961.49417242635	0.9497784264635988	811.3440672690684	629.6981578677116	1.3352480000000002	20.036127	0.05067249	0.035958	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.00113506	-0.01392674	0.0001939540870276	1.2883612036e-06	0.0136703	-0.0091647	8.399172609000003e-05	0.00018687710209	0.000551621	0.000551621	3.04285727641e-07	3.04285727641e-07	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
719.9160931941243	-1.8384259745400868	518279.18123989104	3.3798100638636677	1156.7184924265994	-5.8849377303070005	1337997.6707216648	34.63249208959092	722.4982737162534	0.029247271225585788	522003.75552296615	0.0008554028741429786	811.5971033005109	616.2236953580486	1.335521	20.040224	0.12996299	0.0793144	-0.025718379700000002	-0.0764405508	-0.0392855614	-0.1480580267	-0.007951734399999999	0.013342711699999999	0.0777452355	-0.1807745958	-0.028746223199999997	0.18016808850000002	-0.042415626100000006	0.2143243127	-0.1182898853	-0.0459451813	0.1680641216	-0.0002039179	0.0415494253	-0.0275259525	0.0764306474	-0.0887637644	-0.015476061200000004	0.0024960085000000003	-0.1229641114	0.0104007315	-0.0156742777	0.1036458478	-0.027865153700000003	0.0156045972	-0.0793085354	0.11016573980000001	-0.0711901011	0.0407064256	-0.1268458047	0.014304767099999999	-0.0781349857	0.056690400999999994	-0.0480612417	0.053910856900000005	-0.0505467634	-0.0979774555	-0.045727722900000004	-0.0421688697	0.1437542466	-0.09607344970000001	0.2128154421	-0.187535885	0.1766030077	-0.060688485999999986	0.0025370543	-0.1600260638	0.0547922259	-0.0958136834	0.0865621643	-0.12789385849999999	0.0201306074	-0.0807193272	0.0689256438	-0.0136420211	0.07000463950000001	-0.1431247683	0.11358653390000001	0.11356903550000001	0.1135398735	0.0	0.0	0.0	-0.0103662	-0.0103662	0.00010745810244000002	0.00010745810244000002	0.07179210000000001	0.07065704000000002	0.004992417301561603	0.005154105622410002	0.0228682	0.009197900000000002	8.460136441000003e-05	0.00052295457124	0.000163864	-0.000387757	1.5035549104899996e-07	2.6851410495999996e-08	-0.0	0.0	0.0	0.0	-0.00040708	-0.00040708	1.6571412639999998e-07	1.6571412639999998e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
719.4287539890262	-0.4873392050981238	517577.73206620273	0.2374995008256712	1154.2400608124833	-2.4784316141160616	1332270.1179844053	6.142623265849947	721.4038353345413	-1.0944383817120524	520423.493635386	1.1977953713644962	809.5841609415414	629.2888386099635	1.542019	23.138836	0.10340119999999996	0.0521302	-0.0162204523	0.14517213380000002	-0.1134525726	-0.1353821682	-0.0007276877	0.011819301899999999	0.09748587449999999	-0.1096581058	-0.0228087851	0.1378763625	-0.0015855476999999999	-0.015300264899999999	-0.15352732800000002	0.1117072609	0.10168243390000001	0.076645105	-0.0125521885	-0.0238286162	0.098102736	-0.094338588	-0.057024233	-0.012544645	-0.124544012	0.0049399515	0.0806458768	0.0638264735	-0.0995136714	-0.0606865938	-0.025999333700000002	-0.0634674013	0.1343495219	0.007586970500000002	-0.062298155999999986	-0.1756325399	0.0695291684	-0.015775173	0.0828129063	0.0483704116	0.0581665483	-0.09268598369999999	-0.0372864538	-0.020695363600000002	-0.0047889628	-0.1634447689	0.1723608095	-0.0066038028	0.0604297214	-0.13112399519999998	-0.09574856289999999	-0.021904783799999997	-0.0087241225	-0.0149769572	0.06345923190000001	-0.1613289574	-0.1014778201	-0.0190594553	0.1107893885	-0.0696839266	0.0667251257	0.0312023825	0.1135398735	0.1133824418	0.1131202175	0.0	0.0	0.0	-0.0206801	-0.0103139	0.00042766653601	0.00010637653320999997	0.0302698	-0.04152230000000001	0.001724101397290001	0.0009162607920399999	0.0369266	0.014058399999999995	0.00019763861055999984	0.0013635737875599995	0.000292924	0.00012906	1.6656483600000002e-08	8.580446977600001e-08	-0.000518039	-0.000518039	2.6836440552099995e-07	2.6836440552099995e-07	-0.000304047	0.000103033	1.0615799088999998e-08	9.2444578209e-08	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
717.6155583562489	-1.8131956327772516	514972.08959495096	3.287678402722497	1156.646323983868	2.4062631713845803	1337830.718785395	5.790102449961778	720.8203316769179	-0.5835036576233961	519581.950558822	0.3404765184598814	808.5610588169652	626.2345965452688	1.265889	18.995348	0.0897494	0.0480125	-0.0295167309	0.1229466891	0.0587732907	-0.0669974817	-0.0861322358	0.0790353826	0.13157123939999998	0.0439888333	0.0021881964	0.053093693899999996	0.10121741	-0.0345529216	-0.0779191957	0.0882748842	0.1697375425	-0.048348318	0.0211359417	-0.0140508649	-0.030172368199999997	0.0502027296	-0.031544911099999996	0.10383090560000001	-0.006500712099999999	-0.004196411	0.0408542395	-0.0732979461	0.0210346595	-0.030681837000000007	-0.1324108974	-0.0149282184	0.09172766460000001	-0.019532815800000002	-0.0784270732	0.0046369155	0.0480558259	0.08820084859999999	-0.050721462599999996	0.0055189664	-0.153640866	0.0593913606	0.0008249392999999999	-0.10414351710000001	-0.0546125522	-0.12666368279999998	0.0881024654	0.0356412917	0.0765207624	-0.15048708689999998	0.0719052956	0.11158965970000001	0.1058667939	0.0603142654	0.08751076	0.0280540136	-0.0160732012	-0.0992370476	0.0283862362	-0.049118255	-0.1028923868	0.0776232742	0.1134465719	0.11300956109999999	0.1122824565	0.0	0.0	0.0	-0.0433127	-0.0226326	0.00187598998129	0.0005122345827599998	0.0303061	3.629999999999953e-05	1.3176899999999655e-09	0.00091845969721	0.07960499999999998	0.042678399999999984	0.001821445826559999	0.006336956024999997	0.0006037390000000001	0.00031081500000000004	9.660596422500002e-08	3.645007801210001e-07	-0.000443845	7.419399999999997e-05	5.504749635999996e-09	1.96998384025e-07	-0.00040708	-0.000103033	1.0615799088999998e-08	1.6571412639999998e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
718.4060644557878	0.7905060995389022	516107.2734468536	0.6248998934082087	1156.3173837233335	-0.3289402605344094	1337069.8919007748	0.10820169500044513	720.7974693733541	-0.022862303563783826	519548.9918550314	0.0005226849242426026	809.4246073069987	616.7793216912862	1.298029	19.477625	0.07968605	0.0424102	-0.0404691567	-0.06282567110000001	0.0898189709	-0.0465386042	-0.0789320696	0.0636477691	-0.0044571481	-0.020011824299999998	-0.0028181168	0.0008828536000000002	0.0740255211	0.0331662589	0.0004935504	-0.0102364211	0.2422695505	0.1654835665	0.0275377242	-0.001338287	0.06689740870000001	-0.0010549556	0.0839444039	0.0401722572	0.0886182743	0.1097528931	-0.052224806900000004	0.0576296623	-0.0404954709	-0.0785996518	0.0367864744	-0.077631823	-0.037922872999999996	0.0025183196	0.0633958851	0.0886680326	-0.07300980480000001	0.06623195009999999	0.07505601440000001	-0.0111305984	0.18546522370000001	-0.0015100063	-0.0039953136	-0.11987636939999999	-0.0022957741	0.0271086448	0.0419091085	-0.0056822849	0.0824969448	-0.1224555459	-0.1114320909	-0.1417028866	0.18494548600000002	0.0667061067	0.0933401897	-0.0753326158	-0.0100541188	-0.1107503602	-0.1614654995	-0.049366281799999995	0.1286405595	-0.010003486899999999	0.1133066674	0.1124510061	0.11102968710000001	0.0	0.0	0.0	-0.03003	0.013282699999999995	0.0009018009	0.00017643011928999982	0.056897	0.026590900000000004	0.0007070759628100003	0.0032372686090000003	0.100167	0.02056200000000001	0.0004227958440000004	0.010033427888999998	0.000292924	-0.00031081500000000004	9.660596422500002e-08	8.580446977600001e-08	-0.000518039	-7.419399999999997e-05	5.504749635999996e-09	2.6836440552099995e-07	-0.00040708	0.0	0.0	1.6571412639999998e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
717.6984721080793	-0.7075923477085553	515091.0968662714	0.500686930535705	1151.3708302726347	-4.9465534506987305	1325654.7888026964	24.46839104061951	720.7872396939817	-0.010229679372400824	519534.24490566953	0.00010464634006212293	809.0677773694551	608.9418730171685	1.076702	16.156504	0.06958015000000001	0.0313498	-0.0282860204	-0.09486286640000001	-0.024265614700000004	-0.0497085565	-0.0177027981	-0.0048281413	-0.0368575201	-0.1298038798	0.0007652929	0.0296661639	0.0375612948	0.095376388	-0.1168171653	0.036974385	0.1613048115	-0.057203048799999996	0.021635964100000002	-0.0234210164	0.12102783449999999	0.15685972880000001	-0.0808954168	0.009029743	0.0902255033	-0.15946236490000001	-0.0213202766	0.0111416883	-0.0678278087	-0.0604408223	-0.0079744095	0.0679795008	-0.0514623141	0.043827035199999996	0.240584866	-0.23102957780000002	-0.0679294903	-0.0566142775	-0.025168287	0.053403733200000005	-0.055153775999999995	0.0378761691	0.0041874401	-0.0338786572	0.1003015575	0.0219129414	0.142623065	-0.071018937	0.0986896871	-0.1138695846	0.0289493135	0.0115545821	0.048754001	0.0433084242	0.1254591196	-0.1529717711	0.0697904575	0.0972615247	-0.0520185137	0.0155868699	-0.0317176957	0.10716917779999999	0.1131202175	0.1117076943	0.1093665396	0.0	0.0	0.0	-0.0352854	-0.0052553999999999995	0.0012450594531600002	2.7619229160000005e-05	0.0376856	-0.019211400000000003	0.00036907788996000016	0.0014202044473599997	0.120132	0.019965	0.0003986012249999999	0.014431697423999997	0.0006029809999999999	0.00031005699999999987	9.613534324899997e-08	3.635860863609999e-07	-0.0007109489999999999	-0.0001929099999999999	3.721426809999997e-08	5.054484806009997e-07	-0.00040708	0.0	0.0	1.6571412639999998e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
715.616785228414	-2.0816868796653125	512107.38330064993	4.333420264970705	1152.6634429463495	1.2926126737147572	1328633.0127049324	1.6708475242480127	720.1657695082181	-0.6214701857636555	518638.7355713639	0.3862251917931125	808.4794071798393	613.5577499140239	1.360734	20.41855	0.03999495000000002	0.0198324	-0.007310535	0.1019619274	-0.109365785	0.0199955658	-0.0148674462	0.027784745899999998	0.0199014865	-0.0737604136	-0.014482753000000001	0.0330831862	0.0359012462	-0.0857266374	-0.1773904393	0.1758266111	0.0735975831	-0.040516102000000005	-0.11423378070000001	0.0261972033	0.0214365732	0.0560443243	-0.056343841900000004	-0.1790401063	-0.047268661100000005	0.1300326305	0.0787523228	0.012003338600000002	-0.0204932383	-0.0078991466	0.07066007469999999	0.0674693719	-0.035553591600000004	-0.0747333921	-0.06516229400000001	-0.039856559900000005	-0.1337149935	0.0136314497	-0.141750995	-0.0835987753	-0.0361548166	-0.03947996	-0.0165535076	-0.0405998435	0.027767885099999997	-0.1510080276	0.1032589412	0.0670105448	0.0165949045	-0.0967927372	-0.0675791388	0.0889894657	0.0120247652	0.0769345132	-0.0638136263	-0.2382907057	-0.0209948787	0.0460024031	0.1259805218	0.020951164799999998	0.0830398877	0.0836666278	0.11288729869999999	0.11078084699999999	0.10729916119999999	0.0	0.0	0.0	-0.027163	0.008122400000000002	0.000737828569	6.597338176000004e-05	0.0307652	-0.006920399999999999	4.789193616e-05	0.00094649753104	0.136337	0.016204999999999997	0.0002626020249999999	0.018587777569	0.0006605239999999999	5.754299999999996e-05	3.3111968489999954e-09	4.362919545759999e-07	-0.0008269249999999997	-0.00011597599999999983	1.3450432575999964e-08	6.838049556249997e-07	-0.000408504	-1.4240000000000324e-06	2.0277760000000923e-12	1.6687551801600002e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
715.2090180340928	-0.40776719432119535	511523.9394772913	0.1662740847645795	1152.5720166172832	-0.09142632906628023	1328422.253489231	0.008358773646535755	719.815008220208	-0.35076128801006234	518133.64605905814	0.1230334811664779	807.1602451406	614.8774606920854	1.3137530000000002	19.713573	0.07720819999999999	0.0409431	-0.022343686499999998	0.09310436650000001	0.0629491665	0.0927749329	-0.0459309209	0.0248319214	0.07851359150000001	0.1000741786	0.0281996915	-0.0779379696	0.0354182157	-0.12974285619999998	0.0174528939	0.0377848864	0.1273094277	0.0316413006	-0.053939341200000004	0.0379778036	-0.1376809224	0.0380147168	-0.034587617599999995	-0.092069355	0.1429137405	-0.0918771174	0.0091474501	-0.056611139500000004	0.0149940355	-0.2216547357	-0.1477672867	0.0219956685	0.0530068374	-0.21382850620000002	-0.016645988400000002	-0.08508598390000001	0.0654209329	-0.06693224610000001	-0.0279325626	-0.17267650329999998	-0.083499141	-0.0334359023	0.0158970697	-0.0302076131	-0.047167760499999996	-0.0839787438	-0.0439077368	0.0378629977	-0.060269288399999996	-0.19924947760000009	0.053198445999999996	0.0757272988	0.0814052678	0.0683166946	-0.0015705108999999999	0.026097248599999998	0.0141294607	-0.0690397429	-0.0633904793	-0.0314474418	0.043140592	0.1321370629	0.1126080068	0.1096719871	0.10483519320000001	0.0	0.0	0.0	-0.0110421	0.0161209	0.00012192797241000003	0.00025988341681	0.047012300000000014	0.01624710000000001	0.0002639682584100002	0.0022101563512900006	0.167773	0.03143600000000002	0.000988222096000001	0.028147779528999998	0.000540122	-0.00012040199999999992	1.4496641603999981e-08	2.91731774884e-07	-0.0009195640000000002	-9.263900000000048e-05	8.58198432100009e-09	8.455979500960005e-07	-0.000463547	-5.5042999999999954e-05	3.029731848999995e-09	2.1487582120900002e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
