global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	cosine00	cosine01	cosine02	cosine03	non_steady_state_outlier00	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12
710.7415372582622	n/a	505153.5327842376	n/a	1156.9941465009856	n/a	1338635.4550375442	n/a	706.3222590456462	n/a	498891.133623345	n/a	792.171848914386	624.6799901761716	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	4.42266e-09	n/a	1.95599214756e-17	n/a	0.0	n/a	n/a	0.0	-1.96995e-09	n/a	n/a	3.880703002500001e-18	0.0	n/a	n/a	0.0	-0.00017029	n/a	n/a	2.89986841e-08	0.0	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
702.1832866364836	-8.558250621778598	493061.36803161405	73.24365370517377	1125.342826751167	-31.65131974981864	1266396.477720307	1001.8060419052596	705.3368413207126	-0.9854177249336544	497500.05972428	0.9710480926134194	785.7582754032862	604.0281536264887	1.410905	28.864883000000006	0.15068130639261	0.0823581	-0.0289232723	-0.0558109145	-0.020548863	0.0928087626	0.0475288246	0.10060398470000001	0.0366336861	0.022920678700000002	-0.054156571900000006	0.0378313604	-0.06131501690000001	0.0320911246	-0.0026568459000000004	0.0058776335999999995	-0.136739879	0.060085812599999996	0.05658420190000001	-0.060940780300000004	0.2307427654	-0.0531478133	0.09083131189999999	-0.015499545	0.09568233640000001	-0.0872413535	0.1875227356	-0.0883180206	0.0177891832	0.005341493399999999	-0.0220180698	0.022939133700000003	-0.0062693578	0.1014286118	-0.006086310300000001	0.053450799400000006	-0.0012555539999999999	-0.0706597014	-0.022858549300000003	-0.0642323261	0.0367223653	-0.08625453400000001	0.0315874547	-0.0761481204	0.022738750800000002	-0.1673911097	0.0460377983	-0.0040091181	0.1562975938	-0.1427660284	0.1519296603	0.1078282764	0.10781478650000001	0.10779230449999999	0.1077608324	0.0	-0.026228700000000004	-0.026228704422660003	0.0006879447036900003	0.0006879449356912644	0.0397622	0.0397622	0.0015810325488399995	0.0015810325488399995	0.0628403	0.06284030196995	0.0039489035516745005	0.00394890330409	-0.000266712	-0.000266712	7.113529094400001e-08	7.113529094400001e-08	-0.0	0.00017029	2.89986841e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
698.8827979222673	-3.3004887142162715	488437.1652316567	10.893225752668977	1112.8449063451746	-12.497920405992318	1238423.7855784006	156.19801447451917	704.4957088643381	-0.8411324563744529	496314.20380826615	0.7075038091665209	783.2638139856308	590.0370527092638	1.2488860000000002	25.550234	0.10760899999999997	0.0545291	0.09882216279999999	0.10175340109999999	-0.06775008980000001	0.1226191075	-0.005233298	0.028489792400000002	0.0140125995	-0.0294310373	-0.0823616727	0.0028330379	-0.11492385769999999	0.0102426531	-0.2036083272	0.0080992427	0.0118863933	-0.0210662688	0.1254123528	-0.10430198880000001	0.10937682119999999	-0.074361307	0.183471468	0.1286303086	0.12300035029999999	3.20595e-05	0.1144931078	-0.1370456293	-0.055304287800000004	-0.1900434719	-0.0898868272	0.0293308502	-0.06260968759999999	-0.11943158050000001	0.0223101382	0.0013731964	0.0350720349	0.0066796568	-0.052156745	-0.0669918013	0.09377971369999999	0.0477078234	-0.1391107619	-0.0421349841	-0.0686894436	-0.0239645267	0.0673248649	-0.0650595461	0.19576555	-0.10401518929999999	0.0525302206	0.10779230449999999	0.1076709289	0.1074687374	0.1071858817	0.0	-0.06667580000000001	-0.0404471	0.004445662305640001	0.0016359678984100001	0.0485375	0.008775299999999998	7.700589009000001e-05	0.00235588890625	0.0941764	0.031336099999999985	0.0009819511632099996	0.008869194316959999	0.0	0.000266712	7.113529094400001e-08	0.0	-0.000274298	-0.000274298	7.523939280399998e-08	7.523939280399998e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
698.4751668862683	-0.4076310359989748	487867.55875680037	0.16616306150959745	1106.2246205582273	-6.620285786947306	1223732.911129194	43.82818390085652	704.0412133954949	-0.4544954688432199	495674.0301594008	0.20656613119901826	781.9084948637852	591.8498143134789	1.039409	21.26466	0.1179837	0.057227699999999986	0.12510995279999998	0.09727476970000001	-0.0504565592	-0.0372676005	0.02670759	-0.0062227909	-0.024682293900000003	-0.10017787550000001	-0.1401194485	0.07540900589999999	0.0356266795	-0.0262302786	-0.0824103727	-0.0037926477000000004	-0.0400103927	-0.13008768099999998	0.009482763299999999	-0.0879915123	-0.0164191746	-0.0326188268	0.1435272628	0.0270022436	-0.0443320591	-0.0392340069	0.1363702007	0.0228982467	0.0704150402	0.0675642664	0.010828214199999998	0.0482429828	-0.0071055421	-0.0563309002	0.034219949300000004	0.056325880700000004	-0.022643044700000003	-0.0086045015	-0.1510481321	-0.066368841	0.0075132974	0.0986402913	-0.0043919205	-0.0041379357	0.0311283969	-0.0181592042	0.0231703006	-0.1423492243	0.0113387282	-0.09638038869999999	-0.0340934056	0.1077203727	0.10738340560000001	0.1068225743	0.10603904800000001	0.0	-0.0500093	0.016666500000000008	0.00250093008649	0.0002777722222500003	0.08894919999999999	0.0404117	0.0016331054968899993	0.007911960180639999	0.0858936	-0.008282799999999993	6.860477583999988e-05	0.007377710520960001	-0.000441488	-0.000441488	1.9491165414400003e-07	1.9491165414400003e-07	-0.000105014	0.00016928399999999996	2.865707265599998e-08	1.1027940195999998e-08	0.000441682	0.000441682	1.95082989124e-07	1.95082989124e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
699.8172709338077	1.3421040475393509	489744.21269724244	1.8012432744215088	1112.795143986663	6.570523428435763	1238313.0324802985	43.171778123623255	704.5433036148253	0.5020902193303982	496381.2666684919	0.2520945883472474	781.3831883568671	587.9486037936482	0.9649390000000002	19.741125	0.13974389999999998	0.0802058	0.09288063949999999	0.0316838985	-0.05615344110000002	-0.0210817877	-0.08596552689999999	0.0332453132	-0.10027007019999999	-0.013187616200000002	-0.10081811789999999	0.09353638939999999	0.052485639800000004	-0.0690166915	-0.0498940645	0.166252074	0.0028360853999999996	0.0087945695	-0.0075201667000000015	-0.012314399299999999	-0.0006376552	0.0039254454	0.0517319322	-0.0176811506	0.0686251962	0.0950490331	-0.0781026224	0.0117206149	-0.0948190218	0.0445725484	-0.014945415600000001	0.0354705034	0.0010392543	-0.0705265613	-0.155356734	0.0319955684	0.0075710918000000006	-0.0448510275	-0.1249876934	0.08362916299999999	-0.0452855629	0.0905475948	-0.0688420912	0.10042440039999999	0.027971914599999998	-0.0931185268	-0.034588261	0.043106562300000005	-0.0185321053	-0.0706545171	-0.007738895999999999	0.107612505	0.10695260029999999	0.105855755	0.1043264501	0.0	-0.0529347	-0.0029254000000000016	0.00280208246409	8.55796516000001e-06	0.0634697	-0.025479499999999992	0.0006492049202499994	0.004028402818090001	0.109289	0.02339540000000001	0.0005473447411600005	0.011944085521000002	0.0009919280000000002	0.0014334160000000005	2.054681429056001e-06	9.839211571840003e-07	-0.000422026	-0.00031701200000000003	1.00496608144e-07	1.7810594467599995e-07	0.000433238	-8.443999999999975e-06	7.130113599999958e-11	1.87695164644e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
702.0188958731769	2.2016249393692533	492830.5301629944	4.847152373652668	1109.4264404469561	-3.368703539706985	1230827.0267628036	11.348163538434367	705.8229206909959	1.2796170761706662	498185.99537276797	1.6374198616275646	782.5759628597517	605.6343607015892	0.881279	18.029579	0.1267269	0.0725921	0.010060820699999999	0.0653266002	-0.0813252571	-0.05490479980000002	-0.0460757563	-0.002156513	-0.13351214279999998	0.0695609514	-0.048235586500000004	0.0869519642	0.1452399292	-0.0175025004	-0.0279512779	-0.0045265072	-0.0572006459	-0.0693588849	0.0024401812	0.0508446781	-0.0457792792	0.0627607419	0.020667367	0.0334677722	-0.0243668202	-0.0624722742	-0.0290000387	0.10229025039999999	-0.009526880699999999	0.036536973	-0.0718798267	-0.0723684471	0.152984461	0.0287366525	-0.0920375592	0.1082224166	0.0052508586999999995	-0.000920806	-0.0971064439	0.08788199669999999	-0.0026723373	0.1341892585	0.0683959146	0.005608670600000001	0.0394072252	-0.011254024599999999	0.08028894980000001	-0.0640903801	-0.0546504305	-0.0678750454	-0.0071727514	0.1074687374	0.1063790877	0.1045711815	0.10205722539999999	0.0	-0.0498482	0.003086500000000006	0.00248484304324	9.526482250000036e-06	0.07802730000000001	0.014557600000000004	0.0002119237177600001	0.006088259545290001	0.0392023	-0.0700867	0.00491214551689	0.0015368203252900002	0.000490008	-0.0005019200000000002	2.5192368640000016e-07	2.40107840064e-07	-0.000572707	-0.000150681	2.2704763761e-08	3.2799330784899996e-07	0.000560559	0.00012732099999999996	1.621063704099999e-08	3.14226392481e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
701.0259728660385	-0.9929230071384154	491437.41463277576	0.9858960981047936	1115.2777748080796	5.851334361123463	1243844.5149808615	34.23811380566413	706.1364456373715	0.3135249463755372	498628.67985738046	0.09829789199978346	785.0646996536874	614.6355453915444	1.070902	21.908964	0.0991872	0.0509482	-0.08185406519999999	-0.0151606494	-0.028789317400000007	-0.0568240553	-0.0523328035	0.0064797401	0.0909411228	0.1008995303	0.042820235400000004	-0.006590742199999999	-0.020810443799999998	-0.1024110805	0.012818391200000001	0.0145913282	0.0198611964	-0.018519584	0.1245561146	0.0074612713	0.0355539438	-0.1326210762	0.0227952661	0.0402236963	-0.0425167388	0.0670355861	-0.0107651218	0.1337715801	-0.0132350549	-0.059924821600000004	-0.0528170196	-0.1202370819	0.0765688656	0.0242360001	-0.0284920635	-0.1081920944	0.0368976501	-0.011405160400000001	0.07849060570000001	-0.024450794100000003	-0.085068276	0.0452229621	-0.0180862553	0.055844443	-0.0581255699	0.037610183900000003	0.045399581900000006	0.015514210700000001	0.0792799538	0.0037266865	0.1217604279	0.1072891178	0.1056636333	0.10297271	0.0992434813	0.0	-0.033082199999999985	0.016766000000000003	0.0010944319568399997	0.0002810987560000001	0.0385408	-0.039486500000000015	0.0015591836822500006	0.00148539326464	0.0591491	0.019946799999999997	0.0003978748302399997	0.0034986160308099995	0.0009000239999999998	0.00041001599999999986	1.6811312025599994e-07	8.100432005759999e-07	-0.000622449	-4.974199999999997e-05	2.4742665639999972e-09	3.8744275760100003e-07	0.000560559	0.0	0.0	3.14226392481e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
699.7030917618189	-1.3228811042196185	489584.4166210484	1.7500144159013171	1107.8436947095008	-7.434080098578762	1227317.6519075977	55.2655469120848	706.3547185403937	0.21827290302223898	498936.9884042788	0.04764306019375576	785.1027481628571	601.7291119111281	0.860807	17.610741	0.033472450000000015	0.0205975	-0.027967205699999997	-0.0367365073	-0.0196483066	-0.011115484299999999	-0.0200863655	-0.028428483799999998	0.0590779393	0.023900598	0.0383587177	-0.0155432351	-0.013361779499999999	0.0215325379	0.0613796972	-0.0412168262	0.0316013548	-0.1537197242	0.0915276677	0.0112237084	0.1092472949	-0.028718884700000002	-0.0304201229	-0.0846719282	-0.0385602447	0.062356278700000004	-0.0036472045	0.0267417057	0.003741672	0.0185127332	0.0533152284	-0.0578254401	0.0077646512	0.014829223700000001	0.015049391899999999	0.024757316499999998	-0.0774908513	0.023889667000000003	0.0722920154	-0.0318252261	-0.00038684	-0.0026677226	0.0423421679	0.0706941375	-0.0202877893	0.128035865	0.048052721	-0.1010613378	0.022509926800000003	0.0086644011	0.0284401008	0.1070737061	0.1048071914	0.1010651385	0.09590023019999999	0.0	-0.0278393	0.005242899999999996	0.0007750266244899997	2.7488000409999944e-05	0.036555	-0.001985799999999996	3.943401639999983e-06	0.0013362680250000006	0.040513199999999985	-0.018635900000000004	0.0003472967688100001	0.0016413193742399995	0.000957077	5.705300000000005e-05	3.2550448090000057e-09	9.159963839290001e-07	-0.000717553	-9.510400000000003e-05	9.044770816000008e-09	5.14882307809e-07	0.000560559	0.0	0.0	3.14226392481e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
699.761193367186	0.05810160536714192	489665.7277426683	0.003375796546239096	1106.6049336403892	-1.2387610691116606	1224574.47915725	1.5345289863466645	704.7872188932739	-1.5674996471198028	496725.0239153156	2.4570551437207064	783.3511578657228	601.2137200878258	0.798612	16.338337	0.1545224	0.07736379999999997	-0.0359388224	-0.060802769699999995	-0.0077295754	-0.0224284211	0.013058668	-0.024149228300000002	0.0416063171	-0.0517462651	-0.0793599154	0.0286313073	0.0024562308	0.011147516000000001	0.0478341785	0.0072784386	-0.0049541793	-0.120213217	-0.0064238077	0.0006449129	0.1286068015	0.0595619436	0.1201070899	-0.046961225599999996	-0.0256840486	-0.022219219	0.0516117968	-0.0152684939	0.1357940494	0.0607496604	-0.0228173589	0.0707916662	-0.111488071	-0.0075139301	0.0817955472	0.058760814400000014	-0.12303662300000001	-0.021532681600000003	-0.0463611335	-0.0610593988	-0.0309940396	-0.0557707468	0.0561860068	0.0477892956	0.0369037379	0.029976151099999997	0.0282108146	-0.0487989833	0.053220484299999996	0.0044823052	0.0024132894	0.1068225743	0.103810905	0.0988541933	0.09204531	0.0	-0.0232126	0.004626700000000001	0.0005388247987599998	2.140635289000001e-05	0.0907751	0.054220100000000014	0.002939819244010001	0.008240118780010002	0.06095850000000001	0.020445300000000013	0.0004180102920900005	0.003715938722250001	0.000631927	-0.00032515	1.0572252249999996e-07	3.99331733329e-07	0.000112794	0.0008303469999999999	6.894761404089999e-07	1.2722486435999998e-08	0.000909668	0.000349109	1.21877093881e-07	8.274958702239998e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
699.1403812640434	-0.6208121031426117	488797.27271403203	0.3854076674083528	1106.27703186358	-0.3279017768090853	1223848.8712288926	0.10751957523455516	706.3277627750062	1.540543881732333	498898.90846674546	2.373275451542924	782.9383488885762	593.476152469036	0.920803	18.838173	0.08921943	0.045015	-0.023668935800000002	-0.0850129659	0.0134543502	0.043603080599999997	-0.067375297	-0.0202665421	-0.0361759185	-0.0625565335	0.0318305897	0.0028071551	-0.028495900600000002	0.0714770151	0.0081431936	0.1770891931	0.059420439299999996	0.0775529297	-0.031419848199999996	-0.0805031811	0.0098361968	-0.0363561639	0.0170070619	0.009169039300000001	-0.0012855247	0.0794118321	0.06741463980000001	-0.0371597339	-0.0567410233	-0.1418638342	0.0719917528	-0.0049274906	0.0520467284	0.1069019993	-0.058849205	-0.1664153507	-0.0265340307	-0.0189358575	-0.0035290019000000002	0.0896988386	0.0085334974	-0.1161039535	-0.0408866732	0.0380803881	-0.0286394391	-0.0477216866	-0.11371871789999999	0.0498975123	0.0679976119	-0.0171335278	-0.10032606320000001	0.10653580609999999	0.1026761034	0.096346511	0.0876992882	0.0	-0.033865	-0.010652400000000005	0.001146838225	0.00011347362576000007	0.0685916	-0.02218350000000001	0.0004921076722500004	0.00470480759056	0.0969364	0.03597789999999998	0.001294409288409999	0.00939666564496	0.000770086	0.000138159	1.9087909281e-08	5.93032447396e-07	-8.23246e-05	-0.0001951186	3.807126806595998e-08	6.777339765159999e-09	0.000834833	-7.483499999999997e-05	5.6002772249999975e-09	6.969461378890001e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
