global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28	motion_outlier29	motion_outlier30	motion_outlier31	motion_outlier32	motion_outlier33	motion_outlier34	motion_outlier35	motion_outlier36	motion_outlier37	motion_outlier38	motion_outlier39	motion_outlier40	motion_outlier41	motion_outlier42	motion_outlier43	motion_outlier44
671.7792773692016	n/a	451287.3975026867	n/a	894.1186069593283	n/a	799448.0833108899	n/a	709.5911433582418	n/a	503519.5907324568	n/a	696.961806032836	538.7773689063774	n/a	n/a	n/a	n/a	-0.11143213269999999	0.0194125721	0.18203187129999998	-0.0032060941999999997	-0.0742843844	0.104210014	0.053641628499999996	-0.0404350758	0.050900769900000004	-0.048590705	0.01339285	-0.09286841970000001	0.0695194192	-0.12835394460000002	0.024266788900000003	-6.40256e-05	0.018251659099999998	-0.1143276709	0.0361816442	-0.0008222161	0.11250323	0.1124865505	0.11245875300000001	-0.130948	n/a	0.017147378704000002	n/a	-0.07086190000000002	n/a	n/a	0.005021408871610003	-0.383562	n/a	n/a	0.147119807844	0.000969255	n/a	9.39455255025e-07	n/a	-0.000299543	n/a	8.972600884899998e-08	n/a	-0.00232837	n/a	n/a	5.421306856900002e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
669.5137738516868	-2.265503517514844	448248.6933771276	5.1325061878721305	875.1467449232007	-18.97186203612761	765881.8251496737	359.9315491178604	709.3579354739512	-0.2332078842905503	503188.6806198664	0.054385917295274686	695.3403035972838	536.5842545162886	0.647462	17.507786	0.24203730000000004	0.123827	-0.10755847980000001	0.058645262000000004	0.0902665284	0.0167047123	-0.0554759529	0.09156171369999999	0.0475828289	-0.0048222872	0.0499397489	-0.0155702391	-0.0388479272	-0.0494285094	-0.0218099287	-0.109772113	0.0264369969	0.0097363164	-0.0102131552	-0.0469262769	-0.0082313613	-0.029043547799999996	0.11245875300000001	0.1123086861	0.11205872300000001	-0.11539700000000006	0.015550999999999954	0.013316467609000012	0.00024183360099999857	-0.0182462	0.05261570000000002	0.0027684118864900018	0.00033292381444000003	-0.357215	0.02634700000000001	0.0006941644090000005	0.127602556225	-0.00105132	-0.002020575	1.1052737423999995e-06	4.0827233306250015e-06	-9.3666e-05	0.000205877	8.773319556000001e-09	4.2385339128999985e-08	-0.00160435	0.0007240200000000001	5.242049604000002e-07	2.5739389225e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
667.8387369547556	-1.6750368969311469	446008.5785773233	2.8057486060807246	870.8183369251308	-4.328407998069906	758324.5759250504	18.735115797755533	708.1399564466274	-1.2179790273238496	501462.19791623135	1.4834729110007507	694.6626804871946	531.1604141142558	0.528085	14.279754	0.07384832499999998	0.0407725	-0.11190982699999999	0.059610207199999994	0.0615358079	0.0368491451	-0.0809584584	0.0804843575	0.0698956001	-0.0256741556	0.0096866981	-0.0395098931	-0.0203221193	0.0692601805	-0.0110076898	-0.1203558161	0.0132155097	0.0347934889	0.017003548400000002	-0.033211447000000005	0.0196718126	-0.0254310385	0.1123698164	0.11195323859999999	0.1112600859	-0.111153	0.004244000000000053	0.012354989409	1.8011536000000448e-05	-0.0544656	-0.0362194	0.00131184493636	0.0029665015833599995	-0.350239	0.006976000000000039	4.866457600000053e-05	0.12266735712099998	-0.000629249	0.00042207099999999983	3.95954304001e-07	1.7814392904099988e-07	1.24415e-05	0.0001061075	1.5479092225000003e-10	1.1258801556250005e-08	-0.00160435	0.0	0.0	2.5739389225e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
667.5254539337508	-0.3132830210048496	445590.23164946	0.09814625124992504	867.0756951268538	-3.742641798276964	751820.2610797167	14.007367630209824	707.5865962376155	-0.5533602090118848	500678.7911751343	0.3062075209176768	693.1373859457965	532.6875869789245	0.497916	13.463961	0.06850796	0.0326165	-0.1050286324	0.0672441082	0.055950881200000004	0.0409859047	-0.0766505093	0.045576711900000004	0.0820497469	-0.024815389700000003	0.032857523	0.006942618199999999	-0.0012442687	0.0410924956	0.0102769768	-0.10140299369999999	0.0125602009	0.0569001329	0.017613460900000003	-0.0266794118	-0.0197010563	-0.0182349537	0.11223645550000001	0.1114207701	0.1100656827	-0.119791	-0.008638000000000007	0.014349883681000004	7.461504400000011e-05	-0.031774000000000004	0.022691599999999992	0.0005149087105599996	0.0010095870760000003	-0.334162	0.016076999999999952	0.00025846992899999845	0.111664242244	-0.000466849	0.00016240000000000002	2.17947988801e-07	2.637376e-08	1.77987e-05	5.3571999999999984e-06	3.1679372168999997e-10	2.8699591839999985e-11	-0.00135008	0.00025427	6.46532329e-08	1.8227160064e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
665.5068333052961	-2.018620628454641	442899.3451760432	4.074829241622612	868.5191987496378	1.4435036227839646	754325.5985967128	2.0837027089904305	707.8868809535334	0.30028471591788275	501103.8362261219	0.09017091061388356	693.4252455222404	528.2512805436484	0.545666	14.755148000000002	0.05733051500000001	0.0298306	-0.1172148983	0.09924666130000001	0.0496113105	0.0344071523	-0.0741714841	0.0492187634	0.06956553759999999	-0.0071071998	0.029252878700000002	0.0700618064	-0.006540231	0.0414296677	0.014306286299999997	-0.11130642859999999	0.0117551645	0.0456052624	0.0176972534	-0.004124403400000001	-0.0798017502	0.007936202600000001	0.11205872300000001	0.1107121224	0.1084797619	-0.116362	0.003429000000000016	0.013540115043999998	1.1758041000000105e-05	-0.013917400000000005	0.017856599999999997	0.00031885816356	0.00019369402276000014	-0.331876	0.0022860000000000107	5.225796000000047e-06	0.110141679376	-0.000926368	-0.00045951900000000003	8.58157671424e-07	2.11157711361e-07	-3.45206e-05	-5.2319299999999985e-05	1.1916718243599994e-09	2.737309152489999e-09	-0.00118674	0.0001633400000000001	2.6679955600000037e-08	1.4083518275999996e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
664.0941629644137	-1.4126703408824142	441021.05728340533	1.995637492008836	863.3281466312509	-5.191052118386891	745335.4887657507	26.947022095809047	708.4946405676027	0.6077596140693231	501964.65571301646	0.3693717484936926	693.7269284712016	517.7871371969919	0.5385270000000001	14.562095	0.06801917000000003	0.039643	-0.11090077289999999	0.1036554747	0.0267169641	0.052465761900000005	-0.050189735	0.071492184	0.059661524800000004	-0.06827031759999999	0.0251866627	0.0524766807	-0.0150898944	-0.048718565	-0.0032323796000000003	-0.1123988884	0.0316673469	0.0247752452	0.039279267400000005	-0.0172152889	-0.0984008361	-0.0259859748	0.1118366891	0.10982841609999999	0.1065079649	-0.118081	-0.0017189999999999985	0.013943122561	2.9549609999999937e-06	-0.0466176	-0.0327002	0.00106930308004	0.0021732006297600004	-0.319196	0.012680000000000023	0.00016078240000000062	0.101886086416	-0.000981662	-5.529399999999989e-05	9.636602822439998e-07	3.0574264359999884e-09	-0.000383346	-0.0003488254	1.46954155716e-07	1.2167915968515998e-07	-0.00120102	-1.4279999999999978e-05	2.039183999999994e-10	1.4424490403999996e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
666.1262530394653	2.032090075051542	443724.18498839776	4.129390073122981	864.437527531377	1.109380900126098	747252.2390045602	1.2307259815645912	707.4967189596942	-0.997921607908438	500551.6073387326	0.9958475355305624	693.6125904251527	524.9875606599857	0.612554	16.563829000000002	0.0673051	0.0386877	-0.1193691946	0.0676907552	0.0371460816	0.042829262699999995	-0.074868013	0.032401539300000004	0.08743535029999999	-0.0301516993	0.0288065252	0.0081136953	-0.012606238200000001	-0.0023864853	0.0070235062	-0.0983121867	0.0101784511	0.061406091600000004	0.0393000524	-0.0428259329	-0.0064666835	-0.024414655099999998	0.1115704417	0.1087710484	0.1041573055	-0.115017	0.0030639999999999834	0.013228910289000004	9.388095999999898e-06	-0.0243819	0.0222357	0.00049442635449	0.0005944770476100001	-0.350166	-0.03097	0.0009591408999999998	0.122616227556	-0.00104783	-6.616800000000013e-05	1.0979477089e-06	4.378204224000017e-09	-0.000383346	0.0	1.46954155716e-07	0.0	-0.00104648	0.00015453999999999989	2.3882611599999965e-08	1.0951203904e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
668.1645097076461	2.0382566681807934	446443.8120328591	4.154490245383467	870.6835195747992	6.245992043422233	758089.7912591598	39.01241660649386	708.8243482660823	1.3276293063880755	502431.9566948364	1.7625995751804833	694.5181255213213	520.3038001868197	0.68106	18.416298	0.18735355	0.10367	-0.08670278210000001	0.0550772844	0.0571750892	0.0190205423	-0.0589092143	0.068992318	0.0638315152	-0.0404738684	0.0502055855	-0.027519843999999998	0.046167374000000004	-0.049149888600000004	0.0121490092	-0.0978291205	0.019660113700000002	0.0254557569	0.023210388999999998	-0.06750201389999999	-0.0040410094	0.0065128853	0.1112600859	0.1075416914	0.1014361455	-0.112245	0.0027719999999999967	0.012598940025000005	7.683983999999984e-06	-0.0403047	-0.015922799999999997	0.0002535355598399999	0.0016244688420899997	-0.253958	0.09620799999999996	0.009255979263999993	0.06449466576400001	-0.000379444	0.0006683860000000001	1.43977749136e-07	4.46739844996e-07	0.000120973	0.000504319	1.4634466729e-08	2.54337653761e-07	-0.00077017	0.00027631	7.63472161e-08	5.931618289e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
673.9760938840807	5.8115841764346206	454243.77512724313	33.774510639785284	878.969295792211	8.285776217411808	772587.0229454555	68.65408752502711	709.8527335408229	1.0283852747405715	503890.9033153785	1.0575762733032412	697.8656739886003	542.8758467855779	1.606755	43.447651	0.7482764000000001	0.418709	0.033348061	-0.1030096659	0.0073443884	-0.037592394700000004	0.0320792279	-0.0090657395	-0.0277994702	-0.1246223645	0.14727041300000002	-0.0477121161	-0.0761658105	-0.1454206508	0.047726222	0.0448127403	-0.013906705600000001	-0.0329894825	0.0454157332	-0.1742577907	-0.0343904399	-0.1222189082	0.11090574460000001	0.1061422889	0.09835416429999999	-0.170932	-0.05868699999999999	0.029217748624	0.003444163968999999	0.110731	0.15103570000000002	0.02281178267449	0.012261354361000001	0.125144	0.3791020000000001	0.14371832640400006	0.015661020736	0.0007517869999999999	0.0011312310000000001	5.651836933689998e-07	1.279683575361e-06	-0.00098802	-0.001108993	9.761835204e-07	1.229865474049e-06	-0.00171898	-0.00094881	9.002404160999998e-07	2.9548922404e-06	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
671.9912597154238	-1.9848341686569029	451572.2531339221	3.9395666770679383	870.4510355824605	-8.518260209750565	757685.0053465778	72.56075700101974	708.7823424646118	-1.0703910762110809	502372.40898962226	1.145737056032316	696.8693492045911	546.0171763585372	0.802933	21.711809	0.24704565	0.157712	0.0723717329	-0.1157368852	-0.0411562226	0.0154825522	0.031208506	-0.0958105854	-0.0445120483	-0.11030640050000001	0.1409555544	-0.08431438470000001	-0.011845996999999999	0.0425460237	0.0424138391	0.0901774492	-0.0605129862	0.0026619824	0.053419290700000004	-0.162225114	0.0008453772999999999	-0.0724321988	0.1105075577	0.1045750536	0.09492232490000001	-0.202698	-0.03176599999999999	0.041086479203999986	0.0010090787559999992	0.0420672	-0.0686638	0.00471471743044	0.00176964931584	0.261666	0.136522	0.018638256484	0.06846909555599999	0.0005630930000000001	-0.00018869399999999975	3.170737266490001e-07	3.5605425635999916e-08	-0.000994803	-6.783000000000006e-06	9.89633008809e-07	4.600908900000008e-11	-0.00171258	6.399999999999939e-06	4.095999999999922e-11	2.9329302564e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
