global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28
650.5606042525458	n/a	423229.0998054375	n/a	859.8204417411946	n/a	739291.192036023	n/a	684.6928473933997	n/a	468804.29527168133	n/a	683.7863465393274	530.9447398202659	n/a	n/a	n/a	n/a	-0.0346149988	-0.0014050585	-0.1309252821	-0.010296924	-0.0289619448	-0.045645519800000006	-0.1032983049	0.0452539463	0.020448755	-0.1423869434	0.106760245	-0.046934654000000006	0.045176493600000006	-0.1510668418	0.024376921699999998	-0.1461187816	0.1383010545	-0.029301790699999997	0.025503069399999998	-0.065562932	0.0693671641	-0.0612121592	-0.0144752977	-0.0663182381	0.1011100184	-0.0189889385	0.1182429589	-0.18419320329999997	0.084381266	-0.0406960775	0.0079304653	-0.1214635204	0.2095092014	-0.0487797041	0.021392793900000002	0.107516234	0.10750293820000001	0.1074807797	0.10744976029999999	0.054560800000000007	n/a	0.0029768808966400013	n/a	-0.0533616	n/a	n/a	0.0028474603545599994	-0.246274	n/a	n/a	0.06065088307599997	0.00200253	n/a	4.0101264009000005e-06	n/a	-0.000526157	n/a	2.76841188649e-07	n/a	0.0	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
647.1523404806981	-3.4082637718477145	418806.1517896454	11.61626193848961	846.4792335349017	-13.341208206292892	716527.0928058347	177.98783640365676	683.9856383065458	-0.7072090868539362	467836.3534096128	0.5001446925287784	680.9068067523815	536.807459619656	0.7677469999999998	19.076277	0.04731015	0.0229174	-0.0576799724	0.0186231448	-0.0627185946	-0.0008820537	-0.0226131544	-0.0377341069	-0.0813626484	0.0467391828	-0.059591447199999995	-0.179326602	0.0592087903	-0.0627997649	-0.0895697858	-0.21630647190000002	-0.0605116425	-0.1399543722	0.1418769415	-0.1129071827	0.0427792553	0.0425603787	0.061993648	0.0663047455	-0.008733082	-0.06054022150000001	0.053899660099999996	0.07185705860000001	0.1498273479	-0.1626730633	0.0245064865	0.0364277935	0.0880240297	-0.13875856539999998	0.1085887294	-0.10826101710000001	0.0605953064	0.1074807797	0.10736115	0.1071618658	0.1068830749	0.0617992	0.007238399999999992	0.00381914112064	5.2394434559999876e-05	-0.06953480000000001	-0.016173200000000013	0.0002615723982400004	0.004835088411040001	-0.241857	0.00441699999999995	1.9509888999999547e-05	0.05849480844900001	0.00198005	-2.248000000000007e-05	3.9205980025000005e-06	5.053504000000031e-10	-0.0007318369999999999	-0.00020568	5.35585394569e-07	4.2304262399999984e-08	0.000161471	0.000161471	2.6072883841e-08	2.6072883841e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
647.2032689682231	0.05092848752508417	418872.0713631542	0.0025937108415926536	847.6421321591521	1.1628986242503745	718497.1842113135	1.3523332102834131	684.266076068335	0.2804377617892442	468220.0628579564	0.07864533823736086	681.01452208264	524.8205802801718	0.913594	22.700153	0.26500295	0.153699	-0.0095673684	-0.0125088757	-0.056568025	-0.026631929900000004	-0.0445263914	-0.0675397422	-0.0545598837	0.06257082950000001	-0.062478075599999995	-0.0022878952	-0.012881395600000001	-0.0705488451	0.0220011945	-0.060002038099999995	-0.022516946200000002	0.052994393099999995	0.0732005614	0.0024217473000000002	-0.0057505690000000005	-0.1453970553	-0.10304576859999999	-0.013917489299999999	-0.037301459599999996	-0.043735496900000004	0.07980890980000001	0.07125318929999999	-0.0011437868	-0.0321396169	-0.0075830030000000005	0.0296030392	0.0245386617	0.08033715400000001	-0.058413526500000014	0.012017502900000001	0.1656264267	0.1074098827	0.1070777606	0.1065249843	0.10575269279999999	0.056138	-0.005661199999999997	0.0031514750439999998	3.204918543999998e-05	0.047038800000000006	0.1165736	0.013589404216960005	0.0022126487054400005	-0.148329	0.09352800000000004	0.008747486784000006	0.022001492240999995	0.0024789	0.0004988499999999999	6.144945210000001e-06	2.488513224999999e-07	-0.000520059	0.00021177799999999992	2.70461363481e-07	4.4849921283999975e-08	0.000435646	0.000274175	7.517193062499999e-08	1.8978743731600002e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
648.3393931281705	1.1361241599473717	420343.96868180437	1.2907781068161206	842.487812378693	-5.1543197804591045	709785.7140066358	26.567012399231988	683.9258316870961	-0.34024438123890377	467754.54324888607	0.1157662389646445	680.7955884845536	519.8300504929368	1.093422	27.168371	0.3701381	0.234481	0.041184651	-0.05857735240000001	-0.022016285299999997	0.026764296	-0.0769981825	-0.0581281957	-0.0074572269	0.11595818769999999	-0.049252602300000003	-0.0436308399	-0.062473253	-0.09184495449999999	-0.0959899392	0.084058737	0.0937529211	-0.0084426521	-0.1320268274	0.0716975025	0.0125140036	0.0663428679	-0.0451432687	-0.0612699853	-0.0301764513	0.047671084100000004	0.1148155335	0.0566591341	0.0240844295	0.046426042	-0.0051239101	0.12815124519999999	0.055123415599999996	0.14220629999999998	0.0023799315	-0.0090300213	-0.0908740667	0.10730356630000001	0.1066531437	0.1055720249	0.1040645756	0.0802687	0.0241307	0.006443064199689999	0.0005822906824899999	0.0419898	-0.005049000000000005	2.549240100000005e-05	0.00176314330404	0.0710522	0.2193812	0.04812811091344	0.005048415124839999	0.00158994	-0.00088896	2.5279092036e-06	7.902498816000002e-07	0.0006850510000000001	0.00120511	4.692948726010002e-07	1.4522901121000005e-06	0.0007731199999999998	0.00033747399999999977	1.1388870067599983e-07	5.977145343999997e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
643.7894224369281	-4.549970691242379	414464.8204416735	20.702233291164653	837.6457201017618	-4.8420922769312265	701650.352404799	23.445857618317017	682.6230692889156	-1.302762398180448	465974.2547254197	1.6971898661128726	678.9072549248297	507.01745127064726	1.103703	27.423824	0.3727112	0.190297	0.0053532223	-0.0208387241	0.01479586	0.011608441499999999	-0.0029702009000000004	-0.0089411997	0.0069839535999999995	0.025425849500000004	-0.0251870754	-0.0913402113	-0.0859417849	0.0273883681	0.0078816033	0.014471709199999997	-0.0274722462	0.0630522442	0.0901584852	0.10559880710000001	-0.0001118261	0.0477980647	0.0173779148	-0.0407521224	-0.0133092552	0.0141761967	-0.0047779571	0.0570105129	0.0788572427	0.0898646458	0.04421461	0.0679741412	-0.0377296384	-0.0143177097	-0.0077331132	-0.061940587699999994	0.0771594687	0.1071618658	0.10608785949999999	0.1043058152	0.10182762640000001	0.051027800000000005	-0.029240899999999993	0.002603836372840001	0.0008550302328099996	-0.10873	-0.1507198	0.02271645811204	0.011822212899999998	-0.0298898	-0.100942	0.010189287364	0.0008934001440399998	0.00246576	0.00087582	6.0799723776e-06	7.670606724000002e-07	0.000121015	-0.0005640360000000001	1.4644630225e-08	3.181366092960001e-07	0.000376806	-0.00039631399999999977	1.570647865959998e-07	1.41982761636e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
644.7310897364345	0.9416672995063208	415678.1780727303	0.8867373029595269	838.305482886994	0.6597627852322603	702756.0826383962	0.4352869327774296	681.2288379433415	-1.394231345574099	464072.72964563547	1.9438810449813615	679.4969994856183	515.0989085186164	0.683629	16.986204	0.08623863999999999	0.0573171	0.0158131502	-0.0257552064	0.003640161	0.015174239099999999	-0.0199929966	0.0105343611	0.038022456499999996	0.0022494006	-0.0129135011	-0.0016446257999999999	-0.007880535	-0.0746888409	-0.0383617321	-0.010601987700000001	-0.1222437435	0.0026987548999999997	-0.0066650233	-0.0753489544	-0.0625013327	0.1370223511	0.024231853900000003	-0.0905901592	0.0062217393	0.032927588	-0.007311421899999998	0.0154940052	0.0084042536	-0.0522847059	-0.0368118408	0.09066694859999999	0.0158315864	-0.0329752136	-0.0955887169	-0.0878041038	-0.0399487217	0.1069848277	0.1053826534	0.1027301122	0.09905364259999999	0.0510185	-9.300000000003751e-06	0.00260288734225	8.649000000006973e-11	-0.0562591	0.0524709	0.0027531953468099995	0.00316508633281	-0.0298656	2.4199999999998528e-05	5.856399999999287e-10	0.0008919540633599998	0.001987	-0.00047876	3.948169e-06	2.292111376e-07	-7.49098e-05	-0.0001959248	5.6114781360399995e-09	3.838652725504e-08	0.000376806	0.0	0.0	1.41982761636e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
643.5703178505495	-1.1607718858849694	414182.75401825726	1.3473913710609484	837.5974798234389	-0.7080030635551111	701569.5382065761	0.5012683380034227	679.9993679709572	-1.2294699723843223	462399.14044090133	1.5115964129947064	677.7751805653531	516.2231235439708	0.6913779999999999	17.178735999999994	0.12738678	0.0588023	-0.005958363100000001	-0.0069148583	0.017086968600000002	0.0100919559	0.0076056967	0.057049653799999996	0.0420197487	-0.0574265962	-0.0169169918	-0.0332695286	-0.0660809524	-0.0375848876	-0.09675208310000001	0.0805484734	0.0684012291	-0.1337084334	-0.0479192519	-0.0109428438	-0.0278216944	-0.018666295700000002	-0.0001135991	-0.0266879332	0.0345257682	0.022888136400000002	-0.0741425591	-0.0032782846	0.0251640479	0.0668058045	-0.014851742099999999	0.1159961632	-0.0069396439	0.049881465599999994	0.0328983747	0.0505156749	-0.1450882278	0.10677251060000001	0.10453845560000001	0.1008495915	0.0957572542	0.0289409	-0.022077600000000003	0.0008375756928099999	0.0004874204217600001	-0.02754	0.028719099999999997	0.0008247867048100001	0.0007584515999999999	-0.0690494	-0.039183800000000005	0.0015353701824399998	0.00476781964036	0.00210849	0.00012149000000000015	4.445730080100002e-06	1.4759820100000033e-08	-0.00028938900000000003	-0.0002144792	8.3745993321e-08	4.600132723264001e-08	-3.53504e-05	-0.0004121564	1.6987289806095998e-07	1.24965078016e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
643.7690179463732	0.1987000958237104	414438.5484676378	0.039481728080351684	836.6057828677898	-0.991696955649104	699909.2359278274	0.9834628518437009	682.0090881676745	2.00972019671724	465136.39634330274	4.03897526909318	679.1970604562398	510.12612187167855	0.7712899999999999	19.164312	0.14585322	0.07999549999999997	0.0121354197	-0.0002647982	0.0313144765	-0.0328232025	0.0340278673	0.0050114434	-0.0149143088	-0.017113461899999998	-0.0386567752	0.0271262518	-0.1380712194	0.0738005455	-0.0844478082	0.1167469309	0.0663623186	-0.0889708208	-0.1012794385	-0.053736861399999995	-0.053303375	0.0421318152	-0.0276634248	0.0024143879	0.0027617760999999997	-0.0167840639	-0.0180473945	0.0642865766	-0.0224522056	0.16178825689999998	-0.0047264448	0.0415486577	-0.0033683386	0.028218562599999997	-0.0042941166999999995	0.015493763600000003	-0.1938795341	0.1065249843	0.10355637949999999	0.0986698327	0.0919558462	0.00960508	-0.01933582	9.22575618064e-05	0.0003738739350723999	0.0114394	0.038979400000000004	0.00151939362436	0.00013085987235999998	-0.0852584	-0.016209	0.00026273168100000003	0.007268994770559999	0.000771271	-0.0013372190000000002	5.948589554410001e-07	1.7881546539610004e-06	-0.00037875	-8.936099999999999e-05	1.434515625e-07	7.985388320999998e-09	-3.53504e-05	0.0	0.0	1.24965078016e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
641.1697022993624	-2.599315647010826	411098.587146653	6.75644183279531	829.6971591786206	-6.90862368916919	688397.3759490735	47.72908127854971	683.1693700901072	1.1602819224327732	466720.3882293139	1.346254139524292	679.4462694433188	505.43197494838586	0.847424	21.056025	0.21205585	0.107891	0.041977877999999996	-0.009945616	0.0757003147	0.0037331883000000002	0.0017367498000000002	-0.049531184699999994	-0.0169918584	0.0764117978	-0.039134163300000004	0.0785772944	-0.0670583114	-0.0683693281	0.0375445948	0.0045668667999999996	-0.059200795599999995	-0.0339838271	-0.0083380675	-0.1576596466	-0.12824858890000002	-0.028663920899999997	0.0813274392	0.0820276131	-0.0355515477	0.0017421160000000002	0.06354681969999999	0.0750802253	-0.08444131029999999	0.051098767	0.038848962599999995	0.0153449706	0.01397012	0.0259564711	-0.1140340168	-0.0665365497	-0.0289432426	0.10624233050000001	0.10243772039999999	0.09619730359999999	0.08766946710000001	0.0294583	0.01985322	0.0008677914388899997	0.00039415034436839986	0.0459027	0.0344633	0.0011877190468900002	0.00210705786729	0.00387791	0.08913631	0.0079452817604161	1.50381859681e-05	-5.1264e-05	-0.000822535	2.6279976959999995e-09	6.76563826225e-07	-0.000700197	-0.00032144699999999993	4.902758388089999e-07	1.0332817380899995e-07	0.000192728	0.0002280784	5.201975654656e-08	3.7144081983999996e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
640.6566657904373	-0.5130365089250972	410440.96342172	0.2632064594900513	825.7139491336158	-3.983210045004853	681803.5257938314	15.865962262627564	681.6720267717843	-1.497343318322919	464676.7520831522	2.2420370129262905	679.0850915589326	500.3113891497895	0.927919	23.056099	0.2760398800000001	0.142086	0.019226542	-0.0078777687	0.0873486789	0.0076483528	0.05806762	0.0044631346	0.0132536452	-0.0109516793	-0.0397304457	0.0033741613	-0.0482159346	5.452840000000001e-05	0.0427079869	0.1133835683	-0.072348361	-0.04531591099999999	-0.0460523221	-0.0369588773	0.0055792638	-0.1653119632	-0.0552970595	0.1484809534	0.0031551696999999996	0.0024155495	-0.027975791200000003	0.027691857799999997	-0.0408309221	0.0017903435999999996	0.0683069571	0.0533190167	-0.07414007660000001	-0.07590997669999999	-0.0707682351	0.1350629576	-0.0169314037	0.1059246424	0.1011839538	0.0934393406	0.0829207229	0.012090600000000005	-0.01736769999999999	0.00014618260836000012	0.00030163700328999973	-0.0317909	-0.0776936	0.006036295480960001	0.0010106613228099998	-0.08751560000000001	-0.09139351	0.008352773670120103	0.0076589802433600015	0.00146005	0.001511314	2.1317460025e-06	2.2840700065960005e-06	-0.000752506	-5.230900000000006e-05	5.66265280036e-07	2.7362314810000057e-09	-3.53504e-05	-0.0002280784	5.201975654656e-08	1.24965078016e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
