global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28	motion_outlier29	motion_outlier30
776.801869883569	n/a	n/a	603421.1450546093	875.0073301508996	n/a	n/a	765637.8278178055	835.6270886707903	n/a	698272.6313204208	n/a	818.8264569340677	636.4812952520385	n/a	n/a	n/a	n/a	-0.0339925249	-0.020315128000000002	0.0345044084	-0.0849282583	0.0957000369	-0.1702554732	-0.055125424699999995	-0.1163020897	-0.0079748567	0.0237880953	0.1122251886	-0.1353187877	0.0238112484	-0.0169063645	0.0634122175	-0.0524042682	0.0320122497	-0.0097305415	0.0418215939	-0.027581615	0.0464709292	-0.06834092559999999	0.0056317669	-0.0946220115	0.0176355108	0.0748195757	-0.013058043899999998	0.015701297700000002	0.1351888507	-0.1532699324	0.0175359917	-0.05634903650000001	0.0350394497	-0.0692245842	0.1191597417	-0.011735544099999998	0.0030738671	-0.07719168400000001	0.0264198486	0.11250323	0.1124865505	0.11245875300000001	0.0327145	n/a	n/a	0.00107023851025	-0.0395152	n/a	n/a	0.0015614510310400002	-0.127641	n/a	n/a	0.016292224881	0.00283214	n/a	n/a	8.021016979599999e-06	0.000997686	n/a	n/a	9.95377354596e-07	-0.000121083	n/a	1.4661092888999998e-08	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
776.373928986951	-0.4279408966179972	0.1831334109982153	602756.4776106352	863.4165381000688	-11.59079205083083	134.34646036560312	745488.1182647076	835.1567917766231	-0.470296894167177	697486.8668506218	0.2211791686632929	815.8981689210221	642.9981538916106	0.7354350000000001	15.036322	0.05289340000000002	0.0300933	-0.0418186317	-0.0125569571	0.0590908257	-0.055325530199999993	0.0432438557	-0.0887593887	-0.041179633199999996	-0.12342613220000001	-0.010157167199999999	0.055512627	0.1118523536	-0.1073049675	0.0044324676	-0.0648028172	0.0672387338	0.013030718500000002	0.0296985866	-0.0104654995	-0.08848302820000001	-0.013562936599999999	-0.1333692688	-0.0131839969	0.0332938304	-0.1256012488	-0.0474672774	-0.050645614500000005	-0.0120975798	-0.022111094300000002	0.1170754544	-0.0877727059	0.0086732551	-0.0600075022	0.10560026900000001	-0.015750414	-0.0042976569	0.062358390599999994	-0.0689751573	0.012436621799999999	-0.0411369817	0.11245875300000001	0.1123086861	0.11205872300000001	0.0294416	-0.0032729000000000018	1.0711874410000014e-05	0.0008668078105599999	-0.0664232	-0.026907999999999998	0.0007240404640000001	0.00441204149824	-0.127642	-1.000000000001e-06	1.0000000000020003e-12	0.016292480164000003	0.00260919	-0.00022295	4.970670249999999e-08	6.8078724561e-06	0.000887489	-0.00011019700000000004	1.2143378809000006e-08	7.876367251209998e-07	4.235169999999998e-22	0.000121083	1.7936664928899987e-43	1.4661092888999998e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
777.0273810303113	0.6534520433602893	0.4269995729717374	603771.5508708246	862.0049851425508	-1.4115529575179837	1.992481751877766	743052.5944106092	836.9336532633838	1.7768614867607084	700457.939964794	3.157236743133476	818.0437476875337	647.305705582026	0.712792	14.573373000000002	0.16141845	0.106779	-0.0419822142	0.0022142464999999997	0.0632891788	-0.0483729938	0.029316237599999996	-0.0202153044	-0.09105169369999999	-0.0810905634	0.0275620363	0.0206217849	0.0181131716	-0.0820171671	0.0333443906	-0.039615052799999995	0.0729519692	-0.005921965	-0.027005868399999997	-0.0455900605	0.010501842800000001	0.0400918122	-0.018585148	0.026690793799999998	0.0467278011	-0.1125386951	-0.0599195344	-0.0174580171	-0.0334931878	0.0073922669	0.026758423700000002	-0.0908956615	0.0324222746	0.050897699000000005	0.09348568039999999	-0.068931347	0.009534523199999999	-0.0033332878	-0.0462527992	-0.0097789342	0.0764057419	0.1123698164	0.11195323859999999	0.1112600859	0.0310215	0.0015798999999999989	2.4960840099999957e-06	0.0009623334622499998	0.0137355	0.0801587	0.006425417185689999	0.00018866396025	-0.114866	0.012775999999999996	0.00016322617599999988	0.013194197956000004	0.00137504	-0.00123415	1.5231262225e-06	1.8907350016e-06	0.000783562	-0.00010392699999999997	1.0800821328999994e-08	6.13969407844e-07	0.0	-4.235169999999998e-22	0.0	1.7936664928899987e-43	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
776.0213533581014	-1.0060276722099388	1.0120916772521482	602209.1408677392	858.0744448009775	-3.930540341573305	15.449147376735196	736291.7528205058	837.9664388940033	1.0327856306195144	702187.7527126974	1.066646158814148	818.6216574168312	647.2935045675002	0.77673	15.88061	0.09256055	0.055210400000000014	-0.040011975299999995	0.0061468576	0.07171573219999999	-0.04570868980000002	-0.0094313065	0.0628326936	0.0540124496	0.0301679188	0.0633907838	-0.009725123399999999	-0.0624648395	0.0031586684999999996	0.0744245125	-0.1255717917	-0.0081458552	-0.0543598558	-0.0703466065	0.0197794122	-0.0093840052	-0.0146363764	0.0319610668	-0.0160198257	0.010227828000000001	-0.1113005377	-0.0520527069	0.0321548948	-0.052247545199999995	0.0056125831000000004	-0.07967801349999999	-0.0036203346	0.061830946	0.0456422942	0.0547401994	0.08303135639999999	-0.013592730700000001	-0.0772047857	-0.0387408498	0.0190311251	-0.006249571999999999	0.11223645550000001	0.1114207701	0.1100656827	0.0317075	0.0006860000000000027	4.7059600000000353e-07	0.00100536555625	-0.0344031	-0.0481386	0.00231732480996	0.00118357328961	-0.0899708	0.02489520000000001	0.0006197709830400003	0.008094744852640001	0.00162721	0.0002521700000000001	6.358970890000006e-08	2.6478123841e-06	0.000783563	1.0000000000157452e-09	1.0000000000314906e-18	6.139709749690001e-07	-0.000124644	-0.000124644	1.5536126736000002e-08	1.5536126736000002e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
774.3859857770598	-1.635367581041578	2.674427125121782	599673.6549679086	855.7007017013252	-2.3737430996523017	5.634656303146918	732223.6908921405	837.5623115689006	-0.4041273251027633	701510.62576064	0.16331889489471452	819.1378122147777	640.4206401094995	0.7338779999999999	15.004473999999998	0.05648191	0.032133	-0.036097248900000004	-0.006535323199999999	0.048230538899999995	-0.0279923111	-0.0167627425	0.0088282738	0.08998631720000001	0.0015384220999999998	0.0461376243	0.0063504155000000005	-0.046070163399999996	0.029975995499999998	0.016125091299999998	0.0020406628	-0.0993442133	0.039203767599999995	0.0237811802	-0.0779265775	0.0170266407	-0.0179781275	-0.0112022761	0.0133688503	0.1278985667	-0.040586681299999997	0.0529914133	0.0793836787	-0.0392859942	-0.016799081599999998	-0.0554846707	0.0198978707	0.0102042502	-0.07290974559999999	-0.0363215504	0.0704280446	0.0352364989	0.0292884264	0.0145904595	-0.026178282	0.0421160533	0.11205872300000001	0.1107121224	0.1084797619	0.0238128	-0.007894700000000001	6.232628809000003e-05	0.0005670494438399999	-0.00611669	0.02828641	0.0008001209906880999	3.74138965561e-05	-0.08101069999999999	0.008960100000000012	8.028339201000023e-05	0.0065627335144899995	0.00152504	-0.00010216999999999997	1.043870889999999e-08	2.3257470016e-06	0.000783563	0.0	0.0	6.139709749690001e-07	0.0	0.000124644	0.0	1.5536126736000002e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
772.9618811432841	-1.4241046337756416	2.028074007941254	597470.0697005645	854.2787133040193	-1.4219883973058811	2.022051002072549	729792.1200043708	837.1171837586685	-0.4451278102320657	700765.1793440443	0.1981387674419939	817.4007822288048	635.9413508957073	0.745562	15.243365	0.06674863	0.0472903	-0.0334826239	-0.004336340300000001	0.0240164135	-0.0041913116	-0.0051822405	-0.059537799100000004	-0.0353933624	-0.0734556821	0.0355069534	-0.0087891935	-0.0278364152	0.012250985800000001	-0.0163621517	-0.0186027723	0.0416325631	-0.0320296947	0.0128571869	-0.0525559579	0.058540955	-0.11187604570000001	-0.0173659471	0.011985233100000001	-0.0179523421	-0.060541761	0.0958970765	0.0364927577	-0.027715641099999997	-0.0060263192000000005	-0.027135433100000002	-0.0072176664	-0.0025816110999999997	-0.006846909399999999	0.0369659496	-0.1108102098	0.1058849233	0.0308922788	0.0061068702	-0.0248960567	-0.0339453765	0.1118366891	0.10982841609999999	0.1065079649	0.026260500000000003	0.002447700000000004	5.99123529000002e-06	0.0006896138602500001	0.00371494	0.00983163	9.66609484569e-05	1.38007792036e-05	-0.0406769	0.04033379999999999	0.0016268154224399992	0.00165461019361	0.00124233	-0.00028271000000000004	7.992494410000003e-08	1.5433838289000004e-06	0.000783563	0.0	0.0	6.139709749690001e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
772.2451133005763	-0.7167678427077817	0.5137561403399673	596362.51501662	851.0543753775224	-3.2243379264969008	10.396355064246334	724293.5498492249	836.5080540079185	-0.6091297507499576	699745.7244201148	0.3710390532487055	817.7420247357663	631.4166211467358	0.770217	15.747447	0.08543226000000001	0.037912	-0.0256232275	-0.0199204412	-0.0029184535	-0.0020324461	-0.06912088150000001	0.09014516060000001	0.0030832943	0.0313931515	0.0261763752	0.0424896015	-0.072946705	0.0321748519	-0.025210248199999997	-0.0225361143	-0.0181383185	-0.0493087398	-0.0817602583	-0.011557985900000001	-0.0742475799	-0.0265814906	0.030834415299999998	-0.018978527	0.0677127776	0.06471316440000001	-0.0179124523	-0.0009845324000000001	-0.031167030699999997	-0.0518466212	-0.0634008523	0.0209316846	-0.0034922507	0.0899443671	0.0229549083	0.054955944400000005	-0.014170401499999999	-0.0415699388	-0.0370451532	0.0603866968	0.034785265	0.1115704417	0.1087710484	0.1041573055	0.0316902	0.005429699999999999	2.948164208999999e-05	0.0010042687760399998	-0.0180981	-0.02181304	0.0004758087140416	0.00032754122361	-0.06841239999999997	-0.027735499999999986	0.0007692579602499992	0.004680256473759998	0.0008933889999999999	-0.0003489410000000002	1.2175982148100016e-07	7.981439053209997e-07	0.0005885490000000001	-0.000195014	3.803046019599999e-08	3.4638992540100013e-07	6.51254e-05	6.51254e-05	4.2413177251599996e-09	4.2413177251599996e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
772.1499488953027	-0.09516440527363557	0.009056264031084756	596215.5435790186	847.888177758419	-3.1661976191034	10.02480736321604	718914.3619824924	835.2580369052201	-1.2500171026983935	697655.9882147621	1.5625427570384858	816.4423204881383	627.7778829066142	0.791369	16.179918	0.11462282	0.0701087	-0.024239077	0.0032648282	-0.010384371	0.012284181399999998	-0.0330493094	-0.0409432213	0.0698224105	0.0313815895	-0.0054152512	0.0423009995	0.042101111600000005	0.017666565800000002	0.0113341769	0.0191624665	0.0051026917	-0.0093121838	0.0347102383	-0.0681049623	-0.0630049999	0.0229894786	0.1143587668	-0.0822113911	0.0078111646	0.1474638801	-0.052897032999999996	0.0529005649	-0.0083544975	-0.0207788813	0.0500881897	0.0325791576	-0.0160754475	-0.1127529709	-0.0317048117	0.021928148199999997	0.0050918667	-0.0067503259	-0.038755393900000004	0.0299184142	0.0638492382	0.1112600859	0.1075416914	0.1014361455	0.031701799999999995	1.159999999999356e-05	1.345599999998506e-10	0.0010050041232399997	0.0368589	0.054957000000000006	0.003020271849	0.00135857850921	-0.0248547	0.043557699999999984	0.0018972732292899983	0.0006177561120900001	0.00095518	6.179100000000017e-05	3.81812768100002e-09	9.123688324e-07	0.000783563	0.000195014	3.803046019599999e-08	6.139709749690001e-07	0.0	-6.51254e-05	0.0	4.2413177251599996e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
770.9972225743035	-1.1527263209992498	1.3287779711244654	594436.7172172901	847.8920111852801	0.003833426861092448	1.4695161499345099e-05	718920.8626318192	834.7251727967515	-0.5328641084686296	696766.1141005667	0.2839441580940675	815.6896184968767	625.175901144022	0.802558	16.408681999999995	0.0929329	0.0641743	-0.018340016100000002	-0.0210272999	-0.0291131427	0.0332509479	-0.0636511578	-0.0408845807	-0.08957943759999999	-0.0732701796	-0.0237409192	0.0483589646	0.061266760499999996	0.0047036702	0.0316595561	0.046007946900000006	-0.0131498652	-0.0467053066	-0.0046901417	-0.10240695470000001	0.0104545023	0.0021780636	-0.0577667862	0.0656996404	0.0488607025	0.0590121006	-0.0622020417	-0.033522015	0.0044886463	-0.0393701823	0.0585284899	0.0208704388	0.0183516806	0.0440334333	-0.0033872427	-0.0702420312	0.0431171685	0.0903810108	-0.09092909880000001	0.0746654443	0.1016713417	0.11090574460000001	0.1061422889	0.09835416429999999	0.031701799999999995	0.0	0.0	0.0010050041232399997	0.0220179	-0.014841	0.000220255281	0.00048478792041	0.015419799999999997	0.0402745	0.0016220353502499998	0.0002377702320399999	0.000198832	-0.000756348	5.72062297104e-07	3.9534164224e-08	0.000783563	0.0	0.0	6.139709749690001e-07	-2.64698e-23	-2.64698e-23	7.0065031204e-46	7.0065031204e-46	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
770.8870946560965	-0.11012791820701297	0.012128158368610534	594266.9127073174	840.792078702219	-7.0999324830611386	50.40904126402671	706931.3196083985	835.8373998297722	1.1122270330206447	698624.1589541944	1.2370489729819063	816.6820784577674	617.1267929343206	0.870677	17.801409	0.22099450000000004	0.131392	-0.010045868199999999	-0.0310581432	-0.0252106645	0.0288016548	-0.0336534686	-0.025503593300000002	0.0821829884	0.052852884	0.0092007996	0.0365939235	0.0409509332	-0.024771159700000003	-0.0102795481	-0.0020895404	-0.06486162179999999	0.0199242328	0.0120639751	0.1022411846	-0.048951891799999994	0.06745200559999999	0.0913535374	0.0635766659	0.09408903210000001	-0.0228217627	0.050382431	-0.0307803754	-0.020568862099999998	-0.0206281618	0.054116939	-0.0240586685	-0.0058440444	0.048547447800000004	-0.0556513388	0.0802896203	-0.0102337551	-0.1088816319	0.059702797099999996	0.0171181187	-0.017510801200000002	0.1105075577	0.1045750536	0.09492232490000001	0.034170099999999995	0.0024683	6.092504889999999e-06	0.0011675957340099995	-0.06879539999999999	-0.0908133	0.008247055456889998	0.004732807061159999	-0.0385963	-0.0540161	0.00291773905921	0.00148967437369	0.00142513	0.001226298	1.503806784804e-06	2.0309955169e-06	0.000856913	7.335000000000002e-05	5.380222500000003e-09	7.342998895690001e-07	0.00017428799999999998	0.00017428799999999998	3.0376306943999994e-08	3.0376306943999994e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
