global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	a_comp_cor_47	a_comp_cor_48	a_comp_cor_49	a_comp_cor_50	a_comp_cor_51	a_comp_cor_52	a_comp_cor_53	a_comp_cor_54	a_comp_cor_55	a_comp_cor_56	a_comp_cor_57	a_comp_cor_58	a_comp_cor_59	a_comp_cor_60	a_comp_cor_61	a_comp_cor_62	a_comp_cor_63	a_comp_cor_64	a_comp_cor_65	a_comp_cor_66	a_comp_cor_67	a_comp_cor_68	a_comp_cor_69	a_comp_cor_70	a_comp_cor_71	cosine00	cosine01	cosine02	cosine03	non_steady_state_outlier00	non_steady_state_outlier01	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05
733.9398100451837	n/a	n/a	538667.6447691603	794.7458772847058	n/a	n/a	631621.0094610368	807.3896536735573	n/a	651878.0528591068	n/a	783.7520143250775	642.1336760647819	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	2.64206e-06	n/a	n/a	6.980481043599997e-12	-0.0266247	n/a	n/a	0.00070887465009	-0.021080200000000004	n/a	n/a	0.0004443748320400002	0.000197096	n/a	n/a	3.8846833215999986e-08	-0.000370378	n/a	n/a	1.3717986288400002e-07	0.0	n/a	0.0	n/a	0.0	0.0	0.0	0.0	0.0	0.0
729.7171576917909	-4.222652353392732	17.83079289761318	532487.130229786	781.1911361379176	-13.55474114678816	183.731007556432	610259.5911804505	805.1048465868319	-2.2848070867254364	648193.813997606	5.220343423550776	778.7461256570563	629.0595452303397	1.222709	17.364033	0.14752547962999998	0.07937629999999997	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	3.82169e-06	1.179630000000001e-06	1.391526936900002e-12	1.4605314456099998e-11	0.0257156	0.052340300000000006	0.0027395070040900004	0.0006612920833600001	0.0105398	0.03162	0.0009998244000000002	0.00011108738404000001	-0.00017029	-0.000367386	1.3497247299600001e-07	2.89986841e-08	0.0005335159999999999	0.000903894	8.170243632359998e-07	2.8463932225599995e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
726.8201509140488	-2.8970067777421487	8.392648270283951	528267.5317747206	773.2852388026565	-7.905897335261103	62.503212675688594	597970.0605500814	804.7849967464048	-0.3198498404270822	647678.8909881108	0.10230392042122996	776.8866046942583	614.1056756597043	1.091423	15.49961	0.07819241168999999	0.0528943	-0.0531193545	0.1026640466	-0.0014310732	0.07458182940000001	-0.07790114940000001	0.133264599	-0.0185732712	0.07745350990000001	-0.0786399783	0.1128854407	-0.068354848	0.0372896196	-0.1169987761	-0.023518011600000003	0.059455153399999995	-0.0447635312	0.0290753618	-0.0328430989	0.11945097880000001	-0.019746197099999998	0.0816214841	-0.1437268084	0.0006082195	-0.0321343844	0.0024290594	-0.0788771225	0.08491958599999999	-0.10589260550000001	0.007545705799999998	-0.010609094099999999	0.0977428206	-0.0176518747	0.0799268927	-0.11334904789999999	0.0187030842	-0.0140513982	0.0644354025	-0.0204025582	0.0403708846	-0.0151936839	0.149367688	-0.09246773529999999	0.0100502704	-0.0664463587	0.0541524216	-0.1301911775	-0.005263090400000001	-0.0268428135	-0.1272394655	0.0024594507	-0.0657663609	0.0346554691	-0.09194760589999999	0.05546409	-0.017093014099999998	0.052069767	0.1826907809	-0.022319797599999996	0.0595624492	-0.0124276991	0.0155675864	-0.010904918000000001	0.066020879	-0.04460052230000002	0.0695979599	-0.0179369098	0.045720574900000005	-0.0233509844	0.0039679615000000005	-0.1590136724	0.0624902918	-0.1727441703	0.0205465195	-0.0939661299	0.013228084099999999	-0.0292938997	0.08159837959999999	-0.0079898601	0.10814305130000001	0.1081293633	0.1081065512	0.108074617	0.0	0.0	-0.00287818	-0.0028820016899999998	8.305933741162856e-06	8.283920112400003e-06	0.014700200000000004	-0.0110154	0.00012133903715999998	0.00021609588004000004	0.00492434	-0.00561546	3.15333910116e-05	2.42491244356e-05	0.0007904489999999999	0.000960739	9.230194261209999e-07	6.248096216009997e-07	0.0007463679999999999	0.00021285199999999992	4.5305973903999966e-08	5.570651914239998e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
726.472779201359	-0.3473717126897782	0.1206671067770298	527762.6989205466	776.0789870612323	2.7937482585757607	7.805029332295097	602298.5941579883	805.1632601434352	0.3782633970304232	648287.8754848051	0.1430831975329956	778.1735349493542	619.1105944994523	1.210126	17.185337	0.176430718	0.102221	-0.054804386100000005	-0.032957288	0.1622922238	0.11822263570000001	-0.0110369499	-0.126589612	0.144533315	0.020854340500000002	-0.0833442241	-0.0063791142	-0.0110299351	-0.1138497351	-0.0483324613	-0.0795611175	-0.021927945	0.011514313500000001	0.1489723613	-0.053767265999999994	0.0872608295	0.1515853982	-0.05008000519999999	0.0101470098	0.0786665082	-0.0825622618	0.027261073700000003	0.035852332599999995	0.0825454378	-0.0629141636	-0.0593867446	0.0188472026	0.1368657757	0.005759368199999999	-0.0843528494	-0.0566540773	-0.028723836099999997	0.0160700502	0.084136992	-0.031031271200000002	-0.0413306143	0.0377930179	0.028097560299999998	-0.021279239900000003	0.09169323689999999	-0.0051832646	0.0553058675	0.06685062	-0.044386539100000004	0.0438584979	-0.0369706755	-0.12530356880000001	-0.059484789800000014	0.0892308656	0.1504879074	0.0770795138	0.05879317730000001	0.058257302000000004	-0.0209630681	-0.0426382619	-0.007108726700000002	-0.0810921582	-0.0342681188	0.0831593307	0.0490822545	-0.1247549866	-0.0175951905	0.0086870418	0.0411705993	-0.010928113500000001	-0.0435784151	-0.1161154643	0.0724081251	0.024792575299999998	0.1387856635	0.0057866262	-0.0058101409	-0.0356034882	0.0116834278	0.0379914144	0.1081065512	0.10798339369999999	0.10777823519999999	0.1074912313	0.0	0.0	0.000115228	0.0029934080000000004	8.960491454464004e-06	1.3277491983999998e-08	0.104679	0.0899788	0.00809618444944	0.010957693041000001	0.027613	0.02268866	0.0005147752925956	0.000762477769	0.000257842	-0.0005326069999999999	2.8367021644899987e-07	6.648249696399999e-08	0.000313578	-0.0004327899999999999	1.873071840999999e-07	9.833116208400001e-08	0.00025	0.00025	6.25e-08	6.25e-08	0.0	0.0	0.0	0.0	0.0	0.0
725.0623430808072	-1.4104361205518217	1.9893300501572728	525715.4013538301	768.0846442402153	-7.994342821016972	63.90951713994559	589954.0207176182	806.4163466911551	1.253086547719931	650307.3242107093	1.5702258960766555	778.6315741104477	606.8204122887547	1.197891	17.011591	0.1815997074	0.108025	-0.0592088784	-0.0822553832	0.0402749643	0.0351368259	0.0114030271	0.138036742	0.028810796899999998	-0.1305882191	-0.0333236319	0.0492569992	-0.0045345739	0.1462640955	0.0540277979	-0.1101059203	0.0224023654	0.1271798651	0.014727253400000001	-0.0465238064	-0.0414802577	-0.0310591886	-0.13340096710000002	0.0609844911	0.1303626933	0.025472461499999998	-0.095060058	0.0288832158	-0.014685708700000001	0.0510725212	-0.0238442626	-0.1181185074	-0.07132345309999999	0.025371953399999998	0.0070315354	0.0982991673	-0.051702007	-0.0502953478	-0.042499020199999994	0.07746690190000001	0.1899045807	-0.0461784485	-0.0584323892	-0.14831398710000002	0.0619740686	0.0646814516	-0.0075847664	-0.076042155	-0.1139515066	-0.031876226	0.0703776044	-0.06479980839999999	-0.0604581118	-0.12104315380000001	-0.0105220101	0.043815687400000004	-0.0161080842	0.0702318588	0.0401593377	0.0986539699	-0.1064922405	0.0053692261	-0.0228020269	0.057705210300000004	-0.13455791890000002	0.0295095142	-0.1002801468	-0.0177144711	-0.10630833070000001	0.1414942512	-0.0598178822	-0.0517760325	-0.0394441737	0.0305531739	-0.1158245842	-0.0279158288	0.0663002219	-0.0766044349	0.0813456331	0.0601268298	0.1080335633	0.10769165160000001	0.1071226002	0.1063276091	0.0	0.0	-9.2294e-06	-0.0001244574	1.5489644414759997e-08	8.518182436e-11	0.0136819	-0.0909971	0.00828047220841	0.00018719438761	0.0416046	0.0139916	0.00019576487056000003	0.0017309427411600002	0.00104718	0.000789338	6.23054478244e-07	1.0965859524e-06	0.000260248	-5.333000000000003e-05	2.844088900000004e-09	6.772902150399999e-08	-0.000437063	-0.000687063	1.91024065969e-07	4.7205556596899993e-07	0.0	0.0	0.0	0.0	0.0	0.0
726.6215617943927	1.559218713585551	2.4311629967953805	527978.8940645225	772.6949122307077	4.610267990492389	21.25457094415873	597057.4273872211	806.4672359405438	0.050889249388660567	650389.4026455807	0.002589715703341291	779.6762341079166	611.1095595573661	0.9462410000000002	13.437834	0.0795556023	0.038525800000000006	-0.011982568700000001	-0.10967594119999999	0.0017872257000000004	-0.012635516299999998	0.033573300699999996	0.0252969675	-0.0177510788	-0.1111596817	-0.012854246399999998	0.0747278851	0.0318481235	0.0205282158	0.0590733996	-0.048438911200000004	0.0370842137	0.0682420188	-0.0684351627	0.0732697561	-0.037167213500000004	-0.0130791753	-0.0986774257	-0.04927060849999999	-0.12736683029999998	0.0248003232	-0.0266806212	-0.014547969499999999	-0.0387382889	0.0680518562	-0.1019749474	-0.005820305699999999	0.10276104300000001	0.0004197275	0.0863315036	-0.0958795724	-0.11028748960000001	-0.0402677476	-0.0312447178	0.0343965069	0.057219925	0.0194572051	0.0931550603	0.0252615723	0.004086539	-0.0349314356	0.06606227349999999	0.18134575579999998	0.0354722844	-0.008595396	0.0785467959	-0.0338397832	-0.019841734099999998	-0.0828014587	-0.009707545699999999	-0.012340638999999999	0.0216454316	-0.0154442884	-0.054867749199999996	0.1509673652	0.035398221800000004	-0.0275518128	0.0048388468	-0.0403901623	0.0076581917000000015	-0.0150244958	0.18596754149999997	-0.0354677478	0.002085025	-0.0480345573	-0.0208026301	0.0016026659	-0.0824402529	0.0307307953	-0.0421388629	0.013536065	-0.00041901769999999996	-0.1831237536	-0.104067141	0.0484949514	0.1079241123	0.10725453089999999	0.10614163730000001	0.1045900315	0.0	0.0	3.89729e-05	4.82023e-05	2.3234617252900003e-09	1.51888693441e-09	0.0298061	0.016124199999999998	0.00025998982564	0.0008884035972099998	0.0186399	-0.0229647	0.0005273774460899999	0.0003474458720100001	0.0005864490000000001	-0.0004607309999999999	2.1227305436099996e-07	3.439224296010001e-07	0.000214246	-4.6001999999999984e-05	2.1161840039999986e-09	4.5901348516000004e-08	-0.000135426	0.000301637	1.8340201476000004e-08	9.098487976900001e-08	0.0	0.0	0.0	0.0	0.0	0.0
728.049813677027	1.4282518826342994	2.0399034402484206	530056.5311951538	778.1981032635645	5.503191032856761	30.285111544115075	605592.2879230094	805.921790451252	-0.5454454892917511	649509.9323241517	0.29751078178871776	779.755654657728	620.9618726696295	0.960914	13.646218	0.1395200753	0.08616129999999997	0.0495500806	-0.0593958949	-0.0493799678	-0.0184324394	-0.066649762	-0.11001598550000001	-0.0497351993	-0.0163926432	0.11730942109999999	0.1074441715	0.0849045534	-0.0151986258	0.011431003600000001	-0.0006130822	-0.0815935987	0.1104200323	-0.0937244007	-0.1030422222	-0.09050319400000001	0.0282338698	-0.0910313608	0.0480324927	-0.0690731325	0.0090771776	-0.012342233300000002	-0.021410059300000003	-0.1232297643	-0.057282911900000004	0.10055010369999999	0.1073759409	-0.0159109575	0.021185958900000003	0.11302692310000001	0.030282115099999996	-0.0524982564	-0.0472599541	0.0802040512	-0.117164394	-0.038613779300000005	0.0013952723	0.1102521481	-0.0728287017	0.058552951299999996	-0.085082499	-0.0048703921	-0.11435497730000001	0.09094977539999999	-0.0567801121	0.0391544461	0.0198557352	0.0900949783	-0.16103372970000002	0.057170303099999986	-0.0661060079	0.035563371600000004	0.0181817213	-0.052973760700000004	0.033753573599999996	0.1052411895	0.0045203926	0.0012943598	0.0958204131	-0.06617544110000001	0.1098762344	0.1547716504	-0.0318699345	0.0955452509	0.0037538323	-0.0730304183	0.040020241899999996	-0.048516413200000004	-0.0179065771	-0.054507846799999995	0.022097471299999998	0.15809998150000001	-0.0086521983	0.12099478220000001	0.037705544300000005	0.10777823519999999	0.1066726216	0.1048383259	0.10228787810000001	0.0	0.0	-2.33874e-05	-6.23603e-05	3.8888070160899994e-09	5.4697047876e-10	0.109379	0.07957289999999999	0.006331846414409998	0.011963765640999996	0.0419427	0.0233028	0.0005430204878399999	0.00175919008329	0.000353809	-0.00023264000000000005	5.412136960000001e-08	1.25180808481e-07	1.68827e-05	-0.0001973633	3.895227218689e-08	2.8502555929e-10	-0.000437063	-0.000301637	1.91024065969e-07	9.098487976900001e-08	0.0	0.0	0.0	0.0	0.0	0.0
727.2847562552713	-0.7650574217557278	0.5853128585835216	528943.1166812894	771.9594974257425	-6.238605837821979	38.920202799706466	595921.4656658049	807.1027505037754	1.1809600525233463	651414.8498707595	1.394666645655945	779.514414389706	619.6966605402206	0.932072	13.236625	0.1070873501	0.0793914	0.0627505191	-0.0656929075	-0.0705650129	0.036304431	-0.0317965707	0.05907798280000001	-0.0485693192	-0.06319728200000001	0.0054138647	0.10755891140000001	-0.0183865548	0.020429036100000002	0.0859193282	0.026324929599999998	0.0626620046	0.051589901900000006	-0.0732689327	0.0030384976	-0.0269050197	-0.0893123388	-0.0823979763	0.1069381306	-0.0050838762	-0.0447896089	0.11929035029999999	-0.0799425524	-0.0913638125	-0.14342032970000002	0.1807853391	0.0922324238	-0.0264816847	-0.0164843447	0.0487025337	0.0185563209	-0.0835697064	-0.137330213	-0.0154026441	0.0264528427	-0.0182019088	-0.22557019309999998	0.0406656511	0.1469422421	-0.0476734112	-0.0059145063000000005	0.0647358131	0.0152544339	-0.0391073015	-0.0960196751	0.0703947727	0.0362513373	-0.0377561292	-0.0698969758	-0.07460134	-0.0336788689	-0.0318100022	-0.0478970757	-0.0349642779	-0.0942852337	0.0405169727	0.0223099572	-0.0212228006	0.0879679018	-0.0969877875	0.1607889534	0.1637542866	0.11461492279999999	0.0726721583	-0.029864959700000002	0.0073126453	-0.12178387800000001	-0.10083057039999999	-0.0736698714	-0.0651031792	-0.09539745449999999	0.0631112275	0.21614640010000002	-0.014540214199999997	0.1105348624	0.107595981	0.1059467092	0.1032166238	0.0994335757	0.0	0.0	-1.81523e-05	5.2351e-06	2.740627201e-11	3.2950599529e-10	0.034758300000000006	-0.07462069999999997	0.0055682488684899965	0.0012081394188900006	0.0459233	0.003980600000000001	1.5845176360000007e-05	0.0021089494828900003	0.000832371	0.000478562	2.29021587844e-07	6.928414816410001e-07	0.000107937	9.10543e-05	8.290885548490002e-09	1.1650395969e-08	-0.000437063	0.0	1.91024065969e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0
726.534270053477	-0.7504862017942742	0.5632295390835961	527852.0455621387	772.9673995995894	1.007902173846901	1.0158667920453086	597478.6008437513	807.8767301287731	0.7739796249977644	652664.8110835586	0.5990444599116801	780.6023617881411	619.5565739017566	0.8385229999999999	11.908096	0.0955345592	0.0539128	0.0554040129	-0.0416995987	-0.08965863199999999	0.054121068099999996	0.057986188499999994	0.0225357684	-0.0459452326	-0.0411549098	-0.0499193377	0.0127813047	-0.0713792712	-0.1030591826	0.1092188283	0.0455295558	0.1029954715	-0.063148768	-0.0230112121	0.0058685393	0.1131719027	-0.028598694100000002	0.0997404075	-0.013247343600000001	-0.0712803301	0.0393609707	0.0215061843	0.0557993574	-0.0631144142	0.07418034700000001	0.0717837025	0.043765988799999996	-0.0351402496	0.0033860107	-0.033760912000000004	-0.0371363516	-0.0209692116	-0.0448416592	0.0229755311	-0.0039148366999999995	-0.1152661087	0.0074082028	0.0777444658	0.054197553200000005	0.0888156852	-0.1595041489	-0.04862271519999999	-0.041658418100000004	-0.128211873	-0.0118803721	0.0736671096	0.0667565088	-0.0880333657	0.0844384134	-0.0429646222	-0.0735867858	0.0014656417000000002	-0.0136801316	-0.0119738172	-0.0946777142	0.053069855	-0.0752181574	0.0077970929	0.0028154581	0.033993288999999996	0.1413356266	0.0950378976	-0.006378800699999999	0.0239591873	-0.0998636941	0.2206182779	0.0674605381	-0.030073139	-0.050278707199999995	-0.0458583095	0.0086978813	-0.0351725299	0.0451462242	-0.1036660961	0.046567586200000004	0.10737741140000001	0.10507777380000001	0.1012814563	0.09604253189999999	0.0	0.0	-4.06615e-05	-2.2509200000000005e-05	5.066640846400002e-10	1.6533575822500005e-09	0.07786660000000001	0.0431083	0.00185832552889	0.006063207395560002	0.0185881	-0.027335200000000004	0.0007472131590400003	0.00034551746160999984	0.0006720539999999999	-0.0001603170000000001	2.5701540489000028e-08	4.51656578916e-07	-0.000233117	-0.00034105400000000003	1.1631783091600005e-07	5.4343535689e-08	-0.000437063	0.0	1.91024065969e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0
725.8584200082762	-0.675850045200832	0.4567732835979667	526870.4458969111	771.6655573220178	-1.3018422775716092	1.6947933156728339	595467.7323571004	805.1887715519215	-2.6879585768516563	648328.9578332924	7.2251213108703825	778.4620155514212	621.0631759548138	1.01078	14.354366	0.08407926350000001	0.0502748	0.0311629712	0.020787065	-0.10573047769999999	0.0760390176	0.0964363948	-0.1388480855	-0.0700915404	0.0237769061	-0.045191124000000006	-0.0820589204	-0.00498212	-0.0818484597	-0.0583528987	0.10187145310000001	0.015622169699999999	0.0059191958	0.1026720666	-0.08449694869999999	0.0585619164	-0.1083549918	0.108434186	0.0183433576	-0.09405886	-0.012822553	0.0797485583	0.2106782502	0.05249823940000002	0.0456639487	-0.1222479267	0.1805642891	-0.1530502664	0.0340192759	-0.024064079300000003	0.0365567783	0.0087030127	-0.0828453481	-0.0175435949	-0.053427867000000004	0.0041312987	-0.10641258460000001	-0.0023509594	-0.0764130453	0.10603030640000001	0.046198929699999995	0.0126408283	-0.051420381200000004	-0.0689577157	0.0474598641	-0.049859813899999994	0.086016458	-0.013396471399999998	0.049500596200000004	0.066518722	0.049355770099999995	0.0625612044	0.05882827280000001	0.0410787862	-0.1577878305	-0.0435046168	0.2800639925	0.023042326000000002	-0.0832347011	0.0683411755	0.0257634721	0.104382705	-0.023968379900000003	-0.1138354957	0.0647390657	0.1288976104	0.0449375387	0.10365216320000001	-0.0094719976	-0.0155275981	-0.0111342999	0.088827429	-0.0252105097	0.0311769877	-0.0338665983	0.1071226002	0.1040669883	0.09903870029999999	0.09213305150000001	0.0	0.0	-0.00917739	-0.0091367285	8.347980768271226e-05	8.422448721210001e-05	0.07789019999999999	2.3599999999984744e-05	5.569599999992799e-10	0.0060668832560399994	0.057438	0.038849900000000014	0.0015093147300100007	0.0032991238440000003	0.000200673	-0.000471381	2.22200047161e-07	4.0269652928999986e-08	1.68827e-05	0.0002499997	6.249985000009e-08	2.8502555929e-10	-0.000437063	0.0	1.91024065969e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0
