trans_x,trans_y,trans_z,rot_x,rot_y,rot_z,trans_x_der,trans_y_der,trans_z_der,rot_x_der,rot_y_der,rot_z_der,trans_x_2,trans_y_2,trans_z_2,rot_x_2,rot_y_2,rot_z_2,trans_x_der_2,trans_y_der_2,trans_z_der_2,rot_x_der_2,rot_y_der_2,rot_z_der_2,a_comp_cor_00,a_comp_cor_01,a_comp_cor_02,a_comp_cor_03,a_comp_cor_04,0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,0.10,0.11,0.12,0.13,0.14,initdum_1.0,initdum_2.0
0.00839098,-0.109227,-0.0757464,0.00268376,0.000553626,0,0,0,0,0,0,0,7.0408545e-05,0.011930538,0.0057375171,7.2025677e-06,3.0650175e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
-0.0117711,0.109887,0.0777504,-0.00279088,-0.000254698,-0.000208333,-0.02016208,0.219114,0.1534968,-0.00547464,-0.000808324,-0.000208333,0.0001385588,0.012075153,0.0060451247,7.7890112e-06,6.4871071e-08,4.3402639e-08,0.00040650947,0.048010945,0.023561268,2.9971683e-05,6.5338769e-07,4.3402639e-08,0,0,0,0,0,0.3363319,0,0,-0.97995338,0,0,1.8664935,0,0,-2.4948258,0,0,3.0341856,0,0,0,1
-0.0191807,0.00139051,0.118103,-0.00127757,-0.000486013,0,-0.0074096,-0.10849649,0.0403526,0.00151331,-0.000231315,0.000208333,0.00036789925,1.9335181e-06,0.013948319,1.6321851e-06,2.3620864e-07,0,5.4902172e-05,0.011771488,0.0016283323,2.2901072e-06,5.3506629e-08,4.3402639e-08,0.059436251,0.13318341,-0.06549252,-0.056915245,-0.097817572,8.0267167,0,0,-15.986889,0,0,22.771621,0,0,-24.455368,0,0,23.756792,0,0,0,0
-0.0342823,-0.0678932,0.0970939,-0.00253334,-0.000957617,-0.000262348,-0.0151016,-0.06928371,-0.0210091,-0.00125577,-0.000471604,-0.000262348,0.0011752761,0.0046094866,0.0094272254,6.4178116e-06,9.1703032e-07,6.8826473e-08,0.00022805832,0.0048002325,0.00044138228,1.5769583e-06,2.2241033e-07,6.8826473e-08,-0.031532348,0.028987657,0.015495566,-0.10354407,-0.03530695,35.646218,0,0,-46.531439,0,0,44.872643,0,0,-31.42687,0,0,20.803266,0,0,0,0
-0.0342951,0.0616796,0.104018,-0.00293083,-0.000786133,-0.000401928,-1.28e-05,0.1295728,0.0069241,-0.00039749,0.000171484,-0.00013958,0.0011761539,0.0038043731,0.010819744,8.5897645e-06,6.1800509e-07,1.6154612e-07,1.6384e-10,0.01678911,4.7943161e-05,1.579983e-07,2.9406762e-08,1.9482576e-08,0.023355132,0.010699087,0.046003816,0.060844953,0.049354582,75.67187,0,0,-56.365318,0,0,32.609345,0,0,-10.80615,0,0,14.182407,0,0,0,0
-0.0342903,-0.08806,0.0579395,-0.00053606,-0.000422647,-0.000401928,4.8e-06,-0.1497396,-0.0460785,0.00239477,0.000363486,0,0.0011758247,0.0077545636,0.0033569857,2.8736032e-07,1.7863049e-07,1.6154612e-07,2.304e-11,0.022421948,0.0021232282,5.7349234e-06,1.3212207e-07,0,0.066651057,-0.07511881,0.044432739,-0.077069703,0.077463675,108.81782,0,0,-29.662492,0,0,19.656091,0,0,-20.011735,0,0,32.98514,0,0,0,0
-0.042123,-0.0377572,0.0394803,-0.00178675,-0.000827347,-0.000401928,-0.0078327,0.0503028,-0.0184592,-0.00125069,-0.0004047,0,0.0017743471,0.0014256062,0.0015586941,3.1924756e-06,6.8450306e-07,1.6154612e-07,6.1351189e-05,0.0025303717,0.00034074206,1.5642255e-06,1.6378209e-07,0,-0.024363375,-0.050142793,-0.077016142,0.0042681452,0.11569187,123.57823,0,0,4.580444,0,0,45.727178,0,0,-27.022416,0,0,21.330641,0,0,0,0
-0.0421432,0.0835523,0.0792957,-0.00199875,-0.000686429,-0.000401928,-2.02e-05,0.1213095,0.0398154,-0.000212,0.000140918,0,0.0017760493,0.0069809868,0.006287808,3.9950016e-06,4.7118477e-07,1.6154612e-07,4.0804e-10,0.014715995,0.0015852661,4.4944e-08,1.9857883e-08,0,0.046741215,-0.010212029,0.017412288,0.065241837,0.098396488,123.83761,0,0,19.263492,0,0,77.170796,0,0,3.3965724,0,0,26.995908,0,0,0,0
-0.0343037,-0.100298,0.0745266,-0.000845147,-0.000180353,4.95004e-05,0.0078395,-0.1838503,-0.0047691,0.001153603,0.000506076,0.0004514284,0.0011767438,0.010059689,0.0055542141,7.1427345e-07,3.2527205e-08,2.4502896e-09,6.145776e-05,0.033800933,2.2744315e-05,1.3307999e-06,2.5611292e-07,2.037876e-07,0.063885831,-0.064330061,0.076384685,-0.13833071,0.019490616,120.1169,0,0,19.264761,0,0,87.359357,0,0,28.093393,0,0,58.74355,0,0,0,0
-0.0426546,0.0355345,0.0567683,-0.00225243,-0.000710267,-0.000154194,-0.0083509,0.1358325,-0.0177583,-0.001407283,-0.000529914,-0.0002036944,0.0018194149,0.0012627007,0.0032226399,5.0734409e-06,5.0447921e-07,2.377579e-08,6.9737531e-05,0.018450468,0.00031535722,1.9804454e-06,2.8080885e-07,4.1491409e-08,0.11400132,-0.06699477,-0.028105074,-0.025170661,-0.022907239,117.32428,0.3363319,0.3363319,17.141225,-0.97995338,-0.97995338,83.676309,1.8664935,1.8664935,36.948335,-2.4948258,-2.4948258,78.558444,3.0341856,3.0341856,0,0
