global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	cosine00	cosine01	cosine02	cosine03	non_steady_state_outlier00	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22
773.5371954715198	n/a	n/a	598359.7927779442	988.6618149804705	n/a	n/a	977452.1844004779	863.642148247357	n/a	745877.7602293098	n/a	869.1154090349362	607.182956782386	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	n/a	n/a	0.0	7.58331e-09	n/a	5.750659055610001e-17	n/a	-0.00681163	n/a	4.63983032569e-05	n/a	5.15063e-05	n/a	n/a	2.6528989396899996e-09	-0.0	n/a	0.0	n/a	0.0	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
769.0848871994217	-4.452308272098094	19.823048949793108	591491.5637185472	962.3983827637213	-26.26343221674915	689.7678718037773	926210.6471462264	863.1185946374037	-0.5235536099532965	744973.7084088469	0.2741083824951285	867.1126186773436	611.7348021097444	1.448931	29.747595	0.40265369258331	0.237647	-0.048718495199999996	-0.00217215	-0.06550164	0.093721054	0.035493395899999995	0.22309546989999998	0.011832208600000001	0.0122057207	-0.025129051	0.14386964929999999	-0.0409478779	0.006138053399999999	-0.0383114513	0.0096260201	-0.1079982459	0.043903295499999995	-0.07444547259999999	0.070490702	-0.0313156613	0.09411558939999999	-0.1873187891	0.0645891824	-0.0852154393	0.0739115873	-0.0218618077	-0.0194915573	0.0463734087	-0.0156043964	0.034311171099999996	-0.0178006655	-0.0460112185	-0.1502842911	-0.011277108400000001	0.011296225600000001	-0.0556240433	0.001759406	-0.055980886699999996	0.1155766369	-0.1540123461	0.0007837447	-0.0590870533	0.0099782234	-0.1227126078	0.1942418689	-0.1245948383	0.115432036	0.1078282764	0.10781478650000001	0.10779230449999999	0.1077608324	0.0	0.00731448	0.00731448	5.35016176704e-05	5.35016176704e-05	-0.14263	-0.14263000758331	0.0203433169	0.020343319063215067	-0.161695	-0.15488337	0.026145273025	0.023988858302556898	0.0010197	0.0009681937	9.373990407196905e-07	1.0397880900000002e-06	0.000521048	0.000521048	2.71491018304e-07	2.71491018304e-07	0.000467275	0.000467275	2.18345925625e-07	2.18345925625e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
765.3479907078256	-3.7368964915960983	13.964395388903231	585757.546880506	951.6682154566313	-10.730167307090028	115.1364904381437	905672.3923104092	863.5006472716939	0.3820526342901758	745633.3678386344	0.14596421536806278	864.7562423523293	604.0544267820401	1.312648	26.949606	0.45489652	0.30556500000000003	0.0678595292	-0.0099246642	-0.047851032599999996	-0.0121612551	-0.0716323864	0.08726965310000001	-0.0026048453	-0.026018206800000002	-0.1419283204	0.0855099575	0.004591099600000001	0.1071055255	0.0774805419	0.0683818401	0.023521269700000003	0.020039648	0.0014488273999999999	0.0808144181	-0.0694974869	0.0120064015	-0.037092606800000004	0.035192293	0.1325667759	-0.0532121614	0.09726348300000001	-0.0301653622	-0.0021585242000000003	-0.13401321630000002	0.0308278013	-0.0391067611	0.0894088472	-0.1351618016	-1.7579e-06	-0.0246826013	0.1078018864	0.052740450700000004	0.0014321689000000002	-0.0526163267	-0.0005672772	-0.1429231797	0.0582119397	-0.034053703	-0.1043483304	0.023334317099999998	-0.0112359659	0.1321011934	0.10779230449999999	0.1076709289	0.1074687374	0.1071858817	0.0	0.0122198	0.00490532	2.4062164302399994e-05	0.00014932351203999998	0.0894293	0.2320593	0.007997599698490001	0.05385151871649002	0.0267157	0.1884107	0.0007137286264899999	0.035498591874490004	0.000639051	-0.00038064900000000016	1.4489366120100009e-07	4.0838618060100003e-07	0.000382685	-0.00013836299999999996	1.4644780922500002e-07	1.9144319768999992e-08	0.000395863	-7.141199999999997e-05	5.099673743999996e-09	1.5670751476900002e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
761.1549237035034	-4.193067004322188	17.581810902735448	579356.8178780861	942.7200091758316	-8.948206280799695	80.07039564374311	888721.01570048	859.460140420408	-4.0405068512858415	738671.7329714675	16.325695615287813	863.3782356648873	605.9941323897566	1.246541	25.592371	0.30373395	0.199023	-0.0338858443	0.0361131393	0.0368793848	-0.0027662951000000002	0.0551377052	0.023938965899999998	-0.1316199706	0.0332159558	0.0482720824	0.013074121599999999	-0.0717693167	0.1554663983	-0.0157769475	-0.0121081444	-0.076761802	-0.0679008889	-0.0887466202	-0.0337571209	0.06363791349999999	-0.047904693	0.026661090800000002	-0.046851591500000005	-0.0077275196	-0.109362543	-0.0038388881	0.056229455899999996	-0.1184100158	0.0857338577	0.13743229199999998	-0.1416846835	-0.0485047834	-0.029767770099999997	-0.0811642455	-0.10885313140000001	0.0781606517	-0.1083937327	-0.024026871600000003	0.0782719334	-0.04321083059999999	-0.01450846	0.001131943	0.027307707599999998	0.0702223978	0.0822159261	-0.0045299644	0.028603568500000006	0.1077203727	0.10738340560000001	0.1068225743	0.10603904800000001	0.0	0.0202984	0.008078600000000002	6.526377796000002e-05	0.0004120250425600001	-0.0764576	-0.1658869	0.00584576459776	0.027518463591610004	-0.0669457	-0.0936614	0.004481726748489999	0.008772457849959999	0.00116229	0.0005232390000000001	2.737790511210001e-07	1.3509180441000002e-06	0.000581586	0.00019890100000000005	3.382422753960001e-07	3.956160780100002e-08	0.000395864	9.999999999615353e-10	9.999999999230703e-19	1.56708306496e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
758.5980226822603	-2.5569010212431067	6.537742832434042	575470.9600174351	936.5045616094087	-6.215447566422881	38.631788450952115	877040.7939152308	860.744826589369	1.2846861689610023	740881.656500363	1.6504185527196968	863.2641872810118	584.9671198357875	1.157122	23.75655	0.18262403	0.0842715	-0.0158057275	0.0492347521	0.08051763719999999	-0.1275276465	0.049811290700000004	-0.0319973412	-0.08513547390000001	-0.0349900565	-0.0158933762	0.0160595134	-0.0344823349	0.08409859439999999	-0.029298727799999997	-0.0702277486	0.11398095300000001	-0.0412617059	0.06295391730000001	0.0327703013	0.043406822000000005	-0.010644486299999999	0.1335804232	0.028293532799999997	-0.0409782495	-0.07665433320000001	-0.043719352999999996	-0.0071044548	0.0223850604	0.08056789889999999	0.0699581282	0.0075118	-0.0267598202	-0.037558265800000004	-0.0748434594	0.010822391899999999	0.1461940212	0.0323708432	0.0201271423	0.0194654644	0.08397674640000001	0.1077338403	0.0247785789	0.026180448999999998	0.0266500223	-0.0835213194	0.0643563571	-0.0016344181	0.107612505	0.10695260029999999	0.105855755	0.1043264501	0.0	0.00486908	-0.015429320000000003	0.00023806391566240004	2.37079400464e-05	-0.0235373	0.052920299999999997	0.00055400449129	0.00280055815209	-0.00365959	0.06328610999999999	1.33925989681e-05	0.004005131718932099	0.00160047	0.00043818	1.920017124e-07	2.5615042209000005e-06	-8.583919999999996e-23	-0.000581586	7.368368256639994e-45	3.382422753960001e-07	0.000395864	0.0	0.0	1.56708306496e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
759.5575890790767	0.9595663968163991	0.9207676698992068	576927.7311276195	931.0464290170684	-5.458132592340347	29.79121139556797	866847.4529854348	856.5529493666386	-4.1918772227304535	733682.9550686873	17.571834650446387	859.7593401326327	576.6390775710042	1.092559	22.431011	0.19369889	0.0921529	0.0043485178999999995	0.0096879393	0.0594234902	0.0090897759	0.0289895062	-0.082165979	-0.044396809	-0.0336589948	0.1146151154	-0.1303499511	0.0207451282	-0.0089579194	-0.0203575199	0.0768062033	0.0507401286	0.0650141938	0.0634022607	-0.0801188759	-0.0013001791	-0.0295964923	0.0714711449	-0.0047350785999999995	-0.0532148026	-0.0175667696	-0.0435534317	-0.0817883121	0.06458124700000001	-0.0417325882	-0.0167425739	0.066091864	-0.0543215973	0.1456506402	-0.0366728666	-0.0525428326	-0.0191457926	0.0934650031	0.1141337716	-0.0198717904	0.0328532343	-0.0272858983	-0.0340709248	0.0536713451	0.0427431632	0.0175875429	-0.0131847635	-0.1024637265	0.1074687374	0.1063790877	0.1045711815	0.10205722539999999	0.0	-0.014531799999999997	-0.019400879999999995	0.0003763941447743998	0.00021117321123999996	-0.0242553	-0.0007179999999999999	0.00058831957809	5.155239999999998e-07	-0.103389	-0.09972941	0.010689285321000002	0.0099459552189481	0.0004969390000000001	-0.001103531	1.217780667961e-06	2.4694836972100004e-07	-0.0	8.583919999999996e-23	0.0	7.368368256639994e-45	0.0007693449999999997	0.0003734809999999997	1.3948805736099978e-07	5.918917290249996e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
761.0712156787176	1.5136265996409293	2.291065483140562	579229.3953346811	941.4250781109328	10.378649093864396	107.71635701357228	886281.177696176	858.8673821316013	2.314432764962703	737653.18008959	5.356599023532903	861.8519301009993	581.5815639608549	1.102043	22.625721	0.25907378	0.158355	0.019059626399999998	-0.0347813031	-0.0226793173	-0.1282868663	-0.1062701672	0.0025560123	0.030234163799999998	0.007456685699999998	-0.004157267	-0.0895675967	0.09339388109999999	-0.029273256600000002	-0.0353179666	-0.0343250219	0.1298839739	-0.052082033099999994	-0.0462329167	0.046423954	-0.0250044229	0.0586247381	0.22507452309999998	0.0661379327	0.1212865127	-0.0022319422	0.0390998264	0.1501736904	0.062049497599999996	0.0623689984	-0.0705636778	0.0171308106	0.0742892729	0.0900861567	0.08521650830000001	-0.0009453653	0.0087569061	-0.1240150249	0.0921020198	-0.0596163142	0.0594379733	0.09890823650000001	0.07656929900000001	-0.0256925066	0.1053480993	-0.1070822709	-0.0353441202	-0.0206639975	0.1072891178	0.1056636333	0.10297271	0.0992434813	0.0	0.00981494	0.02434674	0.0005927637486276	9.633304720359997e-05	0.0392944	0.0635497	0.0015440498713599998	0.00403856437009	0.0231778	0.1265668	0.0005372104128399999	0.016019154862240002	-4.25878e-05	-0.0005395268000000001	2.9108916791824014e-07	1.8137207088399998e-09	-0.0	0.0	0.0	0.0	0.000416661	-0.00035268399999999976	1.2438600385599982e-07	1.7360638892099994e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
759.0505157571498	-2.020699921567825	4.0832281730242155	576157.685471195	934.8880209187537	-6.537057192179077	42.733116733820204	874015.6116573841	857.7609396286224	-1.1064425029788936	735753.8295525772	1.224215012398199	861.423798943865	578.2039803525038	1.334374	27.395657	0.34153534	0.205864	-0.0237513878	0.05020363480000002	0.141404424	0.014593433400000001	0.0837358108	-0.036461915	0.000541088	0.0420833058	0.1357235226	-0.0609305156	0.030862507200000007	-0.0602427626	-0.032685935299999996	-0.0863857736	0.0376799102	-0.0004572453	0.0770066345	-0.05502912150000002	0.1197648444	-0.0620922324	-0.045804749400000004	0.0108809593	0.0182841518	-0.0328873679	0.043191279400000004	0.0462489106	0.008843631	-0.0530801553	-0.0850837808	0.0449167324	-0.0941577692	0.1165240633	0.0002312084	0.0267256191	-0.051094742199999994	0.05896980280000001	-0.0123311963	0.0857425359	0.0468179816	0.1338298867	-0.037885699700000004	0.1417075992	0.0192423352	-0.0311448771	-0.0040836232	0.039376626	0.1070737061	0.1048071914	0.1010651385	0.09590023019999999	0.0	-0.00864056	-0.0184555	0.00034060548025	7.46592771136e-05	-0.103032	-0.1423264	0.010615593024	0.02025680413696	-0.115742	-0.13891979999999998	0.013396210564000005	0.019298710832040003	0.000205016	0.0002476038	6.130764177444e-08	4.2031560255999986e-08	2.72604e-23	2.72604e-23	7.431294081599996e-46	7.431294081599996e-46	0.00100573	0.000589069	3.470022867610001e-07	1.0114928329e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
763.7955008088447	4.7449850516949255	22.51488314080829	583383.567055834	938.2868918775205	3.3988709587667927	11.552323794348295	880382.2914691778	858.6395536699454	0.8786140413229759	737261.883126523	0.7719626336098921	861.1695825777884	594.1300178569827	1.299527	26.68022	0.26235531	0.16045799999999996	0.018186963100000002	-0.10102685119999999	-0.0481783201	0.029023924	-0.0396149118	-0.031508105099999996	0.09903289679999999	0.053507224000000006	0.0711333978	-0.09584426	0.1105195908	-0.0650797412	0.060575587300000004	0.0675560422	0.0241241785	0.0040286442	0.0204887944	-0.019172951	-0.050217905199999996	-0.060759302	-0.1113281021	-0.1679834734	-0.027070507200000003	0.18010124149999998	0.0597039117	0.033141741	-0.0260177053	-0.1657612008	0.1711548268	-0.0613108134	0.0004217357	0.1458803447	0.09107376689999999	-0.0079904089	-0.0347664347	0.11818773689999999	0.0385335622	-0.0602132261	0.0017819281	-0.0140388556	0.012706453400000001	0.0168413907	-0.005243159399999999	0.1253831167	0.046380403	0.058804350899999996	0.1068225743	0.103810905	0.0988541933	0.09204531	0.0	0.0097301	0.01837066	0.00033748114883560003	9.467484601e-05	0.0310347	0.13406669999999998	0.00096315260409	0.017973880048889994	-0.0977874	0.017954600000000015	0.00956237559876	0.00032236766116000055	-0.00117003	-0.001375046	1.890751502116e-06	1.3689702009e-06	-0.000394179	-0.000394179	1.5537708404100006e-07	1.5537708404100006e-07	0.000935688	-7.004199999999998e-05	4.905881763999997e-09	8.755120333440002e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
762.7546922083279	-1.0408086005168116	1.0832825429097641	581794.720485821	941.5044651023653	3.217573224844841	10.352777457238432	886430.6578076909	861.4549474521083	2.8153937821629142	742104.6264897145	7.926442148641598	863.0954532367298	576.9726372047733	1.245727	25.575663	0.18627194	0.08409939999999999	0.0057021460999999996	-0.0432513948	0.0041898888	-0.08758526359999999	-0.0871887284	0.0097310794	0.1860775599	-0.018025419299999998	-0.0527223102	0.0231436221	0.110004324	-0.06618396879999999	-0.04976754	-0.0332965673	0.04195976269999999	-0.036300151	-0.0593304026	0.1380775954	-0.0833942745	0.0456227864	-0.012618086	0.0410356805	-0.0067342185999999995	-0.0796260047	0.0692496088	-0.0332240252	0.0890371357	-0.0770135356	-0.09545734539999999	0.0268873379	0.07926566639999999	-0.0068948766000000005	0.1326183373	0.1036746114	-0.010971584	-0.1006359811	0.0562727776	-0.0268035662	-0.0082778149	-0.012329071399999999	0.05109868309999999	-0.0419363719	-0.0945998141	-0.08305565990000001	-0.0257736392	0.1061046861	0.10653580609999999	0.1026761034	0.096346511	0.0876992882	0.0	0.007644009999999999	-0.0020860900000000014	4.351771488100006e-06	5.843088888009998e-05	-0.0106397	-0.0416744	0.00011320321609	0.00173675561536	-0.0171209	0.0806665	0.0002931252168100001	0.00650708422225	-0.000349197	0.0008208330000000001	6.737668138890003e-07	1.2193854480899998e-07	-0.000219802	0.00017437700000000006	4.8312919204000005e-08	3.040733812900001e-08	0.0006939989999999999	-0.0002416890000000001	5.841357272100005e-08	4.816346120009999e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
